ID;EarningGroups;SectorBranchesSIC2008;CarribeanNetherlands;Periods;JobsOfEmployees_1;AverageAnnualWage_2
4636;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Bonaire;2015;100.0;24440.0
4637;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Bonaire;2016;100.0;24740.0
4638;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Bonaire;2017;30.0;25660.0
4639;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Bonaire;2018;50.0;24870.0
4640;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Bonaire;2019;50.0;25140.0
4641;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Bonaire;2020;40.0;24880.0
4642;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Bonaire;2021;50.0;24910.0
4643;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Bonaire;2022;30.0;24520.0
4644;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2011;;
4645;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2012;;
4646;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2013;;
4647;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2014;20.0;25330.0
4648;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2015;10.0;25010.0
4649;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2016;20.0;25050.0
4650;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2017;10.0;25040.0
4651;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2018;;
4652;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2019;;
4653;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2020;;
4654;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2021;;
4655;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;St. Eustatius;2022;;
4656;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2011;;
4657;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2012;10.0;26640.0
4658;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2013;;
4659;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2014;;
4660;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2015;;
4661;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2016;;
4662;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2017;;
4663;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2018;;
4664;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2019;;
4665;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2020;;
4666;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2021;;
4667;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Saba;2022;;
4668;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2011;;
4669;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2012;;
4670;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2013;;
4671;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2014;;
4672;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2015;;
4673;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2016;;
4674;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2017;;
4675;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2018;;
4676;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2019;;
4677;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2020;;
4678;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2021;;
4679;Gross annual wage: 20,000 to 29,999 d...;K Financial institutions;Unclassifiable;2022;;
4680;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2011;20.0;23390.0
4681;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2012;20.0;24170.0
4682;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2013;10.0;24060.0
4683;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2014;20.0;23730.0
4684;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2015;20.0;23810.0
4685;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2016;20.0;24280.0
4686;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2017;70.0;23730.0
4687;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2018;110.0;24040.0
4688;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2019;80.0;24270.0
4689;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2020;70.0;24080.0
4690;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2021;100.0;24280.0
4691;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Caribbean Netherlands;2022;120.0;24460.0
4692;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2011;20.0;23390.0
4693;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2012;20.0;24170.0
4694;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2013;10.0;24060.0
4695;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2014;20.0;23890.0
4696;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2015;20.0;23760.0
4697;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2016;20.0;24290.0
4698;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2017;70.0;23740.0
4699;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2018;90.0;24140.0
4700;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2019;70.0;24310.0
4701;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2020;60.0;23580.0
4702;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2021;80.0;23910.0
4703;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Bonaire;2022;100.0;24130.0
4704;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2011;;
4705;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2012;;
4706;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2013;;
4707;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2014;;
4708;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2015;;
4709;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2016;;
4710;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2017;;
4711;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2018;10.0;23520.0
4712;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2019;10.0;24420.0
4713;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2020;;
4714;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2021;;
4715;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;St. Eustatius;2022;;
4716;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2011;;
4717;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2012;;
4718;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2013;;
4719;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2014;;
4720;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2015;;
4721;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2016;;
4722;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2017;;
4723;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2018;;
4724;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2019;;
4725;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2020;;
4726;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2021;;
4727;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Saba;2022;;
4728;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2011;;
4729;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2012;;
4730;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2013;;
4731;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2014;;
4732;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2015;;
4733;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2016;;
4734;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2017;;
4735;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2018;;
4736;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2019;;
4737;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2020;;
4738;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2021;;
4739;Gross annual wage: 20,000 to 29,999 d...;L Renting, buying, selling real estate;Unclassifiable;2022;;
4740;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2011;110.0;24140.0
4741;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2012;140.0;24070.0
4742;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2013;160.0;24210.0
4743;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2014;170.0;24030.0
4744;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2015;210.0;23880.0
4745;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2016;220.0;23690.0
4746;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2017;200.0;23980.0
4747;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2018;270.0;23800.0
4748;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2019;280.0;23690.0
4749;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2020;310.0;23740.0
4750;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2021;330.0;23880.0
4751;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Caribbean Netherlands;2022;410.0;23800.0
4752;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2011;110.0;24170.0
4753;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2012;130.0;24010.0
4754;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2013;150.0;24120.0
4755;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2014;160.0;23990.0
4756;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2015;190.0;23830.0
4757;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2016;210.0;23660.0
4758;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2017;190.0;24000.0
4759;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2018;240.0;23830.0
4760;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2019;260.0;23700.0
4761;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2020;280.0;23730.0
4762;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2021;290.0;23930.0
4763;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Bonaire;2022;360.0;23830.0
4764;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2011;10.0;23470.0
4765;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2012;;
4766;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2013;10.0;25820.0
4767;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2014;10.0;24610.0
4768;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2015;10.0;24600.0
4769;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2016;10.0;24260.0
4770;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2017;10.0;24270.0
4771;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2018;20.0;24620.0
4772;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2019;10.0;23470.0
4773;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2020;20.0;23580.0
4774;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2021;20.0;23320.0
4775;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;St. Eustatius;2022;50.0;23710.0
4776;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2011;;
4777;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2012;;
4778;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2013;;
4779;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2014;;
4780;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2015;;
4781;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2016;;
4782;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2017;;
4783;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2018;10.0;22250.0
4784;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2019;10.0;23860.0
4785;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2020;10.0;24130.0
4786;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2021;10.0;23730.0
4787;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Saba;2022;;
4788;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2011;;
4789;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2012;;
4790;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2013;;
4791;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2014;;
4792;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2015;;
4793;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2016;;
4794;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2017;;
4795;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2018;;
4796;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2019;;
4797;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2020;;
4798;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2021;;
4799;Gross annual wage: 20,000 to 29,999 d...;M-N Business services;Unclassifiable;2022;;
4800;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2011;420.0;24760.0
4801;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2012;450.0;24610.0
4802;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2013;440.0;24840.0
4803;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2014;380.0;25600.0
4804;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2015;400.0;25660.0
4805;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2016;380.0;25520.0
4806;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2017;410.0;25560.0
4807;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2018;380.0;25670.0
4808;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2019;340.0;25230.0
4809;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2020;330.0;25560.0
4810;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2021;310.0;25570.0
4811;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Caribbean Netherlands;2022;320.0;26060.0
4812;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Bonaire;2011;250.0;24910.0
4813;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Bonaire;2012;290.0;24610.0
4814;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Bonaire;2013;290.0;25010.0
4815;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Bonaire;2014;240.0;25500.0
4816;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Bonaire;2015;260.0;25430.0
4817;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Bonaire;2016;230.0;25480.0
4818;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Bonaire;2017;260.0;25490.0
4819;Gross annual wage: 20,000 to 29,999 d...;O Public administration and services;Bonaire;2018;240.0;25900.0
