ID;Geslacht;Leeftijd;Nationaliteit;Perioden;BevolkingOp1Januari_1
2462;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2023;7354.0
2463;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2024;7659.0
2464;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2014;2468.0
2465;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2015;2704.0
2466;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2016;3172.0
2467;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2017;4431.0
2468;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2018;4977.0
2469;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2019;5923.0
2470;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2020;6202.0
2471;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2021;5526.0
2472;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2022;4869.0
2473;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2023;4999.0
2474;Totaal mannen en vrouwen;0 jaar;Buiten Europa;2024;5254.0
2475;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2014;360.0
2476;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2015;452.0
2477;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2016;596.0
2478;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2017;941.0
2479;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2018;1154.0
2480;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2019;1682.0
2481;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2020;1865.0
2482;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2021;1620.0
2483;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2022;1320.0
2484;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2023;1108.0
2485;Totaal mannen en vrouwen;0 jaar;Afrika (exclusief Marokkaans);2024;1095.0
2486;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2014;177.0
2487;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2015;178.0
2488;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2016;213.0
2489;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2017;205.0
2490;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2018;232.0
2491;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2019;238.0
2492;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2020;267.0
2493;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2021;246.0
2494;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2022;303.0
2495;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2023;331.0
2496;Totaal mannen en vrouwen;0 jaar;Amerika en Oceanië (exclusief Surinaams);2024;328.0
2497;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2014;1101.0
2498;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2015;1274.0
2499;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2016;1642.0
2500;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2017;2616.0
2501;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2018;2915.0
2502;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2019;3336.0
2503;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2020;3328.0
2504;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2021;2987.0
2505;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2022;2586.0
2506;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2023;2856.0
2507;Totaal mannen en vrouwen;0 jaar;Azië (exclusief Indonesisch en Turks);2024;3108.0
2508;Totaal mannen en vrouwen;0 jaar;Afrika;2014;612.0
2509;Totaal mannen en vrouwen;0 jaar;Afrika;2015;705.0
2510;Totaal mannen en vrouwen;0 jaar;Afrika;2016;806.0
2511;Totaal mannen en vrouwen;0 jaar;Afrika;2017;1116.0
2512;Totaal mannen en vrouwen;0 jaar;Afrika;2018;1314.0
2513;Totaal mannen en vrouwen;0 jaar;Afrika;2019;1833.0
2514;Totaal mannen en vrouwen;0 jaar;Afrika;2020;2047.0
2515;Totaal mannen en vrouwen;0 jaar;Afrika;2021;1764.0
2516;Totaal mannen en vrouwen;0 jaar;Afrika;2022;1432.0
2517;Totaal mannen en vrouwen;0 jaar;Afrika;2023;1236.0
2518;Totaal mannen en vrouwen;0 jaar;Afrika;2024;1209.0
2519;Totaal mannen en vrouwen;0 jaar;Amerika;2014;199.0
2520;Totaal mannen en vrouwen;0 jaar;Amerika;2015;208.0
2521;Totaal mannen en vrouwen;0 jaar;Amerika;2016;230.0
2522;Totaal mannen en vrouwen;0 jaar;Amerika;2017;224.0
2523;Totaal mannen en vrouwen;0 jaar;Amerika;2018;253.0
2524;Totaal mannen en vrouwen;0 jaar;Amerika;2019;263.0
2525;Totaal mannen en vrouwen;0 jaar;Amerika;2020;277.0
2526;Totaal mannen en vrouwen;0 jaar;Amerika;2021;270.0
2527;Totaal mannen en vrouwen;0 jaar;Amerika;2022;321.0
2528;Totaal mannen en vrouwen;0 jaar;Amerika;2023;350.0
2529;Totaal mannen en vrouwen;0 jaar;Amerika;2024;364.0
2530;Totaal mannen en vrouwen;0 jaar;Azië;2014;1651.0
2531;Totaal mannen en vrouwen;0 jaar;Azië;2015;1783.0
2532;Totaal mannen en vrouwen;0 jaar;Azië;2016;2122.0
2533;Totaal mannen en vrouwen;0 jaar;Azië;2017;3073.0
2534;Totaal mannen en vrouwen;0 jaar;Azië;2018;3398.0
2535;Totaal mannen en vrouwen;0 jaar;Azië;2019;3820.0
2536;Totaal mannen en vrouwen;0 jaar;Azië;2020;3861.0
2537;Totaal mannen en vrouwen;0 jaar;Azië;2021;3484.0
2538;Totaal mannen en vrouwen;0 jaar;Azië;2022;3103.0
2539;Totaal mannen en vrouwen;0 jaar;Azië;2023;3395.0
2540;Totaal mannen en vrouwen;0 jaar;Azië;2024;3672.0
2541;Totaal mannen en vrouwen;0 jaar;Oceanië;2014;6.0
2542;Totaal mannen en vrouwen;0 jaar;Oceanië;2015;8.0
2543;Totaal mannen en vrouwen;0 jaar;Oceanië;2016;14.0
2544;Totaal mannen en vrouwen;0 jaar;Oceanië;2017;18.0
2545;Totaal mannen en vrouwen;0 jaar;Oceanië;2018;12.0
2546;Totaal mannen en vrouwen;0 jaar;Oceanië;2019;7.0
2547;Totaal mannen en vrouwen;0 jaar;Oceanië;2020;17.0
2548;Totaal mannen en vrouwen;0 jaar;Oceanië;2021;8.0
2549;Totaal mannen en vrouwen;0 jaar;Oceanië;2022;13.0
2550;Totaal mannen en vrouwen;0 jaar;Oceanië;2023;18.0
2551;Totaal mannen en vrouwen;0 jaar;Oceanië;2024;9.0
2552;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2014;4075.0
2553;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2015;4679.0
2554;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2016;5075.0
2555;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2017;5417.0
2556;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2018;5893.0
2557;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2019;6105.0
2558;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2020;6504.0
2559;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2021;6135.0
2560;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2022;6585.0
2561;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2023;6196.0
2562;Totaal mannen en vrouwen;0 jaar;Europese Unie (exclusief Nederlands);2024;6356.0
2563;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2014;2440.0
2564;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2015;2802.0
2565;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2016;3204.0
2566;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2017;3484.0
2567;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2018;3818.0
2568;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2019;4031.0
2569;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2020;4210.0
2570;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2021;4102.0
2571;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2022;4336.0
2572;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2023;4019.0
2573;Totaal mannen en vrouwen;0 jaar;Midden- en Oost-Europese nat. in de EU;2024;4089.0
2574;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2014;559.0
2575;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2015;670.0
2576;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2016;716.0
2577;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2017;769.0
2578;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2018;858.0
2579;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2019;915.0
2580;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2020;999.0
2581;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2021;1056.0
2582;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2022;1095.0
2583;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2023;1145.0
2584;Totaal mannen en vrouwen;0 jaar;GIPS-Nationaliteiten in de EU;2024;1191.0
2585;Totaal mannen en vrouwen;0 jaar;Afghaans;2014;56.0
2586;Totaal mannen en vrouwen;0 jaar;Afghaans;2015;52.0
2587;Totaal mannen en vrouwen;0 jaar;Afghaans;2016;59.0
2588;Totaal mannen en vrouwen;0 jaar;Afghaans;2017;90.0
2589;Totaal mannen en vrouwen;0 jaar;Afghaans;2018;79.0
2590;Totaal mannen en vrouwen;0 jaar;Afghaans;2019;76.0
2591;Totaal mannen en vrouwen;0 jaar;Afghaans;2020;117.0
2592;Totaal mannen en vrouwen;0 jaar;Afghaans;2021;87.0
2593;Totaal mannen en vrouwen;0 jaar;Afghaans;2022;118.0
2594;Totaal mannen en vrouwen;0 jaar;Afghaans;2023;178.0
2595;Totaal mannen en vrouwen;0 jaar;Afghaans;2024;149.0
2596;Totaal mannen en vrouwen;0 jaar;Albanees;2014;7.0
2597;Totaal mannen en vrouwen;0 jaar;Albanees;2015;14.0
2598;Totaal mannen en vrouwen;0 jaar;Albanees;2016;14.0
2599;Totaal mannen en vrouwen;0 jaar;Albanees;2017;19.0
2600;Totaal mannen en vrouwen;0 jaar;Albanees;2018;26.0
2601;Totaal mannen en vrouwen;0 jaar;Albanees;2019;25.0
2602;Totaal mannen en vrouwen;0 jaar;Albanees;2020;40.0
2603;Totaal mannen en vrouwen;0 jaar;Albanees;2021;37.0
2604;Totaal mannen en vrouwen;0 jaar;Albanees;2022;33.0
2605;Totaal mannen en vrouwen;0 jaar;Albanees;2023;35.0
2606;Totaal mannen en vrouwen;0 jaar;Albanees;2024;50.0
2607;Totaal mannen en vrouwen;0 jaar;Algerijns;2014;10.0
2608;Totaal mannen en vrouwen;0 jaar;Algerijns;2015;3.0
2609;Totaal mannen en vrouwen;0 jaar;Algerijns;2016;10.0
2610;Totaal mannen en vrouwen;0 jaar;Algerijns;2017;7.0
2611;Totaal mannen en vrouwen;0 jaar;Algerijns;2018;9.0
2612;Totaal mannen en vrouwen;0 jaar;Algerijns;2019;7.0
2613;Totaal mannen en vrouwen;0 jaar;Algerijns;2020;8.0
2614;Totaal mannen en vrouwen;0 jaar;Algerijns;2021;4.0
2615;Totaal mannen en vrouwen;0 jaar;Algerijns;2022;6.0
2616;Totaal mannen en vrouwen;0 jaar;Algerijns;2023;5.0
2617;Totaal mannen en vrouwen;0 jaar;Algerijns;2024;17.0
2618;Totaal mannen en vrouwen;0 jaar;Amerikaans;2014;99.0
2619;Totaal mannen en vrouwen;0 jaar;Amerikaans;2015;86.0
2620;Totaal mannen en vrouwen;0 jaar;Amerikaans;2016;113.0
2621;Totaal mannen en vrouwen;0 jaar;Amerikaans;2017;93.0
2622;Totaal mannen en vrouwen;0 jaar;Amerikaans;2018;105.0
2623;Totaal mannen en vrouwen;0 jaar;Amerikaans;2019;110.0
2624;Totaal mannen en vrouwen;0 jaar;Amerikaans;2020;117.0
2625;Totaal mannen en vrouwen;0 jaar;Amerikaans;2021;97.0
2626;Totaal mannen en vrouwen;0 jaar;Amerikaans;2022;115.0
2627;Totaal mannen en vrouwen;0 jaar;Amerikaans;2023;125.0
2628;Totaal mannen en vrouwen;0 jaar;Amerikaans;2024;115.0
2629;Totaal mannen en vrouwen;0 jaar;Andorrees;2014;0.0
2630;Totaal mannen en vrouwen;0 jaar;Andorrees;2015;0.0
2631;Totaal mannen en vrouwen;0 jaar;Andorrees;2016;0.0
2632;Totaal mannen en vrouwen;0 jaar;Andorrees;2017;0.0
2633;Totaal mannen en vrouwen;0 jaar;Andorrees;2018;0.0
2634;Totaal mannen en vrouwen;0 jaar;Andorrees;2019;0.0
2635;Totaal mannen en vrouwen;0 jaar;Andorrees;2020;0.0
2636;Totaal mannen en vrouwen;0 jaar;Andorrees;2021;0.0
2637;Totaal mannen en vrouwen;0 jaar;Andorrees;2022;0.0
2638;Totaal mannen en vrouwen;0 jaar;Andorrees;2023;0.0
2639;Totaal mannen en vrouwen;0 jaar;Andorrees;2024;0.0
2640;Totaal mannen en vrouwen;0 jaar;Angolees;2014;13.0
2641;Totaal mannen en vrouwen;0 jaar;Angolees;2015;14.0
2642;Totaal mannen en vrouwen;0 jaar;Angolees;2016;9.0
2643;Totaal mannen en vrouwen;0 jaar;Angolees;2017;10.0
2644;Totaal mannen en vrouwen;0 jaar;Angolees;2018;13.0
2645;Totaal mannen en vrouwen;0 jaar;Angolees;2019;10.0
2646;Totaal mannen en vrouwen;0 jaar;Angolees;2020;13.0
2647;Totaal mannen en vrouwen;0 jaar;Angolees;2021;8.0
2648;Totaal mannen en vrouwen;0 jaar;Angolees;2022;10.0
2649;Totaal mannen en vrouwen;0 jaar;Angolees;2023;8.0
2650;Totaal mannen en vrouwen;0 jaar;Angolees;2024;3.0
2651;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2014;0.0
2652;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2015;0.0
2653;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2016;0.0
2654;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2017;0.0
2655;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2018;0.0
2656;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2019;0.0
2657;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2020;0.0
2658;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2021;0.0
2659;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2022;0.0
2660;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2023;0.0
2661;Totaal mannen en vrouwen;0 jaar;Burger van Antigua en Barbuda;2024;0.0
2662;Totaal mannen en vrouwen;0 jaar;Argentijns;2014;1.0
2663;Totaal mannen en vrouwen;0 jaar;Argentijns;2015;5.0
2664;Totaal mannen en vrouwen;0 jaar;Argentijns;2016;5.0
2665;Totaal mannen en vrouwen;0 jaar;Argentijns;2017;4.0
2666;Totaal mannen en vrouwen;0 jaar;Argentijns;2018;4.0
2667;Totaal mannen en vrouwen;0 jaar;Argentijns;2019;8.0
2668;Totaal mannen en vrouwen;0 jaar;Argentijns;2020;8.0
2669;Totaal mannen en vrouwen;0 jaar;Argentijns;2021;5.0
2670;Totaal mannen en vrouwen;0 jaar;Argentijns;2022;8.0
2671;Totaal mannen en vrouwen;0 jaar;Argentijns;2023;4.0
2672;Totaal mannen en vrouwen;0 jaar;Argentijns;2024;4.0
2673;Totaal mannen en vrouwen;0 jaar;Armeens;2014;38.0
2674;Totaal mannen en vrouwen;0 jaar;Armeens;2015;27.0
2675;Totaal mannen en vrouwen;0 jaar;Armeens;2016;30.0
2676;Totaal mannen en vrouwen;0 jaar;Armeens;2017;32.0
2677;Totaal mannen en vrouwen;0 jaar;Armeens;2018;35.0
2678;Totaal mannen en vrouwen;0 jaar;Armeens;2019;30.0
2679;Totaal mannen en vrouwen;0 jaar;Armeens;2020;29.0
2680;Totaal mannen en vrouwen;0 jaar;Armeens;2021;20.0
2681;Totaal mannen en vrouwen;0 jaar;Armeens;2022;14.0
2682;Totaal mannen en vrouwen;0 jaar;Armeens;2023;24.0
2683;Totaal mannen en vrouwen;0 jaar;Armeens;2024;13.0
2684;Totaal mannen en vrouwen;0 jaar;Australisch;2014;3.0
2685;Totaal mannen en vrouwen;0 jaar;Australisch;2015;4.0
2686;Totaal mannen en vrouwen;0 jaar;Australisch;2016;9.0
2687;Totaal mannen en vrouwen;0 jaar;Australisch;2017;10.0
2688;Totaal mannen en vrouwen;0 jaar;Australisch;2018;7.0
2689;Totaal mannen en vrouwen;0 jaar;Australisch;2019;3.0
2690;Totaal mannen en vrouwen;0 jaar;Australisch;2020;8.0
2691;Totaal mannen en vrouwen;0 jaar;Australisch;2021;4.0
2692;Totaal mannen en vrouwen;0 jaar;Australisch;2022;7.0
2693;Totaal mannen en vrouwen;0 jaar;Australisch;2023;8.0
2694;Totaal mannen en vrouwen;0 jaar;Australisch;2024;6.0
2695;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2014;3.0
2696;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2015;11.0
2697;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2016;7.0
2698;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2017;8.0
2699;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2018;12.0
2700;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2019;11.0
2701;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2020;18.0
2702;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2021;16.0
2703;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2022;7.0
2704;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2023;15.0
2705;Totaal mannen en vrouwen;0 jaar;Azerbeidzjaans;2024;16.0
2706;Totaal mannen en vrouwen;0 jaar;Bahamaans;2014;0.0
2707;Totaal mannen en vrouwen;0 jaar;Bahamaans;2015;0.0
2708;Totaal mannen en vrouwen;0 jaar;Bahamaans;2016;0.0
2709;Totaal mannen en vrouwen;0 jaar;Bahamaans;2017;0.0
2710;Totaal mannen en vrouwen;0 jaar;Bahamaans;2018;0.0
2711;Totaal mannen en vrouwen;0 jaar;Bahamaans;2019;0.0
2712;Totaal mannen en vrouwen;0 jaar;Bahamaans;2020;0.0
2713;Totaal mannen en vrouwen;0 jaar;Bahamaans;2021;0.0
2714;Totaal mannen en vrouwen;0 jaar;Bahamaans;2022;0.0
2715;Totaal mannen en vrouwen;0 jaar;Bahamaans;2023;0.0
2716;Totaal mannen en vrouwen;0 jaar;Bahamaans;2024;0.0
2717;Totaal mannen en vrouwen;0 jaar;Bahreins;2014;0.0
2718;Totaal mannen en vrouwen;0 jaar;Bahreins;2015;0.0
2719;Totaal mannen en vrouwen;0 jaar;Bahreins;2016;0.0
2720;Totaal mannen en vrouwen;0 jaar;Bahreins;2017;0.0
2721;Totaal mannen en vrouwen;0 jaar;Bahreins;2018;0.0
2722;Totaal mannen en vrouwen;0 jaar;Bahreins;2019;0.0
2723;Totaal mannen en vrouwen;0 jaar;Bahreins;2020;0.0
2724;Totaal mannen en vrouwen;0 jaar;Bahreins;2021;2.0
2725;Totaal mannen en vrouwen;0 jaar;Bahreins;2022;0.0
2726;Totaal mannen en vrouwen;0 jaar;Bahreins;2023;0.0
2727;Totaal mannen en vrouwen;0 jaar;Bahreins;2024;0.0
2728;Totaal mannen en vrouwen;0 jaar;Barbadaans;2014;0.0
2729;Totaal mannen en vrouwen;0 jaar;Barbadaans;2015;0.0
2730;Totaal mannen en vrouwen;0 jaar;Barbadaans;2016;0.0
2731;Totaal mannen en vrouwen;0 jaar;Barbadaans;2017;0.0
2732;Totaal mannen en vrouwen;0 jaar;Barbadaans;2018;0.0
2733;Totaal mannen en vrouwen;0 jaar;Barbadaans;2019;0.0
2734;Totaal mannen en vrouwen;0 jaar;Barbadaans;2020;0.0
2735;Totaal mannen en vrouwen;0 jaar;Barbadaans;2021;0.0
2736;Totaal mannen en vrouwen;0 jaar;Barbadaans;2022;0.0
2737;Totaal mannen en vrouwen;0 jaar;Barbadaans;2023;0.0
2738;Totaal mannen en vrouwen;0 jaar;Barbadaans;2024;0.0
2739;Totaal mannen en vrouwen;0 jaar;Belarussisch;2014;11.0
2740;Totaal mannen en vrouwen;0 jaar;Belarussisch;2015;16.0
2741;Totaal mannen en vrouwen;0 jaar;Belarussisch;2016;16.0
2742;Totaal mannen en vrouwen;0 jaar;Belarussisch;2017;13.0
2743;Totaal mannen en vrouwen;0 jaar;Belarussisch;2018;15.0
2744;Totaal mannen en vrouwen;0 jaar;Belarussisch;2019;13.0
2745;Totaal mannen en vrouwen;0 jaar;Belarussisch;2020;22.0
2746;Totaal mannen en vrouwen;0 jaar;Belarussisch;2021;31.0
2747;Totaal mannen en vrouwen;0 jaar;Belarussisch;2022;27.0
2748;Totaal mannen en vrouwen;0 jaar;Belarussisch;2023;24.0
2749;Totaal mannen en vrouwen;0 jaar;Belarussisch;2024;29.0
2750;Totaal mannen en vrouwen;0 jaar;Belgisch;2014;141.0
2751;Totaal mannen en vrouwen;0 jaar;Belgisch;2015;170.0
2752;Totaal mannen en vrouwen;0 jaar;Belgisch;2016;171.0
2753;Totaal mannen en vrouwen;0 jaar;Belgisch;2017;190.0
2754;Totaal mannen en vrouwen;0 jaar;Belgisch;2018;203.0
2755;Totaal mannen en vrouwen;0 jaar;Belgisch;2019;181.0
2756;Totaal mannen en vrouwen;0 jaar;Belgisch;2020;196.0
2757;Totaal mannen en vrouwen;0 jaar;Belgisch;2021;178.0
2758;Totaal mannen en vrouwen;0 jaar;Belgisch;2022;216.0
2759;Totaal mannen en vrouwen;0 jaar;Belgisch;2023;198.0
2760;Totaal mannen en vrouwen;0 jaar;Belgisch;2024;195.0
2761;Totaal mannen en vrouwen;0 jaar;Belizaans;2014;0.0
2762;Totaal mannen en vrouwen;0 jaar;Belizaans;2015;0.0
2763;Totaal mannen en vrouwen;0 jaar;Belizaans;2016;0.0
2764;Totaal mannen en vrouwen;0 jaar;Belizaans;2017;0.0
2765;Totaal mannen en vrouwen;0 jaar;Belizaans;2018;0.0
2766;Totaal mannen en vrouwen;0 jaar;Belizaans;2019;0.0
2767;Totaal mannen en vrouwen;0 jaar;Belizaans;2020;0.0
2768;Totaal mannen en vrouwen;0 jaar;Belizaans;2021;0.0
2769;Totaal mannen en vrouwen;0 jaar;Belizaans;2022;0.0
2770;Totaal mannen en vrouwen;0 jaar;Belizaans;2023;0.0
2771;Totaal mannen en vrouwen;0 jaar;Belizaans;2024;0.0
2772;Totaal mannen en vrouwen;0 jaar;Bengalees;2014;18.0
2773;Totaal mannen en vrouwen;0 jaar;Bengalees;2015;11.0
2774;Totaal mannen en vrouwen;0 jaar;Bengalees;2016;12.0
2775;Totaal mannen en vrouwen;0 jaar;Bengalees;2017;8.0
2776;Totaal mannen en vrouwen;0 jaar;Bengalees;2018;11.0
2777;Totaal mannen en vrouwen;0 jaar;Bengalees;2019;11.0
2778;Totaal mannen en vrouwen;0 jaar;Bengalees;2020;15.0
2779;Totaal mannen en vrouwen;0 jaar;Bengalees;2021;9.0
2780;Totaal mannen en vrouwen;0 jaar;Bengalees;2022;14.0
2781;Totaal mannen en vrouwen;0 jaar;Bengalees;2023;15.0
2782;Totaal mannen en vrouwen;0 jaar;Bengalees;2024;17.0
2783;Totaal mannen en vrouwen;0 jaar;Benins;2014;0.0
2784;Totaal mannen en vrouwen;0 jaar;Benins;2015;0.0
2785;Totaal mannen en vrouwen;0 jaar;Benins;2016;2.0
2786;Totaal mannen en vrouwen;0 jaar;Benins;2017;2.0
2787;Totaal mannen en vrouwen;0 jaar;Benins;2018;1.0
2788;Totaal mannen en vrouwen;0 jaar;Benins;2019;0.0
2789;Totaal mannen en vrouwen;0 jaar;Benins;2020;2.0
2790;Totaal mannen en vrouwen;0 jaar;Benins;2021;3.0
2791;Totaal mannen en vrouwen;0 jaar;Benins;2022;2.0
2792;Totaal mannen en vrouwen;0 jaar;Benins;2023;4.0
2793;Totaal mannen en vrouwen;0 jaar;Benins;2024;0.0
2794;Totaal mannen en vrouwen;0 jaar;Bhutaans;2014;0.0
2795;Totaal mannen en vrouwen;0 jaar;Bhutaans;2015;0.0
2796;Totaal mannen en vrouwen;0 jaar;Bhutaans;2016;0.0
2797;Totaal mannen en vrouwen;0 jaar;Bhutaans;2017;0.0
2798;Totaal mannen en vrouwen;0 jaar;Bhutaans;2018;1.0
2799;Totaal mannen en vrouwen;0 jaar;Bhutaans;2019;0.0
2800;Totaal mannen en vrouwen;0 jaar;Bhutaans;2020;0.0
2801;Totaal mannen en vrouwen;0 jaar;Bhutaans;2021;0.0
2802;Totaal mannen en vrouwen;0 jaar;Bhutaans;2022;0.0
2803;Totaal mannen en vrouwen;0 jaar;Bhutaans;2023;0.0
2804;Totaal mannen en vrouwen;0 jaar;Bhutaans;2024;0.0
2805;Totaal mannen en vrouwen;0 jaar;Boliviaans;2014;0.0
2806;Totaal mannen en vrouwen;0 jaar;Boliviaans;2015;0.0
2807;Totaal mannen en vrouwen;0 jaar;Boliviaans;2016;0.0
2808;Totaal mannen en vrouwen;0 jaar;Boliviaans;2017;1.0
2809;Totaal mannen en vrouwen;0 jaar;Boliviaans;2018;1.0
2810;Totaal mannen en vrouwen;0 jaar;Boliviaans;2019;0.0
2811;Totaal mannen en vrouwen;0 jaar;Boliviaans;2020;0.0
2812;Totaal mannen en vrouwen;0 jaar;Boliviaans;2021;1.0
2813;Totaal mannen en vrouwen;0 jaar;Boliviaans;2022;1.0
2814;Totaal mannen en vrouwen;0 jaar;Boliviaans;2023;1.0
2815;Totaal mannen en vrouwen;0 jaar;Boliviaans;2024;0.0
2816;Totaal mannen en vrouwen;0 jaar;Burger van Bosnië-Herzegovina;2014;16.0
2817;Totaal mannen en vrouwen;0 jaar;Burger van Bosnië-Herzegovina;2015;12.0
2818;Totaal mannen en vrouwen;0 jaar;Burger van Bosnië-Herzegovina;2016;9.0
