ID;Geslacht;Leeftijd;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
288;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2016;2.1;37.2;2.8;8.2;4.5;89.7;11.6;4.4;;7.6;4.4;7.3;0.7;3.2;4.1;0.3;3.4;7.7;1.8;1.5;61.4;10.3;;11.7;;;;;;;;;;;;;;;;;;6.9;13.1;82.6;5.8;31.2;10.0;41.5;12.0;11.2;4.9;6.0;5.3;10.4;;29.8;;;;;;;;;;
289;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2017;1.8;36.9;2.5;6.0;4.2;91.2;10.2;3.9;;6.4;6.2;8.3;1.4;3.9;3.5;0.7;3.1;9.5;1.8;1.6;56.6;8.8;;13.5;;;;;;;;;;;;;;;;;;5.5;13.6;83.1;6.0;24.8;9.8;38.1;17.9;5.5;7.9;4.5;9.1;6.3;4.3;37.8;;;;;;;;;;
290;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2018;2.3;42.4;3.0;6.9;4.1;87.6;13.0;3.9;;5.9;5.0;6.8;0.9;3.4;3.6;0.5;1.8;10.6;1.2;1.7;57.0;10.7;;11.6;;;;;;;;;;;;;;;;;;6.9;12.1;79.4;8.2;28.8;7.2;29.9;11.7;2.7;5.0;2.8;2.6;11.1;4.4;35.7;;;;;;;;;;
291;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2019;2.3;42.0;3.0;7.5;4.7;89.3;11.1;3.8;0.5;4.7;5.0;7.9;0.9;3.7;3.2;1.2;2.8;7.9;1.3;1.1;58.9;8.6;;13.0;;;;;;;;;;;;;;;;;;6.0;11.4;80.5;8.9;28.4;5.7;27.5;19.1;2.6;5.8;9.5;3.6;8.8;4.0;32.6;;;;;;;;;;
292;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2020;2.5;41.5;2.8;7.5;4.9;84.1;16.5;4.7;0.5;5.1;5.6;5.3;0.7;2.9;2.6;1.0;3.3;9.6;1.2;0.8;57.0;10.5;;16.0;;;;;;;;;;;;;;;;;;5.7;10.5;79.9;11.1;22.5;4.0;24.3;13.9;3.2;6.5;7.4;7.3;10.8;3.6;50.4;;;;;;;;;;
293;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2021;2.5;43.9;3.0;7.5;4.9;84.2;17.1;4.4;0.6;4.8;4.2;6.8;0.6;2.9;2.6;0.8;2.6;7.8;0.8;1.6;60.9;7.5;;17.7;;;;;;;;;;;;;;;;;;4.6;13.3;79.0;11.4;27.9;4.2;25.2;11.6;8.2;8.9;3.5;3.9;11.2;;52.0;;;;;;;;;;
294;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2022;2.9;52.0;3.0;7.7;4.4;84.0;18.0;2.5;0.5;;;;;;;;;;;;;;;;70.2;8.2;3.9;2.5;2.4;3.2;3.9;0.7;5.1;2.3;0.8;1.4;8.1;;;;;4.1;10.8;81.3;9.8;;;;;;;;;;;;27.1;9.9;8.0;10.5;17.5;7.9;4.8;10.3;27.3;26.1
295;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2023;2.5;47.8;3.1;7.3;4.3;89.4;11.0;3.8;0.5;;;;;;;;;;;;;;;;68.2;9.4;3.4;2.2;2.9;3.2;6.2;0.6;5.4;1.5;0.9;0.7;8.5;;;;;4.0;10.7;82.6;8.7;;;;;;;;;;;;22.9;11.0;6.4;18.8;19.2;10.7;6.0;12.9;20.5;25.9
296;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2024;2.7;47.6;3.2;7.9;4.2;89.8;10.5;3.7;;;;;;;;;;;;;;;;;65.0;10.8;4.6;2.8;3.4;2.9;6.2;0.7;5.9;1.9;0.9;0.7;7.4;;;;;4.2;11.1;82.8;7.8;;;;;;;;;;;;17.7;12.7;6.2;16.1;22.6;9.4;6.3;7.5;19.3;31.3
297;Mannen;25 tot 35 jaar;Waarde;2014;2.0;43.0;2.2;9.5;8.0;76.7;16.5;6.3;0.5;5.7;3.2;4.7;0.6;4.5;3.1;0.2;2.2;11.4;0.6;0.6;53.0;4.1;0.1;8.4;;;;;;;;;;;;;;;;;;8.5;16.0;70.9;4.6;39.6;3.8;15.2;8.7;0.2;6.5;0.2;1.0;2.9;0.4;21.4;;;;;;;;;;
298;Mannen;25 tot 35 jaar;Waarde;2015;2.3;45.3;2.2;10.1;8.2;77.2;15.7;6.8;0.3;5.0;3.3;4.5;0.4;5.8;2.2;0.5;1.5;8.1;0.3;1.0;57.0;4.5;0.1;8.4;;;;;;;;;;;;;;;;;;8.2;16.1;71.1;4.6;41.4;4.5;15.3;10.5;1.0;4.2;2.0;0.7;1.9;1.5;17.0;;;;;;;;;;
299;Mannen;25 tot 35 jaar;Waarde;2016;2.2;46.4;2.2;9.3;7.5;78.1;15.8;5.8;0.3;6.3;3.3;3.4;0.1;5.6;2.6;0.2;1.2;9.4;0.2;0.9;56.4;4.3;0.1;8.5;;;;;;;;;;;;;;;;;;9.9;15.0;70.5;4.6;40.3;2.4;15.8;12.0;0.5;3.8;0.7;0.4;1.9;0.3;21.8;;;;;;;;;;
300;Mannen;25 tot 35 jaar;Waarde;2017;2.2;43.7;2.2;10.2;7.5;76.6;17.2;5.8;0.3;4.4;4.8;3.2;0.5;6.4;2.8;0.4;2.2;9.7;0.5;0.9;54.1;4.6;0.0;8.0;;;;;;;;;;;;;;;;;;10.9;15.6;69.7;3.8;43.3;3.4;15.7;11.5;0.5;5.9;0.4;0.5;2.6;0.8;15.6;;;;;;;;;;
301;Mannen;25 tot 35 jaar;Waarde;2018;2.6;49.2;2.4;10.8;7.9;76.0;17.2;6.5;0.3;5.5;3.7;3.4;0.4;5.8;2.5;0.4;1.5;9.0;0.7;1.0;56.8;3.6;0.0;7.6;;;;;;;;;;;;;;;;;;9.2;15.8;70.8;4.3;41.9;2.9;14.5;10.3;0.2;5.1;2.0;0.8;2.4;1.5;18.4;;;;;;;;;;
302;Mannen;25 tot 35 jaar;Waarde;2019;2.6;49.6;2.4;10.5;7.5;77.9;15.9;5.9;0.3;4.7;3.2;3.9;0.1;7.9;2.4;0.5;1.5;8.9;0.6;0.8;56.1;4.3;0.0;7.4;;;;;;;;;;;;;;;;;;9.6;16.5;68.8;5.1;41.5;2.5;12.6;9.6;0.7;7.0;1.1;1.0;2.1;1.7;20.3;;;;;;;;;;
303;Mannen;25 tot 35 jaar;Waarde;2020;2.8;43.9;2.5;13.1;9.2;69.4;23.2;6.9;0.5;5.5;3.5;3.7;0.3;7.4;3.3;0.3;2.3;7.7;0.3;1.2;51.5;5.4;0.0;10.3;;;;;;;;;;;;;;;;;;8.9;15.5;68.7;7.0;42.3;1.9;12.2;10.2;1.0;3.7;1.3;1.4;2.6;0.9;22.5;;;;;;;;;;
304;Mannen;25 tot 35 jaar;Waarde;2021;2.8;46.7;2.2;12.2;9.9;71.7;20.3;7.4;0.6;5.6;2.0;1.7;0.2;9.2;3.4;0.5;2.0;6.9;0.1;0.9;52.4;5.1;0.0;12.6;;;;;;;;;;;;;;;;;;10.3;15.6;67.8;6.3;44.9;4.1;10.0;9.7;1.4;5.8;2.2;0.6;2.3;0.2;18.7;;;;;;;;;;
305;Mannen;25 tot 35 jaar;Waarde;2022;3.1;60.6;2.5;10.3;6.7;69.3;26.4;4.0;0.3;;;;;;;;;;;;;;;;72.2;3.2;6.0;1.9;2.6;2.1;1.7;0.2;4.0;0.8;0.3;0.9;4.2;;;;;6.5;13.3;74.4;5.8;;;;;;;;;;;;30.2;5.5;7.5;2.8;5.6;4.9;2.8;2.8;22.3;15.6
306;Mannen;25 tot 35 jaar;Waarde;2023;3.0;54.9;2.5;11.0;7.4;77.1;17.0;5.6;0.3;;;;;;;;;;;;;;;;67.4;4.2;6.4;2.3;3.3;2.1;2.7;0.3;4.2;0.6;0.2;0.5;5.7;;;;;6.9;13.1;74.1;5.8;;;;;;;;;;;;31.1;3.2;7.6;2.3;9.3;7.1;4.5;2.8;15.0;17.2
307;Mannen;25 tot 35 jaar;Waarde;2024;3.3;55.9;2.6;11.9;9.1;78.3;15.4;5.4;0.8;;;;;;;;;;;;;;;;67.0;4.3;7.2;2.2;2.9;2.3;1.9;0.2;4.6;0.5;0.2;1.0;5.8;;;;;6.6;14.8;72.7;5.9;;;;;;;;;;;;28.8;4.7;8.6;3.9;7.6;4.7;4.9;1.7;14.2;20.9
308;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2014;1.7;41.1;2.0;8.1;6.1;74.1;14.4;5.0;0.2;4.4;2.4;3.6;0.3;3.4;2.2;0.0;1.5;9.6;0.3;0.3;50.0;3.1;0.0;6.9;;;;;;;;;;;;;;;;;;6.9;13.9;68.2;3.6;33.9;2.0;11.3;6.1;0.0;4.0;0.0;0.3;1.5;0.0;16.7;;;;;;;;;;
309;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2015;2.0;43.6;2.0;8.9;6.8;74.9;14.0;5.6;0.1;4.0;2.5;3.6;0.2;4.7;1.6;0.2;1.0;6.8;0.1;0.6;54.4;3.6;0.0;7.1;;;;;;;;;;;;;;;;;;6.8;14.3;68.7;3.6;36.3;2.5;11.8;7.8;0.4;2.5;1.0;0.2;0.9;0.5;13.3;;;;;;;;;;
310;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2016;1.9;44.7;2.1;8.2;6.1;75.9;14.1;4.7;0.1;5.1;2.5;2.6;0.0;4.5;1.9;0.1;0.8;8.1;0.1;0.6;53.9;3.3;0.0;7.2;;;;;;;;;;;;;;;;;;8.5;13.3;68.1;3.6;35.5;1.3;12.3;9.1;0.1;2.3;0.3;0.1;1.0;0.0;17.8;;;;;;;;;;
311;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2017;1.9;42.0;2.1;8.9;6.2;74.3;15.3;4.7;0.1;3.4;3.8;2.3;0.2;5.2;2.1;0.1;1.6;8.3;0.2;0.6;51.4;3.6;0.0;6.7;;;;;;;;;;;;;;;;;;9.3;13.8;67.2;2.9;38.3;2.0;12.1;8.6;0.1;3.9;0.1;0.1;1.4;0.3;12.1;;;;;;;;;;
312;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2018;2.3;47.7;2.3;9.7;6.7;74.1;15.6;5.5;0.1;4.6;3.0;2.7;0.2;4.9;1.9;0.2;1.1;7.9;0.4;0.7;54.6;2.9;0.0;6.6;;;;;;;;;;;;;;;;;;8.0;14.3;68.8;3.5;37.8;1.7;11.8;8.0;0.0;3.5;1.1;0.3;1.4;0.7;15.3;;;;;;;;;;
313;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2019;2.3;48.1;2.3;9.4;6.3;76.0;14.3;4.9;0.2;3.8;2.5;3.1;0.0;6.8;1.8;0.3;1.0;7.7;0.4;0.5;53.9;3.5;0.0;6.3;;;;;;;;;;;;;;;;;;8.4;14.9;66.7;4.1;37.2;1.4;9.9;7.2;0.3;5.0;0.5;0.4;1.1;0.8;16.9;;;;;;;;;;
314;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2020;2.5;42.4;2.3;11.5;7.8;67.2;21.2;5.8;0.3;4.5;2.7;2.9;0.1;6.3;2.6;0.1;1.7;6.6;0.1;0.7;49.1;4.5;0.0;9.0;;;;;;;;;;;;;;;;;;7.6;13.9;66.5;5.9;37.8;0.9;9.3;7.8;0.3;2.3;0.5;0.7;1.4;0.3;18.7;;;;;;;;;;
315;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2021;2.5;45.0;2.1;10.8;8.3;69.4;18.3;6.2;0.3;4.5;1.4;1.2;0.1;7.9;2.6;0.2;1.4;5.7;0.0;0.5;49.9;4.1;0.0;11.1;;;;;;;;;;;;;;;;;;8.8;13.8;65.4;5.2;40.0;2.5;7.2;7.0;0.6;3.9;1.1;0.2;1.2;0.0;15.1;;;;;;;;;;
316;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2022;2.8;59.1;2.3;9.5;5.7;67.5;24.7;3.3;0.1;;;;;;;;;;;;;;;;70.4;2.5;5.1;1.5;2.1;1.6;1.2;0.1;3.3;0.5;0.2;0.6;3.5;;;;;5.6;12.0;72.7;5.0;;;;;;;;;;;;26.3;3.8;5.4;1.6;3.9;3.2;1.6;1.6;19.0;12.7
317;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2023;2.7;53.5;2.4;10.0;6.5;75.4;15.5;4.8;0.1;;;;;;;;;;;;;;;;65.5;3.4;5.5;1.8;2.7;1.5;2.1;0.2;3.5;0.3;0.1;0.3;4.9;;;;;6.0;11.8;72.3;4.9;;;;;;;;;;;;27.1;1.9;5.5;1.2;6.9;5.0;2.9;1.7;12.1;13.9
318;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2024;3.0;54.5;2.4;10.8;7.8;76.7;14.1;4.6;0.6;;;;;;;;;;;;;;;;65.2;3.5;6.2;1.7;2.3;1.8;1.5;0.1;3.9;0.3;0.1;0.7;5.0;;;;;5.7;13.5;71.0;5.1;;;;;;;;;;;;25.1;3.2;6.4;2.5;5.7;3.2;3.4;0.9;11.6;17.6
319;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2014;2.3;44.8;2.4;10.9;9.9;79.1;18.9;7.9;1.3;7.3;4.4;6.0;1.5;5.8;4.3;0.8;3.2;13.3;1.3;1.3;55.9;5.4;0.5;10.1;;;;;;;;;;;;;;;;;;10.3;18.3;73.5;6.0;45.6;7.1;20.3;12.5;1.6;10.2;1.3;3.2;5.6;2.5;27.1;;;;;;;;;;
320;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2015;2.6;47.0;2.3;11.3;9.6;79.2;17.7;8.2;0.7;6.3;4.4;5.7;0.9;7.1;3.1;1.0;2.2;9.7;0.7;1.6;59.6;5.7;0.4;9.9;;;;;;;;;;;;;;;;;;9.7;18.1;73.4;5.8;46.7;7.9;19.5;14.1;2.8;7.0;4.2;2.9;3.8;4.1;21.4;;;;;;;;;;
321;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2016;2.5;48.1;2.4;10.4;8.9;80.1;17.8;7.1;0.7;7.7;4.4;4.4;0.6;6.9;3.5;0.6;1.9;11.0;0.6;1.6;58.9;5.4;0.6;10.0;;;;;;;;;;;;;;;;;;11.6;16.9;72.8;5.8;45.4;4.6;20.0;15.8;1.9;6.2;2.0;2.5;3.9;2.3;26.5;;;;;;;;;;
322;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2017;2.5;45.4;2.4;11.4;8.7;78.8;19.3;7.2;0.8;5.6;6.1;4.2;1.2;7.8;3.9;1.0;3.2;11.4;1.0;1.6;56.7;5.8;0.3;9.6;;;;;;;;;;;;;;;;;;12.7;17.6;72.1;5.0;48.5;5.7;20.0;15.2;1.9;8.8;1.5;2.1;5.0;2.0;19.8;;;;;;;;;;
323;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2018;2.8;50.7;2.6;11.9;9.0;77.8;18.9;7.7;0.7;6.6;4.5;4.3;0.8;6.9;3.3;0.7;2.2;10.2;1.2;1.6;58.9;4.5;;8.8;;;;;;;;;;;;;;;;;;10.5;17.4;72.7;5.3;46.2;5.0;17.8;13.2;1.2;7.3;3.5;2.0;4.1;3.0;22.0;;;;;;;;;;
324;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2019;2.8;51.2;2.6;11.7;8.6;79.8;17.6;7.1;0.7;5.8;4.1;4.8;0.3;9.2;3.2;1.0;2.2;10.3;1.0;1.3;58.4;5.3;;8.7;;;;;;;;;;;;;;;;;;11.1;18.2;70.9;6.2;45.8;4.3;16.0;12.5;2.0;9.7;2.4;2.4;3.9;3.3;24.0;;;;;;;;;;
325;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2020;3.2;45.4;2.7;14.6;10.6;71.6;25.2;8.3;1.0;6.8;4.5;4.7;0.7;8.8;4.2;0.8;3.1;9.1;0.7;1.8;53.9;6.5;;11.8;;;;;;;;;;;;;;;;;;10.3;17.2;70.8;8.4;47.1;3.6;15.8;13.4;2.6;6.0;3.0;3.0;4.7;2.4;26.7;;;;;;;;;;
326;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2021;3.2;48.4;2.4;13.7;11.5;73.9;22.4;8.8;1.1;6.9;2.9;2.5;0.6;10.7;4.4;1.0;2.9;8.3;0.3;1.4;55.0;6.4;;14.4;;;;;;;;;;;;;;;;;;11.9;17.5;70.1;7.7;49.9;6.7;13.7;13.3;3.3;8.6;4.3;2.0;4.4;1.7;23.0;;;;;;;;;;
327;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2022;3.3;62.0;2.6;11.2;7.7;71.0;28.1;4.9;0.6;;;;;;;;;;;;;;;;73.8;3.9;7.0;2.5;3.3;2.7;2.2;0.5;4.8;1.2;0.6;1.4;5.0;;;;;7.6;14.6;76.0;6.8;;;;;;;;;;;;34.3;7.9;10.3;4.9;8.0;7.3;4.8;4.8;26.1;19.1
328;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2023;3.3;56.4;2.7;12.0;8.4;78.8;18.6;6.6;0.6;;;;;;;;;;;;;;;;69.2;5.1;7.5;3.0;4.2;2.7;3.4;0.6;5.1;0.9;0.5;0.9;6.7;;;;;8.1;14.5;75.8;6.9;;;;;;;;;;;;35.4;5.3;10.5;4.2;12.4;10.0;7.0;4.5;18.4;21.0
329;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2024;3.6;57.3;2.7;13.0;10.5;79.9;16.9;6.3;1.3;;;;;;;;;;;;;;;;68.8;5.1;8.2;2.8;3.6;3.0;2.5;0.5;5.4;0.9;0.4;1.5;6.7;;;;;7.6;16.2;74.4;6.9;;;;;;;;;;;;32.7;7.0;11.4;6.1;10.1;6.9;7.1;3.2;17.2;24.6
330;Mannen;35 tot 45 jaar;Waarde;2014;2.9;44.2;2.0;13.5;12.0;69.3;20.5;9.2;1.0;7.3;5.3;4.6;0.8;5.7;2.2;0.3;2.0;7.6;0.5;0.8;52.3;4.3;0.1;8.3;;;;;;;;;;;;;;;;;;7.9;17.6;70.0;4.6;44.2;1.8;10.7;11.7;0.0;6.6;1.8;0.5;2.9;0.7;19.2;;;;;;;;;;
331;Mannen;35 tot 45 jaar;Waarde;2015;3.1;47.4;2.0;13.2;11.2;69.7;20.2;9.3;0.7;7.5;4.4;5.1;0.9;5.7;2.0;0.4;1.7;6.9;0.6;0.7;54.1;4.0;0.0;8.2;;;;;;;;;;;;;;;;;;8.4;15.7;70.2;5.6;40.7;2.9;16.0;10.6;0.0;5.6;1.1;0.7;2.5;0.3;19.6;;;;;;;;;;
332;Mannen;35 tot 45 jaar;Waarde;2016;2.7;46.7;2.0;11.9;10.6;72.3;19.4;7.6;0.7;6.8;3.6;4.0;0.7;5.4;2.2;0.3;2.3;8.1;0.7;1.1;55.1;3.7;0.0;8.1;;;;;;;;;;;;;;;;;;7.5;15.6;72.2;4.7;37.3;2.5;14.7;14.2;0.0;4.6;1.0;0.0;3.2;1.9;20.5;;;;;;;;;;
333;Mannen;35 tot 45 jaar;Waarde;2017;2.8;43.6;2.0;12.8;11.3;72.1;18.9;8.2;0.9;6.8;3.7;3.8;0.8;6.5;2.4;0.3;1.2;8.3;0.7;0.8;55.4;3.3;0.0;7.9;;;;;;;;;;;;;;;;;;10.2;15.7;69.5;4.6;39.8;3.2;14.3;11.2;0.2;5.4;1.8;0.6;3.1;0.4;19.9;;;;;;;;;;
334;Mannen;35 tot 45 jaar;Waarde;2018;3.1;49.2;2.4;12.8;10.5;69.2;21.5;8.7;0.6;7.1;3.5;3.9;0.7;6.6;1.8;0.4;1.6;7.5;0.6;1.2;56.1;3.2;0.0;7.7;;;;;;;;;;;;;;;;;;9.2;15.4;70.7;4.7;40.6;2.0;14.3;12.0;0.6;5.6;1.5;0.7;2.7;0.3;19.7;;;;;;;;;;
335;Mannen;35 tot 45 jaar;Waarde;2019;3.3;46.8;2.4;14.2;12.2;70.3;19.3;9.5;0.8;5.6;4.7;4.0;1.0;7.9;2.4;0.4;1.4;7.8;0.6;1.4;52.4;3.2;0.0;8.7;;;;;;;;;;;;;;;;;;10.0;16.4;68.8;4.8;41.7;4.6;14.2;10.2;0.3;6.1;1.4;0.4;2.5;0.3;18.4;;;;;;;;;;
336;Mannen;35 tot 45 jaar;Waarde;2020;3.6;44.3;2.4;16.7;13.4;64.1;25.0;9.8;1.1;6.8;4.5;3.4;0.6;7.5;2.2;0.4;2.5;6.2;0.5;1.4;51.1;4.6;0.0;10.5;;;;;;;;;;;;;;;;;;10.5;15.6;67.2;6.8;38.4;2.5;16.3;10.8;0.0;5.7;1.7;1.9;3.0;0.8;18.9;;;;;;;;;;
337;Mannen;35 tot 45 jaar;Waarde;2021;3.0;42.6;2.5;14.8;12.8;61.5;28.0;9.5;1.0;5.8;3.2;2.9;0.7;8.4;3.6;0.5;2.6;7.9;0.3;1.1;45.9;3.8;0.0;15.0;;;;;;;;;;;;;;;;;;10.1;14.9;68.7;6.4;38.7;1.9;13.6;10.4;1.0;6.0;2.1;0.3;1.6;0.4;24.1;;;;;;;;;;
338;Mannen;35 tot 45 jaar;Waarde;2022;4.1;58.0;2.4;14.5;11.6;62.4;29.0;7.9;0.7;;;;;;;;;;;;;;;;70.1;2.8;6.3;1.7;3.7;2.4;1.9;0.7;2.7;1.4;0.3;0.5;5.5;;;;;8.5;11.4;74.0;6.1;;;;;;;;;;;;29.9;4.0;8.3;1.8;9.3;3.4;5.7;3.4;17.4;16.9
339;Mannen;35 tot 45 jaar;Waarde;2023;3.7;51.6;2.4;14.7;12.3;70.3;21.0;7.8;1.0;;;;;;;;;;;;;;;;63.9;4.0;7.9;1.9;4.4;2.4;2.1;0.5;4.1;1.2;0.4;0.9;6.4;;;;;7.1;13.7;72.6;6.6;;;;;;;;;;;;33.1;4.4;9.2;5.6;7.7;4.4;8.3;2.5;8.1;16.7
340;Mannen;35 tot 45 jaar;Waarde;2024;3.9;51.5;2.5;15.8;13.8;71.7;18.2;8.7;1.3;;;;;;;;;;;;;;;;62.8;4.3;8.4;1.7;4.2;2.9;2.8;0.4;4.1;0.9;0.4;0.8;6.2;;;;;8.4;13.3;72.4;5.9;;;;;;;;;;;;29.2;5.0;8.3;3.3;11.5;5.0;5.3;6.3;10.0;16.0
341;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2014;2.6;42.5;1.9;11.9;9.7;66.9;18.5;7.8;0.6;6.1;4.3;3.6;0.5;4.7;1.6;0.1;1.4;6.4;0.3;0.5;49.8;3.4;0.0;7.0;;;;;;;;;;;;;;;;;;6.6;15.7;67.6;3.6;39.3;0.8;8.0;8.9;0.0;4.5;0.9;0.1;1.6;0.2;15.5;;;;;;;;;;
342;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2015;2.8;45.9;1.9;11.9;9.6;67.6;18.4;8.1;0.4;6.4;3.5;4.1;0.5;4.7;1.4;0.2;1.2;5.8;0.3;0.4;51.8;3.3;0.0;7.0;;;;;;;;;;;;;;;;;;7.2;14.1;68.1;4.7;36.3;1.7;12.9;8.0;0.0;3.8;0.5;0.2;1.3;0.1;16.1;;;;;;;;;;
343;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2016;2.4;45.2;1.9;10.6;8.9;70.1;17.6;6.5;0.4;5.7;2.8;3.2;0.4;4.5;1.7;0.1;1.7;6.9;0.4;0.7;52.7;2.9;0.0;6.9;;;;;;;;;;;;;;;;;;6.4;14.0;70.0;3.8;32.8;1.3;11.5;11.2;0.0;3.0;0.4;0.0;1.7;1.0;16.8;;;;;;;;;;
344;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2017;2.4;42.0;1.9;11.3;9.5;69.8;17.0;6.9;0.5;5.6;2.9;3.0;0.5;5.4;1.7;0.1;0.7;7.0;0.4;0.5;52.9;2.5;0.0;6.7;;;;;;;;;;;;;;;;;;8.8;14.0;67.2;3.7;35.2;1.9;11.1;8.5;0.0;3.6;0.9;0.1;1.8;0.1;16.3;;;;;;;;;;
345;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2018;2.8;47.9;2.2;11.7;9.2;67.3;19.9;7.6;0.4;6.2;2.9;3.2;0.4;5.7;1.3;0.2;1.2;6.5;0.4;0.8;54.1;2.6;0.0;6.7;;;;;;;;;;;;;;;;;;8.2;14.0;68.9;3.9;36.8;1.1;11.7;9.6;0.2;4.1;0.8;0.3;1.7;0.1;16.8;;;;;;;;;;
346;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2019;2.9;45.3;2.2;12.8;10.5;68.3;17.7;8.3;0.5;4.6;3.9;3.3;0.7;6.8;1.9;0.2;1.0;6.7;0.4;0.9;50.2;2.6;0.0;7.6;;;;;;;;;;;;;;;;;;8.7;14.8;66.8;4.0;37.7;3.1;11.4;7.9;0.0;4.4;0.7;0.1;1.4;0.1;15.3;;;;;;;;;;
347;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2020;3.2;42.8;2.2;15.0;11.6;61.9;23.1;8.5;0.7;5.8;3.7;2.6;0.3;6.5;1.7;0.2;1.9;5.2;0.3;1.0;48.8;3.8;0.0;9.2;;;;;;;;;;;;;;;;;;9.2;14.0;65.0;5.7;34.3;1.4;13.2;8.3;0.0;3.9;0.9;0.9;1.8;0.3;15.7;;;;;;;;;;
348;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2021;2.7;41.0;2.3;13.3;11.0;59.1;25.9;8.1;0.6;4.8;2.4;2.2;0.4;7.2;2.8;0.3;1.9;6.7;0.1;0.7;43.5;3.0;0.0;13.3;;;;;;;;;;;;;;;;;;8.7;13.2;66.3;5.2;34.1;1.0;10.4;7.7;0.3;4.1;1.1;0.1;0.7;0.1;20.2;;;;;;;;;;
