ID;Geslacht;Leeftijd;HoogstBehaaldOnderwijsniveau;Onderwijsrichting;CaribischNederland;Perioden;Bevolking_1
3344;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Caribisch Nederland;2016;1030
3345;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Caribisch Nederland;2018;1050
3346;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Caribisch Nederland;2020;860
3347;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Caribisch Nederland;2022;1100
3348;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Bonaire;2016;700
3349;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Bonaire;2018;780
3350;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Bonaire;2020;650
3351;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Bonaire;2022;900
3352;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Sint Eustatius;2016;230
3353;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Sint Eustatius;2018;160
3354;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Sint Eustatius;2020;130
3355;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Sint Eustatius;2022;150
3356;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Saba;2016;90
3357;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Saba;2018;100
3358;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Saba;2020;80
3359;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;00 Algemeen;Saba;2022;50
3360;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Caribisch Nederland;2016;10
3361;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Caribisch Nederland;2018;0
3362;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Caribisch Nederland;2020;0
3363;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Caribisch Nederland;2022;0
3364;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Bonaire;2016;0
3365;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Bonaire;2018;0
3366;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Bonaire;2020;0
3367;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Bonaire;2022;0
3368;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Sint Eustatius;2016;0
3369;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Sint Eustatius;2018;0
3370;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Sint Eustatius;2020;0
3371;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Sint Eustatius;2022;0
3372;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Saba;2016;10
3373;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Saba;2018;0
3374;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Saba;2020;0
3375;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;01 Onderwijs;Saba;2022;0
3376;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2016;0
3377;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2018;0
3378;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2020;0
3379;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2022;20
3380;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2016;0
3381;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2018;0
3382;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2020;0
3383;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2022;0
3384;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2016;0
3385;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2018;0
3386;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2020;0
3387;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2022;20
3388;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2016;0
3389;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2018;0
3390;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2020;0
3391;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2022;0
3392;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2016;0
3393;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2018;0
3394;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2020;10
3395;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2022;10
3396;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2016;0
3397;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2018;0
3398;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2020;0
3399;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2022;0
3400;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2016;0
3401;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2018;0
3402;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2020;10
3403;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2022;10
3404;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2016;0
3405;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2018;0
3406;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2020;0
3407;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2022;0
3408;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2016;120
3409;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2018;50
3410;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2020;100
3411;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2022;60
3412;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2016;90
3413;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2018;20
3414;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2020;80
3415;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2022;50
3416;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2016;30
3417;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2018;20
3418;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2020;20
3419;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2022;10
3420;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2016;0
3421;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2018;10
3422;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2020;0
3423;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2022;10
3424;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2016;30
3425;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2018;0
3426;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2020;0
3427;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2022;0
3428;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2016;30
3429;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2018;0
3430;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2020;0
3431;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2022;0
3432;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2016;0
3433;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2018;0
3434;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2020;0
3435;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2022;0
3436;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2016;0
3437;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2018;0
3438;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2020;0
3439;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2022;0
3440;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Caribisch Nederland;2016;0
3441;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Caribisch Nederland;2018;10
3442;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Caribisch Nederland;2020;20
3443;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Caribisch Nederland;2022;0
3444;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Bonaire;2016;0
3445;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Bonaire;2018;0
3446;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Bonaire;2020;20
3447;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Bonaire;2022;0
3448;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Sint Eustatius;2016;0
3449;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Sint Eustatius;2018;10
3450;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Sint Eustatius;2020;10
3451;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Sint Eustatius;2022;0
3452;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Saba;2016;0
3453;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Saba;2018;0
3454;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Saba;2020;0
3455;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;06 Informatica;Saba;2022;0
3456;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2016;180
3457;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2018;160
3458;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2020;220
3459;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2022;230
3460;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2016;160
3461;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2018;130
3462;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2020;150
3463;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2022;180
3464;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2016;20
3465;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2018;20
3466;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2020;60
3467;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2022;30
3468;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2016;10
3469;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2018;10
3470;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2020;10
3471;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2022;20
3472;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2016;0
3473;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2018;0
3474;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2020;0
3475;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2022;0
3476;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2016;0
3477;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2018;0
3478;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2020;0
3479;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2022;0
3480;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2016;0
3481;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2018;0
3482;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2020;0
3483;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2022;0
3484;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2016;0
3485;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2018;0
3486;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2020;0
3487;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2022;0
3488;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2016;70
3489;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2018;70
3490;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2020;40
3491;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2022;70
3492;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2016;60
3493;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2018;60
3494;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2020;30
3495;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2022;50
3496;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2016;10
3497;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2018;10
3498;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2020;0
3499;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2022;20
3500;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2016;0
3501;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2018;0
3502;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2020;0
3503;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2022;10
3504;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2016;90
3505;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2018;140
3506;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2020;70
3507;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2022;90
3508;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Bonaire;2016;80
3509;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Bonaire;2018;120
3510;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Bonaire;2020;50
3511;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Bonaire;2022;70
3512;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Sint Eustatius;2016;10
3513;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Sint Eustatius;2018;10
3514;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Sint Eustatius;2020;20
3515;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Sint Eustatius;2022;10
3516;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Saba;2016;0
3517;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Saba;2018;0
3518;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Saba;2020;0
3519;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;10 Dienstverlening;Saba;2022;10
3520;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2016;120
3521;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2018;110
3522;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2020;200
3523;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2022;160
3524;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2016;100
3525;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2018;90
3526;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2020;200
3527;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2022;110
