ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
2919;Total male and female;Total persons;R Culture, sports and recreation;2020;194
2920;Total male and female;Total persons;R Culture, sports and recreation;2021 1st quarter;202
2921;Total male and female;Total persons;R Culture, sports and recreation;2021 2nd quarter;203
2922;Total male and female;Total persons;R Culture, sports and recreation;2021 3rd quarter;209
2923;Total male and female;Total persons;R Culture, sports and recreation;2021 4th quarter;219
2924;Total male and female;Total persons;R Culture, sports and recreation;2021;208
2925;Total male and female;Total persons;R Culture, sports and recreation;2022 1st quarter;223
2926;Total male and female;Total persons;R Culture, sports and recreation;2022 2nd quarter;240
2927;Total male and female;Total persons;R Culture, sports and recreation;2022 3rd quarter;230
2928;Total male and female;Total persons;R Culture, sports and recreation;2022 4th quarter;239
2929;Total male and female;Total persons;R Culture, sports and recreation;2022;233
2930;Total male and female;Total persons;R Culture, sports and recreation;2023 1st quarter;243
2931;Total male and female;Total persons;R Culture, sports and recreation;2023 2nd quarter;232
2932;Total male and female;Total persons;R Culture, sports and recreation;2023 3rd quarter;244
2933;Total male and female;Total persons;R Culture, sports and recreation;2023 4th quarter;228
2934;Total male and female;Total persons;R Culture, sports and recreation;2023;237
2935;Total male and female;Total persons;R Culture, sports and recreation;2024 1st quarter;225
2936;Total male and female;Total persons;R Culture, sports and recreation;2024 2nd quarter;237
2937;Total male and female;Total persons;R Culture, sports and recreation;2024 3rd quarter;243
2938;Total male and female;Total persons;R Culture, sports and recreation;2024 4th quarter;237
2939;Total male and female;Total persons;R Culture, sports and recreation;2024;235
2940;Total male and female;Total persons;S Other service activities;2013 1st quarter;188
2941;Total male and female;Total persons;S Other service activities;2013 2nd quarter;191
2942;Total male and female;Total persons;S Other service activities;2013 3rd quarter;190
2943;Total male and female;Total persons;S Other service activities;2013 4th quarter;197
2944;Total male and female;Total persons;S Other service activities;2013;191
2945;Total male and female;Total persons;S Other service activities;2014 1st quarter;191
2946;Total male and female;Total persons;S Other service activities;2014 2nd quarter;189
2947;Total male and female;Total persons;S Other service activities;2014 3rd quarter;192
2948;Total male and female;Total persons;S Other service activities;2014 4th quarter;188
2949;Total male and female;Total persons;S Other service activities;2014;190
2950;Total male and female;Total persons;S Other service activities;2015 1st quarter;197
2951;Total male and female;Total persons;S Other service activities;2015 2nd quarter;191
2952;Total male and female;Total persons;S Other service activities;2015 3rd quarter;192
2953;Total male and female;Total persons;S Other service activities;2015 4th quarter;187
2954;Total male and female;Total persons;S Other service activities;2015;192
2955;Total male and female;Total persons;S Other service activities;2016 1st quarter;183
2956;Total male and female;Total persons;S Other service activities;2016 2nd quarter;186
2957;Total male and female;Total persons;S Other service activities;2016 3rd quarter;188
2958;Total male and female;Total persons;S Other service activities;2016 4th quarter;186
2959;Total male and female;Total persons;S Other service activities;2016;186
2960;Total male and female;Total persons;S Other service activities;2017 1st quarter;185
2961;Total male and female;Total persons;S Other service activities;2017 2nd quarter;183
2962;Total male and female;Total persons;S Other service activities;2017 3rd quarter;177
2963;Total male and female;Total persons;S Other service activities;2017 4th quarter;180
2964;Total male and female;Total persons;S Other service activities;2017;181
2965;Total male and female;Total persons;S Other service activities;2018 1st quarter;174
2966;Total male and female;Total persons;S Other service activities;2018 2nd quarter;185
2967;Total male and female;Total persons;S Other service activities;2018 3rd quarter;181
2968;Total male and female;Total persons;S Other service activities;2018 4th quarter;177
2969;Total male and female;Total persons;S Other service activities;2018;179
2970;Total male and female;Total persons;S Other service activities;2019 1st quarter;170
2971;Total male and female;Total persons;S Other service activities;2019 2nd quarter;175
2972;Total male and female;Total persons;S Other service activities;2019 3rd quarter;163
2973;Total male and female;Total persons;S Other service activities;2019 4th quarter;177
2974;Total male and female;Total persons;S Other service activities;2019;172
2975;Total male and female;Total persons;S Other service activities;2020 1st quarter;190
2976;Total male and female;Total persons;S Other service activities;2020 2nd quarter;188
2977;Total male and female;Total persons;S Other service activities;2020 3rd quarter;198
2978;Total male and female;Total persons;S Other service activities;2020 4th quarter;192
2979;Total male and female;Total persons;S Other service activities;2020;192
2980;Total male and female;Total persons;S Other service activities;2021 1st quarter;210
2981;Total male and female;Total persons;S Other service activities;2021 2nd quarter;196
2982;Total male and female;Total persons;S Other service activities;2021 3rd quarter;188
2983;Total male and female;Total persons;S Other service activities;2021 4th quarter;199
2984;Total male and female;Total persons;S Other service activities;2021;198
2985;Total male and female;Total persons;S Other service activities;2022 1st quarter;184
2986;Total male and female;Total persons;S Other service activities;2022 2nd quarter;181
2987;Total male and female;Total persons;S Other service activities;2022 3rd quarter;190
2988;Total male and female;Total persons;S Other service activities;2022 4th quarter;191
2989;Total male and female;Total persons;S Other service activities;2022;186
2990;Total male and female;Total persons;S Other service activities;2023 1st quarter;195
2991;Total male and female;Total persons;S Other service activities;2023 2nd quarter;186
2992;Total male and female;Total persons;S Other service activities;2023 3rd quarter;196
2993;Total male and female;Total persons;S Other service activities;2023 4th quarter;195
2994;Total male and female;Total persons;S Other service activities;2023;193
2995;Total male and female;Total persons;S Other service activities;2024 1st quarter;190
2996;Total male and female;Total persons;S Other service activities;2024 2nd quarter;196
2997;Total male and female;Total persons;S Other service activities;2024 3rd quarter;190
2998;Total male and female;Total persons;S Other service activities;2024 4th quarter;189
2999;Total male and female;Total persons;S Other service activities;2024;191
3000;Total male and female;Total persons;T Activities of households;2013 1st quarter;10
