ID;MunicipalLevies;Regions;Periods;MunicipalTaxesIn1000Euros_1;MunicipalTaxesEuroInhabitant_2
2810;Total municipal tax;Staphorst;2019;6834.0;402.0
2811;Total municipal tax;Staphorst;2020;7376.0;430.0
2812;Total municipal tax;Staphorst;2021;8085.0;468.0
2813;Total municipal tax;Staphorst;2022;8777.0;508.0
2814;Total municipal tax;Staphorst;2023;8937.0;507.0
2815;Total municipal tax;Staphorst;2024;9317.0;525.0
2816;Total municipal tax;Staphorst;2025;9782.0;545.0
2817;Total municipal tax;Stede Broec;2017;7779.0;361.0
2818;Total municipal tax;Stede Broec;2018;8046.0;371.0
2819;Total municipal tax;Stede Broec;2019;8413.0;388.0
2820;Total municipal tax;Stede Broec;2020;9457.0;435.0
2821;Total municipal tax;Stede Broec;2021;9764.0;449.0
2822;Total municipal tax;Stede Broec;2022;10178.0;464.0
2823;Total municipal tax;Stede Broec;2023;11357.0;513.0
2824;Total municipal tax;Stede Broec;2024;12167.0;548.0
2825;Total municipal tax;Stede Broec;2025;12453.0;560.0
2826;Total municipal tax;Steenbergen;2017;10178.0;425.0
2827;Total municipal tax;Steenbergen;2018;10459.0;421.0
2828;Total municipal tax;Steenbergen;2019;11060.0;441.0
2829;Total municipal tax;Steenbergen;2020;11781.0;481.0
2830;Total municipal tax;Steenbergen;2021;12113.0;498.0
2831;Total municipal tax;Steenbergen;2022;12312.0;506.0
2832;Total municipal tax;Steenbergen;2023;12417.0;505.0
2833;Total municipal tax;Steenbergen;2024;12859.0;525.0
2834;Total municipal tax;Steenbergen;2025;13907.0;565.0
2835;Total municipal tax;Steenwijkerland;2017;19524.0;449.0
2836;Total municipal tax;Steenwijkerland;2018;19087.0;436.0
2837;Total municipal tax;Steenwijkerland;2019;19444.0;443.0
2838;Total municipal tax;Steenwijkerland;2020;20092.0;455.0
2839;Total municipal tax;Steenwijkerland;2021;22078.0;498.0
2840;Total municipal tax;Steenwijkerland;2022;22133.0;495.0
2841;Total municipal tax;Steenwijkerland;2023;22432.0;494.0
2842;Total municipal tax;Steenwijkerland;2024;22860.0;503.0
2843;Total municipal tax;Steenwijkerland;2025;25550.0;559.0
2844;Total municipal tax;Stein (L.);2017;11456.0;457.0
2845;Total municipal tax;Stein (L.);2018;11538.0;462.0
2846;Total municipal tax;Stein (L.);2019;12495.0;501.0
2847;Total municipal tax;Stein (L.);2020;13259.0;530.0
2848;Total municipal tax;Stein (L.);2021;13056.0;525.0
2849;Total municipal tax;Stein (L.);2022;12991.0;524.0
2850;Total municipal tax;Stein (L.);2023;13622.0;550.0
2851;Total municipal tax;Stein (L.);2024;14361.0;580.0
2852;Total municipal tax;Stein (L.);2025;14992.0;608.0
2853;Total municipal tax;Stichtse Vecht;2017;29204.0;453.0
2854;Total municipal tax;Stichtse Vecht;2018;29489.0;457.0
2855;Total municipal tax;Stichtse Vecht;2019;29545.0;459.0
2856;Total municipal tax;Stichtse Vecht;2020;30752.0;474.0
2857;Total municipal tax;Stichtse Vecht;2021;32650.0;502.0
2858;Total municipal tax;Stichtse Vecht;2022;32715.0;501.0
2859;Total municipal tax;Stichtse Vecht;2023;33584.0;511.0
2860;Total municipal tax;Stichtse Vecht;2024;40664.0;617.0
2861;Total municipal tax;Stichtse Vecht;2025;42840.0;648.0
2862;Total municipal tax;Strijen;2017;3571.0;407.0
2863;Total municipal tax;Strijen;2018;3606.0;410.0
2864;Total municipal tax;Strijen;2019;;
2865;Total municipal tax;Strijen;2020;;
2866;Total municipal tax;Strijen;2021;;
2867;Total municipal tax;Strijen;2022;;
2868;Total municipal tax;Strijen;2023;;
2869;Total municipal tax;Strijen;2024;;
2870;Total municipal tax;Strijen;2025;;
2871;Total municipal tax;Súdwest-Fryslân;2017;46713.0;555.0
2872;Total municipal tax;Súdwest-Fryslân;2018;49478.0;552.0
2873;Total municipal tax;Súdwest-Fryslân;2019;49771.0;555.0
2874;Total municipal tax;Súdwest-Fryslân;2020;55766.0;620.0
2875;Total municipal tax;Súdwest-Fryslân;2021;57699.0;641.0
2876;Total municipal tax;Súdwest-Fryslân;2022;53465.0;592.0
2877;Total municipal tax;Súdwest-Fryslân;2023;55699.0;613.0
2878;Total municipal tax;Súdwest-Fryslân;2024;59019.0;653.0
2879;Total municipal tax;Súdwest-Fryslân;2025;63953.0;706.0
2880;Total municipal tax;Terneuzen;2017;37095.0;679.0
2881;Total municipal tax;Terneuzen;2018;36680.0;674.0
2882;Total municipal tax;Terneuzen;2019;35151.0;644.0
2883;Total municipal tax;Terneuzen;2020;36537.0;671.0
2884;Total municipal tax;Terneuzen;2021;36635.0;673.0
2885;Total municipal tax;Terneuzen;2022;37749.0;693.0
2886;Total municipal tax;Terneuzen;2023;38861.0;707.0
2887;Total municipal tax;Terneuzen;2024;43593.0;791.0
2888;Total municipal tax;Terneuzen;2025;46170.0;830.0
2889;Total municipal tax;Terschelling;2017;7315.0;1506.0
2890;Total municipal tax;Terschelling;2018;7390.0;1506.0
2891;Total municipal tax;Terschelling;2019;7533.0;1541.0
2892;Total municipal tax;Terschelling;2020;8572.0;1753.0
2893;Total municipal tax;Terschelling;2021;8833.0;1814.0
2894;Total municipal tax;Terschelling;2022;8906.0;1794.0
2895;Total municipal tax;Terschelling;2023;9646.0;1957.0
2896;Total municipal tax;Terschelling;2024;11254.0;2297.0
2897;Total municipal tax;Terschelling;2025;10839.0;2200.0
2898;Total municipal tax;Texel;2017;17041.0;1258.0
2899;Total municipal tax;Texel;2018;17357.0;1278.0
2900;Total municipal tax;Texel;2019;19878.0;1467.0
2901;Total municipal tax;Texel;2020;22398.0;1650.0
2902;Total municipal tax;Texel;2021;22706.0;1663.0
2903;Total municipal tax;Texel;2022;23233.0;1697.0
2904;Total municipal tax;Texel;2023;23439.0;1678.0
2905;Total municipal tax;Texel;2024;24584.0;1780.0
2906;Total municipal tax;Texel;2025;27215.0;1965.0
2907;Total municipal tax;Teylingen;2017;16536.0;458.0
2908;Total municipal tax;Teylingen;2018;16881.0;461.0
2909;Total municipal tax;Teylingen;2019;16375.0;442.0
2910;Total municipal tax;Teylingen;2020;17192.0;459.0
2911;Total municipal tax;Teylingen;2021;18115.0;479.0
2912;Total municipal tax;Teylingen;2022;17102.0;451.0
2913;Total municipal tax;Teylingen;2023;19179.0;498.0
2914;Total municipal tax;Teylingen;2024;21001.0;546.0
2915;Total municipal tax;Teylingen;2025;22836.0;595.0
2916;Total municipal tax;Tholen;2017;11621.0;455.0
2917;Total municipal tax;Tholen;2018;11516.0;450.0
2918;Total municipal tax;Tholen;2019;11261.0;437.0
2919;Total municipal tax;Tholen;2020;11735.0;456.0
2920;Total municipal tax;Tholen;2021;12151.0;466.0
2921;Total municipal tax;Tholen;2022;12451.0;472.0
2922;Total municipal tax;Tholen;2023;12656.0;472.0
2923;Total municipal tax;Tholen;2024;13738.0;511.0
2924;Total municipal tax;Tholen;2025;14353.0;533.0
2925;Total municipal tax;Tiel;2017;16891.0;407.0
2926;Total municipal tax;Tiel;2018;19237.0;464.0
2927;Total municipal tax;Tiel;2019;19663.0;468.0
2928;Total municipal tax;Tiel;2020;22638.0;537.0
2929;Total municipal tax;Tiel;2021;24572.0;586.0
2930;Total municipal tax;Tiel;2022;21360.0;505.0
2931;Total municipal tax;Tiel;2023;21779.0;511.0
2932;Total municipal tax;Tiel;2024;22931.0;541.0
2933;Total municipal tax;Tiel;2025;23584.0;554.0
2934;Total municipal tax;Tilburg;2017;102861.0;481.0
2935;Total municipal tax;Tilburg;2018;103916.0;482.0
2936;Total municipal tax;Tilburg;2019;106778.0;491.0
2937;Total municipal tax;Tilburg;2020;111339.0;507.0
2938;Total municipal tax;Tilburg;2021;116185.0;523.0
2939;Total municipal tax;Tilburg;2022;125339.0;558.0
2940;Total municipal tax;Tilburg;2023;129616.0;569.0
2941;Total municipal tax;Tilburg;2024;143544.0;625.0
2942;Total municipal tax;Tilburg;2025;154172.0;668.0
2943;Total municipal tax;Tubbergen;2017;8196.0;387.0
2944;Total municipal tax;Tubbergen;2018;7806.0;368.0
2945;Total municipal tax;Tubbergen;2019;7991.0;376.0
2946;Total municipal tax;Tubbergen;2020;8227.0;387.0
2947;Total municipal tax;Tubbergen;2021;8474.0;398.0
2948;Total municipal tax;Tubbergen;2022;8718.0;408.0
2949;Total municipal tax;Tubbergen;2023;9466.0;442.0
2950;Total municipal tax;Tubbergen;2024;10514.0;491.0
2951;Total municipal tax;Tubbergen;2025;11312.0;526.0
2952;Total municipal tax;Twenterand;2017;12242.0;362.0
2953;Total municipal tax;Twenterand;2018;12585.0;371.0
2954;Total municipal tax;Twenterand;2019;14016.0;415.0
2955;Total municipal tax;Twenterand;2020;14375.0;426.0
2956;Total municipal tax;Twenterand;2021;15312.0;454.0
2957;Total municipal tax;Twenterand;2022;16498.0;489.0
2958;Total municipal tax;Twenterand;2023;16923.0;500.0
2959;Total municipal tax;Twenterand;2024;17189.0;504.0
2960;Total municipal tax;Twenterand;2025;18062.0;530.0
2961;Total municipal tax;Tynaarlo;2017;13231.0;398.0
2962;Total municipal tax;Tynaarlo;2018;13280.0;397.0
2963;Total municipal tax;Tynaarlo;2019;13641.0;405.0
2964;Total municipal tax;Tynaarlo;2020;13605.0;402.0
2965;Total municipal tax;Tynaarlo;2021;13903.0;409.0
2966;Total municipal tax;Tynaarlo;2022;14102.0;412.0
2967;Total municipal tax;Tynaarlo;2023;14752.0;426.0
2968;Total municipal tax;Tynaarlo;2024;15834.0;456.0
2969;Total municipal tax;Tynaarlo;2025;17098.0;489.0
2970;Total municipal tax;Tytsjerksteradiel;2017;17411.0;544.0
2971;Total municipal tax;Tytsjerksteradiel;2018;17297.0;543.0
2972;Total municipal tax;Tytsjerksteradiel;2019;16672.0;525.0
2973;Total municipal tax;Tytsjerksteradiel;2020;17012.0;531.0
2974;Total municipal tax;Tytsjerksteradiel;2021;17704.0;552.0
2975;Total municipal tax;Tytsjerksteradiel;2022;15427.0;478.0
2976;Total municipal tax;Tytsjerksteradiel;2023;15552.0;480.0
2977;Total municipal tax;Tytsjerksteradiel;2024;16040.0;492.0
2978;Total municipal tax;Tytsjerksteradiel;2025;17055.0;520.0
2979;Total municipal tax;Uden;2017;23493.0;568.0
2980;Total municipal tax;Uden;2018;22944.0;550.0
2981;Total municipal tax;Uden;2019;22681.0;543.0
2982;Total municipal tax;Uden;2020;23666.0;562.0
2983;Total municipal tax;Uden;2021;23802.0;563.0
2984;Total municipal tax;Uden;2022;;
2985;Total municipal tax;Uden;2023;;
2986;Total municipal tax;Uden;2024;;
2987;Total municipal tax;Uden;2025;;
2988;Total municipal tax;Uitgeest;2017;5110.0;379.0
2989;Total municipal tax;Uitgeest;2018;5277.0;390.0
2990;Total municipal tax;Uitgeest;2019;5640.0;417.0
2991;Total municipal tax;Uitgeest;2020;6411.0;470.0
2992;Total municipal tax;Uitgeest;2021;6618.0;485.0
2993;Total municipal tax;Uitgeest;2022;6584.0;485.0
2994;Total municipal tax;Uitgeest;2023;7042.0;523.0
2995;Total municipal tax;Uitgeest;2024;7236.0;540.0
2996;Total municipal tax;Uitgeest;2025;7987.0;594.0
2997;Total municipal tax;Uithoorn;2017;15351.0;526.0
2998;Total municipal tax;Uithoorn;2018;17851.0;607.0
2999;Total municipal tax;Uithoorn;2019;18076.0;614.0
3000;Total municipal tax;Uithoorn;2020;18135.0;615.0
3001;Total municipal tax;Uithoorn;2021;18554.0;614.0
3002;Total municipal tax;Uithoorn;2022;17846.0;575.0
3003;Total municipal tax;Uithoorn;2023;18570.0;591.0
3004;Total municipal tax;Uithoorn;2024;20031.0;632.0
3005;Total municipal tax;Uithoorn;2025;22145.0;689.0
3006;Total municipal tax;Urk;2017;8718.0;431.0
3007;Total municipal tax;Urk;2018;8975.0;437.0
3008;Total municipal tax;Urk;2019;9707.0;467.0
3009;Total municipal tax;Urk;2020;10323.0;491.0
3010;Total municipal tax;Urk;2021;10606.0;500.0
3011;Total municipal tax;Urk;2022;10784.0;502.0
3012;Total municipal tax;Urk;2023;11171.0;511.0
3013;Total municipal tax;Urk;2024;12006.0;547.0
3014;Total municipal tax;Urk;2025;13081.0;590.0
3015;Total municipal tax;Utrecht (municipality);2017;224212.0;654.0
3016;Total municipal tax;Utrecht (municipality);2018;231521.0;666.0
3017;Total municipal tax;Utrecht (municipality);2019;249436.0;707.0
3018;Total municipal tax;Utrecht (municipality);2020;261871.0;732.0
3019;Total municipal tax;Utrecht (municipality);2021;288177.0;802.0
3020;Total municipal tax;Utrecht (municipality);2022;312010.0;863.0
3021;Total municipal tax;Utrecht (municipality);2023;353941.0;962.0
3022;Total municipal tax;Utrecht (municipality);2024;392699.0;1049.0
3023;Total municipal tax;Utrecht (municipality);2025;453555.0;1204.0
3024;Total municipal tax;Utrechtse Heuvelrug;2017;24462.0;499.0
3025;Total municipal tax;Utrechtse Heuvelrug;2018;25814.0;523.0
3026;Total municipal tax;Utrechtse Heuvelrug;2019;26877.0;543.0
3027;Total municipal tax;Utrechtse Heuvelrug;2020;30359.0;612.0
3028;Total municipal tax;Utrechtse Heuvelrug;2021;31612.0;633.0
3029;Total municipal tax;Utrechtse Heuvelrug;2022;31296.0;626.0
3030;Total municipal tax;Utrechtse Heuvelrug;2023;32707.0;649.0
3031;Total municipal tax;Utrechtse Heuvelrug;2024;37561.0;743.0
3032;Total municipal tax;Utrechtse Heuvelrug;2025;39169.0;769.0
3033;Total municipal tax;Vaals;2017;5983.0;617.0
3034;Total municipal tax;Vaals;2018;6108.0;619.0
3035;Total municipal tax;Vaals;2019;6379.0;632.0
3036;Total municipal tax;Vaals;2020;7274.0;720.0
3037;Total municipal tax;Vaals;2021;7545.0;748.0
3038;Total municipal tax;Vaals;2022;7992.0;789.0
3039;Total municipal tax;Vaals;2023;8345.0;818.0
3040;Total municipal tax;Vaals;2024;9201.0;909.0
3041;Total municipal tax;Vaals;2025;9400.0;935.0
3042;Total municipal tax;Valkenburg aan de Geul;2017;14212.0;864.0
3043;Total municipal tax;Valkenburg aan de Geul;2018;14887.0;906.0
3044;Total municipal tax;Valkenburg aan de Geul;2019;15258.0;926.0
3045;Total municipal tax;Valkenburg aan de Geul;2020;15715.0;961.0
3046;Total municipal tax;Valkenburg aan de Geul;2021;16044.0;980.0
3047;Total municipal tax;Valkenburg aan de Geul;2022;16324.0;1009.0
3048;Total municipal tax;Valkenburg aan de Geul;2023;16612.0;1011.0
3049;Total municipal tax;Valkenburg aan de Geul;2024;17906.0;1090.0
3050;Total municipal tax;Valkenburg aan de Geul;2025;19480.0;1184.0
3051;Total municipal tax;Valkenswaard;2017;15850.0;519.0
3052;Total municipal tax;Valkenswaard;2018;15886.0;518.0
3053;Total municipal tax;Valkenswaard;2019;16079.0;520.0
3054;Total municipal tax;Valkenswaard;2020;16920.0;542.0
3055;Total municipal tax;Valkenswaard;2021;17367.0;556.0
3056;Total municipal tax;Valkenswaard;2022;18045.0;578.0
3057;Total municipal tax;Valkenswaard;2023;18118.0;574.0
3058;Total municipal tax;Valkenswaard;2024;18617.0;587.0
3059;Total municipal tax;Valkenswaard;2025;20033.0;627.0
3060;Total municipal tax;Veendam;2017;12227.0;444.0
3061;Total municipal tax;Veendam;2018;11849.0;431.0
3062;Total municipal tax;Veendam;2019;12342.0;449.0
3063;Total municipal tax;Veendam;2020;12877.0;470.0
3064;Total municipal tax;Veendam;2021;13648.0;498.0
3065;Total municipal tax;Veendam;2022;15069.0;549.0
3066;Total municipal tax;Veendam;2023;15711.0;569.0
3067;Total municipal tax;Veendam;2024;16773.0;610.0
3068;Total municipal tax;Veendam;2025;17438.0;630.0
3069;Total municipal tax;Veenendaal;2017;28906.0;450.0
3070;Total municipal tax;Veenendaal;2018;28944.0;446.0
3071;Total municipal tax;Veenendaal;2019;29943.0;456.0
3072;Total municipal tax;Veenendaal;2020;32760.0;493.0
3073;Total municipal tax;Veenendaal;2021;34575.0;517.0
3074;Total municipal tax;Veenendaal;2022;33549.0;496.0
3075;Total municipal tax;Veenendaal;2023;35435.0;517.0
3076;Total municipal tax;Veenendaal;2024;36894.0;531.0
3077;Total municipal tax;Veenendaal;2025;41469.0;590.0
3078;Total municipal tax;Veere;2017;22151.0;1011.0
3079;Total municipal tax;Veere;2018;22306.0;1020.0
3080;Total municipal tax;Veere;2019;23589.0;1080.0
3081;Total municipal tax;Veere;2020;25584.0;1169.0
3082;Total municipal tax;Veere;2021;30546.0;1392.0
3083;Total municipal tax;Veere;2022;31754.0;1453.0
3084;Total municipal tax;Veere;2023;32996.0;1496.0
3085;Total municipal tax;Veere;2024;35383.0;1603.0
3086;Total municipal tax;Veere;2025;36962.0;1682.0
3087;Total municipal tax;Veldhoven;2017;19351.0;433.0
3088;Total municipal tax;Veldhoven;2018;19013.0;423.0
3089;Total municipal tax;Veldhoven;2019;19980.0;441.0
3090;Total municipal tax;Veldhoven;2020;22208.0;489.0
3091;Total municipal tax;Veldhoven;2021;23876.0;525.0
3092;Total municipal tax;Veldhoven;2022;25570.0;558.0
3093;Total municipal tax;Veldhoven;2023;28010.0;603.0
3094;Total municipal tax;Veldhoven;2024;29369.0;627.0
3095;Total municipal tax;Veldhoven;2025;31843.0;670.0
3096;Total municipal tax;Velsen;2017;36367.0;538.0
3097;Total municipal tax;Velsen;2018;36387.0;537.0
3098;Total municipal tax;Velsen;2019;37540.0;549.0
3099;Total municipal tax;Velsen;2020;38866.0;566.0
3100;Total municipal tax;Velsen;2021;40769.0;594.0
3101;Total municipal tax;Velsen;2022;40443.0;591.0
3102;Total municipal tax;Velsen;2023;42296.0;615.0
3103;Total municipal tax;Velsen;2024;44293.0;640.0
3104;Total municipal tax;Velsen;2025;47457.0;678.0
3105;Total municipal tax;Venlo;2017;66764.0;661.0
3106;Total municipal tax;Venlo;2018;68713.0;679.0
3107;Total municipal tax;Venlo;2019;66366.0;653.0
3108;Total municipal tax;Venlo;2020;69193.0;680.0
3109;Total municipal tax;Venlo;2021;71114.0;697.0
3110;Total municipal tax;Venlo;2022;70654.0;692.0
3111;Total municipal tax;Venlo;2023;72276.0;699.0
3112;Total municipal tax;Venlo;2024;76088.0;733.0
3113;Total municipal tax;Venlo;2025;77716.0;746.0
3114;Total municipal tax;Venray;2017;23589.0;541.0
3115;Total municipal tax;Venray;2018;24142.0;557.0
3116;Total municipal tax;Venray;2019;24199.0;559.0
3117;Total municipal tax;Venray;2020;25328.0;581.0
3118;Total municipal tax;Venray;2021;26853.0;614.0
3119;Total municipal tax;Venray;2022;27757.0;631.0
3120;Total municipal tax;Venray;2023;29268.0;656.0
3121;Total municipal tax;Venray;2024;30993.0;694.0
3122;Total municipal tax;Venray;2025;31940.0;712.0
3123;Total municipal tax;Vianen;2017;10136.0;514.0
3124;Total municipal tax;Vianen;2018;10225.0;512.0
3125;Total municipal tax;Vianen;2019;;
3126;Total municipal tax;Vianen;2020;;
3127;Total municipal tax;Vianen;2021;;
3128;Total municipal tax;Vianen;2022;;
3129;Total municipal tax;Vianen;2023;;
3130;Total municipal tax;Vianen;2024;;
3131;Total municipal tax;Vianen;2025;;
3132;Total municipal tax;Vijfheerenlanden;2017;;
3133;Total municipal tax;Vijfheerenlanden;2018;;
3134;Total municipal tax;Vijfheerenlanden;2019;29831.0;536.0
3135;Total municipal tax;Vijfheerenlanden;2020;31857.0;561.0
3136;Total municipal tax;Vijfheerenlanden;2021;32583.0;563.0
3137;Total municipal tax;Vijfheerenlanden;2022;34717.0;591.0
3138;Total municipal tax;Vijfheerenlanden;2023;35494.0;591.0
3139;Total municipal tax;Vijfheerenlanden;2024;;
3140;Total municipal tax;Vijfheerenlanden;2025;;
3141;Total municipal tax;Vlaardingen;2017;39588.0;549.0
3142;Total municipal tax;Vlaardingen;2018;41108.0;571.0
3143;Total municipal tax;Vlaardingen;2019;41252.0;569.0
3144;Total municipal tax;Vlaardingen;2020;44027.0;599.0
3145;Total municipal tax;Vlaardingen;2021;46230.0;625.0
3146;Total municipal tax;Vlaardingen;2022;47059.0;635.0
3147;Total municipal tax;Vlaardingen;2023;47672.0;635.0
3148;Total municipal tax;Vlaardingen;2024;51087.0;668.0
3149;Total municipal tax;Vlaardingen;2025;53121.0;688.0
3150;Total municipal tax;Vlagtwedde;2017;7127.0;447.0
3151;Total municipal tax;Vlagtwedde;2018;;
3152;Total municipal tax;Vlagtwedde;2019;;
3153;Total municipal tax;Vlagtwedde;2020;;
3154;Total municipal tax;Vlagtwedde;2021;;
3155;Total municipal tax;Vlagtwedde;2022;;
3156;Total municipal tax;Vlagtwedde;2023;;
3157;Total municipal tax;Vlagtwedde;2024;;
3158;Total municipal tax;Vlagtwedde;2025;;
3159;Total municipal tax;Vlieland;2017;2644.0;2430.0
3160;Total municipal tax;Vlieland;2018;2872.0;2535.0
3161;Total municipal tax;Vlieland;2019;3062.0;2688.0
3162;Total municipal tax;Vlieland;2020;3414.0;2964.0
3163;Total municipal tax;Vlieland;2021;3506.0;2939.0
3164;Total municipal tax;Vlieland;2022;3576.0;2990.0
3165;Total municipal tax;Vlieland;2023;3765.0;2916.0
3166;Total municipal tax;Vlieland;2024;3903.0;3103.0
3167;Total municipal tax;Vlieland;2025;4057.0;3331.0
3168;Total municipal tax;Vlissingen;2017;31293.0;705.0
3169;Total municipal tax;Vlissingen;2018;33029.0;742.0
3170;Total municipal tax;Vlissingen;2019;35249.0;794.0
3171;Total municipal tax;Vlissingen;2020;34906.0;787.0
3172;Total municipal tax;Vlissingen;2021;35587.0;802.0
3173;Total municipal tax;Vlissingen;2022;36002.0;808.0
3174;Total municipal tax;Vlissingen;2023;37098.0;821.0
3175;Total municipal tax;Vlissingen;2024;40034.0;882.0
3176;Total municipal tax;Vlissingen;2025;40271.0;880.0
3177;Total municipal tax;Voerendaal;2017;5220.0;419.0
3178;Total municipal tax;Voerendaal;2018;5230.0;422.0
