ID;Geslacht;Leeftijd;DoodsoorzakenUitgebreideLijst;Perioden;Overledenen_1
2271;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;1999;0
2272;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2000;0
2273;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2001;0
2274;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2002;0
2275;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2003;0
2276;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2004;0
2277;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2005;0
2278;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2006;0
2279;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2007;0
2280;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2008;0
2281;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2009;0
2282;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2010;0
2283;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2011;0
2284;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2012;0
2285;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2013;0
2286;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2014;0
2287;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2015;0
2288;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2016;0
2289;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2017;0
2290;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2018;0
2291;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2019;0
2292;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2020;0
2293;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2021;0
2294;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2022;0
2295;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;2023;0
2296;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;1996;0
2297;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;1997;0
2298;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;1998;0
2299;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;1999;0
2300;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2000;0
2301;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2001;0
2302;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2002;0
2303;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2003;0
2304;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2004;0
2305;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2005;0
2306;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2006;0
2307;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2007;0
2308;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2008;0
2309;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2009;0
2310;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2010;0
2311;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2011;0
2312;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2012;0
2313;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2013;0
2314;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2014;0
2315;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2015;0
2316;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2016;0
2317;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2017;0
2318;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2018;0
2319;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2019;0
2320;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2020;0
2321;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2021;0
2322;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2022;0
2323;Totaal mannen en vrouwen;Totaal alle leeftijden;A93 Ov. door artropoden overgebr. vira..;2023;0
2324;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;1996;0
2325;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;1997;0
2326;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;1998;0
2327;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;1999;0
2328;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2000;0
2329;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2001;0
2330;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2002;0
2331;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2003;0
2332;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2004;0
2333;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2005;0
2334;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2006;0
2335;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2007;0
2336;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2008;0
2337;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2009;0
2338;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2010;0
2339;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2011;0
2340;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2012;0
2341;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2013;0
2342;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2014;0
2343;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2015;0
2344;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2016;0
2345;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2017;0
2346;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2018;0
2347;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2019;0
2348;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2020;0
2349;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2021;0
2350;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2022;0
2351;Totaal mannen en vrouwen;Totaal alle leeftijden;A94 N.g. door artropoden overgebr. vir..;2023;0
2352;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;1996;0
2353;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;1997;0
2354;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;1998;0
2355;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;1999;0
2356;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2000;0
2357;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2001;0
2358;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2002;0
2359;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2003;0
2360;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2004;0
2361;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2005;0
2362;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2006;0
2363;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2007;0
2364;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2008;0
2365;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2009;0
2366;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2010;0
2367;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2011;0
2368;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2012;0
2369;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2013;0
2370;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2014;0
2371;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2015;0
2372;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2016;0
2373;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2017;0
2374;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2018;0
2375;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2019;0
2376;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2020;0
2377;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2021;0
2378;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2022;0
2379;Totaal mannen en vrouwen;Totaal alle leeftijden;A95 Gele koorts;2023;0
2380;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;1996;0
2381;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;1997;0
2382;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;1998;0
2383;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;1999;0
2384;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2000;0
2385;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2001;0
2386;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2002;0
2387;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2003;0
2388;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2004;0
2389;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2005;0
2390;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2006;0
2391;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2007;0
2392;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2008;0
2393;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2009;0
2394;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2010;0
2395;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2011;0
2396;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2012;0
2397;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2013;0
2398;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2014;0
2399;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2015;0
2400;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2016;0
2401;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2017;0
2402;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2018;0
2403;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2019;0
2404;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2020;0
2405;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2021;0
2406;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2022;0
2407;Totaal mannen en vrouwen;Totaal alle leeftijden;A96 Hemorragische koorts door arenavirus;2023;0
2408;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;1996;0
2409;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;1997;0
2410;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;1998;0
2411;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;1999;0
2412;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2000;0
2413;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2001;0
2414;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2002;0
2415;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2003;0
2416;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2004;0
2417;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2005;0
2418;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2006;0
2419;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2007;0
2420;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2008;1
2421;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2009;0
2422;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2010;0
2423;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2011;0
2424;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2012;0
2425;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2013;0
2426;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2014;0
2427;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2015;0
2428;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2016;0
2429;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2017;0
2430;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2018;0
2431;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2019;0
2432;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2020;0
2433;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2021;0
2434;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2022;0
2435;Totaal mannen en vrouwen;Totaal alle leeftijden;A98 Ov. virale hemorragische koorts...;2023;0
2436;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;1996;0
2437;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;1997;0
2438;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;1998;0
2439;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;1999;0
2440;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2000;0
2441;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2001;0
2442;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2002;0
2443;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2003;0
2444;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2004;0
2445;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2005;0
2446;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2006;0
2447;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2007;0
2448;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2008;0
2449;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2009;0
2450;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2010;0
2451;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2011;0
2452;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2012;0
2453;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2013;0
2454;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2014;0
2455;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2015;0
2456;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2016;0
2457;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2017;0
2458;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2018;0
2459;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2019;0
2460;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2020;0
2461;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2021;0
2462;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2022;0
2463;Totaal mannen en vrouwen;Totaal alle leeftijden;A99 Niet gespec. virale hemorragische...;2023;0
2464;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;1996;9
2465;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;1997;10
2466;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;1998;21
2467;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;1999;8
2468;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;2000;11
2469;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;2001;5
2470;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;2002;8
2471;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;2003;6
2472;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;2004;12
2473;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;2005;11
2474;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;2006;14
2475;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;2007;15
2476;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;2008;13
2477;Totaal mannen en vrouwen;Totaal alle leeftijden;B00 Herpesvirusinfecties;2009;11
