ID;Afzet;BedrijfstakkenBranchesSBI2008;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3;Wegingscoefficient_4
1555;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 september;163.0;-0.3;9.8;2527
1556;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 oktober;159.8;-2.0;6.2;2527
1557;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 november;158.7;-0.7;5.0;2527
1558;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 december;158.8;0.0;4.0;2527
1559;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023;160.6;;14.2;2527
1560;Totaal afzetprijzen;102 Visverwerkende industrie;2012 januari;96.8;;;817
1561;Totaal afzetprijzen;102 Visverwerkende industrie;2012 februari;96.8;0.0;;817
1562;Totaal afzetprijzen;102 Visverwerkende industrie;2012 maart;97.4;0.6;;817
1563;Totaal afzetprijzen;102 Visverwerkende industrie;2012 april;97.9;0.4;;817
1564;Totaal afzetprijzen;102 Visverwerkende industrie;2012 mei;97.6;-0.3;;817
1565;Totaal afzetprijzen;102 Visverwerkende industrie;2012 juni;96.6;-1.0;;817
1566;Totaal afzetprijzen;102 Visverwerkende industrie;2012 juli;97.9;1.4;;817
1567;Totaal afzetprijzen;102 Visverwerkende industrie;2012 augustus;97.8;-0.1;;817
1568;Totaal afzetprijzen;102 Visverwerkende industrie;2012 september;98.5;0.7;;817
1569;Totaal afzetprijzen;102 Visverwerkende industrie;2012 oktober;99.5;1.0;;817
1570;Totaal afzetprijzen;102 Visverwerkende industrie;2012 november;98.4;-1.1;;817
1571;Totaal afzetprijzen;102 Visverwerkende industrie;2012 december;97.8;-0.6;;817
1572;Totaal afzetprijzen;102 Visverwerkende industrie;2012;97.8;;;817
1573;Totaal afzetprijzen;102 Visverwerkende industrie;2013 januari;97.2;-0.5;0.4;817
1574;Totaal afzetprijzen;102 Visverwerkende industrie;2013 februari;96.8;-0.5;0.0;817
1575;Totaal afzetprijzen;102 Visverwerkende industrie;2013 maart;97.0;0.2;-0.5;817
1576;Totaal afzetprijzen;102 Visverwerkende industrie;2013 april;96.0;-1.0;-1.9;817
1577;Totaal afzetprijzen;102 Visverwerkende industrie;2013 mei;96.1;0.1;-1.5;817
1578;Totaal afzetprijzen;102 Visverwerkende industrie;2013 juni;95.8;-0.3;-0.8;817
1579;Totaal afzetprijzen;102 Visverwerkende industrie;2013 juli;96.3;0.5;-1.6;817
1580;Totaal afzetprijzen;102 Visverwerkende industrie;2013 augustus;97.3;1.1;-0.5;817
1581;Totaal afzetprijzen;102 Visverwerkende industrie;2013 september;96.3;-1.0;-2.2;817
1582;Totaal afzetprijzen;102 Visverwerkende industrie;2013 oktober;95.9;-0.5;-3.7;817
1583;Totaal afzetprijzen;102 Visverwerkende industrie;2013 november;96.2;0.3;-2.3;817
1584;Totaal afzetprijzen;102 Visverwerkende industrie;2013 december;96.0;-0.2;-1.8;817
1585;Totaal afzetprijzen;102 Visverwerkende industrie;2013;96.4;;-1.4;817
1586;Totaal afzetprijzen;102 Visverwerkende industrie;2014 januari;96.6;0.6;-0.7;817
1587;Totaal afzetprijzen;102 Visverwerkende industrie;2014 februari;96.6;0.0;-0.2;817
1588;Totaal afzetprijzen;102 Visverwerkende industrie;2014 maart;95.0;-1.7;-2.1;817
1589;Totaal afzetprijzen;102 Visverwerkende industrie;2014 april;94.9;-0.1;-1.2;817
1590;Totaal afzetprijzen;102 Visverwerkende industrie;2014 mei;95.8;0.9;-0.4;817
1591;Totaal afzetprijzen;102 Visverwerkende industrie;2014 juni;97.2;1.5;1.5;817
1592;Totaal afzetprijzen;102 Visverwerkende industrie;2014 juli;95.4;-1.9;-1.0;817
1593;Totaal afzetprijzen;102 Visverwerkende industrie;2014 augustus;96.3;1.0;-1.1;817
1594;Totaal afzetprijzen;102 Visverwerkende industrie;2014 september;96.4;0.1;0.1;817
1595;Totaal afzetprijzen;102 Visverwerkende industrie;2014 oktober;97.2;0.8;1.4;817
1596;Totaal afzetprijzen;102 Visverwerkende industrie;2014 november;97.3;0.1;1.1;817
1597;Totaal afzetprijzen;102 Visverwerkende industrie;2014 december;99.3;2.1;3.4;817
1598;Totaal afzetprijzen;102 Visverwerkende industrie;2014;96.5;;0.1;817
1599;Totaal afzetprijzen;102 Visverwerkende industrie;2015 januari;98.4;-0.9;1.9;817
1600;Totaal afzetprijzen;102 Visverwerkende industrie;2015 februari;97.7;-0.7;1.1;817
1601;Totaal afzetprijzen;102 Visverwerkende industrie;2015 maart;98.8;1.2;4.0;817
1602;Totaal afzetprijzen;102 Visverwerkende industrie;2015 april;98.6;-0.3;3.9;817
1603;Totaal afzetprijzen;102 Visverwerkende industrie;2015 mei;98.5;0.0;2.9;817
1604;Totaal afzetprijzen;102 Visverwerkende industrie;2015 juni;98.5;-0.1;1.3;817
1605;Totaal afzetprijzen;102 Visverwerkende industrie;2015 juli;99.1;0.6;3.9;817
1606;Totaal afzetprijzen;102 Visverwerkende industrie;2015 augustus;101.1;2.1;5.0;817
1607;Totaal afzetprijzen;102 Visverwerkende industrie;2015 september;102.1;0.9;5.9;817
1608;Totaal afzetprijzen;102 Visverwerkende industrie;2015 oktober;101.3;-0.7;4.3;817
1609;Totaal afzetprijzen;102 Visverwerkende industrie;2015 november;102.8;1.4;5.7;817
1610;Totaal afzetprijzen;102 Visverwerkende industrie;2015 december;103.2;0.4;3.9;817
1611;Totaal afzetprijzen;102 Visverwerkende industrie;2015;100.0;;3.6;817
1612;Totaal afzetprijzen;102 Visverwerkende industrie;2016 januari;102.1;-1.1;3.8;817
1613;Totaal afzetprijzen;102 Visverwerkende industrie;2016 februari;102.6;0.5;5.1;817
1614;Totaal afzetprijzen;102 Visverwerkende industrie;2016 maart;101.2;-1.4;2.4;817
1615;Totaal afzetprijzen;102 Visverwerkende industrie;2016 april;101.2;0.1;2.7;817
1616;Totaal afzetprijzen;102 Visverwerkende industrie;2016 mei;102.9;1.6;4.4;817
1617;Totaal afzetprijzen;102 Visverwerkende industrie;2016 juni;101.5;-1.4;3.1;817
1618;Totaal afzetprijzen;102 Visverwerkende industrie;2016 juli;100.7;-0.7;1.7;817
1619;Totaal afzetprijzen;102 Visverwerkende industrie;2016 augustus;103.4;2.6;2.2;817
1620;Totaal afzetprijzen;102 Visverwerkende industrie;2016 september;103.3;0.0;1.2;817
1621;Totaal afzetprijzen;102 Visverwerkende industrie;2016 oktober;104.6;1.2;3.2;817
1622;Totaal afzetprijzen;102 Visverwerkende industrie;2016 november;104.6;0.0;1.8;817
1623;Totaal afzetprijzen;102 Visverwerkende industrie;2016 december;105.7;1.0;2.4;817
1624;Totaal afzetprijzen;102 Visverwerkende industrie;2016;102.8;;2.8;817
1625;Totaal afzetprijzen;102 Visverwerkende industrie;2017 januari;106.4;0.7;4.3;817
1626;Totaal afzetprijzen;102 Visverwerkende industrie;2017 februari;105.9;-0.4;3.3;817
1627;Totaal afzetprijzen;102 Visverwerkende industrie;2017 maart;105.6;-0.3;4.4;817
1628;Totaal afzetprijzen;102 Visverwerkende industrie;2017 april;106.1;0.5;4.8;817
1629;Totaal afzetprijzen;102 Visverwerkende industrie;2017 mei;103.7;-2.3;0.8;817
1630;Totaal afzetprijzen;102 Visverwerkende industrie;2017 juni;101.9;-1.7;0.4;817
1631;Totaal afzetprijzen;102 Visverwerkende industrie;2017 juli;102.4;0.5;1.7;817
1632;Totaal afzetprijzen;102 Visverwerkende industrie;2017 augustus;104.6;2.1;1.2;817
1633;Totaal afzetprijzen;102 Visverwerkende industrie;2017 september;104.9;0.3;1.5;817
1634;Totaal afzetprijzen;102 Visverwerkende industrie;2017 oktober;104.4;-0.4;-0.2;817
1635;Totaal afzetprijzen;102 Visverwerkende industrie;2017 november;105.2;0.7;0.5;817
1636;Totaal afzetprijzen;102 Visverwerkende industrie;2017 december;106.2;1.0;0.5;817
1637;Totaal afzetprijzen;102 Visverwerkende industrie;2017;104.8;;1.9;817
1638;Totaal afzetprijzen;102 Visverwerkende industrie;2018 januari;106.9;0.7;0.5;817
1639;Totaal afzetprijzen;102 Visverwerkende industrie;2018 februari;106.5;-0.4;0.6;817
1640;Totaal afzetprijzen;102 Visverwerkende industrie;2018 maart;107.3;0.7;1.6;817
1641;Totaal afzetprijzen;102 Visverwerkende industrie;2018 april;108.9;1.5;2.6;817
1642;Totaal afzetprijzen;102 Visverwerkende industrie;2018 mei;109.2;0.3;5.3;817
1643;Totaal afzetprijzen;102 Visverwerkende industrie;2018 juni;110.4;1.1;8.3;817
1644;Totaal afzetprijzen;102 Visverwerkende industrie;2018 juli;109.9;-0.5;7.2;817
1645;Totaal afzetprijzen;102 Visverwerkende industrie;2018 augustus;110.1;0.2;5.3;817
1646;Totaal afzetprijzen;102 Visverwerkende industrie;2018 september;111.2;1.0;6.1;817
1647;Totaal afzetprijzen;102 Visverwerkende industrie;2018 oktober;111.3;0.1;6.5;817
1648;Totaal afzetprijzen;102 Visverwerkende industrie;2018 november;110.1;-1.0;4.7;817
1649;Totaal afzetprijzen;102 Visverwerkende industrie;2018 december;111.9;1.6;5.3;817
1650;Totaal afzetprijzen;102 Visverwerkende industrie;2018;109.5;;4.5;817
1651;Totaal afzetprijzen;102 Visverwerkende industrie;2019 januari;115.2;3.0;7.7;817
1652;Totaal afzetprijzen;102 Visverwerkende industrie;2019 februari;114.7;-0.4;7.6;817
1653;Totaal afzetprijzen;102 Visverwerkende industrie;2019 maart;115.6;0.8;7.7;817
1654;Totaal afzetprijzen;102 Visverwerkende industrie;2019 april;115.4;-0.2;6.0;817
1655;Totaal afzetprijzen;102 Visverwerkende industrie;2019 mei;113.9;-1.3;4.3;817
1656;Totaal afzetprijzen;102 Visverwerkende industrie;2019 juni;112.8;-1.0;2.2;817
1657;Totaal afzetprijzen;102 Visverwerkende industrie;2019 juli;112.9;0.1;2.8;817
1658;Totaal afzetprijzen;102 Visverwerkende industrie;2019 augustus;112.3;-0.6;2.0;817
1659;Totaal afzetprijzen;102 Visverwerkende industrie;2019 september;114.4;1.9;2.9;817
1660;Totaal afzetprijzen;102 Visverwerkende industrie;2019 oktober;113.6;-0.7;2.1;817
1661;Totaal afzetprijzen;102 Visverwerkende industrie;2019 november;113.4;-0.1;3.0;817
1662;Totaal afzetprijzen;102 Visverwerkende industrie;2019 december;115.1;1.5;2.9;817
1663;Totaal afzetprijzen;102 Visverwerkende industrie;2019;113.9;;4.1;817
1664;Totaal afzetprijzen;102 Visverwerkende industrie;2020 januari;120.7;4.8;4.8;817
1665;Totaal afzetprijzen;102 Visverwerkende industrie;2020 februari;120.0;-0.6;4.6;817
1666;Totaal afzetprijzen;102 Visverwerkende industrie;2020 maart;120.1;0.1;3.9;817
1667;Totaal afzetprijzen;102 Visverwerkende industrie;2020 april;116.6;-3.0;1.0;817
1668;Totaal afzetprijzen;102 Visverwerkende industrie;2020 mei;116.8;0.2;2.5;817
1669;Totaal afzetprijzen;102 Visverwerkende industrie;2020 juni;116.5;-0.3;3.2;817
1670;Totaal afzetprijzen;102 Visverwerkende industrie;2020 juli;111.8;-4.0;-1.0;817
1671;Totaal afzetprijzen;102 Visverwerkende industrie;2020 augustus;114.0;2.0;1.6;817
1672;Totaal afzetprijzen;102 Visverwerkende industrie;2020 september;113.4;-0.6;-0.9;817
1673;Totaal afzetprijzen;102 Visverwerkende industrie;2020 oktober;112.7;-0.6;-0.8;817
1674;Totaal afzetprijzen;102 Visverwerkende industrie;2020 november;113.2;0.5;-0.2;817
1675;Totaal afzetprijzen;102 Visverwerkende industrie;2020 december;112.1;-1.0;-2.7;817
1676;Totaal afzetprijzen;102 Visverwerkende industrie;2020;115.6;;1.3;817
1677;Totaal afzetprijzen;102 Visverwerkende industrie;2021 januari;112.6;0.5;-6.7;817
1678;Totaal afzetprijzen;102 Visverwerkende industrie;2021 februari;113.1;0.4;-5.8;817
1679;Totaal afzetprijzen;102 Visverwerkende industrie;2021 maart;112.2;-0.7;-6.6;817
1680;Totaal afzetprijzen;102 Visverwerkende industrie;2021 april;114.3;1.8;-2.0;817
1681;Totaal afzetprijzen;102 Visverwerkende industrie;2021 mei;114.1;-0.2;-2.3;817
1682;Totaal afzetprijzen;102 Visverwerkende industrie;2021 juni;112.9;-1.0;-3.1;817
1683;Totaal afzetprijzen;102 Visverwerkende industrie;2021 juli;114.6;1.5;2.5;817
1684;Totaal afzetprijzen;102 Visverwerkende industrie;2021 augustus;113.3;-1.1;-0.6;817
1685;Totaal afzetprijzen;102 Visverwerkende industrie;2021 september;116.2;2.5;2.5;817
1686;Totaal afzetprijzen;102 Visverwerkende industrie;2021 oktober;116.7;0.4;3.6;817
1687;Totaal afzetprijzen;102 Visverwerkende industrie;2021 november;117.6;0.8;3.9;817
1688;Totaal afzetprijzen;102 Visverwerkende industrie;2021 december;118.5;0.7;5.7;817
1689;Totaal afzetprijzen;102 Visverwerkende industrie;2021;114.7;;-0.8;817
1690;Totaal afzetprijzen;102 Visverwerkende industrie;2022 januari;119.7;1.0;6.3;817
1691;Totaal afzetprijzen;102 Visverwerkende industrie;2022 februari;123.5;3.2;9.2;817
1692;Totaal afzetprijzen;102 Visverwerkende industrie;2022 maart;125.4;1.5;11.7;817
1693;Totaal afzetprijzen;102 Visverwerkende industrie;2022 april;130.1;3.7;13.8;817
1694;Totaal afzetprijzen;102 Visverwerkende industrie;2022 mei;129.8;-0.2;13.8;817
1695;Totaal afzetprijzen;102 Visverwerkende industrie;2022 juni;130.9;0.8;15.9;817
1696;Totaal afzetprijzen;102 Visverwerkende industrie;2022 juli;136.9;4.6;19.5;817
1697;Totaal afzetprijzen;102 Visverwerkende industrie;2022 augustus;140.5;2.6;24.0;817
1698;Totaal afzetprijzen;102 Visverwerkende industrie;2022 september;141.5;0.7;21.8;817
1699;Totaal afzetprijzen;102 Visverwerkende industrie;2022 oktober;141.0;-0.3;20.8;817
1700;Totaal afzetprijzen;102 Visverwerkende industrie;2022 november;142.1;0.8;20.8;817
1701;Totaal afzetprijzen;102 Visverwerkende industrie;2022 december ;143.3;0.9;21.0;817
1702;Totaal afzetprijzen;102 Visverwerkende industrie;2022;133.7;;16.6;817
1703;Totaal afzetprijzen;102 Visverwerkende industrie;2023 januari;149.3;4.2;24.8;817
1704;Totaal afzetprijzen;102 Visverwerkende industrie;2023 februari;150.3;0.7;21.7;817
1705;Totaal afzetprijzen;102 Visverwerkende industrie;2023 maart;151.0;0.4;20.4;817
1706;Totaal afzetprijzen;102 Visverwerkende industrie;2023 april;151.1;0.1;16.2;817
1707;Totaal afzetprijzen;102 Visverwerkende industrie;2023 mei;149.7;-0.9;15.3;817
1708;Totaal afzetprijzen;102 Visverwerkende industrie;2023 juni;149.0;-0.5;13.8;817
1709;Totaal afzetprijzen;102 Visverwerkende industrie;2023 juli;149.2;0.2;9.0;817
1710;Totaal afzetprijzen;102 Visverwerkende industrie;2023 augustus;149.3;0.1;6.3;817
1711;Totaal afzetprijzen;102 Visverwerkende industrie;2023 september;150.6;0.8;6.4;817
1712;Totaal afzetprijzen;102 Visverwerkende industrie;2023 oktober;149.7;-0.6;6.1;817
1713;Totaal afzetprijzen;102 Visverwerkende industrie;2023 november;150.1;0.3;5.7;817
1714;Totaal afzetprijzen;102 Visverwerkende industrie;2023 december;150.9;0.5;5.3;817
1715;Totaal afzetprijzen;102 Visverwerkende industrie;2023;150.0;;12.2;817
1716;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 januari;95.9;;;4299
1717;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 februari;95.9;0.1;;4299
1718;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 maart;96.1;0.2;;4299
1719;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 april;95.7;-0.4;;4299
1720;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 mei;96.1;0.4;;4299
1721;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 juni;96.0;0.0;;4299
1722;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 juli;96.6;0.6;;4299
1723;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 augustus;96.8;0.3;;4299
1724;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 september;97.9;1.1;;4299
1725;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 oktober;99.5;1.6;;4299
1726;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 november;100.1;0.7;;4299
1727;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012 december;99.7;-0.4;;4299
1728;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2012;97.2;;;4299
1729;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 januari;101.2;1.6;5.6;4299
1730;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 februari;100.8;-0.4;5.1;4299
1731;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 maart;101.1;0.3;5.2;4299
1732;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 april;101.2;0.0;5.7;4299
1733;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 mei;101.0;-0.2;5.1;4299
1734;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 juni;101.0;0.0;5.1;4299
1735;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 juli;99.7;-1.2;3.3;4299
1736;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 augustus;99.3;-0.4;2.6;4299
1737;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 september;99.1;-0.2;1.3;4299
1738;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 oktober;99.8;0.7;0.3;4299
1739;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 november;100.6;0.8;0.5;4299
1740;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013 december;100.4;-0.2;0.7;4299
1741;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2013;100.4;;3.3;4299
1742;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 januari;101.0;0.6;-0.2;4299
1743;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 februari;100.9;0.0;0.2;4299
1744;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 maart;100.8;-0.2;-0.4;4299
1745;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 april;100.6;-0.2;-0.6;4299
1746;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 mei;100.1;-0.4;-0.8;4299
1747;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 juni;99.9;-0.3;-1.1;4299
1748;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 juli;99.3;-0.6;-0.4;4299
1749;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 augustus;99.3;0.0;0.0;4299
1750;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 september;99.1;-0.2;0.0;4299
1751;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 oktober;98.4;-0.7;-1.4;4299
1752;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 november;99.0;0.6;-1.6;4299
1753;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014 december;98.6;-0.4;-1.7;4299
1754;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2014;99.7;;-0.7;4299
1755;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 januari;99.0;0.4;-1.9;4299
1756;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 februari;99.1;0.1;-1.8;4299
1757;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 maart;99.3;0.2;-1.4;4299
1758;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 april;99.6;0.3;-1.0;4299
1759;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 mei;99.2;-0.4;-1.0;4299
1760;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 juni;99.3;0.2;-0.5;4299
1761;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 juli;99.9;0.6;0.7;4299
1762;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 augustus;100.1;0.1;0.8;4299
1763;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 september;100.1;0.0;1.0;4299
1764;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 oktober;100.9;0.8;2.6;4299
1765;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 november;101.6;0.6;2.6;4299
1766;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015 december;101.9;0.4;3.4;4299
1767;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2015;100.0;;0.3;4299
1768;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 januari;101.4;-0.5;2.4;4299
1769;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 februari;101.3;0.0;2.3;4299
1770;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 maart;101.2;-0.1;1.9;4299
1771;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 april;101.8;0.6;2.2;4299
1772;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 mei;101.6;-0.2;2.4;4299
1773;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 juni;102.1;0.5;2.8;4299
1774;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 juli;102.2;0.1;2.3;4299
1775;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 augustus;102.1;-0.1;2.0;4299
1776;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 september;102.1;0.0;2.1;4299
1777;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 oktober;103.1;0.9;2.1;4299
1778;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 november;103.2;0.1;1.6;4299
1779;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016 december;103.4;0.2;1.4;4299
1780;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2016;102.1;;2.1;4299
1781;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 januari;104.8;1.4;3.4;4299
1782;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 februari;104.6;-0.2;3.2;4299
1783;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 maart;104.6;0.0;3.3;4299
1784;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 april;104.6;0.0;2.8;4299
1785;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 mei;104.8;0.2;3.2;4299
1786;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 juni;104.8;0.0;2.6;4299
1787;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 juli;103.8;-0.9;1.6;4299
1788;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 augustus;103.4;-0.4;1.3;4299
1789;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 september;103.6;0.2;1.5;4299
1790;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 oktober;102.6;-1.0;-0.5;4299
1791;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 november;103.0;0.5;-0.2;4299
1792;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017 december;103.3;0.3;0.0;4299
1793;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2017;104.0;;1.8;4299
1794;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 januari;104.3;1.0;-0.5;4299
1795;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 februari;104.3;-0.1;-0.3;4299
1796;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 maart;104.5;0.2;-0.1;4299
1797;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 april;104.4;0.0;-0.2;4299
1798;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 mei;103.6;-0.7;-1.1;4299
1799;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 juni;103.7;0.0;-1.1;4299
1800;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 juli;104.2;0.5;0.4;4299
1801;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 augustus;104.3;0.1;0.8;4299
1802;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 september;104.3;0.0;0.7;4299
1803;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 oktober;106.2;1.8;3.5;4299
1804;Totaal afzetprijzen;103 Groente-, fruitverwerkende industrie;2018 november;107.1;0.8;3.9;4299
