ID;KenmerkenPersonen;Marges;Perioden;TotaalOnlineAankopenVoorPrive_1;MinderDan3MaandenGeleden_2;k_3Tot12MandenGeleden_3;MeerDan12MaandenGeleden_4;NooitGoederenBesteldOfGekocht_5;LevensmiddelenCosmeticaEnSchoonmaak_6;Medicijnen_7;KledingOfSportArtikelen_8;DigitaleStudieOfLeermaterialen_9;FilmMuziek_10;BoekenTijdschriftenEnKranten_11;TelecommunicatiedienstenAbonn_12;SoftHardwareEnElektronischeBenodig_13;HuishoudelijkeGoederenEnApparaten_14;ReizenEnAccommodaties_15;FinancieleProductenOfDiensten_16;KaartjesVoorEvenementen_17;AndereAankopen_18;Films_19;Muziek_20;BoekenTijdschriftenEtcEnStudieOf_21;ComputerSoftwareEnSpellenUpgrades_22;Nederland_23;AndereEULanden_24;AndereLandenVanDeWereld_25;OnbekendLand_26;k_1Of2Keer_27;k_35Keer_28;k_610Keer_29;MeerDan10Keer_30;WeetNiet_31;MinderDan50Euro_32;k_50Tot100Euro_33;k_100Tot500Euro_34;k_500Tot1000Euro_35;k_1000EuroOfMeer_36;WeetNiet_37
535;Onderwijsniveau: hoog;Waarde;2019;92.9;81.5;8.7;2.7;3.7;45.7;12.9;70.0;18.4;24.4;52.3;33.6;39.0;55.3;76.0;53.1;68.1;45.7;;;;;87.8;43.6;32.0;5.4;16.8;31.5;16.6;16.6;;6.7;13.0;34.3;13.3;10.0;4.3
536;Onderwijsniveau: hoog;Ondergrens 95%-interval;2012;80.9;62.6;10.7;3.3;8.2;8.6;3.1;36.4;4.3;18.8;38.3;13.9;18.8;22.9;52.7;5.7;38.1;22.5;3.2;5.7;7.3;12.3;71.3;18.3;10.2;;;;;;;7.2;13.1;23.7;5.1;3.8;0.3
537;Onderwijsniveau: hoog;Ondergrens 95%-interval;2013;84.6;65.9;11.4;2.9;6.6;11.8;4.6;43.5;9.4;25.7;46.1;22.6;25.3;26.0;61.4;9.1;45.9;33.6;6.2;10.2;12.4;18.4;76.9;21.9;12.9;0.2;;;;;;4.4;11.7;28.1;7.4;5.0;0.3
538;Onderwijsniveau: hoog;Ondergrens 95%-interval;2014;87.3;72.8;9.0;2.0;4.7;18.9;5.1;50.8;12.0;26.4;50.2;27.8;30.2;34.8;65.3;8.7;52.5;35.6;10.5;13.5;16.1;16.5;80.7;30.1;17.7;1.0;;;;;;;;;;;
539;Onderwijsniveau: hoog;Ondergrens 95%-interval;2015;86.6;73.8;7.6;2.0;4.0;20.2;6.4;53.5;12.3;23.2;48.8;28.2;33.2;36.8;65.5;9.9;53.0;36.9;9.6;12.3;19.0;15.9;80.6;29.6;17.3;1.8;23.3;27.0;11.5;5.3;;6.4;13.0;30.8;9.4;5.4;0.5
540;Onderwijsniveau: hoog;Ondergrens 95%-interval;2016;89.4;75.0;9.3;1.7;3.8;27.5;8.6;60.6;11.4;23.1;48.7;26.1;35.1;43.4;70.0;;57.1;38.1;9.2;12.0;17.0;15.6;84.1;34.1;19.8;1.5;20.3;27.3;13.8;7.3;;5.5;12.3;31.8;9.0;6.8;1.7
541;Onderwijsniveau: hoog;Ondergrens 95%-interval;2017;89.6;78.2;7.0;1.4;3.2;34.9;8.8;64.2;15.3;21.5;46.8;27.4;35.6;48.2;69.7;47.5;62.4;40.0;9.9;11.2;15.7;21.8;85.5;35.4;24.7;1.1;19.3;30.2;13.1;9.4;;4.6;11.9;33.2;10.9;7.9;2.0
542;Onderwijsniveau: hoog;Ondergrens 95%-interval;2018;91.1;80.1;5.9;2.3;2.6;21.6;11.6;66.6;17.5;20.8;49.3;31.1;31.5;53.3;71.8;49.1;65.2;41.5;;;;;84.4;42.5;28.1;3.7;16.3;28.4;15.4;13.7;;4.9;10.3;31.7;12.5;10.1;2.5
543;Onderwijsniveau: hoog;Ondergrens 95%-interval;2019;91.7;79.6;7.3;1.9;2.8;43.2;11.3;67.7;16.4;22.3;49.9;31.3;36.6;52.9;73.9;50.7;65.8;43.3;;;;;86.2;41.1;29.7;4.2;15.0;29.3;14.7;14.7;;5.4;11.3;31.9;11.6;8.5;3.3
544;Onderwijsniveau: hoog;Bovengrens 95%-interval;2012;85.2;68.4;15.0;6.0;11.7;12.7;5.5;42.5;7.3;24.1;44.5;18.6;24.1;28.4;58.8;9.1;44.3;28.0;6.2;9.2;10.9;16.9;76.5;23.6;14.4;;;;;;;10.9;17.7;29.3;8.0;6.6;1.5
545;Onderwijsniveau: hoog;Bovengrens 95%-interval;2013;88.5;71.6;15.9;5.5;9.5;16.1;7.7;49.8;13.5;31.5;52.4;28.1;31.0;31.8;67.3;13.5;52.2;39.7;9.8;14.6;16.9;23.6;81.7;27.5;17.6;1.1;;;;;;7.4;16.1;34.0;11.1;8.1;1.5
546;Onderwijsniveau: hoog;Bovengrens 95%-interval;2014;90.8;77.8;12.6;3.9;7.6;23.9;7.8;56.7;16.3;31.9;56.1;33.4;35.8;40.6;70.8;12.4;58.3;41.4;14.7;17.9;20.7;21.1;85.0;35.7;22.6;2.6;;;;;;;;;;;
547;Onderwijsniveau: hoog;Bovengrens 95%-interval;2015;90.0;78.5;10.8;3.8;6.2;25.1;9.6;59.2;16.6;28.3;54.6;33.6;38.8;42.5;70.8;13.7;58.7;42.7;13.5;16.4;23.8;20.4;84.7;35.2;22.1;4.0;28.5;32.3;15.5;8.3;;9.6;17.3;36.3;13.1;8.4;2.0
548;Onderwijsniveau: hoog;Bovengrens 95%-interval;2016;92.6;79.6;12.7;3.6;6.4;32.7;12.0;66.0;15.2;28.0;54.2;31.2;40.5;49.0;75.0;;62.6;43.6;12.8;16.0;21.4;19.8;88.0;39.6;24.6;3.4;25.0;32.4;17.8;10.5;;8.4;16.2;37.1;12.6;9.8;3.4
549;Onderwijsniveau: hoog;Bovengrens 95%-interval;2017;92.6;82.5;10.0;3.1;5.3;40.1;11.9;69.3;19.6;26.1;52.1;32.3;40.8;53.5;74.5;52.8;67.5;45.3;13.5;14.9;19.8;26.4;89.1;40.6;29.7;2.5;23.8;35.2;17.0;12.7;;7.1;15.7;38.3;14.4;10.9;3.8
550;Onderwijsniveau: hoog;Bovengrens 95%-interval;2018;94.0;84.2;8.6;4.1;4.7;26.1;15.0;71.5;21.8;25.2;54.5;36.2;36.5;58.6;76.6;54.4;70.1;46.8;;;;;88.2;47.8;33.0;6.0;20.4;33.2;19.3;17.5;;7.7;13.8;36.7;16.2;13.4;4.4
551;Onderwijsniveau: hoog;Bovengrens 95%-interval;2019;94.2;83.4;10.0;3.5;4.7;48.1;14.5;72.2;20.3;26.5;54.8;35.9;41.4;57.8;78.1;55.6;70.4;48.1;;;;;89.4;46.0;34.3;6.5;18.6;33.8;18.4;18.5;;7.9;14.6;36.6;14.9;11.4;5.3
552;Migratieachtergrond: Nederland;Waarde;2012;64.5;47.0;12.3;5.2;19.0;7.4;2.6;31.6;4.9;14.7;23.4;12.0;12.8;15.8;33.9;4.2;25.8;19.0;3.1;4.3;5.2;8.5;55.4;11.6;7.4;;;;;;;7.0;12.1;18.9;4.0;2.5;0.6
553;Migratieachtergrond: Nederland;Waarde;2013;67.9;49.8;12.9;5.2;17.3;9.1;4.0;36.6;8.2;17.5;27.3;16.0;16.8;18.4;38.2;6.0;31.6;26.5;4.7;6.7;7.7;12.8;60.0;13.2;8.6;0.8;;;;;;6.1;12.1;20.7;4.9;3.6;0.8
554;Migratieachtergrond: Nederland;Waarde;2014;71.5;55.3;11.6;4.5;15.0;12.9;4.7;41.9;10.2;18.1;30.3;21.4;19.0;24.0;43.2;6.2;36.2;28.5;6.8;8.6;10.1;10.4;63.1;18.5;12.6;1.3;;;;;;;;;;;
555;Migratieachtergrond: Nederland;Waarde;2015;71.0;56.0;11.0;4.1;14.2;14.2;5.5;43.8;9.9;16.1;29.8;20.0;25.3;24.9;41.5;6.6;36.6;30.2;6.5;8.5;11.4;10.5;62.6;19.1;12.8;1.7;24.2;20.6;7.2;3.9;0.1;8.9;14.6;22.3;5.4;3.4;1.3
556;Migratieachtergrond: Nederland;Waarde;2016;74.3;58.4;11.6;4.3;13.2;17.7;6.9;49.2;9.5;15.1;30.2;20.2;26.2;29.1;46.1;;40.0;31.3;6.1;7.0;9.6;11.1;66.3;21.4;14.7;1.5;22.5;21.4;8.7;5.7;0.1;8.1;14.5;23.9;5.4;4.2;2.1
557;Migratieachtergrond: Nederland;Waarde;2017;77.6;63.7;10.8;3.2;11.9;25.4;8.7;53.1;11.6;16.8;30.5;22.9;29.3;36.2;48.5;34.0;46.3;34.0;7.2;8.4;9.5;19.8;70.1;24.3;19.6;2.0;22.7;24.0;10.3;6.8;;8.1;14.8;26.1;7.6;4.9;2.3
558;Migratieachtergrond: Nederland;Waarde;2018;78.2;64.6;9.8;3.7;11.5;15.8;9.8;56.2;15.0;16.3;31.6;23.5;21.9;38.5;51.0;33.1;47.4;34.6;;;;;70.3;29.3;22.0;3.6;19.9;24.8;10.9;9.0;;8.1;13.8;26.5;7.4;5.8;3.1
559;Migratieachtergrond: Nederland;Waarde;2019;80.5;65.7;11.4;3.4;10.1;30.9;9.1;55.9;13.1;17.4;31.7;24.3;30.6;38.1;52.6;36.0;49.6;36.2;;;;;72.6;28.6;25.5;5.2;21.9;24.5;10.3;9.0;;8.4;14.7;26.6;7.6;5.1;3.3
560;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2012;63.0;45.3;11.2;4.5;17.8;6.4;2.1;30.0;4.2;13.5;21.9;10.9;11.7;14.5;32.3;3.5;24.3;17.6;2.4;3.5;4.4;7.6;53.8;10.4;6.4;;;;;;;6.1;11.0;17.5;3.3;1.9;0.4
561;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2013;66.4;48.2;11.8;4.4;16.1;8.1;3.3;34.9;7.2;16.1;25.7;14.8;15.5;17.0;36.6;5.1;30.0;24.9;3.9;5.8;6.8;11.6;58.4;12.0;7.6;0.5;;;;;;5.3;10.9;19.3;4.2;2.9;0.5
562;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2014;70.1;53.7;10.6;3.9;13.8;11.8;4.0;40.3;9.2;16.8;28.8;20.0;17.7;22.6;41.5;5.3;34.6;27.0;5.9;7.7;9.1;9.4;61.6;17.2;11.5;0.9;;;;;;;;;;;
563;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2015;69.6;54.4;10.0;3.5;13.2;13.0;4.8;42.2;8.9;14.9;28.3;18.7;23.9;23.5;39.9;5.7;35.0;28.7;5.7;7.5;10.4;9.5;61.1;17.8;11.6;1.3;22.8;19.2;6.4;3.2;0.0;8.0;13.5;20.9;4.7;2.8;0.9
564;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2016;72.9;56.8;10.6;3.7;12.2;16.5;6.1;47.7;8.5;14.0;28.7;18.9;24.8;27.7;44.6;;38.5;29.9;5.3;6.2;8.7;10.1;64.9;20.1;13.5;1.1;21.2;20.1;7.8;5.0;0.0;7.3;13.4;22.6;4.7;3.6;1.7
565;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2017;76.3;62.2;9.8;2.6;10.8;24.1;7.8;51.6;10.6;15.6;29.0;21.6;27.9;34.7;47.0;32.5;44.7;32.5;6.4;7.5;8.6;18.5;68.7;23.0;18.4;1.5;21.4;22.7;9.3;6.0;;7.2;13.7;24.7;6.7;4.2;1.9
566;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2018;76.8;63.1;8.9;3.1;10.5;14.6;8.8;54.6;13.9;15.1;30.1;22.1;20.6;36.9;49.5;31.6;45.8;33.1;;;;;68.8;27.8;20.7;3.0;18.6;23.5;9.9;8.1;;7.2;12.7;25.1;6.6;5.0;2.5
567;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2019;79.3;64.3;10.4;2.8;9.2;29.5;8.3;54.5;12.1;16.3;30.3;23.0;29.2;36.7;51.1;34.5;48.1;34.8;;;;;71.3;27.3;24.1;4.5;20.7;23.2;9.4;8.1;;7.6;13.6;25.3;6.8;4.4;2.8
568;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2012;66.0;48.6;13.4;6.0;20.2;8.3;3.1;33.2;5.7;16.0;24.8;13.1;14.0;17.0;35.5;4.9;27.3;20.3;3.7;5.0;5.9;9.5;57.0;12.7;8.3;;;;;;;7.9;13.2;20.2;4.7;3.0;0.9
569;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2013;69.4;51.5;14.1;5.9;18.5;10.1;4.7;38.2;9.2;18.8;28.8;17.3;18.1;19.8;39.9;6.9;33.2;28.0;5.5;7.6;8.7;13.9;61.6;14.4;9.7;1.1;;;;;;7.0;13.2;22.1;5.7;4.2;1.1
570;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2014;72.9;57.0;12.7;5.2;16.1;14.0;5.4;43.5;11.3;19.4;31.9;22.7;20.3;25.4;44.8;7.0;37.8;30.0;7.7;9.6;11.1;11.4;64.7;19.8;13.8;1.7;;;;;;;;;;;
571;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2015;72.5;57.6;12.0;4.7;15.3;15.4;6.2;45.4;10.9;17.3;31.3;21.3;26.8;26.4;43.1;7.4;38.1;31.7;7.4;9.4;12.5;11.5;64.1;20.4;13.9;2.1;25.6;21.9;8.1;4.5;0.2;9.9;15.8;23.7;6.2;4.0;1.6
572;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2016;75.7;59.9;12.6;5.0;14.3;18.9;7.7;50.8;10.4;16.3;31.6;21.5;27.6;30.5;47.7;;41.5;32.8;6.9;7.8;10.5;12.1;67.8;22.7;15.8;1.9;23.8;22.6;9.6;6.4;0.3;9.0;15.6;25.3;6.2;4.8;2.5
573;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2017;79.0;65.2;11.7;3.7;12.9;26.8;9.6;54.7;12.6;17.9;31.9;24.2;30.7;37.7;50.1;35.4;47.9;35.5;8.0;9.2;10.4;21.0;71.6;25.7;20.9;2.4;24.0;25.3;11.2;7.6;;8.9;15.9;27.4;8.4;5.6;2.8
574;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2018;79.5;66.2;10.7;4.3;12.6;16.9;10.7;57.7;16.2;17.5;33.0;24.8;23.2;40.0;52.6;34.5;49.0;36.1;;;;;71.8;30.7;23.3;4.2;21.1;26.2;11.9;9.9;;9.0;14.9;27.9;8.2;6.5;3.6
575;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2019;81.7;67.1;12.3;3.9;11.0;32.2;10.0;57.4;14.1;18.6;33.1;25.6;32.0;39.5;54.1;37.4;51.1;37.7;;;;;74.0;30.0;26.8;5.9;23.2;25.7;11.3;9.8;;9.2;15.7;28.0;8.4;5.7;3.8
576;Migratieachtergrond: met migratieacht...;Waarde;2012;63.3;47.7;10.6;5.1;17.3;6.6;2.7;29.8;5.7;19.0;25.0;11.6;13.1;18.4;40.3;4.3;28.0;19.6;5.4;7.1;8.2;12.2;53.1;14.7;8.1;;;;;;;7.5;10.9;17.1;4.4;4.8;
577;Migratieachtergrond: met migratieacht...;Waarde;2013;71.1;53.9;10.8;6.3;14.9;11.2;6.3;36.6;7.3;21.1;33.5;18.4;14.9;16.7;44.2;9.6;31.8;21.6;2.6;8.3;11.0;13.2;58.9;21.5;9.9;;;;;;;6.9;12.2;20.3;6.9;3.7;
578;Migratieachtergrond: met migratieacht...;Waarde;2014;69.8;51.8;11.3;6.7;16.9;14.9;4.1;37.9;10.4;18.9;33.6;20.7;19.4;24.3;43.2;7.0;32.5;23.6;8.6;11.0;12.4;9.8;57.9;25.8;14.3;1.3;;;;;;;;;;;
579;Migratieachtergrond: met migratieacht...;Waarde;2015;69.0;49.3;13.3;6.3;17.3;17.4;6.8;38.5;9.1;14.5;25.7;19.6;25.2;25.4;41.2;5.4;33.0;27.1;6.6;8.4;10.8;13.5;56.8;23.8;13.5;2.4;19.7;18.3;6.9;4.4;;7.1;11.9;19.1;6.0;3.6;1.7
580;Migratieachtergrond: met migratieacht...;Waarde;2016;72.1;54.8;12.8;4.5;12.4;22.6;7.9;46.0;10.5;15.1;29.2;24.4;26.5;31.5;44.8;;40.1;29.4;7.4;8.8;13.9;13.7;62.1;32.6;19.4;2.6;21.7;18.3;8.8;5.6;;7.2;10.5;22.1;7.2;4.7;3.0
581;Migratieachtergrond: met migratieacht...;Waarde;2017;73.6;60.1;9.4;4.1;14.2;29.1;7.3;48.7;10.8;17.4;30.2;26.0;30.4;32.7;51.0;35.1;43.6;35.5;9.0;9.7;15.9;20.1;66.8;31.9;19.8;2.0;18.5;25.7;9.2;6.7;;7.4;12.3;28.1;6.2;4.7;1.4
582;Migratieachtergrond: met migratieacht...;Waarde;2018;81.9;67.2;10.9;3.8;7.8;17.8;12.3;55.4;16.3;16.8;32.3;30.8;29.6;41.2;54.5;36.4;47.0;38.1;;;;;70.8;38.4;27.2;5.2;23.7;23.7;8.7;11.1;;9.8;15.5;21.8;9.4;7.6;3.0
583;Migratieachtergrond: met migratieacht...;Waarde;2019;78.3;62.9;10.0;5.4;12.1;33.7;11.6;52.8;15.2;17.6;34.0;29.2;29.9;37.5;51.4;36.7;47.0;35.4;;;;;68.1;35.6;22.5;5.2;20.7;22.5;8.4;11.4;;7.4;12.1;26.3;6.5;6.8;3.8
584;Migratieachtergrond: met migratieacht...;Ondergrens 95%-interval;2012;57.9;42.0;7.2;2.7;13.3;3.8;1.1;24.5;3.0;14.2;20.0;8.0;9.1;13.9;34.7;2.0;22.8;15.0;2.5;4.0;4.9;8.2;47.4;10.4;4.8;;;;;;;4.4;7.2;12.8;2.3;2.2;
585;Migratieachtergrond: met migratieacht...;Ondergrens 95%-interval;2013;65.9;47.9;7.1;3.4;11.2;7.2;3.1;30.5;4.1;15.8;27.4;13.4;10.1;12.0;37.9;5.3;25.9;16.2;0.7;4.5;6.9;8.4;53.0;15.9;5.9;;;;;;;3.7;7.9;15.0;3.4;1.3;
586;Migratieachtergrond: met migratieacht...;Ondergrens 95%-interval;2014;65.3;46.8;8.2;4.2;13.2;11.2;2.1;32.9;7.1;14.8;28.7;16.4;15.3;19.9;38.2;4.3;27.7;19.2;5.6;7.6;8.8;6.6;52.9;21.2;10.5;0.1;;;;;;;;;;;
587;Migratieachtergrond: met migratieacht...;Ondergrens 95%-interval;2015;64.4;44.4;10.0;3.8;13.6;13.7;4.3;33.6;6.2;10.9;21.4;15.7;20.9;21.0;36.4;3.1;28.3;22.6;4.1;5.5;7.8;10.0;51.9;19.5;10.0;0.8;15.8;14.4;4.4;2.3;;4.6;8.6;15.1;3.7;1.8;0.2
588;Migratieachtergrond: met migratieacht...;Ondergrens 95%-interval;2016;67.8;50.0;9.6;2.5;9.3;18.5;5.3;41.2;7.6;11.5;24.9;20.3;22.2;27.0;40.1;;35.4;25.0;4.8;5.9;10.6;10.4;57.5;28.1;15.6;1.1;17.8;14.6;6.2;3.1;;4.7;7.6;18.2;4.8;2.5;1.4
589;Migratieachtergrond: met migratieacht...;Ondergrens 95%-interval;2017;69.2;55.3;6.6;2.2;10.7;24.7;4.9;43.8;7.7;13.6;25.7;21.7;26.0;28.2;46.1;30.5;38.8;30.9;6.1;6.8;12.4;16.2;62.2;27.4;15.9;0.6;14.7;21.4;6.5;4.3;;4.9;9.2;23.7;3.8;2.7;0.3
590;Migratieachtergrond: met migratieacht...;Ondergrens 95%-interval;2018;78.2;62.6;7.9;2.0;5.2;14.0;9.2;50.6;12.6;13.2;27.8;26.3;25.2;36.4;49.7;31.7;42.2;33.4;;;;;66.3;33.7;22.8;3.0;19.6;19.7;6.1;8.0;;6.8;12.0;17.9;6.6;5.2;1.4
591;Migratieachtergrond: met migratieacht...;Ondergrens 95%-interval;2019;74.4;58.3;7.2;3.4;9.0;29.2;8.6;48.1;11.8;13.9;29.5;24.8;25.5;33.0;46.7;32.1;42.3;30.9;;;;;63.7;31.0;18.5;3.1;16.8;18.5;5.8;8.3;;4.9;9.0;22.1;4.2;4.4;2.0
592;Migratieachtergrond: met migratieacht...;Bovengrens 95%-interval;2012;68.8;53.4;13.9;7.4;21.4;9.3;4.3;35.1;8.5;23.7;29.9;15.2;17.1;22.9;46.0;6.7;33.2;24.2;8.3;10.2;11.6;16.2;58.7;18.9;11.4;;;;;;;10.7;14.7;21.5;6.4;7.3;
593;Migratieachtergrond: met migratieacht...;Bovengrens 95%-interval;2013;76.2;60.0;14.5;9.3;18.6;15.3;9.5;42.7;10.5;26.4;39.5;23.5;19.7;21.5;50.4;13.8;37.8;26.9;4.6;12.1;15.2;18.0;64.8;27.1;13.9;;;;;;;10.2;16.4;25.6;10.4;6.1;
594;Migratieachtergrond: met migratieacht...;Bovengrens 95%-interval;2014;74.3;56.8;14.4;9.3;20.6;18.6;6.1;42.9;13.6;23.0;38.4;25.0;23.5;28.7;48.3;9.8;37.4;28.1;11.6;14.3;15.9;13.0;62.8;30.5;18.1;2.5;;;;;;;;;;;
595;Migratieachtergrond: met migratieacht...;Bovengrens 95%-interval;2015;73.5;54.3;16.6;8.9;21.0;21.2;9.3;43.3;12.1;18.1;30.0;23.6;29.5;29.8;46.1;7.6;37.7;31.6;9.2;11.2;13.9;16.9;61.7;28.0;16.9;4.0;23.7;22.2;9.3;6.6;;9.6;15.1;23.0;8.3;5.5;3.1
596;Migratieachtergrond: met migratieacht...;Bovengrens 95%-interval;2016;76.3;59.5;16.0;6.5;15.6;26.7;10.5;50.8;13.4;18.7;33.5;28.6;30.7;36.0;49.6;;44.7;33.8;10.0;11.6;17.3;16.9;66.7;37.2;23.3;4.1;25.6;21.9;11.5;8.0;;9.7;13.5;26.1;9.6;6.8;4.6
597;Migratieachtergrond: met migratieacht...;Bovengrens 95%-interval;2017;78.0;64.9;12.3;5.9;17.7;33.5;9.7;53.6;13.8;21.1;34.6;30.2;34.9;37.2;55.8;39.7;48.4;40.2;11.8;12.6;19.4;24.0;71.5;36.4;23.7;3.4;22.2;29.9;12.0;9.2;;9.9;15.5;32.4;8.5;6.7;2.5
598;Migratieachtergrond: met migratieacht...;Bovengrens 95%-interval;2018;85.6;71.7;13.9;5.7;10.4;21.5;15.4;60.2;20.0;20.4;36.7;35.2;34.0;45.9;59.3;41.0;51.8;42.8;;;;;75.2;43.1;31.5;7.3;27.9;27.7;11.3;14.1;;12.8;18.9;25.8;12.3;10.1;4.5
599;Migratieachtergrond: met migratieacht...;Bovengrens 95%-interval;2019;82.2;67.5;12.9;7.5;15.2;38.2;14.6;57.5;18.7;21.2;38.5;33.5;34.2;42.1;56.1;41.2;51.8;40.0;;;;;72.6;40.1;26.5;7.4;24.5;26.4;11.0;14.4;;9.9;15.2;30.4;8.7;9.2;5.7
600;Migratieachtergrond: niet-westers;Waarde;2012;57.2;33.6;14.3;9.4;30.1;6.8;;25.8;;5.8;11.8;12.3;12.8;12.3;23.7;5.5;15.2;17.8;;;;9.5;44.5;9.4;6.6;;;;;;;3.5;8.7;14.2;;;
601;Migratieachtergrond: niet-westers;Waarde;2013;64.9;43.1;14.2;7.5;24.0;8.4;;39.3;15.6;9.2;21.3;19.3;16.3;16.7;29.8;7.3;22.7;32.6;;;7.4;9.9;50.6;11.8;8.9;;;;;;;3.3;5.0;29.5;3.7;;
602;Migratieachtergrond: niet-westers;Waarde;2014;56.3;38.5;10.7;7.1;28.3;13.4;2.8;32.7;9.6;14.1;13.2;17.2;12.4;16.7;27.6;2.8;25.0;23.7;6.9;6.5;4.9;5.6;44.5;14.8;9.8;;;;;;;;;;;;
603;Migratieachtergrond: niet-westers;Waarde;2015;63.2;43.6;13.0;6.6;21.7;15.1;2.6;36.0;10.7;6.8;18.9;20.0;20.6;15.6;27.4;4.1;20.8;25.1;4.6;4.9;9.3;6.7;49.6;15.2;14.1;;24.5;13.1;3.0;2.6;;8.2;12.0;11.8;6.0;3.2;2.5
604;Migratieachtergrond: niet-westers;Waarde;2016;67.3;51.2;6.8;9.3;21.4;20.5;5.3;40.9;11.4;12.2;22.1;16.4;25.0;23.3;30.4;;25.3;29.5;6.9;8.9;10.3;10.7;52.3;19.7;18.8;2.6;25.0;15.7;7.3;3.2;;10.1;11.6;17.6;6.5;3.1;2.2
605;Migratieachtergrond: niet-westers;Waarde;2017;70.0;52.2;12.5;5.3;22.9;27.6;6.5;47.6;17.5;12.9;23.2;23.1;25.1;28.2;38.4;31.1;37.4;33.2;7.8;8.0;12.6;16.7;60.5;19.0;27.6;1.3;23.5;16.6;8.5;3.5;;8.7;15.8;17.3;4.2;4.1;2.1
606;Migratieachtergrond: niet-westers;Waarde;2018;72.0;55.7;11.7;4.6;13.6;14.9;9.4;51.3;19.4;9.8;22.3;25.5;19.0;32.2;37.8;32.2;34.7;30.8;;;;;57.0;26.1;27.1;5.5;21.6;22.0;5.7;6.3;;10.5;13.9;21.1;3.6;4.1;2.4
607;Migratieachtergrond: niet-westers;Waarde;2019;73.9;54.3;12.7;7.0;13.7;31.9;7.7;51.1;15.9;14.8;23.4;24.8;27.9;34.0;45.1;35.8;34.6;35.8;;;;;61.7;30.7;25.8;4.7;17.2;17.7;11.5;7.8;;9.0;13.4;19.1;5.0;3.8;4.0
608;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2012;49.4;26.0;9.0;4.8;22.9;2.8;;18.9;;2.4;6.8;6.8;7.2;6.8;16.8;1.6;9.2;11.6;;;;4.6;36.6;4.9;2.9;;;;;;;0.6;4.0;8.5;;;
609;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2013;56.6;34.3;7.7;3.0;16.7;3.2;;30.4;8.9;4.0;13.9;12.3;9.7;9.5;21.5;2.4;15.0;23.9;;;2.4;4.5;41.8;5.8;3.9;;;;;;;0.2;1.3;21.0;0.7;;
610;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2014;49.5;31.8;6.4;3.5;22.1;8.7;0.6;26.2;5.5;9.3;8.6;11.9;7.8;11.7;21.5;0.6;19.0;17.9;3.4;3.1;1.9;2.4;37.7;9.9;5.7;;;;;;;;;;;;
611;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2015;57.3;37.4;8.8;3.5;16.7;10.6;0.7;30.0;6.8;3.7;13.9;15.0;15.5;11.0;21.7;1.6;15.6;19.6;2.0;2.2;5.6;3.5;43.4;10.5;9.5;;19.1;8.8;0.7;0.7;;4.8;7.9;7.6;3.0;1.0;0.5
612;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2016;61.7;45.2;3.7;5.8;16.5;15.6;2.6;35.0;7.6;8.3;17.1;12.0;19.8;18.3;24.8;;20.0;24.0;3.9;5.4;6.6;6.9;46.4;14.9;14.1;0.7;19.8;11.4;4.2;1.1;;6.4;7.8;13.1;3.6;1.1;0.6
613;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2017;64.8;46.5;8.7;2.8;18.2;22.5;3.8;41.9;13.1;9.0;18.3;18.4;20.2;23.1;32.9;25.9;31.9;27.8;4.7;4.9;8.8;12.4;55.0;14.6;22.4;0.1;18.7;12.4;5.4;1.5;;5.5;11.6;13.0;1.9;1.9;0.6
614;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2018;67.3;50.4;8.3;2.4;10.0;11.2;6.3;46.1;15.2;6.7;17.9;20.9;14.9;27.3;32.7;27.3;29.7;26.0;;;;;51.8;21.5;22.4;3.1;17.3;17.6;3.3;3.8;;7.4;10.3;16.8;1.7;2.1;0.7
615;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2019;69.6;49.3;9.4;4.5;10.4;27.2;5.1;46.1;12.3;11.2;19.2;20.6;23.5;29.3;40.2;31.0;29.9;31.0;;;;;56.9;26.1;21.5;2.6;13.5;13.9;8.4;5.1;;6.1;10.0;15.2;2.9;1.9;2.0
