ID;Geslacht;Leeftijden;SociaalEconomischeCategorie;Migratieachtergrond;LandVanBestemming;Perioden;Emigranten_1
1044;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2000;0.1
1045;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2001;0.1
1046;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2002;0.1
1047;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2003;0.1
1048;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2004;0.2
1049;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2005;0.2
1050;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2006;0.3
1051;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2007;0.3
1052;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2008;0.2
1053;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2009;0.2
1054;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2010;0.2
1055;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Oceanië;2011;0.3
1056;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2000;5.0
1057;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2001;5.8
1058;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2002;5.6
1059;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2003;7.0
1060;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2004;9.8
1061;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2005;10.4
1062;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2006;12.7
1063;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2007;12.5
1064;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2008;11.7
1065;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2009;10.7
1066;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2010;11.4
1067;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europa (exclusief Nederland);2011;13.2
1068;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2000;3.9
1069;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2001;4.8
1070;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2002;4.7
1071;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2003;5.9
1072;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2004;7.8
1073;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2005;8.6
1074;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2006;10.6
1075;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2007;10.2
1076;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2008;9.5
1077;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2009;8.4
1078;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2010;8.8
1079;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Europese Unie (exclusief Nederland);2011;9.9
1080;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2000;0.0
1081;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2001;0.0
1082;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2002;0.0
1083;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2003;0.0
1084;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2004;0.0
1085;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2005;0.0
1086;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2006;0.1
1087;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2007;0.1
1088;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2008;0.1
1089;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2009;0.1
1090;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2010;0.1
1091;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Midden- en Oost-Europese landen in de EU;2011;0.1
1092;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2000;0.6
1093;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2001;0.6
1094;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2002;0.7
1095;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2003;0.9
1096;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2004;1.1
1097;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2005;2.1
1098;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2006;3.3
1099;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2007;3.6
1100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2008;3.5
1101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2009;2.9
1102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2010;3.1
1103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;België;2011;3.6
1104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2000;0.1
1105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2001;0.1
1106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2002;0.1
1107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2003;0.1
1108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2004;0.1
1109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2005;0.2
1110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2006;0.2
1111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2007;0.2
1112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2008;0.2
1113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2009;0.2
1114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2010;0.2
1115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Canada;2011;0.2
1116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2000;0.3
1117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2001;0.3
1118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2002;0.4
1119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2003;0.5
1120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2004;0.6
1121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2005;0.7
1122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2006;1.0
1123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2007;1.0
1124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2008;1.0
1125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2009;1.2
1126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2010;1.4
1127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;China;2011;1.9
1128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2000;0.6
1129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2001;0.7
1130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2002;0.7
1131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2003;0.8
1132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2004;0.8
1133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2005;0.9
1134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2006;1.1
1135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2007;1.0
1136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2008;1.0
1137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2009;1.0
1138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2010;1.1
1139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Duitsland;2011;1.3
1140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2000;0.2
1141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2001;0.2
1142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2002;0.3
1143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2003;0.4
1144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2004;0.4
1145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2005;0.6
1146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2006;0.6
1147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2007;0.5
1148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2008;0.5
1149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2009;0.5
1150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2010;0.5
1151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Frankrijk;2011;0.6
1152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2000;0.2
1153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2001;0.2
1154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2002;0.2
1155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2003;0.2
1156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2004;0.2
1157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2005;0.3
1158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2006;0.5
1159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2007;1.0
1160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2008;1.3
1161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2009;1.7
1162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2010;1.8
1163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;India;2011;1.9
1164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2000;0.1
1165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2001;0.1
1166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2002;0.1
1167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2003;0.1
1168;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2004;0.1
1169;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2005;0.1
1170;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2006;0.1
1171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2007;0.1
1172;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2008;0.1
1173;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2009;0.1
1174;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2010;0.1
1175;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Italië;2011;0.1
1176;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2000;2.1
1177;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2001;2.6
1178;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2002;3.3
1179;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2003;4.4
1180;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2004;5.0
1181;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2005;4.8
1182;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2006;4.1
1183;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2007;3.4
1184;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2008;3.2
1185;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2009;3.0
1186;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2010;3.4
1187;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2011;3.6
1188;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2000;0.6
1189;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2001;0.7
1190;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2002;0.6
1191;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2003;0.6
1192;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2004;0.8
1193;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2005;0.8
1194;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2006;0.7
1195;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2007;0.8
1196;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2008;0.8
1197;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2009;0.7
1198;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2010;0.8
1199;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Marokko;2011;0.9
1200;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2000;0.0
1201;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2001;0.0
1202;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2002;0.0
1203;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2003;0.0
1204;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2004;0.0
1205;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2005;0.0
1206;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2006;0.0
1207;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2007;0.0
1208;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2008;0.0
1209;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2009;0.0
1210;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2010;0.0
1211;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Polen;2011;0.0
1212;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2000;0.1
1213;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2001;0.1
1214;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2002;0.1
1215;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2003;0.1
1216;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2004;0.1
1217;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2005;0.1
1218;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2006;0.1
1219;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2007;0.1
1220;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2008;0.1
1221;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2009;0.1
1222;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2010;0.2
1223;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Portugal;2011;0.1
1224;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Spanje;2000;0.2
1225;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Spanje;2001;0.2
1226;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Spanje;2002;0.3
