ID;InstitutionalSectors;NotConsolidatedConsolidated;BalanceSheetsAndTransactions;Periods;Total_1;Total_2;MonetaryGold_3;SpecialDrawingRightsSDRs_4;Total_5;Currency_6;TransferableDeposits_7;Total_8;SavingsDeposits_9;OtherDeposits_10;Total_11;ShortTermSecurities_12;LongTermSecurities_13;Total_14;ShortTermLoans_15;LongTermLoans_16;Total_17;Total_18;ListedShares_19;UnlistedShares_20;OtherEquity_21;Total_22;MoneyMarketFundMMFSharesOrUnits_23;NonMMFInvestmentFundSharesUnits_24;Total_25;NonLifeInsuranceTechnicalReserves_26;LifeInsuranceAndAnnuityEntitlements_27;PensionEntitlementsAndClaims_28;ProvisionsForCallsUnderGuarantees_29;Total_30;Total_31;Options_32;Forwards_33;EmployeeStockOptions_34;Total_35;TradeCreditsAndAdvances_36;OtherReceivablePayable_37;Totaal_38;Total_39;MonetaryGold_40;SpecialDrawingRightsSDRs_41;Total_42;Currency_43;TransferableDeposits_44;Total_45;SavingsDeposits_46;OtherDeposits_47;Total_48;ShortTermSecurities_49;LongTermSecurities_50;Total_51;ShortTermLoans_52;LongTermLoans_53;Total_54;Total_55;ListedShares_56;UnlistedShares_57;OtherEquity_58;Total_59;MoneyMarketFundMMFSharesOrUnits_60;NonMMFInvestmentFundSharesUnits_61;Total_62;NonLifeInsuranceTechnicalReserves_63;LifeInsuranceAndAnnuityEntitlements_64;PensionEntitlementsAndClaims_65;ProvisionsForCallsUnderGuarantees_66;Total_67;Total_68;Options_69;Forwards_70;EmployeeStock_71;Total_72;TradeCreditsAndAdvances_73;OtherReceivablePayable_74;NetWorth_75
1951;The non-financial corporations sector;Consolidated;Financial transactions;2012 2nd quarter;11206.0;;;;-5195.0;96.0;1703.0;-6994.0;;-6994.0;156.0;69.0;87.0;5248.0;4865.0;383.0;7870.0;7533.0;-157.0;7690.0;0.0;337.0;365.0;-28.0;183.0;21.0;;162.0;0.0;874.0;874.0;18.0;856.0;;2070.0;-1050.0;3120.0;637.0;;;;;;;;;;-486.0;887.0;-1373.0;6274.0;7040.0;-766.0;-5843.0;-5843.0;582.0;-7013.0;588.0;;;;21.0;;;21.0;;8.0;5.0;5.0;;3.0;663.0;160.0;503.0;10569.0
1952;The non-financial corporations sector;Consolidated;Financial transactions;2012 3rd quarter;6691.0;;;;-1552.0;94.0;491.0;-2137.0;;-2137.0;40.0;31.0;9.0;1651.0;-1896.0;3547.0;1912.0;1259.0;-156.0;1415.0;0.0;653.0;665.0;-12.0;212.0;62.0;;150.0;0.0;808.0;808.0;12.0;796.0;;3620.0;-1055.0;4675.0;-12342.0;;;;;;;;;;4792.0;1317.0;3475.0;-8383.0;-3641.0;-4742.0;1035.0;1035.0;5359.0;-4392.0;68.0;;;;20.0;;;20.0;;-34.0;-37.0;-37.0;;3.0;-9772.0;-2042.0;-7730.0;19033.0
1953;The non-financial corporations sector;Consolidated;Financial transactions;2012 4th quarter;21415.0;;;;3631.0;58.0;3972.0;-399.0;;-399.0;444.0;180.0;264.0;1998.0;1535.0;463.0;8918.0;8334.0;-190.0;8535.0;-11.0;584.0;294.0;290.0;278.0;120.0;;158.0;0.0;507.0;507.0;33.0;474.0;;5639.0;866.0;4773.0;1538.0;;;;;;;;;;1780.0;469.0;1311.0;-6028.0;-3044.0;-2984.0;-2722.0;-2722.0;3827.0;-6226.0;-323.0;;;;19.0;;;19.0;;1.0;-4.0;-4.0;;5.0;8488.0;-539.0;9027.0;19877.0
1954;The non-financial corporations sector;Consolidated;Financial transactions;2012;61571.0;;;;-4.0;280.0;4994.0;-5278.0;;-5278.0;648.0;289.0;359.0;10924.0;9134.0;1790.0;30229.0;28111.0;-659.0;28781.0;-11.0;2118.0;1755.0;363.0;1186.0;564.0;;622.0;0.0;297.0;297.0;78.0;219.0;;18291.0;1662.0;16629.0;4944.0;;;;;;;;;;9505.0;3442.0;6063.0;-527.0;5478.0;-6005.0;-4711.0;-4711.0;11226.0;-16802.0;865.0;;;;80.0;;;80.0;;-18.0;-20.0;-20.0;;2.0;615.0;947.0;-332.0;56627.0
1955;The non-financial corporations sector;Consolidated;Financial transactions;2013 1st quarter;28476.0;;;;5422.0;-48.0;2237.0;3233.0;;3233.0;76.0;81.0;-5.0;7689.0;8523.0;-834.0;11858.0;11993.0;-24.0;12017.0;0.0;-135.0;37.0;-172.0;422.0;268.0;;154.0;0.0;-77.0;-77.0;-26.0;-51.0;;3086.0;2531.0;555.0;13923.0;;;;;;;;;;2656.0;514.0;2142.0;4700.0;5720.0;-1020.0;6162.0;6162.0;6743.0;-614.0;33.0;;;;20.0;;;20.0;;7.0;0.0;0.0;;7.0;378.0;1353.0;-975.0;14553.0
1956;The non-financial corporations sector;Consolidated;Financial transactions;2013 2nd quarter;3310.0;;;;-1379.0;-14.0;-1049.0;-316.0;;-316.0;1147.0;484.0;663.0;2125.0;879.0;1246.0;-2144.0;-2106.0;63.0;-2169.0;0.0;-38.0;-15.0;-23.0;78.0;-86.0;;164.0;0.0;46.0;46.0;17.0;29.0;;3437.0;-873.0;4310.0;3799.0;;;;;;;;;;-97.0;33.0;-130.0;2304.0;1766.0;538.0;2552.0;2552.0;5223.0;-2904.0;233.0;;;;21.0;;;21.0;;2.0;-4.0;-4.0;;6.0;-983.0;515.0;-1498.0;-489.0
1957;The non-financial corporations sector;Consolidated;Financial transactions;2013 3rd quarter;21008.0;;;;-865.0;104.0;-720.0;-249.0;;-249.0;-4.0;54.0;-58.0;9609.0;6690.0;2919.0;16310.0;16197.0;1.0;16196.0;0.0;113.0;256.0;-143.0;86.0;-65.0;;151.0;0.0;55.0;55.0;14.0;41.0;;-4183.0;-710.0;-3473.0;2257.0;;;;;;;;;;1167.0;-167.0;1334.0;6349.0;4248.0;2101.0;1379.0;1379.0;-7558.0;8859.0;78.0;;;;19.0;;;19.0;;6.0;-1.0;-1.0;;7.0;-6663.0;-786.0;-5877.0;18751.0
1958;The non-financial corporations sector;Consolidated;Financial transactions;2013 4th quarter;19609.0;;;;8239.0;75.0;6975.0;1189.0;;1189.0;486.0;221.0;265.0;5777.0;6384.0;-607.0;2003.0;2079.0;-9.0;2164.0;-76.0;-76.0;103.0;-179.0;-19.0;-166.0;;147.0;0.0;51.0;51.0;6.0;45.0;;3072.0;-347.0;3419.0;5526.0;;;;;;;;;;-2284.0;471.0;-2755.0;10189.0;-67.0;10256.0;-4402.0;-4402.0;401.0;-4913.0;110.0;;;;18.0;;;18.0;;1.0;-5.0;-5.0;;6.0;2004.0;-854.0;2858.0;14083.0
1959;The non-financial corporations sector;Consolidated;Financial transactions;2013;72403.0;;;;11417.0;117.0;7443.0;3857.0;;3857.0;1705.0;840.0;865.0;25200.0;22476.0;2724.0;28027.0;28163.0;31.0;28208.0;-76.0;-136.0;381.0;-517.0;567.0;-49.0;;616.0;0.0;75.0;75.0;11.0;64.0;;5412.0;601.0;4811.0;25505.0;;;;;;;;;;1442.0;851.0;591.0;23542.0;11667.0;11875.0;5691.0;5691.0;4809.0;428.0;454.0;;;;78.0;;;78.0;;16.0;-10.0;-10.0;;26.0;-5264.0;228.0;-5492.0;46898.0
1960;The non-financial corporations sector;Consolidated;Financial transactions;2014 1st quarter;11672.0;;;;-5849.0;-213.0;-2286.0;-3350.0;;-3350.0;624.0;-22.0;646.0;-5801.0;-4373.0;-1428.0;14608.0;15335.0;-22.0;15356.0;1.0;-727.0;-480.0;-247.0;1358.0;1237.0;;121.0;0.0;-22.0;-22.0;-4.0;-18.0;;6754.0;2393.0;4361.0;605.0;;;;;;;;;;-5078.0;-1401.0;-3677.0;1779.0;2448.0;-669.0;2146.0;2146.0;-1047.0;2436.0;757.0;;;;23.0;;;23.0;;-4.0;0.0;0.0;;-4.0;1739.0;1348.0;391.0;11067.0
1961;The non-financial corporations sector;Consolidated;Financial transactions;2014 2nd quarter;25037.0;;;;934.0;-22.0;2108.0;-1152.0;;-1152.0;569.0;713.0;-144.0;9027.0;4309.0;4718.0;12753.0;12310.0;-9.0;12256.0;63.0;443.0;437.0;6.0;-135.0;-265.0;;130.0;0.0;-65.0;-65.0;-8.0;-57.0;;1954.0;-652.0;2606.0;22474.0;;;;;;;;;;881.0;263.0;618.0;9735.0;10807.0;-1072.0;11446.0;11446.0;810.0;10051.0;585.0;;;;25.0;;;25.0;;4.0;4.0;4.0;;0.0;383.0;526.0;-143.0;2563.0
1962;The non-financial corporations sector;Consolidated;Financial transactions;2014 3rd quarter;13892.0;;;;-4349.0;-83.0;3271.0;-7537.0;;-7537.0;-1233.0;-1365.0;132.0;-5806.0;1287.0;-7093.0;21158.0;20634.0;-38.0;20862.0;-190.0;524.0;296.0;228.0;-208.0;-329.0;;121.0;0.0;-57.0;-57.0;-27.0;-30.0;;4387.0;-309.0;4696.0;-3771.0;;;;;;;;;;2041.0;338.0;1703.0;-3914.0;-3404.0;-510.0;1136.0;1136.0;-578.0;1363.0;351.0;;;;23.0;;;23.0;;-2.0;0.0;0.0;;-2.0;-3055.0;-387.0;-2668.0;17663.0
1963;The non-financial corporations sector;Consolidated;Financial transactions;2014 4th quarter;-2481.0;;;;-2060.0;-49.0;921.0;-2932.0;;-2932.0;1172.0;188.0;984.0;-6832.0;-120.0;-6712.0;6092.0;6277.0;105.0;6109.0;63.0;-185.0;-52.0;-133.0;-101.0;-230.0;;129.0;0.0;-39.0;-39.0;2.0;-41.0;;-713.0;-810.0;97.0;-4855.0;;;;;;;;;;878.0;1083.0;-205.0;-12098.0;-12901.0;803.0;2107.0;2107.0;-7427.0;9208.0;326.0;;;;25.0;;;25.0;;0.0;3.0;3.0;;-3.0;4233.0;-1164.0;5397.0;2374.0
1964;The non-financial corporations sector;Consolidated;Financial transactions;2014;48120.0;;;;-11324.0;-367.0;4014.0;-14971.0;;-14971.0;1132.0;-486.0;1618.0;-9412.0;1103.0;-10515.0;54611.0;54556.0;36.0;54583.0;-63.0;55.0;201.0;-146.0;914.0;413.0;;501.0;0.0;-183.0;-183.0;-37.0;-146.0;;12382.0;622.0;11760.0;14453.0;;;;;;;;;;-1278.0;283.0;-1561.0;-4498.0;-3050.0;-1448.0;16835.0;16835.0;-8242.0;23058.0;2019.0;;;;96.0;;;96.0;;-2.0;7.0;7.0;;-9.0;3300.0;323.0;2977.0;33667.0
1965;The non-financial corporations sector;Consolidated;Financial transactions;2015 1st quarter;31576.0;;;;3291.0;-517.0;6345.0;-2537.0;;-2537.0;33.0;-323.0;356.0;14294.0;1831.0;12463.0;17738.0;16901.0;5.0;16858.0;38.0;837.0;1070.0;-233.0;1321.0;1236.0;;85.0;0.0;-9239.0;-9239.0;-1.0;-9238.0;;4138.0;706.0;3432.0;14158.0;;;;;;;;;;-1671.0;936.0;-2607.0;5369.0;6144.0;-775.0;16034.0;16034.0;5040.0;10949.0;45.0;;;;3.0;;;3.0;;17.0;18.0;18.0;;-1.0;-5594.0;-98.0;-5496.0;17418.0
1966;The non-financial corporations sector;Consolidated;Financial transactions;2015 2nd quarter;19425.0;;;;-1786.0;-95.0;-983.0;-708.0;;-708.0;619.0;119.0;500.0;13754.0;2882.0;10872.0;2076.0;1482.0;-40.0;1520.0;2.0;594.0;1037.0;-443.0;-272.0;-362.0;;90.0;0.0;5529.0;5529.0;-11.0;5540.0;;-495.0;472.0;-967.0;12778.0;;;;;;;;;;7062.0;-206.0;7268.0;2403.0;-5766.0;8169.0;1488.0;1488.0;602.0;1389.0;-503.0;;;;3.0;;;3.0;;-11.0;-10.0;-10.0;;-1.0;1833.0;1000.0;833.0;6647.0
1967;The non-financial corporations sector;Consolidated;Financial transactions;2015 3rd quarter;44138.0;;;;674.0;-128.0;-2490.0;3292.0;;3292.0;-886.0;-592.0;-294.0;5520.0;-4660.0;10180.0;38315.0;37171.0;-4.0;37173.0;2.0;1144.0;1393.0;-249.0;-367.0;-450.0;;83.0;0.0;3243.0;3243.0;-6.0;3249.0;;-2361.0;-1920.0;-441.0;27619.0;;;;;;;;;;-946.0;-807.0;-139.0;131.0;-3355.0;3486.0;33295.0;33295.0;-309.0;34626.0;-1022.0;;;;3.0;;;3.0;;7.0;8.0;8.0;;-1.0;-4871.0;-735.0;-4136.0;16519.0
1968;The non-financial corporations sector;Consolidated;Financial transactions;2015 4th quarter;3442.0;;;;-14939.0;137.0;-9851.0;-5225.0;;-5225.0;1480.0;564.0;916.0;8085.0;4672.0;3413.0;10279.0;10064.0;-83.0;10148.0;-1.0;215.0;893.0;-678.0;-448.0;-531.0;;83.0;0.0;-1254.0;-1254.0;20.0;-1274.0;;239.0;-243.0;482.0;-5915.0;;;;;;;;;;1092.0;-1568.0;2660.0;-28394.0;-17038.0;-11356.0;12900.0;12900.0;8350.0;4272.0;278.0;;;;2.0;;;2.0;;8.0;9.0;9.0;;-1.0;8477.0;66.0;8411.0;9357.0
1969;The non-financial corporations sector;Consolidated;Financial transactions;2015;98581.0;;;;-12760.0;-603.0;-6979.0;-5178.0;;-5178.0;1246.0;-232.0;1478.0;41653.0;4725.0;36928.0;68408.0;65618.0;-122.0;65699.0;41.0;2790.0;4393.0;-1603.0;234.0;-107.0;;341.0;0.0;-1721.0;-1721.0;2.0;-1723.0;;1521.0;-985.0;2506.0;48640.0;;;;;;;;;;5537.0;-1645.0;7182.0;-20491.0;-20015.0;-476.0;63717.0;63717.0;13683.0;51236.0;-1202.0;;;;11.0;;;11.0;;21.0;25.0;25.0;;-4.0;-155.0;233.0;-388.0;49941.0
1970;The non-financial corporations sector;Consolidated;Financial transactions;2016 1st quarter;25560.0;;;;11136.0;-439.0;12529.0;-954.0;;-954.0;518.0;255.0;263.0;-3236.0;6028.0;-9264.0;16990.0;17119.0;40.0;17079.0;0.0;-129.0;-97.0;-32.0;1377.0;1251.0;;126.0;0.0;49.0;49.0;8.0;41.0;;-1274.0;1302.0;-2576.0;10651.0;;;;;;;;;;-1015.0;94.0;-1109.0;8286.0;10388.0;-2102.0;12019.0;12019.0;-1311.0;12953.0;377.0;;;;19.0;;;19.0;;9.0;3.0;3.0;;6.0;-8667.0;61.0;-8728.0;14909.0
1971;The non-financial corporations sector;Consolidated;Financial transactions;2016 2nd quarter;-4730.0;;;;754.0;-42.0;285.0;511.0;;511.0;-317.0;-135.0;-182.0;-10238.0;4629.0;-14867.0;4145.0;3036.0;12.0;3024.0;0.0;1109.0;1120.0;-11.0;-105.0;-242.0;;137.0;0.0;30.0;30.0;12.0;18.0;;1001.0;-390.0;1391.0;-8554.0;;;;;;;;;;332.0;-300.0;632.0;-11407.0;-15072.0;3665.0;1564.0;1564.0;3850.0;-2374.0;88.0;;;;21.0;;;21.0;;18.0;12.0;12.0;;6.0;918.0;144.0;774.0;3824.0
1972;The non-financial corporations sector;Consolidated;Financial transactions;2016 3rd quarter;89491.0;;;;748.0;7.0;789.0;-48.0;;-48.0;-612.0;-261.0;-351.0;6731.0;-1827.0;8558.0;81168.0;81135.0;12.0;81123.0;0.0;33.0;15.0;18.0;0.0;-126.0;;126.0;0.0;2616.0;2616.0;7.0;2609.0;;-1160.0;-234.0;-926.0;74011.0;;;;;;;;;;6515.0;-1699.0;8214.0;7825.0;6614.0;1211.0;62045.0;62045.0;5582.0;56183.0;280.0;;;;19.0;;;19.0;;8.0;3.0;3.0;;5.0;-2401.0;-558.0;-1843.0;15480.0
1973;The non-financial corporations sector;Consolidated;Financial transactions;2016 4th quarter;26097.0;;;;3437.0;112.0;900.0;2425.0;;2425.0;-1778.0;-759.0;-1019.0;21262.0;4209.0;17053.0;-433.0;-2061.0;-32.0;-2029.0;0.0;1628.0;620.0;1008.0;-258.0;-393.0;;135.0;0.0;86.0;86.0;57.0;29.0;;3781.0;1912.0;1869.0;14935.0;;;;;;;;;;4518.0;1507.0;3011.0;-10915.0;-8747.0;-2168.0;9423.0;9423.0;1568.0;7284.0;571.0;;;;21.0;;;21.0;;12.0;7.0;7.0;;5.0;11876.0;890.0;10986.0;11162.0
1974;The non-financial corporations sector;Consolidated;Financial transactions;2016;136418.0;;;;16075.0;-362.0;14503.0;1934.0;;1934.0;-2189.0;-900.0;-1289.0;14519.0;13039.0;1480.0;101870.0;99229.0;32.0;99197.0;0.0;2641.0;1658.0;983.0;1014.0;490.0;;524.0;0.0;2781.0;2781.0;84.0;2697.0;;2348.0;2590.0;-242.0;91043.0;;;;;;;;;;10350.0;-398.0;10748.0;-6211.0;-6817.0;606.0;85051.0;85051.0;9689.0;74046.0;1316.0;;;;80.0;;;80.0;;47.0;25.0;25.0;;22.0;1726.0;537.0;1189.0;45375.0
1975;The non-financial corporations sector;Consolidated;Financial transactions;2017 1st quarter;41138.0;;;;9359.0;-125.0;3477.0;6007.0;;6007.0;3518.0;1501.0;2017.0;8072.0;1826.0;6246.0;8825.0;7294.0;-48.0;7342.0;0.0;1531.0;1275.0;256.0;1799.0;1708.0;;91.0;0.0;79.0;79.0;-87.0;166.0;;9486.0;5081.0;4405.0;22143.0;;;;;;;;;;-2808.0;-2366.0;-442.0;14162.0;15402.0;-1240.0;13322.0;13322.0;185.0;12561.0;576.0;;;;23.0;;;23.0;;-2.0;-2.0;-2.0;;0.0;-2554.0;3325.0;-5879.0;18995.0
1976;The non-financial corporations sector;Consolidated;Financial transactions;2017 2nd quarter;12828.0;;;;-1686.0;-6.0;1465.0;-3145.0;;-3145.0;342.0;-142.0;484.0;-4543.0;4257.0;-8800.0;16191.0;16055.0;-9.0;16064.0;0.0;136.0;1687.0;-1551.0;1350.0;1259.0;;91.0;0.0;86.0;86.0;34.0;52.0;;1088.0;-1332.0;2420.0;6916.0;;;;;;;;;;-477.0;-893.0;416.0;4695.0;1467.0;3228.0;3996.0;3996.0;682.0;3089.0;225.0;;;;23.0;;;23.0;;6.0;6.0;6.0;;0.0;-1327.0;-702.0;-625.0;5912.0
1977;The non-financial corporations sector;Consolidated;Financial transactions;2017 3rd quarter;35152.0;;;;8481.0;-42.0;5839.0;2684.0;;2684.0;1600.0;631.0;969.0;14560.0;11782.0;2778.0;7280.0;7627.0;-21.0;7638.0;10.0;-347.0;-385.0;38.0;-433.0;-524.0;;91.0;0.0;53.0;53.0;24.0;29.0;;3611.0;-189.0;3800.0;11320.0;;;;;;;;;;3048.0;225.0;2823.0;1271.0;2512.0;-1241.0;10019.0;10019.0;-1578.0;11615.0;-18.0;;;;23.0;;;23.0;;-6.0;-6.0;-6.0;;0.0;-3035.0;-41.0;-2994.0;23832.0
1978;The non-financial corporations sector;Consolidated;Financial transactions;2017 4th quarter;4298.0;;;;936.0;85.0;-1439.0;2290.0;;2290.0;-491.0;-246.0;-245.0;18357.0;10602.0;7755.0;-8709.0;-5982.0;-6.0;-5981.0;5.0;-2727.0;-1900.0;-827.0;-620.0;-709.0;;89.0;0.0;-412.0;-412.0;7.0;-419.0;;-4763.0;-2160.0;-2603.0;-7778.0;;;;;;;;;;2598.0;1436.0;1162.0;-14772.0;-15306.0;534.0;-2439.0;-2439.0;-1130.0;-2435.0;1126.0;;;;22.0;;;22.0;;-12.0;-12.0;-12.0;;0.0;6825.0;-2402.0;9227.0;12076.0
1979;The non-financial corporations sector;Consolidated;Financial transactions;2017;93416.0;;;;17090.0;-88.0;9342.0;7836.0;;7836.0;4969.0;1744.0;3225.0;36446.0;28467.0;7979.0;23587.0;24994.0;-84.0;25063.0;15.0;-1407.0;677.0;-2084.0;2096.0;1734.0;;362.0;0.0;-194.0;-194.0;-22.0;-172.0;;9422.0;1400.0;8022.0;32601.0;;;;;;;;;;2361.0;-1598.0;3959.0;5356.0;4075.0;1281.0;24898.0;24898.0;-1841.0;24830.0;1909.0;;;;91.0;;;91.0;;-14.0;-14.0;-14.0;;0.0;-91.0;180.0;-271.0;60815.0
1980;The non-financial corporations sector;Consolidated;Total other changes;1995;3906.0;;;;224.0;-2.0;239.0;-13.0;;-13.0;271.0;-1.0;272.0;2530.0;-302.0;2832.0;390.0;390.0;27.0;363.0;0.0;0.0;0.0;0.0;1461.0;0.0;;1461.0;0.0;-970.0;-970.0;;;;0.0;0.0;0.0;28318.0;;;;;;;;;;216.0;33.0;183.0;841.0;-1021.0;1862.0;26486.0;26486.0;20411.0;6023.0;52.0;;;;0.0;;;0.0;;0.0;0.0;;;;775.0;0.0;775.0;-24412.0
1981;The non-financial corporations sector;Consolidated;Total other changes;1996;8898.0;;;;2.0;-17.0;78.0;-59.0;;-59.0;59.0;-1.0;60.0;-1488.0;-899.0;-589.0;5197.0;5197.0;29.0;5168.0;0.0;0.0;0.0;0.0;5069.0;4.0;;5065.0;0.0;562.0;562.0;;;;-503.0;0.0;-503.0;63172.0;;;;;;;;;;220.0;76.0;144.0;-864.0;-134.0;-730.0;63147.0;63147.0;60150.0;2959.0;38.0;;;;0.0;;;0.0;;0.0;0.0;;;;669.0;0.0;669.0;-54274.0
1982;The non-financial corporations sector;Consolidated;Total other changes;1997;6380.0;;;;77.0;-11.0;219.0;-131.0;;-131.0;-29.0;0.0;-29.0;-592.0;-1499.0;907.0;1206.0;1206.0;10.0;1196.0;0.0;0.0;0.0;0.0;4365.0;0.0;;4365.0;0.0;1353.0;1353.0;;;;0.0;0.0;0.0;94744.0;;;;;;;;;;38.0;-118.0;156.0;-2958.0;-1275.0;-1683.0;97886.0;97886.0;92747.0;5099.0;40.0;;;;0.0;;;0.0;;0.0;0.0;;;;-222.0;0.0;-222.0;-88364.0
1983;The non-financial corporations sector;Consolidated;Total other changes;1998;-28167.0;;;;4701.0;-40.0;9051.0;-4310.0;;-4310.0;521.0;431.0;90.0;-13983.0;-4195.0;-9788.0;-18686.0;-18686.0;355.0;-19041.0;0.0;0.0;0.0;0.0;4419.0;-25.0;;4444.0;0.0;-3885.0;-3885.0;;;;-1254.0;0.0;-1254.0;29770.0;;;;;;;;;;3382.0;-25.0;3407.0;2430.0;2126.0;304.0;31185.0;31185.0;24527.0;6932.0;-274.0;;;;0.0;;;0.0;;0.0;0.0;;;;-7227.0;0.0;-7227.0;-57937.0
1984;The non-financial corporations sector;Consolidated;Total other changes;1999 1st quarter;8328.0;;;;95.0;0.0;98.0;-3.0;;;-32.0;10.0;-42.0;1441.0;419.0;1022.0;1321.0;1321.0;-471.0;1792.0;0.0;0.0;0.0;0.0;1353.0;-84.0;;1437.0;0.0;3689.0;3689.0;;;;461.0;-3.0;464.0;31272.0;;;;;;;;;;352.0;-1.0;353.0;-136.0;-16.0;-120.0;26230.0;26230.0;19510.0;6717.0;3.0;;;;0.0;;;0.0;;0.0;0.0;;;;4826.0;-8.0;4834.0;-22944.0
1985;The non-financial corporations sector;Consolidated;Total other changes;1999 2nd quarter;12329.0;;;;-98.0;0.0;-95.0;-3.0;;;-153.0;12.0;-165.0;1934.0;846.0;1088.0;4331.0;4331.0;1004.0;3327.0;0.0;0.0;0.0;0.0;1423.0;-14.0;;1437.0;0.0;4534.0;4534.0;;;;358.0;0.0;358.0;51117.0;;;;;;;;;;35.0;0.0;35.0;851.0;199.0;652.0;45233.0;45233.0;36614.0;8617.0;2.0;;;;0.0;;;0.0;;0.0;0.0;;;;4998.0;0.0;4998.0;-38788.0
1986;The non-financial corporations sector;Consolidated;Total other changes;1999 3rd quarter;11405.0;;;;-282.0;0.0;-279.0;-3.0;;;-252.0;10.0;-262.0;2192.0;977.0;1215.0;2579.0;2579.0;-1092.0;3671.0;0.0;0.0;0.0;0.0;1508.0;71.0;;1437.0;0.0;5337.0;5337.0;;;;323.0;0.0;323.0;3437.0;;;;;;;;;;-138.0;0.0;-138.0;1714.0;231.0;1483.0;-3241.0;-3241.0;-11992.0;8748.0;3.0;;;;0.0;;;0.0;;0.0;0.0;;;;5102.0;0.0;5102.0;7968.0
1987;The non-financial corporations sector;Consolidated;Total other changes;1999 4th quarter;19948.0;;;;280.0;0.0;283.0;-3.0;;;-298.0;6.0;-304.0;1932.0;823.0;1109.0;9569.0;9569.0;6699.0;2870.0;0.0;0.0;0.0;0.0;1565.0;128.0;;1437.0;0.0;6614.0;6614.0;;;;286.0;0.0;286.0;110091.0;;;;;;;;;;-407.0;0.0;-407.0;2195.0;207.0;1988.0;103054.0;103054.0;96216.0;6835.0;3.0;;;;0.0;;;0.0;;0.0;0.0;;;;5249.0;0.0;5249.0;-90143.0
1988;The non-financial corporations sector;Consolidated;Total other changes;1999;44352.0;;;;-5.0;0.0;7.0;-12.0;;-12.0;-735.0;38.0;-773.0;7499.0;3065.0;4434.0;10142.0;10142.0;108.0;10034.0;0.0;0.0;0.0;0.0;5849.0;101.0;;5748.0;0.0;20174.0;20174.0;;;;1428.0;-3.0;1431.0;188259.0;;;;;;;;;;-158.0;-1.0;-157.0;4624.0;621.0;4003.0;163618.0;163618.0;134316.0;29291.0;11.0;;;;0.0;;;0.0;;0.0;0.0;;;;20175.0;-8.0;20183.0;-143907.0
1989;The non-financial corporations sector;Consolidated;Total other changes;2000 1st quarter;7346.0;;;;796.0;0.0;803.0;-7.0;;;-136.0;-23.0;-113.0;777.0;373.0;404.0;2108.0;2108.0;1031.0;1077.0;0.0;0.0;0.0;0.0;-911.0;0.0;;-911.0;0.0;4812.0;4812.0;;;;-100.0;0.0;-100.0;33849.0;;;;;;;;;;-632.0;0.0;-632.0;1204.0;-138.0;1342.0;33277.0;33277.0;34178.0;-905.0;4.0;;;;0.0;;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;-26503.0
1990;The non-financial corporations sector;Consolidated;Total other changes;2000 2nd quarter;-8590.0;;;;-394.0;0.0;-386.0;-8.0;;;-334.0;1.0;-335.0;262.0;94.0;168.0;138.0;138.0;574.0;-436.0;0.0;0.0;0.0;0.0;-911.0;0.0;;-911.0;0.0;-7251.0;-7251.0;;;;-100.0;0.0;-100.0;-9818.0;;;;;;;;;;-1043.0;0.0;-1043.0;1441.0;-357.0;1798.0;-10216.0;-10216.0;-8242.0;-1978.0;4.0;;;;0.0;;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;1228.0
1991;The non-financial corporations sector;Consolidated;Total other changes;2000 3rd quarter;-3715.0;;;;350.0;0.0;357.0;-7.0;;;-121.0;7.0;-128.0;-606.0;-529.0;-77.0;-1339.0;-1339.0;-463.0;-876.0;0.0;0.0;0.0;0.0;-911.0;0.0;;-911.0;0.0;-988.0;-988.0;;;;-100.0;0.0;-100.0;-21900.0;;;;;;;;;;270.0;0.0;270.0;4228.0;1580.0;2648.0;-26398.0;-26398.0;-22581.0;-3821.0;4.0;;;;0.0;;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;18185.0
1992;The non-financial corporations sector;Consolidated;Total other changes;2000 4th quarter;-11312.0;;;;-605.0;0.0;-597.0;-8.0;;;-89.0;10.0;-99.0;-611.0;-467.0;-144.0;-3929.0;-3929.0;-2418.0;-1511.0;0.0;0.0;0.0;0.0;-912.0;0.0;;-912.0;0.0;-5066.0;-5066.0;;;;-100.0;0.0;-100.0;-42961.0;;;;;;;;;;-655.0;0.0;-655.0;1439.0;553.0;886.0;-43745.0;-43745.0;-44496.0;746.0;5.0;;;;0.0;;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;31649.0
1993;The non-financial corporations sector;Consolidated;Total other changes;2000;-15181.0;;;;147.0;0.0;177.0;-30.0;;-30.0;-680.0;-5.0;-675.0;-178.0;-529.0;351.0;-1932.0;-1932.0;-186.0;-1746.0;0.0;0.0;0.0;0.0;-3645.0;0.0;;-3645.0;0.0;-8493.0;-8493.0;;;;-400.0;0.0;-400.0;-39740.0;;;;;;;;;;-2060.0;0.0;-2060.0;8312.0;1638.0;6674.0;-45992.0;-45992.0;-40051.0;-5958.0;17.0;;;;0.0;;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;24559.0
