ID;Geslacht;Onderwijssoort;Opleidingsfase;Opleidingsvorm;Perioden;TotaalIngeschrevenen_1
1260;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;27480
1261;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;24090
1262;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;22130
1263;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;20010
1264;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;18920
1265;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;19020
1266;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;20330
1267;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;21940
1268;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;24150
1269;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;27250
1270;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;29640
1271;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2022/'23;29540
1272;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2023/'24;29180
1273;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2024/'25;28490
1274;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;5100
1275;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;4890
1276;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;4710
1277;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;4330
1278;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;4390
1279;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;4450
1280;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;4850
1281;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;5250
1282;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;5830
1283;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;6570
1284;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;6820
1285;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2022/'23;7130
1286;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2023/'24;7400
1287;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2024/'25;7440
1288;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;8620
1289;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;7780
1290;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;8030
1291;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;8230
1292;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;8270
1293;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;8120
1294;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;7780
1295;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;8000
1296;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;8450
1297;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;8770
1298;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;9490
1299;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2022/'23;9280
1300;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2023/'24;9250
1301;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2024/'25;9450
1302;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;1000
1303;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;1010
1304;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;1140
1305;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;1220
1306;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;1130
1307;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;1210
1308;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;1380
1309;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;1590
1310;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;1770
1311;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;2130
1312;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;2330
1313;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2022/'23;2270
1314;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2023/'24;2510
1315;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2024/'25;2710
1316;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;6820
1317;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;5880
1318;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;6010
1319;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;6140
1320;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;6210
1321;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;5860
1322;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;5200
1323;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;5060
1324;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;5150
1325;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;5050
1326;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;5600
1327;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2022/'23;5420
1328;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2023/'24;5140
1329;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2024/'25;5140
1330;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;800
1331;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;890
1332;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;880
1333;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;870
1334;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;940
1335;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;1050
1336;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;1200
1337;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;1350
1338;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;1530
1339;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;1590
1340;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;1570
1341;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2022/'23;1590
1342;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2023/'24;1610
1343;Vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2024/'25;1600
1344;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2011/'12;126540
1345;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2012/'13;124240
1346;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2013/'14;128520
1347;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2014/'15;131390
1348;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2015/'16;133550
1349;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2016/'17;137380
1350;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2017/'18;144190
1351;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2018/'19;152980
1352;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2019/'20;160980
1353;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2020/'21;175430
1354;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2021/'22;184580
1355;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2022/'23;184540
1356;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2023/'24;185240
1357;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2024/'25;184310
1358;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2011/'12;121500
1359;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2012/'13;120270
1360;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2013/'14;124890
1361;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2014/'15;128110
1362;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2015/'16;130510
1363;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2016/'17;134410
1364;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2017/'18;141160
1365;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2018/'19;149990
1366;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2019/'20;158080
1367;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2020/'21;172400
1368;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2021/'22;181410
1369;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2022/'23;181520
1370;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2023/'24;182370
1371;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2024/'25;181570
1372;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2011/'12;4750
1373;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2012/'13;3690
1374;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2013/'14;3320
1375;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2014/'15;2970
1376;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2015/'16;2730
1377;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2016/'17;2630
1378;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2017/'18;2660
1379;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2018/'19;2610
1380;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2019/'20;2520
1381;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2020/'21;2640
1382;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2021/'22;2750
1383;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2022/'23;2600
1384;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2023/'24;2450
1385;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2024/'25;2300
1386;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2011/'12;300
1387;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2012/'13;290
1388;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2013/'14;310
1389;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2014/'15;310
1390;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2015/'16;300
1391;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2016/'17;340
1392;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2017/'18;370
1393;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2018/'19;380
1394;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2019/'20;380
1395;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2020/'21;400
1396;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2021/'22;420
1397;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2022/'23;420
1398;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2023/'24;420
1399;Vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2024/'25;440
1400;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;83880
1401;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;79700
1402;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;80870
1403;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;82140
1404;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;82230
1405;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;84550
1406;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;89340
1407;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;96390
1408;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;102420
1409;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;111210
1410;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;116250
1411;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2022/'23;117770
1412;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2023/'24;119000
1413;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2024/'25;116880
1414;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;81470
1415;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;77990
1416;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;79510
1417;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;81000
1418;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;81220
1419;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;83600
1420;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;88340
1421;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;95410
1422;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;101490
1423;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;110260
1424;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;115270
1425;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2022/'23;116890
1426;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2023/'24;118170
1427;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2024/'25;116130
1428;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;2400
1429;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;1710
1430;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;1350
1431;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;1140
1432;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;1010
1433;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;950
1434;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;1000
1435;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;980
1436;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;930
1437;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;950
1438;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;980
1439;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2022/'23;890
1440;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2023/'24;830
1441;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2024/'25;750
1442;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;0
1443;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;0
1444;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;0
1445;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;0
1446;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;0
1447;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;0
1448;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;0
1449;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;0
1450;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;0
1451;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;0
1452;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;0
1453;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2022/'23;0
1454;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2023/'24;0
1455;Vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2024/'25;0
1456;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;42660
1457;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;44540
1458;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;47660
1459;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;49250
1460;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;51320
1461;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;52830
1462;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;54850
1463;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;56590
1464;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;58560
1465;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;64220
1466;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;68330
1467;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2022/'23;66770
1468;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2023/'24;66250
1469;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2024/'25;67430
1470;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;40020
1471;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;42270
1472;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;45380
1473;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;47110
1474;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;49290
1475;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;50810
1476;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;52820
1477;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;54590
1478;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;56590
1479;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;62140
1480;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;66140
1481;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2022/'23;64630
1482;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2023/'24;64210
1483;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2024/'25;65440
1484;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;2340
1485;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;1980
1486;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;1970
1487;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;1830
1488;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;1720
1489;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;1680
1490;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;1660
1491;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;1620
1492;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;1590
1493;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;1680
1494;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;1770
1495;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2022/'23;1710
1496;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2023/'24;1620
1497;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2024/'25;1550
1498;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;300
1499;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;280
1500;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;310
1501;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;310
1502;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;300
1503;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;340
1504;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;370
1505;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;380
1506;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;380
1507;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;400
1508;Vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;420
