ID;NACERev1;Period;Sales_1;Prices_2;Volume_3;Sales_4;Prices_5;Volume_6
1562;5241+ 5242 Textiles,ex.furnishing text.;1994 4th quarter;;;;;;
1563;5241+ 5242 Textiles,ex.furnishing text.;1994;;;;;;
1564;5241+ 5242 Textiles,ex.furnishing text.;1995 January;;;;;;
1565;5241+ 5242 Textiles,ex.furnishing text.;1995 February;;;;;;
1566;5241+ 5242 Textiles,ex.furnishing text.;1995 March;;;;;;
1567;5241+ 5242 Textiles,ex.furnishing text.;1995 1st quarter;;;;;;
1568;5241+ 5242 Textiles,ex.furnishing text.;1995 April;;;;;;
1569;5241+ 5242 Textiles,ex.furnishing text.;1995 May;;;;;;
1570;5241+ 5242 Textiles,ex.furnishing text.;1995 June;;;;;;
1571;5241+ 5242 Textiles,ex.furnishing text.;1995 2nd quarter;;;;;;
1572;5241+ 5242 Textiles,ex.furnishing text.;1995 July;;;;;;
1573;5241+ 5242 Textiles,ex.furnishing text.;1995 August;;;;;;
1574;5241+ 5242 Textiles,ex.furnishing text.;1995 September;;;;;;
1575;5241+ 5242 Textiles,ex.furnishing text.;1995 3rd quarter;;;;;;
1576;5241+ 5242 Textiles,ex.furnishing text.;1995 October;;;;;;
1577;5241+ 5242 Textiles,ex.furnishing text.;1995 November;;;;;;
1578;5241+ 5242 Textiles,ex.furnishing text.;1995 December;;;;;;
1579;5241+ 5242 Textiles,ex.furnishing text.;1995 4th quarter;;;;;;
1580;5241+ 5242 Textiles,ex.furnishing text.;1995;;;;;;
1581;5241+ 5242 Textiles,ex.furnishing text.;1996 January;;;;;;
1582;5241+ 5242 Textiles,ex.furnishing text.;1996 February;;;;;;
1583;5241+ 5242 Textiles,ex.furnishing text.;1996 March;;;;;;
1584;5241+ 5242 Textiles,ex.furnishing text.;1996 1st quarter;;;;;;
1585;5241+ 5242 Textiles,ex.furnishing text.;1996 April;;;;;;
1586;5241+ 5242 Textiles,ex.furnishing text.;1996 May;;;;;;
1587;5241+ 5242 Textiles,ex.furnishing text.;1996 June;;;;;;
1588;5241+ 5242 Textiles,ex.furnishing text.;1996 2nd quarter;;;;;;
1589;5241+ 5242 Textiles,ex.furnishing text.;1996 July;;;;;;
1590;5241+ 5242 Textiles,ex.furnishing text.;1996 August;;;;;;
1591;5241+ 5242 Textiles,ex.furnishing text.;1996 September;;;;;;
1592;5241+ 5242 Textiles,ex.furnishing text.;1996 3rd quarter;;;;;;
1593;5241+ 5242 Textiles,ex.furnishing text.;1996 October;;;;;;
1594;5241+ 5242 Textiles,ex.furnishing text.;1996 November;;;;;;
1595;5241+ 5242 Textiles,ex.furnishing text.;1996 December;;;;;;
1596;5241+ 5242 Textiles,ex.furnishing text.;1996 4th quarter;;;;;;
1597;5241+ 5242 Textiles,ex.furnishing text.;1996;;;;;;
1598;5241+ 5242 Textiles,ex.furnishing text.;1997 January;;;;;;
1599;5241+ 5242 Textiles,ex.furnishing text.;1997 February;;;;;;
1600;5241+ 5242 Textiles,ex.furnishing text.;1997 March;;;;;;
1601;5241+ 5242 Textiles,ex.furnishing text.;1997 1st quarter;;;;;;
1602;5241+ 5242 Textiles,ex.furnishing text.;1997 April;;;;;;
1603;5241+ 5242 Textiles,ex.furnishing text.;1997 May;;;;;;
1604;5241+ 5242 Textiles,ex.furnishing text.;1997 June;;;;;;
1605;5241+ 5242 Textiles,ex.furnishing text.;1997 2nd quarter;;;;;;
1606;5241+ 5242 Textiles,ex.furnishing text.;1997 July;;;;;;
1607;5241+ 5242 Textiles,ex.furnishing text.;1997 August;;;;;;
1608;5241+ 5242 Textiles,ex.furnishing text.;1997 September;;;;;;
1609;5241+ 5242 Textiles,ex.furnishing text.;1997 3rd quarter;;;;;;
1610;5241+ 5242 Textiles,ex.furnishing text.;1997 October;;;;;;
1611;5241+ 5242 Textiles,ex.furnishing text.;1997 November;;;;;;
1612;5241+ 5242 Textiles,ex.furnishing text.;1997 December;;;;;;
1613;5241+ 5242 Textiles,ex.furnishing text.;1997 4th quarter;;;;;;
1614;5241+ 5242 Textiles,ex.furnishing text.;1997;;;;;;
1615;5241+ 5242 Textiles,ex.furnishing text.;1998 January;96.0;;;6.0;;
1616;5241+ 5242 Textiles,ex.furnishing text.;1998 February;75.0;;;3.5;;
1617;5241+ 5242 Textiles,ex.furnishing text.;1998 March;102.0;;;-1.6;;
1618;5241+ 5242 Textiles,ex.furnishing text.;1998 1st quarter;91.0;;;2.4;;
1619;5241+ 5242 Textiles,ex.furnishing text.;1998 April;120.0;;;12.3;;
1620;5241+ 5242 Textiles,ex.furnishing text.;1998 May;127.0;;;10.8;;
1621;5241+ 5242 Textiles,ex.furnishing text.;1998 June;112.0;;;2.2;;
1622;5241+ 5242 Textiles,ex.furnishing text.;1998 2nd quarter;120.0;;;8.5;;
1623;5241+ 5242 Textiles,ex.furnishing text.;1998 July;111.0;;;13.6;;
1624;5241+ 5242 Textiles,ex.furnishing text.;1998 August;99.0;;;26.1;;
1625;5241+ 5242 Textiles,ex.furnishing text.;1998 September;133.0;;;5.4;;
1626;5241+ 5242 Textiles,ex.furnishing text.;1998 3rd quarter;114.0;;;13.4;;
1627;5241+ 5242 Textiles,ex.furnishing text.;1998 October;144.0;;;2.1;;
1628;5241+ 5242 Textiles,ex.furnishing text.;1998 November;113.0;;;3.3;;
1629;5241+ 5242 Textiles,ex.furnishing text.;1998 December;137.0;;;5.7;;
1630;5241+ 5242 Textiles,ex.furnishing text.;1998 4th quarter;131.0;;;3.7;;
1631;5241+ 5242 Textiles,ex.furnishing text.;1998;114.0;;;6.9;;
1632;5241+ 5242 Textiles,ex.furnishing text.;1999 January;101.0;;;4.7;;
1633;5241+ 5242 Textiles,ex.furnishing text.;1999 February;79.0;;;4.8;;
1634;5241+ 5242 Textiles,ex.furnishing text.;1999 March;120.0;;;18.3;;
1635;5241+ 5242 Textiles,ex.furnishing text.;1999 1st quarter;100.0;;;9.8;;
1636;5241+ 5242 Textiles,ex.furnishing text.;1999 April;128.0;;;6.8;;
1637;5241+ 5242 Textiles,ex.furnishing text.;1999 May;130.0;;;2.8;;
1638;5241+ 5242 Textiles,ex.furnishing text.;1999 June;126.0;;;12.3;;
1639;5241+ 5242 Textiles,ex.furnishing text.;1999 2nd quarter;128.0;;;7.1;;
1640;5241+ 5242 Textiles,ex.furnishing text.;1999 July;112.0;;;0.4;;
1641;5241+ 5242 Textiles,ex.furnishing text.;1999 August;97.0;;;-2.0;;
1642;5241+ 5242 Textiles,ex.furnishing text.;1999 September;122.0;;;-8.3;;
1643;5241+ 5242 Textiles,ex.furnishing text.;1999 3rd quarter;110.0;;;-3.7;;
1644;5241+ 5242 Textiles,ex.furnishing text.;1999 October;151.0;;;5.1;;
1645;5241+ 5242 Textiles,ex.furnishing text.;1999 November;117.0;;;3.0;;
1646;5241+ 5242 Textiles,ex.furnishing text.;1999 December;143.0;;;3.9;;
1647;5241+ 5242 Textiles,ex.furnishing text.;1999 4th quarter;137.0;;;4.1;;
1648;5241+ 5242 Textiles,ex.furnishing text.;1999;119.0;;;4.1;;
1649;5241+ 5242 Textiles,ex.furnishing text.;2000 January;102.0;;;1.4;;
1650;5241+ 5242 Textiles,ex.furnishing text.;2000 February;89.0;;;12.7;;
1651;5241+ 5242 Textiles,ex.furnishing text.;2000 March;119.0;;;-1.0;;
1652;5241+ 5242 Textiles,ex.furnishing text.;2000 1st quarter;103.0;;;3.4;;
1653;5241+ 5242 Textiles,ex.furnishing text.;2000 April;134.0;;;4.8;;
1654;5241+ 5242 Textiles,ex.furnishing text.;2000 May;139.0;;;6.5;;
1655;5241+ 5242 Textiles,ex.furnishing text.;2000 June;120.0;;;-4.1;;
1656;5241+ 5242 Textiles,ex.furnishing text.;2000 2nd quarter;131.0;;;2.5;;
1657;5241+ 5242 Textiles,ex.furnishing text.;2000 July;113.0;;;1.4;;
1658;5241+ 5242 Textiles,ex.furnishing text.;2000 August;103.0;;;6.3;;
1659;5241+ 5242 Textiles,ex.furnishing text.;2000 September;142.0;;;16.7;;
1660;5241+ 5242 Textiles,ex.furnishing text.;2000 3rd quarter;119.0;;;8.4;;
1661;5241+ 5242 Textiles,ex.furnishing text.;2000 October;149.0;;;-1.2;;
1662;5241+ 5242 Textiles,ex.furnishing text.;2000 November;127.0;;;8.5;;
1663;5241+ 5242 Textiles,ex.furnishing text.;2000 December;144.0;;;1.2;;
1664;5241+ 5242 Textiles,ex.furnishing text.;2000 4th quarter;140.0;;;2.4;;
1665;5241+ 5242 Textiles,ex.furnishing text.;2000;124.0;;;4.0;;
1666;5242 Clothing and fashionable articles;1994 January;;;;;;
1667;5242 Clothing and fashionable articles;1994 February;;;;;;
1668;5242 Clothing and fashionable articles;1994 March;;;;;;
1669;5242 Clothing and fashionable articles;1994 1st quarter;;;;;;
1670;5242 Clothing and fashionable articles;1994 April;;;;;;
1671;5242 Clothing and fashionable articles;1994 May;;;;;;
1672;5242 Clothing and fashionable articles;1994 June;;;;;;
1673;5242 Clothing and fashionable articles;1994 2nd quarter;;;;;;
1674;5242 Clothing and fashionable articles;1994 July;;;;;;
1675;5242 Clothing and fashionable articles;1994 August;;;;;;
1676;5242 Clothing and fashionable articles;1994 September;;;;;;
1677;5242 Clothing and fashionable articles;1994 3rd quarter;;;;;;
1678;5242 Clothing and fashionable articles;1994 October;;;;;;
1679;5242 Clothing and fashionable articles;1994 November;;;;;;
1680;5242 Clothing and fashionable articles;1994 December;;;;;;
1681;5242 Clothing and fashionable articles;1994 4th quarter;;;;;;
1682;5242 Clothing and fashionable articles;1994;;;;;;
1683;5242 Clothing and fashionable articles;1995 January;;;;;;
1684;5242 Clothing and fashionable articles;1995 February;;;;;;
1685;5242 Clothing and fashionable articles;1995 March;;;;;;
1686;5242 Clothing and fashionable articles;1995 1st quarter;;;;;;
1687;5242 Clothing and fashionable articles;1995 April;;;;;;
1688;5242 Clothing and fashionable articles;1995 May;;;;;;
1689;5242 Clothing and fashionable articles;1995 June;;;;;;
1690;5242 Clothing and fashionable articles;1995 2nd quarter;;;;;;
1691;5242 Clothing and fashionable articles;1995 July;;;;;;
1692;5242 Clothing and fashionable articles;1995 August;;;;;;
1693;5242 Clothing and fashionable articles;1995 September;;;;;;
1694;5242 Clothing and fashionable articles;1995 3rd quarter;;;;;;
1695;5242 Clothing and fashionable articles;1995 October;;;;;;
1696;5242 Clothing and fashionable articles;1995 November;;;;;;
1697;5242 Clothing and fashionable articles;1995 December;;;;;;
1698;5242 Clothing and fashionable articles;1995 4th quarter;;;;;;
1699;5242 Clothing and fashionable articles;1995;;;;;;
1700;5242 Clothing and fashionable articles;1996 January;;;;;;
1701;5242 Clothing and fashionable articles;1996 February;;;;;;
1702;5242 Clothing and fashionable articles;1996 March;;;;;;
1703;5242 Clothing and fashionable articles;1996 1st quarter;;;;;;
1704;5242 Clothing and fashionable articles;1996 April;;;;;;
1705;5242 Clothing and fashionable articles;1996 May;;;;;;
1706;5242 Clothing and fashionable articles;1996 June;;;;;;
1707;5242 Clothing and fashionable articles;1996 2nd quarter;;;;;;
1708;5242 Clothing and fashionable articles;1996 July;;;;;;
1709;5242 Clothing and fashionable articles;1996 August;;;;;;
1710;5242 Clothing and fashionable articles;1996 September;;;;;;
1711;5242 Clothing and fashionable articles;1996 3rd quarter;;;;;;
1712;5242 Clothing and fashionable articles;1996 October;;;;;;
1713;5242 Clothing and fashionable articles;1996 November;;;;;;
1714;5242 Clothing and fashionable articles;1996 December;;;;;;
1715;5242 Clothing and fashionable articles;1996 4th quarter;;;;;;
1716;5242 Clothing and fashionable articles;1996;;;;;;
1717;5242 Clothing and fashionable articles;1997 January;;;;;;
1718;5242 Clothing and fashionable articles;1997 February;;;;;;
1719;5242 Clothing and fashionable articles;1997 March;;;;;;
1720;5242 Clothing and fashionable articles;1997 1st quarter;;;;;;
1721;5242 Clothing and fashionable articles;1997 April;;;;;;
1722;5242 Clothing and fashionable articles;1997 May;;;;;;
1723;5242 Clothing and fashionable articles;1997 June;;;;;;
1724;5242 Clothing and fashionable articles;1997 2nd quarter;;;;;;
1725;5242 Clothing and fashionable articles;1997 July;;;;;;
1726;5242 Clothing and fashionable articles;1997 August;;;;;;
1727;5242 Clothing and fashionable articles;1997 September;;;;;;
1728;5242 Clothing and fashionable articles;1997 3rd quarter;;;;;;
1729;5242 Clothing and fashionable articles;1997 October;;;;;;
1730;5242 Clothing and fashionable articles;1997 November;;;;;;
1731;5242 Clothing and fashionable articles;1997 December;;;;;;
1732;5242 Clothing and fashionable articles;1997 4th quarter;;;;;;
1733;5242 Clothing and fashionable articles;1997;;;;;;
1734;5242 Clothing and fashionable articles;1998 January;96.0;;;6.6;;
1735;5242 Clothing and fashionable articles;1998 February;75.0;;;3.7;;
1736;5242 Clothing and fashionable articles;1998 March;102.0;;;-1.5;;
1737;5242 Clothing and fashionable articles;1998 1st quarter;91.0;;;2.7;;
1738;5242 Clothing and fashionable articles;1998 April;121.0;;;12.9;;
1739;5242 Clothing and fashionable articles;1998 May;128.0;;;11.3;;
1740;5242 Clothing and fashionable articles;1998 June;113.0;;;2.4;;
1741;5242 Clothing and fashionable articles;1998 2nd quarter;121.0;;;8.9;;
1742;5242 Clothing and fashionable articles;1998 July;112.0;;;13.9;;
1743;5242 Clothing and fashionable articles;1998 August;99.0;;;26.6;;
1744;5242 Clothing and fashionable articles;1998 September;134.0;;;5.5;;
1745;5242 Clothing and fashionable articles;1998 3rd quarter;115.0;;;13.7;;
1746;5242 Clothing and fashionable articles;1998 October;145.0;;;2.3;;
1747;5242 Clothing and fashionable articles;1998 November;114.0;;;3.7;;
1748;5242 Clothing and fashionable articles;1998 December;138.0;;;5.9;;
1749;5242 Clothing and fashionable articles;1998 4th quarter;132.0;;;3.9;;
1750;5242 Clothing and fashionable articles;1998;115.0;;;7.3;;
1751;5242 Clothing and fashionable articles;1999 January;101.0;;;4.9;;
1752;5242 Clothing and fashionable articles;1999 February;79.0;;;5.2;;
1753;5242 Clothing and fashionable articles;1999 March;121.0;;;18.8;;
1754;5242 Clothing and fashionable articles;1999 1st quarter;100.0;;;10.2;;
1755;5242 Clothing and fashionable articles;1999 April;130.0;;;7.0;;
1756;5242 Clothing and fashionable articles;1999 May;132.0;;;2.9;;
1757;5242 Clothing and fashionable articles;1999 June;127.0;;;12.5;;
1758;5242 Clothing and fashionable articles;1999 2nd quarter;130.0;;;7.3;;
1759;5242 Clothing and fashionable articles;1999 July;113.0;;;0.6;;
1760;5242 Clothing and fashionable articles;1999 August;97.0;;;-1.8;;
1761;5242 Clothing and fashionable articles;1999 September;123.0;;;-8.1;;
1762;5242 Clothing and fashionable articles;1999 3rd quarter;111.0;;;-3.5;;
1763;5242 Clothing and fashionable articles;1999 October;153.0;;;5.5;;
1764;5242 Clothing and fashionable articles;1999 November;117.0;;;3.1;;
1765;5242 Clothing and fashionable articles;1999 December;144.0;;;4.1;;
1766;5242 Clothing and fashionable articles;1999 4th quarter;138.0;;;4.3;;
1767;5242 Clothing and fashionable articles;1999;120.0;;;4.3;;
1768;5242 Clothing and fashionable articles;2000 January;103.0;;;1.5;;
1769;5242 Clothing and fashionable articles;2000 February;89.0;;;13.0;;
1770;5242 Clothing and fashionable articles;2000 March;120.0;;;-1.1;;
1771;5242 Clothing and fashionable articles;2000 1st quarter;104.0;;;3.5;;
1772;5242 Clothing and fashionable articles;2000 April;136.0;;;5.0;;
1773;5242 Clothing and fashionable articles;2000 May;141.0;;;6.6;;
1774;5242 Clothing and fashionable articles;2000 June;122.0;;;-4.0;;
1775;5242 Clothing and fashionable articles;2000 2nd quarter;133.0;;;2.6;;
1776;5242 Clothing and fashionable articles;2000 July;115.0;;;1.5;;
1777;5242 Clothing and fashionable articles;2000 August;104.0;;;6.3;;
1778;5242 Clothing and fashionable articles;2000 September;144.0;;;16.8;;
1779;5242 Clothing and fashionable articles;2000 3rd quarter;121.0;;;8.6;;
1780;5242 Clothing and fashionable articles;2000 October;151.0;;;-1.2;;
1781;5242 Clothing and fashionable articles;2000 November;127.0;;;8.7;;
1782;5242 Clothing and fashionable articles;2000 December;146.0;;;1.5;;
1783;5242 Clothing and fashionable articles;2000 4th quarter;142.0;;;2.5;;
1784;5242 Clothing and fashionable articles;2000;125.0;;;4.1;;
1785;5242.1 to 5242.4 Upperwear;1994 January;88.0;95.0;92.0;;;
1786;5242.1 to 5242.4 Upperwear;1994 February;66.0;100.0;67.0;;;
1787;5242.1 to 5242.4 Upperwear;1994 March;103.0;108.0;95.0;;;
1788;5242.1 to 5242.4 Upperwear;1994 1st quarter;86.0;101.0;85.0;;;
1789;5242.1 to 5242.4 Upperwear;1994 April;110.0;108.0;102.0;;;
1790;5242.1 to 5242.4 Upperwear;1994 May;104.0;106.0;98.0;;;
1791;5242.1 to 5242.4 Upperwear;1994 June;107.0;100.0;107.0;;;
1792;5242.1 to 5242.4 Upperwear;1994 2nd quarter;107.0;105.0;102.0;;;
1793;5242.1 to 5242.4 Upperwear;1994 July;86.0;91.0;95.0;;;
1794;5242.1 to 5242.4 Upperwear;1994 August;84.0;96.0;88.0;;;
1795;5242.1 to 5242.4 Upperwear;1994 September;127.0;107.0;118.0;;;
1796;5242.1 to 5242.4 Upperwear;1994 3rd quarter;99.0;98.0;100.0;;;
1797;5242.1 to 5242.4 Upperwear;1994 October;123.0;108.0;114.0;;;
1798;5242.1 to 5242.4 Upperwear;1994 November;99.0;106.0;93.0;;;
1799;5242.1 to 5242.4 Upperwear;1994 December;127.0;100.0;127.0;;;
1800;5242.1 to 5242.4 Upperwear;1994 4th quarter;116.0;105.0;111.0;;;
1801;5242.1 to 5242.4 Upperwear;1994;102.0;102.0;100.0;;;
1802;5242.1 to 5242.4 Upperwear;1995 January;82.0;91.0;90.0;;;
1803;5242.1 to 5242.4 Upperwear;1995 February;66.0;96.0;69.0;;;
1804;5242.1 to 5242.4 Upperwear;1995 March;97.0;105.0;92.0;;;
1805;5242.1 to 5242.4 Upperwear;1995 1st quarter;82.0;97.0;84.0;-5.0;-4.0;-1.1
1806;5242.1 to 5242.4 Upperwear;1995 April;105.0;106.0;99.0;;;
1807;5242.1 to 5242.4 Upperwear;1995 May;107.0;103.0;104.0;;;
1808;5242.1 to 5242.4 Upperwear;1995 June;107.0;99.0;109.0;;;
1809;5242.1 to 5242.4 Upperwear;1995 2nd quarter;106.0;103.0;104.0;-1.1;-2.7;1.6
1810;5242.1 to 5242.4 Upperwear;1995 July;86.0;88.0;97.0;;;
1811;5242.1 to 5242.4 Upperwear;1995 August;80.0;93.0;85.0;;;
1812;5242.1 to 5242.4 Upperwear;1995 September;131.0;106.0;123.0;;;
1813;5242.1 to 5242.4 Upperwear;1995 3rd quarter;99.0;96.0;102.0;-0.4;-2.6;2.1
1814;5242.1 to 5242.4 Upperwear;1995 October;115.0;106.0;109.0;;;
1815;5242.1 to 5242.4 Upperwear;1995 November;104.0;106.0;98.0;;;
1816;5242.1 to 5242.4 Upperwear;1995 December;122.0;100.0;122.0;;;
1817;5242.1 to 5242.4 Upperwear;1995 4th quarter;114.0;104.0;110.0;-2.1;-1.6;-0.5
1818;5242.1 to 5242.4 Upperwear;1995;100.0;100.0;100.0;-2.1;-2.7;0.5
1819;5242.1 to 5242.4 Upperwear;1996 January;83.0;90.0;93.0;1.4;-0.2;1.6
1820;5242.1 to 5242.4 Upperwear;1996 February;69.0;94.0;73.0;4.6;-1.2;5.8
1821;5242.1 to 5242.4 Upperwear;1996 March;98.0;107.0;92.0;1.4;0.2;1.2
1822;5242.1 to 5242.4 Upperwear;1996 1st quarter;83.0;97.0;86.0;2.5;-0.4;2.9
1823;5242.1 to 5242.4 Upperwear;1996 April;112.0;107.0;105.0;7.1;-0.5;7.6
1824;5242.1 to 5242.4 Upperwear;1996 May;104.0;106.0;98.0;-3.0;0.8;-3.7
1825;5242.1 to 5242.4 Upperwear;1996 June;109.0;103.0;106.0;1.3;2.3;-1.0
1826;5242.1 to 5242.4 Upperwear;1996 2nd quarter;108.0;105.0;103.0;2.0;0.8;1.1
1827;5242.1 to 5242.4 Upperwear;1996 July;91.0;90.0;101.0;4.9;-0.7;5.6
1828;5242.1 to 5242.4 Upperwear;1996 August;90.0;92.0;98.0;13.5;-2.4;16.3
1829;5242.1 to 5242.4 Upperwear;1996 September;129.0;107.0;121.0;-1.3;-0.4;-0.9
1830;5242.1 to 5242.4 Upperwear;1996 3rd quarter;103.0;96.0;107.0;4.2;-1.1;4.7
1831;5242.1 to 5242.4 Upperwear;1996 October;126.0;107.0;117.0;9.1;1.9;7.1
1832;5242.1 to 5242.4 Upperwear;1996 November;103.0;106.0;97.0;-0.9;0.3;-1.2
1833;5242.1 to 5242.4 Upperwear;1996 December;122.0;101.0;121.0;-0.3;1.4;-1.7
1834;5242.1 to 5242.4 Upperwear;1996 4th quarter;117.0;105.0;112.0;3.1;1.2;1.8
1835;5242.1 to 5242.4 Upperwear;1996;103.0;101.0;102.0;3.2;0.9;2.2
1836;5242.1 to 5242.4 Upperwear;1997 January;90.0;89.0;101.0;7.7;-1.3;9.1
1837;5242.1 to 5242.4 Upperwear;1997 February;72.0;93.0;77.0;4.5;-1.4;5.9
1838;5242.1 to 5242.4 Upperwear;1997 March;105.0;108.0;97.0;7.1;1.3;5.7
1839;5242.1 to 5242.4 Upperwear;1997 1st quarter;89.0;97.0;92.0;6.4;-0.5;6.9
1840;5242.1 to 5242.4 Upperwear;1997 April;108.0;108.0;100.0;-3.5;0.7;-4.2
1841;5242.1 to 5242.4 Upperwear;1997 May;116.0;107.0;109.0;11.2;0.5;10.7
1842;5242.1 to 5242.4 Upperwear;1997 June;110.0;99.0;111.0;0.8;-4.2;5.3
1843;5242.1 to 5242.4 Upperwear;1997 2nd quarter;111.0;105.0;107.0;2.8;-1.0;3.9
1844;5242.1 to 5242.4 Upperwear;1997 July;98.0;89.0;110.0;7.8;-0.8;8.7
1845;5242.1 to 5242.4 Upperwear;1997 August;78.0;93.0;84.0;-13.3;0.4;-13.7
1846;5242.1 to 5242.4 Upperwear;1997 September;130.0;108.0;120.0;0.9;1.6;-0.6
1847;5242.1 to 5242.4 Upperwear;1997 3rd quarter;102.0;97.0;105.0;-1.5;0.4;-1.9
1848;5242.1 to 5242.4 Upperwear;1997 October;144.0;108.0;133.0;14.0;0.6;13.3
1849;5242.1 to 5242.4 Upperwear;1997 November;110.0;107.0;102.0;6.6;0.9;5.6
1850;5242.1 to 5242.4 Upperwear;1997 December;132.0;103.0;129.0;8.3;1.4;6.8
1851;5242.1 to 5242.4 Upperwear;1997 4th quarter;129.0;106.0;121.0;9.8;1.0;8.8
1852;5242.1 to 5242.4 Upperwear;1997;108.0;101.0;107.0;4.5;0.0;4.5
1853;5242.1 to 5242.4 Upperwear;1998 January;96.0;89.0;109.0;7.5;-0.1;7.6
1854;5242.1 to 5242.4 Upperwear;1998 February;75.0;98.0;77.0;4.1;4.9;-0.7
1855;5242.1 to 5242.4 Upperwear;1998 March;103.0;112.0;92.0;-1.5;3.7;-5.1
1856;5242.1 to 5242.4 Upperwear;1998 1st quarter;91.0;99.0;92.0;3.0;2.9;0.1
1857;5242.1 to 5242.4 Upperwear;1998 April;123.0;112.0;110.0;13.5;3.4;9.7
1858;5242.1 to 5242.4 Upperwear;1998 May;129.0;110.0;117.0;11.0;2.7;8.1
1859;5242.1 to 5242.4 Upperwear;1998 June;113.0;104.0;108.0;2.4;5.0;-2.5
1860;5242.1 to 5242.4 Upperwear;1998 2nd quarter;121.0;109.0;112.0;9.0;3.7;5.1
1861;5242.1 to 5242.4 Upperwear;1998 July;112.0;93.0;120.0;14.6;4.8;9.4
1862;5242.1 to 5242.4 Upperwear;1998 August;100.0;95.0;105.0;28.5;2.8;25.0
1863;5242.1 to 5242.4 Upperwear;1998 September;138.0;110.0;125.0;5.9;1.5;4.3
1864;5242.1 to 5242.4 Upperwear;1998 3rd quarter;116.0;99.0;117.0;14.5;2.9;11.2
1865;5242.1 to 5242.4 Upperwear;1998 October;147.0;111.0;133.0;2.8;2.5;0.3
1866;5242.1 to 5242.4 Upperwear;1998 November;114.0;110.0;104.0;3.9;2.3;1.6
1867;5242.1 to 5242.4 Upperwear;1998 December;140.0;103.0;136.0;6.3;0.2;6.1
1868;5242.1 to 5242.4 Upperwear;1998 4th quarter;134.0;108.0;124.0;4.3;1.7;2.6
1869;5242.1 to 5242.4 Upperwear;1998;116.0;104.0;112.0;7.7;2.8;4.7
1870;5242.1 to 5242.4 Upperwear;1999 January;101.0;91.0;112.0;5.4;2.3;3.0
1871;5242.1 to 5242.4 Upperwear;1999 February;79.0;98.0;80.0;5.3;0.8;4.4
