ID;SamenstellingVanHetHuishouden;HerkomstlandHuishouden;GeboortelandReferentiepersoon;GeboortelandPartner;Perioden;ParticuliereHuishoudens_1
2598;Totaal particuliere huishoudens;Djibouti;Totaal;Ander land dan referentiepersoon;2022;11.0
2599;Totaal particuliere huishoudens;Djibouti;Totaal;Ander land dan referentiepersoon;2023;11.0
2600;Totaal particuliere huishoudens;Djibouti;Totaal;Ander land dan referentiepersoon;2024;12.0
2601;Totaal particuliere huishoudens;Djibouti;Totaal;Overig;2022;66.0
2602;Totaal particuliere huishoudens;Djibouti;Totaal;Overig;2023;63.0
2603;Totaal particuliere huishoudens;Djibouti;Totaal;Overig;2024;65.0
2604;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Totaal;2022;14.0
2605;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Totaal;2023;12.0
2606;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Totaal;2024;14.0
2607;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Zelfde land als referentiepersoon;2022;3.0
2608;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Zelfde land als referentiepersoon;2023;2.0
2609;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Zelfde land als referentiepersoon;2024;3.0
2610;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Ander land dan referentiepersoon;2022;3.0
2611;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Ander land dan referentiepersoon;2023;3.0
2612;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Ander land dan referentiepersoon;2024;3.0
2613;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Overig;2022;8.0
2614;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Overig;2023;7.0
2615;Totaal particuliere huishoudens;Djibouti;Geboren in Nederland;Overig;2024;8.0
2616;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Totaal;2022;66.0
2617;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Totaal;2023;64.0
2618;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Totaal;2024;67.0
2619;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;0.0
2620;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;0.0
2621;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;1.0
2622;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;8.0
2623;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;8.0
2624;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;9.0
2625;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Overig;2022;58.0
2626;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Overig;2023;56.0
2627;Totaal particuliere huishoudens;Djibouti;Geboren buiten Nederland;Overig;2024;57.0
2628;Totaal particuliere huishoudens;Dominica;Totaal;Totaal;2022;78.0
2629;Totaal particuliere huishoudens;Dominica;Totaal;Totaal;2023;76.0
2630;Totaal particuliere huishoudens;Dominica;Totaal;Totaal;2024;75.0
2631;Totaal particuliere huishoudens;Dominica;Totaal;Zelfde land als referentiepersoon;2022;2.0
2632;Totaal particuliere huishoudens;Dominica;Totaal;Zelfde land als referentiepersoon;2023;2.0
2633;Totaal particuliere huishoudens;Dominica;Totaal;Zelfde land als referentiepersoon;2024;2.0
2634;Totaal particuliere huishoudens;Dominica;Totaal;Ander land dan referentiepersoon;2022;33.0
2635;Totaal particuliere huishoudens;Dominica;Totaal;Ander land dan referentiepersoon;2023;31.0
2636;Totaal particuliere huishoudens;Dominica;Totaal;Ander land dan referentiepersoon;2024;26.0
2637;Totaal particuliere huishoudens;Dominica;Totaal;Overig;2022;43.0
2638;Totaal particuliere huishoudens;Dominica;Totaal;Overig;2023;43.0
2639;Totaal particuliere huishoudens;Dominica;Totaal;Overig;2024;47.0
2640;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Totaal;2022;14.0
2641;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Totaal;2023;14.0
2642;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Totaal;2024;13.0
2643;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Zelfde land als referentiepersoon;2022;1.0
2644;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Zelfde land als referentiepersoon;2023;1.0
2645;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Zelfde land als referentiepersoon;2024;1.0
2646;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Ander land dan referentiepersoon;2022;9.0
2647;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Ander land dan referentiepersoon;2023;9.0
2648;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Ander land dan referentiepersoon;2024;7.0
2649;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Overig;2022;4.0
2650;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Overig;2023;4.0
2651;Totaal particuliere huishoudens;Dominica;Geboren in Nederland;Overig;2024;5.0
2652;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Totaal;2022;64.0
2653;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Totaal;2023;62.0
2654;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Totaal;2024;62.0
2655;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;1.0
2656;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;1.0
2657;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;1.0
2658;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;24.0
2659;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;22.0
2660;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;19.0
2661;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Overig;2022;39.0
2662;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Overig;2023;39.0
2663;Totaal particuliere huishoudens;Dominica;Geboren buiten Nederland;Overig;2024;42.0
2664;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Totaal;2022;8578.0
2665;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Totaal;2023;8877.0
2666;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Totaal;2024;9184.0
2667;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Zelfde land als referentiepersoon;2022;824.0
2668;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Zelfde land als referentiepersoon;2023;909.0
2669;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Zelfde land als referentiepersoon;2024;995.0
2670;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Ander land dan referentiepersoon;2022;2063.0
2671;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Ander land dan referentiepersoon;2023;2071.0
2672;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Ander land dan referentiepersoon;2024;2127.0
2673;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Overig;2022;5691.0
2674;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Overig;2023;5897.0
2675;Totaal particuliere huishoudens;Dominicaanse Republiek;Totaal;Overig;2024;6062.0
2676;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Totaal;2022;2367.0
2677;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Totaal;2023;2434.0
2678;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Totaal;2024;2578.0
2679;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Zelfde land als referentiepersoon;2022;302.0
2680;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Zelfde land als referentiepersoon;2023;327.0
2681;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Zelfde land als referentiepersoon;2024;365.0
2682;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Ander land dan referentiepersoon;2022;1262.0
2683;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Ander land dan referentiepersoon;2023;1240.0
2684;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Ander land dan referentiepersoon;2024;1261.0
2685;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Overig;2022;803.0
2686;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Overig;2023;867.0
2687;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren in Nederland;Overig;2024;952.0
2688;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Totaal;2022;6211.0
2689;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Totaal;2023;6443.0
2690;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Totaal;2024;6606.0
2691;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;522.0
2692;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;582.0
2693;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;630.0
2694;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;801.0
2695;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;831.0
2696;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;866.0
2697;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Overig;2022;4888.0
2698;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Overig;2023;5030.0
2699;Totaal particuliere huishoudens;Dominicaanse Republiek;Geboren buiten Nederland;Overig;2024;5110.0
2700;Totaal particuliere huishoudens;Duitsland;Totaal;Totaal;2022;270076.0
2701;Totaal particuliere huishoudens;Duitsland;Totaal;Totaal;2023;265534.0
2702;Totaal particuliere huishoudens;Duitsland;Totaal;Totaal;2024;261143.0
2703;Totaal particuliere huishoudens;Duitsland;Totaal;Zelfde land als referentiepersoon;2022;109321.0
2704;Totaal particuliere huishoudens;Duitsland;Totaal;Zelfde land als referentiepersoon;2023;105840.0
2705;Totaal particuliere huishoudens;Duitsland;Totaal;Zelfde land als referentiepersoon;2024;102624.0
2706;Totaal particuliere huishoudens;Duitsland;Totaal;Ander land dan referentiepersoon;2022;52522.0
2707;Totaal particuliere huishoudens;Duitsland;Totaal;Ander land dan referentiepersoon;2023;52425.0
2708;Totaal particuliere huishoudens;Duitsland;Totaal;Ander land dan referentiepersoon;2024;52136.0
2709;Totaal particuliere huishoudens;Duitsland;Totaal;Overig;2022;108233.0
2710;Totaal particuliere huishoudens;Duitsland;Totaal;Overig;2023;107269.0
2711;Totaal particuliere huishoudens;Duitsland;Totaal;Overig;2024;106383.0
2712;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Totaal;2022;198658.0
2713;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Totaal;2023;193888.0
2714;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Totaal;2024;189890.0
2715;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Zelfde land als referentiepersoon;2022;104625.0
2716;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Zelfde land als referentiepersoon;2023;101134.0
2717;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Zelfde land als referentiepersoon;2024;97950.0
2718;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Ander land dan referentiepersoon;2022;29906.0
2719;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Ander land dan referentiepersoon;2023;29668.0
2720;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Ander land dan referentiepersoon;2024;29431.0
2721;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Overig;2022;64127.0
2722;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Overig;2023;63086.0
2723;Totaal particuliere huishoudens;Duitsland;Geboren in Nederland;Overig;2024;62509.0
2724;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Totaal;2022;71418.0
2725;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Totaal;2023;71646.0
2726;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Totaal;2024;71253.0
2727;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;4696.0
2728;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;4706.0
2729;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;4674.0
2730;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;22616.0
2731;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;22757.0
2732;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;22705.0
2733;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Overig;2022;44106.0
2734;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Overig;2023;44183.0
2735;Totaal particuliere huishoudens;Duitsland;Geboren buiten Nederland;Overig;2024;43874.0
2736;Totaal particuliere huishoudens;Ecuador;Totaal;Totaal;2022;2562.0
2737;Totaal particuliere huishoudens;Ecuador;Totaal;Totaal;2023;2703.0
2738;Totaal particuliere huishoudens;Ecuador;Totaal;Totaal;2024;2867.0
2739;Totaal particuliere huishoudens;Ecuador;Totaal;Zelfde land als referentiepersoon;2022;227.0
2740;Totaal particuliere huishoudens;Ecuador;Totaal;Zelfde land als referentiepersoon;2023;243.0
2741;Totaal particuliere huishoudens;Ecuador;Totaal;Zelfde land als referentiepersoon;2024;268.0
2742;Totaal particuliere huishoudens;Ecuador;Totaal;Ander land dan referentiepersoon;2022;1061.0
2743;Totaal particuliere huishoudens;Ecuador;Totaal;Ander land dan referentiepersoon;2023;1109.0
2744;Totaal particuliere huishoudens;Ecuador;Totaal;Ander land dan referentiepersoon;2024;1191.0
2745;Totaal particuliere huishoudens;Ecuador;Totaal;Overig;2022;1274.0
2746;Totaal particuliere huishoudens;Ecuador;Totaal;Overig;2023;1351.0
2747;Totaal particuliere huishoudens;Ecuador;Totaal;Overig;2024;1408.0
2748;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Totaal;2022;870.0
2749;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Totaal;2023;919.0
2750;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Totaal;2024;996.0
2751;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Zelfde land als referentiepersoon;2022;104.0
2752;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Zelfde land als referentiepersoon;2023;105.0
2753;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Zelfde land als referentiepersoon;2024;110.0
2754;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Ander land dan referentiepersoon;2022;655.0
2755;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Ander land dan referentiepersoon;2023;698.0
2756;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Ander land dan referentiepersoon;2024;736.0
2757;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Overig;2022;111.0
2758;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Overig;2023;116.0
2759;Totaal particuliere huishoudens;Ecuador;Geboren in Nederland;Overig;2024;150.0
2760;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Totaal;2022;1692.0
2761;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Totaal;2023;1784.0
2762;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Totaal;2024;1871.0
2763;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;123.0
2764;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;138.0
2765;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;158.0
2766;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;406.0
2767;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;411.0
2768;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;455.0
2769;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Overig;2022;1163.0
2770;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Overig;2023;1235.0
2771;Totaal particuliere huishoudens;Ecuador;Geboren buiten Nederland;Overig;2024;1258.0
2772;Totaal particuliere huishoudens;Egypte;Totaal;Totaal;2022;14398.0
2773;Totaal particuliere huishoudens;Egypte;Totaal;Totaal;2023;15228.0
2774;Totaal particuliere huishoudens;Egypte;Totaal;Totaal;2024;16008.0
2775;Totaal particuliere huishoudens;Egypte;Totaal;Zelfde land als referentiepersoon;2022;4067.0
2776;Totaal particuliere huishoudens;Egypte;Totaal;Zelfde land als referentiepersoon;2023;4311.0
2777;Totaal particuliere huishoudens;Egypte;Totaal;Zelfde land als referentiepersoon;2024;4532.0
2778;Totaal particuliere huishoudens;Egypte;Totaal;Ander land dan referentiepersoon;2022;3552.0
