ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
1848;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2021;4
1849;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2022;0
1850;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;1998;0
1851;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;1999;0
1852;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2000;0
1853;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2001;0
1854;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2002;0
1855;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2003;0
1856;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2004;0
1857;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2005;0
1858;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2006;0
1859;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2007;0
1860;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2008;0
1861;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2009;0
1862;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2010;0
1863;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2011;0
1864;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2012;0
1865;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2013;0
1866;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2014;0
1867;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2015;0
1868;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2016;0
1869;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2017;0
1870;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2018;0
1871;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2019;0
1872;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2020;9
1873;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2021;2
1874;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2022;0
1875;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;1998;0
1876;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;1999;0
1877;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2000;0
1878;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2001;0
1879;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2002;0
1880;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2003;0
1881;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2004;0
1882;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2005;0
1883;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2006;0
1884;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2007;0
1885;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2008;0
1886;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2009;0
1887;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2010;0
1888;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2011;0
1889;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2012;0
1890;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2013;0
1891;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2014;0
1892;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2015;0
1893;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2016;0
1894;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2017;0
1895;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2018;0
1896;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2019;0
1897;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2020;115
1898;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2021;28
1899;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2022;1
1900;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;1998;0
1901;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;1999;0
1902;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2000;0
1903;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2001;0
1904;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2002;0
1905;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2003;20
1906;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2004;43
1907;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2005;43
1908;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2006;30
1909;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2007;46
1910;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2008;43
1911;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2009;37
1912;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2010;39
1913;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2011;10
1914;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2012;6
1915;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2013;0
1916;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2014;0
1917;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2015;0
1918;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2016;0
1919;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2017;0
1920;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2018;0
1921;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2019;0
1922;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2020;7
1923;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2021;2
1924;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2022;0
1925;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;1998;0
1926;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;1999;0
1927;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2000;0
1928;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2001;0
1929;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2002;0
1930;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2003;0
1931;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2004;0
1932;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2005;0
1933;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2006;0
1934;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2007;0
1935;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2008;0
1936;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2009;0
1937;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2010;0
1938;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2011;0
1939;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2012;0
1940;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2013;0
1941;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2014;0
1942;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2015;0
1943;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2016;0
1944;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2017;0
1945;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2018;0
1946;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2019;0
1947;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2020;3
1948;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2021;0
1949;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2022;0
1950;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;1998;0
1951;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;1999;0
1952;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2000;0
1953;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2001;0
1954;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2002;0
1955;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2003;20
1956;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2004;43
1957;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2005;43
1958;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2006;30
1959;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2007;46
1960;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2008;43
1961;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2009;37
1962;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2010;39
1963;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2011;10
1964;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2012;6
1965;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2013;0
1966;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2014;0
1967;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2015;0
1968;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2016;0
1969;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2017;0
1970;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2018;0
1971;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2019;0
1972;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2020;4
1973;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2021;2
1974;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2022;0
1975;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;1998;60
1976;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;1999;60
1977;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2000;62
1978;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2001;64
1979;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2002;73
1980;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2003;82
1981;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2004;80
1982;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2005;77
1983;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2006;604
1984;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2007;585
1985;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2008;520
1986;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2009;601
1987;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2010;564
1988;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2011;547
1989;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2012;510
1990;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2013;443
1991;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2014;411
1992;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2015;275
1993;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2016;280
1994;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2017;304
1995;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2018;305
1996;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2019;373
1997;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2020;410
1998;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2021;449
1999;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2022;471
2000;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;1998;0
2001;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;1999;0
2002;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2000;0
2003;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2001;0
2004;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2002;0
2005;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2003;0
2006;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2004;0
2007;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2005;0
2008;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2006;0
2009;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2007;0
2010;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2008;0
2011;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2009;0
2012;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2010;0
2013;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2011;0
2014;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2012;0
2015;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2013;0
2016;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2014;0
2017;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2015;0
2018;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2016;0
2019;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2017;0
2020;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2018;0
2021;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2019;0
2022;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2020;0
2023;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2021;0
2024;Onderw., R&D bin. gefin, ov. diensten;HP51: Leveranciers geneesmiddelen;2022;0
2025;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;1998;60
2026;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;1999;60
2027;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2000;62
2028;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2001;64
2029;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2002;73
2030;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2003;82
2031;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2004;80
2032;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2005;77
2033;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2006;604
2034;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2007;585
2035;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2008;520
2036;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2009;601
2037;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2010;564
2038;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2011;547
2039;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2012;510
2040;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2013;443
2041;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2014;411
2042;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2015;275
2043;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2016;280
2044;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2017;304
2045;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2018;305
2046;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2019;373
2047;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2020;410
2048;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2021;449
2049;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2022;471
2050;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;1998;0
2051;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;1999;0
2052;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2000;0
2053;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2001;0
2054;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2002;0
2055;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2003;0
2056;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2004;0
2057;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2005;0
2058;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2006;0
2059;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2007;0
2060;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2008;4
2061;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2009;4
2062;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2010;6
2063;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2011;6
2064;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2012;8
2065;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2013;0
2066;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2014;0
2067;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2015;0
2068;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2016;0
2069;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2017;0
2070;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2018;0
2071;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2019;0
2072;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2020;17
2073;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2021;11
2074;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2022;1
2075;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;1998;0
2076;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;1999;0
2077;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2000;0
2078;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2001;0
2079;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2002;0
2080;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2003;0
2081;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2004;0
2082;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2005;0
2083;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2006;0
2084;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2007;0
2085;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2008;0
2086;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2009;0
2087;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2010;0
2088;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2011;0
2089;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2012;0
2090;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2013;0
2091;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2014;0
