ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
4143;Total sales;15413000 Oil-cake and other solid residu;2003 October;104.7;13.2;12.6;104.7;13.2;12.6
4144;Total sales;15413000 Oil-cake and other solid residu;2003 November;121.3;15.8;31.5;121.3;15.8;31.5
4145;Total sales;15413000 Oil-cake and other solid residu;2003 December;94.8;-21.9;3.9;94.8;-21.9;3.9
4146;Total sales;15413000 Oil-cake and other solid residu;2003;91.8;;-4.2;91.8;;-4.2
4147;Total sales;15413000 Oil-cake and other solid residu;2004 January;87.1;-8.1;-1.3;87.1;-8.1;-1.3
4148;Total sales;15413000 Oil-cake and other solid residu;2004 February;104.4;19.9;17.4;104.4;19.9;17.4
4149;Total sales;15413000 Oil-cake and other solid residu;2004 March;117.6;12.6;35.0;117.6;12.6;35.0
4150;Total sales;15413000 Oil-cake and other solid residu;2004 April;118.2;0.6;33.3;118.2;0.6;33.3
4151;Total sales;15413000 Oil-cake and other solid residu;2004 May;100.3;-15.2;28.6;100.3;-15.2;28.6
4152;Total sales;15413000 Oil-cake and other solid residu;2004 June;96.2;-4.1;10.7;96.2;-4.1;10.7
4153;Total sales;15413000 Oil-cake and other solid residu;2004 July;84.5;-12.1;1.0;84.5;-12.1;1.0
4154;Total sales;15413000 Oil-cake and other solid residu;2004 August;87.1;3.0;-0.3;87.1;3.0;-0.3
4155;Total sales;15413000 Oil-cake and other solid residu;2004 September;83.8;-3.8;-9.4;83.8;-3.8;-9.4
4156;Total sales;15413000 Oil-cake and other solid residu;2004 October;81.6;-2.6;-22.1;81.6;-2.6;-22.1
4157;Total sales;15413000 Oil-cake and other solid residu;2004 November;75.3;-7.8;-38.0;75.3;-7.8;-38.0
4158;Total sales;15413000 Oil-cake and other solid residu;2004 December;75.3;0.0;-20.6;75.3;0.0;-20.6
4159;Total sales;15413000 Oil-cake and other solid residu;2004;92.6;;0.8;92.6;;0.8
4160;Total sales;15413000 Oil-cake and other solid residu;2005 January;78.6;4.4;-9.7;78.6;4.4;-9.7
4161;Total sales;15413000 Oil-cake and other solid residu;2005 February;81.1;3.1;-22.3;81.1;3.1;-22.3
4162;Total sales;15413000 Oil-cake and other solid residu;2005 March;84.7;4.4;-28.0;84.7;4.4;-28.0
4163;Total sales;15413000 Oil-cake and other solid residu;2005 April;84.8;0.2;-28.3;84.8;0.2;-28.3
4164;Total sales;15413000 Oil-cake and other solid residu;2005 May;83.8;-1.2;-16.5;83.8;-1.2;-16.5
4165;Total sales;15413000 Oil-cake and other solid residu;2005 June;87.6;4.5;-9.0;87.6;4.5;-9.0
4166;Total sales;15413000 Oil-cake and other solid residu;2005 July;87.5;-0.1;3.5;87.5;-0.1;3.5
4167;Total sales;15413000 Oil-cake and other solid residu;2005 August;87.4;-0.1;0.4;87.4;-0.1;0.4
4168;Total sales;15413000 Oil-cake and other solid residu;2005 September;86.4;-1.2;3.1;86.4;-1.2;3.1
4169;Total sales;15413000 Oil-cake and other solid residu;2005 October;85.4;-1.1;4.7;85.4;-1.1;4.7
4170;Total sales;15413000 Oil-cake and other solid residu;2005 November;84.1;-1.5;11.8;84.1;-1.5;11.8
4171;Total sales;15413000 Oil-cake and other solid residu;2005 December;84.5;0.4;12.2;84.5;0.4;12.2
4172;Total sales;15413000 Oil-cake and other solid residu;2005;84.6;;-8.6;84.6;;-8.6
4173;Total sales;15413000 Oil-cake and other solid residu;2006 January;83.3;-1.4;5.9;83.3;-1.4;5.9
4174;Total sales;15413000 Oil-cake and other solid residu;2006 February;84.6;1.7;4.4;84.6;1.7;4.4
4175;Total sales;15413000 Oil-cake and other solid residu;2006 March;84.0;-0.7;-0.8;84.0;-0.7;-0.8
4176;Total sales;15413000 Oil-cake and other solid residu;2006 April;81.1;-3.5;-4.4;81.1;-3.5;-4.4
4177;Total sales;15413000 Oil-cake and other solid residu;2006 May;77.3;-4.7;-7.8;77.3;-4.7;-7.8
4178;Total sales;15413000 Oil-cake and other solid residu;2006 June;75.2;-2.6;-14.1;75.2;-2.6;-14.1
4179;Total sales;15413000 Oil-cake and other solid residu;2006 July;75.3;0.0;-14.0;75.3;0.0;-14.0
4180;Total sales;15413000 Oil-cake and other solid residu;2006 August;77.4;2.9;-11.4;77.4;2.9;-11.4
4181;Total sales;15413000 Oil-cake and other solid residu;2006 September;81.1;4.7;-6.1;81.1;4.7;-6.1
4182;Total sales;15413000 Oil-cake and other solid residu;2006 October;83.8;3.3;-1.9;83.8;3.3;-1.9
4183;Total sales;15413000 Oil-cake and other solid residu;2006 November;83.5;-0.3;-0.7;83.5;-0.3;-0.7
4184;Total sales;15413000 Oil-cake and other solid residu;2006 December;84.4;1.1;0.0;84.4;1.1;0.0
4185;Total sales;15413000 Oil-cake and other solid residu;2006;80.9;;-4.4;80.9;;-4.4
4186;Total sales;15413000 Oil-cake and other solid residu;2007 January;90.4;7.0;8.5;90.4;7.0;8.5
4187;Total sales;15413000 Oil-cake and other solid residu;2007 February;92.6;2.5;9.4;92.6;2.5;9.4
4188;Total sales;15413000 Oil-cake and other solid residu;2007 March;94.0;1.5;11.9;94.0;1.5;11.9
4189;Total sales;15413000 Oil-cake and other solid residu;2007 April;88.1;-6.3;8.6;88.1;-6.3;8.6
4190;Total sales;15413000 Oil-cake and other solid residu;2007 May;92.4;4.9;19.6;92.4;4.9;19.6
4191;Total sales;15413000 Oil-cake and other solid residu;2007 June;93.6;1.3;24.4;93.6;1.3;24.4
4192;Total sales;15413000 Oil-cake and other solid residu;2007 July;99.8;6.7;32.6;99.8;6.7;32.6
4193;Total sales;15413000 Oil-cake and other solid residu;2007 August;107.5;7.7;38.9;107.5;7.7;38.9
4194;Total sales;15413000 Oil-cake and other solid residu;2007 September;121.3;12.8;49.5;121.3;12.8;49.5
4195;Total sales;15413000 Oil-cake and other solid residu;2007 October;123.7;2.0;47.7;123.7;2.0;47.7
4196;Total sales;15413000 Oil-cake and other solid residu;2007 November;125.1;1.1;49.7;125.1;1.1;49.7
4197;Total sales;15413000 Oil-cake and other solid residu;2007 December;131.3;5.0;55.5;131.3;5.0;55.5
4198;Total sales;15413000 Oil-cake and other solid residu;2007;105.0;;29.7;105.0;;29.7
4199;Total sales;15413000 Oil-cake and other solid residu;2008 January;138.8;5.7;53.6;138.8;5.7;53.6
4200;Total sales;15413000 Oil-cake and other solid residu;2008 February;144.1;3.8;55.5;144.1;3.8;55.5
4201;Total sales;15413000 Oil-cake and other solid residu;2008 March;154.2;7.0;64.0;154.2;7.0;64.0
4202;Total sales;15413000 Oil-cake and other solid residu;2008 April;154.1;0.0;75.1;154.1;0.0;75.1
4203;Total sales;15413000 Oil-cake and other solid residu;2008 May;140.5;-8.9;52.0;140.5;-8.9;52.0
4204;Total sales;15413000 Oil-cake and other solid residu;2008 June;149.0;6.1;59.2;149.0;6.1;59.2
4205;Total sales;15413000 Oil-cake and other solid residu;2008 July;136.9;-8.2;37.1;136.9;-8.2;37.1
4206;Total sales;15413000 Oil-cake and other solid residu;2008 August;132.2;-3.4;22.9;132.2;-3.4;22.9
4207;Total sales;15413000 Oil-cake and other solid residu;2008 September;125.3;-5.2;3.4;125.3;-5.2;3.4
4208;Total sales;15413000 Oil-cake and other solid residu;2008 October;125.4;0.0;1.4;125.4;0.0;1.4
4209;Total sales;15413000 Oil-cake and other solid residu;2008 November;121.2;-3.3;-3.1;121.2;-3.3;-3.1
4210;Total sales;15413000 Oil-cake and other solid residu;2008 December;112.9;-6.9;-14.0;112.9;-6.9;-14.0
4211;Total sales;15413000 Oil-cake and other solid residu;2008;136.2;;29.7;136.2;;29.7
4212;Total sales;15420000 Refined oils and fats;2000 January;102.0;;;102.0;;
4213;Total sales;15420000 Refined oils and fats;2000 February;100.7;-1.3;;100.7;-1.3;
4214;Total sales;15420000 Refined oils and fats;2000 March;103.0;2.3;;103.0;2.3;
4215;Total sales;15420000 Refined oils and fats;2000 April;103.5;0.5;;103.5;0.5;
4216;Total sales;15420000 Refined oils and fats;2000 May;101.4;-2.0;;101.4;-2.0;
4217;Total sales;15420000 Refined oils and fats;2000 June;102.3;0.9;;102.3;0.9;
4218;Total sales;15420000 Refined oils and fats;2000 July;103.7;1.4;;103.7;1.4;
4219;Total sales;15420000 Refined oils and fats;2000 August;102.1;-1.6;;102.1;-1.6;
4220;Total sales;15420000 Refined oils and fats;2000 September;100.4;-1.7;;100.4;-1.7;
4221;Total sales;15420000 Refined oils and fats;2000 October;100.4;0.0;;100.4;0.0;
4222;Total sales;15420000 Refined oils and fats;2000 November;92.8;-7.5;;92.8;-7.5;
4223;Total sales;15420000 Refined oils and fats;2000 December;87.8;-5.4;;87.8;-5.4;
4224;Total sales;15420000 Refined oils and fats;2000;100.0;;;100.0;;
4225;Total sales;15420000 Refined oils and fats;2001 January;87.1;-0.8;-14.5;87.1;-0.8;-14.5
4226;Total sales;15420000 Refined oils and fats;2001 February;87.3;0.2;-13.2;87.3;0.2;-13.2
4227;Total sales;15420000 Refined oils and fats;2001 March;88.1;0.9;-14.5;88.1;0.9;-14.5
4228;Total sales;15420000 Refined oils and fats;2001 April;86.5;-1.8;-16.4;86.5;-1.8;-16.4
4229;Total sales;15420000 Refined oils and fats;2001 May;89.3;3.2;-11.9;89.3;3.2;-11.9
4230;Total sales;15420000 Refined oils and fats;2001 June;94.2;5.5;-7.9;94.2;5.5;-7.9
4231;Total sales;15420000 Refined oils and fats;2001 July;104.4;10.8;0.7;104.4;10.8;0.7
4232;Total sales;15420000 Refined oils and fats;2001 August;99.3;-4.9;-2.7;99.3;-4.9;-2.7
4233;Total sales;15420000 Refined oils and fats;2001 September;98.0;-1.3;-2.4;98.0;-1.3;-2.4
4234;Total sales;15420000 Refined oils and fats;2001 October;98.1;0.1;-2.3;98.1;0.1;-2.3
4235;Total sales;15420000 Refined oils and fats;2001 November;103.5;5.5;11.4;103.5;5.5;11.4
4236;Total sales;15420000 Refined oils and fats;2001 December;104.6;1.1;19.1;104.6;1.1;19.1
4237;Total sales;15420000 Refined oils and fats;2001;95.0;;-5.0;95.0;;-5.0
4238;Total sales;15420000 Refined oils and fats;2002 January;105.1;0.5;20.7;105.1;0.5;20.7
4239;Total sales;15420000 Refined oils and fats;2002 February;103.6;-1.5;18.6;103.6;-1.5;18.6
4240;Total sales;15420000 Refined oils and fats;2002 March;103.5;-0.1;17.5;103.5;-0.1;17.5
4241;Total sales;15420000 Refined oils and fats;2002 April;106.3;2.7;22.8;106.3;2.7;22.8
4242;Total sales;15420000 Refined oils and fats;2002 May;111.5;4.9;24.8;111.5;4.9;24.8
4243;Total sales;15420000 Refined oils and fats;2002 June;105.9;-5.0;12.4;105.9;-5.0;12.4
4244;Total sales;15420000 Refined oils and fats;2002 July;109.6;3.5;5.0;109.6;3.5;5.0
4245;Total sales;15420000 Refined oils and fats;2002 August;110.0;0.4;10.8;110.0;0.4;10.8
4246;Total sales;15420000 Refined oils and fats;2002 September;109.6;-0.4;11.9;109.6;-0.4;11.9
4247;Total sales;15420000 Refined oils and fats;2002 October;114.5;4.4;16.7;114.5;4.4;16.7
4248;Total sales;15420000 Refined oils and fats;2002 November;118.3;3.3;14.4;118.3;3.3;14.4
4249;Total sales;15420000 Refined oils and fats;2002 December;118.2;-0.1;13.0;118.2;-0.1;13.0
4250;Total sales;15420000 Refined oils and fats;2002;109.7;;15.4;109.7;;15.4
4251;Total sales;15420000 Refined oils and fats;2003 January;115.1;-2.6;9.5;115.1;-2.6;9.5
4252;Total sales;15420000 Refined oils and fats;2003 February;113.5;-1.4;9.6;113.5;-1.4;9.6
4253;Total sales;15420000 Refined oils and fats;2003 March;109.2;-3.8;5.5;109.2;-3.8;5.5
4254;Total sales;15420000 Refined oils and fats;2003 April;108.0;-1.1;1.7;108.0;-1.1;1.7
4255;Total sales;15420000 Refined oils and fats;2003 May;105.1;-2.7;-5.7;105.1;-2.7;-5.7
4256;Total sales;15420000 Refined oils and fats;2003 June;106.3;1.1;0.4;106.3;1.1;0.4
4257;Total sales;15420000 Refined oils and fats;2003 July;104.5;-1.7;-4.6;104.5;-1.7;-4.6
4258;Total sales;15420000 Refined oils and fats;2003 August;106.8;2.2;-2.9;106.8;2.2;-2.9
4259;Total sales;15420000 Refined oils and fats;2003 September;107.8;0.9;-1.7;107.8;0.9;-1.7
4260;Total sales;15420000 Refined oils and fats;2003 October;113.9;5.7;-0.5;113.9;5.7;-0.5
4261;Total sales;15420000 Refined oils and fats;2003 November;113.3;-0.5;-4.2;113.3;-0.5;-4.2
4262;Total sales;15420000 Refined oils and fats;2003 December;112.7;-0.5;-4.7;112.7;-0.5;-4.7
4263;Total sales;15420000 Refined oils and fats;2003;109.7;;0.0;109.7;;0.0
4264;Total sales;15420000 Refined oils and fats;2004 January;113.5;0.7;-1.4;113.5;0.7;-1.4
4265;Total sales;15420000 Refined oils and fats;2004 February;118.4;4.3;4.3;118.4;4.3;4.3
4266;Total sales;15420000 Refined oils and fats;2004 March;120.9;2.1;10.7;120.9;2.1;10.7
4267;Total sales;15420000 Refined oils and fats;2004 April;121.9;0.9;12.8;121.9;0.9;12.8
4268;Total sales;15420000 Refined oils and fats;2004 May;114.3;-6.2;8.7;114.3;-6.2;8.7
4269;Total sales;15420000 Refined oils and fats;2004 June;113.7;-0.5;7.0;113.7;-0.5;7.0
4270;Total sales;15420000 Refined oils and fats;2004 July;112.4;-1.1;7.6;112.4;-1.1;7.6
4271;Total sales;15420000 Refined oils and fats;2004 August;113.6;1.0;6.4;113.6;1.0;6.4
4272;Total sales;15420000 Refined oils and fats;2004 September;108.7;-4.3;0.8;108.7;-4.3;0.8
4273;Total sales;15420000 Refined oils and fats;2004 October;107.3;-1.3;-5.9;107.3;-1.3;-5.9
4274;Total sales;15420000 Refined oils and fats;2004 November;104.0;-3.0;-8.2;104.0;-3.0;-8.2
4275;Total sales;15420000 Refined oils and fats;2004 December;102.2;-1.8;-9.4;102.2;-1.8;-9.4
4276;Total sales;15420000 Refined oils and fats;2004;112.6;;2.6;112.6;;2.6
4277;Total sales;15420000 Refined oils and fats;2005 January;89.5;-12.5;-21.2;89.5;-12.5;-21.2
4278;Total sales;15420000 Refined oils and fats;2005 February;100.2;12.1;-15.3;100.2;12.1;-15.3
4279;Total sales;15420000 Refined oils and fats;2005 March;102.5;2.3;-15.2;102.5;2.3;-15.2
4280;Total sales;15420000 Refined oils and fats;2005 April;100.7;-1.8;-17.4;100.7;-1.8;-17.4
4281;Total sales;15420000 Refined oils and fats;2005 May;102.1;1.4;-10.7;102.1;1.4;-10.7
4282;Total sales;15420000 Refined oils and fats;2005 June;103.2;1.0;-9.3;103.2;1.0;-9.3
4283;Total sales;15420000 Refined oils and fats;2005 July;103.7;0.5;-7.8;103.7;0.5;-7.8
4284;Total sales;15420000 Refined oils and fats;2005 August;99.5;-4.1;-12.4;99.5;-4.1;-12.4
4285;Total sales;15420000 Refined oils and fats;2005 September;104.0;4.6;-4.3;104.0;4.6;-4.3
4286;Total sales;15420000 Refined oils and fats;2005 October;105.4;1.4;-1.7;105.4;1.4;-1.7
4287;Total sales;15420000 Refined oils and fats;2005 November;106.1;0.7;2.0;106.1;0.7;2.0
4288;Total sales;15420000 Refined oils and fats;2005 December;105.4;-0.7;3.1;105.4;-0.7;3.1
4289;Total sales;15420000 Refined oils and fats;2005;101.9;;-9.5;101.9;;-9.5
4290;Total sales;15420000 Refined oils and fats;2006 January;105.9;0.5;18.4;105.9;0.5;18.4
4291;Total sales;15420000 Refined oils and fats;2006 February;108.2;2.2;8.0;108.2;2.2;8.0
4292;Total sales;15420000 Refined oils and fats;2006 March;105.0;-2.9;2.4;105.0;-2.9;2.4
4293;Total sales;15420000 Refined oils and fats;2006 April;105.5;0.4;4.8;105.5;0.4;4.8
4294;Total sales;15420000 Refined oils and fats;2006 May;102.1;-3.1;0.0;102.1;-3.1;0.0
4295;Total sales;15420000 Refined oils and fats;2006 June;104.6;2.4;1.4;104.6;2.4;1.4
4296;Total sales;15420000 Refined oils and fats;2006 July;107.4;2.7;3.6;107.4;2.7;3.6
4297;Total sales;15420000 Refined oils and fats;2006 August;106.5;-0.8;7.1;106.5;-0.8;7.1
4298;Total sales;15420000 Refined oils and fats;2006 September;106.9;0.4;2.8;106.9;0.4;2.8
4299;Total sales;15420000 Refined oils and fats;2006 October;111.7;4.5;6.0;111.7;4.5;6.0
4300;Total sales;15420000 Refined oils and fats;2006 November;113.3;1.4;6.7;113.3;1.4;6.7
4301;Total sales;15420000 Refined oils and fats;2006 December;120.8;6.6;14.6;120.8;6.6;14.6
4302;Total sales;15420000 Refined oils and fats;2006;108.2;;6.2;108.2;;6.2
4303;Total sales;15420000 Refined oils and fats;2007 January;121.0;0.2;14.3;121.0;0.2;14.3
4304;Total sales;15420000 Refined oils and fats;2007 February;123.4;1.9;14.0;123.4;1.9;14.0
4305;Total sales;15420000 Refined oils and fats;2007 March;125.5;1.8;19.5;125.5;1.8;19.5
4306;Total sales;15420000 Refined oils and fats;2007 April;129.1;2.8;22.4;129.1;2.8;22.4
4307;Total sales;15420000 Refined oils and fats;2007 May;136.5;5.8;33.6;136.5;5.8;33.6
4308;Total sales;15420000 Refined oils and fats;2007 June;137.8;1.0;31.8;137.8;1.0;31.8
4309;Total sales;15420000 Refined oils and fats;2007 July;141.6;2.7;31.9;141.6;2.7;31.9
4310;Total sales;15420000 Refined oils and fats;2007 August;143.5;1.4;34.7;143.5;1.4;34.7
4311;Total sales;15420000 Refined oils and fats;2007 September;147.7;2.9;38.1;147.7;2.9;38.1
4312;Total sales;15420000 Refined oils and fats;2007 October;152.8;3.5;36.8;152.8;3.5;36.8
4313;Total sales;15420000 Refined oils and fats;2007 November;158.9;4.0;40.3;158.9;4.0;40.3
4314;Total sales;15420000 Refined oils and fats;2007 December;164.2;3.3;36.0;164.2;3.3;36.0
4315;Total sales;15420000 Refined oils and fats;2007;140.2;;29.6;140.2;;29.6
4316;Total sales;15420000 Refined oils and fats;2008 January;172.7;5.2;42.7;172.7;5.2;42.7
4317;Total sales;15420000 Refined oils and fats;2008 February;191.6;10.9;55.3;191.6;10.9;55.3
4318;Total sales;15420000 Refined oils and fats;2008 March;180.4;-5.8;43.7;180.4;-5.8;43.7
4319;Total sales;15420000 Refined oils and fats;2008 April;189.9;5.3;47.1;189.9;5.3;47.1
4320;Total sales;15420000 Refined oils and fats;2008 May;196.2;3.3;43.7;196.2;3.3;43.7
4321;Total sales;15420000 Refined oils and fats;2008 June;194.7;-0.8;41.2;194.7;-0.8;41.2
4322;Total sales;15420000 Refined oils and fats;2008 July;191.4;-1.7;35.2;191.4;-1.7;35.2
4323;Total sales;15420000 Refined oils and fats;2008 August;187.3;-2.1;30.5;187.3;-2.1;30.5
4324;Total sales;15420000 Refined oils and fats;2008 September;175.3;-6.4;18.7;175.3;-6.4;18.7
4325;Total sales;15420000 Refined oils and fats;2008 October;158.6;-9.5;3.8;158.6;-9.5;3.8
4326;Total sales;15420000 Refined oils and fats;2008 November;154.0;-2.9;-3.1;154.0;-2.9;-3.1
4327;Total sales;15420000 Refined oils and fats;2008 December;147.2;-4.4;-10.4;147.2;-4.4;-10.4
4328;Total sales;15420000 Refined oils and fats;2008;178.3;;27.2;178.3;;27.2
4329;Total sales;15430000 Margarine and similar edible fa;2000 January;99.9;;;99.9;;
4330;Total sales;15430000 Margarine and similar edible fa;2000 February;100.0;0.1;;100.0;0.1;
4331;Total sales;15430000 Margarine and similar edible fa;2000 March;102.1;2.1;;102.1;2.1;
4332;Total sales;15430000 Margarine and similar edible fa;2000 April;98.9;-3.1;;98.9;-3.1;
4333;Total sales;15430000 Margarine and similar edible fa;2000 May;98.8;-0.2;;98.8;-0.2;
4334;Total sales;15430000 Margarine and similar edible fa;2000 June;98.9;0.1;;98.9;0.1;
4335;Total sales;15430000 Margarine and similar edible fa;2000 July;99.0;0.0;;99.0;0.0;
4336;Total sales;15430000 Margarine and similar edible fa;2000 August;98.6;-0.3;;98.6;-0.3;
4337;Total sales;15430000 Margarine and similar edible fa;2000 September;99.2;0.6;;99.2;0.6;
4338;Total sales;15430000 Margarine and similar edible fa;2000 October;100.4;1.2;;100.4;1.2;
4339;Total sales;15430000 Margarine and similar edible fa;2000 November;98.4;-1.9;;98.4;-1.9;
4340;Total sales;15430000 Margarine and similar edible fa;2000 December;105.8;7.5;;105.8;7.5;
4341;Total sales;15430000 Margarine and similar edible fa;2000;100.0;;;100.0;;
4342;Total sales;15430000 Margarine and similar edible fa;2001 January;101.9;-3.7;1.9;101.9;-3.7;1.9
4343;Total sales;15430000 Margarine and similar edible fa;2001 February;102.0;0.2;2.0;102.0;0.2;2.0
4344;Total sales;15430000 Margarine and similar edible fa;2001 March;103.0;1.0;0.9;103.0;1.0;0.9
4345;Total sales;15430000 Margarine and similar edible fa;2001 April;100.6;-2.3;1.7;100.6;-2.3;1.7
4346;Total sales;15430000 Margarine and similar edible fa;2001 May;100.2;-0.4;1.5;100.2;-0.4;1.5
4347;Total sales;15430000 Margarine and similar edible fa;2001 June;101.8;1.6;2.9;101.8;1.6;2.9
4348;Total sales;15430000 Margarine and similar edible fa;2001 July;108.6;6.7;9.7;108.6;6.7;9.7
4349;Total sales;15430000 Margarine and similar edible fa;2001 August;107.4;-1.1;8.9;107.4;-1.1;8.9
4350;Total sales;15430000 Margarine and similar edible fa;2001 September;106.0;-1.3;6.9;106.0;-1.3;6.9
4351;Total sales;15430000 Margarine and similar edible fa;2001 October;108.0;1.9;7.6;108.0;1.9;7.6
4352;Total sales;15430000 Margarine and similar edible fa;2001 November;111.3;3.1;13.1;111.3;3.1;13.1
4353;Total sales;15430000 Margarine and similar edible fa;2001 December;110.4;-0.8;4.4;110.4;-0.8;4.4
4354;Total sales;15430000 Margarine and similar edible fa;2001;105.1;;5.1;105.1;;5.1
4355;Total sales;15430000 Margarine and similar edible fa;2002 January;110.2;-0.2;8.2;110.2;-0.2;8.2
4356;Total sales;15430000 Margarine and similar edible fa;2002 February;108.7;-1.3;6.5;108.7;-1.3;6.5
4357;Total sales;15430000 Margarine and similar edible fa;2002 March;108.3;-0.4;5.1;108.3;-0.4;5.1
4358;Total sales;15430000 Margarine and similar edible fa;2002 April;110.1;1.7;9.4;110.1;1.7;9.4
4359;Total sales;15430000 Margarine and similar edible fa;2002 May;110.3;0.2;10.0;110.3;0.2;10.0
4360;Total sales;15430000 Margarine and similar edible fa;2002 June;111.2;0.9;9.3;111.2;0.9;9.3
4361;Total sales;15430000 Margarine and similar edible fa;2002 July;112.4;1.0;3.5;112.4;1.0;3.5
4362;Total sales;15430000 Margarine and similar edible fa;2002 August;113.8;1.3;6.0;113.8;1.3;6.0
