ID;Geslacht;Leeftijd;RegioS;Perioden;Bevolking_1;k_1BasisonderwijsVmboMbo1_2;k_2HavoVwoMbo24_3;k_3HboWo_4;k_11Basisonderwijs_5;k_12VmboHavoVwoOnderbouwMbo1_6;k_21HavoVwoMbo24_7;k_31HboWoBachelor_8;k_32HboWoMasterDoctor_9;k_111Basisonderwijs_10;k_121VmboBKMbo1_11;k_122VmboGTHavoVwoOnderbouw_12;k_211Mbo2EnMbo3_13;k_212Mbo4_14;k_213HavoVwo_15;k_311HboWoBachelor_16;k_321HboWoMasterDoctor_17
841;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2018;123800.0;29.0;37.6;33.4;11.0;18.0;37.6;21.6;11.8;11.0;10.5;7.4;13.2;14.1;10.3;21.6;11.8
842;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2019;125800.0;28.2;37.5;34.3;10.7;17.5;37.5;22.1;12.2;10.7;10.0;7.5;13.0;14.1;10.4;22.1;12.2
843;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2020;127200.0;27.6;37.6;34.9;10.4;17.2;37.6;22.3;12.6;10.4;9.7;7.4;12.9;14.0;10.6;22.3;12.6
844;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2021;128400.0;26.1;37.8;36.2;9.8;16.3;37.8;22.2;13.9;9.8;9.0;7.2;12.6;14.2;11.0;22.2;13.9
845;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2022;129500.0;25.5;37.7;36.8;9.8;15.6;37.7;22.7;14.1;9.8;8.6;7.0;12.5;14.3;11.0;22.7;14.1
846;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;2023;131100.0;25.6;37.3;37.1;10.3;15.4;37.3;22.8;14.3;10.3;8.6;6.8;12.6;14.1;10.6;22.8;14.3
847;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2013;49800.0;28.2;45.7;26.1;7.7;20.5;45.7;19.5;6.6;7.7;12.6;7.9;19.9;18.3;7.5;19.5;6.6
848;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2014;49800.0;27.8;45.7;26.5;7.8;20.0;45.7;19.5;7.0;7.8;11.7;8.3;19.5;19.0;7.2;19.5;7.0
849;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2015;49800.0;29.0;44.4;26.5;9.4;19.6;44.4;19.2;7.4;9.4;11.3;8.4;18.7;18.8;7.0;19.2;7.4
850;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2016;50400.0;28.2;45.0;26.8;7.7;20.5;45.0;19.5;7.4;7.7;11.5;9.0;18.8;18.9;7.2;19.5;7.4
851;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2017;50500.0;26.3;46.6;27.1;7.7;18.6;46.6;19.5;7.6;7.7;10.8;7.9;19.4;19.4;7.8;19.5;7.6
852;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2018;51000.0;26.1;46.1;27.7;7.7;18.4;46.1;20.1;7.7;7.7;10.4;8.0;18.6;19.9;7.6;20.1;7.7
853;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2019;51600.0;25.6;45.9;28.5;7.5;18.1;45.9;20.7;7.7;7.5;10.2;7.9;18.3;20.1;7.5;20.7;7.7
854;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2020;52000.0;24.8;46.2;29.0;7.2;17.5;46.2;20.9;8.1;7.2;10.0;7.5;18.2;20.3;7.7;20.9;8.1
855;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2021;52000.0;24.6;47.1;28.3;7.0;17.6;47.1;20.3;8.0;7.0;10.0;7.6;18.2;21.0;7.9;20.3;8.0
856;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2022;52100.0;24.3;46.9;28.8;6.7;17.6;46.9;20.6;8.2;6.7;10.1;7.5;17.7;21.2;8.1;20.6;8.2
857;Totaal mannen en vrouwen;15 tot 75 jaar;Assen;2023;52400.0;24.2;46.2;29.6;7.1;17.2;46.2;21.2;8.4;7.1;9.9;7.3;17.7;21.0;7.4;21.2;8.4
858;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2013;12500.0;33.6;44.2;22.2;11.8;21.8;44.2;16.2;6.0;11.8;13.9;7.9;19.0;17.9;7.3;16.2;6.0
859;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2014;12600.0;33.5;44.0;22.6;10.9;22.6;44.0;16.5;6.1;10.9;14.6;8.0;18.5;18.1;7.4;16.5;6.1
860;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2015;12600.0;31.1;46.0;22.9;10.0;21.1;46.0;17.0;5.9;10.0;13.6;7.5;19.1;18.9;8.0;17.0;5.9
861;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2016;12700.0;31.1;46.2;22.7;9.9;21.2;46.2;17.0;5.7;9.9;13.7;7.5;19.4;18.7;8.1;17.0;5.7
862;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2017;12700.0;30.5;46.1;23.4;9.5;20.9;46.1;17.3;6.1;9.5;13.3;7.6;19.6;18.8;7.7;17.3;6.1
863;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2018;12700.0;31.2;44.8;24.0;10.1;21.1;44.8;17.9;6.2;10.1;13.6;7.5;18.8;18.5;7.5;17.9;6.2
864;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2019;12700.0;30.8;45.0;24.2;9.4;21.4;45.0;18.3;5.9;9.4;13.2;8.2;19.0;18.3;7.7;18.3;5.9
865;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2020;12700.0;29.4;45.6;25.0;8.4;21.0;45.6;18.6;6.4;8.4;13.0;8.0;19.3;18.4;7.9;18.6;6.4
866;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2021;12900.0;28.1;46.1;25.9;8.0;20.0;46.1;19.3;6.6;8.0;12.3;7.7;19.3;18.5;8.4;19.3;6.6
867;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2022;12900.0;29.7;44.3;26.0;10.3;19.4;44.3;19.0;7.0;10.3;11.7;7.7;18.0;18.2;8.2;19.0;7.0
868;Totaal mannen en vrouwen;15 tot 75 jaar;Asten;2023;12900.0;30.4;43.4;26.2;11.4;19.1;43.4;19.2;7.1;11.4;11.6;7.5;18.2;17.9;7.3;19.2;7.1
869;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2013;5000.0;35.5;45.0;19.5;9.1;26.4;45.0;15.5;4.0;9.1;20.6;5.8;21.3;17.6;6.0;15.5;4.0
870;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2014;5000.0;33.4;46.6;20.0;9.8;23.6;46.6;15.8;4.2;9.8;17.8;5.7;22.3;17.7;6.6;15.8;4.2
871;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2015;5000.0;34.0;46.1;19.9;8.5;25.4;46.1;15.4;4.5;8.5;17.8;7.7;23.1;16.8;6.3;15.4;4.5
872;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2016;5000.0;33.5;45.9;20.6;8.4;25.1;45.9;15.6;4.9;8.4;17.2;8.0;22.2;17.5;6.2;15.6;4.9
873;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2017;5100.0;33.5;47.4;19.1;8.0;25.4;47.4;14.7;4.4;8.0;19.0;6.4;23.6;17.9;5.9;14.7;4.4
874;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2018;5100.0;34.6;45.8;19.6;8.1;26.4;45.8;15.2;4.4;8.1;19.1;7.4;22.9;17.2;5.7;15.2;4.4
875;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2019;5100.0;35.9;43.6;20.6;8.2;27.7;43.6;16.2;4.3;8.2;19.6;8.1;21.5;16.3;5.8;16.2;4.3
876;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2020;5100.0;32.7;46.9;20.4;7.6;25.1;46.9;16.1;4.2;7.6;17.9;7.2;23.7;16.7;6.6;16.1;4.2
877;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2021;5100.0;30.2;48.1;21.7;7.6;22.6;48.1;16.9;4.9;7.6;15.2;7.4;23.2;17.1;7.7;16.9;4.9
878;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2022;5200.0;40.3;40.6;19.1;5.9;34.4;40.6;14.9;4.2;5.9;10.5;23.9;19.5;14.1;7.0;14.9;4.2
879;Totaal mannen en vrouwen;15 tot 75 jaar;Baarle-Nassau;2023;5200.0;28.9;48.7;22.5;7.5;21.4;48.7;17.7;4.7;7.5;12.8;8.6;23.9;17.6;7.1;17.7;4.7
880;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2013;17900.0;26.5;40.4;33.1;9.3;17.2;40.4;20.3;12.8;9.3;8.2;9.0;14.2;13.5;12.7;20.3;12.8
881;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2014;18000.0;26.0;41.3;32.7;9.1;16.9;41.3;20.2;12.5;9.1;8.1;8.8;15.6;14.2;11.5;20.2;12.5
882;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2015;18100.0;25.9;40.5;33.6;9.5;16.4;40.5;20.8;12.8;9.5;8.1;8.3;15.5;13.9;11.1;20.8;12.8
883;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2016;18000.0;24.8;38.8;36.4;8.8;16.0;38.8;23.0;13.4;8.8;7.8;8.2;14.7;13.7;10.4;23.0;13.4
884;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2017;18100.0;25.9;39.2;34.8;9.0;16.9;39.2;22.2;12.7;9.0;8.3;8.6;13.9;13.9;11.4;22.2;12.7
885;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2018;18100.0;25.1;39.2;35.7;8.5;16.6;39.2;22.4;13.3;8.5;8.0;8.6;13.9;13.8;11.6;22.4;13.3
886;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2019;18200.0;25.5;38.8;35.8;10.0;15.5;38.8;22.0;13.8;10.0;7.1;8.4;13.4;14.3;11.1;22.0;13.8
887;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2020;18200.0;25.0;37.8;37.3;9.8;15.1;37.8;22.6;14.7;9.8;6.7;8.4;13.2;14.2;10.4;22.6;14.7
888;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2021;17900.0;24.6;37.6;37.8;9.8;14.8;37.6;22.2;15.6;9.8;6.7;8.1;13.2;14.1;10.4;22.2;15.6
889;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2022;18000.0;24.0;37.6;38.5;9.3;14.7;37.6;22.1;16.4;9.3;6.6;8.0;13.2;14.2;10.2;22.1;16.4
890;Totaal mannen en vrouwen;15 tot 75 jaar;Baarn;2023;17900.0;24.9;36.1;39.1;10.4;14.5;36.1;22.3;16.7;10.4;6.6;7.9;12.6;14.2;9.3;22.3;16.7
891;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2013;34600.0;30.3;42.2;27.6;9.7;20.5;42.2;19.7;7.9;9.7;11.3;9.2;16.7;16.5;9.0;19.7;7.9
892;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2014;34800.0;29.4;42.5;28.1;9.4;20.0;42.5;19.6;8.5;9.4;10.7;9.3;16.7;15.9;9.9;19.6;8.5
893;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2015;35200.0;29.1;42.0;28.9;9.0;20.1;42.0;20.1;8.8;9.0;10.8;9.3;16.7;16.3;9.1;20.1;8.8
894;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2016;35600.0;28.1;42.3;29.6;8.6;19.5;42.3;20.4;9.2;8.6;9.8;9.6;16.4;16.4;9.4;20.4;9.2
895;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2017;36000.0;28.1;41.7;30.2;8.6;19.5;41.7;20.9;9.3;8.6;9.9;9.6;16.1;16.1;9.5;20.9;9.3
896;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2018;36100.0;27.1;42.2;30.7;8.1;19.0;42.2;21.3;9.4;8.1;9.4;9.6;15.9;16.8;9.5;21.3;9.4
897;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2019;36300.0;26.5;42.1;31.4;7.6;18.9;42.1;21.5;9.9;7.6;9.1;9.7;15.9;16.5;9.7;21.5;9.9
898;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2020;36300.0;25.2;42.7;32.1;7.1;18.1;42.7;21.7;10.4;7.1;9.0;9.1;16.2;16.7;9.7;21.7;10.4
899;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2021;36300.0;24.6;43.4;32.0;6.7;17.9;43.4;21.5;10.5;6.7;8.8;9.1;16.1;17.2;10.1;21.5;10.5
900;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2022;36300.0;24.3;44.0;31.7;6.6;17.7;44.0;21.6;10.1;6.6;8.8;8.9;16.6;17.5;10.0;21.6;10.1
901;Totaal mannen en vrouwen;15 tot 75 jaar;Barendrecht;2023;36100.0;24.2;43.3;32.5;6.9;17.3;43.3;22.0;10.5;6.9;8.6;8.7;16.0;17.6;9.6;22.0;10.5
902;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2013;38500.0;37.2;43.4;19.4;9.8;27.4;43.4;14.6;4.9;9.8;17.7;9.7;19.4;16.7;7.2;14.6;4.9
903;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2014;38800.0;36.7;44.1;19.1;9.6;27.1;44.1;14.3;4.9;9.6;17.7;9.5;19.3;17.3;7.5;14.3;4.9
904;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2015;39300.0;35.9;43.9;20.2;9.6;26.3;43.9;15.3;4.9;9.6;17.0;9.3;19.2;17.2;7.5;15.3;4.9
905;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2016;40000.0;35.8;44.2;20.0;10.4;25.4;44.2;15.0;5.0;10.4;16.5;8.9;19.2;17.6;7.5;15.0;5.0
906;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2017;40700.0;34.8;44.7;20.5;10.0;24.8;44.7;14.9;5.6;10.0;16.0;8.8;19.6;17.6;7.5;14.9;5.6
907;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2018;41100.0;33.9;44.9;21.3;9.7;24.1;44.9;15.8;5.5;9.7;15.8;8.3;19.7;17.6;7.5;15.8;5.5
908;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2019;41800.0;32.5;46.0;21.5;9.3;23.3;46.0;15.9;5.6;9.3;14.9;8.3;20.5;17.8;7.6;15.9;5.6
909;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2020;42500.0;30.9;46.3;22.9;7.8;23.1;46.3;17.0;5.9;7.8;14.7;8.3;20.5;18.2;7.6;17.0;5.9
910;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2021;42800.0;30.4;46.2;23.4;8.1;22.2;46.2;17.4;6.0;8.1;13.5;8.7;20.0;18.4;7.8;17.4;6.0
911;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2022;43200.0;29.7;47.1;23.2;7.9;21.8;47.1;16.8;6.4;7.9;13.1;8.7;20.8;18.8;7.5;16.8;6.4
912;Totaal mannen en vrouwen;15 tot 75 jaar;Barneveld;2023;43700.0;29.4;47.2;23.4;8.1;21.3;47.2;17.3;6.1;8.1;13.1;8.3;21.5;18.3;7.4;17.3;6.1
913;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2013;7900.0;26.1;48.5;25.4;5.9;20.2;48.5;18.9;6.5;5.9;11.5;8.8;21.4;20.2;6.9;18.9;6.5
914;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2014;7900.0;26.8;48.1;25.1;5.5;21.3;48.1;18.6;6.6;5.5;11.6;9.7;21.4;19.1;7.5;18.6;6.6
915;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2015;7900.0;27.9;46.5;25.6;5.6;22.3;46.5;18.8;6.8;5.6;11.2;11.0;20.3;19.0;7.3;18.8;6.8
916;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2016;7900.0;26.4;48.2;25.4;5.8;20.6;48.2;18.3;7.1;5.8;10.8;9.7;21.2;19.2;7.8;18.3;7.1
917;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2017;8000.0;26.4;48.4;25.2;5.6;20.9;48.4;18.2;7.0;5.6;10.5;10.4;20.5;19.8;8.2;18.2;7.0
918;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2018;7900.0;26.0;48.2;25.8;5.9;20.1;48.2;18.9;6.9;5.9;10.0;10.0;19.7;20.8;7.8;18.9;6.9
919;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2019;;;;;;;;;;;;;;;;;
920;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2020;;;;;;;;;;;;;;;;;
921;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2021;;;;;;;;;;;;;;;;;
922;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2022;;;;;;;;;;;;;;;;;
923;Totaal mannen en vrouwen;15 tot 75 jaar;Bedum;2023;;;;;;;;;;;;;;;;;
924;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2013;12500.0;31.7;43.0;25.3;10.2;21.6;43.0;18.7;6.6;10.2;13.6;8.0;18.1;16.3;8.5;18.7;6.6
925;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2014;12500.0;31.5;42.5;26.0;10.3;21.2;42.5;19.1;6.9;10.3;13.2;8.0;17.4;16.6;8.5;19.1;6.9
926;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2015;12400.0;30.7;42.4;27.0;9.9;20.7;42.4;19.5;7.4;9.9;12.3;8.4;17.2;16.5;8.7;19.5;7.4
927;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2016;12300.0;28.7;43.6;27.7;9.1;19.5;43.6;19.8;7.9;9.1;11.4;8.1;16.5;16.7;10.4;19.8;7.9
928;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2017;12300.0;28.7;43.4;28.0;8.5;20.2;43.4;19.9;8.1;8.5;11.9;8.2;17.1;17.5;8.7;19.9;8.1
929;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2018;12200.0;27.8;43.0;29.2;8.2;19.6;43.0;20.6;8.6;8.2;11.8;7.8;16.5;17.6;8.8;20.6;8.6
930;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2019;12200.0;27.4;43.0;29.5;8.9;18.5;43.0;21.0;8.5;8.9;11.2;7.3;16.7;17.8;8.5;21.0;8.5
931;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2020;12100.0;26.2;43.4;30.4;8.4;17.8;43.4;21.8;8.6;8.4;10.7;7.1;17.2;17.7;8.5;21.8;8.6
932;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2021;11900.0;26.1;43.9;30.0;8.9;17.1;43.9;21.4;8.6;8.9;10.4;6.8;16.9;18.3;8.7;21.4;8.6
933;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2022;11900.0;26.4;43.0;30.6;8.7;17.7;43.0;21.6;9.0;8.7;11.4;6.3;16.9;18.4;7.8;21.6;9.0
934;Totaal mannen en vrouwen;15 tot 75 jaar;Beek (L.);2023;12000.0;27.0;42.1;31.0;8.9;18.1;42.1;21.6;9.3;8.9;12.1;6.0;16.0;18.5;7.6;21.6;9.3
935;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2013;;;;;;;;;;;;;;;;;
936;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2014;;;;;;;;;;;;;;;;;
937;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2015;;;;;;;;;;;;;;;;;
938;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2016;;;;;;;;;;;;;;;;;
939;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2017;;;;;;;;;;;;;;;;;
940;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2018;;;;;;;;;;;;;;;;;
941;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2019;27100.0;27.9;43.3;28.8;8.3;19.5;43.3;20.4;8.4;8.3;12.1;7.4;16.7;18.6;8.1;20.4;8.4
942;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2020;27100.0;26.7;43.7;29.6;7.8;18.9;43.7;21.0;8.6;7.8;11.8;7.1;16.9;18.6;8.1;21.0;8.6
943;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2021;26900.0;24.9;44.6;30.5;7.3;17.6;44.6;20.7;9.7;7.3;11.1;6.5;17.4;19.1;8.2;20.7;9.7
944;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2022;26700.0;25.7;43.1;31.2;7.7;18.1;43.1;22.2;9.0;7.7;10.7;7.3;15.9;19.1;8.1;22.2;9.0
945;Totaal mannen en vrouwen;15 tot 75 jaar;Beekdaelen;2023;26400.0;26.4;42.5;31.1;6.8;19.6;42.5;21.9;9.2;6.8;12.4;7.2;15.8;18.8;7.9;21.9;9.2
946;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2013;6700.0;28.1;44.6;27.3;6.3;21.8;44.6;17.9;9.5;6.3;14.6;7.2;18.1;16.9;9.6;17.9;9.5
947;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2014;6700.0;27.7;44.4;27.9;7.0;20.6;44.4;18.9;9.0;7.0;13.5;7.1;17.8;16.6;10.1;18.9;9.0
948;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2015;6800.0;26.3;45.3;28.4;6.5;19.8;45.3;19.5;9.0;6.5;12.4;7.4;18.6;16.8;9.8;19.5;9.0
949;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2016;6900.0;26.1;45.8;28.1;6.4;19.7;45.8;18.6;9.4;6.4;12.0;7.7;18.9;17.1;9.9;18.6;9.4
950;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2017;7100.0;26.7;44.5;28.8;6.1;20.6;44.5;19.9;8.9;6.1;11.1;9.5;17.1;17.3;10.1;19.9;8.9
951;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2018;7300.0;25.4;44.6;30.0;5.7;19.7;44.6;20.6;9.4;5.7;10.5;9.2;17.2;17.7;9.7;20.6;9.4
952;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2019;7400.0;24.2;45.2;30.6;5.3;18.9;45.2;21.0;9.6;5.3;10.4;8.5;17.5;17.7;10.0;21.0;9.6
953;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2020;7400.0;24.2;45.1;30.7;5.0;19.2;45.1;21.3;9.5;5.0;9.8;9.4;17.4;17.8;9.9;21.3;9.5
954;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2021;7800.0;23.1;45.1;31.8;4.6;18.6;45.1;21.8;10.0;4.6;10.1;8.5;16.4;17.9;10.7;21.8;10.0
955;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2022;;;;;;;;;;;;;;;;;
956;Totaal mannen en vrouwen;15 tot 75 jaar;Beemster;2023;;;;;;;;;;;;;;;;;
957;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2013;10300.0;39.6;43.2;17.2;13.6;26.0;43.2;13.3;4.0;13.6;16.5;9.5;20.8;14.8;7.6;13.3;4.0
958;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2014;10200.0;38.6;43.4;18.0;12.7;26.0;43.4;13.4;4.7;12.7;16.3;9.6;20.4;14.7;8.3;13.4;4.7
959;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2015;10200.0;38.0;43.8;18.2;12.5;25.5;43.8;13.3;4.9;12.5;16.1;9.4;20.3;15.5;8.0;13.3;4.9
960;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2016;10200.0;36.1;45.4;18.4;11.4;24.8;45.4;13.5;4.9;11.4;15.6;9.1;19.3;15.9;10.2;13.5;4.9
961;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2017;10200.0;36.1;43.5;20.4;11.6;24.5;43.5;15.4;5.0;11.6;15.6;8.9;19.5;16.5;7.5;15.4;5.0
962;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2018;10300.0;36.1;43.8;20.1;11.6;24.4;43.8;14.9;5.3;11.6;15.5;8.9;19.0;17.5;7.3;14.9;5.3
963;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2019;10300.0;34.5;43.5;22.0;11.2;23.2;43.5;16.5;5.5;11.2;14.7;8.5;19.3;17.2;7.1;16.5;5.5
964;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2020;10200.0;32.9;44.4;22.6;10.5;22.5;44.4;17.1;5.6;10.5;14.1;8.4;19.6;17.5;7.4;17.1;5.6
965;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2021;10200.0;31.9;46.0;22.1;10.1;21.7;46.0;16.4;5.7;10.1;13.5;8.2;19.9;18.8;7.2;16.4;5.7
966;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2022;10200.0;33.3;45.0;21.7;12.3;21.0;45.0;16.1;5.6;12.3;12.9;8.1;19.5;18.7;6.7;16.1;5.6
967;Totaal mannen en vrouwen;15 tot 75 jaar;Beesel;2023;10100.0;33.6;44.9;21.5;12.2;21.4;44.9;15.8;5.7;12.2;13.4;8.0;19.6;18.5;6.8;15.8;5.7
968;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2013;6800.0;35.7;45.9;18.4;9.6;26.1;45.9;14.3;4.1;9.6;16.4;9.7;23.9;16.1;5.9;14.3;4.1
969;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2014;7000.0;35.7;46.2;18.2;10.2;25.4;46.2;14.0;4.2;10.2;16.4;9.0;23.5;15.7;6.9;14.0;4.2
970;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2015;6900.0;34.4;47.6;18.0;9.9;24.5;47.6;13.7;4.3;9.9;15.4;9.1;23.7;17.1;6.8;13.7;4.3
971;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2016;6900.0;34.2;47.5;18.3;10.3;23.9;47.5;13.9;4.4;10.3;16.2;7.7;23.2;17.2;7.0;13.9;4.4
972;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2017;6800.0;32.5;48.4;19.2;9.4;23.0;48.4;14.8;4.3;9.4;15.9;7.1;24.0;17.7;6.7;14.8;4.3
973;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2018;;;;;;;;;;;;;;;;;
974;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2019;;;;;;;;;;;;;;;;;
975;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2020;;;;;;;;;;;;;;;;;
976;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2021;;;;;;;;;;;;;;;;;
977;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2022;;;;;;;;;;;;;;;;;
978;Totaal mannen en vrouwen;15 tot 75 jaar;Bellingwedde;2023;;;;;;;;;;;;;;;;;
979;Totaal mannen en vrouwen;15 tot 75 jaar;Berg en Dal;2013;;;;;;;;;;;;;;;;;
980;Totaal mannen en vrouwen;15 tot 75 jaar;Berg en Dal;2014;;;;;;;;;;;;;;;;;
981;Totaal mannen en vrouwen;15 tot 75 jaar;Berg en Dal;2015;;;;;;;;;;;;;;;;;
