ID;Geslacht;Leeftijd;DiagnosenGGZHoofdgroepen;GestandaardiseerdInkomen;Verblijf;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
2145;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2018;5875.0;6750.0;413;475.0
2146;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2019;5275.0;6125.0;368;427.0
2147;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2020;5215.0;5995.0;363;417.0
2148;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Totaal met en zonder verblijf;2021;5275.0;6060.0;363;417.0
2149;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2015;5075.0;5830.0;369;424.0
2150;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2016;4865.0;5665.0;350;407.0
2151;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2017;4965.0;5710.0;352;405.0
2152;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2018;4965.0;5705.0;349;401.0
2153;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2019;4365.0;5080.0;304;354.0
2154;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2020;4325.0;4970.0;301;345.0
2155;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen zonder verblijf;2021;4335.0;5010.0;298;345.0
2156;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2015;1005.0;1165.0;73;84.0
2157;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2016;955.0;1120.0;68;80.0
2158;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2017;880.0;1030.0;62;73.0
2159;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2018;910.0;1045.0;64;73.0
2160;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2019;910.0;1050.0;63;73.0
2161;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2020;890.0;1025.0;62;71.0
2162;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;3e 10%-groep (personen);Personen met verblijf;2021;935.0;1055.0;64;72.0
2163;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2015;4035.0;4655.0;302;348.0
2164;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2016;3940.0;4575.0;293;340.0
2165;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2017;3830.0;4460.0;281;327.0
2166;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2018;3825.0;4430.0;278;323.0
2167;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2019;3440.0;3960.0;248;286.0
2168;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2020;3550.0;4035.0;254;289.0
2169;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Totaal met en zonder verblijf;2021;3605.0;4135.0;255;293.0
2170;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2015;3380.0;3885.0;253;291.0
2171;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2016;3285.0;3800.0;244;282.0
2172;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2017;3260.0;3795.0;239;279.0
2173;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2018;3180.0;3685.0;232;268.0
2174;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2019;2850.0;3270.0;206;236.0
2175;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2020;2950.0;3340.0;211;240.0
2176;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen zonder verblijf;2021;3045.0;3485.0;215;247.0
2177;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2015;655.0;765.0;49;57.0
2178;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2016;660.0;775.0;48;57.0
2179;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2017;570.0;660.0;42;48.0
2180;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2018;645.0;745.0;46;54.0
2181;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2019;590.0;690.0;42;49.0
2182;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2020;600.0;695.0;43;49.0
2183;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;4e 10%-groep (personen);Personen met verblijf;2021;565.0;650.0;39;46.0
2184;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2015;3140.0;3680.0;236;277.0
2185;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2016;3045.0;3550.0;227;265.0
2186;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2017;2995.0;3470.0;222;257.0
2187;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2018;2900.0;3325.0;213;244.0
2188;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2019;2640.0;3060.0;192;223.0
2189;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2020;2555.0;2975.0;185;215.0
2190;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Totaal met en zonder verblijf;2021;2665.0;3065.0;191;220.0
2191;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2015;2635.0;3090.0;198;232.0
2192;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2016;2505.0;2910.0;187;217.0
2193;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2017;2540.0;2945.0;188;218.0
2194;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2018;2395.0;2750.0;176;202.0
2195;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2019;2170.0;2530.0;158;184.0
2196;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2020;2100.0;2470.0;152;178.0
2197;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen zonder verblijf;2021;2265.0;2600.0;162;186.0
2198;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2015;505.0;590.0;37;44.0
2199;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2016;545.0;635.0;40;47.0
2200;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2017;455.0;525.0;33;38.0
2201;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2018;505.0;575.0;37;42.0
2202;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2019;470.0;530.0;34;38.0
2203;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2020;450.0;505.0;32;36.0
2204;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;5e 10%-groep (personen);Personen met verblijf;2021;400.0;465.0;28;33.0
2205;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2015;2500.0;2910.0;186;217.0
2206;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2016;2395.0;2830.0;177;210.0
2207;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2017;2315.0;2705.0;170;199.0
2208;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2018;2295.0;2660.0;167;194.0
2209;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2019;2055.0;2405.0;148;173.0
2210;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2020;2050.0;2400.0;147;172.0
2211;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Totaal met en zonder verblijf;2021;2220.0;2565.0;158;183.0
2212;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2015;2050.0;2375.0;153;177.0
2213;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2016;1980.0;2330.0;147;172.0
2214;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2017;1980.0;2305.0;146;170.0
2215;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2018;1925.0;2230.0;140;162.0
2216;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2019;1665.0;1945.0;120;140.0
2217;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2020;1685.0;1985.0;121;142.0
2218;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen zonder verblijf;2021;1870.0;2180.0;133;155.0
2219;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2015;450.0;535.0;33;40.0
2220;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2016;410.0;500.0;30;37.0
2221;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2017;335.0;400.0;24;29.0
2222;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2018;370.0;435.0;27;31.0
2223;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2019;395.0;460.0;28;33.0
2224;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2020;365.0;415.0;26;29.0
2225;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;6e 10%-groep (personen);Personen met verblijf;2021;345.0;380.0;24;27.0
2226;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2015;2090.0;2440.0;152;177.0
2227;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2016;1925.0;2285.0;139;165.0
2228;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2017;1870.0;2210.0;135;159.0
2229;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2018;1875.0;2190.0;134;156.0
2230;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2019;1720.0;2005.0;121;142.0
2231;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2020;1685.0;2000.0;118;140.0
2232;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Totaal met en zonder verblijf;2021;1840.0;2155.0;128;150.0
2233;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2015;1705.0;1985.0;124;144.0
2234;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2016;1600.0;1910.0;116;138.0
2235;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2017;1580.0;1855.0;114;133.0
2236;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2018;1540.0;1800.0;109;128.0
2237;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2019;1415.0;1670.0;100;118.0
2238;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2020;1430.0;1705.0;100;119.0
2239;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen zonder verblijf;2021;1535.0;1800.0;107;125.0
2240;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2015;385.0;455.0;28;33.0
2241;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2016;325.0;375.0;23;27.0
2242;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2017;290.0;350.0;20;25.0
2243;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2018;335.0;390.0;24;27.0
2244;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2019;305.0;340.0;21;23.0
2245;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2020;255.0;300.0;17;20.0
2246;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2021;305.0;355.0;21;24.0
2247;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2015;1685.0;1990.0;119;141.0
2248;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2016;1580.0;1865.0;111;131.0
2249;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2017;1535.0;1800.0;107;126.0
2250;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2018;1525.0;1800.0;106;125.0
2251;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2019;1430.0;1675.0;98;115.0
2252;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2020;1400.0;1635.0;95;111.0
2253;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2021;1565.0;1830.0;107;125.0
2254;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2015;1390.0;1630.0;98;115.0
2255;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2016;1335.0;1575.0;94;111.0
2256;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2017;1275.0;1495.0;89;105.0
2257;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2018;1250.0;1480.0;87;103.0
2258;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2019;1150.0;1340.0;79;92.0
2259;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2020;1145.0;1350.0;78;92.0
2260;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2021;1310.0;1520.0;89;104.0
2261;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen met verblijf;2015;300.0;360.0;21;25.0
2262;Totaal mannen en vrouwen;18 jaar of ouder;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen met verblijf;2016;245.0;290.0;17;20.0
