ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;Sterftekans_2;LevensverwInAlsGoedErvarenGezondh_3;LevensverwZonderLichBeperkingen_4;LevensverwZonderChronischeZiektes_5;LevensverwInGoedeGeestelijkeGezondh_6
1006;Vrouwen;1 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;81.6;;57.7;;37.5;
1007;Vrouwen;1 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;81.0;;57.3;;36.1;
1008;Vrouwen;1 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;84.3;0.0002;65.7;72.0;39.8;74.6
1009;Vrouwen;1 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;84.0;0.0002;65.3;71.4;39.5;73.6
1010;Vrouwen;1 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;84.4;0.0001;64.3;71.7;38.6;73.5
1011;Vrouwen;1 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;83.9;;64.8;;38.8;
1012;Vrouwen;1 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;83.7;;64.3;;38.6;
1013;Vrouwen;1 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;84.0;;63.3;;37.7;
1014;Vrouwen;1 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;84.6;;66.6;;40.8;
1015;Vrouwen;1 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;84.3;;66.2;;40.4;
1016;Vrouwen;1 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;84.7;;65.3;;39.5;
1017;Vrouwen;1 jaar;Hoog onderwijsniveau;Waarde;2011/2014;85.1;0.0002;70.4;75.7;44.5;75.8
1018;Vrouwen;1 jaar;Hoog onderwijsniveau;Waarde;2013/2016;86.1;0.0002;71.8;77.5;46.5;77.3
1019;Vrouwen;1 jaar;Hoog onderwijsniveau;Waarde;2015/2018;86.7;0.0001;71.6;78.2;46.1;77.3
1020;Vrouwen;1 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;84.8;;69.0;;43.3;
1021;Vrouwen;1 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;85.8;;70.4;;45.2;
1022;Vrouwen;1 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;86.4;;70.2;;44.8;
1023;Vrouwen;1 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;85.7;;71.8;;45.8;
1024;Vrouwen;1 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;86.6;;73.2;;47.9;
1025;Vrouwen;1 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;87.3;;72.9;;47.4;
1026;Vrouwen;5 jaar;Laag onderwijsniveau;Waarde;2011/2014;77.4;0.0001;53.4;60.6;34.8;65.9
1027;Vrouwen;5 jaar;Laag onderwijsniveau;Waarde;2013/2016;77.4;0.0001;52.8;59.6;32.4;65.1
1028;Vrouwen;5 jaar;Laag onderwijsniveau;Waarde;2015/2018;76.9;0.0001;52.2;60.0;30.9;64.6
1029;Vrouwen;5 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;77.1;;52.5;;33.5;
1030;Vrouwen;5 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;77.1;;51.8;;31.2;
1031;Vrouwen;5 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;76.6;;51.0;;29.7;
1032;Vrouwen;5 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;77.6;;54.3;;36.1;
1033;Vrouwen;5 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;77.6;;53.9;;33.6;
1034;Vrouwen;5 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;77.1;;53.4;;32.2;
1035;Vrouwen;5 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;80.3;0.0001;61.8;68.1;36.1;71.0
1036;Vrouwen;5 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;80.1;0.0001;61.5;67.5;35.9;70.3
1037;Vrouwen;5 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;80.4;0.0001;60.5;67.7;34.9;70.2
1038;Vrouwen;5 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;80.0;;60.9;;35.1;
1039;Vrouwen;5 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;79.8;;60.5;;35.0;
1040;Vrouwen;5 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;80.1;;59.5;;34.0;
1041;Vrouwen;5 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;80.7;;62.7;;37.1;
1042;Vrouwen;5 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;80.4;;62.4;;36.8;
1043;Vrouwen;5 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;80.7;;61.5;;35.8;
1044;Vrouwen;5 jaar;Hoog onderwijsniveau;Waarde;2011/2014;81.2;0.0001;66.6;71.7;40.8;72.5
1045;Vrouwen;5 jaar;Hoog onderwijsniveau;Waarde;2013/2016;82.2;0.0001;68.0;73.5;42.7;73.9
1046;Vrouwen;5 jaar;Hoog onderwijsniveau;Waarde;2015/2018;82.8;0.0001;67.7;74.2;42.3;73.7
1047;Vrouwen;5 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;80.9;;65.2;;39.5;
1048;Vrouwen;5 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;81.9;;66.6;;41.4;
1049;Vrouwen;5 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;82.4;;66.3;;41.1;
1050;Vrouwen;5 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;81.8;;67.9;;42.1;
1051;Vrouwen;5 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;82.6;;69.4;;44.1;
1052;Vrouwen;5 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;83.3;;69.1;;43.6;
1053;Vrouwen;10 jaar;Laag onderwijsniveau;Waarde;2011/2014;72.4;0.0001;48.6;55.6;30.3;61.1
1054;Vrouwen;10 jaar;Laag onderwijsniveau;Waarde;2013/2016;72.4;0.0001;48.0;54.6;28.1;60.3
1055;Vrouwen;10 jaar;Laag onderwijsniveau;Waarde;2015/2018;71.9;0.0001;47.4;55.0;26.7;59.8
1056;Vrouwen;10 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;72.1;;47.7;54.6;29.0;60.1
1057;Vrouwen;10 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;72.2;;47.0;53.6;26.9;59.3
1058;Vrouwen;10 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;71.6;;46.3;54.0;25.5;58.8
1059;Vrouwen;10 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;72.7;;49.5;56.7;31.6;62.2
1060;Vrouwen;10 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;72.6;;49.1;55.6;29.3;61.3
1061;Vrouwen;10 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;72.1;;48.6;55.9;27.9;60.8
1062;Vrouwen;10 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;75.4;0.0001;57.0;63.1;31.6;66.6
1063;Vrouwen;10 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;75.2;0.0001;56.7;62.5;31.5;66.0
1064;Vrouwen;10 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;75.5;0.0001;55.7;62.7;30.4;65.9
1065;Vrouwen;10 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;75.0;;56.1;62.1;30.6;65.8
1066;Vrouwen;10 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;74.9;;55.7;61.6;30.6;65.2
1067;Vrouwen;10 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;75.1;;54.7;61.9;29.5;65.2
1068;Vrouwen;10 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;75.7;;57.9;64.1;32.6;67.4
1069;Vrouwen;10 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;75.5;;57.6;63.4;32.4;66.7
1070;Vrouwen;10 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;75.8;;56.7;63.6;31.3;66.7
1071;Vrouwen;10 jaar;Hoog onderwijsniveau;Waarde;2011/2014;76.2;0.0001;61.7;66.8;36.1;68.4
1072;Vrouwen;10 jaar;Hoog onderwijsniveau;Waarde;2013/2016;77.2;0.0001;63.1;68.6;38.0;69.5
1073;Vrouwen;10 jaar;Hoog onderwijsniveau;Waarde;2015/2018;77.8;0.0001;62.9;69.2;37.7;69.3
1074;Vrouwen;10 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;75.9;;60.3;65.1;34.9;67.2
1075;Vrouwen;10 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;76.9;;61.7;67.1;36.7;68.5
1076;Vrouwen;10 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;77.5;;61.6;67.9;36.4;68.2
1077;Vrouwen;10 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;76.8;;63.1;68.4;37.4;69.6
1078;Vrouwen;10 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;77.6;;64.5;70.0;39.4;70.6
1079;Vrouwen;10 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;78.3;;64.3;70.6;39.0;70.4
1080;Vrouwen;15 jaar;Laag onderwijsniveau;Waarde;2011/2014;67.4;0.0001;43.8;50.7;26.0;56.4
1081;Vrouwen;15 jaar;Laag onderwijsniveau;Waarde;2013/2016;67.4;0.0001;43.3;49.7;24.0;55.5
1082;Vrouwen;15 jaar;Laag onderwijsniveau;Waarde;2015/2018;66.9;0.0002;42.7;50.1;22.6;55.0
1083;Vrouwen;15 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;67.1;;42.9;49.7;24.7;55.3
1084;Vrouwen;15 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;67.2;;42.2;48.7;22.8;54.5
1085;Vrouwen;15 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;66.6;;41.6;49.2;21.3;54.1
1086;Vrouwen;15 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;67.7;;44.8;51.8;27.3;57.4
1087;Vrouwen;15 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;67.7;;44.3;50.7;25.2;56.5
1088;Vrouwen;15 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;67.1;;43.9;51.1;23.8;56.0
1089;Vrouwen;15 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;70.4;0.0001;52.2;58.3;27.2;62.2
1090;Vrouwen;15 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;70.2;0.0001;51.8;57.7;27.1;61.7
1091;Vrouwen;15 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;70.5;0.0002;51.1;57.9;26.3;61.7
1092;Vrouwen;15 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;70.1;;51.3;57.3;26.2;61.3
1093;Vrouwen;15 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;69.9;;50.9;56.8;26.3;60.9
1094;Vrouwen;15 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;70.1;;50.1;57.0;25.5;60.9
1095;Vrouwen;15 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;70.7;;53.1;59.3;28.1;63.0
1096;Vrouwen;15 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;70.5;;52.7;58.6;28.0;62.4
1097;Vrouwen;15 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;70.8;;52.0;58.8;27.2;62.4
1098;Vrouwen;15 jaar;Hoog onderwijsniveau;Waarde;2011/2014;71.3;0.0002;56.8;62.1;31.6;64.2
1099;Vrouwen;15 jaar;Hoog onderwijsniveau;Waarde;2013/2016;72.3;0.0002;58.4;63.8;33.5;65.2
1100;Vrouwen;15 jaar;Hoog onderwijsniveau;Waarde;2015/2018;72.8;0.0001;58.1;64.4;33.4;64.9
1101;Vrouwen;15 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;70.9;;55.5;60.5;30.3;63.1
1102;Vrouwen;15 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;72.0;;57.0;62.3;32.2;64.2
1103;Vrouwen;15 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;72.5;;56.8;63.1;32.1;63.8
1104;Vrouwen;15 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;71.8;;58.2;63.6;32.9;65.4
1105;Vrouwen;15 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;72.7;;59.8;65.2;34.9;66.2
1106;Vrouwen;15 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;73.4;;59.5;65.7;34.6;66.0
1107;Vrouwen;20 jaar;Laag onderwijsniveau;Waarde;2011/2014;62.4;0.0008;39.4;46.0;22.5;51.9
1108;Vrouwen;20 jaar;Laag onderwijsniveau;Waarde;2013/2016;62.5;0.0005;38.9;44.9;20.6;51.0
1109;Vrouwen;20 jaar;Laag onderwijsniveau;Waarde;2015/2018;61.9;0.0004;38.4;45.3;18.7;50.5
1110;Vrouwen;20 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;62.1;;38.5;44.9;21.3;50.9
1111;Vrouwen;20 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;62.3;;37.9;43.9;19.4;50.1
1112;Vrouwen;20 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;61.7;;37.2;44.3;17.5;49.6
1113;Vrouwen;20 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;62.7;;40.3;47.0;23.8;53.0
1114;Vrouwen;20 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;62.7;;39.9;45.9;21.7;52.0
1115;Vrouwen;20 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;62.2;;39.5;46.3;19.9;51.5
1116;Vrouwen;20 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;65.4;0.0002;47.8;53.5;23.8;57.7
1117;Vrouwen;20 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;65.2;0.0002;47.6;52.9;23.9;57.4
1118;Vrouwen;20 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;65.5;0.0002;46.8;53.1;23.1;57.4
1119;Vrouwen;20 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;65.1;;46.9;52.5;22.8;56.9
1120;Vrouwen;20 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;64.9;;46.6;52.0;23.1;56.7
1121;Vrouwen;20 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;65.2;;45.9;52.2;22.3;56.7
1122;Vrouwen;20 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;65.8;;48.7;54.5;24.8;58.5
1123;Vrouwen;20 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;65.5;;48.5;53.8;24.7;58.1
1124;Vrouwen;20 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;65.9;;47.8;53.9;23.9;58.2
1125;Vrouwen;20 jaar;Hoog onderwijsniveau;Waarde;2011/2014;66.3;0.0001;52.5;57.4;28.2;60.1
1126;Vrouwen;20 jaar;Hoog onderwijsniveau;Waarde;2013/2016;67.3;0.0001;53.8;59.0;30.2;60.9
1127;Vrouwen;20 jaar;Hoog onderwijsniveau;Waarde;2015/2018;67.9;0.0001;53.7;59.5;29.9;60.5
1128;Vrouwen;20 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;66.0;;51.1;55.8;27.0;59.0
1129;Vrouwen;20 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;67.0;;52.4;57.6;28.9;59.9
1130;Vrouwen;20 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;67.5;;52.3;58.2;28.7;59.4
1131;Vrouwen;20 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;66.9;;53.8;59.0;29.4;61.2
1132;Vrouwen;20 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;67.7;;55.2;60.4;31.4;61.9
1133;Vrouwen;20 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;68.4;;55.0;60.8;31.1;61.5
1134;Vrouwen;25 jaar;Laag onderwijsniveau;Waarde;2011/2014;57.7;0.0002;36.1;42.4;20.1;48.4
1135;Vrouwen;25 jaar;Laag onderwijsniveau;Waarde;2013/2016;57.6;0.0004;35.2;41.1;18.7;47.1
1136;Vrouwen;25 jaar;Laag onderwijsniveau;Waarde;2015/2018;57.1;0.0005;34.4;40.7;16.8;46.2
1137;Vrouwen;25 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;57.4;;35.4;41.6;19.0;47.5
1138;Vrouwen;25 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;57.4;;34.3;40.2;17.7;46.2
1139;Vrouwen;25 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;56.8;;33.4;39.9;15.8;45.4
1140;Vrouwen;25 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;57.9;;36.9;43.2;21.1;49.2
1141;Vrouwen;25 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;57.8;;36.1;42.0;19.7;47.9
1142;Vrouwen;25 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;57.3;;35.4;41.6;17.8;47.1
1143;Vrouwen;25 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;60.5;0.0003;43.8;48.9;21.0;53.5
1144;Vrouwen;25 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;60.3;0.0002;43.6;48.3;21.1;53.1
1145;Vrouwen;25 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;60.6;0.0003;42.9;48.4;20.4;53.3
1146;Vrouwen;25 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;60.2;;42.9;47.9;20.1;52.7
1147;Vrouwen;25 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;60.0;;42.7;47.4;20.3;52.5
1148;Vrouwen;25 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;60.3;;41.9;47.5;19.6;52.6
1149;Vrouwen;25 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;60.8;;44.7;49.9;21.9;54.2
1150;Vrouwen;25 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;60.6;;44.5;49.2;21.9;53.8
1151;Vrouwen;25 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;60.9;;43.8;49.3;21.2;54.0
1152;Vrouwen;25 jaar;Hoog onderwijsniveau;Waarde;2011/2014;61.4;0.0002;48.0;52.6;25.0;56.0
1153;Vrouwen;25 jaar;Hoog onderwijsniveau;Waarde;2013/2016;62.4;0.0002;49.4;54.1;26.8;56.6
1154;Vrouwen;25 jaar;Hoog onderwijsniveau;Waarde;2015/2018;62.9;0.0001;49.2;54.7;26.5;56.2
1155;Vrouwen;25 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;61.0;;46.7;51.0;23.8;54.9
1156;Vrouwen;25 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;62.1;;48.0;52.7;25.5;55.6
1157;Vrouwen;25 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;62.6;;47.9;53.3;25.3;55.2
1158;Vrouwen;25 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;61.9;;49.4;54.2;26.1;57.1
1159;Vrouwen;25 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;62.8;;50.7;55.6;28.1;57.6
1160;Vrouwen;25 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;63.5;;50.6;56.0;27.7;57.3
1161;Vrouwen;30 jaar;Laag onderwijsniveau;Waarde;2011/2014;52.7;0.0006;32.4;38.1;17.0;44.1
1162;Vrouwen;30 jaar;Laag onderwijsniveau;Waarde;2013/2016;52.8;0.0004;31.7;36.8;16.1;43.1
1163;Vrouwen;30 jaar;Laag onderwijsniveau;Waarde;2015/2018;52.2;0.0005;30.8;36.7;14.7;42.3
1164;Vrouwen;30 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;52.5;;31.7;37.3;16.1;43.4
1165;Vrouwen;30 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;52.5;;30.9;36.0;15.2;42.4
1166;Vrouwen;30 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;52.0;;29.9;35.9;13.9;41.5
1167;Vrouwen;30 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;53.0;;33.1;38.8;17.9;44.9
1168;Vrouwen;30 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;53.0;;32.5;37.7;17.0;43.9
1169;Vrouwen;30 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;52.4;;31.7;37.5;15.6;43.0
1170;Vrouwen;30 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;55.6;0.0003;39.6;44.3;18.2;49.2
1171;Vrouwen;30 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;55.4;0.0004;39.5;43.6;18.4;48.9
1172;Vrouwen;30 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;55.7;0.0004;39.0;43.7;17.8;49.1
1173;Vrouwen;30 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;55.2;;38.8;43.4;17.4;48.5
1174;Vrouwen;30 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;55.1;;38.6;42.7;17.6;48.3
1175;Vrouwen;30 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;55.3;;38.1;42.9;17.0;48.4
1176;Vrouwen;30 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;55.9;;40.5;45.3;19.1;50.0
1177;Vrouwen;30 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;55.7;;40.4;44.5;19.1;49.6
1178;Vrouwen;30 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;56.0;;40.0;44.6;18.5;49.8
1179;Vrouwen;30 jaar;Hoog onderwijsniveau;Waarde;2011/2014;56.4;0.0002;43.4;47.7;21.7;51.6
1180;Vrouwen;30 jaar;Hoog onderwijsniveau;Waarde;2013/2016;57.4;0.0002;44.8;49.2;23.5;52.2
1181;Vrouwen;30 jaar;Hoog onderwijsniveau;Waarde;2015/2018;57.9;0.0002;44.8;49.8;23.3;51.8
1182;Vrouwen;30 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;56.1;;42.1;46.2;20.5;50.5
1183;Vrouwen;30 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;57.1;;43.4;47.8;22.3;51.2
1184;Vrouwen;30 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;57.6;;43.4;48.5;22.1;50.7
1185;Vrouwen;30 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;57.0;;44.8;49.3;22.9;52.7
1186;Vrouwen;30 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;57.8;;46.2;50.7;24.8;53.1
1187;Vrouwen;30 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;58.5;;46.1;51.1;24.5;52.8
1188;Vrouwen;35 jaar;Laag onderwijsniveau;Waarde;2011/2014;47.9;0.0008;28.7;33.8;14.5;39.8
1189;Vrouwen;35 jaar;Laag onderwijsniveau;Waarde;2013/2016;47.9;0.0007;28.3;32.6;13.7;39.2
1190;Vrouwen;35 jaar;Laag onderwijsniveau;Waarde;2015/2018;47.3;0.001;27.7;32.5;12.6;38.5
1191;Vrouwen;35 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;47.7;;28.1;33.1;13.7;39.1
1192;Vrouwen;35 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;47.7;;27.5;31.9;12.9;38.5
1193;Vrouwen;35 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;47.1;;26.9;31.8;11.9;37.9
1194;Vrouwen;35 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;48.1;;29.3;34.5;15.2;40.5
1195;Vrouwen;35 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;48.1;;29.0;33.4;14.5;39.9
1196;Vrouwen;35 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;47.6;;28.5;33.3;13.4;39.2
1197;Vrouwen;35 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;50.7;0.0004;35.5;39.8;15.5;44.9
1198;Vrouwen;35 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;50.5;0.0005;35.6;39.0;15.6;44.7
1199;Vrouwen;35 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;50.8;0.0004;35.2;39.2;15.2;44.9
1200;Vrouwen;35 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;50.3;;34.6;38.9;14.7;44.2
1201;Vrouwen;35 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;50.2;;34.7;38.2;14.8;44.1
1202;Vrouwen;35 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;50.4;;34.2;38.4;14.4;44.2
1203;Vrouwen;35 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;51.0;;36.3;40.7;16.3;45.6
1204;Vrouwen;35 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;50.8;;36.4;39.9;16.3;45.3
1205;Vrouwen;35 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;51.1;;36.1;40.1;15.9;45.6
1206;Vrouwen;35 jaar;Hoog onderwijsniveau;Waarde;2011/2014;51.5;0.0004;38.9;43.0;18.4;47.0
1207;Vrouwen;35 jaar;Hoog onderwijsniveau;Waarde;2013/2016;52.5;0.0003;40.3;44.4;20.2;47.7
1208;Vrouwen;35 jaar;Hoog onderwijsniveau;Waarde;2015/2018;53.0;0.0003;40.4;45.0;19.9;47.4
1209;Vrouwen;35 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;51.2;;37.6;41.4;17.3;46.0
1210;Vrouwen;35 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;52.2;;39.0;43.0;19.0;46.8
1211;Vrouwen;35 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;52.7;;39.0;43.6;18.8;46.3
