ID;Sectors;TypeOfNonFinancialAsset;Periods;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2010100_7
918;Non-financial corporations;Passenger cars;2011;16275.0;;;;;17302.0;108.5
919;Non-financial corporations;Passenger cars;2012;17302.0;;;;;18063.0;113.1
920;Non-financial corporations;Passenger cars;2013;18063.0;;;;;18217.0;114.6
921;Non-financial corporations;Passenger cars;2014;18217.0;;;;;18388.0;116.2
922;Non-financial corporations;Passenger cars;2015;18388.0;;;;;19337.0;121.2
923;Non-financial corporations;Passenger cars;2016;19337.0;;;;;19385.0;120.0
924;Non-financial corporations;Other road transport equipment;1995;;;;;;5962.0;116.2
925;Non-financial corporations;Other road transport equipment;1996;5962.0;;;;;6080.0;117.7
926;Non-financial corporations;Other road transport equipment;1997;6080.0;;;;;6062.0;117.4
927;Non-financial corporations;Other road transport equipment;1998;6062.0;;;;;6289.0;122.4
928;Non-financial corporations;Other road transport equipment;1999;6289.0;;;;;6669.0;129.7
929;Non-financial corporations;Other road transport equipment;2000;6669.0;;;;;6813.0;129.9
930;Non-financial corporations;Other road transport equipment;2001;6813.0;;;;;6757.0;128.3
931;Non-financial corporations;Other road transport equipment;2002;6757.0;;;;;6472.0;122.1
932;Non-financial corporations;Other road transport equipment;2003;6472.0;;;;;6241.0;117.4
933;Non-financial corporations;Other road transport equipment;2004;6241.0;;;;;6212.0;116.1
934;Non-financial corporations;Other road transport equipment;2005;6212.0;;;;;5988.0;110.6
935;Non-financial corporations;Other road transport equipment;2006;5988.0;;;;;5834.0;107.2
936;Non-financial corporations;Other road transport equipment;2007;5834.0;;;;;5783.0;103.8
937;Non-financial corporations;Other road transport equipment;2008;5783.0;;;;;6491.0;113.1
938;Non-financial corporations;Other road transport equipment;2009;6491.0;;;;;6214.0;108.5
939;Non-financial corporations;Other road transport equipment;2010;6214.0;;;;;5906.0;100.0
940;Non-financial corporations;Other road transport equipment;2011;5906.0;;;;;5978.0;100.2
941;Non-financial corporations;Other road transport equipment;2012;5978.0;;;;;6037.0;100.5
942;Non-financial corporations;Other road transport equipment;2013;6037.0;;;;;5978.0;98.5
943;Non-financial corporations;Other road transport equipment;2014;5978.0;;;;;6060.0;101.1
944;Non-financial corporations;Other road transport equipment;2015;6060.0;;;;;6465.0;108.2
945;Non-financial corporations;Other road transport equipment;2016;6465.0;;;;;7480.0;124.3
946;Non-financial corporations;Trains and trams;1995;;;;;;3014.0;71.6
947;Non-financial corporations;Trains and trams;1996;3014.0;75.0;63.0;0.0;1.0;3153.0;73.1
948;Non-financial corporations;Trains and trams;1997;3153.0;43.0;-19.0;0.0;2.0;3178.0;72.7
949;Non-financial corporations;Trains and trams;1998;3178.0;102.0;-32.0;0.0;1.0;3249.0;72.0
950;Non-financial corporations;Trains and trams;1999;3249.0;63.0;-144.0;0.0;5.0;3173.0;69.0
951;Non-financial corporations;Trains and trams;2000;3173.0;107.0;-40.0;0.0;1.0;3241.0;68.2
952;Non-financial corporations;Trains and trams;2001;3241.0;124.0;-20.0;0.0;1.0;3346.0;67.8
953;Non-financial corporations;Trains and trams;2002;3346.0;133.0;40.0;0.0;3.0;3522.0;68.6
954;Non-financial corporations;Trains and trams;2003;3522.0;79.0;286.0;0.0;3.0;3890.0;74.1
955;Non-financial corporations;Trains and trams;2004;3890.0;236.0;209.0;0.0;2.0;4337.0;77.9
956;Non-financial corporations;Trains and trams;2005;4337.0;109.0;138.0;0.0;3.0;4587.0;80.4
957;Non-financial corporations;Trains and trams;2006;4587.0;51.0;87.0;0.0;3.0;4728.0;82.0
958;Non-financial corporations;Trains and trams;2007;4728.0;65.0;-6.0;0.0;3.0;4790.0;81.9
959;Non-financial corporations;Trains and trams;2008;4790.0;126.0;89.0;0.0;9.0;5014.0;83.5
960;Non-financial corporations;Trains and trams;2009;5014.0;165.0;234.0;0.0;-1.0;5412.0;87.3
961;Non-financial corporations;Trains and trams;2010;5412.0;-81.0;775.0;0.0;0.0;6106.0;100.0
962;Non-financial corporations;Trains and trams;2011;6106.0;70.0;55.0;0.0;0.0;6231.0;100.9
963;Non-financial corporations;Trains and trams;2012;6231.0;71.0;117.0;0.0;0.0;6419.0;102.8
964;Non-financial corporations;Trains and trams;2013;6419.0;103.0;80.0;0.0;0.0;6602.0;104.0
965;Non-financial corporations;Trains and trams;2014;6602.0;109.0;14.0;0.0;0.0;6724.0;104.2
966;Non-financial corporations;Trains and trams;2015;6724.0;-46.0;-1.0;0.0;0.0;6678.0;104.2
967;Non-financial corporations;Trains and trams;2016;6678.0;128.0;-34.0;0.0;19.0;6792.0;104.0
968;Non-financial corporations;Ships;1995;;;;;;5719.0;78.9
969;Non-financial corporations;Ships;1996;5719.0;;;;;5901.0;82.0
970;Non-financial corporations;Ships;1997;5901.0;;;;;5953.0;82.8
971;Non-financial corporations;Ships;1998;5953.0;;;;;6505.0;84.3
972;Non-financial corporations;Ships;1999;6505.0;;;;;6986.0;87.5
973;Non-financial corporations;Ships;2000;6986.0;;;;;6987.0;86.9
974;Non-financial corporations;Ships;2001;6987.0;;;;;6673.0;85.7
975;Non-financial corporations;Ships;2002;6673.0;;;;;6988.0;85.0
976;Non-financial corporations;Ships;2003;6988.0;;;;;7246.0;85.0
977;Non-financial corporations;Ships;2004;7246.0;;;;;7082.0;83.3
978;Non-financial corporations;Ships;2005;7082.0;;;;;7046.0;81.5
979;Non-financial corporations;Ships;2006;7046.0;;;;;7371.0;83.5
980;Non-financial corporations;Ships;2007;7371.0;;;;;7697.0;85.4
981;Non-financial corporations;Ships;2008;7697.0;;;;;8333.0;90.8
982;Non-financial corporations;Ships;2009;8333.0;;;;;8669.0;93.5
983;Non-financial corporations;Ships;2010;8669.0;;;;;9171.0;100.0
984;Non-financial corporations;Ships;2011;9171.0;;;;;9753.0;108.1
985;Non-financial corporations;Ships;2012;9753.0;;;;;9866.0;109.8
986;Non-financial corporations;Ships;2013;9866.0;;;;;10414.0;114.0
987;Non-financial corporations;Ships;2014;10414.0;;;;;10767.0;115.2
988;Non-financial corporations;Ships;2015;10767.0;;;;;11043.0;115.9
989;Non-financial corporations;Ships;2016;11043.0;;;;;11159.0;116.5
990;Non-financial corporations;Aircraft;1995;;;;;;5426.0;141.1
991;Non-financial corporations;Aircraft;1996;5426.0;;;;;5084.0;129.9
992;Non-financial corporations;Aircraft;1997;5084.0;;;;;4917.0;123.7
993;Non-financial corporations;Aircraft;1998;4917.0;;;;;4742.0;118.4
994;Non-financial corporations;Aircraft;1999;4742.0;;;;;4579.0;112.9
995;Non-financial corporations;Aircraft;2000;4579.0;;;;;5042.0;122.6
996;Non-financial corporations;Aircraft;2001;5042.0;;;;;4915.0;119.8
997;Non-financial corporations;Aircraft;2002;4915.0;;;;;4755.0;114.9
998;Non-financial corporations;Aircraft;2003;4755.0;;;;;5211.0;127.9
999;Non-financial corporations;Aircraft;2004;5211.0;;;;;5074.0;123.9
1000;Non-financial corporations;Aircraft;2005;5074.0;;;;;4976.0;116.4
1001;Non-financial corporations;Aircraft;2006;4976.0;;;;;5025.0;115.9
1002;Non-financial corporations;Aircraft;2007;5025.0;;;;;4588.0;103.2
1003;Non-financial corporations;Aircraft;2008;4588.0;;;;;4617.0;99.3
1004;Non-financial corporations;Aircraft;2009;4617.0;;;;;5045.0;105.1
1005;Non-financial corporations;Aircraft;2010;5045.0;;;;;4877.0;100.0
1006;Non-financial corporations;Aircraft;2011;4877.0;;;;;4868.0;99.6
1007;Non-financial corporations;Aircraft;2012;4868.0;;;;;5337.0;100.3
1008;Non-financial corporations;Aircraft;2013;5337.0;;;;;5154.0;98.0
1009;Non-financial corporations;Aircraft;2014;5154.0;;;;;4999.0;92.4
1010;Non-financial corporations;Aircraft;2015;4999.0;;;;;6756.0;121.4
1011;Non-financial corporations;Aircraft;2016;6756.0;;;;;8324.0;147.8
1012;Non-financial corporations;Computers;1995;;;;;;3676.0;8.6
1013;Non-financial corporations;Computers;1996;3676.0;;;;;3804.0;11.1
1014;Non-financial corporations;Computers;1997;3804.0;;;;;4089.0;14.6
1015;Non-financial corporations;Computers;1998;4089.0;;;;;4416.0;19.9
1016;Non-financial corporations;Computers;1999;4416.0;;;;;5081.0;27.9
1017;Non-financial corporations;Computers;2000;5081.0;;;;;5673.0;34.6
1018;Non-financial corporations;Computers;2001;5673.0;;;;;6011.0;42.6
1019;Non-financial corporations;Computers;2002;6011.0;;;;;5911.0;48.5
1020;Non-financial corporations;Computers;2003;5911.0;;;;;5979.0;55.6
1021;Non-financial corporations;Computers;2004;5979.0;;;;;6047.0;60.5
1022;Non-financial corporations;Computers;2005;6047.0;;;;;5948.0;66.5
1023;Non-financial corporations;Computers;2006;5948.0;;;;;5887.0;72.9
1024;Non-financial corporations;Computers;2007;5887.0;;;;;6354.0;83.7
1025;Non-financial corporations;Computers;2008;6354.0;;;;;6368.0;93.4
1026;Non-financial corporations;Computers;2009;6368.0;;;;;6142.0;97.9
1027;Non-financial corporations;Computers;2010;6142.0;;;;;6037.0;100.0
1028;Non-financial corporations;Computers;2011;6037.0;;;;;6150.0;107.0
1029;Non-financial corporations;Computers;2012;6150.0;;;;;6330.0;112.4
1030;Non-financial corporations;Computers;2013;6330.0;;;;;6449.0;114.7
1031;Non-financial corporations;Computers;2014;6449.0;;;;;6627.0;118.3
1032;Non-financial corporations;Computers;2015;6627.0;;;;;7413.0;135.4
1033;Non-financial corporations;Computers;2016;7413.0;;;;;8054.0;149.1
1034;Non-financial corporations;Telecommunications equipment;1995;;;;;;536.0;59.5
1035;Non-financial corporations;Telecommunications equipment;1996;536.0;;;;;571.0;63.2
1036;Non-financial corporations;Telecommunications equipment;1997;571.0;;;;;610.0;69.8
1037;Non-financial corporations;Telecommunications equipment;1998;610.0;;;;;672.0;76.0
1038;Non-financial corporations;Telecommunications equipment;1999;672.0;;;;;740.0;84.5
1039;Non-financial corporations;Telecommunications equipment;2000;740.0;;;;;781.0;87.8
1040;Non-financial corporations;Telecommunications equipment;2001;781.0;;;;;753.0;84.7
1041;Non-financial corporations;Telecommunications equipment;2002;753.0;;;;;720.0;81.0
1042;Non-financial corporations;Telecommunications equipment;2003;720.0;;;;;692.0;78.5
1043;Non-financial corporations;Telecommunications equipment;2004;692.0;;;;;652.0;76.9
1044;Non-financial corporations;Telecommunications equipment;2005;652.0;;;;;625.0;75.8
1045;Non-financial corporations;Telecommunications equipment;2006;625.0;;;;;652.0;82.6
1046;Non-financial corporations;Telecommunications equipment;2007;652.0;;;;;708.0;92.0
1047;Non-financial corporations;Telecommunications equipment;2008;708.0;;;;;749.0;96.7
1048;Non-financial corporations;Telecommunications equipment;2009;749.0;;;;;755.0;97.8
1049;Non-financial corporations;Telecommunications equipment;2010;755.0;;;;;765.0;100.0
1050;Non-financial corporations;Telecommunications equipment;2011;765.0;;;;;851.0;115.5
1051;Non-financial corporations;Telecommunications equipment;2012;851.0;;;;;929.0;127.6
1052;Non-financial corporations;Telecommunications equipment;2013;929.0;;;;;988.0;135.9
1053;Non-financial corporations;Telecommunications equipment;2014;988.0;;;;;1038.0;144.1
1054;Non-financial corporations;Telecommunications equipment;2015;1038.0;;;;;1084.0;163.4
1055;Non-financial corporations;Telecommunications equipment;2016;1084.0;;;;;1178.0;180.8
1056;Non-financial corporations;Machinery and equipment;1995;;;;;;95987.0;79.7
1057;Non-financial corporations;Machinery and equipment;1996;95987.0;;;;;98534.0;82.6
1058;Non-financial corporations;Machinery and equipment;1997;98534.0;;;;;103201.0;86.5
1059;Non-financial corporations;Machinery and equipment;1998;103201.0;;;;;106803.0;89.4
1060;Non-financial corporations;Machinery and equipment;1999;106803.0;;;;;111065.0;92.8
1061;Non-financial corporations;Machinery and equipment;2000;111065.0;;;;;115657.0;95.0
1062;Non-financial corporations;Machinery and equipment;2001;115657.0;;;;;118402.0;96.2
1063;Non-financial corporations;Machinery and equipment;2002;118402.0;;;;;121969.0;96.8
1064;Non-financial corporations;Machinery and equipment;2003;121969.0;;;;;121688.0;96.9
1065;Non-financial corporations;Machinery and equipment;2004;121688.0;;;;;122252.0;96.2
1066;Non-financial corporations;Machinery and equipment;2005;122252.0;;;;;123396.0;96.0
1067;Non-financial corporations;Machinery and equipment;2006;123396.0;;;;;125889.0;96.4
1068;Non-financial corporations;Machinery and equipment;2007;125889.0;;;;;129557.0;97.6
1069;Non-financial corporations;Machinery and equipment;2008;129557.0;;;;;135248.0;99.2
1070;Non-financial corporations;Machinery and equipment;2009;135248.0;;;;;138707.0;99.7
1071;Non-financial corporations;Machinery and equipment;2010;138707.0;;;;;140991.0;100.0
1072;Non-financial corporations;Machinery and equipment;2011;140991.0;;;;;144617.0;101.7
1073;Non-financial corporations;Machinery and equipment;2012;144617.0;;;;;148722.0;102.7
1074;Non-financial corporations;Machinery and equipment;2013;148722.0;;;;;150034.0;103.1
1075;Non-financial corporations;Machinery and equipment;2014;150034.0;;;;;152202.0;104.3
1076;Non-financial corporations;Machinery and equipment;2015;152202.0;;;;;156768.0;105.8
1077;Non-financial corporations;Machinery and equipment;2016;156768.0;;;;;160148.0;107.3
1078;Non-financial corporations;Other tangible fixed assets;1995;;;;;;10580.0;80.3
1079;Non-financial corporations;Other tangible fixed assets;1996;10580.0;;;;;10884.0;81.2
1080;Non-financial corporations;Other tangible fixed assets;1997;10884.0;;;;;11437.0;83.9
1081;Non-financial corporations;Other tangible fixed assets;1998;11437.0;;;;;12302.0;88.5
1082;Non-financial corporations;Other tangible fixed assets;1999;12302.0;;;;;13217.0;93.9
1083;Non-financial corporations;Other tangible fixed assets;2000;13217.0;;;;;13981.0;97.0
1084;Non-financial corporations;Other tangible fixed assets;2001;13981.0;;;;;14880.0;100.3
1085;Non-financial corporations;Other tangible fixed assets;2002;14880.0;;;;;15180.0;99.4
1086;Non-financial corporations;Other tangible fixed assets;2003;15180.0;;;;;15075.0;97.8
1087;Non-financial corporations;Other tangible fixed assets;2004;15075.0;;;;;15150.0;96.3
1088;Non-financial corporations;Other tangible fixed assets;2005;15150.0;;;;;15267.0;95.8
1089;Non-financial corporations;Other tangible fixed assets;2006;15267.0;;;;;15623.0;96.7
1090;Non-financial corporations;Other tangible fixed assets;2007;15623.0;;;;;16509.0;100.0
1091;Non-financial corporations;Other tangible fixed assets;2008;16509.0;;;;;17726.0;104.9
1092;Non-financial corporations;Other tangible fixed assets;2009;17726.0;;;;;17618.0;101.7
1093;Non-financial corporations;Other tangible fixed assets;2010;17618.0;;;;;17603.0;100.0
1094;Non-financial corporations;Other tangible fixed assets;2011;17603.0;;;;;17835.0;99.5
1095;Non-financial corporations;Other tangible fixed assets;2012;17835.0;;;;;17594.0;96.1
1096;Non-financial corporations;Other tangible fixed assets;2013;17594.0;;;;;17155.0;93.3
1097;Non-financial corporations;Other tangible fixed assets;2014;17155.0;;;;;16869.0;91.2
1098;Non-financial corporations;Other tangible fixed assets;2015;16869.0;;;;;16919.0;90.5
1099;Non-financial corporations;Other tangible fixed assets;2016;16919.0;;;;;17115.0;90.7
1100;Non-financial corporations;Cultivated assets;1995;;;;;;675.0;109.4
1101;Non-financial corporations;Cultivated assets;1996;675.0;;;;;600.0;110.0
1102;Non-financial corporations;Cultivated assets;1997;600.0;;;;;612.0;109.8
1103;Non-financial corporations;Cultivated assets;1998;612.0;;;;;593.0;108.7
1104;Non-financial corporations;Cultivated assets;1999;593.0;;;;;576.0;110.6
1105;Non-financial corporations;Cultivated assets;2000;576.0;;;;;616.0;110.4
1106;Non-financial corporations;Cultivated assets;2001;616.0;;;;;604.0;109.7
1107;Non-financial corporations;Cultivated assets;2002;604.0;;;;;627.0;111.3
1108;Non-financial corporations;Cultivated assets;2003;627.0;;;;;638.0;111.5
1109;Non-financial corporations;Cultivated assets;2004;638.0;;;;;634.0;111.3
1110;Non-financial corporations;Cultivated assets;2005;634.0;;;;;641.0;110.1
1111;Non-financial corporations;Cultivated assets;2006;641.0;;;;;597.0;108.3
1112;Non-financial corporations;Cultivated assets;2007;597.0;;;;;614.0;109.2
1113;Non-financial corporations;Cultivated assets;2008;614.0;;;;;613.0;108.0
1114;Non-financial corporations;Cultivated assets;2009;613.0;;;;;595.0;105.0
1115;Non-financial corporations;Cultivated assets;2010;595.0;;;;;565.0;100.0
1116;Non-financial corporations;Cultivated assets;2011;565.0;;;;;623.0;94.8
1117;Non-financial corporations;Cultivated assets;2012;623.0;;;;;577.0;92.6
1118;Non-financial corporations;Cultivated assets;2013;577.0;;;;;556.0;97.3
1119;Non-financial corporations;Cultivated assets;2014;556.0;;;;;590.0;98.6
1120;Non-financial corporations;Cultivated assets;2015;590.0;;;;;620.0;105.3
1121;Non-financial corporations;Cultivated assets;2016;620.0;;;;;624.0;106.5
1122;Non-financial corporations;Research and development;1995;;;;;;21007.0;80.3
1123;Non-financial corporations;Research and development;1996;21007.0;;;;;22009.0;81.6
1124;Non-financial corporations;Research and development;1997;22009.0;;;;;23024.0;83.9
1125;Non-financial corporations;Research and development;1998;23024.0;;;;;24235.0;85.6
1126;Non-financial corporations;Research and development;1999;24235.0;;;;;25788.0;88.6
1127;Non-financial corporations;Research and development;2000;25788.0;;;;;27850.0;91.4
1128;Non-financial corporations;Research and development;2001;27850.0;;;;;30076.0;93.9
1129;Non-financial corporations;Research and development;2002;30076.0;;;;;31544.0;94.5
1130;Non-financial corporations;Research and development;2003;31544.0;;;;;32684.0;95.0
1131;Non-financial corporations;Research and development;2004;32684.0;;;;;33605.0;96.0
1132;Non-financial corporations;Research and development;2005;33605.0;;;;;34647.0;96.9
1133;Non-financial corporations;Research and development;2006;34647.0;;;;;36173.0;98.2
1134;Non-financial corporations;Research and development;2007;36173.0;;;;;37259.0;99.0
1135;Non-financial corporations;Research and development;2008;37259.0;;;;;38663.0;99.5
1136;Non-financial corporations;Research and development;2009;38663.0;;;;;39575.0;99.3
1137;Non-financial corporations;Research and development;2010;39575.0;;;;;40184.0;100.0
1138;Non-financial corporations;Research and development;2011;40184.0;;;;;40995.0;100.7
1139;Non-financial corporations;Research and development;2012;40995.0;;;;;41735.0;101.4
1140;Non-financial corporations;Research and development;2013;41735.0;;;;;42464.0;102.4
1141;Non-financial corporations;Research and development;2014;42464.0;;;;;43304.0;103.5
1142;Non-financial corporations;Research and development;2015;43304.0;;;;;44456.0;104.7
1143;Non-financial corporations;Research and development;2016;44456.0;;;;;45646.0;106.0
1144;Non-financial corporations;Computer software and databases;1995;;;;;;6098.0;39.1
1145;Non-financial corporations;Computer software and databases;1996;6098.0;;;;;6361.0;40.6
1146;Non-financial corporations;Computer software and databases;1997;6361.0;;;;;6365.0;40.7
