ID;Geslacht;Niveau;Leerweg;Studierichting;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
1336;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Met migratieachtergrond;2019/'20;456
1337;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Met migratieachtergrond;2020/'21;471
1338;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Westerse migratieachtergrond;2015/'16;138
1339;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Westerse migratieachtergrond;2016/'17;109
1340;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Westerse migratieachtergrond;2017/'18;131
1341;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Westerse migratieachtergrond;2018/'19;127
1342;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Westerse migratieachtergrond;2019/'20;130
1343;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Westerse migratieachtergrond;2020/'21;128
1344;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Niet-westerse migratieachtergrond;2015/'16;279
1345;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Niet-westerse migratieachtergrond;2016/'17;321
1346;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Niet-westerse migratieachtergrond;2017/'18;309
1347;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Niet-westerse migratieachtergrond;2018/'19;285
1348;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Niet-westerse migratieachtergrond;2019/'20;326
1349;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Niet-westerse migratieachtergrond;2020/'21;343
1350;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Turkije;2015/'16;57
1351;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Turkije;2016/'17;54
1352;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Turkije;2017/'18;70
1353;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Turkije;2018/'19;59
1354;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Turkije;2019/'20;69
1355;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Turkije;2020/'21;54
1356;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Marokko;2015/'16;29
1357;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Marokko;2016/'17;36
1358;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Marokko;2017/'18;40
1359;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Marokko;2018/'19;29
1360;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Marokko;2019/'20;33
1361;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Marokko;2020/'21;26
1362;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Suriname;2015/'16;53
1363;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Suriname;2016/'17;51
1364;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Suriname;2017/'18;41
1365;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Suriname;2018/'19;53
1366;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Suriname;2019/'20;63
1367;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Suriname;2020/'21;56
1368;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;(voormalige) Nederlandse Antillen, Aruba;2015/'16;31
1369;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;(voormalige) Nederlandse Antillen, Aruba;2016/'17;35
1370;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;(voormalige) Nederlandse Antillen, Aruba;2017/'18;32
1371;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;(voormalige) Nederlandse Antillen, Aruba;2018/'19;28
1372;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;(voormalige) Nederlandse Antillen, Aruba;2019/'20;26
1373;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;(voormalige) Nederlandse Antillen, Aruba;2020/'21;42
1374;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Overige niet-westerse migratieachterg...;2015/'16;109
1375;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Overige niet-westerse migratieachterg...;2016/'17;145
1376;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Overige niet-westerse migratieachterg...;2017/'18;126
1377;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Overige niet-westerse migratieachterg...;2018/'19;116
1378;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Overige niet-westerse migratieachterg...;2019/'20;135
1379;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Overige niet-westerse migratieachterg...;2020/'21;165
1380;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Onbekende migratieachtergrond;2015/'16;1
1381;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Onbekende migratieachtergrond;2016/'17;0
1382;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Onbekende migratieachtergrond;2017/'18;3
1383;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Onbekende migratieachtergrond;2018/'19;0
1384;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Onbekende migratieachtergrond;2019/'20;0
1385;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79030 Ambacht, laboratorium en gezon...;Onbekende migratieachtergrond;2020/'21;1
1386;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Totaal;2015/'16;6003
1387;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Totaal;2016/'17;6393
1388;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Totaal;2017/'18;6218
1389;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Totaal;2018/'19;5754
1390;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Totaal;2019/'20;5996
1391;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Totaal;2020/'21;6122
1392;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Nederlandse achtergrond;2015/'16;4921
1393;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Nederlandse achtergrond;2016/'17;5245
1394;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Nederlandse achtergrond;2017/'18;5048
1395;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Nederlandse achtergrond;2018/'19;4743
1396;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Nederlandse achtergrond;2019/'20;4949
1397;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Nederlandse achtergrond;2020/'21;5042
1398;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Met migratieachtergrond;2015/'16;1082
1399;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Met migratieachtergrond;2016/'17;1147
1400;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Met migratieachtergrond;2017/'18;1170
1401;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Met migratieachtergrond;2018/'19;1010
1402;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Met migratieachtergrond;2019/'20;1046
1403;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Met migratieachtergrond;2020/'21;1079
1404;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Westerse migratieachtergrond;2015/'16;413
1405;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Westerse migratieachtergrond;2016/'17;437
1406;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Westerse migratieachtergrond;2017/'18;430
1407;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Westerse migratieachtergrond;2018/'19;372
1408;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Westerse migratieachtergrond;2019/'20;393
1409;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Westerse migratieachtergrond;2020/'21;428
1410;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Niet-westerse migratieachtergrond;2015/'16;669
1411;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Niet-westerse migratieachtergrond;2016/'17;710
1412;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Niet-westerse migratieachtergrond;2017/'18;740
1413;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Niet-westerse migratieachtergrond;2018/'19;638
1414;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Niet-westerse migratieachtergrond;2019/'20;653
1415;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Niet-westerse migratieachtergrond;2020/'21;651
1416;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Turkije;2015/'16;97
1417;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Turkije;2016/'17;100
1418;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Turkije;2017/'18;101
1419;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Turkije;2018/'19;99
1420;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Turkije;2019/'20;94
1421;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Turkije;2020/'21;75
1422;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Marokko;2015/'16;62
1423;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Marokko;2016/'17;58
1424;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Marokko;2017/'18;60
1425;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Marokko;2018/'19;50
1426;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Marokko;2019/'20;48
1427;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Marokko;2020/'21;58
1428;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Suriname;2015/'16;151
1429;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Suriname;2016/'17;156
1430;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Suriname;2017/'18;184
1431;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Suriname;2018/'19;135
1432;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Suriname;2019/'20;167
1433;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Suriname;2020/'21;134
1434;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;(voormalige) Nederlandse Antillen, Aruba;2015/'16;74
1435;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;(voormalige) Nederlandse Antillen, Aruba;2016/'17;84
1436;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;(voormalige) Nederlandse Antillen, Aruba;2017/'18;88
1437;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;(voormalige) Nederlandse Antillen, Aruba;2018/'19;69
1438;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;(voormalige) Nederlandse Antillen, Aruba;2019/'20;63
1439;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;(voormalige) Nederlandse Antillen, Aruba;2020/'21;75
1440;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Overige niet-westerse migratieachterg...;2015/'16;285
1441;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Overige niet-westerse migratieachterg...;2016/'17;312
1442;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Overige niet-westerse migratieachterg...;2017/'18;307
1443;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Overige niet-westerse migratieachterg...;2018/'19;285
1444;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Overige niet-westerse migratieachterg...;2019/'20;281
1445;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Overige niet-westerse migratieachterg...;2020/'21;309
1446;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Onbekende migratieachtergrond;2015/'16;0
1447;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Onbekende migratieachtergrond;2016/'17;1
1448;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Onbekende migratieachtergrond;2017/'18;0
1449;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Onbekende migratieachtergrond;2018/'19;1
1450;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Onbekende migratieachtergrond;2019/'20;1
1451;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79040 Media en vormgeving;Onbekende migratieachtergrond;2020/'21;1
1452;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Totaal;2015/'16;5346
1453;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Totaal;2016/'17;6311
1454;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Totaal;2017/'18;5769
1455;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Totaal;2018/'19;6241
1456;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Totaal;2019/'20;6125
1457;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Totaal;2020/'21;6082
1458;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Nederlandse achtergrond;2015/'16;3608
1459;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Nederlandse achtergrond;2016/'17;4322
1460;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Nederlandse achtergrond;2017/'18;3945
1461;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Nederlandse achtergrond;2018/'19;4200
1462;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Nederlandse achtergrond;2019/'20;4071
1463;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Nederlandse achtergrond;2020/'21;3733
1464;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Met migratieachtergrond;2015/'16;1736
1465;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Met migratieachtergrond;2016/'17;1986
1466;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Met migratieachtergrond;2017/'18;1823
1467;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Met migratieachtergrond;2018/'19;2039
1468;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Met migratieachtergrond;2019/'20;2054
1469;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Met migratieachtergrond;2020/'21;2349
1470;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Westerse migratieachtergrond;2015/'16;375
1471;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Westerse migratieachtergrond;2016/'17;470
1472;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Westerse migratieachtergrond;2017/'18;435
1473;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Westerse migratieachtergrond;2018/'19;421
1474;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Westerse migratieachtergrond;2019/'20;434
1475;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Westerse migratieachtergrond;2020/'21;448
1476;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Niet-westerse migratieachtergrond;2015/'16;1361
1477;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Niet-westerse migratieachtergrond;2016/'17;1516
1478;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Niet-westerse migratieachtergrond;2017/'18;1388
1479;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Niet-westerse migratieachtergrond;2018/'19;1618
1480;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);79050 Informatie en communicatietechn...;Niet-westerse migratieachtergrond;2019/'20;1620
