ID;TripCharacteristics;Population;TravelPurposes;Margins;RegionCharacteristics;Periods;AverageDistanceTravelledPerTrip_1;AverageTravelTimePerTrip_2
2923;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;West-Nederland (LD);2019;12.22;29.08
2924;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;West-Nederland (LD);2020;10.39;32.64
2925;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;West-Nederland (LD);2021;11.83;35.13
2926;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;West-Nederland (LD);2022;10.57;29.94
2927;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;West-Nederland (LD);2023;11.56;29.64
2928;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Nederland (LD);2018;10.8;25.72
2929;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Nederland (LD);2019;11.26;25.14
2930;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Nederland (LD);2020;9.17;27.16
2931;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Nederland (LD);2021;10.3;30.07
2932;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Nederland (LD);2022;10.54;26.73
2933;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Nederland (LD);2023;11.48;27.35
2934;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Groningen (PV);2018;10.88;25.45
2935;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Groningen (PV);2019;11.88;27.97
2936;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Groningen (PV);2020;10.52;30.39
2937;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Groningen (PV);2021;10.08;30.59
2938;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Groningen (PV);2022;10.42;27.85
2939;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Groningen (PV);2023;10.45;26.74
2940;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Fryslân (PV);2018;10.41;24.44
2941;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Fryslân (PV);2019;12.51;26.88
2942;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Fryslân (PV);2020;10.42;26.67
2943;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Fryslân (PV);2021;12.09;31.42
2944;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Fryslân (PV);2022;12.19;30.39
2945;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Fryslân (PV);2023;10.61;25.33
2946;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Drenthe (PV);2018;11.62;24.95
2947;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Drenthe (PV);2019;10.69;21.9
2948;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Drenthe (PV);2020;7.29;22.49
2949;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Drenthe (PV);2021;10.22;31.55
2950;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Drenthe (PV);2022;11.51;28.44
2951;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Drenthe (PV);2023;10.44;23.02
2952;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Overijssel (PV);2018;10.04;23.22
2953;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Overijssel (PV);2019;11.98;25.06
2954;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Overijssel (PV);2020;9.61;26.97
2955;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Overijssel (PV);2021;9.11;28.43
2956;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Overijssel (PV);2022;10.43;24.73
2957;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Overijssel (PV);2023;11.58;26.24
2958;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Flevoland (PV);2018;11.48;24.57
2959;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Flevoland (PV);2019;11.83;24.42
2960;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Flevoland (PV);2020;11.3;27.33
2961;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Flevoland (PV);2021;14.46;38.79
2962;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Flevoland (PV);2022;14.42;30.98
2963;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Flevoland (PV);2023;13.25;27.82
2964;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Gelderland (PV);2018;11.92;25.61
2965;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Gelderland (PV);2019;10.69;25.88
2966;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Gelderland (PV);2020;10.24;27.87
2967;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Gelderland (PV);2021;11.4;30.5
2968;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Gelderland (PV);2022;10.74;28.06
2969;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Gelderland (PV);2023;11.45;26.3
2970;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Utrecht (PV);2018;9.98;25.65
2971;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Utrecht (PV);2019;11.27;24.29
2972;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Utrecht (PV);2020;9.6;29.73
2973;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Utrecht (PV);2021;10.6;30.9
2974;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Utrecht (PV);2022;11.04;27.52
2975;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Utrecht (PV);2023;12.35;27.49
2976;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Holland (PV);2018;10.3;27.43
2977;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Holland (PV);2019;11.27;29.71
2978;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Holland (PV);2020;9.94;31.28
2979;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Holland (PV);2021;11.25;35.91
2980;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Holland (PV);2022;10.02;30.57
2981;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Holland (PV);2023;10.92;30.51
2982;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Holland (PV);2018;10.39;27.96
2983;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Holland (PV);2019;12.23;29.6
2984;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Holland (PV);2020;9.88;33.31
2985;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Holland (PV);2021;11.84;34.97
2986;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Holland (PV);2022;10.04;29.44
2987;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zuid-Holland (PV);2023;11.06;29.53
2988;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zeeland (PV);2018;9.34;23.44
2989;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zeeland (PV);2019;8.08;19.13
2990;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zeeland (PV);2020;8.98;27.05
2991;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zeeland (PV);2021;8.3;26.76
2992;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zeeland (PV);2022;7.75;22.63
2993;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Zeeland (PV);2023;7.88;19.32
2994;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Brabant (PV);2018;10.65;25.35
2995;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Brabant (PV);2019;11.07;24.97
2996;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Brabant (PV);2020;9.39;27.97
2997;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Brabant (PV);2021;10.08;29.02
2998;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Brabant (PV);2022;10.62;27.01
2999;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Noord-Brabant (PV);2023;12.2;27.98
3000;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Limburg (PV);2018;9.84;24.87
3001;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Limburg (PV);2019;10.32;23.66
3002;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Limburg (PV);2020;7.46;23.27
3003;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Limburg (PV);2021;9.47;30.17
3004;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Limburg (PV);2022;9.21;24.18
3005;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Limburg (PV);2023;8.69;23.94
3006;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Extremely urbanised;2018;10.01;28.72
3007;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Extremely urbanised;2019;10.53;29.97
3008;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Extremely urbanised;2020;9.43;33.61
3009;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Extremely urbanised;2021;11.12;36.77
3010;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Extremely urbanised;2022;9.59;31.1
3011;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Extremely urbanised;2023;10.44;31.23
3012;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Strongly urbanised;2018;11.45;27.42
3013;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Strongly urbanised;2019;12.57;28.2
3014;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Strongly urbanised;2020;10.19;30.36
3015;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Strongly urbanised;2021;11.87;33.5
3016;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Strongly urbanised;2022;11.11;28.76
3017;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Strongly urbanised;2023;12.82;29.05
3018;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2018;9.84;25.46
3019;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2019;11.59;26.59
3020;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2020;10.1;28.0
3021;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2021;11.33;31.11
3022;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2022;10.57;27.51
3023;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Moderately urbanised;2023;10.91;26.24
3024;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2018;12.37;25.13
3025;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2019;12.42;24.47
3026;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2020;10.28;27.92
3027;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2021;11.39;30.37
3028;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2022;12.25;27.57
3029;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Hardly urbanised;2023;11.83;26.4
3030;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2018;11.37;24.98
3031;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2019;12.93;25.87
3032;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2020;12.17;27.64
3033;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2021;11.13;30.24
3034;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2022;11.54;27.25
3035;Total;Population 6 years or older;Leisure, sports;Lower bound 95% confidence interval;Not urbanised;2023;12.61;24.63
3036;Total;Population 6 years or older;Leisure, sports;Upper bound 95% confidence interval;The Netherlands;2018;12.43;28.73
