ID;TravelMotives;Population;TravelModes;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
2294;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Overijssel (PV);2020;0.78;3.17;18.25;286.0;1159.0;111.3
2295;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Overijssel (PV);2021;0.83;3.41;18.79;301.0;1244.0;114.3
2296;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Overijssel (PV);2022;0.96;3.61;18.99;352.0;1318.0;115.5
2297;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Overijssel (PV);2023;0.94;3.71;19.73;342.0;1353.0;120.0
2298;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Flevoland (PV);2018;0.66;2.71;16.27;241.0;988.0;99.0
2299;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Flevoland (PV);2019;0.63;2.28;12.38;229.0;832.0;75.3
2300;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Flevoland (PV);2020;0.52;2.2;15.7;189.0;804.0;95.8
2301;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Flevoland (PV);2021;0.55;2.44;14.33;202.0;892.0;87.1
2302;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Flevoland (PV);2022;0.62;2.33;13.74;226.0;849.0;83.6
2303;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Flevoland (PV);2023;0.6;2.42;14.13;220.0;885.0;86.0
2304;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Gelderland (PV);2018;0.91;3.64;18.91;332.0;1329.0;115.0
2305;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Gelderland (PV);2019;0.84;3.53;18.5;308.0;1290.0;112.5
2306;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Gelderland (PV);2020;0.72;2.96;15.77;265.0;1082.0;96.2
2307;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Gelderland (PV);2021;0.71;3.08;16.5;260.0;1124.0;100.4
2308;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Gelderland (PV);2022;0.89;3.58;19.08;324.0;1306.0;116.1
2309;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Gelderland (PV);2023;0.82;3.21;16.82;300.0;1173.0;102.3
2310;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Utrecht (PV);2018;0.99;3.98;19.84;362.0;1452.0;120.7
2311;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Utrecht (PV);2019;0.97;3.68;19.59;354.0;1342.0;119.2
2312;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Utrecht (PV);2020;0.76;2.98;17.09;280.0;1092.0;104.2
2313;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Utrecht (PV);2021;0.77;3.19;17.49;282.0;1164.0;106.4
2314;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Utrecht (PV);2022;0.94;3.56;19.22;342.0;1298.0;116.9
2315;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Utrecht (PV);2023;0.93;3.65;18.99;339.0;1333.0;115.5
2316;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Holland (PV);2018;0.88;3.58;18.82;320.0;1305.0;114.5
2317;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Holland (PV);2019;0.84;3.27;18.58;306.0;1193.0;113.0
2318;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Holland (PV);2020;0.67;2.86;16.68;247.0;1045.0;101.8
2319;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Holland (PV);2021;0.7;2.93;17.25;256.0;1071.0;105.0
2320;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Holland (PV);2022;0.81;3.21;18.85;294.0;1172.0;114.7
2321;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Holland (PV);2023;0.82;3.24;18.46;298.0;1181.0;112.3
2322;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Holland (PV);2018;0.75;2.96;15.77;273.0;1081.0;95.9
2323;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Holland (PV);2019;0.72;2.88;15.93;262.0;1052.0;96.9
2324;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Holland (PV);2020;0.6;2.58;15.2;220.0;945.0;92.7
2325;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Holland (PV);2021;0.61;2.58;15.53;222.0;940.0;94.5
2326;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Holland (PV);2022;0.72;2.86;16.14;262.0;1044.0;98.2
2327;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zuid-Holland (PV);2023;0.68;2.68;15.1;247.0;978.0;91.9
2328;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zeeland (PV);2018;0.84;3.85;19.14;305.0;1406.0;116.4
2329;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zeeland (PV);2019;0.84;3.67;19.01;308.0;1339.0;115.6
2330;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zeeland (PV);2020;0.75;3.95;21.4;274.0;1447.0;130.5
2331;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zeeland (PV);2021;0.7;3.29;19.7;257.0;1199.0;119.8
2332;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zeeland (PV);2022;0.81;4.05;22.58;295.0;1480.0;137.4
2333;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Zeeland (PV);2023;0.83;3.53;19.36;304.0;1287.0;117.8
2334;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Brabant (PV);2018;0.78;3.32;17.22;285.0;1210.0;104.7
2335;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Brabant (PV);2019;0.74;3.15;17.19;270.0;1149.0;104.6
2336;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Brabant (PV);2020;0.63;2.72;15.1;229.0;994.0;92.1
2337;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Brabant (PV);2021;0.63;2.62;14.47;231.0;956.0;88.0
2338;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Brabant (PV);2022;0.75;3.3;18.03;272.0;1205.0;109.7
2339;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Noord-Brabant (PV);2023;0.72;3.14;16.47;264.0;1144.0;100.2
2340;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Limburg (PV);2018;0.62;2.79;15.16;226.0;1019.0;92.3
2341;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Limburg (PV);2019;0.6;2.75;15.59;219.0;1004.0;94.8
2342;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Limburg (PV);2020;0.48;2.17;12.32;177.0;795.0;75.2
2343;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Limburg (PV);2021;0.48;2.48;14.79;174.0;905.0;90.0
2344;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Limburg (PV);2022;0.58;2.68;14.6;211.0;979.0;88.8
2345;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Limburg (PV);2023;0.54;2.46;13.8;195.0;896.0;83.9
2346;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Extremely urbanised;2018;0.89;3.39;18.31;324.0;1237.0;111.4
2347;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Extremely urbanised;2019;0.85;3.24;18.73;310.0;1182.0;114.0
2348;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Extremely urbanised;2020;0.66;2.7;16.38;241.0;987.0;99.9
2349;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Extremely urbanised;2021;0.67;2.72;16.97;243.0;993.0;103.2
2350;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Extremely urbanised;2022;0.8;3.11;18.43;291.0;1135.0;112.1
2351;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Extremely urbanised;2023;0.8;3.1;18.23;291.0;1132.0;110.9
2352;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Strongly urbanised;2018;0.84;3.29;17.33;305.0;1202.0;105.4
2353;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Strongly urbanised;2019;0.8;3.07;16.61;291.0;1122.0;101.0
2354;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Strongly urbanised;2020;0.65;2.53;14.47;239.0;926.0;88.3
2355;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Strongly urbanised;2021;0.66;2.65;15.37;242.0;966.0;93.5
2356;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Strongly urbanised;2022;0.79;2.98;16.67;288.0;1088.0;101.4
2357;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Strongly urbanised;2023;0.76;2.91;15.84;278.0;1060.0;96.4
2358;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Moderately urbanised;2018;0.82;3.32;17.53;299.0;1211.0;106.6
2359;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Moderately urbanised;2019;0.82;3.31;17.84;299.0;1208.0;108.5
2360;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Moderately urbanised;2020;0.71;2.91;16.95;260.0;1065.0;103.4
2361;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Moderately urbanised;2021;0.72;2.96;16.15;262.0;1081.0;98.2
2362;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Moderately urbanised;2022;0.83;3.37;18.54;301.0;1230.0;112.8
2363;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Moderately urbanised;2023;0.77;3.16;16.81;282.0;1152.0;102.3
2364;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Hardly urbanised;2018;0.78;3.25;16.39;284.0;1186.0;99.7
2365;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Hardly urbanised;2019;0.73;3.15;16.55;268.0;1149.0;100.7
2366;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Hardly urbanised;2020;0.62;2.95;15.47;227.0;1078.0;94.4
2367;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Hardly urbanised;2021;0.63;2.92;15.34;231.0;1065.0;93.3
2368;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Hardly urbanised;2022;0.74;3.32;17.18;270.0;1213.0;104.5
2369;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Hardly urbanised;2023;0.72;3.11;15.67;263.0;1136.0;95.3
2370;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Not urbanised;2018;0.68;3.32;16.03;248.0;1213.0;97.5
2371;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Not urbanised;2019;0.62;3.08;15.43;228.0;1125.0;93.8
2372;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Not urbanised;2020;0.57;2.82;14.7;209.0;1031.0;89.7
2373;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Not urbanised;2021;0.58;3.27;16.64;213.0;1194.0;101.2
2374;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Not urbanised;2022;0.65;3.35;16.89;237.0;1224.0;102.7
2375;Total;Population 6 years or older;Bike;Upper bound 95% confidence interval;Not urbanised;2023;0.62;3.05;15.77;225.0;1114.0;96.0
2376;Total;Population 6 years or older;Walking;Value;The Netherlands;2018;0.44;0.9;11.23;162.0;328.0;68.3
2377;Total;Population 6 years or older;Walking;Value;The Netherlands;2019;0.43;0.88;10.92;155.0;322.0;66.4
2378;Total;Population 6 years or older;Walking;Value;The Netherlands;2020;0.52;1.12;15.06;191.0;411.0;91.9
2379;Total;Population 6 years or older;Walking;Value;The Netherlands;2021;0.61;1.38;18.82;224.0;505.0;114.5
2380;Total;Population 6 years or older;Walking;Value;The Netherlands;2022;0.58;1.21;16.25;213.0;441.0;98.8
2381;Total;Population 6 years or older;Walking;Value;The Netherlands;2023;0.56;1.14;15.3;203.0;417.0;93.1
2382;Total;Population 6 years or older;Walking;Value;Noord-Nederland (LD);2018;0.38;0.75;9.56;139.0;275.0;58.2
2383;Total;Population 6 years or older;Walking;Value;Noord-Nederland (LD);2019;0.38;0.87;10.92;139.0;317.0;66.4
2384;Total;Population 6 years or older;Walking;Value;Noord-Nederland (LD);2020;0.45;1.06;13.54;164.0;389.0;82.6
2385;Total;Population 6 years or older;Walking;Value;Noord-Nederland (LD);2021;0.51;1.22;16.2;185.0;445.0;98.5
2386;Total;Population 6 years or older;Walking;Value;Noord-Nederland (LD);2022;0.52;1.13;14.95;190.0;411.0;90.9
2387;Total;Population 6 years or older;Walking;Value;Noord-Nederland (LD);2023;0.51;1.1;14.41;188.0;402.0;87.7
2388;Total;Population 6 years or older;Walking;Value;Oost-Nederland (LD);2018;0.39;0.82;10.22;143.0;300.0;62.2
2389;Total;Population 6 years or older;Walking;Value;Oost-Nederland (LD);2019;0.38;0.81;9.72;138.0;295.0;59.1
2390;Total;Population 6 years or older;Walking;Value;Oost-Nederland (LD);2020;0.49;1.06;13.67;178.0;386.0;83.4
2391;Total;Population 6 years or older;Walking;Value;Oost-Nederland (LD);2021;0.57;1.32;17.06;208.0;481.0;103.8
2392;Total;Population 6 years or older;Walking;Value;Oost-Nederland (LD);2022;0.56;1.16;15.44;203.0;422.0;93.9
2393;Total;Population 6 years or older;Walking;Value;Oost-Nederland (LD);2023;0.52;1.08;14.01;191.0;394.0;85.3
2394;Total;Population 6 years or older;Walking;Value;West-Nederland (LD);2018;0.48;0.95;11.7;174.0;349.0;71.2
2395;Total;Population 6 years or older;Walking;Value;West-Nederland (LD);2019;0.45;0.92;11.37;165.0;336.0;69.2
2396;Total;Population 6 years or older;Walking;Value;West-Nederland (LD);2020;0.55;1.14;15.66;201.0;419.0;95.5
2397;Total;Population 6 years or older;Walking;Value;West-Nederland (LD);2021;0.65;1.42;19.67;237.0;517.0;119.7
2398;Total;Population 6 years or older;Walking;Value;West-Nederland (LD);2022;0.61;1.24;16.75;223.0;453.0;101.9
2399;Total;Population 6 years or older;Walking;Value;West-Nederland (LD);2023;0.58;1.17;15.72;211.0;427.0;95.6
2400;Total;Population 6 years or older;Walking;Value;Zuid-Nederland (LD);2018;0.46;0.91;11.97;166.0;333.0;72.8
2401;Total;Population 6 years or older;Walking;Value;Zuid-Nederland (LD);2019;0.44;0.87;11.11;159.0;319.0;67.6
2402;Total;Population 6 years or older;Walking;Value;Zuid-Nederland (LD);2020;0.54;1.18;15.82;196.0;430.0;96.5
2403;Total;Population 6 years or older;Walking;Value;Zuid-Nederland (LD);2021;0.63;1.45;19.88;228.0;530.0;120.9
2404;Total;Population 6 years or older;Walking;Value;Zuid-Nederland (LD);2022;0.58;1.22;16.55;212.0;445.0;100.7
2405;Total;Population 6 years or older;Walking;Value;Zuid-Nederland (LD);2023;0.56;1.16;16.05;204.0;423.0;97.6
2406;Total;Population 6 years or older;Walking;Value;Groningen (PV);2018;0.44;0.75;9.0;160.0;275.0;54.8
2407;Total;Population 6 years or older;Walking;Value;Groningen (PV);2019;0.42;0.94;12.03;152.0;344.0;73.2
2408;Total;Population 6 years or older;Walking;Value;Groningen (PV);2020;0.46;1.06;13.87;170.0;386.0;84.6
2409;Total;Population 6 years or older;Walking;Value;Groningen (PV);2021;0.54;1.27;16.86;199.0;464.0;102.6
2410;Total;Population 6 years or older;Walking;Value;Groningen (PV);2022;0.54;1.07;13.87;198.0;390.0;84.3
2411;Total;Population 6 years or older;Walking;Value;Groningen (PV);2023;0.57;1.16;15.02;208.0;422.0;91.4
2412;Total;Population 6 years or older;Walking;Value;Fryslân (PV);2018;0.36;0.77;10.15;131.0;281.0;61.8
2413;Total;Population 6 years or older;Walking;Value;Fryslân (PV);2019;0.35;0.75;9.52;128.0;275.0;57.9
2414;Total;Population 6 years or older;Walking;Value;Fryslân (PV);2020;0.46;1.12;13.97;169.0;411.0;85.2
2415;Total;Population 6 years or older;Walking;Value;Fryslân (PV);2021;0.48;1.19;15.87;176.0;433.0;96.5
2416;Total;Population 6 years or older;Walking;Value;Fryslân (PV);2022;0.5;1.14;14.72;183.0;418.0;89.6
2417;Total;Population 6 years or older;Walking;Value;Fryslân (PV);2023;0.53;1.12;14.72;193.0;408.0;89.6
2418;Total;Population 6 years or older;Walking;Value;Drenthe (PV);2018;0.34;0.73;9.46;126.0;268.0;57.5
2419;Total;Population 6 years or older;Walking;Value;Drenthe (PV);2019;0.38;0.93;11.43;139.0;341.0;69.5
2420;Total;Population 6 years or older;Walking;Value;Drenthe (PV);2020;0.41;0.99;12.58;149.0;363.0;76.8
2421;Total;Population 6 years or older;Walking;Value;Drenthe (PV);2021;0.49;1.2;15.83;179.0;438.0;96.3
2422;Total;Population 6 years or older;Walking;Value;Drenthe (PV);2022;0.52;1.17;16.53;190.0;426.0;100.5
2423;Total;Population 6 years or older;Walking;Value;Drenthe (PV);2023;0.43;1.02;13.28;157.0;372.0;80.8
2424;Total;Population 6 years or older;Walking;Value;Overijssel (PV);2018;0.37;0.81;10.23;135.0;296.0;62.2
2425;Total;Population 6 years or older;Walking;Value;Overijssel (PV);2019;0.37;0.78;8.77;133.0;283.0;53.3
2426;Total;Population 6 years or older;Walking;Value;Overijssel (PV);2020;0.44;1.03;12.84;160.0;375.0;78.3
2427;Total;Population 6 years or older;Walking;Value;Overijssel (PV);2021;0.54;1.26;16.12;196.0;461.0;98.0
2428;Total;Population 6 years or older;Walking;Value;Overijssel (PV);2022;0.57;1.2;15.91;208.0;437.0;96.8
2429;Total;Population 6 years or older;Walking;Value;Overijssel (PV);2023;0.52;1.03;13.64;191.0;376.0;83.0
2430;Total;Population 6 years or older;Walking;Value;Flevoland (PV);2018;0.4;0.81;9.41;145.0;297.0;57.2
2431;Total;Population 6 years or older;Walking;Value;Flevoland (PV);2019;0.4;0.79;9.56;146.0;289.0;58.2
2432;Total;Population 6 years or older;Walking;Value;Flevoland (PV);2020;0.46;0.94;12.97;167.0;344.0;79.1
2433;Total;Population 6 years or older;Walking;Value;Flevoland (PV);2021;0.52;1.17;15.51;189.0;429.0;94.4
2434;Total;Population 6 years or older;Walking;Value;Flevoland (PV);2022;0.51;1.06;14.76;185.0;388.0;89.8
2435;Total;Population 6 years or older;Walking;Value;Flevoland (PV);2023;0.5;1.04;13.6;182.0;380.0;82.8
2436;Total;Population 6 years or older;Walking;Value;Gelderland (PV);2018;0.41;0.83;10.37;148.0;303.0;63.1
2437;Total;Population 6 years or older;Walking;Value;Gelderland (PV);2019;0.38;0.83;10.28;140.0;303.0;62.5
2438;Total;Population 6 years or older;Walking;Value;Gelderland (PV);2020;0.52;1.1;14.28;190.0;401.0;87.1
2439;Total;Population 6 years or older;Walking;Value;Gelderland (PV);2021;0.6;1.38;17.9;218.0;502.0;108.9
2440;Total;Population 6 years or older;Walking;Value;Gelderland (PV);2022;0.56;1.15;15.31;205.0;421.0;93.2
2441;Total;Population 6 years or older;Walking;Value;Gelderland (PV);2023;0.53;1.11;14.31;194.0;407.0;87.1
2442;Total;Population 6 years or older;Walking;Value;Utrecht (PV);2018;0.46;0.88;10.76;169.0;322.0;65.5
