ID;Geslacht;Leeftijd;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
350;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2023;28.7;42.5;25.6;72.3;70.7;65.8;76.4;61.9;30.3;32.5;5.4;7.9;11.9;;;;;;;;;1.0;0.3;0.0;0.5;7.4;4.2;1.3;1.3;1.0;0.7;0.0;0.0;5.2;0.5;1.3;2.7;7.8;0.3;3.1;0.7;0.1;0.4;0.7;1.1;0.3;2.1;18.1;17.8;33.1;21.0;16.1;14.2
351;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2024;28.4;42.7;26.2;71.9;69.8;65.7;76.1;63.2;30.4;31.2;5.7;8.9;12.0;;;;;;;;;1.1;0.3;0.1;0.4;8.4;4.7;1.4;1.4;1.4;1.0;0.0;0.1;4.9;0.6;1.4;2.7;9.6;0.5;4.1;0.7;0.3;0.4;1.2;0.8;0.4;2.8;19.3;18.6;32.9;22.1;17.0;15.4
352;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2014;39.9;50.3;34.8;73.3;72.9;66.2;80.5;57.1;28.9;;8.4;11.9;15.5;1.8;1.3;15.2;14.5;3.7;0.9;6.1;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;15.7;34.0;20.2;11.7;13.6
353;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2015;37.9;49.7;33.5;71.6;71.9;66.1;80.2;56.7;28.5;;7.9;11.3;15.0;1.3;1.1;15.2;13.3;4.0;0.8;5.3;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;12.5;31.6;19.8;10.3;13.5
354;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2016;37.6;48.2;32.8;71.5;71.7;66.5;80.3;57.8;28.4;;8.4;11.3;13.8;2.1;1.3;14.4;13.2;4.1;0.9;5.7;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;14.2;31.9;21.4;11.0;13.8
355;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2017;37.7;49.5;34.9;72.2;71.7;66.5;80.3;58.0;28.9;;8.3;11.7;15.4;2.2;1.4;14.5;13.4;4.0;1.0;4.8;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;13.9;31.5;20.4;11.9;14.0
356;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2018;39.6;51.7;34.4;72.2;71.5;66.0;79.7;59.4;30.6;;9.4;12.4;17.3;1.7;1.3;14.8;12.4;3.9;1.0;5.8;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;18.9;18.9;35.5;22.7;14.4;16.2
357;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2019;37.4;49.8;32.6;74.1;73.2;67.6;80.9;62.1;32.2;;9.8;13.2;17.4;2.9;2.0;18.0;15.0;5.8;1.4;7.7;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;16.5;32.6;22.1;15.6;15.8
358;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2020;34.6;46.7;30.3;74.5;73.3;70.5;81.1;62.3;34.9;;8.8;11.9;18.0;1.3;1.0;12.3;10.0;3.8;0.9;5.1;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5;16.6;32.9;21.3;15.1;14.9
359;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2021;34.7;50.0;32.5;72.9;72.7;67.5;80.0;62.7;32.8;;10.3;13.3;17.9;2.1;1.2;14.2;9.4;4.2;0.8;5.8;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7;17.3;32.8;23.1;16.2;16.5
360;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2022;30.9;45.7;29.2;74.7;72.7;68.7;78.6;63.0;33.3;34.5;7.2;10.5;14.6;;;;;;;;;2.1;0.9;0.4;1.1;11.1;7.0;3.2;2.5;2.9;2.6;0.5;0.3;6.3;1.6;2.5;3.7;10.7;1.0;5.5;1.7;0.8;1.0;1.7;1.7;0.9;3.8;21.5;20.8;36.8;24.7;18.5;18.2
361;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2023;31.2;45.3;28.0;74.8;73.3;68.4;78.8;64.6;32.9;35.0;7.4;10.2;14.5;;;;;;;;;2.0;0.9;0.3;1.2;9.6;5.9;2.4;2.4;1.9;1.5;0.3;0.4;7.2;1.2;2.4;4.2;10.1;0.9;4.9;1.6;0.5;0.9;1.5;2.1;0.9;3.5;20.3;20.0;35.7;23.4;18.2;16.3
362;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2024;30.9;45.4;28.6;74.4;72.3;68.3;78.4;65.8;32.9;33.6;7.7;11.2;14.6;;;;;;;;;2.1;1.0;0.4;1.0;10.7;6.4;2.4;2.6;2.5;2.0;0.3;0.4;6.7;1.4;2.5;4.2;12.1;1.2;6.0;1.7;0.9;1.0;2.2;1.7;1.1;4.3;21.5;20.8;35.4;24.4;19.1;17.5
363;Mannen;45 tot 55 jaar;Waarde;2014;37.4;48.1;31.7;72.9;72.2;66.6;77.7;59.2;29.2;;7.1;11.5;14.0;1.2;0.9;16.0;16.1;3.6;0.6;5.1;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;15.0;33.8;18.8;10.4;13.4
364;Mannen;45 tot 55 jaar;Waarde;2015;36.0;48.1;30.7;73.0;71.1;66.6;78.2;58.5;28.6;;6.6;10.1;12.1;1.0;0.5;13.8;14.1;3.0;0.4;4.3;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;13.3;30.9;17.3;9.8;12.6
365;Mannen;45 tot 55 jaar;Waarde;2016;36.6;48.1;31.2;72.8;71.8;66.9;78.3;57.0;29.3;;7.0;10.4;12.9;1.2;0.8;14.2;14.7;3.3;0.6;4.8;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;14.0;33.3;18.6;10.1;13.3
366;Mannen;45 tot 55 jaar;Waarde;2017;35.1;46.6;30.7;73.0;71.8;66.5;78.7;58.7;29.2;;7.3;11.8;13.5;1.1;0.6;13.6;14.4;3.1;0.5;5.0;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;14.3;32.1;19.2;11.2;13.9
367;Mannen;45 tot 55 jaar;Waarde;2018;36.2;48.2;31.0;74.1;71.9;67.5;78.5;60.1;31.5;;7.2;11.0;13.8;1.2;0.8;13.8;12.9;3.1;0.6;4.4;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;16.5;32.9;18.5;11.7;14.1
368;Mannen;45 tot 55 jaar;Waarde;2019;33.9;46.2;29.9;74.8;72.9;68.9;78.3;61.3;32.2;;7.4;10.9;14.1;2.0;1.3;16.6;15.7;3.6;0.8;6.0;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;15.1;30.9;18.1;12.6;14.6
369;Mannen;45 tot 55 jaar;Waarde;2020;32.4;44.2;26.8;76.5;75.2;72.0;79.8;63.6;34.4;;6.0;9.3;14.2;0.8;0.4;11.4;10.2;2.7;0.3;4.1;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;14.4;30.3;17.0;10.7;11.8
370;Mannen;45 tot 55 jaar;Waarde;2021;33.5;47.0;30.7;76.6;75.3;71.1;80.0;63.8;34.5;;7.1;11.0;14.8;1.0;0.6;11.8;10.5;3.1;0.5;4.2;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;15.2;29.9;19.0;11.2;13.5
371;Mannen;45 tot 55 jaar;Waarde;2022;29.9;43.5;26.8;75.9;74.0;70.8;78.8;63.6;33.6;34.1;3.9;7.5;11.1;;;;;;;;;0.8;0.2;0.2;0.4;8.3;4.9;1.8;1.6;1.7;1.5;0.0;0.0;4.7;0.9;1.1;2.8;7.7;0.6;2.6;0.7;0.3;0.8;1.5;0.7;0.1;2.6;17.0;17.9;33.1;20.2;14.3;14.0
372;Mannen;45 tot 55 jaar;Waarde;2023;27.4;39.9;24.2;78.9;75.6;73.0;78.2;67.2;34.9;35.0;5.2;8.0;11.1;;;;;;;;;0.8;0.2;0.1;0.4;9.4;5.1;2.6;2.0;1.4;1.2;0.0;0.2;5.5;1.0;1.9;3.0;8.0;0.6;3.1;0.8;0.7;1.3;1.0;0.5;0.4;2.0;15.5;16.0;29.6;18.7;12.5;12.9
373;Mannen;45 tot 55 jaar;Waarde;2024;28.9;41.7;25.4;76.1;74.0;70.5;78.2;66.6;34.6;34.3;4.2;7.4;10.7;;;;;;;;;1.0;0.5;0.1;0.5;8.6;4.9;1.8;1.8;1.3;0.9;0.2;0.2;4.5;0.6;1.3;2.6;8.0;0.6;3.2;1.4;0.1;1.2;1.3;0.9;0.5;2.4;17.5;17.5;31.1;19.8;15.4;13.9
374;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2014;36.1;46.7;30.4;71.6;70.9;65.3;76.5;57.8;28.0;;6.4;10.7;13.1;0.9;0.6;14.9;15.1;3.1;0.4;4.5;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3;14.0;32.5;17.8;9.6;12.5
375;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2015;34.7;46.8;29.5;71.8;69.8;65.3;77.1;57.2;27.4;;6.0;9.3;11.3;0.8;0.3;12.9;13.2;2.5;0.3;3.8;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;12.9;12.4;29.6;16.3;9.0;11.8
376;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2016;35.3;46.7;29.9;71.6;70.6;65.6;77.2;55.7;28.2;;6.3;9.6;12.1;0.9;0.6;13.3;13.8;2.8;0.4;4.2;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;13.1;32.1;17.6;9.3;12.4
377;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2017;33.8;45.2;29.4;71.7;70.5;65.2;77.5;57.3;27.9;;6.7;10.9;12.6;0.9;0.4;12.7;13.4;2.6;0.3;4.4;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;13.4;30.8;18.1;10.3;12.9
378;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2018;35.1;47.1;29.9;73.1;70.8;66.4;77.5;59.0;30.4;;6.6;10.2;13.0;0.9;0.6;13.0;12.1;2.7;0.4;3.9;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;15.7;31.8;17.6;11.0;13.3
379;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2019;32.7;44.9;28.7;73.6;71.8;67.7;77.2;60.0;31.0;;6.7;10.2;13.3;1.7;1.0;15.6;14.7;3.2;0.6;5.4;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1;14.2;29.8;17.2;11.7;13.7
380;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2020;31.1;42.9;25.7;75.3;74.0;70.8;78.7;62.4;33.2;;5.4;8.6;13.3;0.6;0.2;10.6;9.5;2.3;0.1;3.6;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;13.1;13.5;29.1;16.0;9.9;11.0
381;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2021;32.2;45.5;29.4;75.3;74.0;69.8;78.8;62.4;33.2;;6.4;10.2;13.9;0.7;0.4;11.0;9.7;2.7;0.3;3.7;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;14.2;28.6;17.9;10.3;12.5
382;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2022;28.7;42.2;25.6;74.7;72.8;69.6;77.6;62.3;32.4;32.9;3.2;6.6;10.0;;;;;;;;;0.5;0.1;0.1;0.2;7.3;4.1;1.4;1.2;1.2;1.1;0.0;0.0;4.0;0.6;0.7;2.2;6.7;0.4;2.0;0.4;0.1;0.5;1.1;0.4;0.0;2.1;16.0;16.9;31.8;19.1;13.4;13.1
383;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2023;26.3;38.6;23.1;77.7;74.4;71.8;77.0;66.0;33.6;33.8;4.4;7.0;10.0;;;;;;;;;0.5;0.1;0.0;0.2;8.4;4.3;2.0;1.5;1.0;0.8;0.0;0.1;4.7;0.7;1.4;2.4;6.9;0.4;2.4;0.5;0.4;0.9;0.7;0.3;0.2;1.5;14.5;15.1;28.4;17.6;11.7;12.0
384;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2024;27.7;40.4;24.2;74.9;72.7;69.3;77.0;65.3;33.4;33.1;3.5;6.4;9.6;;;;;;;;;0.7;0.3;0.0;0.3;7.6;4.2;1.3;1.3;1.0;0.7;0.1;0.1;3.8;0.4;0.9;2.1;6.9;0.4;2.5;0.9;0.0;0.9;0.9;0.5;0.3;1.8;16.5;16.5;29.9;18.7;14.4;13.0
385;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2014;38.8;49.5;33.1;74.2;73.5;68.0;78.8;60.5;30.5;;7.9;12.5;15.0;1.6;1.2;17.0;17.1;4.2;0.8;5.7;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;16.1;35.1;20.0;11.3;14.4
386;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2015;37.3;49.5;32.0;74.2;72.3;67.9;79.3;59.9;29.8;;7.3;10.9;13.1;1.4;0.7;14.8;15.1;3.5;0.6;4.9;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;14.3;32.1;18.4;10.6;13.6
387;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2016;37.9;49.4;32.4;73.9;72.9;68.1;79.4;58.3;30.5;;7.7;11.2;13.8;1.5;1.1;15.2;15.7;3.8;0.8;5.4;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;15.0;34.5;19.7;10.9;14.2
388;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2017;36.5;48.0;32.0;74.2;73.1;67.8;79.8;60.1;30.4;;8.1;12.7;14.5;1.4;0.9;14.6;15.3;3.6;0.8;5.6;10.7;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1;15.4;33.4;20.4;12.1;14.9
389;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2018;37.4;49.4;32.1;75.2;73.0;68.6;79.5;61.3;32.6;;7.8;11.7;14.6;1.5;1.1;14.6;13.7;3.5;0.8;4.9;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;17.4;34.1;19.5;12.5;15.0
390;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2019;35.1;47.5;31.1;75.9;74.1;70.1;79.4;62.5;33.4;;8.1;11.8;15.0;2.4;1.6;17.5;16.6;4.1;1.1;6.6;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;16.1;32.1;19.2;13.4;15.5
391;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2020;33.6;45.5;28.0;77.6;76.3;73.2;80.9;64.9;35.7;;6.7;10.1;15.1;1.1;0.6;12.3;11.1;3.2;0.4;4.7;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;15.4;31.5;18.0;11.5;12.7
392;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2021;34.8;48.4;32.1;77.8;76.5;72.4;81.2;65.1;35.9;;7.9;11.9;15.9;1.3;0.8;12.8;11.4;3.6;0.7;4.8;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;16.2;31.2;20.1;12.1;14.5
393;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2022;31.1;44.8;27.9;77.0;75.2;72.0;79.9;64.9;34.8;35.3;4.7;8.6;12.3;;;;;;;;;1.2;0.4;0.4;0.7;9.4;5.7;2.4;2.1;2.2;2.0;;;5.6;1.3;1.7;3.5;8.9;1.0;3.5;1.3;0.6;1.1;2.1;1.1;0.3;3.4;18.1;19.0;34.3;21.3;15.2;15.0
394;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2023;28.6;41.2;25.3;80.0;76.8;74.2;79.3;68.5;36.2;36.3;6.2;9.1;12.3;;;;;;;;;1.3;0.4;0.3;0.8;10.6;6.0;3.3;2.6;2.0;1.6;;0.5;6.5;1.5;2.5;3.7;9.1;1.0;4.0;1.3;1.1;1.8;1.5;0.9;0.8;2.6;16.5;17.1;30.9;19.8;13.5;13.9
395;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2024;30.1;43.0;26.5;77.2;75.1;71.8;79.3;67.8;35.9;35.6;5.1;8.4;11.9;;;;;;;;;1.6;1.0;0.4;0.8;9.7;5.8;2.3;2.4;1.9;1.4;0.6;0.5;5.4;1.0;1.8;3.3;9.2;1.0;4.2;2.1;0.3;1.7;1.8;1.4;0.9;3.0;18.5;18.5;32.4;20.9;16.4;14.9
396;Mannen;55 tot 65 jaar;Waarde;2014;32.9;43.5;27.0;73.6;71.8;67.1;77.6;58.0;30.1;;7.9;12.2;14.3;1.3;0.7;16.1;14.7;4.5;0.4;6.2;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;15.9;35.4;18.3;11.7;14.1
397;Mannen;55 tot 65 jaar;Waarde;2015;32.3;43.6;28.0;72.8;72.0;67.9;76.6;58.7;30.3;;7.0;12.3;13.9;1.4;0.5;16.7;13.6;4.1;0.2;5.9;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;15.0;33.3;18.5;11.8;14.8
398;Mannen;55 tot 65 jaar;Waarde;2016;31.3;41.3;25.9;72.9;70.8;67.1;76.2;59.2;28.5;;7.0;11.3;12.7;1.2;0.4;16.1;14.4;4.1;0.3;5.3;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;14.6;33.4;17.9;10.5;14.5
399;Mannen;55 tot 65 jaar;Waarde;2017;33.3;43.6;28.0;72.3;69.3;66.0;76.0;59.6;29.7;;7.5;12.1;13.0;1.2;0.4;17.1;13.8;3.8;0.2;5.6;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;16.0;35.3;19.0;12.2;16.3
400;Mannen;55 tot 65 jaar;Waarde;2018;32.1;43.6;26.6;73.1;70.6;68.6;75.9;59.6;30.7;;7.0;11.3;12.6;0.9;0.4;14.8;13.6;3.8;0.4;5.7;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;17.6;34.5;18.4;12.7;15.8
401;Mannen;55 tot 65 jaar;Waarde;2019;31.3;42.6;25.7;73.6;70.9;68.8;75.6;62.0;32.5;;7.6;12.2;14.1;2.3;1.1;19.4;16.6;5.0;0.7;7.5;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;16.0;33.3;19.8;12.8;16.4
402;Mannen;55 tot 65 jaar;Waarde;2020;28.1;39.2;23.1;74.9;72.5;71.7;76.8;63.5;33.2;;6.7;10.7;13.8;0.8;0.5;13.7;10.5;3.1;0.4;5.0;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;14.9;30.6;16.7;10.9;13.3
403;Mannen;55 tot 65 jaar;Waarde;2021;29.1;41.8;24.4;74.9;72.0;69.1;75.9;62.6;33.3;;7.0;11.3;14.5;1.2;0.7;14.6;11.5;3.2;0.3;5.4;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;14.7;30.9;18.2;11.4;14.1
404;Mannen;55 tot 65 jaar;Waarde;2022;26.6;37.9;21.9;75.4;71.9;69.9;73.8;64.7;32.3;31.8;4.3;7.3;10.3;;;;;;;;;0.7;0.3;0.0;0.2;9.3;5.6;2.4;1.5;1.7;1.4;0.0;0.2;4.4;0.7;1.5;2.5;7.7;0.5;1.2;0.4;0.4;3.3;1.5;0.5;0.2;2.3;16.9;17.0;32.6;18.9;13.5;14.9
405;Mannen;55 tot 65 jaar;Waarde;2023;25.0;36.9;21.1;76.6;73.2;72.0;74.7;66.2;33.4;32.9;4.7;8.1;9.9;;;;;;;;;0.8;0.4;0.1;0.2;9.5;5.4;2.2;1.8;2.0;1.6;0.0;0.2;4.5;0.7;1.3;2.6;8.0;0.2;1.8;0.4;0.2;3.3;1.3;0.9;0.2;2.2;15.8;15.9;30.6;17.2;12.1;13.8
406;Mannen;55 tot 65 jaar;Waarde;2024;25.5;36.8;20.8;75.7;72.6;71.2;74.3;65.7;32.5;31.3;4.4;7.7;9.9;;;;;;;;;0.7;0.3;0.0;0.2;10.3;6.3;2.3;1.7;1.7;1.5;0.1;0.0;4.7;1.1;1.5;2.1;9.1;0.4;2.2;0.4;0.2;3.8;1.6;0.7;0.4;2.3;16.3;15.9;31.6;18.2;13.3;14.2
407;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2014;31.6;42.1;25.7;72.4;70.5;65.8;76.4;56.6;28.8;;7.1;11.3;13.3;1.0;0.5;15.0;13.7;3.9;0.3;5.5;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;14.9;34.0;17.2;10.8;13.1
408;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2015;31.0;42.2;26.8;71.6;70.7;66.5;75.3;57.3;29.0;;6.3;11.4;12.9;1.1;0.3;15.6;12.6;3.6;0.1;5.3;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;14.1;31.9;17.4;10.9;13.8
409;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2016;30.1;40.0;24.7;71.7;69.5;65.8;75.0;57.9;27.3;;6.3;10.4;11.8;0.9;0.3;15.1;13.5;3.6;0.2;4.7;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6;13.6;32.1;16.9;9.7;13.5
410;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2017;32.0;42.3;26.8;71.0;68.0;64.7;74.8;58.2;28.5;;6.8;11.2;12.1;0.9;0.2;16.1;12.9;3.3;0.1;5.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;15.0;34.0;18.0;11.4;15.3
411;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2018;31.1;42.4;25.6;72.1;69.6;67.5;74.9;58.5;29.7;;6.5;10.6;11.9;0.7;0.3;14.1;12.9;3.4;0.3;5.2;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;16.7;33.4;17.5;11.9;15.0
412;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2019;30.1;41.4;24.7;72.5;69.8;67.7;74.6;60.8;31.3;;7.0;11.4;13.3;1.9;0.9;18.5;15.7;4.5;0.5;6.9;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;15.2;32.1;18.8;12.0;15.5
413;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2020;27.0;38.0;22.1;73.8;71.4;70.6;75.7;62.4;32.1;;6.1;10.0;13.0;0.6;0.3;12.9;9.8;2.7;0.3;4.5;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;13.7;14.0;29.5;15.8;10.1;12.5
414;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2021;28.0;40.6;23.3;73.7;70.8;67.9;74.8;61.3;32.1;;6.4;10.5;13.6;0.9;0.5;13.8;10.7;2.8;0.2;4.9;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;13.8;29.7;17.3;10.6;13.2
415;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2022;25.5;36.8;20.9;74.3;70.8;68.8;72.7;63.5;31.2;30.7;3.7;6.5;9.3;;;;;;;;;0.5;0.2;0.0;0.1;8.4;4.9;1.9;1.1;1.3;1.1;0.0;0.1;3.8;0.5;1.1;2.0;6.8;0.3;0.8;0.2;0.2;2.7;1.1;0.3;0.1;1.8;16.0;16.1;31.5;18.0;12.7;14.0
416;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2023;24.0;35.8;20.1;75.6;72.0;70.9;73.6;65.0;32.3;31.8;4.0;7.2;9.0;;;;;;;;;0.5;0.2;0.0;0.1;8.5;4.7;1.7;1.4;1.6;1.2;0.0;0.1;3.8;0.4;1.0;2.1;7.1;0.1;1.3;0.2;0.1;2.7;0.9;0.6;0.1;1.7;14.9;15.0;29.5;16.3;11.4;12.9
417;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2024;24.5;35.7;19.9;74.6;71.4;70.1;73.2;64.5;31.4;30.2;3.8;6.9;9.0;;;;;;;;;0.5;0.2;0.0;0.1;9.3;5.5;1.8;1.3;1.3;1.2;0.0;0.0;4.0;0.8;1.1;1.7;8.1;0.2;1.7;0.2;0.1;3.2;1.3;0.4;0.2;1.9;15.5;15.1;30.5;17.3;12.5;13.4
418;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2014;34.3;45.0;28.3;74.9;73.1;68.5;78.8;59.4;31.4;;8.7;13.2;15.3;1.7;1.0;17.2;15.7;5.1;0.7;7.0;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;17.0;36.8;19.4;12.7;15.2
419;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2015;33.6;45.0;29.3;74.1;73.2;69.2;77.7;60.0;31.6;;7.8;13.3;14.9;1.8;0.8;17.8;14.6;4.7;0.4;6.6;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;16.1;34.6;19.6;12.8;15.8
420;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2016;32.6;42.7;27.1;74.1;72.0;68.4;77.3;60.5;29.7;;7.7;12.2;13.6;1.5;0.6;17.1;15.4;4.7;0.5;6.0;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;15.6;34.7;19.0;11.4;15.5
421;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2017;34.6;45.0;29.3;73.5;70.6;67.3;77.1;60.9;30.9;;8.2;13.0;14.0;1.5;0.6;18.2;14.7;4.3;0.4;6.3;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;17.0;36.6;20.1;13.2;17.4
422;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2018;33.2;44.7;27.6;74.2;71.7;69.7;76.9;60.7;31.8;;7.6;12.0;13.4;1.2;0.5;15.7;14.4;4.3;0.6;6.2;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;18.3;18.5;35.6;19.3;13.5;16.7
