ID;CharRegionalBusinessClassification;Periods;SicknessAbsenceRateTotal_1;SicknessAbsenceRate1stYear_2;SicknessAbsenceRate2ndYear_3;SicknessAbsenceRateTotal_4;SicknessAbsenceRate17Days_5;SicknessAbsenceRate842Days_6;SicknessAbsenceRate4391Days_7;SicknessAbsenceRate92182Days_8;SicknessAbsenceRate183365Days_9;SicknessAbsenceRate366730Days_10;SickLeaveFrequency_11;AverageDurationOfAbsenceTotal_12;AverageDurationOfAbsence1Year_13;AvgDurationOfAbsence1YrAnd2yr_14
661;Non-western foreigners 2nd generation;2002 2nd quarter*;4.8;4.8;;4.8;1.0;1.5;0.9;0.9;0.6;;1.48;12.9;12.9;
662;Non-western foreigners 2nd generation;2002 3rd quarter*;4.3;4.3;;4.3;0.9;1.3;0.7;0.8;0.6;;1.3;13.8;13.8;
663;Non-western foreigners 2nd generation;2002 4th quarter*;4.6;4.6;;4.6;1.1;1.4;0.8;0.7;0.5;;1.57;11.8;11.8;
664;Non-western foreigners 2nd generation;2002 annual figure*;4.7;4.7;;4.7;1.0;1.3;0.6;0.7;1.1;;1.51;12.9;12.9;
665;Non-western foreigners 2nd generation;2003 1st quarter*;4.5;4.5;;4.5;1.3;1.4;0.7;0.6;0.4;;1.76;11.4;11.4;
666;Non-western foreigners 2nd generation;2003 2nd quarter*;4.1;4.1;;4.1;1.0;1.2;0.8;0.6;0.4;;1.48;11.3;11.3;
667;Non-western foreigners 2nd generation;2003 3rd quarter*;3.8;3.8;;3.8;0.9;1.1;0.7;0.7;0.4;;1.33;11.4;11.4;
668;Non-western foreigners 2nd generation;2003 4th quarter*;4.6;4.6;;4.6;1.2;1.3;0.8;0.8;0.5;;1.63;10.3;10.3;
669;Non-western foreigners 2nd generation;2003 annual figure*;4.2;4.2;;4.2;1.1;1.1;0.5;0.5;1.1;;1.55;11.1;11.1;
670;Non-western foreigners 2nd generation;2004 1st quarter*;3.7;3.7;;3.7;0.9;1.0;0.6;0.6;0.6;;1.26;12.0;12.0;
671;Non-western foreigners 2nd generation;2004 2nd quarter*;3.2;3.2;;3.2;0.7;0.9;0.5;0.5;0.5;;1.08;11.8;11.8;
672;Non-western foreigners 2nd generation;2004 3rd quarter*;2.7;2.7;;2.7;0.6;0.8;0.5;0.5;0.4;;0.92;11.7;11.7;
673;Non-western foreigners 2nd generation;2004 4th quarter*;3.1;3.1;;3.1;0.9;1.0;0.6;0.3;0.2;;1.2;12.2;12.2;
674;Non-western foreigners 2nd generation;2004 annual figure*;3.1;3.1;;3.1;0.8;0.9;0.6;0.5;0.4;;1.11;12.0;12.0;
675;Non-western foreigners 2nd generation;2005 1st quarter*;3.8;3.7;0.0;3.8;1.1;1.2;0.6;0.5;0.4;0.1;1.36;9.8;9.8;0.0
676;Non-western foreigners 2nd generation;2005 2nd quarter*;3.1;3.1;0.0;3.1;0.7;0.9;0.6;0.4;0.4;0.1;1.02;11.2;11.1;0.1
677;Non-western foreigners 2nd generation;2005 3rd quarter*;2.7;2.7;0.0;2.7;0.6;0.8;0.5;0.4;0.3;0.1;0.91;13.4;13.1;0.3
678;Non-western foreigners 2nd generation;2005 4th quarter*;3.0;3.0;0.0;3.0;0.7;0.9;0.6;0.4;0.2;0.2;1.08;15.9;15.2;0.7
679;Non-western foreigners 2nd generation;2005 annual figure*;3.2;3.1;0.0;3.2;0.8;0.9;0.5;0.4;0.4;0.2;1.09;12.6;12.3;0.3
680;Non-western foreigners: Moroccans;2002 1st quarter*;9.0;9.0;;9.0;1.3;2.7;1.9;1.8;1.3;;1.83;21.2;21.2;
681;Non-western foreigners: Moroccans;2002 2nd quarter*;7.9;7.9;;7.9;1.2;2.5;1.6;1.5;1.3;;1.67;19.6;19.6;
682;Non-western foreigners: Moroccans;2002 3rd quarter*;6.7;6.7;;6.7;0.9;2.0;1.3;1.3;1.2;;1.3;22.5;22.5;
683;Non-western foreigners: Moroccans;2002 4th quarter*;7.8;7.8;;7.8;1.2;2.5;1.7;1.4;0.9;;1.71;18.2;18.2;
684;Non-western foreigners: Moroccans;2002 annual figure*;7.8;7.8;;7.8;1.1;2.1;1.2;1.3;2.2;;1.63;20.2;20.2;
685;Non-western foreigners: Moroccans;2003 1st quarter*;7.4;7.4;;7.4;1.3;2.4;1.5;1.3;0.9;;1.85;17.4;17.4;
686;Non-western foreigners: Moroccans;2003 2nd quarter*;6.9;6.9;;6.9;1.1;2.2;1.4;1.4;0.9;;1.59;18.1;18.1;
687;Non-western foreigners: Moroccans;2003 3rd quarter*;5.8;5.8;;5.8;0.9;1.8;1.0;1.1;1.0;;1.27;18.7;18.7;
688;Non-western foreigners: Moroccans;2003 4th quarter*;7.2;7.2;;7.2;1.2;2.3;1.5;1.3;1.0;;1.72;16.1;16.1;
689;Non-western foreigners: Moroccans;2003 annual figure*;6.8;6.8;;6.8;1.1;1.8;0.9;0.9;2.1;;1.6;17.5;17.5;
690;Non-western foreigners: Moroccans;2004 1st quarter*;6.1;6.1;;6.1;1.0;1.7;0.9;1.0;1.4;;1.42;18.2;18.2;
691;Non-western foreigners: Moroccans;2004 2nd quarter*;5.3;5.3;;5.3;0.8;1.5;0.9;0.8;1.2;;1.24;16.9;16.9;
692;Non-western foreigners: Moroccans;2004 3rd quarter*;4.3;4.3;;4.3;0.6;1.2;0.8;0.8;0.9;;0.95;20.3;20.3;
693;Non-western foreigners: Moroccans;2004 4th quarter*;5.0;5.0;;5.0;1.0;1.8;1.2;0.6;0.4;;1.36;18.1;18.1;
694;Non-western foreigners: Moroccans;2004 annual figure*;5.2;5.2;;5.2;0.8;1.6;1.0;0.8;1.0;;1.24;18.2;18.2;
695;Non-western foreigners: Moroccans;2005 1st quarter*;5.7;5.6;0.1;5.7;1.1;1.8;1.1;0.9;0.7;0.2;1.42;13.6;13.6;0.0
696;Non-western foreigners: Moroccans;2005 2nd quarter*;5.0;4.9;0.1;5.0;0.8;1.4;1.0;0.8;0.7;0.3;1.1;16.4;16.2;0.2
697;Non-western foreigners: Moroccans;2005 3rd quarter*;4.3;4.2;0.1;4.3;0.6;1.2;0.8;0.7;0.6;0.4;0.89;20.0;19.5;0.5
698;Non-western foreigners: Moroccans;2005 4th quarter*;4.9;4.8;0.1;4.9;0.7;1.5;1.0;0.7;0.5;0.4;1.11;27.0;24.6;2.4
699;Non-western foreigners: Moroccans;2005 annual figure*;5.0;4.9;0.1;5.0;0.8;1.4;0.8;0.7;0.7;0.6;1.13;19.3;18.5;0.8
700;Non-western foreigners: Turks;2002 1st quarter*;9.4;9.4;;9.4;1.1;2.8;2.0;2.0;1.5;;1.61;24.3;24.3;
701;Non-western foreigners: Turks;2002 2nd quarter*;8.3;8.3;;8.3;0.9;2.5;1.6;1.7;1.5;;1.4;24.0;24.0;
702;Non-western foreigners: Turks;2002 3rd quarter*;6.8;6.8;;6.8;0.7;2.0;1.2;1.4;1.5;;1.12;27.0;27.0;
703;Non-western foreigners: Turks;2002 4th quarter*;7.9;7.9;;7.9;1.0;2.6;1.8;1.4;1.2;;1.51;21.4;21.4;
704;Non-western foreigners: Turks;2002 annual figure*;8.1;8.1;;8.1;0.9;2.1;1.2;1.3;2.6;;1.41;24.0;24.0;
705;Non-western foreigners: Turks;2003 1st quarter*;7.2;7.2;;7.2;1.1;2.5;1.4;1.3;0.9;;1.6;20.4;20.4;
706;Non-western foreigners: Turks;2003 2nd quarter*;6.8;6.8;;6.8;0.9;2.1;1.5;1.3;0.9;;1.36;20.6;20.6;
707;Non-western foreigners: Turks;2003 3rd quarter*;5.9;5.9;;5.9;0.7;1.8;1.1;1.3;1.0;;1.13;21.2;21.2;
708;Non-western foreigners: Turks;2003 4th quarter*;7.4;7.4;;7.4;1.1;2.3;1.5;1.5;1.0;;1.54;17.5;17.5;
709;Non-western foreigners: Turks;2003 annual figure*;6.8;6.8;;6.8;0.9;1.8;0.9;0.9;2.2;;1.41;19.8;19.8;
710;Non-western foreigners: Turks;2004 1st quarter*;6.4;6.4;;6.4;0.8;1.8;1.1;1.1;1.7;;1.31;21.7;21.7;
711;Non-western foreigners: Turks;2004 2nd quarter*;5.4;5.4;;5.4;0.7;1.6;1.0;0.9;1.3;;1.1;20.2;20.2;
712;Non-western foreigners: Turks;2004 3rd quarter*;4.4;4.4;;4.4;0.5;1.3;0.8;0.9;1.0;;0.88;22.2;22.2;
713;Non-western foreigners: Turks;2004 4th quarter*;5.3;5.3;;5.3;0.8;1.9;1.3;0.7;0.5;;1.24;21.4;21.4;
714;Non-western foreigners: Turks;2004 annual figure*;5.4;5.4;;5.4;0.7;1.6;1.1;0.9;1.1;;1.13;21.3;21.3;
715;Non-western foreigners: Turks;2005 1st quarter*;6.1;6.0;0.1;6.1;1.0;1.9;1.2;1.1;0.8;0.2;1.34;15.4;15.4;0.0
716;Non-western foreigners: Turks;2005 2nd quarter*;5.3;5.2;0.1;5.3;0.7;1.5;1.1;0.9;0.8;0.3;1.01;18.9;18.7;0.2
717;Non-western foreigners: Turks;2005 3rd quarter*;4.4;4.3;0.1;4.4;0.5;1.2;0.8;0.8;0.7;0.4;0.82;24.3;23.5;0.8
718;Non-western foreigners: Turks;2005 4th quarter*;5.1;4.9;0.1;5.1;0.6;1.6;1.1;0.7;0.6;0.5;1.04;30.4;27.9;2.5
719;Non-western foreigners: Turks;2005 annual figure*;5.2;5.1;0.1;5.2;0.7;1.4;0.9;0.8;0.8;0.6;1.05;22.3;21.4;0.9
720;Non-western foreigners: Surinamese;2002 1st quarter*;8.7;8.7;;8.7;1.7;2.9;1.7;1.4;1.0;;2.3;17.0;17.0;
721;Non-western foreigners: Surinamese;2002 2nd quarter*;7.7;7.7;;7.7;1.4;2.6;1.4;1.3;0.9;;2.04;16.4;16.4;
722;Non-western foreigners: Surinamese;2002 3rd quarter*;7.1;7.1;;7.1;1.3;2.3;1.3;1.2;1.0;;1.83;16.4;16.4;
723;Non-western foreigners: Surinamese;2002 4th quarter*;7.3;7.3;;7.3;1.5;2.5;1.4;1.0;0.9;;2.09;14.6;14.6;
724;Non-western foreigners: Surinamese;2002 annual figure*;7.7;7.7;;7.7;1.4;2.3;1.1;1.1;1.8;;2.06;16.1;16.1;
725;Non-western foreigners: Surinamese;2003 1st quarter*;7.1;7.1;;7.1;1.7;2.6;1.2;0.9;0.7;;2.35;14.4;14.4;
726;Non-western foreigners: Surinamese;2003 2nd quarter*;6.5;6.5;;6.5;1.4;2.3;1.2;1.0;0.6;;1.94;13.9;13.9;
727;Non-western foreigners: Surinamese;2003 3rd quarter*;6.0;6.0;;6.0;1.3;2.0;1.1;1.0;0.6;;1.8;13.6;13.6;
728;Non-western foreigners: Surinamese;2003 4th quarter*;6.8;6.8;;6.8;1.5;2.3;1.2;1.1;0.7;;2.11;12.3;12.3;
729;Non-western foreigners: Surinamese;2003 annual figure*;6.6;6.6;;6.6;1.4;2.0;0.8;0.8;1.6;;2.05;13.6;13.6;
730;Non-western foreigners: Surinamese;2004 1st quarter*;6.1;6.1;;6.1;1.3;2.0;1.0;0.8;1.0;;1.86;14.3;14.3;
731;Non-western foreigners: Surinamese;2004 2nd quarter*;5.3;5.3;;5.3;1.0;1.7;0.9;0.8;0.9;;1.58;13.7;13.7;
732;Non-western foreigners: Surinamese;2004 3rd quarter*;4.8;4.8;;4.8;0.9;1.6;0.8;0.8;0.7;;1.42;13.9;13.9;
733;Non-western foreigners: Surinamese;2004 4th quarter*;5.1;5.1;;5.1;1.2;1.9;1.0;0.6;0.4;;1.72;15.1;15.1;
734;Non-western foreigners: Surinamese;2004 annual figure*;5.3;5.3;;5.3;1.1;1.8;0.9;0.7;0.8;;1.64;14.3;14.3;
735;Non-western foreigners: Surinamese;2005 1st quarter*;6.3;6.2;0.1;6.3;1.4;2.2;1.0;0.8;0.7;0.2;1.92;12.0;12.0;0.0
736;Non-western foreigners: Surinamese;2005 2nd quarter*;5.2;5.1;0.1;5.2;1.0;1.7;1.0;0.7;0.6;0.3;1.45;13.6;13.5;0.1
737;Non-western foreigners: Surinamese;2005 3rd quarter*;4.8;4.8;0.1;4.8;0.9;1.5;0.9;0.7;0.5;0.3;1.33;15.3;15.0;0.3
738;Non-western foreigners: Surinamese;2005 4th quarter*;5.1;5.0;0.1;5.1;1.0;1.7;0.9;0.7;0.4;0.4;1.46;21.3;19.7;1.6
739;Non-western foreigners: Surinamese;2005 annual figure*;5.3;5.3;0.1;5.3;1.0;1.7;0.8;0.7;0.6;0.5;1.54;15.6;15.1;0.5
740;Non-west. foreigners: Antilleans/Arubans;2002 1st quarter*;7.4;7.4;;7.4;1.6;2.4;1.4;1.2;0.7;;2.17;14.2;14.2;
741;Non-west. foreigners: Antilleans/Arubans;2002 2nd quarter*;6.9;6.9;;6.9;1.4;2.3;1.3;1.1;0.8;;2.0;14.0;14.0;
742;Non-west. foreigners: Antilleans/Arubans;2002 3rd quarter*;6.2;6.2;;6.2;1.2;2.0;1.1;1.0;0.9;;1.76;15.1;15.1;
743;Non-west. foreigners: Antilleans/Arubans;2002 4th quarter*;6.6;6.6;;6.6;1.4;2.2;1.3;1.0;0.8;;2.01;13.1;13.1;
744;Non-west. foreigners: Antilleans/Arubans;2002 annual figure*;6.8;6.8;;6.8;1.4;1.9;1.0;1.0;1.5;;1.98;14.1;14.1;
745;Non-west. foreigners: Antilleans/Arubans;2003 1st quarter*;6.2;6.2;;6.2;1.7;2.2;1.1;0.8;0.5;;2.27;12.8;12.8;
746;Non-west. foreigners: Antilleans/Arubans;2003 2nd quarter*;5.7;5.7;;5.7;1.3;2.0;1.1;0.8;0.5;;1.92;12.6;12.6;
747;Non-west. foreigners: Antilleans/Arubans;2003 3rd quarter*;5.1;5.1;;5.1;1.2;1.7;0.9;0.8;0.5;;1.75;12.3;12.3;
748;Non-west. foreigners: Antilleans/Arubans;2003 4th quarter*;5.8;5.8;;5.8;1.4;1.9;1.0;0.9;0.5;;2.0;11.4;11.4;
749;Non-west. foreigners: Antilleans/Arubans;2003 annual figure*;5.7;5.7;;5.7;1.3;1.7;0.7;0.7;1.3;;1.98;12.3;12.3;
750;Non-west. foreigners: Antilleans/Arubans;2004 1st quarter*;4.9;4.9;;4.9;1.1;1.5;0.7;0.7;0.9;;1.6;13.1;13.1;
751;Non-west. foreigners: Antilleans/Arubans;2004 2nd quarter*;4.5;4.5;;4.5;1.0;1.4;0.7;0.6;0.8;;1.44;12.8;12.8;
752;Non-west. foreigners: Antilleans/Arubans;2004 3rd quarter*;4.0;4.0;;4.0;0.8;1.3;0.7;0.7;0.5;;1.28;12.3;12.3;
753;Non-west. foreigners: Antilleans/Arubans;2004 4th quarter*;4.3;4.3;;4.3;1.1;1.6;0.8;0.5;0.3;;1.54;14.0;14.0;
754;Non-west. foreigners: Antilleans/Arubans;2004 annual figure*;4.4;4.4;;4.4;1.0;1.5;0.7;0.6;0.6;;1.46;13.1;13.1;
755;Non-west. foreigners: Antilleans/Arubans;2005 1st quarter*;5.0;5.0;0.0;5.0;1.3;1.7;0.8;0.6;0.5;0.1;1.68;10.9;10.9;0.0
756;Non-west. foreigners: Antilleans/Arubans;2005 2nd quarter*;4.4;4.3;0.0;4.4;0.9;1.3;0.9;0.6;0.4;0.2;1.3;12.0;11.9;0.1
757;Non-west. foreigners: Antilleans/Arubans;2005 3rd quarter*;3.8;3.8;0.1;3.8;0.7;1.2;0.7;0.6;0.4;0.3;1.14;13.9;13.6;0.3
758;Non-west. foreigners: Antilleans/Arubans;2005 4th quarter*;4.1;4.1;0.0;4.1;0.8;1.3;0.8;0.5;0.4;0.3;1.28;19.4;18.4;1.0
759;Non-west. foreigners: Antilleans/Arubans;2005 annual figure*;4.3;4.3;0.1;4.3;0.9;1.3;0.7;0.6;0.5;0.4;1.35;14.1;13.7;0.4
760;Non-western foreigners: other;2002 1st quarter*;6.0;6.0;;6.0;1.1;1.9;1.1;1.0;0.8;;1.54;16.8;16.8;
761;Non-western foreigners: other;2002 2nd quarter*;5.4;5.4;;5.4;0.9;1.7;1.0;1.0;0.7;;1.34;16.4;16.4;
762;Non-western foreigners: other;2002 3rd quarter*;4.8;4.8;;4.8;0.8;1.5;0.9;0.9;0.8;;1.2;17.4;17.4;
763;Non-western foreigners: other;2002 4th quarter*;5.1;5.1;;5.1;1.0;1.6;1.0;0.8;0.6;;1.37;15.0;15.0;
764;Non-western foreigners: other;2002 annual figure*;5.3;5.3;;5.3;0.9;1.4;0.7;0.8;1.4;;1.36;16.3;16.3;
765;Non-western foreigners: other;2003 1st quarter*;4.9;4.9;;4.9;1.1;1.6;0.9;0.7;0.6;;1.55;14.6;14.6;
766;Non-western foreigners: other;2003 2nd quarter*;4.5;4.5;;4.5;0.9;1.4;0.9;0.8;0.5;;1.25;15.3;15.3;
767;Non-western foreigners: other;2003 3rd quarter*;4.0;4.0;;4.0;0.7;1.2;0.7;0.8;0.6;;1.11;14.7;14.7;
768;Non-western foreigners: other;2003 4th quarter*;4.6;4.6;;4.6;1.0;1.4;0.8;0.8;0.6;;1.35;12.9;12.9;
769;Non-western foreigners: other;2003 annual figure*;4.5;4.5;;4.5;0.9;1.2;0.6;0.6;1.3;;1.31;14.3;14.3;
770;Non-western foreigners: other;2004 1st quarter*;4.0;4.0;;4.0;0.8;1.1;0.6;0.6;0.8;;1.12;15.4;15.4;
771;Non-western foreigners: other;2004 2nd quarter*;3.6;3.6;;3.6;0.6;1.0;0.6;0.6;0.7;;0.94;14.9;14.9;
772;Non-western foreigners: other;2004 3rd quarter*;3.0;3.0;;3.0;0.5;0.9;0.6;0.6;0.5;;0.81;15.7;15.7;
773;Non-western foreigners: other;2004 4th quarter*;3.2;3.2;;3.2;0.7;1.1;0.7;0.4;0.3;;1.03;15.7;15.7;
774;Non-western foreigners: other;2004 annual figure*;3.5;3.5;;3.5;0.7;1.0;0.6;0.5;0.6;;0.97;15.4;15.4;
775;Non-western foreigners: other;2005 1st quarter*;4.0;3.9;0.0;4.0;0.9;1.3;0.7;0.6;0.5;0.1;1.15;11.9;11.9;0.0
776;Non-western foreigners: other;2005 2nd quarter*;3.3;3.3;0.1;3.3;0.6;0.9;0.7;0.5;0.5;0.2;0.84;14.5;14.3;0.2
777;Non-western foreigners: other;2005 3rd quarter*;3.0;2.9;0.1;3.0;0.5;0.8;0.6;0.5;0.4;0.2;0.76;15.9;15.6;0.3
778;Non-western foreigners: other;2005 4th quarter*;3.2;3.1;0.1;3.2;0.6;1.0;0.6;0.5;0.3;0.3;0.85;22.8;21.2;1.6
779;Non-western foreigners: other;2005 annual figure*;3.4;3.3;0.0;3.4;0.6;0.9;0.5;0.5;0.5;0.3;0.9;16.3;15.7;0.5
780;Wage group: total;2002 1st quarter*;6.1;6.1;;6.1;1.1;1.8;1.2;1.1;0.8;;1.52;17.8;17.8;
781;Wage group: total;2002 2nd quarter*;5.3;5.3;;5.3;0.8;1.5;1.1;1.1;0.8;;1.16;18.9;18.9;
782;Wage group: total;2002 3rd quarter*;4.6;4.6;;4.6;0.6;1.3;0.9;0.9;0.9;;0.98;20.8;20.8;
783;Wage group: total;2002 4th quarter*;5.2;5.2;;5.2;1.0;1.6;1.1;0.9;0.7;;1.4;15.5;15.5;
784;Wage group: total;2002 annual figure*;5.3;5.3;;5.3;0.8;1.3;0.8;0.9;1.5;;1.26;18.0;18.0;
785;Wage group: total;2003 1st quarter*;5.0;5.0;;5.0;1.2;1.6;1.0;0.7;0.5;;1.6;14.3;14.3;
786;Wage group: total;2003 2nd quarter*;4.5;4.5;;4.5;0.8;1.4;1.0;0.9;0.5;;1.16;15.8;15.8;
787;Wage group: total;2003 3rd quarter*;4.2;4.2;;4.2;0.7;1.2;0.8;0.9;0.6;;1.04;16.3;16.3;
788;Wage group: total;2003 4th quarter*;5.2;5.2;;5.2;1.1;1.5;1.0;0.9;0.7;;1.49;13.0;13.0;
789;Wage group: total;2003 annual figure*;4.7;4.7;;4.7;0.9;1.2;0.6;0.6;1.4;;1.32;14.7;14.7;
790;Wage group: total;2004 1st quarter*;4.7;4.7;;4.7;0.9;1.4;1.0;0.8;0.6;;1.27;16.2;16.2;
791;Wage group: total;2004 2nd quarter*;4.0;4.0;;4.0;0.6;1.2;0.9;0.8;0.5;;0.95;16.8;16.8;
792;Wage group: total;2004 3rd quarter*;3.5;3.5;;3.5;0.5;1.0;0.7;0.7;0.5;;0.8;18.7;18.7;
793;Wage group: total;2004 4th quarter*;4.0;4.0;;4.0;0.9;1.3;0.9;0.6;0.4;;1.19;17.7;17.7;
794;Wage group: total;2004 annual figure*;4.0;4.0;;4.0;0.7;1.1;0.7;0.7;0.8;;1.05;17.3;17.3;
795;Wage group: total;2005 1st quarter*;4.9;4.8;0.1;4.9;1.0;1.5;0.9;0.8;0.6;0.2;1.38;12.6;12.6;0.0
796;Wage group: total;2005 2nd quarter*;3.9;3.9;0.1;3.9;0.6;1.1;0.8;0.7;0.6;0.3;0.87;16.5;16.3;0.2
797;Wage group: total;2005 3rd quarter*;3.4;3.4;0.1;3.4;0.5;0.9;0.6;0.6;0.5;0.3;0.73;19.2;18.7;0.6
798;Wage group: total;2005 4th quarter*;3.9;3.8;0.1;3.9;0.7;1.1;0.8;0.6;0.4;0.4;0.98;25.3;23.2;2.1
799;Wage group: total;2005 annual figure*;4.0;4.0;0.1;4.0;0.7;1.0;0.6;0.6;0.6;0.5;0.99;18.4;17.7;0.7
800;Wage group < 30,000 euro;2002 1st quarter*;6.5;6.5;;6.5;1.1;1.9;1.3;1.2;0.9;;1.56;18.7;18.7;
801;Wage group < 30,000 euro;2002 2nd quarter*;5.7;5.7;;5.7;0.8;1.7;1.2;1.2;0.9;;1.23;19.7;19.7;
802;Wage group < 30,000 euro;2002 3rd quarter*;5.0;5.0;;5.0;0.7;1.4;1.0;1.0;0.9;;1.05;21.4;21.4;
803;Wage group < 30,000 euro;2002 4th quarter*;5.5;5.5;;5.5;1.0;1.7;1.1;0.9;0.7;;1.43;16.3;16.3;
804;Wage group < 30,000 euro;2002 annual figure*;5.6;5.6;;5.6;0.9;1.4;0.8;0.9;1.6;;1.32;18.8;18.8;
805;Wage group < 30,000 euro;2003 1st quarter*;5.3;5.3;;5.3;1.2;1.7;1.0;0.8;0.6;;1.65;15.1;15.1;
806;Wage group < 30,000 euro;2003 2nd quarter*;4.8;4.8;;4.8;0.8;1.5;1.0;0.9;0.5;;1.22;16.5;16.5;
807;Wage group < 30,000 euro;2003 3rd quarter*;4.4;4.4;;4.4;0.7;1.3;0.9;0.9;0.6;;1.1;16.8;16.8;
808;Wage group < 30,000 euro;2003 4th quarter*;5.4;5.4;;5.4;1.1;1.6;1.1;0.9;0.7;;1.52;13.7;13.7;
809;Wage group < 30,000 euro;2003 annual figure*;5.0;5.0;;5.0;0.9;1.2;0.7;0.7;1.4;;1.37;15.4;15.4;
810;Wage group < 30,000 euro;2004 1st quarter*;5.0;5.0;;5.0;0.9;1.5;1.1;0.9;0.7;;1.23;17.6;17.6;
811;Wage group < 30,000 euro;2004 2nd quarter*;4.3;4.3;;4.3;0.6;1.3;1.0;0.8;0.6;;0.95;18.0;18.0;
812;Wage group < 30,000 euro;2004 3rd quarter*;3.6;3.6;;3.6;0.5;1.1;0.8;0.7;0.6;;0.78;19.9;19.9;
813;Wage group < 30,000 euro;2004 4th quarter*;4.0;4.0;;4.0;0.8;1.3;0.9;0.6;0.4;;1.13;18.5;18.5;
814;Wage group < 30,000 euro;2004 annual figure*;4.2;4.2;;4.2;0.7;1.2;0.8;0.7;0.9;;1.02;18.4;18.4;
815;Wage group < 30,000 euro;2005 1st quarter*;4.9;4.8;0.1;4.9;1.0;1.5;0.9;0.8;0.6;0.2;1.29;13.2;13.2;0.0
816;Wage group < 30,000 euro;2005 2nd quarter*;4.0;3.9;0.1;4.0;0.6;1.1;0.8;0.7;0.6;0.3;0.86;17.0;16.8;0.2
817;Wage group < 30,000 euro;2005 3rd quarter*;3.5;3.5;0.1;3.5;0.5;0.9;0.7;0.6;0.5;0.3;0.74;20.1;19.5;0.6
818;Wage group < 30,000 euro;2005 4th quarter*;3.9;3.9;0.1;3.9;0.6;1.1;0.8;0.6;0.4;0.4;0.96;26.5;24.2;2.2
819;Wage group < 30,000 euro;2005 annual figure*;4.1;4.0;0.1;4.1;0.6;1.0;0.7;0.6;0.6;0.5;0.96;19.2;18.4;0.8
820;Wage group 30,000 - 40,000 euro;2002 1st quarter*;6.1;6.1;;6.1;1.2;1.8;1.2;1.1;0.8;;1.56;16.7;16.7;
821;Wage group 30,000 - 40,000 euro;2002 2nd quarter*;5.2;5.2;;5.2;0.8;1.5;1.0;1.1;0.8;;1.14;17.9;17.9;
822;Wage group 30,000 - 40,000 euro;2002 3rd quarter*;4.6;4.6;;4.6;0.6;1.3;0.9;0.9;0.9;;0.96;19.9;19.9;
823;Wage group 30,000 - 40,000 euro;2002 4th quarter*;5.4;5.4;;5.4;1.0;1.6;1.1;0.9;0.8;;1.44;14.7;14.7;
824;Wage group 30,000 - 40,000 euro;2002 annual figure*;5.3;5.3;;5.3;0.9;1.3;0.7;0.8;1.6;;1.27;17.0;17.0;
825;Wage group 30,000 - 40,000 euro;2003 1st quarter*;4.9;4.9;;4.9;1.2;1.7;1.0;0.7;0.5;;1.63;13.4;13.4;
826;Wage group 30,000 - 40,000 euro;2003 2nd quarter*;4.6;4.6;;4.6;0.8;1.5;1.0;0.9;0.4;;1.14;15.1;15.1;
827;Wage group 30,000 - 40,000 euro;2003 3rd quarter*;4.2;4.2;;4.2;0.7;1.2;0.8;0.9;0.6;;1.01;15.8;15.8;
828;Wage group 30,000 - 40,000 euro;2003 4th quarter*;5.5;5.5;;5.5;1.1;1.6;1.1;0.9;0.7;;1.53;12.3;12.3;
829;Wage group 30,000 - 40,000 euro;2003 annual figure*;4.8;4.8;;4.8;0.9;1.2;0.6;0.6;1.4;;1.32;13.9;13.9;
830;Wage group 30,000 - 40,000 euro;2004 1st quarter*;4.7;4.7;;4.7;1.0;1.6;1.0;0.7;0.4;;1.48;14.2;14.2;
831;Wage group 30,000 - 40,000 euro;2004 2nd quarter*;4.2;4.2;;4.2;0.7;1.3;1.0;0.8;0.4;;1.07;15.1;15.1;
832;Wage group 30,000 - 40,000 euro;2004 3rd quarter*;3.8;3.8;;3.8;0.6;1.2;0.8;0.8;0.5;;0.94;17.1;17.1;
833;Wage group 30,000 - 40,000 euro;2004 4th quarter*;4.7;4.7;;4.7;1.0;1.5;1.0;0.7;0.5;;1.43;17.2;17.2;
834;Wage group 30,000 - 40,000 euro;2004 annual figure*;4.4;4.4;;4.4;0.8;1.3;0.8;0.7;0.7;;1.23;15.9;15.9;
835;Wage group 30,000 - 40,000 euro;2005 1st quarter*;5.6;5.6;0.1;5.6;1.2;1.8;0.9;0.9;0.6;0.2;1.67;12.4;12.4;0.0
836;Wage group 30,000 - 40,000 euro;2005 2nd quarter*;4.4;4.4;0.1;4.4;0.7;1.3;0.8;0.8;0.7;0.3;1.0;16.5;16.3;0.2
837;Wage group 30,000 - 40,000 euro;2005 3rd quarter*;3.8;3.8;0.1;3.8;0.5;1.0;0.7;0.7;0.6;0.3;0.8;18.3;17.8;0.5
838;Wage group 30,000 - 40,000 euro;2005 4th quarter*;4.4;4.3;0.1;4.4;0.8;1.3;0.9;0.6;0.5;0.4;1.13;24.7;22.7;2.0
839;Wage group 30,000 - 40,000 euro;2005 annual figure*;4.6;4.5;0.1;4.6;0.8;1.2;0.7;0.7;0.7;0.5;1.15;18.0;17.3;0.7
840;Wage group 40,000 - 50,000 euro;2002 1st quarter*;4.9;4.9;;4.9;1.1;1.4;0.9;0.9;0.7;;1.41;15.2;15.2;
841;Wage group 40,000 - 50,000 euro;2002 2nd quarter*;4.1;4.1;;4.1;0.7;1.1;0.8;0.9;0.7;;0.98;16.1;16.1;
