ID;Geslacht;Leeftijd;KenmerkenPersonen;Marges;Perioden;ErvarenGezondheidGoedOfZeerGoed_1;PsychischOngezond12JaarOfOuder_2;MondgezondheidZeerGoed15OfOuder_3;k_1OfMeerLangdurigeAandoeningen_4;DiabetesSuikerziekteTotaal_5;DiabetesSuikerziekteType1_6;DiabetesSuikerziekteType2_7;BeroerteHersenbloedingHerseninfarct_8;Hartinfarct_9;Hartaandoening_10;Kanker_11;MigraineOfErnstigeHoofdpijn_12;Astma_13;COPDChronischeBronchitisLongemfyseem_14;Psoriasis_15;ChronischeEczeem_16;DarmstoornissenLangerDan3Maanden_17;ChronischeGewrichtsontsteking_18;Rugaandoening_19;AandoeningVanDeNekOfSchouder_20;AandoeningElleboogPolsOfHand_21;Allergie_22;HogeBloeddruk_23;VernauwingBloedvatenInBuikOfBenen_24;DuizeligheidMetVallen_25;IncontinentieUrineverlies_26;GewrichtsslijtageVanHeupenOfKnieen_27;Levercirrose_28;Nieraandoening_29;Depressie_30;OverigeAandoeningen_31;BeroerteHersenbloedingHerseninfarct_32;Hartinfarct_33;Kanker_34;Verkoudheid_35;BronchitisOfLongontsteking_36;Oorontsteking_37;InfectieOfOntstekingNierenOfBlaas_38;DiarreeMinimaal3MaalIn24Uur_39;BrakenMinimaal3MaalIn24Uur_40;PersonenMetEenGALIBeperking_41;Slaapproblemen12JaarOfOuder_42;BelemmerdDoorPijn12JaarOfOuder_43;PersonenMetMinstens1Beperking_44;BeperkingenPerPersoon_45;PersonenMetBeperkingInHoren_46;PersonenMetBeperkingInZien_47;PersonenMetBeperkingInBewegen_48;HulpmiddelVoorHoren4JaarOfOuder_49;HulpmiddelVoorZien4JaarOfOuder_50;HulpmiddelVoorBewegen12JrOfOuder_51;HulpmiddelVoorAnatomie12JrOfOuder_52;HulpmiddelIncontinentie12JrOfOuder_53;PersonenMetVoorgeschrevenMedicijnen_54;PersonenNietVoorgeschrevenMedicijnen_55;PersonenMetMinimaal1Contact_56;ContactenPerPersoon_57;PersonenMetMinimaal1Contact_58;ContactenPerPersoon_59;PersonenMetMinimaal1Contact_60;ContactenPerPersoon_61;ContactMetMondhygienist12OfOuder_62;ContactMetOrthodontist8OfOuder_63;PersonenMetMinimaal1Contact_64;ContactenPerPersoon_65;PersonenMetMinimaal1Contact_66;ContactenPerPersoon_67;PersonenBehDoorAlternatiefGenezer_68;PersonenMetOvernachtingen_69;PersonenMetDagopname_70;PersonenDieThuiszorgOntvingen_71;PersonenMetZorgInHetBuitenland_72;MantelzorgOntvangen_73;UrenOntvangenMantelzorgPerWeek_74;NormscoreFysiek_75;NormscorePsychisch_76;Uitstekend_77;ZeerGoed_78;Goed_79;Matig_80;Slecht_81;ErnstigBeperkt_82;EenBeetjeBeperkt_83;HelemaalNietBeperkt_84;ErnstigBeperkt_85;EenBeetjeBeperkt_86;HelemaalNietBeperkt_87;Ja_88;Nee_89;Ja_90;Nee_91;Ja_92;Nee_93;Ja_94;Nee_95;HelemaalNiet_96;EenBeetje_97;Nogal_98;Veel_99;HeelVeel_100;Voortdurend_101;Meestal_102;Vaak_103;Soms_104;Zelden_105;Nooit_106;Voortdurend_107;Meestal_108;Vaak_109;Soms_110;Zelden_111;Nooit_112;Voortdurend_113;Meestal_114;Vaak_115;Soms_116;Zelden_117;Nooit_118;Voortdurend_119;Meestal_120;Soms_121;Zelden_122;Nooit_123
579;Totaal mannen en vrouwen;53715;Gestandaardiseerd inkomen: 5e 20%-groep;Waarde;2020/2021;85.7;7.3;74.1;31.7;4.4;1.0;3.5;0.2;0.0;1.5;2.4;11.9;5.0;3.6;;;4.0;5.5;7.1;9.3;;18.6;16.6;;;6.2;15.9;0.3;1.0;5.2;14.9;1.7;2.7;7.9;;;;;;;23.5;19.4;6.0;5.1;0.1;1.3;2.1;2.1;2.2;92.3;;;;43.0;45.5;61.4;3.8;36.8;2.9;89.0;3.2;54.2;3.8;32.0;3.0;7.8;0.7;7.4;3.7;7.2;1.0;;;;51.9;52.4;22.3;33.3;38.4;5.4;0.7;1.7;12.0;86.3;1.7;11.0;87.3;13.2;86.8;13.3;86.7;9.8;90.2;9.9;90.1;70.6;23.5;3.6;1.9;0.5;16.4;55.0;16.7;8.4;1.7;1.7;0.3;0.5;3.0;17.5;30.4;48.2;10.7;45.9;22.1;15.4;4.7;1.2;1.5;2.2;12.4;17.8;66.1
580;Totaal mannen en vrouwen;53715;Gestandaardiseerd inkomen: 5e 20%-groep;Ondergrens 95%-interval;2014/2015;82.4;5.2;;28.5;2.7;0.2;2.2;0.0;0.1;0.7;1.2;11.2;3.1;2.8;2.2;3.1;3.1;4.8;8.0;8.9;5.8;13.3;15.9;0.9;0.8;3.6;12.8;0.0;0.5;3.6;9.2;1.4;2.1;7.3;27.6;0.6;1.2;1.5;6.7;1.8;22.9;;7.9;6.0;0.1;0.6;1.7;3.5;1.8;90.2;;;;43.4;38.6;64.4;3.8;37.1;2.5;87.8;2.7;37.9;2.3;28.7;3.4;5.6;0.4;6.5;5.3;6.0;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581;Totaal mannen en vrouwen;53715;Gestandaardiseerd inkomen: 5e 20%-groep;Ondergrens 95%-interval;2016/2017;81.8;6.2;;29.8;3.6;0.3;3.0;0.0;0.0;0.6;1.3;10.3;2.9;2.1;1.7;3.7;2.9;5.2;7.3;9.6;5.8;14.7;16.1;1.0;1.1;3.6;12.2;0.0;1.0;4.1;9.7;1.4;1.2;7.1;27.1;0.7;1.2;1.9;7.4;1.3;22.7;;7.5;5.0;0.1;1.1;1.1;2.6;2.6;90.8;1.7;3.6;1.6;43.8;38.3;65.6;4.4;36.6;2.8;87.6;3.0;42.8;2.9;30.6;3.7;7.1;0.6;7.0;4.2;6.5;0.9;1.8;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
582;Totaal mannen en vrouwen;53715;Gestandaardiseerd inkomen: 5e 20%-groep;Ondergrens 95%-interval;2018/2019;81.7;4.9;;29.3;2.1;0.3;1.5;0.0;0.1;1.0;1.6;9.8;4.2;2.2;;;2.7;5.5;7.0;8.6;;16.3;15.1;;;4.9;12.3;0.0;0.4;2.7;10.6;1.2;1.5;7.5;;;;;;;24.0;16.6;7.2;4.8;0.1;1.1;1.3;2.2;2.6;89.7;;;;42.4;42.4;65.2;3.9;39.3;2.8;89.3;3.0;48.2;3.1;31.7;3.5;5.2;0.4;5.5;4.0;7.3;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
583;Totaal mannen en vrouwen;53715;Gestandaardiseerd inkomen: 5e 20%-groep;Ondergrens 95%-interval;2020/2021;83.9;6.2;71.9;29.5;3.5;0.6;2.7;0.1;0.0;1.1;1.7;10.5;4.1;2.8;;;3.1;4.5;5.9;8.0;;16.8;14.9;;;5.2;14.2;0.1;0.6;4.2;13.2;1.2;2.0;6.8;;;;;;;21.6;17.5;5.0;4.1;0.1;0.8;1.4;1.6;1.6;90.8;;;;40.6;43.1;59.0;3.4;34.6;2.4;87.4;2.9;51.7;2.9;29.8;2.6;6.6;0.4;6.2;2.9;6.0;0.7;;;;51.5;52.0;20.3;31.1;36.1;4.5;0.4;1.1;10.6;84.6;1.2;9.6;85.6;11.7;85.1;11.8;84.9;8.5;88.7;8.6;88.5;68.4;21.6;2.8;1.3;0.2;14.7;52.6;14.9;7.2;1.2;1.2;0.2;0.3;2.2;15.7;28.3;45.8;9.2;43.5;20.2;13.8;3.8;0.8;1.0;1.6;10.9;16.0;63.8
584;Totaal mannen en vrouwen;53715;Gestandaardiseerd inkomen: 5e 20%-groep;Bovengrens 95%-interval;2014/2015;85.9;7.6;;32.9;4.5;1.0;3.8;0.3;0.7;1.7;2.5;14.4;5.0;4.6;3.8;5.0;4.9;7.0;10.8;11.8;8.3;16.7;19.5;2.0;1.9;5.5;16.2;0.0;1.5;5.6;12.2;2.8;3.6;10.0;32.0;1.6;2.5;2.9;9.3;3.3;27.0;;10.7;8.7;0.1;1.8;3.3;5.6;3.2;92.8;;;;48.1;43.3;68.9;4.6;41.8;3.6;90.8;3.4;42.5;3.9;33.1;4.4;8.0;0.6;9.0;7.7;8.4;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
585;Totaal mannen en vrouwen;53715;Gestandaardiseerd inkomen: 5e 20%-groep;Bovengrens 95%-interval;2016/2017;85.3;8.7;;34.3;5.6;1.1;4.8;0.6;0.6;1.6;2.6;13.4;4.8;3.7;3.1;5.7;4.7;7.5;10.0;12.6;8.2;18.2;19.8;2.2;2.4;5.6;15.5;0.4;2.2;6.2;12.7;2.8;2.5;9.8;31.4;1.7;2.5;3.5;10.1;2.6;26.8;;10.3;7.3;0.1;2.3;2.4;4.4;4.3;93.4;3.2;5.6;3.0;48.6;42.9;70.1;5.5;41.2;3.8;90.6;3.6;47.6;4.8;35.0;4.8;9.7;0.9;9.6;6.3;9.1;2.0;3.3;2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
586;Totaal mannen en vrouwen;53715;Gestandaardiseerd inkomen: 5e 20%-groep;Bovengrens 95%-interval;2018/2019;85.2;7.1;;33.6;3.6;1.1;2.8;0.3;0.6;2.1;3.0;12.7;6.2;3.8;;;4.4;7.8;9.5;11.4;;19.8;18.5;;;7.1;15.4;0.0;1.2;4.4;13.6;2.4;2.9;10.1;;;;;;;28.0;20.1;9.7;6.9;0.1;2.3;2.6;3.8;4.2;92.3;;;;47.0;47.0;69.5;4.8;43.9;3.9;92.0;3.6;52.7;4.9;36.1;4.4;7.4;0.7;7.8;6.0;9.9;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
587;Totaal mannen en vrouwen;53715;Gestandaardiseerd inkomen: 5e 20%-groep;Bovengrens 95%-interval;2020/2021;87.3;8.7;76.2;33.9;5.6;1.6;4.5;0.4;0.3;2.3;3.2;13.6;6.2;4.6;;;5.0;6.7;8.4;10.8;;20.6;18.4;;;7.4;17.7;0.7;1.7;6.4;16.7;2.5;3.6;9.3;;;;;;;25.6;21.3;7.2;6.2;0.1;2.0;2.9;2.9;3.0;93.5;;;;45.4;47.9;63.7;4.3;39.2;3.4;90.5;3.6;56.6;4.8;34.2;3.4;9.2;0.9;8.7;4.7;8.5;1.6;;;;52.2;52.9;24.4;35.6;40.8;6.6;1.2;2.4;13.7;87.9;2.4;12.6;88.8;14.9;88.3;15.1;88.2;11.3;91.5;11.5;91.4;72.7;25.6;4.5;2.6;1.0;18.3;57.4;18.6;9.8;2.4;2.5;0.8;1.0;4.0;19.4;32.7;50.6;12.3;48.3;24.2;17.3;5.8;1.9;2.3;3.0;14.1;19.8;68.3
588;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Waarde;2014/2015;74.7;10.8;;37.8;5.2;1.1;4.1;0.3;0.4;1.7;2.3;15.9;5.3;6.3;3.6;4.9;5.2;8.7;12.8;12.5;9.3;16.3;19.8;2.5;3.5;6.1;17.4;0.2;1.7;8.1;13.0;3.1;2.9;8.4;30.7;1.9;2.0;2.8;8.8;2.5;32.7;;13.9;12.4;0.2;2.8;3.6;8.4;3.5;90.3;;;;50.1;38.4;69.7;5.1;42.4;3.4;84.0;3.0;35.6;2.4;28.8;4.3;8.3;0.8;6.9;7.4;9.1;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
589;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Waarde;2016/2017;74.4;10.8;;38.5;5.5;1.0;4.6;0.6;0.5;1.9;2.2;15.5;5.5;6.0;3.6;4.8;5.0;9.0;11.8;13.2;9.0;16.9;20.2;2.5;3.8;6.1;17.3;0.3;1.8;7.4;13.4;3.0;3.3;9.3;32.1;1.6;2.3;2.9;9.3;2.3;33.4;;14.7;11.5;0.2;2.8;3.2;7.9;3.3;89.2;4.1;5.8;3.2;49.4;40.4;68.8;5.6;41.3;3.7;84.0;3.0;40.0;2.9;31.4;4.7;8.9;0.9;7.6;7.0;8.4;3.2;1.9;4.0;13.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Waarde;2018/2019;73.7;11.6;;40.2;5.5;1.1;4.4;0.4;0.6;2.3;2.4;15.3;6.1;5.9;;;6.0;9.1;12.8;13.8;;17.4;20.7;;;7.7;17.3;0.2;1.7;8.0;14.2;3.3;3.0;9.1;;;;;;;34.8;24.8;16.1;12.6;0.2;3.0;2.9;9.2;3.8;88.9;;;;50.9;43.0;70.1;5.4;43.2;3.8;84.8;2.9;42.9;3.3;33.4;4.5;9.4;1.1;6.8;6.7;9.4;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Waarde;2020/2021;79.0;11.1;69.2;38.6;5.5;1.2;4.4;0.4;0.1;2.1;2.4;14.2;5.6;5.4;;;5.0;8.2;10.9;11.9;;18.3;18.4;;;7.2;19.8;0.4;1.1;7.6;16.6;2.8;3.1;8.2;;;;;;;33.0;21.5;11.2;10.2;0.2;2.6;2.9;6.3;3.3;91.6;;;;46.8;43.7;63.8;4.8;38.4;3.4;84.4;3.0;47.7;3.3;30.7;3.6;8.7;0.9;6.6;5.0;8.1;3.0;;;;49.7;51.7;16.9;28.4;42.6;10.1;2.0;5.3;18.0;76.8;5.0;16.6;78.4;19.8;80.2;19.9;80.1;13.0;87.0;12.0;88.0;63.1;25.7;6.8;3.0;1.4;15.0;52.5;16.7;10.2;3.7;1.9;0.8;1.6;3.9;18.6;30.1;45.0;10.2;40.1;21.8;18.2;6.7;3.0;2.9;4.0;14.8;17.7;60.6
592;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2014/2015;73.4;9.8;;36.3;4.6;0.8;3.5;0.1;0.2;1.4;1.9;14.8;4.6;5.6;3.0;4.3;4.5;7.9;11.8;11.5;8.4;15.2;18.6;2.1;2.9;5.4;16.3;0.1;1.3;7.3;12.0;2.6;2.4;7.6;29.3;1.5;1.6;2.3;8.0;2.0;31.3;;12.9;11.4;0.2;2.2;3.0;7.5;2.9;89.4;;;;48.6;37.0;68.4;4.8;40.9;3.1;82.9;2.8;34.2;2.0;27.4;3.9;7.4;0.6;6.2;6.6;8.2;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2016/2017;73.1;9.9;;37.0;4.9;0.7;3.9;0.3;0.3;1.5;1.8;14.4;4.8;5.3;3.0;4.2;4.3;8.2;10.8;12.2;8.1;15.8;19.0;2.1;3.2;5.4;16.2;0.2;1.4;6.7;12.4;2.5;2.8;8.4;30.7;1.2;1.9;2.4;8.4;1.9;32.0;;13.7;10.6;0.2;2.3;2.7;7.1;2.8;88.3;3.5;5.1;2.7;47.9;38.9;67.4;5.3;39.8;3.3;83.0;2.8;38.5;2.4;30.0;4.3;8.0;0.8;6.8;6.2;7.6;2.7;1.5;3.4;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2018/2019;71.9;10.3;;38.2;4.6;0.7;3.6;0.1;0.3;1.7;1.7;13.8;5.1;5.0;;;5.0;8.0;11.5;12.4;;15.9;19.1;;;6.6;15.8;0.0;1.2;6.8;12.7;2.6;2.3;7.9;;;;;;;32.8;23.0;14.6;11.2;0.2;2.3;2.2;8.0;3.0;87.6;;;;48.8;41.0;68.2;4.9;41.2;3.3;83.4;2.5;40.9;2.5;31.5;4.1;8.2;0.8;5.8;5.7;8.2;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2020/2021;77.7;10.1;67.7;37.0;4.8;0.9;3.7;0.2;0.1;1.7;2.0;13.1;4.9;4.7;;;4.3;7.4;9.9;10.9;;17.1;17.1;;;6.4;18.5;0.2;0.8;6.7;15.4;2.3;2.6;7.3;;;;;;;31.4;20.2;10.2;9.3;0.1;2.1;2.4;5.6;2.8;90.6;;;;45.2;42.1;62.2;4.5;36.8;3.0;83.1;2.7;46.0;2.8;29.2;3.3;7.9;0.7;5.8;4.4;7.3;2.5;;;;49.3;51.4;15.7;27.0;41.0;9.1;1.6;4.6;16.7;75.3;4.3;15.4;77.0;18.6;78.8;18.7;78.7;12.0;85.8;11.0;86.8;61.5;24.3;6.0;2.5;1.1;13.8;50.9;15.5;9.2;3.1;1.5;0.5;1.2;3.3;17.4;28.6;43.4;9.3;38.5;20.4;17.0;6.0;2.5;2.4;3.4;13.7;16.5;58.9
596;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2014/2015;76.0;11.7;;39.2;5.9;1.4;4.7;0.5;0.5;2.1;2.8;17.0;5.9;7.1;4.1;5.5;5.9;9.5;13.7;13.4;10.1;17.4;21.0;3.0;4.0;6.8;18.5;0.3;2.1;8.9;14.0;3.6;3.4;9.3;32.1;2.3;2.4;3.3;9.7;2.9;34.1;;14.9;13.5;0.2;3.3;4.2;9.3;4.0;91.2;;;;51.6;39.9;71.1;5.5;43.9;3.8;85.1;3.2;37.1;2.9;30.1;4.6;9.1;0.9;7.7;8.2;9.9;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2016/2017;75.7;11.8;;39.9;6.2;1.2;5.2;0.8;0.7;2.3;2.7;16.6;6.1;6.7;4.1;5.5;5.6;9.9;12.8;14.2;9.8;18.1;21.4;3.0;4.4;6.8;18.4;0.5;2.1;8.2;14.4;3.5;3.8;10.1;33.5;2.0;2.8;3.4;10.1;2.8;34.8;;15.8;12.5;0.2;3.3;3.8;8.7;3.8;90.1;4.7;6.5;3.8;50.9;41.9;70.1;6.0;42.8;4.0;85.1;3.2;41.5;3.4;32.8;5.1;9.7;1.0;8.3;7.7;9.2;3.8;2.3;4.6;16.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
598;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2018/2019;75.5;12.9;;42.2;6.5;1.5;5.2;0.6;1.0;2.9;3.0;16.8;7.0;6.9;;;7.0;10.3;14.2;15.2;;19.0;22.4;;;8.8;18.9;0.3;2.3;9.1;15.6;4.1;3.7;10.3;;;;;;;36.7;26.5;17.6;13.9;0.2;3.7;3.6;10.3;4.6;90.2;;;;52.9;45.1;71.9;5.9;45.2;4.3;86.3;3.2;44.9;4.0;35.4;5.0;10.6;1.3;7.8;7.7;10.6;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
599;Totaal mannen en vrouwen;53715;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2020/2021;80.3;12.2;70.7;40.2;6.3;1.6;5.1;0.6;0.3;2.6;3.0;15.4;6.4;6.2;;;5.8;9.2;12.0;13.0;;19.6;19.7;;;8.1;21.1;0.7;1.5;8.5;17.8;3.5;3.7;9.1;;;;;;;34.5;22.9;12.3;11.3;0.2;3.2;3.6;7.2;4.0;92.5;;;;48.4;45.4;65.4;5.2;40.0;3.9;85.6;3.2;49.3;4.0;32.2;4.0;9.7;1.1;7.4;5.8;9.0;3.6;;;;50.0;52.0;18.1;29.9;44.2;11.1;2.5;6.1;19.2;78.1;5.8;17.9;79.7;21.2;81.4;21.3;81.3;14.2;88.0;13.2;89.0;64.6;27.1;7.7;3.6;1.9;16.2;54.2;18.0;11.2;4.4;2.5;1.2;2.1;4.6;19.9;31.6;46.7;11.2;41.7;23.1;19.5;7.6;3.7;3.5;4.8;16.0;19.0;62.1
600;Totaal mannen en vrouwen;53715;Migratieachtergrond: westers;Waarde;2014/2015;71.5;15.9;;41.4;5.5;0.9;4.6;0.0;0.3;2.0;1.8;21.1;5.8;7.7;4.1;5.8;4.4;13.1;13.2;16.5;12.3;20.2;22.2;3.2;6.2;7.0;19.5;0.0;1.4;12.9;13.8;2.8;4.0;9.6;33.9;2.2;3.4;4.0;10.0;2.1;38.0;;20.4;17.5;0.3;3.3;5.9;12.1;2.4;88.0;;;;53.2;44.2;71.1;6.5;45.0;4.8;79.5;2.9;37.8;4.3;29.9;5.0;10.7;1.2;8.3;8.4;7.7;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
601;Totaal mannen en vrouwen;53715;Migratieachtergrond: westers;Waarde;2016/2017;69.1;14.2;;41.1;6.8;1.4;5.4;0.2;0.2;1.7;1.9;19.5;5.6;5.8;3.0;4.0;6.1;11.0;13.0;16.8;11.0;20.2;17.3;2.5;4.7;7.5;17.1;0.2;1.9;13.2;14.6;2.8;3.7;8.3;32.0;3.0;2.0;3.1;12.2;1.8;35.4;;18.8;12.6;0.2;4.1;3.5;9.1;2.7;90.9;4.1;6.7;2.2;49.4;46.5;73.4;6.4;41.8;5.4;83.5;3.4;48.9;4.8;30.8;3.7;12.0;1.5;6.7;5.4;7.7;2.3;7.0;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
602;Totaal mannen en vrouwen;53715;Migratieachtergrond: westers;Waarde;2018/2019;69.2;13.2;;37.9;6.4;1.3;5.1;0.0;0.3;1.2;3.4;14.2;7.0;6.4;;;7.6;8.6;13.7;14.3;;24.6;20.1;;;5.5;16.4;0.4;2.3;7.8;12.5;3.8;3.4;11.7;;;;;;;33.1;24.1;15.3;16.0;0.3;3.3;4.3;11.9;2.9;87.5;;;;43.2;44.4;68.3;6.3;45.3;4.3;83.6;3.7;44.8;5.2;33.1;4.5;8.7;0.8;5.9;8.5;9.7;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
603;Totaal mannen en vrouwen;53715;Migratieachtergrond: westers;Waarde;2020/2021;73.3;14.8;69.5;41.6;7.3;1.4;5.9;0.1;0.7;2.2;1.7;19.3;7.5;5.8;;;3.8;10.9;11.4;12.1;;23.3;16.0;;;6.7;15.6;0.0;2.7;12.1;16.0;2.8;4.1;6.8;;;;;;;34.9;23.2;12.8;14.0;0.2;4.2;5.7;8.1;2.4;90.7;;;;48.4;46.4;67.0;5.0;42.0;3.6;81.1;2.4;46.9;6.4;28.9;3.2;9.5;0.7;6.1;5.5;7.4;4.3;;;;49.2;50.8;16.6;27.5;40.0;12.5;3.4;5.0;20.3;74.7;6.2;16.1;77.8;21.5;78.5;20.8;79.2;12.0;88.0;12.5;87.5;60.3;26.9;8.0;3.0;1.8;15.1;48.1;15.9;12.0;5.4;3.4;1.4;2.5;3.8;23.0;26.9;42.4;11.5;35.8;21.7;17.0;10.3;3.7;4.1;3.2;18.3;17.4;57.0
604;Totaal mannen en vrouwen;53715;Migratieachtergrond: westers;Ondergrens 95%-interval;2014/2015;67.6;12.8;;37.2;3.6;0.1;2.8;0.0;0.0;0.8;0.7;17.6;3.8;5.4;2.4;3.8;2.7;10.2;10.3;13.3;9.5;16.8;18.6;1.7;4.2;4.9;16.1;0.0;0.4;10.0;10.8;1.4;2.3;7.1;29.8;1.0;1.9;2.3;7.4;0.8;33.8;;17.0;14.0;0.2;1.7;3.8;9.1;1.1;85.2;;;;48.9;39.9;67.3;5.0;40.8;3.4;76.0;2.1;33.7;2.6;26.0;3.7;8.1;0.6;6.0;6.0;5.4;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
605;Totaal mannen en vrouwen;53715;Migratieachtergrond: westers;Ondergrens 95%-interval;2016/2017;65.2;11.2;;36.9;4.6;0.4;3.5;0.0;0.0;0.6;0.7;16.1;3.7;3.8;1.5;2.3;4.1;8.3;10.2;13.6;8.3;16.8;14.1;1.1;2.9;5.2;13.9;0.0;0.8;10.3;11.6;1.4;2.1;6.0;28.0;1.5;0.8;1.6;9.5;0.7;31.3;;15.5;9.7;0.2;2.4;1.9;6.6;1.3;88.4;2.4;4.6;1.0;45.2;42.3;69.7;5.4;37.6;3.8;80.3;2.8;44.7;3.0;26.8;2.9;9.2;0.9;4.6;3.5;5.4;1.0;4.8;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
606;Totaal mannen en vrouwen;53715;Migratieachtergrond: westers;Ondergrens 95%-interval;2018/2019;63.7;9.2;;32.2;3.5;0.0;2.5;0.0;0.0;0.0;1.2;10.1;4.0;3.5;;;4.4;5.3;9.6;10.2;;19.5;15.4;;;2.8;12.1;0.0;0.6;4.6;8.6;1.5;1.3;7.9;;;;;;;27.6;19.1;11.0;11.7;0.2;1.2;1.9;8.1;0.9;83.6;;;;37.4;38.5;62.8;5.0;39.4;3.2;79.3;2.8;39.0;2.6;27.5;3.2;5.4;0.4;3.1;5.2;6.2;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607;Totaal mannen en vrouwen;53715;Migratieachtergrond: westers;Ondergrens 95%-interval;2020/2021;68.8;11.7;65.0;37.1;5.1;0.7;3.9;0.0;0.2;1.2;0.8;15.8;5.4;4.0;;;2.4;8.3;8.6;9.3;;19.6;12.9;;;4.7;12.5;;1.5;9.2;12.8;1.6;2.5;4.8;;;;;;;30.5;19.4;9.9;10.9;0.2;2.6;3.7;5.8;1.3;87.6;;;;43.8;41.8;62.5;3.7;37.5;2.4;76.9;1.9;42.3;4.4;24.9;2.4;7.0;0.4;4.2;3.6;5.3;2.6;;;;48.3;49.9;13.5;23.7;35.5;9.5;1.9;3.1;16.7;70.2;4.0;12.9;73.4;17.8;74.2;17.1;75.0;9.2;84.5;9.7;83.9;55.7;22.9;5.7;1.8;0.9;12.1;43.5;12.8;9.3;3.5;1.9;0.5;1.4;2.3;19.3;22.9;37.9;8.9;31.5;18.1;13.7;7.7;2.2;2.5;1.9;14.9;14.1;52.3
608;Totaal mannen en vrouwen;53715;Migratieachtergrond: westers;Bovengrens 95%-interval;2014/2015;75.3;19.1;;45.6;7.5;1.7;6.4;0.0;0.7;3.3;3.0;24.6;7.7;10.0;5.8;7.8;6.2;16.0;16.1;19.7;15.1;23.6;25.7;4.7;8.3;9.2;22.9;0.0;2.5;15.7;16.7;4.2;5.6;12.2;37.9;3.5;5.0;5.6;12.5;3.3;42.1;;23.9;21.0;0.4;4.9;8.1;15.1;3.8;90.8;;;;57.4;48.4;75.0;8.0;49.3;6.2;82.9;3.7;42.0;6.1;33.8;6.3;13.4;1.9;10.7;10.8;9.9;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
