ID;SectorBranchesSIC2008;CompanySize;InternationalityOfCompany;CharacteristicsOfJobsAndEmployees;Periods;Jobs_1;LabourVolume_2;HourlyWage_3;PerJobPerWeekIncludingOvertime_4;PerJobPerWeekExcludingOvertime_5
1544;A-U All economic activities;Total employed persons;Import and export of goods;British;2015;10.0;9.0;39.8;36.9;36.6
1545;A-U All economic activities;Total employed persons;Import and export of goods;British;2016;10.0;9.0;38.0;36.8;36.5
1546;A-U All economic activities;Total employed persons;Import and export of goods;British;2017;10.0;10.0;37.6;36.8;36.5
1547;A-U All economic activities;Total employed persons;Import and export of goods;British;2018;11.0;10.0;36.6;36.8;36.5
1548;A-U All economic activities;Total employed persons;Import and export of goods;German;2010;21.0;19.0;20.1;35.3;34.3
1549;A-U All economic activities;Total employed persons;Import and export of goods;German;2011;22.0;20.0;20.8;35.1;34.1
1550;A-U All economic activities;Total employed persons;Import and export of goods;German;2012;22.0;20.0;21.5;35.3;34.4
1551;A-U All economic activities;Total employed persons;Import and export of goods;German;2013;21.0;19.0;22.7;35.5;34.7
1552;A-U All economic activities;Total employed persons;Import and export of goods;German;2014;20.0;18.0;23.7;35.7;35.0
1553;A-U All economic activities;Total employed persons;Import and export of goods;German;2015;19.0;17.0;24.9;35.7;35.0
1554;A-U All economic activities;Total employed persons;Import and export of goods;German;2016;19.0;17.0;25.1;35.6;35.0
1555;A-U All economic activities;Total employed persons;Import and export of goods;German;2017;20.0;18.0;25.8;35.4;34.8
1556;A-U All economic activities;Total employed persons;Import and export of goods;German;2018;19.0;16.0;26.7;34.8;34.3
1557;A-U All economic activities;Total employed persons;Import and export of goods;Indian;2010;2.0;2.0;23.2;37.6;37.5
1558;A-U All economic activities;Total employed persons;Import and export of goods;Indian;2011;3.0;3.0;23.3;37.3;37.1
1559;A-U All economic activities;Total employed persons;Import and export of goods;Indian;2012;3.0;3.0;23.8;37.8;37.6
1560;A-U All economic activities;Total employed persons;Import and export of goods;Indian;2013;3.0;3.0;25.1;38.2;38.0
1561;A-U All economic activities;Total employed persons;Import and export of goods;Indian;2014;3.0;3.0;25.4;38.4;38.3
1562;A-U All economic activities;Total employed persons;Import and export of goods;Indian;2015;3.0;3.0;26.2;38.5;38.3
1563;A-U All economic activities;Total employed persons;Import and export of goods;Indian;2016;3.0;3.0;25.8;38.4;38.2
1564;A-U All economic activities;Total employed persons;Import and export of goods;Indian;2017;7.0;7.0;24.7;39.1;39.0
1565;A-U All economic activities;Total employed persons;Import and export of goods;Indian;2018;7.0;7.0;25.6;38.4;38.3
1566;A-U All economic activities;Total employed persons;Import and export of goods;Polish;2010;19.0;16.0;12.2;34.9;33.5
1567;A-U All economic activities;Total employed persons;Import and export of goods;Polish;2011;24.0;21.0;12.2;35.5;34.0
1568;A-U All economic activities;Total employed persons;Import and export of goods;Polish;2012;28.0;24.0;12.4;36.1;34.5
1569;A-U All economic activities;Total employed persons;Import and export of goods;Polish;2013;26.0;22.0;13.4;35.4;33.9
1570;A-U All economic activities;Total employed persons;Import and export of goods;Polish;2014;25.0;22.0;13.6;36.6;35.0
1571;A-U All economic activities;Total employed persons;Import and export of goods;Polish;2015;23.0;21.0;14.4;38.1;36.3
1572;A-U All economic activities;Total employed persons;Import and export of goods;Polish;2016;29.0;26.0;14.3;37.2;35.6
1573;A-U All economic activities;Total employed persons;Import and export of goods;Polish;2017;34.0;31.0;14.5;38.0;36.3
1574;A-U All economic activities;Total employed persons;Import and export of goods;Polish;2018;45.0;41.0;14.4;37.9;36.2
1575;A-U All economic activities;Total employed persons;Import and export of goods;Other;2010;77.0;65.0;21.2;33.1;32.5
1576;A-U All economic activities;Total employed persons;Import and export of goods;Other;2011;80.0;68.0;21.5;33.1;32.6
1577;A-U All economic activities;Total employed persons;Import and export of goods;Other;2012;81.0;69.0;22.4;33.8;33.2
1578;A-U All economic activities;Total employed persons;Import and export of goods;Other;2013;91.0;77.0;22.0;33.8;33.2
1579;A-U All economic activities;Total employed persons;Import and export of goods;Other;2014;87.0;75.0;22.9;34.5;33.9
1580;A-U All economic activities;Total employed persons;Import and export of goods;Other;2015;80.0;71.0;24.3;35.3;34.7
1581;A-U All economic activities;Total employed persons;Import and export of goods;Other;2016;87.0;77.0;23.5;35.3;34.7
1582;A-U All economic activities;Total employed persons;Import and export of goods;Other;2017;102.0;90.0;23.7;35.4;34.7
1583;A-U All economic activities;Total employed persons;Import and export of goods;Other;2018;129.0;114.0;23.8;35.5;34.8
1584;A-U All economic activities;Total employed persons;No international trade in services;Total;2010;;;;;
1585;A-U All economic activities;Total employed persons;No international trade in services;Total;2011;;;;;
1586;A-U All economic activities;Total employed persons;No international trade in services;Total;2012;5600.0;4032.0;20.7;27.3;27.0
1587;A-U All economic activities;Total employed persons;No international trade in services;Total;2013;5412.0;3886.0;20.9;27.3;27.0
1588;A-U All economic activities;Total employed persons;No international trade in services;Total;2014;5337.0;3827.0;21.0;27.2;27.0
1589;A-U All economic activities;Total employed persons;No international trade in services;Total;2015;5348.0;3830.0;21.4;27.3;27.0
1590;A-U All economic activities;Total employed persons;No international trade in services;Total;2016;5389.0;3878.0;21.5;27.5;27.2
1591;A-U All economic activities;Total employed persons;No international trade in services;Total;2017;5554.0;3990.0;21.6;27.6;27.4
1592;A-U All economic activities;Total employed persons;No international trade in services;Total;2018;4301.0;3023.0;22.6;26.8;26.6
1593;A-U All economic activities;Total employed persons;No international trade in services;Specified time;2010;;;;;
1594;A-U All economic activities;Total employed persons;No international trade in services;Specified time;2011;;;;;
1595;A-U All economic activities;Total employed persons;No international trade in services;Specified time;2012;1618.0;1011.0;15.0;23.9;23.6
1596;A-U All economic activities;Total employed persons;No international trade in services;Specified time;2013;1609.0;1002.0;15.2;23.9;23.6
1597;A-U All economic activities;Total employed persons;No international trade in services;Specified time;2014;1640.0;1020.0;15.2;23.9;23.6
1598;A-U All economic activities;Total employed persons;No international trade in services;Specified time;2015;1757.0;1095.0;15.5;24.0;23.7
1599;A-U All economic activities;Total employed persons;No international trade in services;Specified time;2016;1851.0;1162.0;15.6;24.3;24.0
1600;A-U All economic activities;Total employed persons;No international trade in services;Specified time;2017;1951.0;1227.0;15.6;24.5;24.1
1601;A-U All economic activities;Total employed persons;No international trade in services;Specified time;2018;1473.0;903.0;16.4;23.6;23.4
1602;A-U All economic activities;Total employed persons;No international trade in services;Unspecified time;2010;;;;;
1603;A-U All economic activities;Total employed persons;No international trade in services;Unspecified time;2011;;;;;
1604;A-U All economic activities;Total employed persons;No international trade in services;Unspecified time;2012;3771.0;2835.0;21.8;28.3;28.1
1605;A-U All economic activities;Total employed persons;No international trade in services;Unspecified time;2013;3594.0;2702.0;22.1;28.4;28.1
1606;A-U All economic activities;Total employed persons;No international trade in services;Unspecified time;2014;3488.0;2626.0;22.3;28.4;28.1
1607;A-U All economic activities;Total employed persons;No international trade in services;Unspecified time;2015;3377.0;2550.0;22.9;28.5;28.3
1608;A-U All economic activities;Total employed persons;No international trade in services;Unspecified time;2016;3320.0;2527.0;23.2;28.8;28.5
1609;A-U All economic activities;Total employed persons;No international trade in services;Unspecified time;2017;3379.0;2571.0;23.5;29.0;28.8
1610;A-U All economic activities;Total employed persons;No international trade in services;Unspecified time;2018;2617.0;1940.0;24.3;28.0;27.9
1611;A-U All economic activities;Total employed persons;No international trade in services;Other;2010;;;;;
1612;A-U All economic activities;Total employed persons;No international trade in services;Other;2011;;;;;
1613;A-U All economic activities;Total employed persons;No international trade in services;Other;2012;211.0;185.0;33.4;34.6;34.6
1614;A-U All economic activities;Total employed persons;No international trade in services;Other;2013;209.0;182.0;34.0;34.6;34.6
1615;A-U All economic activities;Total employed persons;No international trade in services;Other;2014;209.0;181.0;33.8;34.4;34.4
1616;A-U All economic activities;Total employed persons;No international trade in services;Other;2015;214.0;185.0;34.7;34.4;34.4
1617;A-U All economic activities;Total employed persons;No international trade in services;Other;2016;219.0;188.0;34.9;34.3;34.3
1618;A-U All economic activities;Total employed persons;No international trade in services;Other;2017;224.0;193.0;35.6;34.1;34.1
1619;A-U All economic activities;Total employed persons;No international trade in services;Other;2018;211.0;180.0;36.0;34.0;34.0
1620;A-U All economic activities;Total employed persons;No international trade in services;Male;2010;;;;;
1621;A-U All economic activities;Total employed persons;No international trade in services;Male;2011;;;;;
1622;A-U All economic activities;Total employed persons;No international trade in services;Male;2012;2646.0;2186.0;22.3;32.2;31.7
1623;A-U All economic activities;Total employed persons;No international trade in services;Male;2013;2528.0;2083.0;22.4;32.2;31.7
1624;A-U All economic activities;Total employed persons;No international trade in services;Male;2014;2488.0;2043.0;22.4;32.1;31.6
1625;A-U All economic activities;Total employed persons;No international trade in services;Male;2015;2500.0;2046.0;22.8;32.0;31.6
1626;A-U All economic activities;Total employed persons;No international trade in services;Male;2016;2524.0;2071.0;22.8;32.1;31.7
1627;A-U All economic activities;Total employed persons;No international trade in services;Male;2017;2605.0;2136.0;22.9;32.2;31.8
1628;A-U All economic activities;Total employed persons;No international trade in services;Male;2018;1834.0;1476.0;24.1;31.5;31.1
1629;A-U All economic activities;Total employed persons;No international trade in services;Female;2010;;;;;
1630;A-U All economic activities;Total employed persons;No international trade in services;Female;2011;;;;;
1631;A-U All economic activities;Total employed persons;No international trade in services;Female;2012;2954.0;1846.0;18.7;22.9;22.8
1632;A-U All economic activities;Total employed persons;No international trade in services;Female;2013;2884.0;1803.0;19.1;23.0;22.9
1633;A-U All economic activities;Total employed persons;No international trade in services;Female;2014;2849.0;1784.0;19.2;23.0;22.9
1634;A-U All economic activities;Total employed persons;No international trade in services;Female;2015;2848.0;1784.0;19.7;23.1;23.0
1635;A-U All economic activities;Total employed persons;No international trade in services;Female;2016;2866.0;1807.0;19.9;23.4;23.3
1636;A-U All economic activities;Total employed persons;No international trade in services;Female;2017;2949.0;1855.0;20.1;23.6;23.5
1637;A-U All economic activities;Total employed persons;No international trade in services;Female;2018;2467.0;1547.0;21.2;23.3;23.3
1638;A-U All economic activities;Total employed persons;No international trade in services;15 to 34 years;2010;;;;;
1639;A-U All economic activities;Total employed persons;No international trade in services;15 to 34 years;2011;;;;;
1640;A-U All economic activities;Total employed persons;No international trade in services;15 to 34 years;2012;2096.0;1379.0;15.3;25.0;24.8
1641;A-U All economic activities;Total employed persons;No international trade in services;15 to 34 years;2013;2017.0;1319.0;15.4;24.9;24.7
1642;A-U All economic activities;Total employed persons;No international trade in services;15 to 34 years;2014;1985.0;1287.0;15.3;24.7;24.5
1643;A-U All economic activities;Total employed persons;No international trade in services;15 to 34 years;2015;2001.0;1292.0;15.5;24.7;24.5
1644;A-U All economic activities;Total employed persons;No international trade in services;15 to 34 years;2016;2026.0;1318.0;15.5;25.0;24.7
1645;A-U All economic activities;Total employed persons;No international trade in services;15 to 34 years;2017;2104.0;1369.0;15.7;25.1;24.8
1646;A-U All economic activities;Total employed persons;No international trade in services;15 to 34 years;2018;1639.0;1054.0;16.3;24.6;24.4
1647;A-U All economic activities;Total employed persons;No international trade in services;35 to 54 years;2010;;;;;
1648;A-U All economic activities;Total employed persons;No international trade in services;35 to 54 years;2011;;;;;
1649;A-U All economic activities;Total employed persons;No international trade in services;35 to 54 years;2012;2546.0;1954.0;23.5;29.0;28.8
1650;A-U All economic activities;Total employed persons;No international trade in services;35 to 54 years;2013;2429.0;1863.0;23.8;29.1;28.8
1651;A-U All economic activities;Total employed persons;No international trade in services;35 to 54 years;2014;2364.0;1814.0;23.9;29.1;28.8
1652;A-U All economic activities;Total employed persons;No international trade in services;35 to 54 years;2015;2325.0;1786.0;24.5;29.2;28.9
1653;A-U All economic activities;Total employed persons;No international trade in services;35 to 54 years;2016;2306.0;1780.0;24.7;29.4;29.1
