ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalAantalBedrijven_1;k_1WerkzamePersoon_2;k_2WerkzamePersonen_3;k_3Tot5WerkzamePersonen_4;k_5Tot10WerkzamePersonen_5;k_10Tot20WerkzamePersonen_6;k_20Tot50WerkzamePersonen_7;k_50Tot100WerkzamePersonen_8;k_100WerkzamePersonenOfMeer_9;NatuurlijkePersonen_10;Rechtspersonen_11
5122;78203 Banenpools (werkgelegenheid);2008;95;10;5;5;10;10;25;10;15;5;90
5123;78203 Banenpools (werkgelegenheid);2009;90;15;5;5;5;5;25;10;20;5;85
5124;78203 Banenpools (werkgelegenheid);2010;90;20;5;5;5;5;20;10;20;5;85
5125;783 Payrolling (personeelsbeheer);2006;5;0;0;0;0;0;0;0;5;0;5
5126;783 Payrolling (personeelsbeheer);2007;5;0;0;0;0;0;0;0;5;0;5
5127;783 Payrolling (personeelsbeheer);2008;10;0;0;0;0;0;0;0;10;0;10
5128;783 Payrolling (personeelsbeheer);2009;15;0;0;0;0;0;0;5;10;0;15
5129;783 Payrolling (personeelsbeheer);2010;40;0;0;0;0;5;5;5;20;0;40
5130;7830 Payrolling (personeelsbeheer);2006;5;0;0;0;0;0;0;0;5;0;5
5131;7830 Payrolling (personeelsbeheer);2007;5;0;0;0;0;0;0;0;5;0;5
5132;7830 Payrolling (personeelsbeheer);2008;10;0;0;0;0;0;0;0;10;0;10
5133;7830 Payrolling (personeelsbeheer);2009;15;0;0;0;0;0;0;5;10;0;15
5134;7830 Payrolling (personeelsbeheer);2010;40;0;0;0;0;5;5;5;20;0;40
5135;79 Reisbureaus, reisorganisatie en -info;2006;2360;1050;545;275;200;125;115;25;25;1430;930
5136;79 Reisbureaus, reisorganisatie en -info;2007;2490;1140;470;330;245;140;115;25;25;1510;980
5137;79 Reisbureaus, reisorganisatie en -info;2008;2535;1280;500;280;220;120;95;20;15;1540;1000
5138;79 Reisbureaus, reisorganisatie en -info;2009;2615;1305;490;300;230;125;110;25;25;1605;1010
5139;79 Reisbureaus, reisorganisatie en -info;2010;2650;1375;480;290;225;120;105;25;25;1655;990
5140;791 Reisbureaus, reisorganisatiebureaus;2006;2025;890;490;250;170;100;75;20;25;1305;720
5141;791 Reisbureaus, reisorganisatiebureaus;2007;2155;985;425;300;210;115;75;20;25;1385;770
5142;791 Reisbureaus, reisorganisatiebureaus;2008;2180;1090;455;250;195;85;75;15;15;1395;785
5143;791 Reisbureaus, reisorganisatiebureaus;2009;2235;1100;450;270;195;100;80;20;25;1450;780
5144;791 Reisbureaus, reisorganisatiebureaus;2010;2260;1155;440;260;195;95;75;20;25;1490;765
5145;7911 Reisbemiddelingsbureaus;2006;1315;560;330;185;125;55;35;10;15;880;435
5146;7911 Reisbemiddelingsbureaus;2007;1400;635;275;215;150;65;35;15;15;935;465
5147;7911 Reisbemiddelingsbureaus;2008;1390;695;290;170;135;50;35;5;10;930;460
5148;7911 Reisbemiddelingsbureaus;2009;1440;715;280;190;135;60;35;15;15;975;465
5149;7911 Reisbemiddelingsbureaus;2010;1465;760;270;185;130;60;35;10;15;1010;455
5150;7912 Reisorganisatiebureaus;2006;715;330;160;70;45;45;40;10;10;430;285
5151;7912 Reisorganisatiebureaus;2007;750;350;150;80;65;50;40;5;10;450;305
5152;7912 Reisorganisatiebureaus;2008;790;395;165;75;60;35;40;10;5;465;325
5153;7912 Reisorganisatiebureaus;2009;790;385;170;80;60;40;40;10;10;475;320
5154;7912 Reisorganisatiebureaus;2010;795;395;170;75;60;35;40;10;10;480;310
5155;799 Reisinformatie-, reserveerbureaus;2006;335;155;50;25;30;25;40;5;0;125;215
5156;799 Reisinformatie-, reserveerbureaus;2007;335;155;45;35;35;25;40;5;0;130;210
5157;799 Reisinformatie-, reserveerbureaus;2008;360;190;45;30;25;35;25;5;0;145;210
5158;799 Reisinformatie-, reserveerbureaus;2009;380;210;40;30;35;30;30;5;0;155;225
5159;799 Reisinformatie-, reserveerbureaus;2010;390;220;40;35;35;25;30;5;0;165;225
5160;7990 Reisinformatie- en reserveerbureaus;2006;335;155;50;25;30;25;40;5;0;125;215
5161;7990 Reisinformatie- en reserveerbureaus;2007;335;155;45;35;35;25;40;5;0;130;210
5162;7990 Reisinformatie- en reserveerbureaus;2008;360;190;45;30;25;35;25;5;0;145;210
5163;7990 Reisinformatie- en reserveerbureaus;2009;380;210;40;30;35;30;30;5;0;155;225
5164;7990 Reisinformatie- en reserveerbureaus;2010;390;220;40;35;35;25;30;5;0;165;225
5165;80 Beveiligings- en opsporingsdiensten;2006;1180;570;200;110;100;80;85;15;30;720;460
5166;80 Beveiligings- en opsporingsdiensten;2007;1325;625;190;150;135;95;80;20;25;815;510
5167;80 Beveiligings- en opsporingsdiensten;2008;1455;725;195;145;140;120;70;30;25;890;565
5168;80 Beveiligings- en opsporingsdiensten;2009;1665;860;230;135;150;140;95;25;25;990;675
5169;80 Beveiligings- en opsporingsdiensten;2010;1770;990;245;125;140;130;95;25;25;1065;705
5170;801 Particuliere beveiligingdiensten;2006;985;475;170;90;80;65;70;15;25;610;375
5171;801 Particuliere beveiligingdiensten;2007;1100;525;160;120;110;80;65;20;20;695;405
5172;801 Particuliere beveiligingdiensten;2008;1220;615;165;130;115;95;60;25;20;760;460
5173;801 Particuliere beveiligingdiensten;2009;1440;750;200;125;130;115;80;25;20;870;575
5174;801 Particuliere beveiligingdiensten;2010;1530;865;215;110;120;100;75;20;20;935;590
5175;8010 Particuliere beveiligingdiensten;2006;985;475;170;90;80;65;70;15;25;610;375
5176;8010 Particuliere beveiligingdiensten;2007;1100;525;160;120;110;80;65;20;20;695;405
5177;8010 Particuliere beveiligingdiensten;2008;1220;615;165;130;115;95;60;25;20;760;460
5178;8010 Particuliere beveiligingdiensten;2009;1440;750;200;125;130;115;80;25;20;870;575
5179;8010 Particuliere beveiligingdiensten;2010;1530;865;215;110;120;100;75;20;20;935;590
5180;802 Beveiliging via alarmsystemen;2006;110;40;15;10;10;10;10;0;5;55;55
5181;802 Beveiliging via alarmsystemen;2007;120;40;15;20;15;10;15;0;5;55;65
5182;802 Beveiliging via alarmsystemen;2008;120;40;15;10;20;15;10;5;5;55;65
5183;802 Beveiliging via alarmsystemen;2009;115;35;15;10;15;20;15;0;5;50;65
5184;802 Beveiliging via alarmsystemen;2010;135;50;15;10;15;20;15;0;5;65;70
5185;8020 Beveiliging via alarmsystemen;2006;110;40;15;10;10;10;10;0;5;55;55
5186;8020 Beveiliging via alarmsystemen;2007;120;40;15;20;15;10;15;0;5;55;65
5187;8020 Beveiliging via alarmsystemen;2008;120;40;15;10;20;15;10;5;5;55;65
5188;8020 Beveiliging via alarmsystemen;2009;115;35;15;10;15;20;15;0;5;50;65
5189;8020 Beveiliging via alarmsystemen;2010;135;50;15;10;15;20;15;0;5;65;70
5190;803 Detectivebureaus;2006;90;50;15;10;5;5;5;0;0;55;30
5191;803 Detectivebureaus;2007;105;60;15;10;10;5;5;0;0;65;40
5192;803 Detectivebureaus;2008;115;70;15;10;5;5;0;5;0;70;40
5193;803 Detectivebureaus;2009;110;70;15;5;5;10;0;0;0;70;40
5194;803 Detectivebureaus;2010;105;70;15;5;5;10;0;0;0;60;45
5195;8030 Detectivebureaus;2006;90;50;15;10;5;5;5;0;0;55;30
5196;8030 Detectivebureaus;2007;105;60;15;10;10;5;5;0;0;65;40
5197;8030 Detectivebureaus;2008;115;70;15;10;5;5;0;5;0;70;40
5198;8030 Detectivebureaus;2009;110;70;15;5;5;10;0;0;0;70;40
5199;8030 Detectivebureaus;2010;105;70;15;5;5;10;0;0;0;60;45
5200;81 Schoonmaakbedrijven, hoveniers e.d.;2006;11645;5440;2505;1340;1115;625;435;100;85;9795;1845
5201;81 Schoonmaakbedrijven, hoveniers e.d.;2007;12270;6220;2010;1430;1275;655;470;120;90;10385;1880
5202;81 Schoonmaakbedrijven, hoveniers e.d.;2008;13010;7120;2025;1410;1150;635;450;140;80;11005;2005
5203;81 Schoonmaakbedrijven, hoveniers e.d.;2009;14120;7895;2185;1345;1255;675;510;160;95;11970;2155
5204;81 Schoonmaakbedrijven, hoveniers e.d.;2010;14645;8445;2305;1310;1215;650;475;150;95;12460;2185
5205;811 Facility management;2006;0;0;0;0;0;0;0;0;0;0;0
5206;811 Facility management;2007;0;0;0;0;0;0;0;0;0;0;0
5207;811 Facility management;2008;0;0;0;0;0;0;0;0;0;0;0
5208;811 Facility management;2009;0;0;0;0;0;0;0;0;0;0;0
5209;811 Facility management;2010;10;5;0;0;0;0;0;0;0;5;5
5210;8110 Facility management;2006;0;0;0;0;0;0;0;0;0;0;0
5211;8110 Facility management;2007;0;0;0;0;0;0;0;0;0;0;0
5212;8110 Facility management;2008;0;0;0;0;0;0;0;0;0;0;0
5213;8110 Facility management;2009;0;0;0;0;0;0;0;0;0;0;0
5214;8110 Facility management;2010;10;5;0;0;0;0;0;0;0;5;5
5215;812 Schoonmaakbedrijven;2006;6495;2785;1405;720;650;430;345;80;75;5190;1300
5216;812 Schoonmaakbedrijven;2007;6795;3170;1140;780;720;435;370;95;80;5470;1325
5217;812 Schoonmaakbedrijven;2008;7040;3505;1110;780;670;440;360;110;75;5645;1395
5218;812 Schoonmaakbedrijven;2009;7595;3830;1275;700;725;455;385;135;90;6110;1485
5219;812 Schoonmaakbedrijven;2010;7860;4115;1380;675;685;435;360;130;85;6390;1470
5220;8121 Interieurreiniging van gebouwen;2006;4130;1545;930;510;475;305;265;55;50;3225;900
5221;8121 Interieurreiniging van gebouwen;2007;4325;1785;750;545;535;310;275;70;60;3400;925
5222;8121 Interieurreiniging van gebouwen;2008;4545;2015;755;545;500;320;275;80;55;3545;1000
5223;8121 Interieurreiniging van gebouwen;2009;4990;2235;900;510;530;335;300;105;70;3910;1080
5224;8121 Interieurreiniging van gebouwen;2010;5110;2400;940;485;500;320;280;105;75;4035;1075
5225;8122 Gespecialiseerde reiniging gebouwen;2006;1760;955;340;155;130;80;65;20;15;1520;235
5226;8122 Gespecialiseerde reiniging gebouwen;2007;1845;1075;275;165;140;90;65;15;15;1610;235
5227;8122 Gespecialiseerde reiniging gebouwen;2008;1860;1150;250;165;125;80;55;20;10;1625;235
5228;8122 Gespecialiseerde reiniging gebouwen;2009;1935;1235;275;135;125;85;55;20;10;1710;225
5229;8122 Gespecialiseerde reiniging gebouwen;2010;2085;1340;340;135;125;80;50;15;5;1870;220
5230;8129 Overige reiniging;2006;605;285;140;55;50;45;15;10;5;440;165
5231;8129 Overige reiniging;2007;630;310;115;75;45;35;25;10;5;465;165
5232;8129 Overige reiniging;2008;640;340;105;70;45;35;25;10;5;475;165
5233;8129 Overige reiniging;2009;670;365;100;55;65;35;30;10;5;490;180
5234;8129 Overige reiniging;2010;665;375;100;50;65;35;25;10;5;485;180
5235;813 Hoveniersbedrijven;2006;5150;2655;1100;620;465;195;90;20;10;4605;545
5236;813 Hoveniersbedrijven;2007;5470;3050;870;645;555;220;100;25;10;4915;555
5237;813 Hoveniersbedrijven;2008;5970;3620;915;630;480;200;90;30;5;5360;610
5238;813 Hoveniersbedrijven;2009;6525;4065;910;645;535;215;120;25;5;5860;665
5239;813 Hoveniersbedrijven;2010;6775;4320;925;635;530;215;115;25;10;6065;710
5240;8130 Hoveniersbedrijven;2006;5150;2655;1100;620;465;195;90;20;10;4605;545
5241;8130 Hoveniersbedrijven;2007;5470;3050;870;645;555;220;100;25;10;4915;555
5242;8130 Hoveniersbedrijven;2008;5970;3620;915;630;480;200;90;30;5;5360;610
5243;8130 Hoveniersbedrijven;2009;6525;4065;910;645;535;215;120;25;5;5860;665
5244;8130 Hoveniersbedrijven;2010;6775;4320;925;635;530;215;115;25;10;6065;710
5245;82 Overige zakelijke dienstverlening;2006;2920;1770;445;200;175;120;105;55;45;1955;965
5246;82 Overige zakelijke dienstverlening;2007;3095;1920;380;230;205;145;125;50;50;2070;1025
5247;82 Overige zakelijke dienstverlening;2008;3175;2050;335;235;195;145;115;55;40;2115;1060
5248;82 Overige zakelijke dienstverlening;2009;3410;2225;395;210;195;145;135;55;55;2310;1100
5249;82 Overige zakelijke dienstverlening;2010;3555;2395;395;210;175;140;135;55;55;2440;1115
5250;821 Administratieve dienstverlening;2006;1345;1025;175;50;40;20;20;10;5;1185;160
5251;821 Administratieve dienstverlening;2007;1425;1125;135;60;40;35;20;10;5;1250;170
5252;821 Administratieve dienstverlening;2008;1515;1225;110;70;40;35;25;5;0;1330;185
5253;821 Administratieve dienstverlening;2009;1695;1370;140;60;45;40;25;10;5;1485;210
5254;821 Administratieve dienstverlening;2010;1805;1495;135;60;40;35;25;10;5;1600;210
5255;8211 Brede administratieve diensten;2006;275;210;30;15;15;0;0;0;0;240;35
5256;8211 Brede administratieve diensten;2007;305;245;20;20;10;5;5;0;0;270;40
5257;8211 Brede administratieve diensten;2008;315;255;20;20;10;10;0;0;0;275;40
5258;8211 Brede administratieve diensten;2009;330;265;25;15;10;10;0;0;0;285;45
5259;8211 Brede administratieve diensten;2010;355;295;20;15;10;10;0;0;0;310;50
5260;8219 Secretariële dienstverlening;2006;1070;815;145;35;25;20;20;5;0;950;120
5261;8219 Secretariële dienstverlening;2007;1120;880;115;40;30;25;20;5;0;985;135
5262;8219 Secretariële dienstverlening;2008;1200;970;95;50;35;25;25;5;0;1055;145
5263;8219 Secretariële dienstverlening;2009;1365;1105;120;45;35;30;25;5;0;1200;165
5264;8219 Secretariële dienstverlening;2010;1450;1200;115;45;30;25;25;10;0;1290;160
5265;822 Callcenters;2006;140;25;15;10;15;20;20;15;20;40;100
5266;822 Callcenters;2007;160;30;25;10;20;20;20;15;20;55;105
5267;822 Callcenters;2008;170;45;25;10;20;20;20;15;15;60;115
5268;822 Callcenters;2009;180;50;25;10;20;20;25;10;25;60;115
5269;822 Callcenters;2010;180;55;20;10;15;20;20;10;25;60;120
5270;8220 Callcenters;2006;140;25;15;10;15;20;20;15;20;40;100
5271;8220 Callcenters;2007;160;30;25;10;20;20;20;15;20;55;105
5272;8220 Callcenters;2008;170;45;25;10;20;20;20;15;15;60;115
5273;8220 Callcenters;2009;180;50;25;10;20;20;25;10;25;60;115
5274;8220 Callcenters;2010;180;55;20;10;15;20;20;10;25;60;120
5275;823 Organisatie van congressen, beurzen;2006;620;385;115;35;40;25;10;5;5;310;305
5276;823 Organisatie van congressen, beurzen;2007;650;405;90;50;55;25;15;5;5;325;325
5277;823 Organisatie van congressen, beurzen;2008;625;400;70;60;50;20;15;5;5;305;320
5278;823 Organisatie van congressen, beurzen;2009;635;410;85;45;50;25;15;5;5;310;325
5279;823 Organisatie van congressen, beurzen;2010;645;425;85;45;45;25;15;5;5;325;320
5280;8230 Organisatie van congressen, beurzen;2006;620;385;115;35;40;25;10;5;5;310;305
5281;8230 Organisatie van congressen, beurzen;2007;650;405;90;50;55;25;15;5;5;325;325
5282;8230 Organisatie van congressen, beurzen;2008;625;400;70;60;50;20;15;5;5;305;320
5283;8230 Organisatie van congressen, beurzen;2009;635;410;85;45;50;25;15;5;5;310;325
5284;8230 Organisatie van congressen, beurzen;2010;645;425;85;45;45;25;15;5;5;325;320
5285;829 Overige zakelijke diensten (rest);2006;820;330;140;100;80;60;60;30;20;415;400
5286;829 Overige zakelijke diensten (rest);2007;865;360;125;110;90;65;70;25;20;440;420
5287;829 Overige zakelijke diensten (rest);2008;865;380;130;100;85;65;60;30;20;425;440
5288;829 Overige zakelijke diensten (rest);2009;905;395;145;95;80;60;75;30;25;450;450
5289;829 Overige zakelijke diensten (rest);2010;920;420;150;95;70;55;75;30;25;460;465
5290;8291 Kredietinformatie-, incassobureaus;2006;375;185;70;45;30;15;15;10;5;205;170
5291;8291 Kredietinformatie-, incassobureaus;2007;410;210;60;50;35;20;20;10;5;225;185
5292;8291 Kredietinformatie-, incassobureaus;2008;405;215;60;45;25;20;15;10;10;205;200
5293;8291 Kredietinformatie-, incassobureaus;2009;405;205;75;40;25;20;15;10;10;205;200
5294;8291 Kredietinformatie-, incassobureaus;2010;415;220;80;40;25;20;15;10;10;215;200
5295;8292 Pak- en sorteerbedrijven;2006;305;90;50;35;35;35;40;15;5;155;150
5296;8292 Pak- en sorteerbedrijven;2007;305;85;45;40;40;35;40;10;5;160;150
5297;8292 Pak- en sorteerbedrijven;2008;315;100;50;35;40;35;35;15;5;160;160
5298;8292 Pak- en sorteerbedrijven;2009;360;120;55;40;40;30;50;15;10;190;170
5299;8292 Pak- en sorteerbedrijven;2010;355;130;50;40;30;30;50;15;10;185;170
5300;82991 Landbouw- en visveilingen;2006;30;5;5;5;5;0;5;5;5;0;30
5301;82991 Landbouw- en visveilingen;2007;35;5;5;5;5;5;5;0;5;0;30
5302;82991 Landbouw- en visveilingen;2008;30;5;5;5;5;0;5;0;5;5;30
5303;82991 Landbouw- en visveilingen;2009;30;10;0;5;5;0;5;0;5;0;30
5304;82991 Landbouw- en visveilingen;2010;30;5;0;5;5;0;5;0;5;0;30
5305;82992 Veilingen van roerende goederen;2006;105;50;20;15;10;5;0;0;0;55;50
5306;82992 Veilingen van roerende goederen;2007;110;55;15;15;10;5;5;0;0;55;55
5307;82992 Veilingen van roerende goederen;2008;115;55;20;15;15;5;5;0;0;60;55
5308;82992 Veilingen van roerende goederen;2009;105;60;10;15;10;5;5;5;0;55;55
5309;82992 Veilingen van roerende goederen;2010;110;60;15;15;10;5;5;5;0;55;60
5310;82999 Overige zakelijke diensten (rest);2006;0;0;0;0;0;0;0;0;0;0;0
5311;82999 Overige zakelijke diensten (rest);2007;0;0;0;0;0;0;0;0;0;0;0
5312;82999 Overige zakelijke diensten (rest);2008;0;0;0;0;0;0;0;0;0;0;0
5313;82999 Overige zakelijke diensten (rest);2009;0;0;0;0;0;0;0;0;0;0;0
5314;82999 Overige zakelijke diensten (rest);2010;5;0;0;0;0;0;0;0;0;0;0
5315;O Openbaar bestuur en overheidsdiensten;2006;780;90;10;15;20;30;80;140;395;20;765
5316;O Openbaar bestuur en overheidsdiensten;2007;805;80;15;5;10;35;60;115;485;15;785
5317;O Openbaar bestuur en overheidsdiensten;2008;765;60;10;5;15;20;70;120;465;20;745
5318;O Openbaar bestuur en overheidsdiensten;2009;775;60;10;5;15;15;50;120;500;35;740
5319;O Openbaar bestuur en overheidsdiensten;2010;785;75;15;5;15;15;45;120;500;45;740
5320;84 Openbaar bestuur en overheidsdiensten;2006;780;90;10;15;20;30;80;140;395;20;765
5321;84 Openbaar bestuur en overheidsdiensten;2007;805;80;15;5;10;35;60;115;485;15;785
5322;84 Openbaar bestuur en overheidsdiensten;2008;765;60;10;5;15;20;70;120;465;20;745
5323;84 Openbaar bestuur en overheidsdiensten;2009;775;60;10;5;15;15;50;120;500;35;740
5324;84 Openbaar bestuur en overheidsdiensten;2010;785;75;15;5;15;15;45;120;500;45;740
5325;841 Openbaar bestuur;2006;655;55;10;10;15;25;65;125;345;10;645
5326;841 Openbaar bestuur;2007;675;45;10;5;10;25;45;105;435;10;665
5327;841 Openbaar bestuur;2008;650;30;5;5;10;15;55;105;420;10;640
5328;841 Openbaar bestuur;2009;645;25;5;5;10;15;35;105;450;10;640
5329;841 Openbaar bestuur;2010;655;30;5;5;10;10;35;110;450;10;645
5330;8411 Rijks-, provincie-, gemeentebestuur;2006;625;50;10;10;15;20;60;125;340;10;615
5331;8411 Rijks-, provincie-, gemeentebestuur;2007;645;40;10;5;10;20;40;100;425;5;640
5332;8411 Rijks-, provincie-, gemeentebestuur;2008;615;25;5;5;10;10;45;100;410;5;610
5333;8411 Rijks-, provincie-, gemeentebestuur;2009;615;20;5;5;10;10;25;100;440;5;610
5334;8411 Rijks-, provincie-, gemeentebestuur;2010;620;25;5;5;10;10;25;100;445;10;610
5335;8412 Openbaar bestuur niet-economisch;2006;10;0;0;0;0;0;5;0;5;0;10
5336;8412 Openbaar bestuur niet-economisch;2007;15;0;0;0;0;0;5;0;0;0;10
5337;8412 Openbaar bestuur niet-economisch;2008;15;0;0;0;0;0;5;5;5;0;15
5338;8412 Openbaar bestuur niet-economisch;2009;15;0;0;0;0;0;5;5;5;0;15
5339;8412 Openbaar bestuur niet-economisch;2010;15;0;0;0;0;0;5;5;5;0;15
5340;8413 Openbaar bestuur economische zaken;2006;20;0;0;0;0;0;5;5;5;0;15
5341;8413 Openbaar bestuur economische zaken;2007;15;5;0;0;0;0;0;5;5;0;15
5342;8413 Openbaar bestuur economische zaken;2008;15;5;0;0;0;5;5;5;5;0;15
5343;8413 Openbaar bestuur economische zaken;2009;15;5;0;0;0;0;5;5;5;0;15
5344;8413 Openbaar bestuur economische zaken;2010;20;5;0;0;0;0;5;5;5;0;15
5345;842 Overheidsdiensten;2006;85;20;0;0;0;5;15;10;35;5;80
5346;842 Overheidsdiensten;2007;85;15;5;0;0;10;10;10;40;5;80
5347;842 Overheidsdiensten;2008;90;20;0;0;0;5;10;10;35;10;80
5348;842 Overheidsdiensten;2009;105;30;5;0;5;0;10;10;45;25;80
5349;842 Overheidsdiensten;2010;110;35;5;0;5;0;10;10;45;30;80
5350;8421 Buitenlandse zaken;2006;0;0;0;0;0;0;0;0;0;0;0
5351;8421 Buitenlandse zaken;2007;0;0;0;0;0;0;0;0;0;0;0
5352;8421 Buitenlandse zaken;2008;0;0;0;0;0;0;0;0;0;0;0
5353;8421 Buitenlandse zaken;2009;0;0;0;0;0;0;0;0;0;0;0
5354;8421 Buitenlandse zaken;2010;0;0;0;0;0;0;0;0;0;0;0
5355;8422 Defensie;2006;5;0;0;0;0;0;0;0;0;0;5
5356;8422 Defensie;2007;5;0;0;0;0;0;0;0;5;0;5
5357;8422 Defensie;2008;5;0;0;0;0;0;0;0;0;0;5
5358;8422 Defensie;2009;5;0;0;0;0;0;0;0;5;0;5
5359;8422 Defensie;2010;5;0;0;0;0;0;0;0;5;0;5
5360;84231 Rechtspraak;2006;10;5;0;0;0;0;0;0;0;0;10
5361;84231 Rechtspraak;2007;10;5;0;0;0;0;0;0;0;0;10
5362;84231 Rechtspraak;2008;10;5;0;0;0;0;0;0;0;0;10
5363;84231 Rechtspraak;2009;10;5;0;0;0;0;0;0;0;5;10
5364;84231 Rechtspraak;2010;10;5;0;0;0;0;0;0;0;0;10
5365;84232 Min. van Justitie, gevangenis;2006;5;5;0;0;0;0;0;0;0;0;5
5366;84232 Min. van Justitie, gevangenis;2007;5;0;0;0;0;0;0;0;0;0;5
5367;84232 Min. van Justitie, gevangenis;2008;5;0;0;0;0;0;0;0;0;0;5
5368;84232 Min. van Justitie, gevangenis;2009;10;0;0;0;0;0;0;5;0;0;10
5369;84232 Min. van Justitie, gevangenis;2010;10;0;0;0;0;0;0;5;0;0;5
5370;8424 Politie;2006;40;0;0;0;0;5;10;0;25;0;40
5371;8424 Politie;2007;40;5;0;0;0;0;5;5;25;0;40
5372;8424 Politie;2008;40;5;0;0;0;0;5;5;25;0;40
5373;8424 Politie;2009;35;0;0;0;0;0;5;5;25;0;35
5374;8424 Politie;2010;35;0;0;0;0;0;5;5;25;0;35
5375;8425 Brandweer;2006;25;10;0;0;0;0;5;5;5;5;20
5376;8425 Brandweer;2007;25;5;0;0;0;5;5;5;5;5;20
5377;8425 Brandweer;2008;25;10;0;0;0;0;5;5;5;5;20
5378;8425 Brandweer;2009;40;20;0;0;0;0;5;0;10;20;20
5379;8425 Brandweer;2010;45;25;0;0;0;0;5;0;10;25;20
5380;843 Verplichte sociale verzekeringen;2006;45;20;0;0;0;0;0;5;15;0;40
5381;843 Verplichte sociale verzekeringen;2007;40;15;0;0;0;5;5;0;10;0;40
5382;843 Verplichte sociale verzekeringen;2008;30;10;0;0;0;0;5;0;10;0;25
5383;843 Verplichte sociale verzekeringen;2009;25;10;5;0;0;0;0;0;5;5;20
5384;843 Verplichte sociale verzekeringen;2010;25;10;0;0;0;0;0;5;5;5;20
5385;8430 Verplichte sociale verzekeringen;2006;45;20;0;0;0;0;0;5;15;0;40
5386;8430 Verplichte sociale verzekeringen;2007;40;15;0;0;0;5;5;0;10;0;40
5387;8430 Verplichte sociale verzekeringen;2008;30;10;0;0;0;0;5;0;10;0;25
5388;8430 Verplichte sociale verzekeringen;2009;25;10;5;0;0;0;0;0;5;5;20
5389;8430 Verplichte sociale verzekeringen;2010;25;10;0;0;0;0;0;5;5;5;20
5390;P Onderwijs;2006;18005;11410;2725;710;655;590;625;385;900;13265;4740
5391;P Onderwijs;2007;18080;11760;2145;980;715;555;620;400;910;13315;4765
5392;P Onderwijs;2008;19205;13130;2155;885;745;605;515;375;795;14270;4935
5393;P Onderwijs;2009;20705;14320;2350;890;660;565;620;355;945;15585;5125
5394;P Onderwijs;2010;22435;15970;2570;870;620;540;595;345;925;17275;5155
5395;85 Onderwijs;2006;18005;11410;2725;710;655;590;625;385;900;13265;4740
5396;85 Onderwijs;2007;18080;11760;2145;980;715;555;620;400;910;13315;4765
5397;85 Onderwijs;2008;19205;13130;2155;885;745;605;515;375;795;14270;4935
