ID;CaoSector;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
528;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 February;117.5;117.2;117.5;117.2;117.6;117.6;100.0;;;;;;;;100.0
529;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 March;117.5;117.2;117.5;117.2;117.6;117.6;100.0;;;;;;;;100.0
530;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 1st quarter;117.5;117.2;117.5;117.2;117.6;117.6;100.0;;;;;;;;100.0
531;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 April;117.5;117.2;117.5;117.2;117.6;117.6;100.0;;;;;;;;100.0
532;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 May;117.5;117.2;117.5;117.2;117.6;117.6;100.0;;;;;;;;97.0
533;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 June;117.7;117.4;117.7;117.4;117.7;117.7;100.0;;;;;;;;100.0
534;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 2nd quarter;117.6;117.3;117.6;117.3;117.7;117.7;100.0;;;;;;;;100.0
535;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 July;119.4;119.1;119.4;119.1;119.6;119.6;100.0;;;;;;;;99.0
536;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 August;119.4;119.1;119.4;119.1;119.6;119.6;100.0;;;;;;;;99.0
537;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 September;119.4;119.1;119.4;119.1;119.6;119.6;100.0;;;;;;;;99.0
538;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 3rd quarter;119.4;119.1;119.4;119.1;119.6;119.6;100.0;;;;;;;;99.0
539;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 October;119.4;119.1;119.4;119.1;119.6;119.6;100.0;;;;;;;;99.0
540;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 November;119.5;119.2;119.5;119.2;119.6;119.6;100.0;;;;;;;;100.0
541;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 December;119.5;119.2;119.5;119.2;119.6;119.6;100.0;;;;;;;;100.0
542;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 4th quarter;119.4;119.1;119.4;119.1;119.6;119.6;100.0;;;;;;;;100.0
543;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2024 year;118.5;118.2;118.5;118.2;118.6;118.6;100.0;;;;;;;;100.0
544;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2025 January;122.6;122.3;122.6;122.3;122.8;122.8;100.0;;;;;;;;100.0
545;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2025 February;122.6;122.3;122.6;122.3;122.8;122.8;100.0;;;;;;;;100.0
546;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2025 March;122.6;122.3;122.6;122.3;122.8;122.8;100.0;;;;;;;;100.0
547;Total collective labour agreement sector;A Agriculture, forestry and fishing;First-published figures;2025 1st quarter;122.6;122.3;122.6;122.3;122.8;122.8;100.0;;;;;;;;100.0
548;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1972 year;;;;;;;;;;;;;;;
549;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1973 year;;;;;;;;;;;;;;;
550;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1974 year;;;;;;;;;;;;;;;
551;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1975 year;;;;;;;;;;;;;;;
552;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1976 year;;;;;;;;;;;;;;;
553;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1977 year;;;;;;;;;;;;;;;
554;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1978 year;;;;;;;;;;;;;;;
555;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1979 year;;;;;;;;;;;;;;;
556;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1980 year;;;;;;;;;;;;;;;
557;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1981 year;;;;;;;;;;;;;;;
558;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1982 year;;;;;;;;;;;;;;;
559;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1983 year;;;;;;;;;;;;;;;
560;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1984 year;;;;;;;;;;;;;;;
561;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1985 year;;;;;;;;;;;;;;;
562;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1986 year;;;;;;;;;;;;;;;
563;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1987 year;;;;;;;;;;;;;;;
564;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1988 year;;;;;;;;;;;;;;;
565;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1989 year;;;;;;;;;;;;;;;
566;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1990 year;;;;;;;;;;;;;;;
567;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1991 year;;;;;;;;;;;;;;;
568;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1992 year;;;;;;;;;;;;;;;
569;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1993 year;;;;;;;;;;;;;;;
570;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1994 year;;;;;;;;;;;;;;;
571;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1995 year;;;;;;;;;;;;;;;
572;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1996 year;;;;;;;;;;;;;;;
573;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1997 year;;;;;;;;;;;;;;;
574;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1998 year;;;;;;;;;;;;;;;
575;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;1999 year;;;;;;;;;;;;;;;
576;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2000 year;;;;;;;;;;;;;;;
577;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2001 year;;;;;;;;4.1;4.1;4.2;4.2;3.7;3.8;0.0;
578;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2002 year;;;;;;;;3.7;3.8;3.6;3.8;4.1;4.1;0.0;
579;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2003 year;;;;;;;;2.6;2.7;2.6;2.7;3.3;3.2;0.0;
580;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2004 year;;;;;;;;1.8;1.7;1.7;1.7;2.8;2.8;0.0;
581;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2005 year;;;;;;;;1.0;1.1;1.0;1.0;1.4;1.4;0.0;
582;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2006 year;;;;;;;;1.6;2.0;1.3;1.8;1.4;1.1;0.2;
583;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2007 year;;;;;;;;1.7;1.6;1.7;1.7;1.7;1.7;0.0;
584;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2008 year;;;;;;;;3.3;3.7;3.4;3.6;3.9;3.9;0.1;
585;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2009 year;;;;;;;;3.0;3.0;2.9;3.0;3.0;3.0;0.0;
586;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2010 year;;;;;;;;1.2;1.0;1.4;1.3;1.4;1.6;-0.3;
587;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2011 year;;;;;;;;1.3;1.3;0.9;0.9;1.8;1.4;0.5;
588;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2012 year;;;;;;;;1.9;1.9;1.8;1.9;2.6;2.6;-0.1;
589;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2013 year;;;;;;;;1.5;1.6;1.6;1.5;1.7;1.7;0.0;
590;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2014 year;;;;;;;;1.1;1.1;1.1;1.2;2.3;2.1;0.1;
591;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2015 year;;;;;;;;1.1;1.5;1.1;1.4;0.8;0.9;0.0;
592;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2016 year;;;;;;;;2.0;1.9;1.9;1.9;1.6;1.5;0.0;
593;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2017 year;;;;;;;;1.8;1.7;2.0;1.8;1.7;1.9;-0.1;
594;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2018 year;;;;;;;;2.2;2.2;2.1;2.2;2.7;2.8;0.0;
595;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2019 year;;;;;;;;2.6;2.6;2.7;2.6;2.8;2.8;0.0;
596;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 January;99.1;99.1;99.1;99.1;99.1;99.1;100.0;;;;;;;;100.0
597;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 February;99.2;99.1;99.2;99.1;99.1;99.1;100.0;;;;;;;;100.0
598;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 March;99.3;99.2;99.3;99.2;99.2;99.2;100.0;;;;;;;;100.0
599;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 1st quarter;99.2;99.1;99.2;99.1;99.1;99.1;100.0;;;;;;;;100.0
600;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 April;99.3;99.3;99.3;99.3;99.2;99.2;100.0;;;;;;;;100.0
601;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 May;99.4;99.4;99.4;99.4;99.4;99.4;100.0;;;;;;;;100.0
602;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 June;99.5;99.5;99.5;99.5;99.4;99.4;100.0;;;;;;;;100.0
603;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 2nd quarter;99.4;99.4;99.4;99.4;99.3;99.3;100.0;;;;;;;;100.0
604;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 July;100.6;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
605;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 August;100.7;100.6;100.7;100.6;100.6;100.6;100.0;;;;;;;;100.0
606;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 September;100.7;100.6;100.7;100.6;100.7;100.7;100.0;;;;;;;;100.0
607;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 3rd quarter;100.7;100.6;100.7;100.6;100.6;100.6;100.0;;;;;;;;100.0
608;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 October;100.7;100.7;100.7;100.7;100.7;100.7;100.0;;;;;;;;100.0
609;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 November;100.7;100.7;100.7;100.7;100.7;100.7;100.0;;;;;;;;100.0
610;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 December;100.9;101.3;100.9;101.3;101.3;101.3;100.0;;;;;;;;100.0
611;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 4th quarter;100.8;100.9;100.8;100.9;100.9;100.9;100.0;;;;;;;;100.0
612;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2020 year;100.0;100.0;100.0;100.0;100.0;100.0;100.0;3.3;3.7;3.4;3.6;4.2;4.1;0.1;100.0
613;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 January;101.3;101.6;101.3;101.6;102.0;102.0;100.0;2.2;2.5;2.2;2.5;2.9;2.9;0.0;100.0
614;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 February;101.3;101.7;101.3;101.6;102.0;102.0;100.0;2.1;2.6;2.1;2.5;2.9;2.9;0.0;100.0
615;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 March;101.6;102.0;101.6;102.0;102.3;102.3;100.0;2.3;2.8;2.3;2.8;3.1;3.1;0.0;100.0
616;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 1st quarter;101.4;101.8;101.4;101.7;102.1;102.1;100.0;2.2;2.7;2.2;2.6;3.0;3.0;0.0;100.0
617;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 April;101.7;102.1;101.7;102.1;102.4;102.4;100.0;2.4;2.8;2.4;2.8;3.2;3.2;0.0;100.0
618;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 May;101.9;102.2;101.8;102.2;102.5;102.5;100.0;2.5;2.8;2.4;2.8;3.1;3.1;0.0;100.0
619;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 June;101.9;102.2;101.8;102.2;102.5;102.5;100.0;2.4;2.7;2.3;2.7;3.1;3.1;0.0;100.0
620;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 2nd quarter;101.8;102.2;101.8;102.2;102.5;102.5;100.0;2.4;2.8;2.4;2.8;3.2;3.2;0.0;100.0
621;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 July;102.5;102.4;102.4;102.4;102.8;102.7;100.0;1.9;1.8;1.8;1.8;2.2;2.1;0.0;100.0
622;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 August;102.7;102.6;102.7;102.6;101.4;101.4;100.0;2.0;2.0;2.0;2.0;0.8;0.8;0.0;100.0
623;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 September;102.7;102.7;102.7;102.7;101.5;101.4;100.0;2.0;2.1;2.0;2.1;0.8;0.7;0.0;100.0
624;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 3rd quarter;102.6;102.6;102.6;102.6;101.9;101.9;100.0;1.9;2.0;1.9;2.0;1.3;1.3;0.0;100.0
625;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 October;102.8;102.9;102.8;102.9;101.7;101.7;100.0;2.1;2.2;2.1;2.2;1.0;1.0;0.0;100.0
626;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 November;102.8;102.9;102.8;102.9;101.7;101.7;100.0;2.1;2.2;2.1;2.2;1.0;1.0;0.0;100.0
627;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 December;102.8;102.9;102.8;102.9;101.7;101.7;100.0;1.9;1.6;1.9;1.6;0.4;0.4;0.0;100.0
628;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 4th quarter;102.8;102.9;102.8;102.9;101.7;101.7;100.0;2.0;2.0;2.0;2.0;0.8;0.8;0.0;100.0
629;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2021 year;102.2;102.4;102.1;102.3;102.0;102.0;100.0;2.2;2.4;2.1;2.3;2.0;2.0;0.0;100.0
630;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2022 January;103.6;103.8;103.6;103.7;103.6;103.6;100.0;2.3;2.2;2.3;2.1;1.6;1.6;0.0;100.0
631;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2022 February;104.1;104.3;104.1;104.3;104.2;104.2;100.0;2.8;2.6;2.8;2.7;2.2;2.2;0.0;100.0
632;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2022 March;104.2;104.4;104.2;104.4;104.2;104.2;100.0;2.6;2.4;2.6;2.4;1.9;1.9;0.0;100.0
633;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2022 1st quarter;104.0;104.1;103.9;104.1;104.0;104.0;100.0;2.6;2.3;2.5;2.4;1.9;1.9;0.0;100.0
634;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2022 April;104.5;104.8;104.4;104.8;104.8;104.8;100.0;2.8;2.6;2.7;2.6;2.3;2.3;0.0;100.0
635;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2022 May;104.6;104.9;104.5;104.9;104.9;104.9;100.0;2.6;2.6;2.7;2.6;2.3;2.3;0.0;100.0
636;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2022 June;104.8;105.0;104.8;105.0;105.0;105.0;100.0;2.8;2.7;2.9;2.7;2.4;2.4;0.0;100.0
637;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2022 2nd quarter;104.6;104.9;104.6;104.9;104.9;104.9;100.0;2.8;2.6;2.8;2.6;2.3;2.3;0.0;100.0
638;Total collective labour agreement sector;B-F Manufacturing and energy;Current figures;2022 July;105.4;105.2;105.4;105.2;105.3;105.3;100.0;2.8;2.7;2.9;2.7;2.4;2.5;0.0;100.0
