ID;Geslacht;Leeftijden;TypeZorg;SamenstellingHuishoudens;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
2094;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénouderhuishoudens;2005;660;3.84;126;191;7.34
2095;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénouderhuishoudens;2006;600;3.49;126;209;7.3
2096;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénouderhuishoudens;2007;610;3.56;145;238;8.48
2097;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénouderhuishoudens;2008;765;4.45;195;254;11.32
2098;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénouderhuishoudens;2009;830;4.83;231;279;13.5
2099;Totaal mannen en vrouwen;80 jaar of ouder;4;Eénouderhuishoudens;2010;820;4.77;243;296;14.12
2100;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2004;615;3.78;97;157;5.93
2101;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2005;470;2.84;85;182;5.15
2102;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2006;400;2.43;82;203;4.93
2103;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2007;435;2.64;93;213;5.63
2104;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2008;515;3.06;125;242;7.42
2105;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2009;560;3.29;157;280;9.23
2106;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2010;520;3.02;143;274;8.29
2107;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2004;9570;3.11;1454;152;4.73
2108;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2005;6505;2.07;1085;167;3.45
2109;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2006;6200;1.94;1118;180;3.49
2110;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2007;6765;2.08;1354;200;4.15
2111;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2008;9190;2.74;2047;223;6.1
2112;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2009;10845;3.15;2614;241;7.59
2113;Totaal mannen en vrouwen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2010;11940;3.35;3040;255;8.53
2114;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2004;9045;4.57;1336;148;6.75
2115;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2005;6020;2.93;978;163;4.75
2116;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2006;5750;2.7;1029;179;4.83
2117;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2007;6290;2.84;1265;201;5.71
2118;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2008;8475;3.66;1884;222;8.13
2119;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2009;10075;4.17;2412;239;9.98
2120;Totaal mannen en vrouwen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2010;10960;4.33;2764;252;10.91
2121;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2004;525;0.48;118;226;1.08
2122;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2005;485;0.45;106;219;0.98
2123;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2006;450;0.42;89;197;0.83
2124;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2007;475;0.45;89;188;0.86
2125;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2008;715;0.69;162;227;1.56
2126;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2009;770;0.75;202;263;1.97
2127;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2010;980;0.95;276;281;2.68
2128;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal huishoudens;2004;8060;1.26;1077;134;1.68
2129;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal huishoudens;2005;10195;1.56;1399;137;2.14
2130;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal huishoudens;2006;11795;1.76;1706;145;2.55
2131;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal huishoudens;2007;9170;1.34;1373;150;2.01
2132;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal huishoudens;2008;6225;0.89;938;151;1.34
2133;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal huishoudens;2009;4785;0.67;739;154;1.03
2134;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal huishoudens;2010;4135;0.56;659;159;0.89
2135;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénpersoonshuishoudens;2004;5610;1.87;772;138;2.58
2136;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénpersoonshuishoudens;2005;7435;2.42;1056;142;3.44
2137;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénpersoonshuishoudens;2006;8925;2.83;1324;148;4.2
2138;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénpersoonshuishoudens;2007;7060;2.18;1076;152;3.33
2139;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénpersoonshuishoudens;2008;4730;1.43;722;153;2.18
2140;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénpersoonshuishoudens;2009;3625;1.07;564;156;1.66
2141;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénpersoonshuishoudens;2010;3055;0.88;490;160;1.41
2142;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2004;260;0.78;43;163;1.28
2143;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2005;270;0.8;41;153;1.23
2144;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2006;250;0.74;38;151;1.12
2145;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2007;170;0.5;26;154;0.77
2146;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2008;130;0.38;20;154;0.58
2147;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2009;110;0.33;16;147;0.48
2148;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2010;80;0.24;13;157;0.37
2149;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénouderhuishoudens;2004;160;0.92;28;174;1.6
2150;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénouderhuishoudens;2005;165;0.96;25;151;1.45
2151;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénouderhuishoudens;2006;150;0.86;22;149;1.28
2152;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénouderhuishoudens;2007;100;0.6;17;162;0.96
2153;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénouderhuishoudens;2008;80;0.46;13;161;0.75
2154;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénouderhuishoudens;2009;65;0.39;10;150;0.58
2155;Totaal mannen en vrouwen;80 jaar of ouder;5;Eénouderhuishoudens;2010;55;0.31;8;155;0.49
2156;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2004;105;0.64;15;147;0.93
2157;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2005;105;0.64;16;155;0.99
2158;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2006;100;0.62;16;154;0.95
2159;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2007;65;0.4;9;142;0.57
2160;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2008;50;0.29;7;141;0.4
2161;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2009;45;0.27;7;142;0.39
2162;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2010;30;0.16;4;160;0.26
2163;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2004;2190;0.71;262;120;0.85
2164;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2005;2490;0.79;301;121;0.96
2165;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2006;2620;0.82;345;132;1.08
2166;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2007;1945;0.6;271;139;0.83
2167;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2008;1370;0.41;196;143;0.58
2168;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2009;1050;0.3;159;151;0.46
2169;Totaal mannen en vrouwen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2010;995;0.28;156;157;0.44
2170;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2004;2055;1.04;248;121;1.26
2171;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2005;2340;1.14;282;120;1.37
2172;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2006;2460;1.15;326;133;1.53
2173;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2007;1825;0.82;255;140;1.15
2174;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2008;1290;0.56;185;144;0.8
2175;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2009;1005;0.42;153;152;0.63
2176;Totaal mannen en vrouwen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2010;955;0.38;150;157;0.59
2177;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2004;130;0.12;13;102;0.12
2178;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2005;155;0.14;19;125;0.18
2179;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2006;160;0.15;18;115;0.17
2180;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2007;125;0.12;17;136;0.16
2181;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2008;80;0.08;11;137;0.1
2182;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2009;40;0.04;6;133;0.05
2183;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2010;45;0.04;7;148;0.06
2184;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal huishoudens;2004;32485;5.07;4743;146;7.41
2185;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal huishoudens;2005;30395;4.64;3811;125;5.82
2186;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal huishoudens;2006;30555;4.57;3986;130;5.96
2187;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal huishoudens;2007;35260;5.16;5362;152;7.85
2188;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal huishoudens;2008;32760;4.67;5162;158;7.36
2189;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal huishoudens;2009;29965;4.18;4763;159;6.64
2190;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal huishoudens;2010;30140;4.08;4946;164;6.7
2191;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénpersoonshuishoudens;2004;16890;5.64;2719;161;9.08
2192;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénpersoonshuishoudens;2005;13820;4.5;1849;134;6.03
2193;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénpersoonshuishoudens;2006;13305;4.22;1801;135;5.71
2194;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénpersoonshuishoudens;2007;15815;4.89;2580;163;7.99
2195;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénpersoonshuishoudens;2008;14930;4.5;2501;168;7.54
2196;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénpersoonshuishoudens;2009;13230;3.9;2257;171;6.66
2197;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénpersoonshuishoudens;2010;13660;3.93;2411;176;6.94
2198;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2004;2655;7.93;374;141;11.16
2199;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2005;2670;7.93;355;133;10.54
2200;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2006;2720;8.04;394;145;11.64
2201;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2007;2835;8.42;461;162;13.68
2202;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2008;2560;7.51;430;168;12.62
2203;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2009;2375;6.96;421;177;12.33
2204;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2010;2295;6.65;418;182;12.13
2205;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénouderhuishoudens;2004;1575;9.15;214;136;12.44
2206;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénouderhuishoudens;2005;1545;9.01;210;136;12.25
2207;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénouderhuishoudens;2006;1550;8.97;219;142;12.7
2208;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénouderhuishoudens;2007;1655;9.66;268;162;15.68
2209;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénouderhuishoudens;2008;1495;8.66;252;169;14.63
2210;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénouderhuishoudens;2009;1375;8.01;246;179;14.38
2211;Totaal mannen en vrouwen;80 jaar of ouder;6;Eénouderhuishoudens;2010;1345;7.82;253;188;14.68
2212;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar met kinderen;2004;1085;6.64;160;148;9.8
2213;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar met kinderen;2005;1125;6.81;145;129;8.75
2214;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar met kinderen;2006;1170;7.08;175;149;10.54
2215;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar met kinderen;2007;1185;7.15;192;162;11.61
2216;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar met kinderen;2008;1065;6.33;178;167;10.55
2217;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar met kinderen;2009;1000;5.91;174;174;10.26
2218;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar met kinderen;2010;950;5.49;166;175;9.59
2219;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2004;12935;4.21;1651;128;5.37
2220;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2005;13905;4.43;1607;116;5.11
2221;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2006;14530;4.54;1791;123;5.6
2222;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2007;16610;5.1;2321;140;7.12
2223;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2008;15275;4.55;2231;146;6.65
2224;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2009;14360;4.17;2085;145;6.06
2225;Totaal mannen en vrouwen;80 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2010;14185;3.98;2117;149;5.94
2226;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar zonder kinderen;2004;11995;6.06;1469;122;7.42
2227;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar zonder kinderen;2005;12995;6.32;1447;111;7.03
2228;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar zonder kinderen;2006;13630;6.39;1595;117;7.48
2229;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar zonder kinderen;2007;15475;6.99;2027;131;9.15
2230;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar zonder kinderen;2008;14205;6.13;1938;136;8.36
2231;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar zonder kinderen;2009;13330;5.52;1834;138;7.59
2232;Totaal mannen en vrouwen;80 jaar of ouder;6;Huishoudens met paar zonder kinderen;2010;13280;5.24;1903;143;7.51
2233;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige huishoudens zonder kinderen;2004;940;0.86;182;193;1.66
2234;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige huishoudens zonder kinderen;2005;910;0.84;161;176;1.48
2235;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige huishoudens zonder kinderen;2006;900;0.84;196;218;1.84
2236;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige huishoudens zonder kinderen;2007;1135;1.09;294;259;2.81
2237;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige huishoudens zonder kinderen;2008;1070;1.03;293;274;2.82
2238;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige huishoudens zonder kinderen;2009;1025;1.0;252;245;2.45
2239;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige huishoudens zonder kinderen;2010;905;0.88;214;236;2.08
2240;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal huishoudens;2004;71460;11.16;21932;307;34.26
2241;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal huishoudens;2005;75200;11.49;24326;323;37.15
2242;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal huishoudens;2006;77830;11.63;26551;341;39.67
2243;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal huishoudens;2007;68765;10.07;24421;355;35.77
2244;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal huishoudens;2008;56460;8.05;20392;361;29.07
2245;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal huishoudens;2009;46785;6.52;17358;371;24.2
2246;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal huishoudens;2010;41600;5.63;15644;376;21.19
2247;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénpersoonshuishoudens;2004;53610;17.91;16854;314;56.3
2248;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénpersoonshuishoudens;2005;56825;18.52;18836;331;61.39
2249;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénpersoonshuishoudens;2006;59510;18.86;20744;349;65.76
2250;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénpersoonshuishoudens;2007;54285;16.8;19547;360;60.49
2251;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénpersoonshuishoudens;2008;44935;13.55;16432;366;49.54
2252;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénpersoonshuishoudens;2009;37055;10.93;13901;375;41.0
2253;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénpersoonshuishoudens;2010;32975;9.49;12531;380;36.05
2254;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huishoudens met kinderen;2004;2530;7.55;789;312;23.55
2255;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huishoudens met kinderen;2005;2535;7.53;832;328;24.7
2256;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huishoudens met kinderen;2006;2395;7.09;841;351;24.88
2257;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huishoudens met kinderen;2007;1850;5.49;690;373;20.47
2258;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huishoudens met kinderen;2008;1525;4.47;567;372;16.65
2259;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huishoudens met kinderen;2009;1205;3.53;461;384;13.53
2260;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huishoudens met kinderen;2010;970;2.82;382;393;11.08
2261;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénouderhuishoudens;2004;1595;9.28;512;321;29.79
2262;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénouderhuishoudens;2005;1565;9.12;540;345;31.46
2263;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénouderhuishoudens;2006;1480;8.57;534;361;30.94
2264;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénouderhuishoudens;2007;1140;6.67;440;385;25.68
2265;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénouderhuishoudens;2008;975;5.66;364;373;21.12
2266;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénouderhuishoudens;2009;750;4.39;291;387;16.97
2267;Totaal mannen en vrouwen;80 jaar of ouder;7;Eénouderhuishoudens;2010;615;3.57;240;390;13.94
2268;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar met kinderen;2004;935;5.73;277;296;16.97
2269;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar met kinderen;2005;975;5.89;292;300;17.69
2270;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar met kinderen;2006;920;5.55;307;335;18.56
2271;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar met kinderen;2007;705;4.27;250;354;15.09
2272;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar met kinderen;2008;545;3.25;203;371;12.06
2273;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar met kinderen;2009;450;2.66;170;378;10.05
2274;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar met kinderen;2010;360;2.07;142;397;8.23
2275;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huish. zonder kinderen;2004;15325;4.98;4290;280;13.95
2276;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huish. zonder kinderen;2005;15840;5.04;4658;294;14.82
2277;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huish. zonder kinderen;2006;15920;4.98;4965;312;15.52
2278;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huish. zonder kinderen;2007;12635;3.88;4185;331;12.84
2279;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huish. zonder kinderen;2008;10000;2.98;3393;339;10.11
2280;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huish. zonder kinderen;2009;8525;2.48;2996;351;8.7
2281;Totaal mannen en vrouwen;80 jaar of ouder;7;Totaal meerpers.huish. zonder kinderen;2010;7650;2.15;2731;357;7.66
2282;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar zonder kinderen;2004;14030;7.09;3676;262;18.57
2283;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar zonder kinderen;2005;14175;6.89;3891;275;18.91
2284;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar zonder kinderen;2006;14280;6.7;4161;291;19.51
2285;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar zonder kinderen;2007;11175;5.05;3475;311;15.69
2286;Totaal mannen en vrouwen;80 jaar of ouder;7;Huishoudens met paar zonder kinderen;2008;8875;3.83;2832;319;12.22
