ID;Geslacht;Leeftijd;Herkomstgroepering;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstroomInArbeidAlsWerknemer_1;UitstroomUitArbeidAlsWerknemer_2
1089;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;28 september 2012 tot 27 september 2013;0.4;0.6
1090;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;27 september 2013 tot 26 september 2014;0.4;0.7
1091;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid in het buitenland;26 september 2014 tot 25 september 2015;0.5;0.4
1092;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;28 september 2001 tot 27 september 2002;4.2;5.6
1093;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;27 september 2002 tot 26 september 2003;3.9;5.3
1094;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;26 september 2003 tot 24 september 2004;3.6;5.7
1095;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;24 september 2004 tot 30 september 2005;3.8;5.7
1096;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;30 september 2005 tot 29 september 2006;4.3;7.7
1097;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;29 september 2006 tot 28 september 2007;5.1;6.7
1098;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;28 september 2007 tot 26 september 2008;5.0;7.9
1099;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;26 september 2008 tot 25 september 2009;5.0;8.2
1100;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;25 september 2009 tot 24 september 2010;6.4;7.6
1101;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;24 september 2010 tot 30 september 2011;5.6;7.6
1102;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;30 september 2011 tot 28 september 2012;5.1;8.0
1103;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;28 september 2012 tot 27 september 2013;5.1;8.2
1104;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;27 september 2013 tot 26 september 2014;5.7;7.9
1105;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit arbeid als zelfstandige;26 september 2014 tot 25 september 2015;6.6;8.3
1106;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;28 september 2001 tot 27 september 2002;9.4;16.7
1107;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;27 september 2002 tot 26 september 2003;8.1;19.9
1108;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;26 september 2003 tot 24 september 2004;9.9;19.7
1109;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;24 september 2004 tot 30 september 2005;11.9;16.6
1110;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;30 september 2005 tot 29 september 2006;14.3;14.3
1111;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;29 september 2006 tot 28 september 2007;12.8;11.9
1112;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;28 september 2007 tot 26 september 2008;11.0;12.8
1113;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;26 september 2008 tot 25 september 2009;8.3;23.9
1114;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;25 september 2009 tot 24 september 2010;12.8;22.1
1115;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;24 september 2010 tot 30 september 2011;13.9;20.8
1116;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;30 september 2011 tot 28 september 2012;12.2;24.3
1117;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;28 september 2012 tot 27 september 2013;12.2;28.8
1118;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;27 september 2013 tot 26 september 2014;15.6;26.5
1119;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit uitkering totaal;26 september 2014 tot 25 september 2015;17.2;25.4
1120;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;28 september 2001 tot 27 september 2002;2.0;5.1
1121;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;27 september 2002 tot 26 september 2003;1.7;4.9
1122;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;26 september 2003 tot 24 september 2004;1.6;4.6
1123;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;24 september 2004 tot 30 september 2005;1.8;3.2
1124;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;30 september 2005 tot 29 september 2006;1.9;3.2
1125;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;29 september 2006 tot 28 september 2007;1.7;2.5
1126;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;28 september 2007 tot 26 september 2008;1.5;2.6
1127;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;26 september 2008 tot 25 september 2009;1.1;3.1
1128;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;25 september 2009 tot 24 september 2010;1.1;2.9
1129;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;24 september 2010 tot 30 september 2011;1.3;2.8
1130;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;30 september 2011 tot 28 september 2012;1.1;2.9
1131;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;28 september 2012 tot 27 september 2013;0.9;2.9
1132;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;27 september 2013 tot 26 september 2014;1.0;2.6
1133;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit AO-uitkering;26 september 2014 tot 25 september 2015;1.1;2.3
1134;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;28 september 2001 tot 27 september 2002;2.1;5.8
1135;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;27 september 2002 tot 26 september 2003;2.8;9.4
1136;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;26 september 2003 tot 24 september 2004;4.7;9.7
1137;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;24 september 2004 tot 30 september 2005;6.1;8.3
1138;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;30 september 2005 tot 29 september 2006;6.8;6.3
1139;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;29 september 2006 tot 28 september 2007;5.6;5.2
1140;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;28 september 2007 tot 26 september 2008;4.6;5.5
1141;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;26 september 2008 tot 25 september 2009;3.2;14.1
1142;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;25 september 2009 tot 24 september 2010;7.7;12.5
1143;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;24 september 2010 tot 30 september 2011;7.8;11.8
1144;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;30 september 2011 tot 28 september 2012;6.9;15.1
1145;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;28 september 2012 tot 27 september 2013;7.6;19.4
1146;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;27 september 2013 tot 26 september 2014;10.4;17.8
1147;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit WW-uitkering;26 september 2014 tot 25 september 2015;11.3;17.2
1148;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;28 september 2001 tot 27 september 2002;3.6;2.5
1149;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;27 september 2002 tot 26 september 2003;2.5;2.9
1150;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;26 september 2003 tot 24 september 2004;2.6;2.5
1151;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;24 september 2004 tot 30 september 2005;3.1;2.2
1152;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;30 september 2005 tot 29 september 2006;4.3;1.6
1153;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;29 september 2006 tot 28 september 2007;4.2;1.6
1154;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;28 september 2007 tot 26 september 2008;3.6;1.7
1155;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;26 september 2008 tot 25 september 2009;2.7;3.0
1156;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;25 september 2009 tot 24 september 2010;2.7;3.0
1157;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;24 september 2010 tot 30 september 2011;3.2;2.8
1158;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;30 september 2011 tot 28 september 2012;2.7;2.5
1159;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;28 september 2012 tot 27 september 2013;2.3;3.0
1160;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;27 september 2013 tot 26 september 2014;2.9;2.7
1161;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit bijstandsuitkering;26 september 2014 tot 25 september 2015;3.2;2.5
1162;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;28 september 2001 tot 27 september 2002;2.3;4.9
1163;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;27 september 2002 tot 26 september 2003;1.9;4.8
1164;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;26 september 2003 tot 24 september 2004;1.8;5.0
1165;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;24 september 2004 tot 30 september 2005;1.8;4.5
1166;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;30 september 2005 tot 29 september 2006;2.3;4.4
1167;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;29 september 2006 tot 28 september 2007;2.2;3.5
1168;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;28 september 2007 tot 26 september 2008;2.0;3.9
1169;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;26 september 2008 tot 25 september 2009;1.6;5.2
1170;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;25 september 2009 tot 24 september 2010;1.8;5.1
1171;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;24 september 2010 tot 30 september 2011;2.4;4.7
1172;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;30 september 2011 tot 28 september 2012;2.0;5.3
1173;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;28 september 2012 tot 27 september 2013;1.8;5.6
1174;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;27 september 2013 tot 26 september 2014;2.0;5.2
1175;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit andere uitkering;26 september 2014 tot 25 september 2015;2.3;5.2
1176;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;28 september 2001 tot 27 september 2002;1.5;6.9
1177;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;27 september 2002 tot 26 september 2003;1.5;6.5
1178;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;26 september 2003 tot 24 september 2004;1.5;8.6
1179;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;24 september 2004 tot 30 september 2005;1.6;7.4
1180;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;30 september 2005 tot 29 september 2006;1.9;10.1
1181;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;29 september 2006 tot 28 september 2007;2.0;6.5
1182;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;28 september 2007 tot 26 september 2008;2.1;7.3
1183;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;26 september 2008 tot 25 september 2009;1.8;8.4
1184;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;25 september 2009 tot 24 september 2010;1.8;8.3
1185;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;24 september 2010 tot 30 september 2011;2.6;8.1
1186;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;30 september 2011 tot 28 september 2012;1.6;9.1
1187;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;28 september 2012 tot 27 september 2013;1.7;8.8
1188;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;27 september 2013 tot 26 september 2014;1.6;8.7
1189;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten uit pensioen;26 september 2014 tot 25 september 2015;1.6;8.6
1190;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;28 september 2001 tot 27 september 2002;37.3;28.6
1191;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;27 september 2002 tot 26 september 2003;33.1;27.1
1192;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;26 september 2003 tot 24 september 2004;30.1;27.1
1193;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;24 september 2004 tot 30 september 2005;33.6;24.6
1194;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;30 september 2005 tot 29 september 2006;37.4;27.7
1195;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;29 september 2006 tot 28 september 2007;42.5;23.2
1196;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;28 september 2007 tot 26 september 2008;39.4;26.1
1197;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;26 september 2008 tot 25 september 2009;35.4;28.6
1198;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;25 september 2009 tot 24 september 2010;36.1;25.4
1199;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;24 september 2010 tot 30 september 2011;39.9;24.1
1200;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;30 september 2011 tot 28 september 2012;34.6;25.7
1201;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;28 september 2012 tot 27 september 2013;33.0;25.3
1202;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;27 september 2013 tot 26 september 2014;36.0;23.9
1203;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig totaal;26 september 2014 tot 25 september 2015;38.4;24.5
1204;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;28 september 2001 tot 27 september 2002;19.1;9.3
1205;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;27 september 2002 tot 26 september 2003;17.0;9.4
1206;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;26 september 2003 tot 24 september 2004;16.5;9.2
1207;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;24 september 2004 tot 30 september 2005;18.4;8.6
1208;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;30 september 2005 tot 29 september 2006;20.4;9.1
1209;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;29 september 2006 tot 28 september 2007;22.5;8.4
1210;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;28 september 2007 tot 26 september 2008;21.7;9.4
1211;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;26 september 2008 tot 25 september 2009;19.1;10.9
1212;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;25 september 2009 tot 24 september 2010;20.1;10.0
1213;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;24 september 2010 tot 30 september 2011;21.1;9.8
1214;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;30 september 2011 tot 28 september 2012;20.2;10.1
1215;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;28 september 2012 tot 27 september 2013;18.9;10.5
1216;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;27 september 2013 tot 26 september 2014;20.6;9.9
1217;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: scholier / student;26 september 2014 tot 25 september 2015;22.2;9.7
1218;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: geen of anders;28 september 2001 tot 27 september 2002;18.2;19.3
1219;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: geen of anders;27 september 2002 tot 26 september 2003;16.2;17.7
1220;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: geen of anders;26 september 2003 tot 24 september 2004;13.6;17.8
1221;Totaal mannen en vrouwen;Totaal leeftijd;Westerse allochtoon;Inkomsten overig: geen of anders;24 september 2004 tot 30 september 2005;15.2;16.0
