ID;Sex;PersonalCharacteristics;RegisteredEmploymentUWV;Periods;LabourForceAndNotInTheLabourForce_1;EmployedLabourForce_2;WantToWorkMoreHoursAvailable_3;DoesnTWantMoreHoursOrNotAvailable_4;NotEmployedLabourForce_5;UnemployedLabourForce_6;PartTime_7;LessThan20HoursAWeek_8;LessThan12HoursAWeek_9;k_12To19HoursAWeek_10;k_20To34HoursAWeek_11;FullTime_12;Unknown_13;NotInTheLabourForce_14;AvailableToWorkButNotSeeking_15;BecauseOfDiscouragement_16;BecauseOfOtherReason_17;SeekingWorkButNotAvailable_18;NotSeekingWorkNotAvailable_19;WantToWork_20;DoesnTWantToOrCanTWork_21;BecauseOfFamilyHouseholdCare_22;BecauseOfEducation_23;BecauseOfRetirementOldAge_24;BecauseOfIllnessDisability_25;BecauseOfOtherReason_26
2920;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2021 1st quarter;371.0;98.0;13.0;85.0;272.0;32.0;19.0;3.0;1.0;1.0;16.0;9.0;4.0;240.0;16.0;3.0;13.0;11.0;213.0;;;17.0;16.0;14.0;128.0;38.0
2921;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2021 2nd quarter;365.0;103.0;6.0;97.0;262.0;30.0;13.0;3.0;1.0;2.0;9.0;13.0;4.0;232.0;19.0;3.0;16.0;10.0;204.0;;;21.0;19.0;14.0;128.0;21.0
2922;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2021 3rd quarter;356.0;113.0;11.0;101.0;244.0;20.0;12.0;3.0;1.0;2.0;9.0;7.0;1.0;223.0;15.0;3.0;12.0;11.0;198.0;;;18.0;15.0;15.0;137.0;12.0
2923;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2021 4th quarter;353.0;105.0;9.0;96.0;248.0;23.0;13.0;4.0;1.0;3.0;10.0;7.0;3.0;225.0;13.0;3.0;10.0;8.0;205.0;;;20.0;12.0;11.0;145.0;16.0
2924;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2021;361.0;105.0;10.0;95.0;257.0;26.0;14.0;3.0;1.0;2.0;11.0;9.0;3.0;230.0;16.0;3.0;13.0;10.0;205.0;;;19.0;15.0;13.0;135.0;22.0
2925;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2022 1st quarter;355.0;101.0;8.0;93.0;254.0;23.0;11.0;4.0;1.0;3.0;7.0;8.0;4.0;231.0;13.0;3.0;10.0;13.0;205.0;;;24.0;11.0;11.0;146.0;13.0
2926;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2022 2nd quarter;348.0;96.0;8.0;88.0;252.0;18.0;10.0;2.0;0.0;2.0;8.0;6.0;2.0;234.0;13.0;1.0;12.0;11.0;211.0;;;24.0;9.0;12.0;150.0;15.0
2927;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2022 3rd quarter;342.0;88.0;8.0;80.0;254.0;20.0;12.0;2.0;1.0;1.0;10.0;4.0;4.0;234.0;12.0;2.0;10.0;14.0;209.0;;;24.0;11.0;12.0;150.0;12.0
2928;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2022 4th quarter;339.0;92.0;10.0;82.0;247.0;21.0;13.0;3.0;1.0;2.0;10.0;6.0;2.0;227.0;9.0;2.0;7.0;13.0;204.0;;;25.0;13.0;10.0;146.0;10.0
2929;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2022;346.0;94.0;9.0;86.0;252.0;20.0;12.0;3.0;1.0;2.0;9.0;6.0;3.0;231.0;12.0;2.0;10.0;13.0;207.0;;;24.0;11.0;11.0;148.0;13.0
2930;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2023 1st quarter;346.0;90.0;10.0;81.0;256.0;21.0;10.0;3.0;1.0;2.0;7.0;9.0;2.0;234.0;9.0;1.0;8.0;9.0;216.0;;;24.0;17.0;11.0;150.0;14.0
2931;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2023 2nd quarter;353.0;92.0;8.0;84.0;261.0;21.0;11.0;3.0;1.0;2.0;8.0;8.0;2.0;240.0;10.0;1.0;9.0;11.0;219.0;;;23.0;15.0;10.0;154.0;16.0
2932;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2023 3rd quarter;354.0;88.0;7.0;81.0;266.0;20.0;9.0;2.0;0.0;1.0;8.0;9.0;2.0;246.0;10.0;1.0;9.0;7.0;229.0;;;25.0;19.0;9.0;159.0;17.0
2933;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2023 4th quarter;348.0;88.0;5.0;82.0;260.0;23.0;12.0;3.0;0.0;2.0;10.0;8.0;3.0;238.0;10.0;1.0;9.0;7.0;221.0;;;24.0;16.0;11.0;157.0;13.0
2934;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2023;350.0;90.0;8.0;82.0;261.0;21.0;11.0;3.0;1.0;2.0;8.0;8.0;2.0;239.0;10.0;1.0;9.0;9.0;221.0;;;24.0;17.0;10.0;155.0;15.0
2935;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2024 1st quarter;353.0;86.0;7.0;79.0;267.0;23.0;14.0;3.0;1.0;2.0;11.0;7.0;2.0;244.0;11.0;0.0;10.0;11.0;222.0;;;20.0;17.0;12.0;160.0;13.0
2936;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2024 2nd quarter;344.0;89.0;7.0;82.0;255.0;20.0;12.0;4.0;2.0;2.0;8.0;7.0;1.0;235.0;7.0;1.0;6.0;12.0;215.0;;;21.0;18.0;12.0;150.0;14.0
2937;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2024 3rd quarter;349.0;91.0;7.0;84.0;258.0;22.0;13.0;3.0;1.0;2.0;10.0;9.0;1.0;235.0;12.0;1.0;11.0;9.0;214.0;;;25.0;21.0;12.0;143.0;13.0
2938;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2024 4th quarter;352.0;87.0;6.0;81.0;265.0;18.0;12.0;3.0;1.0;2.0;9.0;5.0;1.0;247.0;13.0;1.0;12.0;11.0;223.0;;;23.0;19.0;11.0;155.0;15.0
2939;Total male and female;1 Primary, lower secondary;Registered at UWV, no WW benefit;2024;349.0;88.0;7.0;81.0;261.0;21.0;13.0;3.0;1.0;2.0;9.0;7.0;1.0;240.0;11.0;1.0;10.0;11.0;219.0;;;23.0;19.0;12.0;152.0;14.0
2940;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2013 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2941;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2013 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2942;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2013 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2943;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2013 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2944;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2013;;;;;;;;;;;;;;;;;;;;;;;;;;
2945;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2014 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2946;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2014 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2947;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2014 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2948;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2014 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2949;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2014;;;;;;;;;;;;;;;;;;;;;;;;;;
2950;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2015 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2951;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2015 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2952;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2015 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2953;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2015 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2954;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
2955;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2016 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2956;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2016 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2957;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2016 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2958;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2016 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2959;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2016;;;;;;;;;;;;;;;;;;;;;;;;;;
2960;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2017 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2961;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2017 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2962;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2017 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2963;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2017 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
2964;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2017;;;;;;;;;;;;;;;;;;;;;;;;;;
2965;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2018 1st quarter;3200.0;1722.0;121.0;1601.0;1477.0;115.0;95.0;74.0;57.0;17.0;21.0;16.0;4.0;1363.0;89.0;24.0;65.0;24.0;1250.0;41.0;1208.0;73.0;175.0;656.0;235.0;69.0
2966;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2018 2nd quarter;3179.0;1732.0;116.0;1616.0;1447.0;107.0;88.0;65.0;48.0;17.0;23.0;15.0;4.0;1340.0;74.0;20.0;54.0;30.0;1236.0;47.0;1188.0;75.0;147.0;652.0;237.0;77.0
2967;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2018 3rd quarter;3104.0;1724.0;114.0;1610.0;1380.0;103.0;82.0;61.0;44.0;17.0;21.0;17.0;3.0;1277.0;74.0;19.0;55.0;21.0;1182.0;40.0;1142.0;75.0;124.0;643.0;231.0;69.0
2968;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2018 4th quarter;3128.0;1735.0;103.0;1633.0;1393.0;95.0;77.0;60.0;47.0;13.0;17.0;15.0;3.0;1298.0;75.0;19.0;56.0;18.0;1205.0;38.0;1167.0;71.0;159.0;642.0;227.0;69.0
2969;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2018;3153.0;1728.0;114.0;1615.0;1424.0;105.0;85.0;65.0;49.0;16.0;20.0;16.0;4.0;1319.0;78.0;21.0;57.0;23.0;1218.0;41.0;1177.0;74.0;151.0;648.0;232.0;71.0
2970;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2019 1st quarter;3150.0;1745.0;113.0;1632.0;1404.0;97.0;75.0;61.0;47.0;15.0;14.0;16.0;5.0;1308.0;79.0;20.0;60.0;25.0;1204.0;41.0;1163.0;69.0;156.0;634.0;227.0;77.0
2971;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2019 2nd quarter;3150.0;1762.0;115.0;1647.0;1388.0;97.0;81.0;58.0;43.0;15.0;23.0;12.0;4.0;1291.0;64.0;16.0;48.0;32.0;1195.0;47.0;1149.0;66.0;150.0;630.0;229.0;74.0
2972;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2019 3rd quarter;3052.0;1713.0;102.0;1611.0;1339.0;93.0;75.0;56.0;40.0;17.0;18.0;12.0;6.0;1246.0;62.0;15.0;47.0;21.0;1163.0;40.0;1123.0;67.0;137.0;620.0;232.0;66.0
2973;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2019 4th quarter;3088.0;1739.0;101.0;1638.0;1349.0;105.0;90.0;72.0;50.0;22.0;18.0;11.0;4.0;1244.0;60.0;17.0;44.0;18.0;1165.0;43.0;1122.0;75.0;143.0;623.0;222.0;59.0
2974;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2019;3110.0;1740.0;108.0;1632.0;1370.0;98.0;80.0;62.0;45.0;17.0;18.0;13.0;5.0;1272.0;66.0;17.0;50.0;24.0;1182.0;43.0;1139.0;69.0;147.0;627.0;227.0;69.0
2975;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2020 1st quarter;3093.0;1732.0;95.0;1637.0;1361.0;97.0;82.0;59.0;45.0;14.0;23.0;11.0;4.0;1264.0;64.0;15.0;50.0;21.0;1179.0;35.0;1144.0;75.0;159.0;624.0;226.0;60.0
2976;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2020 2nd quarter;3041.0;1644.0;129.0;1515.0;1396.0;103.0;78.0;57.0;42.0;15.0;21.0;19.0;6.0;1293.0;88.0;28.0;60.0;23.0;1183.0;39.0;1144.0;63.0;146.0;631.0;229.0;75.0
2977;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2020 3rd quarter;2999.0;1650.0;111.0;1540.0;1348.0;114.0;92.0;71.0;52.0;19.0;21.0;17.0;4.0;1234.0;68.0;19.0;49.0;14.0;1152.0;32.0;1121.0;60.0;141.0;636.0;222.0;61.0
2978;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2020 4th quarter;2987.0;1632.0;102.0;1529.0;1356.0;101.0;88.0;72.0;57.0;15.0;16.0;11.0;3.0;1255.0;73.0;26.0;47.0;13.0;1168.0;32.0;1136.0;56.0;158.0;647.0;215.0;60.0
2979;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2020;3030.0;1665.0;109.0;1555.0;1365.0;104.0;85.0;65.0;49.0;16.0;20.0;15.0;4.0;1262.0;73.0;22.0;51.0;18.0;1171.0;34.0;1136.0;64.0;151.0;634.0;223.0;64.0
2980;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2021 1st quarter;3011.0;1672.0;155.0;1517.0;1339.0;105.0;79.0;59.0;40.0;19.0;20.0;14.0;12.0;1234.0;109.0;13.0;96.0;20.0;1105.0;;;92.0;166.0;616.0;194.0;37.0
2981;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2021 2nd quarter;3001.0;1668.0;161.0;1507.0;1333.0;100.0;79.0;56.0;34.0;22.0;23.0;9.0;12.0;1233.0;69.0;6.0;63.0;25.0;1138.0;;;87.0;145.0;670.0;209.0;27.0
2982;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2021 3rd quarter;2945.0;1655.0;120.0;1535.0;1291.0;89.0;69.0;51.0;32.0;19.0;17.0;11.0;9.0;1202.0;64.0;3.0;60.0;24.0;1114.0;;;76.0;119.0;668.0;226.0;25.0
2983;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2021 4th quarter;2956.0;1668.0;128.0;1540.0;1288.0;82.0;67.0;52.0;35.0;17.0;14.0;6.0;10.0;1206.0;68.0;6.0;62.0;23.0;1115.0;;;83.0;146.0;656.0;207.0;23.0
2984;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2021;2978.0;1666.0;141.0;1525.0;1313.0;94.0;73.0;55.0;35.0;19.0;19.0;10.0;11.0;1219.0;77.0;7.0;70.0;23.0;1118.0;;;84.0;144.0;653.0;209.0;28.0
2985;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2022 1st quarter;2995.0;1697.0;131.0;1566.0;1298.0;79.0;63.0;53.0;36.0;16.0;10.0;6.0;9.0;1219.0;62.0;4.0;59.0;20.0;1137.0;;;86.0;152.0;663.0;219.0;17.0
2986;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2022 2nd quarter;3042.0;1784.0;149.0;1635.0;1258.0;77.0;58.0;45.0;29.0;16.0;12.0;11.0;9.0;1181.0;53.0;3.0;50.0;25.0;1103.0;;;84.0;129.0;643.0;226.0;22.0
2987;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2022 3rd quarter;2915.0;1718.0;126.0;1592.0;1197.0;88.0;65.0;49.0;31.0;18.0;16.0;11.0;12.0;1108.0;62.0;2.0;60.0;23.0;1023.0;;;88.0;105.0;613.0;199.0;19.0
2988;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2022 4th quarter;2976.0;1759.0;129.0;1630.0;1217.0;84.0;68.0;49.0;31.0;18.0;18.0;7.0;10.0;1132.0;74.0;6.0;68.0;18.0;1041.0;;;84.0;128.0;607.0;205.0;18.0
2989;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2022;2982.0;1740.0;134.0;1606.0;1242.0;82.0;64.0;49.0;32.0;17.0;14.0;9.0;10.0;1160.0;63.0;4.0;59.0;21.0;1076.0;;;85.0;129.0;631.0;212.0;19.0
2990;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2023 1st quarter;3094.0;1828.0;151.0;1678.0;1265.0;88.0;68.0;55.0;41.0;14.0;13.0;10.0;10.0;1177.0;65.0;7.0;58.0;25.0;1087.0;;;83.0;140.0;625.0;213.0;26.0
2991;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2023 2nd quarter;3111.0;1881.0;175.0;1706.0;1230.0;95.0;76.0;55.0;37.0;18.0;22.0;11.0;8.0;1134.0;53.0;5.0;48.0;24.0;1057.0;;;83.0;126.0;609.0;215.0;24.0
2992;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2023 3rd quarter;3050.0;1870.0;137.0;1733.0;1181.0;89.0;67.0;49.0;33.0;16.0;19.0;12.0;10.0;1092.0;57.0;2.0;55.0;22.0;1013.0;;;82.0;96.0;599.0;215.0;22.0
2993;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2023 4th quarter;3078.0;1880.0;154.0;1725.0;1198.0;92.0;67.0;50.0;32.0;18.0;17.0;11.0;14.0;1106.0;59.0;3.0;56.0;24.0;1023.0;;;81.0;120.0;573.0;225.0;23.0
2994;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2023;3083.0;1865.0;154.0;1710.0;1218.0;91.0;70.0;52.0;36.0;16.0;18.0;11.0;10.0;1127.0;58.0;4.0;54.0;24.0;1045.0;;;82.0;121.0;601.0;217.0;24.0
2995;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2024 1st quarter;3117.0;1905.0;161.0;1744.0;1212.0;98.0;70.0;50.0;30.0;20.0;20.0;14.0;14.0;1114.0;64.0;5.0;60.0;19.0;1030.0;;;89.0;131.0;562.0;224.0;23.0
2996;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2024 2nd quarter;3111.0;1902.0;162.0;1741.0;1208.0;104.0;74.0;47.0;29.0;18.0;27.0;13.0;17.0;1105.0;62.0;3.0;60.0;26.0;1016.0;;;86.0;116.0;558.0;231.0;26.0
2997;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2024 3rd quarter;2988.0;1826.0;141.0;1685.0;1162.0;93.0;68.0;47.0;32.0;16.0;20.0;13.0;13.0;1069.0;62.0;3.0;58.0;22.0;985.0;;;80.0;103.0;560.0;219.0;23.0
2998;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2024 4th quarter;3004.0;1840.0;145.0;1696.0;1164.0;87.0;72.0;55.0;37.0;18.0;18.0;8.0;7.0;1076.0;60.0;5.0;55.0;18.0;999.0;;;86.0;126.0;548.0;219.0;21.0
2999;Total male and female;1 Primary, lower secondary;Not registered at an employment office;2024;3055.0;1869.0;152.0;1716.0;1186.0;96.0;71.0;50.0;32.0;18.0;21.0;12.0;13.0;1091.0;62.0;4.0;58.0;21.0;1008.0;;;85.0;119.0;557.0;223.0;23.0
3000;Total male and female;2 Upper secondary;Total;2013 1st quarter;5075.0;3583.0;377.0;3207.0;1492.0;305.0;161.0;58.0;30.0;28.0;103.0;138.0;5.0;1187.0;128.0;40.0;88.0;46.0;1013.0;64.0;949.0;79.0;79.0;489.0;231.0;72.0
3001;Total male and female;2 Upper secondary;Total;2013 2nd quarter;5104.0;3589.0;363.0;3226.0;1515.0;314.0;171.0;59.0;27.0;32.0;112.0;136.0;7.0;1200.0;125.0;33.0;92.0;59.0;1016.0;66.0;950.0;75.0;74.0;503.0;231.0;66.0
3002;Total male and female;2 Upper secondary;Total;2013 3rd quarter;5097.0;3607.0;384.0;3223.0;1490.0;307.0;168.0;62.0;31.0;31.0;106.0;132.0;7.0;1184.0;140.0;39.0;101.0;55.0;989.0;61.0;928.0;72.0;78.0;497.0;217.0;64.0
3003;Total male and female;2 Upper secondary;Total;2013 4th quarter;5071.0;3572.0;381.0;3191.0;1499.0;309.0;168.0;64.0;29.0;35.0;104.0;134.0;7.0;1190.0;133.0;38.0;95.0;45.0;1011.0;56.0;955.0;71.0;95.0;496.0;225.0;68.0
3004;Total male and female;2 Upper secondary;Total;2013;5087.0;3588.0;376.0;3212.0;1499.0;309.0;167.0;61.0;29.0;32.0;106.0;135.0;7.0;1190.0;131.0;37.0;94.0;51.0;1007.0;62.0;946.0;74.0;81.0;496.0;226.0;68.0
3005;Total male and female;2 Upper secondary;Total;2014 1st quarter;5036.0;3513.0;395.0;3118.0;1524.0;341.0;181.0;59.0;31.0;28.0;122.0;153.0;8.0;1182.0;131.0;38.0;93.0;42.0;1010.0;61.0;948.0;73.0;93.0;492.0;221.0;69.0
3006;Total male and female;2 Upper secondary;Total;2014 2nd quarter;5056.0;3539.0;380.0;3159.0;1517.0;322.0;169.0;53.0;24.0;29.0;115.0;143.0;10.0;1195.0;120.0;44.0;76.0;58.0;1017.0;66.0;951.0;70.0;91.0;497.0;221.0;73.0
3007;Total male and female;2 Upper secondary;Total;2014 3rd quarter;5097.0;3592.0;371.0;3222.0;1505.0;299.0;163.0;49.0;24.0;25.0;114.0;125.0;11.0;1206.0;136.0;46.0;90.0;56.0;1014.0;64.0;950.0;70.0;90.0;508.0;214.0;67.0
3008;Total male and female;2 Upper secondary;Total;2014 4th quarter;5032.0;3552.0;371.0;3181.0;1480.0;309.0;172.0;63.0;31.0;31.0;110.0;126.0;10.0;1171.0;121.0;37.0;83.0;43.0;1008.0;64.0;944.0;65.0;99.0;492.0;221.0;66.0
3009;Total male and female;2 Upper secondary;Total;2014;5056.0;3549.0;379.0;3170.0;1506.0;318.0;171.0;56.0;28.0;29.0;115.0;137.0;10.0;1189.0;127.0;41.0;86.0;50.0;1012.0;64.0;949.0;70.0;93.0;498.0;219.0;69.0
3010;Total male and female;2 Upper secondary;Total;2015 1st quarter;4975.0;3507.0;382.0;3125.0;1469.0;316.0;172.0;60.0;31.0;29.0;112.0;134.0;10.0;1152.0;114.0;41.0;73.0;50.0;988.0;63.0;925.0;67.0;94.0;480.0;221.0;63.0
3011;Total male and female;2 Upper secondary;Total;2015 2nd quarter;4996.0;3531.0;372.0;3159.0;1464.0;295.0;168.0;48.0;22.0;26.0;120.0;116.0;11.0;1170.0;113.0;49.0;64.0;64.0;993.0;65.0;928.0;72.0;85.0;490.0;217.0;64.0
3012;Total male and female;2 Upper secondary;Total;2015 3rd quarter;5043.0;3582.0;365.0;3217.0;1461.0;287.0;169.0;56.0;28.0;28.0;114.0;108.0;9.0;1174.0;116.0;48.0;69.0;65.0;994.0;71.0;923.0;68.0;92.0;483.0;214.0;66.0
3013;Total male and female;2 Upper secondary;Total;2015 4th quarter;5005.0;3542.0;370.0;3172.0;1463.0;285.0;173.0;57.0;26.0;31.0;116.0;105.0;8.0;1178.0;121.0;49.0;73.0;55.0;1002.0;59.0;943.0;68.0;112.0;491.0;211.0;62.0
3014;Total male and female;2 Upper secondary;Total;2015;5005.0;3540.0;372.0;3168.0;1464.0;296.0;171.0;55.0;27.0;28.0;115.0;116.0;10.0;1169.0;116.0;47.0;69.0;58.0;994.0;64.0;930.0;69.0;96.0;486.0;216.0;63.0
3015;Total male and female;2 Upper secondary;Total;2016 1st quarter;4986.0;3521.0;358.0;3163.0;1465.0;298.0;177.0;60.0;25.0;35.0;118.0;112.0;9.0;1166.0;122.0;49.0;73.0;46.0;998.0;64.0;935.0;72.0;111.0;488.0;202.0;60.0
3016;Total male and female;2 Upper secondary;Total;2016 2nd quarter;5004.0;3553.0;354.0;3199.0;1451.0;269.0;162.0;53.0;23.0;30.0;109.0;94.0;12.0;1182.0;107.0;44.0;63.0;64.0;1010.0;59.0;952.0;71.0;89.0;501.0;219.0;72.0
3017;Total male and female;2 Upper secondary;Total;2016 3rd quarter;5076.0;3618.0;345.0;3273.0;1459.0;243.0;151.0;52.0;21.0;31.0;99.0;86.0;7.0;1215.0;121.0;40.0;81.0;61.0;1033.0;60.0;974.0;70.0;94.0;521.0;211.0;78.0
3018;Total male and female;2 Upper secondary;Total;2016 4th quarter;5055.0;3602.0;320.0;3282.0;1453.0;239.0;147.0;60.0;31.0;28.0;88.0;82.0;10.0;1214.0;112.0;41.0;71.0;49.0;1053.0;59.0;994.0;63.0;113.0;526.0;220.0;71.0
3019;Total male and female;2 Upper secondary;Total;2016;5030.0;3573.0;344.0;3229.0;1457.0;262.0;159.0;56.0;25.0;31.0;103.0;93.0;10.0;1194.0;116.0;44.0;72.0;55.0;1024.0;60.0;964.0;69.0;102.0;509.0;213.0;70.0
3020;Total male and female;2 Upper secondary;Total;2017 1st quarter;5036.0;3580.0;327.0;3253.0;1456.0;240.0;147.0;55.0;27.0;28.0;92.0;82.0;11.0;1216.0;101.0;37.0;64.0;52.0;1063.0;58.0;1005.0;66.0;117.0;523.0;233.0;66.0
3021;Total male and female;2 Upper secondary;Total;2017 2nd quarter;5046.0;3618.0;320.0;3298.0;1428.0;223.0;140.0;53.0;21.0;32.0;86.0;75.0;8.0;1206.0;96.0;31.0;65.0;57.0;1053.0;54.0;999.0;66.0;101.0;515.0;251.0;66.0
3022;Total male and female;2 Upper secondary;Total;2017 3rd quarter;5098.0;3667.0;322.0;3345.0;1431.0;209.0;131.0;47.0;25.0;22.0;84.0;67.0;11.0;1222.0;94.0;33.0;61.0;58.0;1070.0;69.0;1000.0;69.0;102.0;515.0;250.0;65.0
3023;Total male and female;2 Upper secondary;Total;2017 4th quarter;5041.0;3624.0;317.0;3307.0;1417.0;197.0;124.0;45.0;22.0;24.0;79.0;62.0;10.0;1221.0;99.0;34.0;65.0;53.0;1068.0;63.0;1006.0;74.0;120.0;513.0;236.0;63.0
3024;Total male and female;2 Upper secondary;Total;2017;5055.0;3622.0;321.0;3301.0;1433.0;217.0;136.0;50.0;24.0;26.0;85.0;72.0;10.0;1216.0;97.0;34.0;64.0;55.0;1064.0;61.0;1003.0;69.0;110.0;517.0;243.0;65.0
3025;Total male and female;2 Upper secondary;Total;2018 1st quarter;5007.0;3595.0;297.0;3298.0;1413.0;193.0;124.0;47.0;25.0;22.0;76.0;62.0;7.0;1220.0;93.0;40.0;53.0;51.0;1077.0;62.0;1015.0;75.0;119.0;522.0;240.0;58.0
3026;Total male and female;2 Upper secondary;Total;2018 2nd quarter;4983.0;3618.0;293.0;3326.0;1365.0;169.0;112.0;43.0;22.0;22.0;69.0;51.0;6.0;1196.0;73.0;31.0;42.0;60.0;1064.0;61.0;1003.0;73.0;114.0;503.0;244.0;69.0
3027;Total male and female;2 Upper secondary;Total;2018 3rd quarter;5045.0;3676.0;271.0;3405.0;1370.0;155.0;99.0;37.0;18.0;18.0;63.0;46.0;9.0;1215.0;79.0;24.0;55.0;67.0;1068.0;55.0;1013.0;76.0;105.0;520.0;249.0;63.0
