ID;Geslacht;PositieInDeWerkkring;Persoonskenmerken;Thuiswerken;Perioden;WerkzameBeroepsbevolking_1
1947;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Meestal of soms thuiswerken;2024;81
1948;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2021;35
1949;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2022;30
1950;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2023;29
1951;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2024;29
1952;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2021;33
1953;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2022;41
1954;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2023;47
1955;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2024;52
1956;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2021;660
1957;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2022;723
1958;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2023;782
1959;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2024;768
1960;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Totaal;2021;1028
1961;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Totaal;2022;1071
1962;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Totaal;2023;1071
1963;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Totaal;2024;1037
1964;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Meestal of soms thuiswerken;2021;252
1965;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Meestal of soms thuiswerken;2022;252
1966;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Meestal of soms thuiswerken;2023;233
1967;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Meestal of soms thuiswerken;2024;219
1968;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Meestal thuiswerken;2021;102
1969;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Meestal thuiswerken;2022;82
1970;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Meestal thuiswerken;2023;60
1971;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Meestal thuiswerken;2024;52
1972;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Soms thuiswerken;2021;150
1973;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Soms thuiswerken;2022;170
1974;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Soms thuiswerken;2023;173
1975;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Soms thuiswerken;2024;167
1976;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Niet thuiswerken;2021;776
1977;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Niet thuiswerken;2022;819
1978;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Niet thuiswerken;2023;838
1979;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;Niet thuiswerken;2024;819
1980;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Totaal;2021;805
1981;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Totaal;2022;807
1982;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Totaal;2023;786
1983;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Totaal;2024;778
1984;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Meestal of soms thuiswerken;2021;534
1985;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Meestal of soms thuiswerken;2022;520
1986;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Meestal of soms thuiswerken;2023;490
1987;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Meestal of soms thuiswerken;2024;472
1988;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Meestal thuiswerken;2021;238
1989;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Meestal thuiswerken;2022;140
1990;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Meestal thuiswerken;2023;102
1991;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Meestal thuiswerken;2024;91
1992;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Soms thuiswerken;2021;296
1993;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Soms thuiswerken;2022;380
1994;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Soms thuiswerken;2023;388
1995;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Soms thuiswerken;2024;381
1996;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Niet thuiswerken;2021;271
1997;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Niet thuiswerken;2022;287
1998;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Niet thuiswerken;2023;297
1999;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;Niet thuiswerken;2024;306
2000;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Totaal;2021;18
2001;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Totaal;2022;18
2002;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Totaal;2023;21
2003;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Totaal;2024;19
2004;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Meestal of soms thuiswerken;2021;4
2005;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Meestal of soms thuiswerken;2022;4
2006;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Meestal of soms thuiswerken;2023;6
2007;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Meestal of soms thuiswerken;2024;4
2008;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Meestal thuiswerken;2021;2
2009;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Meestal thuiswerken;2022;2
2010;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Meestal thuiswerken;2023;2
2011;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Meestal thuiswerken;2024;1
2012;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Soms thuiswerken;2021;2
2013;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Soms thuiswerken;2022;2
2014;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Soms thuiswerken;2023;4
2015;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Soms thuiswerken;2024;2
2016;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Niet thuiswerken;2021;14
2017;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Niet thuiswerken;2022;14
2018;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Niet thuiswerken;2023;15
2019;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;Niet thuiswerken;2024;15
2020;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Totaal;2021;1697
2021;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Totaal;2022;1759
2022;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Totaal;2023;1807
2023;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Totaal;2024;1795
2024;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Meestal of soms thuiswerken;2021;406
2025;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Meestal of soms thuiswerken;2022;393
2026;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Meestal of soms thuiswerken;2023;377
2027;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Meestal of soms thuiswerken;2024;365
2028;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Meestal thuiswerken;2021;172
2029;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Meestal thuiswerken;2022;127
2030;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Meestal thuiswerken;2023;102
2031;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Meestal thuiswerken;2024;90
2032;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Soms thuiswerken;2021;233
2033;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Soms thuiswerken;2022;266
2034;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Soms thuiswerken;2023;275
2035;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Soms thuiswerken;2024;275
2036;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Niet thuiswerken;2021;1291
2037;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Niet thuiswerken;2022;1366
2038;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Niet thuiswerken;2023;1430
2039;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;Niet thuiswerken;2024;1430
2040;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Totaal;2021;583
2041;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Totaal;2022;568
2042;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Totaal;2023;580
2043;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Totaal;2024;588
2044;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Meestal of soms thuiswerken;2021;80
2045;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Meestal of soms thuiswerken;2022;66
2046;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Meestal of soms thuiswerken;2023;64
2047;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Meestal of soms thuiswerken;2024;58
2048;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Meestal thuiswerken;2021;42
2049;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Meestal thuiswerken;2022;31
2050;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Meestal thuiswerken;2023;27
2051;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Meestal thuiswerken;2024;28
2052;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Soms thuiswerken;2021;38
2053;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Soms thuiswerken;2022;35
2054;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Soms thuiswerken;2023;37
2055;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Soms thuiswerken;2024;30
2056;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Niet thuiswerken;2021;503
2057;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Niet thuiswerken;2022;502
2058;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Niet thuiswerken;2023;516
2059;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;Niet thuiswerken;2024;530
2060;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Totaal;2021;958
2061;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Totaal;2022;970
2062;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Totaal;2023;977
2063;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Totaal;2024;990
2064;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2021;144
2065;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2022;128
2066;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2023;114
2067;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2024;113
2068;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2021;67
2069;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2022;52
2070;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2023;44
2071;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2024;46
2072;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2021;77
2073;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2022;77
2074;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2023;70
2075;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2024;67
2076;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2021;814
2077;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2022;842
2078;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2023;863
2079;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2024;877
2080;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Totaal;2021;375
2081;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Totaal;2022;403
2082;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Totaal;2023;397
2083;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Totaal;2024;402
2084;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2021;64
2085;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2022;62
2086;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2023;50
2087;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2024;55
2088;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2021;25
2089;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2022;21
2090;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2023;17
2091;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2024;18
2092;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2021;39
2093;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2022;42
2094;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2023;33
2095;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2024;37
2096;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2021;311
2097;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2022;340
2098;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2023;346
2099;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2024;347
2100;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Totaal;2021;738
2101;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Totaal;2022;788
2102;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Totaal;2023;830
2103;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Totaal;2024;805
2104;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2021;262
2105;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2022;265
2106;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2023;263
2107;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2024;252
2108;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2021;106
2109;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2022;75
2110;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2023;58
2111;Totaal mannen en vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2024;44
