ID;BedrijfstakkenBranchesSBI2008;Seizoencorrectie;Marges;Perioden;OmzetAfgelopen3Maanden_1;OmzetKomende3Maanden_2;VerkoopprTarievenKomende3Mnd_3;InkoopordersKomende3Mnd_4;PersoneelssterkteAfgelopen3Mnd_5;PersoneelssterkteKomende3Mnd_6;InvesteringenVerslagjaar_7;EconomischKlimaatAfgelopen3Mnd_8;EconomischKlimaatKomende3Mnd_9;WinstgevendheidAfgelopen3Mnd_10
9394;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 februari;;;;;;;;;;
9395;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 maart;;;;;;;;;;
9396;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 april;;;;;;;;;;
9397;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 mei;;;;;;;;;;
9398;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 juni;;;;;;;;;;
9399;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 juli;;;;;;;;;;
9400;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 augustus;;;;;;;;;;
9401;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 september;;;;;;;;;;
9402;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 oktober;;;;;;;;;;
9403;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 november;;;;;;;;;;
9404;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 december;;;;;;;;;;
9405;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 januari;5.3;16.6;4.7;-3.2;0.7;0.7;6.2;-2.1;7.7;0.1
9406;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 februari;12.4;9.8;-1.2;0.3;;-1.7;;;7.7;
9407;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 maart;19.4;16.3;4.5;6.6;;-0.5;;;14.9;
9408;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 april;23.7;16.3;5.5;7.5;10.2;-0.9;8.0;15.3;16.1;9.2
9409;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 mei;19.2;15.7;-1.1;3.3;;0.0;;;11.0;
9410;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 juni;15.0;19.3;-1.1;12.1;;2.3;;;12.6;
9411;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 juli;15.4;21.4;-0.8;10.2;10.6;5.6;-3.1;2.4;11.1;-2.4
9412;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 augustus;20.6;16.1;1.7;2.4;;5.6;;;10.3;
9413;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 september;11.0;23.9;9.2;9.8;;3.2;;;13.8;
9414;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 oktober;18.5;25.4;4.7;15.4;11.3;7.5;17.9;-1.6;10.8;-1.5
9415;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 november;17.9;24.3;4.2;17.0;;7.4;;;5.8;
9416;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 december;16.5;22.3;4.6;13.5;;8.5;;;4.7;
9417;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 januari;27.5;4.9;-4.1;0.6;9.3;1.2;10.8;10.6;16.2;5.0
9418;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 februari;21.0;15.0;2.1;13.0;;8.1;;;6.7;
9419;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 maart;15.8;24.0;6.5;17.1;;12.4;;;21.2;
9420;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 april;34.5;26.1;4.2;15.3;12.3;6.3;11.5;5.1;10.4;3.8
9421;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 mei;17.7;32.6;5.3;16.5;;8.5;;;19.7;
9422;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 juni;19.9;19.7;8.1;12.3;;8.9;;;9.8;
9423;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 juli;27.2;15.2;8.4;12.1;12.1;6.9;6.5;15.8;13.0;15.1
9424;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 augustus;18.4;18.9;14.4;9.1;;2.1;;;15.0;
9425;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 september;27.3;13.8;11.0;1.0;;8.1;;;13.7;
9426;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 oktober;20.2;24.9;14.3;10.3;7.3;9.6;17.7;16.9;16.8;17.0
9427;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 november;43.3;31.2;9.0;15.2;;8.0;;;20.5;
9428;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 december;24.9;21.6;5.5;13.8;;7.6;;;20.2;
9429;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 januari;26.8;20.3;5.6;17.9;13.7;7.4;13.9;15.9;12.8;11.0
9430;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 februari;27.4;22.3;5.5;17.2;;10.5;;;16.3;
9431;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 maart;23.2;21.0;5.0;13.3;;7.5;;;12.0;
9432;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 april;22.3;17.2;6.7;4.5;10.9;6.6;12.6;16.2;16.5;11.8
9433;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 mei;23.0;19.5;5.0;10.8;;9.3;;;15.3;
9434;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 juni;22.0;24.9;2.9;14.5;;9.1;;;9.2;
9435;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 juli;10.2;30.3;5.7;21.2;9.9;4.5;12.8;11.3;10.8;12.7
9436;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 augustus;26.2;30.2;1.9;21.7;;9.6;;;6.6;
9437;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 september;27.3;13.9;4.3;12.6;;10.1;;;4.6;
9438;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 oktober;23.3;21.2;5.5;22.5;14.4;6.5;14.2;11.1;8.9;9.1
9439;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 november;27.9;23.9;11.2;20.0;;11.8;;;15.6;
9440;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 december;24.7;28.8;3.4;27.9;;13.6;;;16.6;
9441;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 januari;35.2;21.1;2.4;16.8;13.8;10.8;17.6;22.0;20.5;18.3
9442;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 februari;36.4;25.6;5.6;15.9;;11.0;;;15.5;
9443;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 maart;32.0;24.8;4.8;14.6;;12.2;;;13.4;
9444;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 april;32.0;22.4;4.3;14.4;13.9;12.6;28.6;21.0;13.8;15.8
9445;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 mei;25.2;33.0;8.4;21.6;;13.0;;;11.8;
9446;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 juni;36.1;29.4;5.8;20.9;;12.7;;;14.1;
9447;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 juli;27.9;29.8;6.7;20.0;17.9;13.6;21.3;13.7;13.9;13.3
9448;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 augustus;23.1;28.7;7.3;25.0;;13.3;;;11.4;
9449;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 september;24.1;27.5;6.5;22.0;;11.3;;;11.0;
9450;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 oktober;33.0;25.2;2.3;17.8;13.6;12.0;23.0;15.9;18.7;10.2
9451;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 november;26.3;18.6;1.0;20.8;;13.2;;;10.1;
9452;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 december;32.1;26.2;2.4;22.9;;13.6;;;11.9;
9453;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 januari;24.7;34.9;4.9;24.4;23.5;16.4;22.0;18.9;12.7;12.7
9454;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 februari;19.8;32.6;4.3;20.1;;14.8;;;13.3;
9455;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 maart;29.7;24.1;1.1;19.9;;14.6;;;12.8;
9456;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 april;13.5;23.7;5.1;19.9;14.1;16.4;18.5;11.5;9.3;6.7
9457;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 mei;21.4;20.3;6.8;16.5;;16.2;;;11.1;
9458;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 juni;23.5;19.0;6.1;19.7;;12.6;;;11.0;
9459;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 juli;14.9;22.4;6.5;15.9;19.6;16.2;20.3;13.8;8.8;5.9
9460;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 augustus;24.7;20.7;7.2;14.3;;11.7;;;9.2;
9461;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 september;26.3;25.7;6.2;13.1;;18.9;;;12.7;
9462;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 oktober;27.4;29.5;9.1;18.1;15.4;22.7;25.3;13.5;13.6;9.3
9463;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 november;20.3;26.8;12.5;18.4;;16.1;;;8.2;
9464;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 december;28.5;28.3;26.5;17.7;;16.4;;;8.1;
9465;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 januari;18.1;35.5;32.6;19.7;12.8;12.3;12.0;4.5;3.5;2.8
9466;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 februari;26.9;25.6;17.7;17.8;;17.6;;;7.4;
9467;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 maart;25.8;29.9;12.1;19.8;;17.9;;;6.2;
9468;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 april;19.1;24.9;5.3;17.9;15.0;17.4;19.9;4.9;2.8;6.4
9469;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 mei;36.0;13.5;5.9;13.4;;13.3;;;6.9;
9470;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 juni;22.9;21.5;7.3;10.7;;12.8;;;5.8;
9471;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 juli;25.0;20.2;8.6;14.7;14.2;13.7;17.7;8.6;6.1;7.9
9472;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 augustus;24.2;16.0;8.2;6.9;;7.6;;;8.9;
9473;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 september;20.0;18.9;7.3;16.0;;11.1;;;5.7;
9474;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 oktober;30.1;17.2;6.2;11.1;9.7;11.7;10.0;-0.1;3.8;6.0
9475;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 november;23.4;22.2;10.6;11.6;;11.8;;;6.2;
9476;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 december;20.0;17.4;11.7;6.9;;13.1;;;6.8;
9477;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 januari;20.6;21.5;8.1;25.0;8.2;12.5;13.7;11.4;7.9;7.9
9478;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 februari;23.3;22.9;9.4;15.1;;19.4;;;7.4;
9479;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 maart;21.3;13.3;8.5;14.3;;8.5;;;-7.0;
9480;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 april;28.7;-35.4;-0.8;-29.2;4.5;-10.2;-13.9;-5.8;-32.4;-8.5
9481;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 mei;24.3;-14.4;4.3;-9.5;;-8.6;;;-7.2;
9482;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 juni;11.0;27.3;7.7;15.5;;3.8;;;13.4;
9483;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 juli;11.1;22.3;6.3;11.4;-1.8;0.3;-6.1;9.9;8.0;-2.6
9484;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 augustus;21.1;19.8;2.6;16.7;;6.7;;;12.2;
9485;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 september;31.4;18.3;5.2;14.3;;10.7;;;3.9;
9486;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 oktober;21.6;7.6;1.2;8.4;0.8;-0.1;3.2;14.2;-3.2;17.6
9487;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 november;14.7;5.0;1.8;8.5;;7.2;;;-6.1;
9488;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 december;2.3;14.7;2.3;4.7;;9.2;;;-0.1;
9489;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 januari;4.9;-2.0;1.6;2.1;9.0;9.7;7.2;-1.2;-5.5;-1.5
9490;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 februari;3.2;-4.0;1.9;-12.6;;5.7;;;-1.8;
9491;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 maart;2.3;5.3;2.2;4.5;;9.2;;;5.8;
9492;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 april;12.1;12.0;7.1;10.9;3.3;4.4;11.3;-9.7;13.6;-13.8
9493;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 mei;6.7;23.0;11.0;16.8;;7.4;;;27.0;
9494;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 juni;13.6;45.3;15.7;33.3;;16.1;;;26.9;
9495;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 juli;15.7;19.6;26.9;18.4;14.2;14.9;24.2;18.2;11.3;12.1
9496;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 augustus;0.8;20.1;17.2;16.9;;17.4;;;10.3;
9497;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 september;15.8;15.2;23.7;15.2;;32.2;;;12.0;
9498;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 oktober;13.8;15.2;37.9;24.6;16.9;18.1;15.2;10.1;10.1;11.8
9499;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 november;18.2;14.4;44.2;14.6;;13.4;;;8.7;
9500;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 december;26.3;17.3;39.1;16.1;;9.4;;;-0.3;
9501;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 januari;14.3;-4.6;37.6;15.7;14.0;5.1;6.3;9.7;-4.4;1.8
9502;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 februari;17.5;20.2;49.2;11.9;;13.7;;;13.0;
9503;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 maart;12.0;17.3;56.0;14.9;;10.5;;;-2.6;
9504;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 april;7.7;25.6;63.6;27.7;6.3;16.8;9.6;-5.8;-4.4;-3.7
9505;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 mei;13.8;12.2;61.8;20.4;;14.6;;;-5.2;
9506;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 juni;15.7;9.4;43.8;6.3;;14.8;;;-7.1;
9507;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 juli;21.6;6.7;62.4;19.0;0.1;4.8;6.7;-10.6;-10.2;-8.9
9508;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 augustus;33.5;13.3;60.4;19.7;;7.8;;;-10.8;
9509;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 september;18.6;14.2;59.1;18.6;;4.5;;;-19.2;
9510;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 oktober;11.8;15.1;65.6;12.6;3.4;5.5;-8.1;-18.3;-28.1;-22.9
9511;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 november;23.1;18.4;57.6;18.6;;4.7;;;-15.1;
9512;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 december;21.9;28.2;58.2;21.9;;2.7;;;-25.6;
9513;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 januari;27.0;4.6;53.8;9.7;0.3;3.3;-0.9;-20.3;-16.9;-14.8
9514;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 februari;17.7;16.1;48.1;26.1;;3.6;;;-2.1;
9515;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 maart;31.6;18.0;37.0;19.5;;3.5;;;-0.3;
9516;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 april;29.0;11.6;32.8;3.7;-1.9;3.3;6.6;-4.2;-3.2;-5.0
9517;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 mei;25.2;16.5;34.7;9.6;;5.6;;-6.9;-1.4;
9518;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 juni;22.2;37.3;24.8;17.9;;3.3;;2.2;-4.4;
9519;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 juli;25.7;17.5;21.8;9.6;2.7;5.2;2.9;-1.0;-3.2;1.4
9520;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 augustus;23.0;9.6;18.3;7.6;;4.4;;0.5;-3.8;
9521;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 september;6.9;18.1;17.3;15.5;;1.4;;-5.8;-5.1;
9522;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 oktober;15.2;24.9;24.2;19.6;-6.7;-1.4;35.7;-10.1;-2.0;-9.4
9523;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 november;13.8;23.9;14.4;18.2;;5.4;;-7.4;1.0;
9524;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 december;22.8;-4.0;16.0;-15.0;;4.0;;-7.2;-2.3;
9525;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 januari;22.7;0.1;12.3;3.5;3.2;6.8;15.0;-4.4;1.4;-4.5
9526;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 februari;27.8;18.4;9.7;6.2;;7.6;;-0.8;1.4;
9527;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 maart;6.5;6.6;9.4;6.7;;6.8;;-1.3;-4.2;
9528;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 april;17.0;7.6;9.5;6.2;2.2;0.9;-1.3;-7.2;0.1;-14.0
9529;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 mei;1.9;4.8;9.3;0.9;;-1.9;;-2.0;-3.6;
9530;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 juni;3.1;6.9;10.2;-1.3;;0.0;;-4.1;-1.7;
9531;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 juli;14.1;-0.5;12.3;-8.3;-2.2;-1.2;5.8;-6.3;-4.4;-0.1
9532;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 augustus;10.8;-5.2;12.0;-5.5;;2.5;;-7.2;-5.2;
9533;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 september;-12.3;13.0;9.7;13.2;;2.7;;-6.1;-2.3;
9534;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 oktober;-2.9;16.8;10.6;17.7;-0.6;-1.7;7.9;-5.4;3.3;-1.0
9535;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 november;12.6;18.0;8.8;20.0;;-2.7;;-5.8;-1.6;
9536;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 december;7.0;27.8;9.0;20.2;;5.7;;-4.3;4.2;
9537;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2025 januari;23.0;4.4;19.6;7.5;-7.7;4.0;3.5;-6.2;-1.7;4.0
9538;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2025 februari;26.7;10.4;19.7;10.9;;12.4;;-4.4;-1.2;
9539;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2025 maart;24.2;20.2;10.7;21.8;;2.6;;-2.9;-3.4;
9540;H-S Dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 januari;1.4;-7.7;21.6;-9.3;-13.4;-8.8;-10.5;-26.1;-21.7;-10.2
9541;H-S Dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 februari;-2.3;-2.1;9.3;-6.5;-14.8;-7.0;;-24.5;-14.8;
9542;H-S Dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 maart;-15.8;8.9;2.9;-1.5;-15.1;-4.5;;-25.6;-10.3;
9543;H-S Dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 april;-10.6;10.9;2.6;0.6;-16.4;-5.4;-9.0;-24.9;-5.9;-15.8
9544;H-S Dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 mei;-6.8;8.9;1.8;-5.3;-14.5;-8.7;;-20.6;-14.8;
9545;H-S Dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 juni;-2.9;-2.4;-0.3;-9.8;-15.1;-12.3;;-24.4;-16.5;
9546;H-S Dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 juli;8.9;-3.7;0.9;-6.7;-13.4;-16.5;-10.3;-21.4;-17.7;-19.5
9547;H-S Dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 augustus;5.5;-1.2;0.8;-10.3;-14.0;-17.9;;-17.1;-13.9;
9548;H-S Dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 september;-7.5;7.7;0.3;-4.3;-16.9;-19.4;;-17.8;-15.2;
9549;H-S Dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 oktober;-6.7;4.8;6.0;-8.3;-14.7;-17.4;-7.8;-20.5;-14.8;-21.1
