ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
2383;Total male and female;Total persons;31-33 Other manufacturing and repair;2018;185
2384;Total male and female;Total persons;31-33 Other manufacturing and repair;2019 1st quarter;179
2385;Total male and female;Total persons;31-33 Other manufacturing and repair;2019 2nd quarter;190
2386;Total male and female;Total persons;31-33 Other manufacturing and repair;2019 3rd quarter;186
2387;Total male and female;Total persons;31-33 Other manufacturing and repair;2019 4th quarter;191
2388;Total male and female;Total persons;31-33 Other manufacturing and repair;2019;186
2389;Total male and female;Total persons;31-33 Other manufacturing and repair;2020 1st quarter;187
2390;Total male and female;Total persons;31-33 Other manufacturing and repair;2020 2nd quarter;185
2391;Total male and female;Total persons;31-33 Other manufacturing and repair;2020 3rd quarter;185
2392;Total male and female;Total persons;31-33 Other manufacturing and repair;2020 4th quarter;188
2393;Total male and female;Total persons;31-33 Other manufacturing and repair;2020;186
2394;Total male and female;Total persons;31-33 Other manufacturing and repair;2021 1st quarter;141
2395;Total male and female;Total persons;31-33 Other manufacturing and repair;2021 2nd quarter;151
2396;Total male and female;Total persons;31-33 Other manufacturing and repair;2021 3rd quarter;140
2397;Total male and female;Total persons;31-33 Other manufacturing and repair;2021 4th quarter;159
2398;Total male and female;Total persons;31-33 Other manufacturing and repair;2021;148
2399;Total male and female;Total persons;31-33 Other manufacturing and repair;2022 1st quarter;148
2400;Total male and female;Total persons;D Energy supply;2003 1st quarter;31
2401;Total male and female;Total persons;D Energy supply;2003 2nd quarter;27
2402;Total male and female;Total persons;D Energy supply;2003 3rd quarter;28
2403;Total male and female;Total persons;D Energy supply;2003 4th quarter;26
2404;Total male and female;Total persons;D Energy supply;2003;28
2405;Total male and female;Total persons;D Energy supply;2004 1st quarter;25
2406;Total male and female;Total persons;D Energy supply;2004 2nd quarter;28
2407;Total male and female;Total persons;D Energy supply;2004 3rd quarter;30
2408;Total male and female;Total persons;D Energy supply;2004 4th quarter;29
2409;Total male and female;Total persons;D Energy supply;2004;28
2410;Total male and female;Total persons;D Energy supply;2005 1st quarter;33
2411;Total male and female;Total persons;D Energy supply;2005 2nd quarter;32
2412;Total male and female;Total persons;D Energy supply;2005 3rd quarter;31
2413;Total male and female;Total persons;D Energy supply;2005 4th quarter;35
2414;Total male and female;Total persons;D Energy supply;2005;33
2415;Total male and female;Total persons;D Energy supply;2006 1st quarter;36
2416;Total male and female;Total persons;D Energy supply;2006 2nd quarter;36
2417;Total male and female;Total persons;D Energy supply;2006 3rd quarter;35
2418;Total male and female;Total persons;D Energy supply;2006 4th quarter;35
2419;Total male and female;Total persons;D Energy supply;2006;35
2420;Total male and female;Total persons;D Energy supply;2007 1st quarter;33
2421;Total male and female;Total persons;D Energy supply;2007 2nd quarter;32
2422;Total male and female;Total persons;D Energy supply;2007 3rd quarter;33
2423;Total male and female;Total persons;D Energy supply;2007 4th quarter;32
2424;Total male and female;Total persons;D Energy supply;2007;33
2425;Total male and female;Total persons;D Energy supply;2008 1st quarter;32
2426;Total male and female;Total persons;D Energy supply;2008 2nd quarter;32
2427;Total male and female;Total persons;D Energy supply;2008 3rd quarter;35
2428;Total male and female;Total persons;D Energy supply;2008 4th quarter;35
2429;Total male and female;Total persons;D Energy supply;2008;33
2430;Total male and female;Total persons;D Energy supply;2009 1st quarter;34
2431;Total male and female;Total persons;D Energy supply;2009 2nd quarter;34
2432;Total male and female;Total persons;D Energy supply;2009 3rd quarter;40
2433;Total male and female;Total persons;D Energy supply;2009 4th quarter;38
2434;Total male and female;Total persons;D Energy supply;2009;37
2435;Total male and female;Total persons;D Energy supply;2010 1st quarter;37
2436;Total male and female;Total persons;D Energy supply;2010 2nd quarter;41
2437;Total male and female;Total persons;D Energy supply;2010 3rd quarter;37
2438;Total male and female;Total persons;D Energy supply;2010 4th quarter;37
2439;Total male and female;Total persons;D Energy supply;2010;38
2440;Total male and female;Total persons;D Energy supply;2011 1st quarter;35
2441;Total male and female;Total persons;D Energy supply;2011 2nd quarter;35
2442;Total male and female;Total persons;D Energy supply;2011 3rd quarter;32
2443;Total male and female;Total persons;D Energy supply;2011 4th quarter;37
2444;Total male and female;Total persons;D Energy supply;2011;35
2445;Total male and female;Total persons;D Energy supply;2012 1st quarter;39
2446;Total male and female;Total persons;D Energy supply;2012 2nd quarter;39
2447;Total male and female;Total persons;D Energy supply;2012 3rd quarter;41
2448;Total male and female;Total persons;D Energy supply;2012 4th quarter;40
2449;Total male and female;Total persons;D Energy supply;2012;40
2450;Total male and female;Total persons;D Energy supply;2013 1st quarter;35
2451;Total male and female;Total persons;D Energy supply;2013 2nd quarter;30
2452;Total male and female;Total persons;D Energy supply;2013 3rd quarter;31
2453;Total male and female;Total persons;D Energy supply;2013 4th quarter;32
2454;Total male and female;Total persons;D Energy supply;2013;32
2455;Total male and female;Total persons;D Energy supply;2014 1st quarter;31
2456;Total male and female;Total persons;D Energy supply;2014 2nd quarter;28
2457;Total male and female;Total persons;D Energy supply;2014 3rd quarter;25
2458;Total male and female;Total persons;D Energy supply;2014 4th quarter;27
2459;Total male and female;Total persons;D Energy supply;2014;28
2460;Total male and female;Total persons;D Energy supply;2015 1st quarter;25
2461;Total male and female;Total persons;D Energy supply;2015 2nd quarter;27
2462;Total male and female;Total persons;D Energy supply;2015 3rd quarter;29
2463;Total male and female;Total persons;D Energy supply;2015 4th quarter;32
2464;Total male and female;Total persons;D Energy supply;2015;28
2465;Total male and female;Total persons;D Energy supply;2016 1st quarter;34
2466;Total male and female;Total persons;D Energy supply;2016 2nd quarter;33
2467;Total male and female;Total persons;D Energy supply;2016 3rd quarter;34
2468;Total male and female;Total persons;D Energy supply;2016 4th quarter;31
2469;Total male and female;Total persons;D Energy supply;2016;33
2470;Total male and female;Total persons;D Energy supply;2017 1st quarter;30
2471;Total male and female;Total persons;D Energy supply;2017 2nd quarter;30
2472;Total male and female;Total persons;D Energy supply;2017 3rd quarter;29
2473;Total male and female;Total persons;D Energy supply;2017 4th quarter;32
2474;Total male and female;Total persons;D Energy supply;2017;30
2475;Total male and female;Total persons;D Energy supply;2018 1st quarter;29
2476;Total male and female;Total persons;D Energy supply;2018 2nd quarter;33
2477;Total male and female;Total persons;D Energy supply;2018 3rd quarter;31
2478;Total male and female;Total persons;D Energy supply;2018 4th quarter;31
2479;Total male and female;Total persons;D Energy supply;2018;31
2480;Total male and female;Total persons;D Energy supply;2019 1st quarter;35
2481;Total male and female;Total persons;D Energy supply;2019 2nd quarter;34
2482;Total male and female;Total persons;D Energy supply;2019 3rd quarter;36
2483;Total male and female;Total persons;D Energy supply;2019 4th quarter;36
2484;Total male and female;Total persons;D Energy supply;2019;35
2485;Total male and female;Total persons;D Energy supply;2020 1st quarter;34
2486;Total male and female;Total persons;D Energy supply;2020 2nd quarter;29
2487;Total male and female;Total persons;D Energy supply;2020 3rd quarter;27
2488;Total male and female;Total persons;D Energy supply;2020 4th quarter;29
2489;Total male and female;Total persons;D Energy supply;2020;30
2490;Total male and female;Total persons;D Energy supply;2021 1st quarter;42
2491;Total male and female;Total persons;D Energy supply;2021 2nd quarter;38
2492;Total male and female;Total persons;D Energy supply;2021 3rd quarter;42
2493;Total male and female;Total persons;D Energy supply;2021 4th quarter;43
2494;Total male and female;Total persons;D Energy supply;2021;41
2495;Total male and female;Total persons;D Energy supply;2022 1st quarter;42
2496;Total male and female;Total persons;35 Energy supply;2003 1st quarter;31
2497;Total male and female;Total persons;35 Energy supply;2003 2nd quarter;27
2498;Total male and female;Total persons;35 Energy supply;2003 3rd quarter;28
2499;Total male and female;Total persons;35 Energy supply;2003 4th quarter;26
2500;Total male and female;Total persons;35 Energy supply;2003;28
2501;Total male and female;Total persons;35 Energy supply;2004 1st quarter;25
2502;Total male and female;Total persons;35 Energy supply;2004 2nd quarter;28
2503;Total male and female;Total persons;35 Energy supply;2004 3rd quarter;30
2504;Total male and female;Total persons;35 Energy supply;2004 4th quarter;29
2505;Total male and female;Total persons;35 Energy supply;2004;28
2506;Total male and female;Total persons;35 Energy supply;2005 1st quarter;33
2507;Total male and female;Total persons;35 Energy supply;2005 2nd quarter;32
2508;Total male and female;Total persons;35 Energy supply;2005 3rd quarter;31
2509;Total male and female;Total persons;35 Energy supply;2005 4th quarter;35
2510;Total male and female;Total persons;35 Energy supply;2005;33
2511;Total male and female;Total persons;35 Energy supply;2006 1st quarter;36
2512;Total male and female;Total persons;35 Energy supply;2006 2nd quarter;36
2513;Total male and female;Total persons;35 Energy supply;2006 3rd quarter;35
2514;Total male and female;Total persons;35 Energy supply;2006 4th quarter;35
2515;Total male and female;Total persons;35 Energy supply;2006;35
2516;Total male and female;Total persons;35 Energy supply;2007 1st quarter;33
2517;Total male and female;Total persons;35 Energy supply;2007 2nd quarter;32
2518;Total male and female;Total persons;35 Energy supply;2007 3rd quarter;33
2519;Total male and female;Total persons;35 Energy supply;2007 4th quarter;32
2520;Total male and female;Total persons;35 Energy supply;2007;33
2521;Total male and female;Total persons;35 Energy supply;2008 1st quarter;32
2522;Total male and female;Total persons;35 Energy supply;2008 2nd quarter;32
2523;Total male and female;Total persons;35 Energy supply;2008 3rd quarter;35
2524;Total male and female;Total persons;35 Energy supply;2008 4th quarter;35
2525;Total male and female;Total persons;35 Energy supply;2008;33
2526;Total male and female;Total persons;35 Energy supply;2009 1st quarter;34
2527;Total male and female;Total persons;35 Energy supply;2009 2nd quarter;34
2528;Total male and female;Total persons;35 Energy supply;2009 3rd quarter;40
2529;Total male and female;Total persons;35 Energy supply;2009 4th quarter;38
2530;Total male and female;Total persons;35 Energy supply;2009;37
2531;Total male and female;Total persons;35 Energy supply;2010 1st quarter;37
2532;Total male and female;Total persons;35 Energy supply;2010 2nd quarter;41
2533;Total male and female;Total persons;35 Energy supply;2010 3rd quarter;37
2534;Total male and female;Total persons;35 Energy supply;2010 4th quarter;37
