ID;SIC93;Periods;Production_1;AverageDailyProduction_2;ProductionSeasonallyAdjusted_3;DevelopmentProduction_4;DevelopmentAverageDailyProduction_5;DevelopmentSeasonallyAdjusted_6;ShortTermDevelopmentAverageDaily_7;ShortTermDevelopmentSeasonallyAdj_8;TotalTurnover_9;DomesticSales_10;InternationalSales_11;TotalOrders_12;DomesticOrders_13;ForeignOrders_14
2635;18 Manufacture of clothing;1996 January;90.1;90.3;;-11.7;-11.4;;;;112.8;95.9;144.8;60.8;61.6;59.3
2636;18 Manufacture of clothing;1996 February;74.6;72.0;;-9.4;-13.5;;;;124.2;107.9;155.3;125.4;111.4;151.7
2637;18 Manufacture of clothing;1996 March;106.3;106.4;;-12.5;-12.2;;;;125.1;116.1;142.3;111.4;102.0;128.9
2638;18 Manufacture of clothing;1996 1st quarter;90.3;89.6;108.0;-11.4;-12.3;-17.1;;;120.7;106.6;147.5;99.2;91.7;113.3
2639;18 Manufacture of clothing;1996 April;121.9;122.1;;-7.3;-7.0;;;;88.2;85.0;94.3;75.4;76.6;73.2
2640;18 Manufacture of clothing;1996 May;113.9;114.1;;-16.0;-15.8;;;;81.6;79.1;86.4;81.1;83.7;76.3
2641;18 Manufacture of clothing;1996 June;121.3;121.4;;-12.0;-11.8;;;;84.3;70.3;111.0;96.9;63.1;160.1
2642;18 Manufacture of clothing;1996 2nd quarter;119.1;119.2;117.8;-11.8;-11.6;9.0;;;84.7;78.1;97.2;84.5;74.5;103.2
2643;18 Manufacture of clothing;1996 July;98.4;101.5;;-9.4;-10.9;;;;93.7;86.2;107.9;91.3;78.8;114.8
2644;18 Manufacture of clothing;1996 August;97.7;96.4;;-2.9;-0.7;;;;100.9;98.4;105.6;113.9;120.7;101.2
2645;18 Manufacture of clothing;1996 September;143.1;142.6;;-15.2;-15.0;;;;115.8;95.5;154.3;128.2;109.0;164.1
2646;18 Manufacture of clothing;1996 3rd quarter;113.1;113.5;112.2;-10.3;-10.1;-4.8;;;103.5;93.4;122.6;111.1;102.8;126.7
2647;18 Manufacture of clothing;1996 October;136.3;136.5;;-6.4;-6.2;;;;103.8;90.8;128.5;109.2;99.9;126.6
2648;18 Manufacture of clothing;1996 November;110.8;111.0;;-15.8;-15.5;;;;86.1;75.1;107.0;88.1;79.8;103.6
2649;18 Manufacture of clothing;1996 December;136.2;136.3;;-15.1;-14.9;;;;71.9;69.7;76.1;64.7;63.5;66.9
2650;18 Manufacture of clothing;1996 4th quarter;127.7;127.9;112.3;-12.4;-12.2;0.1;;;87.3;78.5;103.9;87.3;81.1;99.0
2651;18 Manufacture of clothing;1996;112.5;112.5;112.5;-11.5;-11.5;-11.5;;;99.0;89.2;117.8;95.5;87.5;110.6
2652;18 Manufacture of clothing;1997 January;88.4;88.4;;-1.9;-2.1;;;;86.2;81.3;95.6;71.4;67.8;78.1
2653;18 Manufacture of clothing;1997 February;71.1;72.0;;-4.7;0.0;;;;103.6;101.2;108.1;105.2;109.4;97.4
2654;18 Manufacture of clothing;1997 March;103.3;103.3;;-2.8;-3.0;;;;105.0;104.6;105.8;109.5;98.1;130.9
2655;18 Manufacture of clothing;1997 1st quarter;87.6;87.9;109.3;-3.0;-1.9;-2.7;;;98.3;95.7;103.2;95.4;91.8;102.1
2656;18 Manufacture of clothing;1997 April;106.8;106.7;;-12.4;-12.6;;;;81.4;81.3;81.7;80.5;83.2;75.3
2657;18 Manufacture of clothing;1997 May;114.7;114.7;;0.7;0.5;;;;67.5;66.9;68.5;60.9;65.4;52.5
2658;18 Manufacture of clothing;1997 June;111.0;111.0;;-8.5;-8.6;;;;63.8;65.3;60.9;65.9;67.7;62.6
2659;18 Manufacture of clothing;1997 2nd quarter;110.8;110.8;107.3;-6.9;-7.1;-1.8;;;70.9;71.2;70.4;69.1;72.1;63.5
2660;18 Manufacture of clothing;1997 July;97.2;95.4;;-1.2;-6.0;;;;81.1;76.3;90.2;81.9;76.2;92.7
2661;18 Manufacture of clothing;1997 August;77.4;79.3;;-20.7;-17.8;;;;109.3;103.3;120.8;95.7;84.3;117.1
2662;18 Manufacture of clothing;1997 September;131.3;130.7;;-8.2;-8.4;;;;114.1;108.0;125.7;140.0;131.5;156.0
2663;18 Manufacture of clothing;1997 3rd quarter;102.0;101.8;100.4;-9.8;-10.3;-6.4;;;101.5;95.9;112.2;105.9;97.3;121.9
2664;18 Manufacture of clothing;1997 October;139.7;139.7;;2.5;2.4;;;;105.3;99.1;117.1;111.5;108.8;116.5
2665;18 Manufacture of clothing;1997 November;107.2;107.2;;-3.3;-3.4;;;;79.2;72.2;92.4;86.1;78.0;101.4
2666;18 Manufacture of clothing;1997 December;132.1;132.0;;-3.0;-3.2;;;;67.8;69.4;64.8;62.8;68.4;52.4
2667;18 Manufacture of clothing;1997 4th quarter;126.3;126.3;109.8;-1.1;-1.3;9.4;;;84.1;80.2;91.4;86.8;85.1;90.1
2668;18 Manufacture of clothing;1997;106.7;106.7;106.7;-5.2;-5.2;-5.2;;;88.7;85.7;94.3;89.3;86.6;94.4
2669;18 Manufacture of clothing;1998 January;83.1;83.0;;-6.0;-6.1;;;;94.5;94.8;93.9;90.1;89.4;91.4
2670;18 Manufacture of clothing;1998 February;64.6;65.4;;-9.1;-9.2;;;;106.6;103.4;112.6;86.3;95.7;68.7
2671;18 Manufacture of clothing;1998 March;89.0;88.9;;-13.8;-13.9;;;;130.9;125.3;141.4;124.4;111.1;149.5
2672;18 Manufacture of clothing;1998 1st quarter;78.9;79.1;99.3;-9.9;-10.0;-9.5;;;110.7;107.8;116.0;100.3;98.7;103.2
2673;18 Manufacture of clothing;1998 April;105.8;105.7;;-0.9;-1.0;;;;99.7;100.4;98.3;96.1;95.1;98.1
2674;18 Manufacture of clothing;1998 May;111.3;111.2;;-3.0;-3.1;;;;84.5;86.6;80.4;90.4;92.5;86.4
2675;18 Manufacture of clothing;1998 June;99.5;99.4;;-10.4;-10.5;;;;87.2;83.5;94.3;90.7;91.7;89.0
2676;18 Manufacture of clothing;1998 2nd quarter;105.5;105.4;100.7;-4.8;-4.9;1.4;;;90.5;90.2;91.0;92.4;93.1;91.2
2677;18 Manufacture of clothing;1998 July;97.0;91.5;;-0.2;-4.1;;;;105.7;91.6;132.6;110.3;89.9;148.5
2678;18 Manufacture of clothing;1998 August;86.1;88.0;;11.2;11.1;;;;90.3;81.2;107.6;82.5;73.7;99.0
2679;18 Manufacture of clothing;1998 September;121.3;125.3;;-7.7;-4.1;;;;108.1;98.4;126.6;118.7;110.8;133.7
2680;18 Manufacture of clothing;1998 3rd quarter;101.4;101.6;101.2;-0.5;-0.2;0.5;;;101.4;90.4;122.3;103.8;91.5;127.1
2681;18 Manufacture of clothing;1998 October;125.6;125.4;;-10.1;-10.2;;;;102.9;98.5;111.3;113.3;110.8;118.0
2682;18 Manufacture of clothing;1998 November;97.7;97.6;;-8.8;-8.9;;;;88.9;89.1;88.6;84.5;91.5;71.5
2683;18 Manufacture of clothing;1998 December;122.3;122.1;;-7.4;-7.5;;;;79.6;79.6;79.7;82.9;85.6;77.7
2684;18 Manufacture of clothing;1998 4th quarter;115.2;115.0;99.8;-8.8;-8.9;-1.4;;;90.5;89.1;93.2;93.6;96.0;89.1
2685;18 Manufacture of clothing;1998;100.3;100.3;100.3;-6.0;-6.0;-6.0;;;98.2;94.4;105.6;97.5;94.8;102.6
2686;18 Manufacture of clothing;1999 January;75.5;75.4;;-9.2;-9.2;;;;85.8;85.7;85.8;111.5;118.0;99.4
2687;18 Manufacture of clothing;1999 February;58.4;59.1;;-9.7;-9.6;;;;98.5;100.6;94.6;94.1;90.0;101.8
2688;18 Manufacture of clothing;1999 March;90.3;90.2;;1.4;1.5;;;;114.6;114.3;115.0;107.8;98.4;125.3
2689;18 Manufacture of clothing;1999 1st quarter;74.7;74.9;92.7;-5.4;-5.3;-7.1;;;99.6;100.2;98.5;104.5;102.1;108.8
2690;18 Manufacture of clothing;1999 April;96.4;96.3;;-8.9;-8.8;;;;85.5;91.5;74.3;98.1;91.4;110.7
2691;18 Manufacture of clothing;1999 May;97.6;97.6;;-12.3;-12.2;;;;68.9;78.3;51.2;73.1;80.2;60.0
2692;18 Manufacture of clothing;1999 June;94.3;94.2;;-5.3;-5.2;;;;82.8;87.6;73.8;127.6;115.1;151.0
2693;18 Manufacture of clothing;1999 2nd quarter;96.1;96.0;90.9;-8.9;-8.9;-1.9;;;79.1;85.8;66.4;99.6;95.6;107.2
2694;18 Manufacture of clothing;1999 July;83.7;82.9;;-13.7;-9.4;;;;89.0;87.6;91.7;70.4;76.8;58.4
2695;18 Manufacture of clothing;1999 August;72.5;73.5;;-15.8;-16.5;;;;87.4;84.1;93.7;75.3;80.8;65.0
2696;18 Manufacture of clothing;1999 September;95.2;94.7;;-21.5;-24.4;;;;88.9;96.9;73.7;113.1;102.5;133.1
2697;18 Manufacture of clothing;1999 3rd quarter;83.8;83.7;84.4;-17.4;-17.6;-7.1;;;88.4;89.5;86.4;86.3;86.7;85.5
2698;18 Manufacture of clothing;1999 October;111.8;111.7;;-11.0;-10.9;;;;90.7;86.4;98.6;121.0;114.5;133.2
2699;18 Manufacture of clothing;1999 November;85.6;85.6;;-12.4;-12.3;;;;97.8;97.7;98.0;89.9;97.7;75.3
2700;18 Manufacture of clothing;1999 December;107.1;107.0;;-12.4;-12.3;;;;77.7;79.5;74.3;70.5;78.4;55.7
2701;18 Manufacture of clothing;1999 4th quarter;101.5;101.4;88.1;-11.9;-11.8;4.3;;;88.7;87.9;90.3;93.8;96.9;88.1
2702;18 Manufacture of clothing;1999;89.0;89.0;89.0;-11.2;-11.2;-11.2;;;89.0;90.9;85.4;96.0;95.3;97.4
2703;18 Manufacture of clothing;2000 January;82.5;82.7;;9.3;9.6;;;;100.5;99.1;103.1;97.3;99.0;94.2
2704;18 Manufacture of clothing;2000 February;71.1;68.7;;21.9;16.2;;;;111.9;110.2;115.2;110.3;117.7;96.5
2705;18 Manufacture of clothing;2000 March;95.9;96.1;;6.2;6.5;;;;110.2;113.3;104.2;133.8;136.1;129.4
2706;18 Manufacture of clothing;2000 1st quarter;83.2;82.5;101.5;11.4;10.1;15.2;;;107.5;107.5;107.5;113.8;117.6;106.7
2707;18 Manufacture of clothing;2000 April;109.3;109.5;;13.3;13.6;;;;93.7;99.5;82.8;90.9;93.4;86.1
2708;18 Manufacture of clothing;2000 May;112.0;112.2;;14.7;15.0;;;;94.5;97.8;88.3;84.9;85.1;84.6
2709;18 Manufacture of clothing;2000 June;97.4;97.6;;3.3;3.6;;;;86.6;85.9;88.0;96.5;107.9;75.0
2710;18 Manufacture of clothing;2000 2nd quarter;106.2;106.4;100.6;10.5;10.8;-0.9;;;91.6;94.4;86.4;90.8;95.5;81.9
2711;18 Manufacture of clothing;2000 July;91.9;96.6;;9.8;16.6;;;;99.3;92.7;112.0;106.4;95.4;127.1
2712;18 Manufacture of clothing;2000 August;83.2;79.8;;14.8;8.6;;;;111.2;102.1;128.4;101.8;95.9;112.9
2713;18 Manufacture of clothing;2000 September;116.1;115.7;;21.9;22.2;;;;109.6;108.1;112.5;114.1;100.1;140.3
2714;18 Manufacture of clothing;2000 3rd quarter;97.0;97.4;98.4;15.8;16.4;-2.2;;;106.7;101.0;117.6;107.4;97.1;126.8
2715;18 Manufacture of clothing;2000 October;121.0;121.3;;8.3;8.5;;;;103.9;113.0;86.7;96.5;100.6;88.8
2716;18 Manufacture of clothing;2000 November;101.3;101.5;;18.4;18.6;;;;101.1;101.6;100.2;101.5;107.7;89.9
2717;18 Manufacture of clothing;2000 December;118.2;118.5;;10.4;10.7;;;;77.4;76.8;78.5;65.9;61.0;75.0
2718;18 Manufacture of clothing;2000 4th quarter;113.5;113.7;99.6;11.9;12.1;1.3;;;94.1;97.1;88.5;88.0;89.8;84.6
2719;18 Manufacture of clothing;2000;100.0;100.0;100.0;12.3;12.3;12.3;;;100.0;100.0;100.0;100.0;100.0;100.0
2720;18 Manufacture of clothing;2001 January;75.6;75.6;;-8.3;-8.6;;;;92.1;95.1;86.6;73.7;81.7;58.7
2721;18 Manufacture of clothing;2001 February;63.1;63.8;;-11.3;-7.0;;;;101.0;103.5;96.2;83.1;91.3;67.7
2722;18 Manufacture of clothing;2001 March;88.8;88.7;;-7.4;-7.7;;;;115.0;118.6;108.2;103.4;103.9;102.3
2723;18 Manufacture of clothing;2001 1st quarter;75.8;76.0;92.5;-8.8;-7.8;-7.2;;;102.7;105.7;97.0;86.7;92.3;76.2
2724;18 Manufacture of clothing;2001 April;92.0;91.9;;-15.8;-16.0;;;;82.3;93.6;61.0;83.8;96.0;61.1
2725;18 Manufacture of clothing;2001 May;103.5;103.4;;-7.6;-7.9;;;;77.2;86.5;59.5;79.6;84.2;70.9
2726;18 Manufacture of clothing;2001 June;91.8;91.7;;-5.8;-6.0;;;;65.3;68.2;59.7;63.0;66.9;55.8
2727;18 Manufacture of clothing;2001 2nd quarter;95.8;95.7;90.4;-9.9;-10.1;-2.2;;;74.9;82.8;60.1;75.5;82.4;62.6
2728;18 Manufacture of clothing;2001 July;78.3;82.9;;-14.8;-14.2;;;;82.6;83.5;80.7;86.7;86.6;87.0
2729;18 Manufacture of clothing;2001 August;76.0;72.0;;-8.7;-9.8;;;;93.5;84.0;111.5;83.9;75.7;99.3
2730;18 Manufacture of clothing;2001 September;112.0;111.4;;-3.5;-3.8;;;;83.6;78.2;93.8;81.8;81.9;81.8
2731;18 Manufacture of clothing;2001 3rd quarter;88.8;88.8;89.5;-8.5;-8.8;-1.0;;;86.6;81.9;95.3;84.1;81.4;89.4
2732;18 Manufacture of clothing;2001 October;101.0;100.9;;-16.5;-16.8;;;;76.1;81.5;65.8;74.5;82.3;59.7
2733;18 Manufacture of clothing;2001 November;90.1;90.1;;-11.0;-11.3;;;;64.4;69.9;53.9;59.8;67.0;46.4
2734;18 Manufacture of clothing;2001 December;105.3;105.2;;-10.9;-11.2;;;;54.6;56.8;50.3;48.3;51.6;42.2
2735;18 Manufacture of clothing;2001 4th quarter;98.8;98.7;86.8;-12.9;-13.2;-3.1;;;65.0;69.4;56.7;60.9;67.0;49.4
2736;18 Manufacture of clothing;2001;89.8;89.8;89.8;-10.2;-10.2;-10.2;;;82.3;85.0;77.3;76.8;80.8;69.4
2737;18 Manufacture of clothing;2002 January;68.7;68.6;;-9.2;-9.2;;;;79.3;75.5;86.6;85.5;82.6;91.0
2738;18 Manufacture of clothing;2002 February;62.4;63.1;;-1.1;-1.1;;;;95.3;90.8;103.8;99.9;88.2;122.1
2739;18 Manufacture of clothing;2002 March;89.8;89.7;;1.1;1.2;;;;96.8;91.3;107.3;105.9;106.0;105.9
2740;18 Manufacture of clothing;2002 1st quarter;73.6;73.8;89.1;-2.9;-2.9;2.7;;;90.5;85.9;99.2;97.1;92.3;106.3
2741;18 Manufacture of clothing;2002 April;92.1;92.0;;0.1;0.1;;;;71.5;74.3;66.0;77.6;74.4;83.7
2742;18 Manufacture of clothing;2002 May;90.7;90.7;;-12.3;-12.3;;;;66.0;65.6;66.8;65.0;65.7;63.6
2743;18 Manufacture of clothing;2002 June;91.2;91.1;;-0.7;-0.7;;;;75.0;69.4;85.6;72.2;70.2;75.9
2744;18 Manufacture of clothing;2002 2nd quarter;91.3;91.2;86.4;-4.6;-4.6;-3.1;;;70.8;69.8;72.8;71.6;70.1;74.4
2745;18 Manufacture of clothing;2002 July;76.7;78.2;;-2.0;-5.7;;;;83.0;71.5;104.7;83.2;73.8;101.2
2746;18 Manufacture of clothing;2002 August;75.0;73.9;;-1.3;2.6;;;;80.0;65.6;107.2;84.3;72.5;106.8
2747;18 Manufacture of clothing;2002 September;98.0;97.5;;-12.5;-12.5;;;;74.0;62.1;96.5;76.0;68.6;90.0
2748;18 Manufacture of clothing;2002 3rd quarter;83.2;83.2;84.6;-6.2;-6.3;-2.0;;;79.0;66.4;102.8;81.2;71.6;99.3
2749;18 Manufacture of clothing;2002 October;105.5;105.4;;4.4;4.4;;;;83.8;79.8;91.4;84.3;74.1;103.5
2750;18 Manufacture of clothing;2002 November;82.9;82.8;;-8.1;-8.0;;;;62.7;64.2;59.9;61.0;64.9;53.5
2751;18 Manufacture of clothing;2002 December;98.3;98.3;;-6.6;-6.6;;;;67.6;64.1;74.4;59.1;57.4;62.3
2752;18 Manufacture of clothing;2002 4th quarter;95.6;95.5;83.7;-3.3;-3.3;-1.1;;;71.4;69.4;75.2;68.1;65.5;73.1
2753;18 Manufacture of clothing;2002;85.9;85.9;85.9;-4.3;-4.3;-4.3;;;77.9;72.9;87.5;79.5;74.9;88.3
2754;18 Manufacture of clothing;2003 January;72.0;71.9;;4.8;4.8;;;;68.8;71.3;64.1;75.3;78.5;69.1
2755;18 Manufacture of clothing;2003 February;63.9;64.7;;2.4;2.5;;;;71.0;71.6;69.9;65.0;67.7;59.8
2756;18 Manufacture of clothing;2003 March;85.2;85.2;;-5.1;-5.1;;;;78.5;80.9;73.9;74.0;75.2;71.6
2757;18 Manufacture of clothing;2003 1st quarter;73.7;73.9;89.3;0.1;0.1;6.7;;;72.8;74.6;69.3;71.4;73.8;66.8
2758;18 Manufacture of clothing;2003 April;90.8;90.7;;-1.4;-1.4;;;;69.6;70.2;68.6;70.4;79.7;52.6
2759;18 Manufacture of clothing;2003 May;87.9;87.8;;-3.1;-3.1;;;;59.3;63.1;52.0;57.3;69.0;34.8
2760;18 Manufacture of clothing;2003 June;85.7;85.6;;-6.0;-6.0;;;;74.1;75.5;71.4;61.9;71.7;43.1
2761;18 Manufacture of clothing;2003 2nd quarter;88.1;88.0;83.0;-3.5;-3.5;-7.0;;;67.7;69.6;64.0;63.2;73.5;43.5
2762;18 Manufacture of clothing;2003 July;73.6;72.2;;-4.1;-7.7;;;;72.4;65.3;85.8;50.4;54.3;42.9
2763;18 Manufacture of clothing;2003 August;69.7;71.3;;-7.1;-3.4;;;;67.3;60.4;80.3;52.6;51.2;55.4
2764;18 Manufacture of clothing;2003 September;92.4;91.9;;-5.7;-5.7;;;;76.3;75.7;77.3;66.5;71.8;56.4
2765;18 Manufacture of clothing;2003 3rd quarter;78.6;78.5;79.7;-5.6;-5.7;-4.0;;;72.0;67.1;81.1;56.5;59.1;51.6
2766;18 Manufacture of clothing;2003 October;101.2;101.1;;-4.1;-4.1;;;;72.7;77.3;63.8;59.1;69.4;39.2
2767;18 Manufacture of clothing;2003 November;77.2;77.2;;-6.8;-6.8;;;;58.3;58.2;58.6;53.2;59.9;40.4
2768;18 Manufacture of clothing;2003 December;92.6;92.6;;-5.8;-5.8;;;;60.5;64.6;52.8;53.7;66.9;28.4
2769;18 Manufacture of clothing;2003 4th quarter;90.4;90.3;78.7;-5.5;-5.5;-1.2;;;63.8;66.7;58.4;55.3;65.4;36.0
2770;18 Manufacture of clothing;2003;82.7;82.7;82.7;-3.8;-3.8;-3.8;;;69.1;69.5;68.2;61.6;67.9;49.5
2771;18 Manufacture of clothing;2004 January;55.0;55.1;;-23.5;-23.3;;;;58.7;53.8;68.1;58.9;;
2772;18 Manufacture of clothing;2004 February;45.8;44.2;;-28.4;-31.7;;;;66.3;58.7;80.8;54.6;;
2773;18 Manufacture of clothing;2004 March;62.2;62.3;;-27.0;-26.8;;;;66.3;63.1;72.2;57.8;;
2774;18 Manufacture of clothing;2004 1st quarter;54.3;53.9;65.2;-26.3;-27.1;-17.2;;;63.8;58.5;73.7;57.1;;
2775;18 Manufacture of clothing;2004 April;72.5;72.7;;-20.1;-19.9;;;;53.0;52.2;54.5;50.4;;
2776;18 Manufacture of clothing;2004 May;67.7;67.9;;-23.0;-22.8;;;;42.0;43.6;39.1;41.7;;
2777;18 Manufacture of clothing;2004 June;68.2;68.3;;-20.5;-20.2;;;;52.6;50.2;57.3;55.2;;
2778;18 Manufacture of clothing;2004 2nd quarter;69.5;69.6;65.7;-21.2;-21.0;0.8;;;49.2;48.7;50.3;49.1;;
2779;18 Manufacture of clothing;2004 July;60.4;57.1;;-17.9;-20.8;;;;59.7;56.6;65.8;49.6;;
2780;18 Manufacture of clothing;2004 August;54.1;56.0;;-22.4;-21.5;;;;62.5;57.7;71.7;52.0;;
2781;18 Manufacture of clothing;2004 September;73.1;75.1;;-20.9;-18.3;;;;69.7;67.1;74.6;60.1;;
2782;18 Manufacture of clothing;2004 3rd quarter;62.5;62.7;63.9;-20.4;-20.1;-2.8;;;64.0;60.5;70.7;53.9;;
2783;18 Manufacture of clothing;2004 October;74.7;74.9;;-26.1;-25.9;;;;59.1;61.9;53.9;50.1;;
2784;18 Manufacture of clothing;2004 November;59.3;59.4;;-23.2;-23.0;;;;56.2;59.0;50.9;57.5;;
2785;18 Manufacture of clothing;2004 December;74.1;74.3;;-20.0;-19.8;;;;54.2;55.2;52.1;53.0;;
2786;18 Manufacture of clothing;2004 4th quarter;69.4;69.5;60.9;-23.2;-23.0;-4.7;;;56.5;58.7;52.3;53.5;;
2787;18 Manufacture of clothing;2004;63.9;63.9;63.9;-22.7;-22.7;-22.7;;;58.4;56.6;61.8;53.4;;
2788;18 Manufacture of clothing;2005 January;55.2;54.6;;0.3;-1.0;;;;49.6;48.0;52.7;55.3;;
2789;18 Manufacture of clothing;2005 February;46.3;46.4;;1.2;4.9;;;;53.7;52.5;55.9;50.6;;
2790;18 Manufacture of clothing;2005 March;69.4;68.0;;11.6;9.1;;;;59.6;61.7;55.8;55.6;;
2791;18 Manufacture of clothing;2005 1st quarter;57.0;56.3;67.0;4.9;4.5;10.0;;;54.3;54.1;54.8;53.8;;
2792;18 Manufacture of clothing;2005 April;74.3;76.1;;2.5;4.7;;;;48.6;52.7;40.8;46.2;;
2793;18 Manufacture of clothing;2005 May;66.9;67.2;;-1.2;-0.9;;;;47.4;50.2;42.2;46.7;;
2794;18 Manufacture of clothing;2005 June;75.5;73.6;;10.7;7.8;;;;52.8;55.9;46.9;47.2;;
2795;18 Manufacture of clothing;2005 2nd quarter;72.3;72.3;68.5;4.0;3.9;2.2;;;49.6;52.9;43.3;46.7;;
2796;18 Manufacture of clothing;2005 July;64.2;64.8;;6.3;13.4;;;;63.8;66.4;58.8;48.3;;
2797;18 Manufacture of clothing;2005 August;61.2;62.0;;13.2;10.7;;;;71.0;66.9;78.9;56.6;;
2798;18 Manufacture of clothing;2005 September;76.9;78.0;;5.1;3.8;;;;61.9;62.0;61.6;55.6;;
2799;18 Manufacture of clothing;2005 3rd quarter;67.4;68.3;69.4;7.8;8.8;1.3;;;65.6;65.1;66.4;53.5;;
2800;18 Manufacture of clothing;2005 October;82.9;82.0;;11.0;9.5;;;;56.1;57.1;54.2;47.8;;
2801;18 Manufacture of clothing;2005 November;71.3;71.0;;20.3;19.4;;;;58.8;58.9;58.6;52.5;;
2802;18 Manufacture of clothing;2005 December;87.6;88.3;;18.2;18.9;;;;53.0;51.3;56.3;54.2;;
2803;18 Manufacture of clothing;2005 4th quarter;80.6;80.4;72.4;16.2;15.7;4.4;;;56.0;55.8;56.4;51.5;;
2804;18 Manufacture of clothing;2005;69.3;69.3;69.3;8.4;8.4;8.4;;;56.4;57.0;55.2;51.4;;
2805;18 Manufacture of clothing;2006 January;63.2;63.4;;14.4;16.1;;;;65.6;59.7;76.7;61.0;;
2806;18 Manufacture of clothing;2006 February;52.5;52.5;;13.3;13.2;;;;64.8;63.4;67.6;56.3;;
2807;18 Manufacture of clothing;2006 March;73.5;74.1;;5.9;8.9;;;;83.4;83.5;83.3;58.2;;
2808;18 Manufacture of clothing;2006 1st quarter;63.1;63.3;75.4;10.7;12.4;4.1;;;71.3;68.9;75.9;58.5;;
2809;18 Manufacture of clothing;2006 April;84.0;82.7;;13.0;8.7;;;;63.6;65.7;59.7;51.1;;
2810;18 Manufacture of clothing;2006 May;84.0;83.9;;25.5;24.8;;;;59.9;66.1;48.1;50.6;;
2811;18 Manufacture of clothing;2006 June;83.4;84.9;;10.5;15.3;;;;63.8;70.1;51.9;53.2;;
2812;18 Manufacture of clothing;2006 2nd quarter;83.8;83.8;79.2;16.0;15.9;5.1;;;62.4;67.3;53.2;51.6;;
2813;18 Manufacture of clothing;2006 July;71.8;74.5;;11.9;15.0;;;;65.1;62.8;69.5;47.6;;
2814;18 Manufacture of clothing;2006 August;74.9;70.2;;22.4;13.3;;;;73.0;67.1;84.3;54.5;;
2815;18 Manufacture of clothing;2006 September;85.3;86.8;;11.0;11.4;;;;69.5;70.0;68.6;52.5;;
2816;18 Manufacture of clothing;2006 3rd quarter;77.4;77.2;78.5;14.7;13.1;-1.0;;;69.2;66.6;74.1;51.5;;
2817;18 Manufacture of clothing;2006 October;90.9;91.2;;9.6;11.2;;;;58.0;59.9;54.3;49.5;;
2818;18 Manufacture of clothing;2006 November;83.5;81.4;;17.1;14.7;;;;59.4;64.7;49.3;46.0;;
2819;18 Manufacture of clothing;2006 December;95.3;97.0;;8.8;9.8;;;;45.1;44.5;46.2;40.4;;
2820;18 Manufacture of clothing;2006 4th quarter;89.9;89.9;81.1;11.5;11.7;3.4;;;54.2;56.4;49.9;45.3;;
2821;18 Manufacture of clothing;2006;78.5;78.5;78.5;13.3;13.3;13.3;;;64.3;64.8;63.3;51.7;;
2822;18 Manufacture of clothing;2007 January;65.8;65.6;;4.1;3.5;;;;50.7;52.6;47.2;53.5;;
2823;18 Manufacture of clothing;2007 February;57.4;57.3;;9.3;9.2;;;;60.4;55.7;69.3;48.9;;
2824;18 Manufacture of clothing;2007 March;85.5;86.1;;16.3;16.2;;;;69.3;65.9;75.7;60.5;;
2825;18 Manufacture of clothing;2007 1st quarter;69.5;69.7;80.4;10.3;10.0;-0.9;;;60.1;58.1;64.1;54.3;;
2826;18 Manufacture of clothing;2007 April;93.9;93.8;;11.8;13.4;;;;47.6;48.5;45.7;41.8;;
2827;18 Manufacture of clothing;2007 May;79.4;77.7;;-5.5;-7.4;;;;54.8;61.7;41.6;45.6;;
2828;18 Manufacture of clothing;2007 June;89.9;91.8;;7.8;8.2;;;;48.5;47.3;50.8;41.1;;
2829;18 Manufacture of clothing;2007 2nd quarter;87.7;87.7;84.2;4.7;4.7;4.7;;;50.3;52.5;46.0;42.8;;
2830;18 Manufacture of clothing;2007 July;76.9;81.8;;7.1;9.8;;;;64.1;54.3;82.7;49.3;;
2831;18 Manufacture of clothing;2007 August;72.2;68.9;;-3.7;-1.9;;;;72.8;69.0;79.9;56.0;;
2832;18 Manufacture of clothing;2007 September;97.2;95.1;;13.9;9.5;;;;53.2;53.2;53.2;48.9;;
2833;18 Manufacture of clothing;2007 3rd quarter;82.1;81.9;83.1;6.1;6.1;-1.3;;;63.4;58.8;71.9;51.4;;
2834;18 Manufacture of clothing;2007 October;91.8;91.6;;1.0;0.4;;;;58.2;60.4;54.0;55.8;;
2835;18 Manufacture of clothing;2007 November;79.4;80.8;;-5.0;-0.7;;;;55.2;61.1;43.9;52.7;;
2836;18 Manufacture of clothing;2007 December;92.7;91.5;;-2.7;-5.6;;;;37.0;34.0;42.8;35.0;;
2837;18 Manufacture of clothing;2007 4th quarter;88.0;88.0;79.6;-2.2;-2.1;-4.2;;;50.1;51.8;46.9;47.8;;
2838;18 Manufacture of clothing;2007;81.8;81.8;81.8;4.2;4.2;4.2;;;56.0;55.3;57.2;49.1;;
2839;18 Manufacture of clothing;2008 January;68.5;67.1;;4.2;2.3;;;;59.0;57.4;62.1;47.8;;
2840;18 Manufacture of clothing;2008 February;63.8;66.0;;11.2;15.1;;;;45.7;47.8;41.9;48.3;;
2841;18 Manufacture of clothing;2008 March;77.6;76.7;;-9.3;-10.9;;;;40.8;46.8;29.5;44.6;;
2842;18 Manufacture of clothing;2008 1st quarter;70.0;69.9;81.3;0.6;0.4;2.1;;;48.5;50.7;44.5;46.9;;
