ID;EmployedPersons;SectorBranches;Periods;AllGrowers_1;NormalGrowers_2;FastGrowers_3;BusinessesWithAStableTurnover_4;AllDecliners_5;NormalDecliners_6;FastDecliners_7
1175;Total 1 or more employed persons;18 Printing and reproduction;2013 1st quarter;34.0;15.0;19.0;2.0;65.0;31.0;34.0
1176;Total 1 or more employed persons;18 Printing and reproduction;2013 2nd quarter;39.0;18.0;21.0;2.0;59.0;28.0;31.0
1177;Total 1 or more employed persons;18 Printing and reproduction;2013 3rd quarter;35.0;17.0;18.0;2.0;63.0;29.0;34.0
1178;Total 1 or more employed persons;18 Printing and reproduction;2013 4th quarter;43.0;21.0;23.0;2.0;55.0;26.0;29.0
1179;Total 1 or more employed persons;18 Printing and reproduction;2013;33.0;19.0;14.0;2.0;65.0;37.0;28.0
1180;Total 1 or more employed persons;18 Printing and reproduction;2014 1st quarter;44.0;20.0;24.0;2.0;54.0;28.0;26.0
1181;Total 1 or more employed persons;18 Printing and reproduction;2014 2nd quarter;42.0;20.0;22.0;1.0;56.0;28.0;28.0
1182;Total 1 or more employed persons;18 Printing and reproduction;2014 3rd quarter;44.0;19.0;24.0;2.0;55.0;27.0;28.0
1183;Total 1 or more employed persons;18 Printing and reproduction;2014 4th quarter;45.0;21.0;25.0;2.0;53.0;26.0;26.0
1184;Total 1 or more employed persons;18 Printing and reproduction;2014;40.0;24.0;17.0;3.0;57.0;33.0;24.0
1185;Total 1 or more employed persons;18 Printing and reproduction;2015 1st quarter;44.0;20.0;23.0;2.0;54.0;28.0;27.0
1186;Total 1 or more employed persons;18 Printing and reproduction;2015 2nd quarter;44.0;19.0;25.0;2.0;55.0;29.0;26.0
1187;Total 1 or more employed persons;18 Printing and reproduction;2015 3rd quarter;46.0;20.0;27.0;2.0;52.0;25.0;26.0
1188;Total 1 or more employed persons;18 Printing and reproduction;2015 4th quarter;45.0;22.0;23.0;3.0;53.0;26.0;26.0
1189;Total 1 or more employed persons;18 Printing and reproduction;2015;41.0;23.0;18.0;2.0;56.0;35.0;22.0
1190;Total 1 or more employed persons;18 Printing and reproduction;2016 1st quarter;47.0;23.0;24.0;2.0;51.0;27.0;24.0
1191;Total 1 or more employed persons;18 Printing and reproduction;2016 2nd quarter;46.0;21.0;25.0;2.0;52.0;27.0;25.0
1192;Total 1 or more employed persons;18 Printing and reproduction;2016 3rd quarter;45.0;21.0;24.0;2.0;53.0;26.0;27.0
1193;Total 1 or more employed persons;18 Printing and reproduction;2016 4th quarter;45.0;21.0;24.0;2.0;53.0;29.0;24.0
1194;Total 1 or more employed persons;18 Printing and reproduction;2016;43.0;24.0;19.0;2.0;55.0;35.0;20.0
1195;Total 1 or more employed persons;18 Printing and reproduction;2017 1st quarter;47.0;23.0;24.0;3.0;51.0;26.0;25.0
1196;Total 1 or more employed persons;18 Printing and reproduction;2017 2nd quarter;45.0;22.0;23.0;2.0;53.0;27.0;26.0
1197;Total 1 or more employed persons;18 Printing and reproduction;2017 3rd quarter;48.0;23.0;25.0;2.0;51.0;25.0;26.0
1198;Total 1 or more employed persons;18 Printing and reproduction;2017 4th quarter;44.0;21.0;23.0;2.0;54.0;27.0;27.0
1199;Total 1 or more employed persons;18 Printing and reproduction;2017;43.0;26.0;17.0;2.0;54.0;33.0;21.0
1200;Total 1 or more employed persons;18 Printing and reproduction;2018 1st quarter;49.0;22.0;27.0;2.0;49.0;25.0;25.0
1201;Total 1 or more employed persons;18 Printing and reproduction;2018 2nd quarter;48.0;22.0;26.0;2.0;50.0;25.0;25.0
1202;Total 1 or more employed persons;18 Printing and reproduction;2018 3rd quarter;45.0;20.0;25.0;2.0;53.0;26.0;26.0
1203;Total 1 or more employed persons;18 Printing and reproduction;2018 4th quarter;47.0;21.0;26.0;3.0;50.0;26.0;24.0
1204;Total 1 or more employed persons;18 Printing and reproduction;2018;46.0;26.0;20.0;3.0;51.0;31.0;20.0
1205;Total 1 or more employed persons;18 Printing and reproduction;2019 1st quarter;43.0;21.0;23.0;2.0;55.0;28.0;27.0
1206;Total 1 or more employed persons;18 Printing and reproduction;2019 2nd quarter;46.0;21.0;25.0;2.0;52.0;26.0;27.0
1207;Total 1 or more employed persons;18 Printing and reproduction;2019 3rd quarter;47.0;22.0;25.0;2.0;51.0;25.0;26.0
1208;Total 1 or more employed persons;18 Printing and reproduction;2019 4th quarter;43.0;21.0;23.0;2.0;55.0;27.0;28.0
1209;Total 1 or more employed persons;18 Printing and reproduction;2019;41.0;24.0;17.0;2.0;57.0;36.0;21.0
1210;Total 1 or more employed persons;18 Printing and reproduction;2020 1st quarter;38.0;17.0;21.0;2.0;60.0;32.0;28.0
1211;Total 1 or more employed persons;18 Printing and reproduction;2020 2nd quarter;22.0;9.0;13.0;1.0;77.0;17.0;60.0
1212;Total 1 or more employed persons;18 Printing and reproduction;2020 3rd quarter;31.0;14.0;18.0;1.0;67.0;29.0;39.0
1213;Total 1 or more employed persons;18 Printing and reproduction;2020 4th quarter;38.0;18.0;20.0;2.0;60.0;26.0;34.0
1214;Total 1 or more employed persons;18 Printing and reproduction;2020;26.0;14.0;12.0;2.0;72.0;31.0;40.0
1215;Total 1 or more employed persons;18 Printing and reproduction;2021 1st quarter;31.0;12.0;18.0;3.0;67.0;24.0;42.0
1216;Total 1 or more employed persons;18 Printing and reproduction;2021 2nd quarter;68.0;21.0;47.0;3.0;29.0;13.0;16.0
1217;Total 1 or more employed persons;18 Printing and reproduction;2021 3rd quarter;60.0;26.0;35.0;1.0;38.0;18.0;20.0
1218;Total 1 or more employed persons;18 Printing and reproduction;2021 4th quarter;60.0;25.0;35.0;2.0;38.0;19.0;19.0
1219;Total 1 or more employed persons;18 Printing and reproduction;2021;58.0;32.0;27.0;2.0;40.0;23.0;17.0
1220;Total 1 or more employed persons;18 Printing and reproduction;2022 1st quarter;66.0;23.0;42.0;2.0;32.0;16.0;16.0
1221;Total 1 or more employed persons;18 Printing and reproduction;2022 2nd quarter;70.0;23.0;47.0;1.0;29.0;13.0;16.0
1222;Total 1 or more employed persons;18 Printing and reproduction;2022 3rd quarter;62.0;25.0;36.0;2.0;37.0;17.0;20.0
1223;Total 1 or more employed persons;18 Printing and reproduction;2022 4th quarter;54.0;26.0;28.0;3.0;43.0;21.0;22.0
1224;Total 1 or more employed persons;18 Printing and reproduction;2022;67.0;34.0;34.0;2.0;31.0;16.0;15.0
1225;Total 1 or more employed persons;18 Printing and reproduction;2023 1st quarter;57.0;25.0;32.0;2.0;41.0;18.0;23.0
1226;Total 1 or more employed persons;18 Printing and reproduction;2023 2nd quarter;40.0;19.0;22.0;2.0;57.0;32.0;26.0
1227;Total 1 or more employed persons;18 Printing and reproduction;2023 3rd quarter;43.0;20.0;23.0;2.0;55.0;28.0;27.0
1228;Total 1 or more employed persons;18 Printing and reproduction;2023 4th quarter;45.0;22.0;23.0;3.0;52.0;27.0;25.0
1229;Total 1 or more employed persons;18 Printing and reproduction;2023;46.0;29.0;17.0;3.0;51.0;31.0;20.0
1230;Total 1 or more employed persons;18 Printing and reproduction;2024 1st quarter;44.0;23.0;21.0;5.0;51.0;30.0;21.0
1231;Total 1 or more employed persons;18 Printing and reproduction;2024 2nd quarter;51.0;26.0;25.0;3.0;46.0;24.0;22.0
1232;Total 1 or more employed persons;18 Printing and reproduction;2024 3rd quarter;44.0;20.0;24.0;6.0;50.0;26.0;24.0
1233;Total 1 or more employed persons;18 Printing and reproduction;2024 4th quarter;45.0;22.0;23.0;3.0;53.0;29.0;24.0
1234;Total 1 or more employed persons;18 Printing and reproduction;2024;;;;;;;
1235;Total 1 or more employed persons;19-22 Refineries and chemistry;2012 1st quarter;50.0;26.0;23.0;3.0;47.0;24.0;23.0
1236;Total 1 or more employed persons;19-22 Refineries and chemistry;2012 2nd quarter;44.0;24.0;20.0;3.0;53.0;28.0;25.0
1237;Total 1 or more employed persons;19-22 Refineries and chemistry;2012 3rd quarter;50.0;26.0;23.0;2.0;48.0;29.0;19.0
1238;Total 1 or more employed persons;19-22 Refineries and chemistry;2012 4th quarter;48.0;26.0;22.0;3.0;50.0;24.0;25.0
1239;Total 1 or more employed persons;19-22 Refineries and chemistry;2012;46.0;29.0;17.0;3.0;51.0;32.0;19.0
1240;Total 1 or more employed persons;19-22 Refineries and chemistry;2013 1st quarter;42.0;23.0;20.0;2.0;56.0;31.0;25.0
1241;Total 1 or more employed persons;19-22 Refineries and chemistry;2013 2nd quarter;49.0;28.0;22.0;3.0;48.0;28.0;20.0
1242;Total 1 or more employed persons;19-22 Refineries and chemistry;2013 3rd quarter;51.0;29.0;22.0;3.0;47.0;27.0;20.0
1243;Total 1 or more employed persons;19-22 Refineries and chemistry;2013 4th quarter;54.0;26.0;28.0;2.0;44.0;25.0;19.0
1244;Total 1 or more employed persons;19-22 Refineries and chemistry;2013;49.0;33.0;17.0;3.0;48.0;31.0;17.0
1245;Total 1 or more employed persons;19-22 Refineries and chemistry;2014 1st quarter;61.0;31.0;29.0;2.0;37.0;21.0;16.0
1246;Total 1 or more employed persons;19-22 Refineries and chemistry;2014 2nd quarter;56.0;31.0;24.0;3.0;42.0;24.0;18.0
1247;Total 1 or more employed persons;19-22 Refineries and chemistry;2014 3rd quarter;51.0;28.0;23.0;2.0;47.0;28.0;19.0
1248;Total 1 or more employed persons;19-22 Refineries and chemistry;2014 4th quarter;55.0;29.0;27.0;2.0;43.0;24.0;19.0
1249;Total 1 or more employed persons;19-22 Refineries and chemistry;2014;57.0;37.0;20.0;3.0;40.0;25.0;15.0
1250;Total 1 or more employed persons;19-22 Refineries and chemistry;2015 1st quarter;54.0;29.0;25.0;2.0;44.0;25.0;20.0
1251;Total 1 or more employed persons;19-22 Refineries and chemistry;2015 2nd quarter;56.0;30.0;25.0;2.0;42.0;26.0;17.0
1252;Total 1 or more employed persons;19-22 Refineries and chemistry;2015 3rd quarter;56.0;32.0;24.0;3.0;42.0;24.0;18.0
1253;Total 1 or more employed persons;19-22 Refineries and chemistry;2015 4th quarter;56.0;30.0;26.0;3.0;41.0;23.0;18.0
1254;Total 1 or more employed persons;19-22 Refineries and chemistry;2015;57.0;37.0;19.0;3.0;41.0;26.0;15.0
1255;Total 1 or more employed persons;19-22 Refineries and chemistry;2016 1st quarter;54.0;28.0;26.0;3.0;44.0;26.0;18.0
1256;Total 1 or more employed persons;19-22 Refineries and chemistry;2016 2nd quarter;55.0;30.0;26.0;3.0;42.0;25.0;17.0
1257;Total 1 or more employed persons;19-22 Refineries and chemistry;2016 3rd quarter;53.0;28.0;25.0;3.0;44.0;26.0;18.0
1258;Total 1 or more employed persons;19-22 Refineries and chemistry;2016 4th quarter;54.0;28.0;26.0;3.0;43.0;25.0;18.0
1259;Total 1 or more employed persons;19-22 Refineries and chemistry;2016;56.0;35.0;22.0;3.0;41.0;27.0;14.0
1260;Total 1 or more employed persons;19-22 Refineries and chemistry;2017 1st quarter;60.0;30.0;30.0;2.0;38.0;21.0;16.0
1261;Total 1 or more employed persons;19-22 Refineries and chemistry;2017 2nd quarter;58.0;32.0;26.0;3.0;39.0;23.0;16.0
1262;Total 1 or more employed persons;19-22 Refineries and chemistry;2017 3rd quarter;62.0;32.0;30.0;2.0;36.0;20.0;17.0
1263;Total 1 or more employed persons;19-22 Refineries and chemistry;2017 4th quarter;61.0;31.0;30.0;2.0;37.0;20.0;17.0
1264;Total 1 or more employed persons;19-22 Refineries and chemistry;2017;62.0;38.0;25.0;2.0;35.0;22.0;13.0
1265;Total 1 or more employed persons;19-22 Refineries and chemistry;2018 1st quarter;57.0;33.0;24.0;2.0;41.0;24.0;16.0
1266;Total 1 or more employed persons;19-22 Refineries and chemistry;2018 2nd quarter;60.0;35.0;25.0;2.0;37.0;22.0;15.0
1267;Total 1 or more employed persons;19-22 Refineries and chemistry;2018 3rd quarter;58.0;29.0;28.0;3.0;40.0;24.0;16.0
1268;Total 1 or more employed persons;19-22 Refineries and chemistry;2018 4th quarter;60.0;30.0;30.0;2.0;38.0;23.0;15.0
1269;Total 1 or more employed persons;19-22 Refineries and chemistry;2018;61.0;38.0;22.0;3.0;36.0;25.0;11.0
1270;Total 1 or more employed persons;19-22 Refineries and chemistry;2019 1st quarter;56.0;31.0;25.0;3.0;41.0;26.0;15.0
1271;Total 1 or more employed persons;19-22 Refineries and chemistry;2019 2nd quarter;56.0;31.0;26.0;3.0;40.0;26.0;14.0
1272;Total 1 or more employed persons;19-22 Refineries and chemistry;2019 3rd quarter;54.0;28.0;26.0;3.0;43.0;26.0;17.0
1273;Total 1 or more employed persons;19-22 Refineries and chemistry;2019 4th quarter;49.0;28.0;21.0;3.0;48.0;29.0;19.0
1274;Total 1 or more employed persons;19-22 Refineries and chemistry;2019;55.0;37.0;18.0;4.0;41.0;28.0;14.0
1275;Total 1 or more employed persons;19-22 Refineries and chemistry;2020 1st quarter;55.0;29.0;26.0;3.0;41.0;27.0;14.0
1276;Total 1 or more employed persons;19-22 Refineries and chemistry;2020 2nd quarter;41.0;18.0;23.0;2.0;58.0;27.0;31.0
1277;Total 1 or more employed persons;19-22 Refineries and chemistry;2020 3rd quarter;49.0;24.0;26.0;2.0;49.0;28.0;21.0
1278;Total 1 or more employed persons;19-22 Refineries and chemistry;2020 4th quarter;60.0;29.0;31.0;2.0;39.0;21.0;17.0
1279;Total 1 or more employed persons;19-22 Refineries and chemistry;2020;50.0;28.0;22.0;2.0;48.0;31.0;17.0
1280;Total 1 or more employed persons;19-22 Refineries and chemistry;2021 1st quarter;55.0;28.0;27.0;2.0;43.0;25.0;18.0
1281;Total 1 or more employed persons;19-22 Refineries and chemistry;2021 2nd quarter;72.0;22.0;51.0;1.0;27.0;14.0;13.0
1282;Total 1 or more employed persons;19-22 Refineries and chemistry;2021 3rd quarter;70.0;28.0;42.0;1.0;29.0;15.0;13.0
1283;Total 1 or more employed persons;19-22 Refineries and chemistry;2021 4th quarter;70.0;27.0;43.0;1.0;28.0;15.0;13.0
1284;Total 1 or more employed persons;19-22 Refineries and chemistry;2021;71.0;36.0;36.0;2.0;27.0;15.0;12.0
1285;Total 1 or more employed persons;19-22 Refineries and chemistry;2022 1st quarter;71.0;28.0;44.0;2.0;27.0;15.0;12.0
1286;Total 1 or more employed persons;19-22 Refineries and chemistry;2022 2nd quarter;65.0;26.0;40.0;2.0;32.0;17.0;15.0
1287;Total 1 or more employed persons;19-22 Refineries and chemistry;2022 3rd quarter;62.0;27.0;35.0;1.0;37.0;20.0;17.0
1288;Total 1 or more employed persons;19-22 Refineries and chemistry;2022 4th quarter;56.0;25.0;31.0;2.0;42.0;24.0;18.0
1289;Total 1 or more employed persons;19-22 Refineries and chemistry;2022;69.0;36.0;33.0;2.0;30.0;18.0;12.0
1290;Total 1 or more employed persons;19-22 Refineries and chemistry;2023 1st quarter;54.0;24.0;29.0;2.0;44.0;25.0;20.0
1291;Total 1 or more employed persons;19-22 Refineries and chemistry;2023 2nd quarter;47.0;22.0;24.0;2.0;52.0;26.0;26.0
1292;Total 1 or more employed persons;19-22 Refineries and chemistry;2023 3rd quarter;44.0;22.0;22.0;3.0;53.0;26.0;27.0
1293;Total 1 or more employed persons;19-22 Refineries and chemistry;2023 4th quarter;47.0;22.0;25.0;2.0;51.0;27.0;24.0
1294;Total 1 or more employed persons;19-22 Refineries and chemistry;2023;46.0;26.0;20.0;2.0;52.0;32.0;20.0
1295;Total 1 or more employed persons;19-22 Refineries and chemistry;2024 1st quarter;40.0;20.0;20.0;2.0;58.0;35.0;24.0
1296;Total 1 or more employed persons;19-22 Refineries and chemistry;2024 2nd quarter;53.0;28.0;26.0;2.0;45.0;26.0;19.0
1297;Total 1 or more employed persons;19-22 Refineries and chemistry;2024 3rd quarter;55.0;28.0;27.0;3.0;43.0;23.0;19.0
1298;Total 1 or more employed persons;19-22 Refineries and chemistry;2024 4th quarter;50.0;27.0;23.0;2.0;48.0;28.0;20.0
1299;Total 1 or more employed persons;19-22 Refineries and chemistry;2024;;;;;;;
1300;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2012 1st quarter;68.0;26.0;42.0;16.0;16.0;11.0;5.0
1301;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2012 2nd quarter;84.0;47.0;37.0;5.0;11.0;11.0;0.0
1302;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2012 3rd quarter;75.0;40.0;35.0;0.0;25.0;20.0;5.0
1303;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2012 4th quarter;63.0;32.0;32.0;5.0;32.0;16.0;16.0
1304;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2012;90.0;70.0;20.0;5.0;5.0;0.0;5.0
1305;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2013 1st quarter;57.0;50.0;7.0;7.0;36.0;21.0;14.0
1306;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2013 2nd quarter;43.0;14.0;29.0;7.0;50.0;21.0;29.0
1307;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2013 3rd quarter;54.0;38.0;15.0;0.0;46.0;23.0;23.0
1308;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2013 4th quarter;60.0;40.0;20.0;0.0;40.0;33.0;7.0
1309;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2013;44.0;25.0;19.0;0.0;56.0;38.0;19.0
1310;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2014 1st quarter;44.0;31.0;12.0;6.0;50.0;25.0;25.0
1311;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2014 2nd quarter;50.0;50.0;0.0;0.0;50.0;6.0;44.0
1312;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2014 3rd quarter;13.0;7.0;7.0;0.0;87.0;67.0;20.0
1313;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2014 4th quarter;53.0;33.0;20.0;0.0;47.0;13.0;33.0
1314;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2014;38.0;38.0;0.0;0.0;62.0;31.0;31.0
1315;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2015 1st quarter;23.0;15.0;8.0;0.0;77.0;31.0;46.0
1316;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2015 2nd quarter;23.0;15.0;8.0;0.0;77.0;38.0;38.0
1317;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2015 3rd quarter;43.0;21.0;21.0;7.0;50.0;21.0;29.0
1318;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2015 4th quarter;50.0;43.0;7.0;0.0;50.0;21.0;29.0
1319;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2015;29.0;14.0;14.0;7.0;64.0;36.0;29.0
1320;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2016 1st quarter;40.0;13.0;27.0;0.0;60.0;27.0;33.0
1321;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2016 2nd quarter;47.0;20.0;27.0;0.0;53.0;33.0;20.0
1322;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2016 3rd quarter;25.0;6.0;19.0;6.0;69.0;38.0;31.0
1323;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2016 4th quarter;44.0;38.0;6.0;6.0;50.0;25.0;25.0
1324;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2016;44.0;19.0;25.0;0.0;56.0;38.0;19.0
1325;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2017 1st quarter;81.0;31.0;50.0;0.0;19.0;12.0;6.0
1326;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2017 2nd quarter;69.0;56.0;12.0;6.0;25.0;12.0;12.0
1327;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2017 3rd quarter;81.0;62.0;19.0;0.0;19.0;6.0;12.0
1328;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2017 4th quarter;53.0;35.0;18.0;0.0;47.0;18.0;29.0
1329;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2017;71.0;53.0;18.0;0.0;29.0;12.0;18.0
1330;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2018 1st quarter;68.0;42.0;26.0;5.0;26.0;21.0;5.0
1331;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2018 2nd quarter;84.0;47.0;37.0;0.0;16.0;11.0;5.0
1332;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2018 3rd quarter;63.0;21.0;42.0;0.0;37.0;26.0;11.0
1333;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2018 4th quarter;63.0;37.0;26.0;0.0;37.0;26.0;11.0
1334;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2018;85.0;55.0;30.0;0.0;15.0;10.0;5.0
1335;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2019 1st quarter;60.0;45.0;15.0;0.0;40.0;30.0;10.0
1336;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2019 2nd quarter;35.0;25.0;10.0;0.0;65.0;50.0;15.0
1337;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2019 3rd quarter;28.0;6.0;22.0;6.0;67.0;44.0;22.0
1338;Total 1 or more employed persons;19 Manufacture of coke and petroleum ;2019 4th quarter;50.0;28.0;22.0;17.0;33.0;17.0;17.0
