ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged1564_1;LabourForce_2;EmployedLabourForce_3;ProfessionalPrestige_4;SocioEconomicStatus_5;I_6;II_7;III_8;IV_9;V_10;VI_11;VII_12;UnemployedLabourForce_13;PeopleNotIncludedInTheLabourForce_14;GrossLabourParticipation_15;NetLabourParticipation_16;RegisteredUnemployed_17;EmploymentRate_18
4230;Men;13;1945;;;;;;;;;;;;;;;;;;
4231;Men;13;1946;;;;;;;;;;;;;;;;;;
4232;Men;13;1947;;;;;;;;;;;;;;;;;;
4233;Men;13;1948;;;;;;;;;;;;;;;;;;
4234;Men;13;1949;;;;;;;;;;;;;;;;;;
4235;Men;13;1950;;;;;;;;;;;;;;;;;;
4236;Men;13;1951;;;;;;;;;;;;;;;;;;
4237;Men;13;1952;;;;;;;;;;;;;;;;;;
4238;Men;13;1953;;;;;;;;;;;;;;;;;;
4239;Men;13;1954;;;;;;;;;;;;;;;;;;
4240;Men;13;1955;;;;;;;;;;;;;;;;;;
4241;Men;13;1956;;;;;;;;;;;;;;;;;;
4242;Men;13;1957;;;;;;;;;;;;;;;;;;
4243;Men;13;1958;;;;;;;;;;;;;;;;;;
4244;Men;13;1959;;;;;;;;;;;;;;;;;;
4245;Men;13;1960;;;;;;;;;;;;;;;;;;
4246;Men;13;1961;;;;;;;;;;;;;;;;;;
4247;Men;13;1962;;;;;;;;;;;;;;;;;;
4248;Men;13;1963;;;;;;;;;;;;;;;;;;
4249;Men;13;1964;;;;;;;;;;;;;;;;;;
4250;Men;13;1965;;;;;;;;;;;;;;;;;;
4251;Men;13;1966;;;;;;;;;;;;;;;;;;
4252;Men;13;1967;;;;;;;;;;;;;;;;;;
4253;Men;13;1968;;;;;;;;;;;;;;;;;;
4254;Men;13;1969;1041.0;1025.0;1023.0;;;;;;;;;;2.0;16.0;98.5;98.3;;0.2
4255;Men;13;1970;1049.0;1034.0;1033.0;;;;;;;;;;;16.0;98.5;98.4;9.0;
4256;Men;13;1971;1065.0;1023.0;1021.0;;;;;;;;;;2.0;42.0;96.1;95.8;11.0;0.2
4257;Men;13;1972;1078.0;1056.0;1049.0;;;;;;;;;;7.0;22.0;98.0;97.3;20.0;0.7
4258;Men;13;1973;1093.0;1062.0;1056.0;;;;;;;;;;6.0;31.0;97.2;96.6;19.0;0.6
4259;Men;13;1974;1107.0;1063.0;1054.0;;;;;;;;;;9.0;44.0;96.0;95.2;21.0;0.8
4260;Men;13;1975;1121.0;1059.0;1047.0;;;;;;;;;;12.0;62.0;94.5;93.3;27.0;1.2
4261;Men;13;1976;1129.0;1054.0;1039.0;;;;;;;;;;15.0;75.0;93.3;92.0;28.0;1.5
4262;Men;13;1977;1133.0;1064.0;1050.0;;;;;;;;;;14.0;69.0;93.9;92.7;26.0;1.3
4263;Men;13;1978;1139.0;1052.0;1039.0;;;;;;;;;;13.0;87.0;92.3;91.2;23.0;1.2
4264;Men;13;1979;1148.0;1043.0;1030.0;;;;;;;;;;14.0;105.0;90.9;89.7;21.0;1.3
4265;Men;13;1980;1161.0;1040.0;1024.0;;;;;;;;;;17.0;121.0;89.6;88.1;23.0;1.6
4266;Men;13;1981;1167.0;1044.0;1017.0;;;;;;;;;;27.0;123.0;89.5;87.1;34.0;2.6
4267;Men;13;1982;1183.0;1045.0;1003.0;;;;;;;;;;43.0;137.0;88.4;84.8;53.0;4.1
4268;Men;13;1983;1193.0;1055.0;994.0;;;;;;;;;;61.0;137.0;88.5;83.4;77.0;5.8
4269;Men;13;1984;1223.0;1076.0;1014.0;;;;;;;;;;61.0;147.0;88.0;83.0;77.0;5.7
4270;Men;13;1985;1247.0;1098.0;1039.0;;;;;;;;;;58.0;150.0;88.0;83.3;71.0;5.3
4271;Men;13;1986;1267.0;1129.0;1077.0;;;;;;;;;;52.0;138.0;89.1;85.0;70.0;4.6
4272;Men;13;1987;1331.0;1166.0;1119.0;;;;;;;;;;47.0;165.0;87.6;84.1;70.0;4.0
4273;Men;13;1988;1387.0;1215.0;1168.0;;;;;;;;;;47.0;172.0;87.6;84.2;71.0;3.9
4274;Men;13;1989;1424.0;1252.0;1203.0;;;;;;;;;;49.0;172.0;87.9;84.5;62.0;3.9
4275;Men;13;1990;1458.0;1281.0;1241.0;;;;;;;;;;41.0;177.0;87.9;85.1;62.0;3.2
4276;Men;13;1991;1505.0;1330.0;1291.0;;;;;;;;;;39.0;175.0;88.4;85.8;52.0;3.0
4277;Men;13;1992;1539.0;1375.0;1329.0;;;;;;;;;;46.0;164.0;89.4;86.4;53.0;3.4
4278;Men;13;1993;1583.0;1414.0;1359.0;;;;;;;;;;55.0;170.0;89.3;85.8;62.0;3.9
4279;Men;13;1994;1602.0;1442.0;1380.0;;;;;;;;;;62.0;160.0;90.0;86.1;77.0;4.3
4280;Men;13;1995;1627.0;1478.0;1410.0;;;;;;;;;;67.0;149.0;90.8;86.7;78.0;4.5
4281;Men;13;1996;1668.0;1505.0;1441.0;;;;;;;;;;64.0;164.0;90.2;86.4;76.0;4.2
4282;Men;13;1997;1692.0;1540.0;1484.0;;;;;;;;;;56.0;153.0;91.0;87.7;67.0;3.6
4283;Men;13;1998;1722.0;1575.0;1529.0;;;;;;;;;;46.0;147.0;91.5;88.8;56.0;2.9
4284;Men;13;1999;1747.0;1592.0;1555.0;;;;;;;;;;37.0;155.0;91.1;89.0;43.0;2.3
4285;Men;13;2000;1775.0;1614.0;1578.0;;;;;;;;;;35.0;161.0;90.9;88.9;36.0;2.2
4286;Men;13;2001 before revision;1790.0;1632.0;1601.0;;;;;;;;;;31.0;158.0;91.2;89.5;24.0;1.9
4287;Men;13;2001 after revision;1790.0;1631.0;1601.0;;;;;;;;;;30.0;159.0;91.1;89.4;31.0;1.8
4288;Men;13;2002;1790.0;1635.0;1598.0;;;;;;;;;;37.0;155.0;91.3;89.3;33.0;2.2
4289;Men;13;2003;1796.0;1639.0;1582.0;;;;;;;;;;57.0;157.0;91.3;88.1;54.0;3.5
4290;Men;13;2004;1808.0;1657.0;1586.0;;;;;;;;;;71.0;151.0;91.7;87.7;65.0;4.3
4291;Men;13;2005;1822.0;1681.0;1609.0;;;;;;;;;;72.0;141.0;92.2;88.3;61.0;4.3
4292;Men;13;2006;1835.0;1692.0;1630.0;;;;;;;;;;62.0;143.0;92.2;88.8;54.0;3.7
4293;Men;13;2007;1845.0;1699.0;1653.0;;;;;;;;;;46.0;146.0;92.1;89.6;37.0;2.7
4294;Men;13;2008;1856.0;1723.0;1684.0;;;;;;;;;;39.0;133.0;92.8;90.8;30.0;2.2
4295;Men;13;2009;1869.0;1738.0;1686.0;;;;;;;;;;52.0;132.0;93.0;90.2;42.0;3.0
4296;Men;13;2010;1882.0;1740.0;1676.0;;;;;;;;;;65.0;141.0;92.5;89.1;55.0;3.7
4297;Men;13;2011;1887.0;1741.0;1669.0;;;;;;;;;;72.0;147.0;92.2;88.4;55.0;4.1
4298;Men;13;2012;1892.0;1747.0;1662.0;;;;;;;;;;85.0;145.0;92.3;87.8;61.0;4.9
4299;Men;13;2013;1888.0;1730.0;1621.0;;;;;;;;;;108.0;158.0;91.6;85.9;79.0;6.3
4300;Men;53900;1800;;;;;;;;;;;;;;;;;;
4301;Men;53900;1801;;;;;;;;;;;;;;;;;;
4302;Men;53900;1802;;;;;;;;;;;;;;;;;;
4303;Men;53900;1803;;;;;;;;;;;;;;;;;;
4304;Men;53900;1804;;;;;;;;;;;;;;;;;;
4305;Men;53900;1805;;;;;;;;;;;;;;;;;;
4306;Men;53900;1806;;;;;;;;;;;;;;;;;;
4307;Men;53900;1807;;;;;;;;;;;;;;;;;;
4308;Men;53900;1808;;;;;;;;;;;;;;;;;;
4309;Men;53900;1809;;;;;;;;;;;;;;;;;;
4310;Men;53900;1810;;;;;;;;;;;;;;;;;;
4311;Men;53900;1811;;;;;;;;;;;;;;;;;;
4312;Men;53900;1812;;;;;;;;;;;;;;;;;;
4313;Men;53900;1813;;;;;;;;;;;;;;;;;;
4314;Men;53900;1814;;;;;;;;;;;;;;;;;;
4315;Men;53900;1815;;;;;;;;;;;;;;;;;;
4316;Men;53900;1816;;;;;;;;;;;;;;;;;;
4317;Men;53900;1817;;;;;;;;;;;;;;;;;;
4318;Men;53900;1818;;;;;;;;;;;;;;;;;;
4319;Men;53900;1819;;;;;;;;;;;;;;;;;;
4320;Men;53900;1820;;;;;;;;;;;;;;;;;;
4321;Men;53900;1821;;;;;;;;;;;;;;;;;;
4322;Men;53900;1822;;;;;;;;;;;;;;;;;;
4323;Men;53900;1823;;;;;;;;;;;;;;;;;;
4324;Men;53900;1824;;;;;;;;;;;;;;;;;;
4325;Men;53900;1825;;;;;;;;;;;;;;;;;;
4326;Men;53900;1826;;;;;;;;;;;;;;;;;;
4327;Men;53900;1827;;;;;;;;;;;;;;;;;;
4328;Men;53900;1828;;;;;;;;;;;;;;;;;;
4329;Men;53900;1829;;;;;;;;;;;;;;;;;;
4330;Men;53900;1830;;;;;;;;;;;;;;;;;;
4331;Men;53900;1831;;;;;;;;;;;;;;;;;;
4332;Men;53900;1832;;;;;;;;;;;;;;;;;;
4333;Men;53900;1833;;;;;;;;;;;;;;;;;;
4334;Men;53900;1834;;;;;;;;;;;;;;;;;;
4335;Men;53900;1835;;;;;;;;;;;;;;;;;;
4336;Men;53900;1836;;;;;;;;;;;;;;;;;;
4337;Men;53900;1837;;;;;;;;;;;;;;;;;;
4338;Men;53900;1838;;;;;;;;;;;;;;;;;;
4339;Men;53900;1839;;;;;;;;;;;;;;;;;;
4340;Men;53900;1840;;;;;;;;;;;;;;;;;;
4341;Men;53900;1841;;;;;;;;;;;;;;;;;;
4342;Men;53900;1842;;;;;;;;;;;;;;;;;;
4343;Men;53900;1843;;;;;;;;;;;;;;;;;;
4344;Men;53900;1844;;;;;;;;;;;;;;;;;;
4345;Men;53900;1845;;;;;;;;;;;;;;;;;;
4346;Men;53900;1846;;;;;;;;;;;;;;;;;;
4347;Men;53900;1847;;;;;;;;;;;;;;;;;;
4348;Men;53900;1848;;;;;;;;;;;;;;;;;;
4349;Men;53900;1849;;;;;;;;;;;;;;;;;;
4350;Men;53900;1850;;;;;;;;;;;;;;;;;;
4351;Men;53900;1851;;;;;;;;;;;;;;;;;;
4352;Men;53900;1852;;;;;;;;;;;;;;;;;;
4353;Men;53900;1853;;;;;;;;;;;;;;;;;;
4354;Men;53900;1854;;;;;;;;;;;;;;;;;;
4355;Men;53900;1855;;;;;;;;;;;;;;;;;;
4356;Men;53900;1856;;;;;;;;;;;;;;;;;;
4357;Men;53900;1857;;;;;;;;;;;;;;;;;;
4358;Men;53900;1858;;;;;;;;;;;;;;;;;;
4359;Men;53900;1859;;;;;;;;;;;;;;;;;;
4360;Men;53900;1860;;;;;;;;;;;;;;;;;;
4361;Men;53900;1861;;;;;;;;;;;;;;;;;;
4362;Men;53900;1862;;;;;;;;;;;;;;;;;;
4363;Men;53900;1863;;;;;;;;;;;;;;;;;;
4364;Men;53900;1864;;;;;;;;;;;;;;;;;;
4365;Men;53900;1865;;;;;;;;;;;;;;;;;;
4366;Men;53900;1866;;;;;;;;;;;;;;;;;;
4367;Men;53900;1867;;;;;;;;;;;;;;;;;;
4368;Men;53900;1868;;;;;;;;;;;;;;;;;;
4369;Men;53900;1869;;;;;;;;;;;;;;;;;;
4370;Men;53900;1870;;;;;;;;;;;;;;;;;;
4371;Men;53900;1871;;;;;;;;;;;;;;;;;;
4372;Men;53900;1872;;;;;;;;;;;;;;;;;;
4373;Men;53900;1873;;;;;;;;;;;;;;;;;;
4374;Men;53900;1874;;;;;;;;;;;;;;;;;;
4375;Men;53900;1875;;;;;;;;;;;;;;;;;;
4376;Men;53900;1876;;;;;;;;;;;;;;;;;;
4377;Men;53900;1877;;;;;;;;;;;;;;;;;;
4378;Men;53900;1878;;;;;;;;;;;;;;;;;;
4379;Men;53900;1879;;;;;;;;;;;;;;;;;;
4380;Men;53900;1880;;;;;;;;;;;;;;;;;;
4381;Men;53900;1881;;;;;;;;;;;;;;;;;;
4382;Men;53900;1882;;;;;;;;;;;;;;;;;;
4383;Men;53900;1883;;;;;;;;;;;;;;;;;;
4384;Men;53900;1884;;;;;;;;;;;;;;;;;;
4385;Men;53900;1885;;;;;;;;;;;;;;;;;;
4386;Men;53900;1886;;;;;;;;;;;;;;;;;;
4387;Men;53900;1887;;;;;;;;;;;;;;;;;;
4388;Men;53900;1888;;;;;;;;;;;;;;;;;;
4389;Men;53900;1889;;;;;;;;;;;;;;;;;;
4390;Men;53900;1890;;;;;;;;;;;;;;;;;;
4391;Men;53900;1891;;;;;;;;;;;;;;;;;;
4392;Men;53900;1892;;;;;;;;;;;;;;;;;;
4393;Men;53900;1893;;;;;;;;;;;;;;;;;;
4394;Men;53900;1894;;;;;;;;;;;;;;;;;;
4395;Men;53900;1895;;;;;;;;;;;;;;;;;;
4396;Men;53900;1896;;;;;;;;;;;;;;;;;;
4397;Men;53900;1897;;;;;;;;;;;;;;;;;;
4398;Men;53900;1898;;;;;;;;;;;;;;;;;;
4399;Men;53900;1899;;;;;;;;;;;;;;;;;;
4400;Men;53900;1900;;;;;;;;;;;;;;;;;;
4401;Men;53900;1901;;;;;;;;;;;;;;;;;;
4402;Men;53900;1902;;;;;;;;;;;;;;;;;;
4403;Men;53900;1903;;;;;;;;;;;;;;;;;;
4404;Men;53900;1904;;;;;;;;;;;;;;;;;;
4405;Men;53900;1905;;;;;;;;;;;;;;;;;;
4406;Men;53900;1906;;;;;;;;;;;;;;;;;;
4407;Men;53900;1907;;;;;;;;;;;;;;;;;;
4408;Men;53900;1908;;;;;;;;;;;;;;;;;;
4409;Men;53900;1909;;;;;;;;;;;;;;;;;;
4410;Men;53900;1910;;;;;;;;;;;;;;;;;;
4411;Men;53900;1911;;;;;;;;;;;;;;;;;;
4412;Men;53900;1912;;;;;;;;;;;;;;;;;;
4413;Men;53900;1913;;;;;;;;;;;;;;;;;;
4414;Men;53900;1914;;;;;;;;;;;;;;;;;;
4415;Men;53900;1915;;;;;;;;;;;;;;;;;;
4416;Men;53900;1916;;;;;;;;;;;;;;;;;;
4417;Men;53900;1917;;;;;;;;;;;;;;;;;;
4418;Men;53900;1918;;;;;;;;;;;;;;;;;;
4419;Men;53900;1919;;;;;;;;;;;;;;;;;;
4420;Men;53900;1920;;;;;;;;;;;;;;;;;;
4421;Men;53900;1921;;;;;;;;;;;;;;;;;;
4422;Men;53900;1922;;;;;;;;;;;;;;;;;;
4423;Men;53900;1923;;;;;;;;;;;;;;;;;;
4424;Men;53900;1924;;;;;;;;;;;;;;;;;;
4425;Men;53900;1925;;;;;;;;;;;;;;;;;;
4426;Men;53900;1926;;;;;;;;;;;;;;;;;;
4427;Men;53900;1927;;;;;;;;;;;;;;;;;;
4428;Men;53900;1928;;;;;;;;;;;;;;;;;;
4429;Men;53900;1929;;;;;;;;;;;;;;;;;;
4430;Men;53900;1930;;;;;;;;;;;;;;;;;;
4431;Men;53900;1931;;;;;;;;;;;;;;;;;;
4432;Men;53900;1932;;;;;;;;;;;;;;;;;;
4433;Men;53900;1933;;;;;;;;;;;;;;;;;;
4434;Men;53900;1934;;;;;;;;;;;;;;;;;;
4435;Men;53900;1935;;;;;;;;;;;;;;;;;;
4436;Men;53900;1936;;;;;;;;;;;;;;;;;;
4437;Men;53900;1937;;;;;;;;;;;;;;;;;;
4438;Men;53900;1938;;;;;;;;;;;;;;;;;;
4439;Men;53900;1939;;;;;;;;;;;;;;;;;;
4440;Men;53900;1940;;;;;;;;;;;;;;;;;;
4441;Men;53900;1941;;;;;;;;;;;;;;;;;;
4442;Men;53900;1942;;;;;;;;;;;;;;;;;;
4443;Men;53900;1943;;;;;;;;;;;;;;;;;;
4444;Men;53900;1944;;;;;;;;;;;;;;;;;;
4445;Men;53900;1945;;;;;;;;;;;;;;;;;;
4446;Men;53900;1946;;;;;;;;;;;;;;;;;;
4447;Men;53900;1947;;;;;;;;;;;;;;;;;;
4448;Men;53900;1948;;;;;;;;;;;;;;;;;;
4449;Men;53900;1949;;;;;;;;;;;;;;;;;;
4450;Men;53900;1950;;;;;;;;;;;;;;;;;;
4451;Men;53900;1951;;;;;;;;;;;;;;;;;;
4452;Men;53900;1952;;;;;;;;;;;;;;;;;;
4453;Men;53900;1953;;;;;;;;;;;;;;;;;;
4454;Men;53900;1954;;;;;;;;;;;;;;;;;;
4455;Men;53900;1955;;;;;;;;;;;;;;;;;;
4456;Men;53900;1956;;;;;;;;;;;;;;;;;;
4457;Men;53900;1957;;;;;;;;;;;;;;;;;;
4458;Men;53900;1958;;;;;;;;;;;;;;;;;;
4459;Men;53900;1959;;;;;;;;;;;;;;;;;;
4460;Men;53900;1960;;;;;;;;;;;;;;;;;;
4461;Men;53900;1961;;;;;;;;;;;;;;;;;;
4462;Men;53900;1962;;;;;;;;;;;;;;;;;;
4463;Men;53900;1963;;;;;;;;;;;;;;;;;;
4464;Men;53900;1964;;;;;;;;;;;;;;;;;;
4465;Men;53900;1965;;;;;;;;;;;;;;;;;;
4466;Men;53900;1966;;;;;;;;;;;;;;;;;;
4467;Men;53900;1967;;;;;;;;;;;;;;;;;;
4468;Men;53900;1968;;;;;;;;;;;;;;;;;;
4469;Men;53900;1969;553.0;438.0;435.0;;;;;;;;;;3.0;115.0;79.2;78.7;;0.6
4470;Men;53900;1970;560.0;443.0;441.0;;;;;;;;;;3.0;116.0;79.2;78.8;6.0;0.6
4471;Men;53900;1971;562.0;447.0;444.0;;;;;;;;;;3.0;115.0;79.5;78.9;7.0;0.7
4472;Men;53900;1972;567.0;439.0;435.0;;;;;;;;;;4.0;128.0;77.4;76.7;11.0;1.0
4473;Men;53900;1973;569.0;432.0;428.0;;;;;;;;;;4.0;137.0;75.9;75.1;11.0;1.0
4474;Men;53900;1974;570.0;420.0;415.0;;;;;;;;;;5.0;150.0;73.6;72.8;11.0;1.2
4475;Men;53900;1975;571.0;407.0;401.0;;;;;;;;;;6.0;164.0;71.3;70.3;14.0;1.4
4476;Men;53900;1976;585.0;404.0;397.0;;;;;;;;;;7.0;181.0;69.0;67.9;16.0;1.7
4477;Men;53900;1977;595.0;397.0;390.0;;;;;;;;;;7.0;198.0;66.7;65.5;15.0;1.8
4478;Men;53900;1978;603.0;390.0;382.0;;;;;;;;;;8.0;213.0;64.6;63.4;13.0;2.0
4479;Men;53900;1979;612.0;379.0;371.0;;;;;;;;;;8.0;233.0;61.9;60.6;11.0;2.2
4480;Men;53900;1980;619.0;370.0;362.0;;;;;;;;;;8.0;249.0;59.7;58.4;11.0;2.2
4481;Men;53900;1981;627.0;364.0;355.0;;;;;;;;;;9.0;263.0;58.1;56.6;11.0;2.4
4482;Men;53900;1982;634.0;351.0;342.0;;;;;;;;;;9.0;283.0;55.3;53.9;12.0;2.6
4483;Men;53900;1983;645.0;341.0;326.0;;;;;;;;;;15.0;303.0;53.0;50.7;19.0;4.4
4484;Men;53900;1984;649.0;327.0;309.0;;;;;;;;;;18.0;322.0;50.3;47.6;20.0;5.5
4485;Men;53900;1985;656.0;312.0;302.0;;;;;;;;;;10.0;345.0;47.5;46.0;10.0;3.2
4486;Men;53900;1986;661.0;305.0;295.0;;;;;;;;;;10.0;356.0;46.1;44.6;13.0;3.4
4487;Men;53900;1987;664.0;299.0;289.0;;;;;;;;;;11.0;365.0;45.1;43.4;18.0;3.6
4488;Men;53900;1988;668.0;297.0;287.0;;;;;;;;;;11.0;371.0;44.5;42.9;13.0;3.7
4489;Men;53900;1989;671.0;287.0;280.0;;;;;;;;;;7.0;384.0;42.8;41.7;11.0;2.6
4490;Men;53900;1990;676.0;289.0;281.0;;;;;;;;;;9.0;386.0;42.8;41.6;10.0;3.0
4491;Men;53900;1991;682.0;279.0;269.0;;;;;;;;;;9.0;403.0;40.9;39.5;11.0;3.4
4492;Men;53900;1992;687.0;282.0;275.0;;;;;;;;;;7.0;406.0;41.0;40.0;8.0;2.4
4493;Men;53900;1993;696.0;275.0;266.0;;;;;;;;;;9.0;421.0;39.5;38.2;8.0;3.3
4494;Men;53900;1994;706.0;278.0;268.0;;;;;;;;;;10.0;428.0;39.4;38.0;10.0;3.4
4495;Men;53900;1995;717.0;288.0;278.0;;;;;;;;;;10.0;429.0;40.2;38.7;9.0;3.5
4496;Men;53900;1996;728.0;297.0;285.0;;;;;;;;;;11.0;431.0;40.8;39.2;10.0;3.8
4497;Men;53900;1997;737.0;308.0;298.0;;;;;;;;;;10.0;429.0;41.8;40.4;10.0;3.2
4498;Men;53900;1998;750.0;333.0;324.0;;;;;;;;;;9.0;417.0;44.4;43.2;8.0;2.6
4499;Men;53900;1999;774.0;358.0;348.0;;;;;;;;;;10.0;416.0;46.3;45.0;8.0;2.8
4500;Men;53900;2000;797.0;389.0;378.0;;;;;;;;;;11.0;409.0;48.8;47.4;11.0;2.8
4501;Men;53900;2001 before revision;833.0;415.0;406.0;;;;;;;;;;8.0;418.0;49.8;48.8;7.0;2.0
4502;Men;53900;2001 after revision;833.0;389.0;381.0;;;;;;;;;;8.0;444.0;46.7;45.8;11.0;2.1
4503;Men;53900;2002;883.0;455.0;443.0;;;;;;;;;;12.0;428.0;51.5;50.2;13.0;2.7
4504;Men;53900;2003;923.0;498.0;479.0;;;;;;;;;;19.0;426.0;53.9;51.9;19.0;3.8
4505;Men;53900;2004;955.0;525.0;500.0;;;;;;;;;;25.0;430.0;55.0;52.4;24.0;4.7
4506;Men;53900;2005;982.0;549.0;520.0;;;;;;;;;;30.0;432.0;55.9;52.9;30.0;5.4
4507;Men;53900;2006;1005.0;563.0;534.0;;;;;;;;;;29.0;442.0;56.0;53.2;30.0;5.1
4508;Men;53900;2007;1029.0;615.0;586.0;;;;;;;;;;29.0;414.0;59.8;57.0;27.0;4.7
4509;Men;53900;2008;1049.0;659.0;632.0;;;;;;;;;;26.0;391.0;62.8;60.3;24.0;4.0
4510;Men;53900;2009;1064.0;680.0;651.0;;;;;;;;;;29.0;384.0;63.9;61.2;26.0;4.3
4511;Men;53900;2010;1080.0;694.0;661.0;;;;;;;;;;33.0;386.0;64.3;61.2;30.0;4.8
4512;Men;53900;2011;1083.0;717.0;683.0;;;;;;;;;;33.0;366.0;66.2;63.1;28.0;4.6
4513;Men;53900;2012;1076.0;742.0;699.0;;;;;;;;;;43.0;334.0;69.0;65.0;34.0;5.8
4514;Men;53900;2013;1076.0;782.0;720.0;;;;;;;;;;63.0;294.0;72.7;66.9;48.0;8.0
4515;Men;Background: Netherlands;1800;;;;;;;;;;;;;;;;;;
4516;Men;Background: Netherlands;1801;;;;;;;;;;;;;;;;;;
4517;Men;Background: Netherlands;1802;;;;;;;;;;;;;;;;;;
4518;Men;Background: Netherlands;1803;;;;;;;;;;;;;;;;;;
4519;Men;Background: Netherlands;1804;;;;;;;;;;;;;;;;;;
4520;Men;Background: Netherlands;1805;;;;;;;;;;;;;;;;;;
4521;Men;Background: Netherlands;1806;;;;;;;;;;;;;;;;;;
4522;Men;Background: Netherlands;1807;;;;;;;;;;;;;;;;;;
4523;Men;Background: Netherlands;1808;;;;;;;;;;;;;;;;;;
4524;Men;Background: Netherlands;1809;;;;;;;;;;;;;;;;;;
4525;Men;Background: Netherlands;1810;;;;;;;;;;;;;;;;;;
4526;Men;Background: Netherlands;1811;;;;;;;;;;;;;;;;;;
4527;Men;Background: Netherlands;1812;;;;;;;;;;;;;;;;;;
4528;Men;Background: Netherlands;1813;;;;;;;;;;;;;;;;;;
4529;Men;Background: Netherlands;1814;;;;;;;;;;;;;;;;;;
4530;Men;Background: Netherlands;1815;;;;;;;;;;;;;;;;;;
4531;Men;Background: Netherlands;1816;;;;;;;;;;;;;;;;;;
4532;Men;Background: Netherlands;1817;;;;;;;;;;;;;;;;;;
4533;Men;Background: Netherlands;1818;;;;;;;;;;;;;;;;;;
4534;Men;Background: Netherlands;1819;;;;;;;;;;;;;;;;;;
4535;Men;Background: Netherlands;1820;;;;;;;;;;;;;;;;;;
4536;Men;Background: Netherlands;1821;;;;;;;;;;;;;;;;;;
4537;Men;Background: Netherlands;1822;;;;;;;;;;;;;;;;;;
4538;Men;Background: Netherlands;1823;;;;;;;;;;;;;;;;;;
4539;Men;Background: Netherlands;1824;;;;;;;;;;;;;;;;;;
4540;Men;Background: Netherlands;1825;;;;;;;;;;;;;;;;;;
4541;Men;Background: Netherlands;1826;;;;;;;;;;;;;;;;;;
4542;Men;Background: Netherlands;1827;;;;;;;;;;;;;;;;;;
4543;Men;Background: Netherlands;1828;;;;;;;;;;;;;;;;;;
4544;Men;Background: Netherlands;1829;;;;;;;;;;;;;;;;;;
4545;Men;Background: Netherlands;1830;;;;;;;;;;;;;;;;;;
4546;Men;Background: Netherlands;1831;;;;;;;;;;;;;;;;;;
4547;Men;Background: Netherlands;1832;;;;;;;;;;;;;;;;;;
4548;Men;Background: Netherlands;1833;;;;;;;;;;;;;;;;;;
4549;Men;Background: Netherlands;1834;;;;;;;;;;;;;;;;;;
4550;Men;Background: Netherlands;1835;;;;;;;;;;;;;;;;;;
4551;Men;Background: Netherlands;1836;;;;;;;;;;;;;;;;;;
4552;Men;Background: Netherlands;1837;;;;;;;;;;;;;;;;;;
4553;Men;Background: Netherlands;1838;;;;;;;;;;;;;;;;;;
4554;Men;Background: Netherlands;1839;;;;;;;;;;;;;;;;;;
4555;Men;Background: Netherlands;1840;;;;;;;;;;;;;;;;;;
4556;Men;Background: Netherlands;1841;;;;;;;;;;;;;;;;;;
4557;Men;Background: Netherlands;1842;;;;;;;;;;;;;;;;;;
4558;Men;Background: Netherlands;1843;;;;;;;;;;;;;;;;;;
4559;Men;Background: Netherlands;1844;;;;;;;;;;;;;;;;;;
4560;Men;Background: Netherlands;1845;;;;;;;;;;;;;;;;;;
4561;Men;Background: Netherlands;1846;;;;;;;;;;;;;;;;;;
4562;Men;Background: Netherlands;1847;;;;;;;;;;;;;;;;;;
4563;Men;Background: Netherlands;1848;;;;;;;;;;;;;;;;;;
4564;Men;Background: Netherlands;1849;;;;;;;;;;;;;;;;;;
4565;Men;Background: Netherlands;1850;;;;;;;;;;;;;;;;;;
4566;Men;Background: Netherlands;1851;;;;;;;;;;;;;;;;;;
4567;Men;Background: Netherlands;1852;;;;;;;;;;;;;;;;;;
4568;Men;Background: Netherlands;1853;;;;;;;;;;;;;;;;;;
4569;Men;Background: Netherlands;1854;;;;;;;;;;;;;;;;;;
4570;Men;Background: Netherlands;1855;;;;;;;;;;;;;;;;;;
4571;Men;Background: Netherlands;1856;;;;;;;;;;;;;;;;;;
4572;Men;Background: Netherlands;1857;;;;;;;;;;;;;;;;;;
4573;Men;Background: Netherlands;1858;;;;;;;;;;;;;;;;;;
4574;Men;Background: Netherlands;1859;;;;;;;;;;;;;;;;;;
4575;Men;Background: Netherlands;1860;;;;;;;;;;;;;;;;;;
4576;Men;Background: Netherlands;1861;;;;;;;;;;;;;;;;;;
4577;Men;Background: Netherlands;1862;;;;;;;;;;;;;;;;;;
4578;Men;Background: Netherlands;1863;;;;;;;;;;;;;;;;;;
4579;Men;Background: Netherlands;1864;;;;;;;;;;;;;;;;;;
4580;Men;Background: Netherlands;1865;;;;;;;;;;;;;;;;;;
4581;Men;Background: Netherlands;1866;;;;;;;;;;;;;;;;;;
4582;Men;Background: Netherlands;1867;;;;;;;;;;;;;;;;;;
4583;Men;Background: Netherlands;1868;;;;;;;;;;;;;;;;;;
4584;Men;Background: Netherlands;1869;;;;;;;;;;;;;;;;;;
4585;Men;Background: Netherlands;1870;;;;;;;;;;;;;;;;;;
4586;Men;Background: Netherlands;1871;;;;;;;;;;;;;;;;;;
4587;Men;Background: Netherlands;1872;;;;;;;;;;;;;;;;;;
4588;Men;Background: Netherlands;1873;;;;;;;;;;;;;;;;;;
