ID;Sex;Age;Origin;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
3477;Total male and female;10000;Origin: born in NL, parents in NL;C07D Beta block./thiazides/other diuret.;2021;0.0;0.0;0.0;0.0
3478;Total male and female;10000;Origin: born in NL, parents in NL;C07D Beta block./thiazides/other diuret.;2022;0.0;0.0;0.0;0.0
3479;Total male and female;10000;Origin: born in NL, parents in NL;C07D Beta block./thiazides/other diuret.;2023;0.0;0.0;0.0;0.0
3480;Total male and female;10000;Origin: born in NL, parents in NL;C07E Beta blocking agents / vasodilators;2020;0.0;0.0;0.0;0.0
3481;Total male and female;10000;Origin: born in NL, parents in NL;C07E Beta blocking agents / vasodilators;2021;0.0;0.0;0.0;0.0
3482;Total male and female;10000;Origin: born in NL, parents in NL;C07E Beta blocking agents / vasodilators;2022;0.0;0.0;0.0;0.0
3483;Total male and female;10000;Origin: born in NL, parents in NL;C07E Beta blocking agents / vasodilators;2023;0.0;0.0;0.0;0.0
3484;Total male and female;10000;Origin: born in NL, parents in NL;C07F Beta block./other antihypertensives;2020;0.0;0.0;0.0;0.0
3485;Total male and female;10000;Origin: born in NL, parents in NL;C07F Beta block./other antihypertensives;2021;0.0;0.0;0.0;0.0
3486;Total male and female;10000;Origin: born in NL, parents in NL;C07F Beta block./other antihypertensives;2022;0.0;0.0;0.0;0.0
3487;Total male and female;10000;Origin: born in NL, parents in NL;C07F Beta block./other antihypertensives;2023;0.0;0.0;0.0;0.0
3488;Total male and female;10000;Origin: born in NL, parents in NL;C08 Calcium channel blockers;2020;828565.0;6.28;335689.0;25440.0
3489;Total male and female;10000;Origin: born in NL, parents in NL;C08 Calcium channel blockers;2021;868410.0;6.59;350924.0;26621.0
3490;Total male and female;10000;Origin: born in NL, parents in NL;C08 Calcium channel blockers;2022;892170.0;6.78;361290.0;27471.0
3491;Total male and female;10000;Origin: born in NL, parents in NL;C08 Calcium channel blockers;2023;923965.0;7.05;374926.0;28590.0
3492;Total male and female;10000;Origin: born in NL, parents in NL;C08C Sel.calcium ch.block.mnly.vascular;2020;741590.0;5.62;314496.0;23834.0
3493;Total male and female;10000;Origin: born in NL, parents in NL;C08C Sel.calcium ch.block.mnly.vascular;2021;780080.0;5.92;329420.0;24990.0
3494;Total male and female;10000;Origin: born in NL, parents in NL;C08C Sel.calcium ch.block.mnly.vascular;2022;802625.0;6.1;339638.0;25825.0
3495;Total male and female;10000;Origin: born in NL, parents in NL;C08C Sel.calcium ch.block.mnly.vascular;2023;832885.0;6.35;352948.0;26914.0
3496;Total male and female;10000;Origin: born in NL, parents in NL;C08D Sel.calcium ch.block.direct cardiac;2020;93760.0;0.71;21087.0;1598.0
3497;Total male and female;10000;Origin: born in NL, parents in NL;C08D Sel.calcium ch.block.direct cardiac;2021;95285.0;0.72;21390.0;1623.0
3498;Total male and female;10000;Origin: born in NL, parents in NL;C08D Sel.calcium ch.block.direct cardiac;2022;96445.0;0.73;21533.0;1637.0
3499;Total male and female;10000;Origin: born in NL, parents in NL;C08D Sel.calcium ch.block.direct cardiac;2023;98285.0;0.75;21850.0;1666.0
3500;Total male and female;10000;Origin: born in NL, parents in NL;C08E Non-sel. calcium channel blockers;2020;0.0;0.0;0.0;0.0
3501;Total male and female;10000;Origin: born in NL, parents in NL;C08E Non-sel. calcium channel blockers;2021;0.0;0.0;0.0;0.0
3502;Total male and female;10000;Origin: born in NL, parents in NL;C08E Non-sel. calcium channel blockers;2022;0.0;0.0;0.0;0.0
3503;Total male and female;10000;Origin: born in NL, parents in NL;C08E Non-sel. calcium channel blockers;2023;0.0;0.0;0.0;0.0
3504;Total male and female;10000;Origin: born in NL, parents in NL;C08G Calcium channel blockers/diuretics;2020;370.0;0.0;107.0;8.0
3505;Total male and female;10000;Origin: born in NL, parents in NL;C08G Calcium channel blockers/diuretics;2021;390.0;0.0;114.0;9.0
3506;Total male and female;10000;Origin: born in NL, parents in NL;C08G Calcium channel blockers/diuretics;2022;405.0;0.0;119.0;9.0
3507;Total male and female;10000;Origin: born in NL, parents in NL;C08G Calcium channel blockers/diuretics;2023;450.0;0.0;128.0;10.0
3508;Total male and female;10000;Origin: born in NL, parents in NL;C09 Agents on renin-angiotensin system;2020;1659515.0;12.58;752003.0;56990.0
3509;Total male and female;10000;Origin: born in NL, parents in NL;C09 Agents on renin-angiotensin system;2021;1681755.0;12.76;760721.0;57708.0
3510;Total male and female;10000;Origin: born in NL, parents in NL;C09 Agents on renin-angiotensin system;2022;1692555.0;12.87;757875.0;57627.0
3511;Total male and female;10000;Origin: born in NL, parents in NL;C09 Agents on renin-angiotensin system;2023;1712105.0;13.06;762577.0;58151.0
3512;Total male and female;10000;Origin: born in NL, parents in NL;C09A Ace inhibitors, plain;2020;876570.0;6.64;380307.0;28821.0
3513;Total male and female;10000;Origin: born in NL, parents in NL;C09A Ace inhibitors, plain;2021;890940.0;6.76;383414.0;29086.0
3514;Total male and female;10000;Origin: born in NL, parents in NL;C09A Ace inhibitors, plain;2022;889965.0;6.77;382254.0;29065.0
3515;Total male and female;10000;Origin: born in NL, parents in NL;C09A Ace inhibitors, plain;2023;893820.0;6.82;383460.0;29241.0
3516;Total male and female;10000;Origin: born in NL, parents in NL;C09B Ace inhibitors, combinations;2020;92615.0;0.7;31710.0;2403.0
3517;Total male and female;10000;Origin: born in NL, parents in NL;C09B Ace inhibitors, combinations;2021;86945.0;0.66;30245.0;2294.0
3518;Total male and female;10000;Origin: born in NL, parents in NL;C09B Ace inhibitors, combinations;2022;80330.0;0.61;27960.0;2126.0
3519;Total male and female;10000;Origin: born in NL, parents in NL;C09B Ace inhibitors, combinations;2023;76675.0;0.58;26833.0;2046.0
3520;Total male and female;10000;Origin: born in NL, parents in NL;C09C Angiotensin II antagonists, plain;2020;585635.0;4.44;275788.0;20900.0
3521;Total male and female;10000;Origin: born in NL, parents in NL;C09C Angiotensin II antagonists, plain;2021;599630.0;4.55;283211.0;21484.0
3522;Total male and female;10000;Origin: born in NL, parents in NL;C09C Angiotensin II antagonists, plain;2022;610115.0;4.64;283750.0;21575.0
3523;Total male and female;10000;Origin: born in NL, parents in NL;C09C Angiotensin II antagonists, plain;2023;632895.0;4.83;289359.0;22065.0
3524;Total male and female;10000;Origin: born in NL, parents in NL;C09D Angiotensin II antagonists, combin.;2020;182835.0;1.39;61656.0;4673.0
3525;Total male and female;10000;Origin: born in NL, parents in NL;C09D Angiotensin II antagonists, combin.;2021;183835.0;1.39;61464.0;4663.0
3526;Total male and female;10000;Origin: born in NL, parents in NL;C09D Angiotensin II antagonists, combin.;2022;184380.0;1.4;61722.0;4693.0
3527;Total male and female;10000;Origin: born in NL, parents in NL;C09D Angiotensin II antagonists, combin.;2023;183765.0;1.4;60872.0;4642.0
3528;Total male and female;10000;Origin: born in NL, parents in NL;C09X Other renin angiotensin syst.agents;2020;5235.0;0.04;2543.0;193.0
3529;Total male and female;10000;Origin: born in NL, parents in NL;C09X Other renin angiotensin syst.agents;2021;4910.0;0.04;2387.0;181.0
3530;Total male and female;10000;Origin: born in NL, parents in NL;C09X Other renin angiotensin syst.agents;2022;4505.0;0.03;2190.0;166.0
3531;Total male and female;10000;Origin: born in NL, parents in NL;C09X Other renin angiotensin syst.agents;2023;4230.0;0.03;2053.0;157.0
3532;Total male and female;10000;Origin: born in NL, parents in NL;C10 Lipid modifying agents;2020;1649300.0;12.5;715269.0;54206.0
3533;Total male and female;10000;Origin: born in NL, parents in NL;C10 Lipid modifying agents;2021;1670265.0;12.67;734966.0;55754.0
3534;Total male and female;10000;Origin: born in NL, parents in NL;C10 Lipid modifying agents;2022;1691635.0;12.86;754552.0;57374.0
3535;Total male and female;10000;Origin: born in NL, parents in NL;C10 Lipid modifying agents;2023;1714745.0;13.08;776593.0;59220.0
3536;Total male and female;10000;Origin: born in NL, parents in NL;C10A Lipid modifying agents, plain;2020;1629295.0;12.35;707579.0;53623.0
3537;Total male and female;10000;Origin: born in NL, parents in NL;C10A Lipid modifying agents, plain;2021;1652435.0;12.54;728110.0;55234.0
3538;Total male and female;10000;Origin: born in NL, parents in NL;C10A Lipid modifying agents, plain;2022;1674420.0;12.73;748088.0;56882.0
3539;Total male and female;10000;Origin: born in NL, parents in NL;C10A Lipid modifying agents, plain;2023;1698895.0;12.96;770373.0;58746.0
3540;Total male and female;10000;Origin: born in NL, parents in NL;C10B Lipid modifying agents,combinations;2020;24825.0;0.19;7690.0;583.0
3541;Total male and female;10000;Origin: born in NL, parents in NL;C10B Lipid modifying agents,combinations;2021;21790.0;0.17;6856.0;520.0
3542;Total male and female;10000;Origin: born in NL, parents in NL;C10B Lipid modifying agents,combinations;2022;20335.0;0.15;6464.0;491.0
3543;Total male and female;10000;Origin: born in NL, parents in NL;C10B Lipid modifying agents,combinations;2023;19745.0;0.15;6220.0;474.0
3544;Total male and female;10000;Origin: born in NL, parents in NL;D Dermatologicals;2020;2384990.0;18.07;505943.0;38342.0
3545;Total male and female;10000;Origin: born in NL, parents in NL;D Dermatologicals;2021;2419025.0;18.35;506498.0;38423.0
3546;Total male and female;10000;Origin: born in NL, parents in NL;D Dermatologicals;2022;2481910.0;18.87;509194.0;38718.0
3547;Total male and female;10000;Origin: born in NL, parents in NL;D Dermatologicals;2023;2540310.0;19.37;518815.0;39563.0
3548;Total male and female;10000;Origin: born in NL, parents in NL;D01 Antifungals for dermatological use;2020;572880.0;4.34;34539.0;2617.0
3549;Total male and female;10000;Origin: born in NL, parents in NL;D01 Antifungals for dermatological use;2021;553135.0;4.2;29912.0;2269.0
3550;Total male and female;10000;Origin: born in NL, parents in NL;D01 Antifungals for dermatological use;2022;585140.0;4.45;35106.0;2669.0
3551;Total male and female;10000;Origin: born in NL, parents in NL;D01 Antifungals for dermatological use;2023;589060.0;4.49;35767.0;2727.0
3552;Total male and female;10000;Origin: born in NL, parents in NL;D01A Antifungals for topical use;2020;534165.0;4.05;31237.0;2367.0
3553;Total male and female;10000;Origin: born in NL, parents in NL;D01A Antifungals for topical use;2021;509230.0;3.86;26176.0;1986.0
3554;Total male and female;10000;Origin: born in NL, parents in NL;D01A Antifungals for topical use;2022;536255.0;4.08;30983.0;2356.0
3555;Total male and female;10000;Origin: born in NL, parents in NL;D01A Antifungals for topical use;2023;535630.0;4.08;31342.0;2390.0
3556;Total male and female;10000;Origin: born in NL, parents in NL;D01B Antifungals for systemic use;2020;49375.0;0.37;3302.0;250.0
3557;Total male and female;10000;Origin: born in NL, parents in NL;D01B Antifungals for systemic use;2021;54895.0;0.42;3737.0;283.0
3558;Total male and female;10000;Origin: born in NL, parents in NL;D01B Antifungals for systemic use;2022;61050.0;0.46;4123.0;313.0
3559;Total male and female;10000;Origin: born in NL, parents in NL;D01B Antifungals for systemic use;2023;66090.0;0.5;4424.0;337.0
3560;Total male and female;10000;Origin: born in NL, parents in NL;D02 Emollients and protectives;2020;730210.0;5.53;295398.0;22386.0
3561;Total male and female;10000;Origin: born in NL, parents in NL;D02 Emollients and protectives;2021;777120.0;5.9;305502.0;23175.0
3562;Total male and female;10000;Origin: born in NL, parents in NL;D02 Emollients and protectives;2022;803950.0;6.11;304839.0;23179.0
3563;Total male and female;10000;Origin: born in NL, parents in NL;D02 Emollients and protectives;2023;828385.0;6.32;303214.0;23122.0
3564;Total male and female;10000;Origin: born in NL, parents in NL;D02A Emollients and protectives;2020;730210.0;5.53;295398.0;22386.0
3565;Total male and female;10000;Origin: born in NL, parents in NL;D02A Emollients and protectives;2021;777120.0;5.9;305502.0;23175.0
3566;Total male and female;10000;Origin: born in NL, parents in NL;D02A Emollients and protectives;2022;803945.0;6.11;304839.0;23179.0
3567;Total male and female;10000;Origin: born in NL, parents in NL;D02A Emollients and protectives;2023;828385.0;6.32;303214.0;23122.0
3568;Total male and female;10000;Origin: born in NL, parents in NL;D02B Protectives against uv-radiation;2020;0.0;0.0;0.0;0.0
3569;Total male and female;10000;Origin: born in NL, parents in NL;D02B Protectives against uv-radiation;2021;0.0;0.0;0.0;0.0
3570;Total male and female;10000;Origin: born in NL, parents in NL;D02B Protectives against uv-radiation;2022;0.0;0.0;0.0;0.0
3571;Total male and female;10000;Origin: born in NL, parents in NL;D02B Protectives against uv-radiation;2023;0.0;0.0;0.0;0.0
3572;Total male and female;10000;Origin: born in NL, parents in NL;D03 Means for wounds & ulcers treatment;2020;1445.0;0.01;47.0;4.0
3573;Total male and female;10000;Origin: born in NL, parents in NL;D03 Means for wounds & ulcers treatment;2021;1095.0;0.01;41.0;3.0
3574;Total male and female;10000;Origin: born in NL, parents in NL;D03 Means for wounds & ulcers treatment;2022;1110.0;0.01;36.0;3.0
3575;Total male and female;10000;Origin: born in NL, parents in NL;D03 Means for wounds & ulcers treatment;2023;1045.0;0.01;29.0;2.0
3576;Total male and female;10000;Origin: born in NL, parents in NL;D03A Cicatrizants;2020;0.0;0.0;0.0;0.0
3577;Total male and female;10000;Origin: born in NL, parents in NL;D03A Cicatrizants;2021;0.0;0.0;0.0;0.0
3578;Total male and female;10000;Origin: born in NL, parents in NL;D03A Cicatrizants;2022;0.0;0.0;0.0;0.0
3579;Total male and female;10000;Origin: born in NL, parents in NL;D03A Cicatrizants;2023;0.0;0.0;0.0;0.0
3580;Total male and female;10000;Origin: born in NL, parents in NL;D03B Enzymes;2020;705.0;0.01;47.0;4.0
3581;Total male and female;10000;Origin: born in NL, parents in NL;D03B Enzymes;2021;670.0;0.01;41.0;3.0
3582;Total male and female;10000;Origin: born in NL, parents in NL;D03B Enzymes;2022;625.0;0.0;36.0;3.0
3583;Total male and female;10000;Origin: born in NL, parents in NL;D03B Enzymes;2023;525.0;0.0;29.0;2.0
3584;Total male and female;10000;Origin: born in NL, parents in NL;D04 Antipruritics,incl antesthetics ....;2020;10.0;0.0;12.0;1.0
3585;Total male and female;10000;Origin: born in NL, parents in NL;D04 Antipruritics,incl antesthetics ....;2021;10.0;0.0;8.0;1.0
3586;Total male and female;10000;Origin: born in NL, parents in NL;D04 Antipruritics,incl antesthetics ....;2022;5.0;0.0;9.0;1.0
3587;Total male and female;10000;Origin: born in NL, parents in NL;D04 Antipruritics,incl antesthetics ....;2023;10.0;0.0;10.0;1.0
3588;Total male and female;10000;Origin: born in NL, parents in NL;D04A Antipruritics, incl antihistam. etc;2020;10.0;0.0;12.0;1.0
3589;Total male and female;10000;Origin: born in NL, parents in NL;D04A Antipruritics, incl antihistam. etc;2021;10.0;0.0;8.0;1.0
3590;Total male and female;10000;Origin: born in NL, parents in NL;D04A Antipruritics, incl antihistam. etc;2022;5.0;0.0;9.0;1.0
3591;Total male and female;10000;Origin: born in NL, parents in NL;D04A Antipruritics, incl antihistam. etc;2023;10.0;0.0;10.0;1.0
3592;Total male and female;10000;Origin: born in NL, parents in NL;D05 Antipsoriatics;2020;67115.0;0.51;13174.0;998.0
3593;Total male and female;10000;Origin: born in NL, parents in NL;D05 Antipsoriatics;2021;66210.0;0.5;13069.0;991.0
3594;Total male and female;10000;Origin: born in NL, parents in NL;D05 Antipsoriatics;2022;69490.0;0.53;13549.0;1030.0
3595;Total male and female;10000;Origin: born in NL, parents in NL;D05 Antipsoriatics;2023;67555.0;0.52;12768.0;974.0
3596;Total male and female;10000;Origin: born in NL, parents in NL;D05A Antipsoriatics for topical use;2020;62115.0;0.47;12816.0;971.0
3597;Total male and female;10000;Origin: born in NL, parents in NL;D05A Antipsoriatics for topical use;2021;63760.0;0.48;12727.0;965.0
3598;Total male and female;10000;Origin: born in NL, parents in NL;D05A Antipsoriatics for topical use;2022;67065.0;0.51;13215.0;1005.0
3599;Total male and female;10000;Origin: born in NL, parents in NL;D05A Antipsoriatics for topical use;2023;65090.0;0.5;12434.0;948.0
3600;Total male and female;10000;Origin: born in NL, parents in NL;D05B Antipsoriatics for systemic use;2020;7370.0;0.06;358.0;27.0
3601;Total male and female;10000;Origin: born in NL, parents in NL;D05B Antipsoriatics for systemic use;2021;3045.0;0.02;342.0;26.0
3602;Total male and female;10000;Origin: born in NL, parents in NL;D05B Antipsoriatics for systemic use;2022;3010.0;0.02;334.0;25.0
3603;Total male and female;10000;Origin: born in NL, parents in NL;D05B Antipsoriatics for systemic use;2023;3010.0;0.02;335.0;26.0
