ID;Citizenship;Periods;TotalRequestsAsylumAndFamilyMembers_1;FirstRequestsForAsylumPersons_2;SubsequentRequests_3;FamilyMembersPersons_4
3755;Syrian ;1980;15.0;15.0;;
3756;Syrian ;1981;;;;
3757;Syrian ;1982;15.0;15.0;;
3758;Syrian ;1983;10.0;10.0;;
3759;Syrian ;1984;75.0;75.0;;
3760;Syrian ;1985;115.0;115.0;;
3761;Syrian ;1986;140.0;140.0;;
3762;Syrian ;1987;105.0;105.0;;
3763;Syrian ;1988;125.0;125.0;;
3764;Syrian ;1989;200.0;200.0;;
3765;Syrian ;1990;695.0;695.0;;
3766;Syrian ;1991;550.0;550.0;;
3767;Syrian ;1992;235.0;235.0;;
3768;Syrian ;1993;265.0;265.0;;
3769;Syrian ;1994;390.0;390.0;;
3770;Syrian ;1995;255.0;255.0;;
3771;Syrian ;1996;305.0;305.0;;
3772;Syrian ;1997;460.0;460.0;;
3773;Syrian ;1998;830.0;830.0;;
3774;Syrian ;1999;850.0;850.0;;
3775;Syrian ;2000;1075.0;1075.0;;
3776;Syrian ;2001;520.0;520.0;;
3777;Syrian ;2002;320.0;320.0;;
3778;Syrian ;2003;230.0;230.0;;
3779;Syrian ;2004;180.0;180.0;;
3780;Syrian ;2005;280.0;280.0;;
3781;Syrian ;2006;295.0;295.0;;
3782;Syrian ;2007;90.0;50.0;40.0;
3783;Syrian ;2008;80.0;50.0;35.0;
3784;Syrian ;2009;130.0;100.0;25.0;
3785;Syrian ;2010;150.0;125.0;25.0;
3786;Syrian ;2011;200.0;170.0;30.0;
3787;Syrian ;2012;575.0;455.0;120.0;
3788;Syrian ;2013;2620.0;2230.0;35.0;355.0
3789;Syrian ;2014;11595.0;8750.0;40.0;2805.0
3790;Syrian ;2015;27710.0;18675.0;50.0;8980.0
3791;Syrian ;2016;11310.0;2865.0;50.0;8395.0
3792;Syrian ;2017;11600.0;2970.0;45.0;8580.0
3793;Syrian ;2018;5210.0;2960.0;110.0;2135.0
3794;Syrian ;2019;5200.0;3675.0;160.0;1365.0
3795;Syrian ;2020;5615.0;4070.0;85.0;1460.0
3796;Syrian ;2021;14960.0;8380.0;140.0;6440.0
3797;Syrian ;2022;19990.0;12650.0;105.0;7240.0
3798;Syrian ;2023;19805.0;13030.0;80.0;6695.0
3799;Syrian ;2024;20370.0;11525.0;130.0;8710.0
3800;Tajik ;1975;;;;
3801;Tajik ;1976;;;;
3802;Tajik ;1977;;;;
3803;Tajik ;1978;;;;
3804;Tajik ;1979;;;;
3805;Tajik ;1980;;;;
3806;Tajik ;1981;;;;
3807;Tajik ;1982;;;;
3808;Tajik ;1983;;;;
3809;Tajik ;1984;;;;
3810;Tajik ;1985;;;;
3811;Tajik ;1986;;;;
3812;Tajik ;1987;;;;
3813;Tajik ;1988;;;;
3814;Tajik ;1989;;;;
3815;Tajik ;1990;;;;
3816;Tajik ;1991;;;;
3817;Tajik ;1992;;;;
3818;Tajik ;1993;15.0;15.0;;
3819;Tajik ;1994;15.0;15.0;;
3820;Tajik ;1995;10.0;10.0;;
3821;Tajik ;1996;10.0;10.0;;
3822;Tajik ;1997;30.0;30.0;;
3823;Tajik ;1998;40.0;40.0;;
3824;Tajik ;1999;20.0;20.0;;
3825;Tajik ;2000;40.0;40.0;;
3826;Tajik ;2001;55.0;55.0;;
3827;Tajik ;2002;15.0;15.0;;
3828;Tajik ;2003;10.0;10.0;;
3829;Tajik ;2004;10.0;10.0;;
3830;Tajik ;2005;0.0;0.0;;
3831;Tajik ;2006;10.0;10.0;;
3832;Tajik ;2007;5.0;5.0;0.0;
3833;Tajik ;2008;15.0;10.0;0.0;
3834;Tajik ;2009;10.0;10.0;0.0;
3835;Tajik ;2010;25.0;25.0;0.0;
3836;Tajik ;2011;15.0;15.0;0.0;
3837;Tajik ;2012;20.0;10.0;10.0;
3838;Tajik ;2013;10.0;5.0;5.0;5.0
3839;Tajik ;2014;15.0;5.0;5.0;5.0
3840;Tajik ;2015;35.0;30.0;5.0;
3841;Tajik ;2016;20.0;20.0;5.0;
3842;Tajik ;2017;65.0;60.0;5.0;0.0
3843;Tajik ;2018;180.0;180.0;0.0;
3844;Tajik ;2019;115.0;110.0;5.0;
3845;Tajik ;2020;20.0;20.0;0.0;0.0
3846;Tajik ;2021;20.0;15.0;0.0;0.0
3847;Tajik ;2022;55.0;50.0;5.0;0.0
3848;Tajik ;2023;35.0;35.0;5.0;0.0
3849;Tajik ;2024;45.0;40.0;5.0;5.0
3850;Togolese ;1975;;;;
3851;Togolese ;1976;;;;
3852;Togolese ;1977;;;;
3853;Togolese ;1978;;;;
3854;Togolese ;1979;;;;
3855;Togolese ;1980;;;;
3856;Togolese ;1981;;;;
3857;Togolese ;1982;;;;
3858;Togolese ;1983;;;;
3859;Togolese ;1984;;;;
3860;Togolese ;1985;;;;
3861;Togolese ;1986;;;;
3862;Togolese ;1987;85.0;85.0;;
3863;Togolese ;1988;50.0;50.0;;
3864;Togolese ;1989;50.0;50.0;;
3865;Togolese ;1990;85.0;85.0;;
3866;Togolese ;1991;100.0;100.0;;
3867;Togolese ;1992;35.0;35.0;;
3868;Togolese ;1993;60.0;60.0;;
3869;Togolese ;1994;100.0;100.0;;
3870;Togolese ;1995;50.0;50.0;;
3871;Togolese ;1996;50.0;50.0;;
3872;Togolese ;1997;90.0;90.0;;
3873;Togolese ;1998;100.0;100.0;;
3874;Togolese ;1999;200.0;200.0;;
3875;Togolese ;2000;475.0;475.0;;
3876;Togolese ;2001;460.0;460.0;;
3877;Togolese ;2002;410.0;410.0;;
3878;Togolese ;2003;95.0;95.0;;
3879;Togolese ;2004;35.0;35.0;;
3880;Togolese ;2005;40.0;40.0;;
3881;Togolese ;2006;50.0;50.0;;
3882;Togolese ;2007;20.0;10.0;10.0;
3883;Togolese ;2008;30.0;25.0;10.0;
3884;Togolese ;2009;30.0;30.0;0.0;
3885;Togolese ;2010;30.0;25.0;5.0;
3886;Togolese ;2011;20.0;15.0;5.0;
3887;Togolese ;2012;15.0;10.0;5.0;
3888;Togolese ;2013;20.0;10.0;5.0;5.0
3889;Togolese ;2014;5.0;0.0;0.0;
3890;Togolese ;2015;15.0;10.0;5.0;0.0
3891;Togolese ;2016;10.0;5.0;5.0;
3892;Togolese ;2017;10.0;10.0;0.0;
3893;Togolese ;2018;10.0;5.0;5.0;
3894;Togolese ;2019;15.0;10.0;0.0;
3895;Togolese ;2020;5.0;5.0;0.0;
3896;Togolese ;2021;5.0;5.0;;
3897;Togolese ;2022;5.0;5.0;0.0;0.0
3898;Togolese ;2023;5.0;5.0;0.0;0.0
3899;Togolese ;2024;5.0;5.0;0.0;0.0
3900;Tunisian ;1975;;;;
3901;Tunisian ;1976;;;;
3902;Tunisian ;1977;;;;
3903;Tunisian ;1978;;;;
3904;Tunisian ;1979;;;;
3905;Tunisian ;1980;;;;
3906;Tunisian ;1981;;;;
3907;Tunisian ;1982;;;;
3908;Tunisian ;1983;;;;
3909;Tunisian ;1984;;;;
3910;Tunisian ;1985;;;;
3911;Tunisian ;1986;;;;
3912;Tunisian ;1987;;;;
3913;Tunisian ;1988;;;;
3914;Tunisian ;1989;;;;
3915;Tunisian ;1990;;;;
3916;Tunisian ;1991;;;;
3917;Tunisian ;1992;;;;
3918;Tunisian ;1993;30.0;30.0;;
3919;Tunisian ;1994;65.0;65.0;;
3920;Tunisian ;1995;25.0;25.0;;
3921;Tunisian ;1996;25.0;25.0;;
3922;Tunisian ;1997;20.0;20.0;;
3923;Tunisian ;1998;25.0;25.0;;
3924;Tunisian ;1999;20.0;20.0;;
3925;Tunisian ;2000;;;;
3926;Tunisian ;2001;;;;
3927;Tunisian ;2002;;;;
3928;Tunisian ;2003;;;;
3929;Tunisian ;2004;;;;
3930;Tunisian ;2005;;;;
3931;Tunisian ;2006;;;;
3932;Tunisian ;2007;5.0;5.0;0.0;
3933;Tunisian ;2008;15.0;10.0;5.0;
3934;Tunisian ;2009;10.0;5.0;0.0;
3935;Tunisian ;2010;10.0;10.0;0.0;
3936;Tunisian ;2011;25.0;20.0;0.0;
3937;Tunisian ;2012;15.0;15.0;0.0;
3938;Tunisian ;2013;20.0;20.0;0.0;
3939;Tunisian ;2014;15.0;15.0;0.0;
3940;Tunisian ;2015;35.0;25.0;5.0;5.0
3941;Tunisian ;2016;205.0;205.0;0.0;
3942;Tunisian ;2017;185.0;170.0;10.0;0.0
3943;Tunisian ;2018;415.0;385.0;30.0;0.0
3944;Tunisian ;2019;340.0;295.0;40.0;
3945;Tunisian ;2020;255.0;240.0;15.0;0.0
3946;Tunisian ;2021;285.0;265.0;20.0;0.0
3947;Tunisian ;2022;310.0;285.0;25.0;0.0
3948;Tunisian ;2023;450.0;430.0;20.0;0.0
3949;Tunisian ;2024;370.0;330.0;45.0;0.0
3950;Turkish ;1975;;;;
3951;Turkish ;1976;;;;
3952;Turkish ;1977;;;;
3953;Turkish ;1978;;;;
3954;Turkish ;1979;;;;
3955;Turkish ;1980;605.0;605.0;;
3956;Turkish ;1981;50.0;50.0;;
3957;Turkish ;1982;100.0;100.0;;
3958;Turkish ;1983;420.0;420.0;;
3959;Turkish ;1984;455.0;455.0;;
3960;Turkish ;1985;1030.0;1030.0;;
3961;Turkish ;1986;1380.0;1380.0;;
3962;Turkish ;1987;1360.0;1360.0;;
3963;Turkish ;1988;380.0;380.0;;
3964;Turkish ;1989;485.0;485.0;;
3965;Turkish ;1990;795.0;795.0;;
3966;Turkish ;1991;915.0;915.0;;
3967;Turkish ;1992;720.0;720.0;;
3968;Turkish ;1993;635.0;635.0;;
3969;Turkish ;1994;620.0;620.0;;
3970;Turkish ;1995;700.0;700.0;;
3971;Turkish ;1996;690.0;690.0;;
3972;Turkish ;1997;1135.0;1135.0;;
3973;Turkish ;1998;1220.0;1220.0;;
3974;Turkish ;1999;1490.0;1490.0;;
3975;Turkish ;2000;2245.0;2245.0;;
3976;Turkish ;2001;1400.0;1400.0;;
3977;Turkish ;2002;640.0;640.0;;
3978;Turkish ;2003;415.0;415.0;;
3979;Turkish ;2004;340.0;340.0;;
3980;Turkish ;2005;290.0;290.0;;
3981;Turkish ;2006;340.0;340.0;;
3982;Turkish ;2007;145.0;105.0;45.0;
3983;Turkish ;2008;115.0;70.0;45.0;
3984;Turkish ;2009;85.0;70.0;15.0;
3985;Turkish ;2010;105.0;90.0;10.0;
3986;Turkish ;2011;110.0;95.0;15.0;
3987;Turkish ;2012;105.0;90.0;15.0;
3988;Turkish ;2013;85.0;45.0;30.0;15.0
3989;Turkish ;2014;80.0;45.0;15.0;20.0
3990;Turkish ;2015;70.0;55.0;10.0;5.0
3991;Turkish ;2016;260.0;235.0;15.0;10.0
3992;Turkish ;2017;510.0;480.0;25.0;0.0
3993;Turkish ;2018;1380.0;1300.0;30.0;50.0
3994;Turkish ;2019;1355.0;1250.0;30.0;75.0
3995;Turkish ;2020;1265.0;990.0;20.0;255.0
3996;Turkish ;2021;3215.0;2460.0;20.0;735.0
3997;Turkish ;2022;3800.0;2685.0;25.0;1095.0
3998;Turkish ;2023;4040.0;2860.0;30.0;1145.0
3999;Turkish ;2024;2375.0;1870.0;35.0;470.0
4000;Ugandan ;1975;;;;
4001;Ugandan ;1976;;;;
4002;Ugandan ;1977;;;;
4003;Ugandan ;1978;;;;
4004;Ugandan ;1979;;;;
4005;Ugandan ;1980;;;;
4006;Ugandan ;1981;;;;
4007;Ugandan ;1982;;;;
4008;Ugandan ;1983;;;;
4009;Ugandan ;1984;;;;
4010;Ugandan ;1985;;;;
4011;Ugandan ;1986;;;;
4012;Ugandan ;1987;;;;
4013;Ugandan ;1988;15.0;15.0;;
4014;Ugandan ;1989;;;;
4015;Ugandan ;1990;;;;
4016;Ugandan ;1991;10.0;10.0;;
4017;Ugandan ;1992;15.0;15.0;;
4018;Ugandan ;1993;30.0;30.0;;
4019;Ugandan ;1994;10.0;10.0;;
4020;Ugandan ;1995;5.0;5.0;;
4021;Ugandan ;1996;;;;
4022;Ugandan ;1997;;;;
4023;Ugandan ;1998;15.0;15.0;;
4024;Ugandan ;1999;20.0;20.0;;
4025;Ugandan ;2000;55.0;55.0;;
4026;Ugandan ;2001;60.0;60.0;;
4027;Ugandan ;2002;50.0;50.0;;
4028;Ugandan ;2003;25.0;25.0;;
4029;Ugandan ;2004;35.0;35.0;;
4030;Ugandan ;2005;20.0;20.0;;
4031;Ugandan ;2006;40.0;40.0;;
4032;Ugandan ;2007;30.0;30.0;0.0;
4033;Ugandan ;2008;30.0;30.0;0.0;
4034;Ugandan ;2009;65.0;60.0;5.0;
4035;Ugandan ;2010;85.0;80.0;5.0;
4036;Ugandan ;2011;110.0;90.0;20.0;
4037;Ugandan ;2012;130.0;110.0;20.0;
4038;Ugandan ;2013;185.0;120.0;30.0;30.0
4039;Ugandan ;2014;200.0;115.0;55.0;30.0
4040;Ugandan ;2015;205.0;115.0;20.0;70.0
4041;Ugandan ;2016;130.0;85.0;20.0;25.0
4042;Ugandan ;2017;130.0;70.0;35.0;25.0
4043;Ugandan ;2018;240.0;145.0;45.0;50.0
4044;Ugandan ;2019;285.0;220.0;20.0;45.0
4045;Ugandan ;2020;135.0;85.0;20.0;30.0
4046;Ugandan ;2021;115.0;55.0;35.0;25.0
4047;Ugandan ;2022;305.0;190.0;40.0;70.0
4048;Ugandan ;2023;365.0;285.0;50.0;25.0
4049;Ugandan ;2024;345.0;285.0;30.0;25.0
4050;Ukrainian ;1975;;;;
4051;Ukrainian ;1976;;;;
4052;Ukrainian ;1977;;;;
4053;Ukrainian ;1978;;;;
4054;Ukrainian ;1979;;;;
4055;Ukrainian ;1980;;;;
4056;Ukrainian ;1981;;;;
4057;Ukrainian ;1982;;;;
4058;Ukrainian ;1983;;;;
4059;Ukrainian ;1984;;;;
4060;Ukrainian ;1985;;;;
4061;Ukrainian ;1986;;;;
4062;Ukrainian ;1987;;;;
4063;Ukrainian ;1988;;;;
4064;Ukrainian ;1989;;;;
4065;Ukrainian ;1990;;;;
4066;Ukrainian ;1991;;;;
4067;Ukrainian ;1992;80.0;80.0;;
4068;Ukrainian ;1993;240.0;240.0;;
4069;Ukrainian ;1994;560.0;560.0;;
4070;Ukrainian ;1995;250.0;250.0;;
4071;Ukrainian ;1996;215.0;215.0;;
4072;Ukrainian ;1997;230.0;230.0;;
4073;Ukrainian ;1998;225.0;225.0;;
4074;Ukrainian ;1999;305.0;305.0;;
4075;Ukrainian ;2000;220.0;220.0;;
4076;Ukrainian ;2001;190.0;190.0;;
4077;Ukrainian ;2002;160.0;160.0;;
4078;Ukrainian ;2003;85.0;85.0;;
4079;Ukrainian ;2004;15.0;15.0;;
4080;Ukrainian ;2005;45.0;45.0;;
4081;Ukrainian ;2006;45.0;45.0;;
4082;Ukrainian ;2007;20.0;15.0;5.0;
4083;Ukrainian ;2008;20.0;15.0;5.0;
4084;Ukrainian ;2009;20.0;20.0;0.0;
4085;Ukrainian ;2010;30.0;25.0;5.0;
4086;Ukrainian ;2011;50.0;40.0;10.0;
4087;Ukrainian ;2012;35.0;25.0;5.0;
4088;Ukrainian ;2013;35.0;35.0;5.0;
4089;Ukrainian ;2014;270.0;250.0;20.0;5.0
4090;Ukrainian ;2015;765.0;715.0;40.0;10.0
4091;Ukrainian ;2016;345.0;315.0;25.0;0.0
4092;Ukrainian ;2017;180.0;140.0;40.0;0.0
4093;Ukrainian ;2018;335.0;305.0;25.0;5.0
4094;Ukrainian ;2019;165.0;130.0;30.0;5.0
4095;Ukrainian ;2020;50.0;40.0;10.0;0.0
4096;Ukrainian ;2021;85.0;70.0;10.0;0.0
4097;Ukrainian ;2022;1080.0;1060.0;15.0;0.0
4098;Ukrainian ;2023;605.0;600.0;0.0;0.0
4099;Ukrainian ;2024;430.0;425.0;5.0;0.0
4100;Uzbek ;1975;;;;
4101;Uzbek ;1976;;;;
4102;Uzbek ;1977;;;;
4103;Uzbek ;1978;;;;
4104;Uzbek ;1979;;;;
4105;Uzbek ;1980;;;;
4106;Uzbek ;1981;;;;
4107;Uzbek ;1982;;;;
4108;Uzbek ;1983;;;;
4109;Uzbek ;1984;;;;
4110;Uzbek ;1985;;;;
4111;Uzbek ;1986;;;;
4112;Uzbek ;1987;;;;
4113;Uzbek ;1988;;;;
4114;Uzbek ;1989;;;;
4115;Uzbek ;1990;;;;
4116;Uzbek ;1991;;;;
4117;Uzbek ;1992;10.0;10.0;;
4118;Uzbek ;1993;10.0;10.0;;
4119;Uzbek ;1994;25.0;25.0;;
4120;Uzbek ;1995;10.0;10.0;;
4121;Uzbek ;1996;10.0;10.0;;
4122;Uzbek ;1997;15.0;15.0;;
4123;Uzbek ;1998;10.0;10.0;;
4124;Uzbek ;1999;15.0;15.0;;
4125;Uzbek ;2000;195.0;195.0;;
4126;Uzbek ;2001;255.0;255.0;;
4127;Uzbek ;2002;40.0;40.0;;
4128;Uzbek ;2003;50.0;50.0;;
4129;Uzbek ;2004;20.0;20.0;;
4130;Uzbek ;2005;55.0;55.0;;
4131;Uzbek ;2006;50.0;50.0;;
4132;Uzbek ;2007;30.0;15.0;15.0;
4133;Uzbek ;2008;15.0;10.0;0.0;
4134;Uzbek ;2009;15.0;10.0;5.0;
4135;Uzbek ;2010;15.0;15.0;0.0;
4136;Uzbek ;2011;20.0;20.0;5.0;
4137;Uzbek ;2012;15.0;10.0;10.0;
4138;Uzbek ;2013;15.0;0.0;15.0;
4139;Uzbek ;2014;15.0;10.0;0.0;0.0
4140;Uzbek ;2015;10.0;5.0;0.0;0.0
4141;Uzbek ;2016;10.0;5.0;5.0;
4142;Uzbek ;2017;10.0;5.0;5.0;0.0
4143;Uzbek ;2018;15.0;10.0;0.0;
4144;Uzbek ;2019;15.0;5.0;5.0;
4145;Uzbek ;2020;15.0;10.0;0.0;
4146;Uzbek ;2021;25.0;20.0;0.0;
4147;Uzbek ;2022;65.0;60.0;5.0;0.0
4148;Uzbek ;2023;60.0;55.0;5.0;0.0
4149;Uzbek ;2024;65.0;60.0;5.0;0.0
4150;Venezuelan ;1975;;;;
4151;Venezuelan ;1976;;;;
4152;Venezuelan ;1977;;;;
4153;Venezuelan ;1978;;;;
4154;Venezuelan ;1979;;;;
4155;Venezuelan ;1980;;;;
4156;Venezuelan ;1981;;;;
4157;Venezuelan ;1982;;;;
4158;Venezuelan ;1983;;;;
4159;Venezuelan ;1984;;;;
4160;Venezuelan ;1985;;;;
4161;Venezuelan ;1986;;;;
4162;Venezuelan ;1987;;;;
4163;Venezuelan ;1988;;;;
4164;Venezuelan ;1989;;;;
4165;Venezuelan ;1990;;;;
4166;Venezuelan ;1991;;;;
4167;Venezuelan ;1992;;;;
4168;Venezuelan ;1993;;;;
4169;Venezuelan ;1994;;;;
4170;Venezuelan ;1995;0.0;0.0;;
4171;Venezuelan ;1996;;;;
4172;Venezuelan ;1997;;;;
4173;Venezuelan ;1998;0.0;0.0;;
4174;Venezuelan ;1999;0.0;0.0;;
4175;Venezuelan ;2000;;;;
4176;Venezuelan ;2001;;;;
4177;Venezuelan ;2002;;;;
4178;Venezuelan ;2003;;;;
4179;Venezuelan ;2004;;;;
4180;Venezuelan ;2005;;;;
4181;Venezuelan ;2006;;;;
4182;Venezuelan ;2007;;;;
4183;Venezuelan ;2008;0.0;0.0;0.0;
4184;Venezuelan ;2009;5.0;5.0;0.0;
4185;Venezuelan ;2010;5.0;5.0;0.0;
4186;Venezuelan ;2011;;;;
4187;Venezuelan ;2012;;;;
4188;Venezuelan ;2013;5.0;5.0;;
4189;Venezuelan ;2014;5.0;5.0;;
4190;Venezuelan ;2015;5.0;5.0;;
4191;Venezuelan ;2016;30.0;25.0;;0.0
4192;Venezuelan ;2017;80.0;75.0;0.0;
4193;Venezuelan ;2018;160.0;150.0;10.0;
4194;Venezuelan ;2019;195.0;180.0;15.0;
4195;Venezuelan ;2020;105.0;85.0;20.0;
4196;Venezuelan ;2021;95.0;70.0;20.0;0.0
4197;Venezuelan ;2022;195.0;175.0;20.0;0.0
4198;Venezuelan ;2023;175.0;165.0;10.0;0.0
4199;Venezuelan ;2024;220.0;205.0;10.0;5.0
4200;Vietnamese ;1975;;;;
4201;Vietnamese ;1976;;;;
4202;Vietnamese ;1977;;;;
4203;Vietnamese ;1978;;;;
4204;Vietnamese ;1979;;;;
4205;Vietnamese ;1980;20.0;20.0;;
4206;Vietnamese ;1981;;;;
4207;Vietnamese ;1982;;;;
4208;Vietnamese ;1983;;;;
4209;Vietnamese ;1984;;;;
4210;Vietnamese ;1985;;;;
4211;Vietnamese ;1986;;;;
4212;Vietnamese ;1987;;;;
4213;Vietnamese ;1988;;;;
4214;Vietnamese ;1989;10.0;10.0;;
4215;Vietnamese ;1990;90.0;90.0;;
4216;Vietnamese ;1991;505.0;505.0;;
4217;Vietnamese ;1992;30.0;30.0;;
4218;Vietnamese ;1993;40.0;40.0;;
4219;Vietnamese ;1994;15.0;15.0;;
4220;Vietnamese ;1995;15.0;15.0;;
4221;Vietnamese ;1996;60.0;60.0;;
4222;Vietnamese ;1997;45.0;45.0;;
4223;Vietnamese ;1998;50.0;50.0;;
4224;Vietnamese ;1999;40.0;40.0;;
4225;Vietnamese ;2000;70.0;70.0;;
4226;Vietnamese ;2001;50.0;50.0;;
4227;Vietnamese ;2002;70.0;70.0;;
4228;Vietnamese ;2003;15.0;15.0;;
4229;Vietnamese ;2004;20.0;20.0;;
4230;Vietnamese ;2005;15.0;15.0;;
4231;Vietnamese ;2006;25.0;25.0;;
4232;Vietnamese ;2007;10.0;10.0;0.0;
4233;Vietnamese ;2008;10.0;5.0;0.0;
4234;Vietnamese ;2009;10.0;10.0;0.0;
4235;Vietnamese ;2010;15.0;10.0;0.0;
4236;Vietnamese ;2011;5.0;5.0;0.0;
4237;Vietnamese ;2012;5.0;5.0;0.0;
4238;Vietnamese ;2013;5.0;5.0;0.0;
4239;Vietnamese ;2014;20.0;15.0;0.0;
4240;Vietnamese ;2015;65.0;65.0;;
4241;Vietnamese ;2016;60.0;60.0;0.0;
4242;Vietnamese ;2017;35.0;25.0;10.0;
4243;Vietnamese ;2018;45.0;40.0;5.0;
4244;Vietnamese ;2019;55.0;50.0;5.0;
4245;Vietnamese ;2020;20.0;20.0;;
4246;Vietnamese ;2021;15.0;15.0;0.0;
4247;Vietnamese ;2022;5.0;5.0;0.0;0.0
4248;Vietnamese ;2023;30.0;25.0;5.0;0.0
4249;Vietnamese ;2024;10.0;10.0;0.0;0.0
4250;Yemeni ;1975;;;;
4251;Yemeni ;1976;;;;
4252;Yemeni ;1977;;;;
4253;Yemeni ;1978;;;;
4254;Yemeni ;1979;;;;
4255;Yemeni ;1980;;;;
4256;Yemeni ;1981;;;;
4257;Yemeni ;1982;;;;
4258;Yemeni ;1983;;;;
4259;Yemeni ;1984;;;;
4260;Yemeni ;1985;;;;
4261;Yemeni ;1986;;;;
4262;Yemeni ;1987;;;;
4263;Yemeni ;1988;;;;
4264;Yemeni ;1989;;;;
4265;Yemeni ;1990;;;;
4266;Yemeni ;1991;;;;
4267;Yemeni ;1992;;;;
4268;Yemeni ;1993;;;;
4269;Yemeni ;1994;55.0;55.0;;
4270;Yemeni ;1995;100.0;100.0;;
4271;Yemeni ;1996;45.0;45.0;;
4272;Yemeni ;1997;55.0;55.0;;
4273;Yemeni ;1998;40.0;40.0;;
4274;Yemeni ;1999;75.0;75.0;;
4275;Yemeni ;2000;;;;
4276;Yemeni ;2001;;;;
4277;Yemeni ;2002;;;;
4278;Yemeni ;2003;;;;
4279;Yemeni ;2004;;;;
4280;Yemeni ;2005;;;;
4281;Yemeni ;2006;;;;
4282;Yemeni ;2007;5.0;5.0;0.0;
4283;Yemeni ;2008;10.0;5.0;5.0;
4284;Yemeni ;2009;10.0;10.0;0.0;
4285;Yemeni ;2010;10.0;10.0;0.0;
4286;Yemeni ;2011;20.0;10.0;10.0;
4287;Yemeni ;2012;25.0;25.0;0.0;
4288;Yemeni ;2013;45.0;35.0;5.0;5.0
4289;Yemeni ;2014;55.0;30.0;5.0;15.0
4290;Yemeni ;2015;75.0;50.0;15.0;5.0
4291;Yemeni ;2016;70.0;45.0;10.0;20.0
4292;Yemeni ;2017;225.0;170.0;5.0;45.0
4293;Yemeni ;2018;660.0;530.0;0.0;130.0
4294;Yemeni ;2019;850.0;645.0;5.0;200.0
4295;Yemeni ;2020;860.0;410.0;30.0;425.0
4296;Yemeni ;2021;1855.0;1190.0;15.0;650.0
4297;Yemeni ;2022;2815.0;2430.0;10.0;375.0
4298;Yemeni ;2023;2810.0;1980.0;5.0;820.0
4299;Yemeni ;2024;1920.0;1080.0;10.0;830.0
4300;Unknown;1975;;;;
4301;Unknown;1976;;;;
4302;Unknown;1977;;;;
4303;Unknown;1978;;;;
4304;Unknown;1979;;;;
4305;Unknown;1980;;;;
4306;Unknown;1981;;;;
4307;Unknown;1982;;;;
4308;Unknown;1983;;;;
4309;Unknown;1984;;;;
4310;Unknown;1985;;;;
4311;Unknown;1986;;;;
4312;Unknown;1987;;;;
4313;Unknown;1988;50.0;50.0;;
4314;Unknown;1989;400.0;400.0;;
4315;Unknown;1990;425.0;425.0;;
4316;Unknown;1991;225.0;225.0;;
4317;Unknown;1992;160.0;160.0;;
4318;Unknown;1993;685.0;685.0;;
4319;Unknown;1994;825.0;825.0;;
4320;Unknown;1995;740.0;740.0;;
4321;Unknown;1996;350.0;350.0;;
4322;Unknown;1997;475.0;475.0;;
4323;Unknown;1998;825.0;825.0;;
4324;Unknown;1999;925.0;925.0;;
4325;Unknown;2000;1210.0;1210.0;;
4326;Unknown;2001;1125.0;1125.0;;
4327;Unknown;2002;530.0;530.0;;
4328;Unknown;2003;770.0;770.0;;
4329;Unknown;2004;1065.0;1065.0;;
4330;Unknown;2005;1365.0;1365.0;;
4331;Unknown;2006;1260.0;1260.0;;
4332;Unknown;2007;600.0;385.0;215.0;
4333;Unknown;2008;560.0;380.0;185.0;
4334;Unknown;2009;750.0;640.0;110.0;
4335;Unknown;2010;800.0;655.0;140.0;
4336;Unknown;2011;835.0;630.0;205.0;
4337;Unknown;2012;680.0;415.0;265.0;
4338;Unknown;2013;450.0;325.0;105.0;25.0
4339;Unknown;2014;845.0;425.0;205.0;220.0
4340;Unknown;2015;740.0;510.0;125.0;105.0
4341;Unknown;2016;690.0;525.0;60.0;110.0
4342;Unknown;2017;1015.0;640.0;65.0;305.0
4343;Unknown;2018;955.0;760.0;65.0;135.0
4344;Unknown;2019;970.0;910.0;35.0;20.0
4345;Unknown;2020;665.0;600.0;25.0;40.0
4346;Unknown;2021;975.0;845.0;30.0;100.0
4347;Unknown;2022;1315.0;1145.0;25.0;145.0
4348;Unknown;2023;1400.0;1260.0;20.0;120.0
4349;Unknown;2024;1790.0;1455.0;30.0;300.0
4350;Stateless;1975;;;;
4351;Stateless;1976;;;;
4352;Stateless;1977;;;;
4353;Stateless;1978;;;;
4354;Stateless;1979;;;;
4355;Stateless;1980;;;;
4356;Stateless;1981;;;;
4357;Stateless;1982;;;;
4358;Stateless;1983;;;;
4359;Stateless;1984;;;;
4360;Stateless;1985;;;;
4361;Stateless;1986;;;;
4362;Stateless;1987;;;;
4363;Stateless;1988;;;;
4364;Stateless;1989;;;;
4365;Stateless;1990;;;;
4366;Stateless;1991;;;;
4367;Stateless;1992;;;;
4368;Stateless;1993;;;;
4369;Stateless;1994;;;;
4370;Stateless;1995;;;;
4371;Stateless;1996;;;;
4372;Stateless;1997;;;;
4373;Stateless;1998;;;;
4374;Stateless;1999;;;;
4375;Stateless;2000;;;;
4376;Stateless;2001;;;;
4377;Stateless;2002;;;;
4378;Stateless;2003;;;;
4379;Stateless;2004;;;;
4380;Stateless;2005;;;;
4381;Stateless;2006;;;;
4382;Stateless;2007;;;;
4383;Stateless;2008;;;;
4384;Stateless;2009;;;;
