ID;Sex;Age;FormalEduation;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
1691;Total male and female;21 years;In formal education;2015 2nd quarter;139;108;101;98;14;83;3;3;0;0;0;88;71;53;18;17;10;7;13;7;6.7;31;77.7;72.5
1692;Total male and female;21 years;In formal education;2015 3rd quarter;143;110;99;97;13;83;3;2;0;0;0;83;61;43;18;22;12;9;17;11;10.0;32;77.2;69.6
1693;Total male and female;21 years;In formal education;2015 4th quarter;133;102;91;87;14;73;3;3;0;0;0;80;67;51;16;13;8;5;10;11;10.8;32;76.3;68.1
1694;Total male and female;21 years;In formal education;2015;137;106;96;93;14;78;3;3;0;0;0;83;66;50;16;17;10;7;13;10;9.2;32;77.0;69.9
1695;Total male and female;21 years;In formal education;2016 1st quarter;133;103;90;87;12;75;3;3;0;0;0;79;67;50;17;12;7;5;11;13;12.3;31;76.9;67.5
1696;Total male and female;21 years;In formal education;2016 2nd quarter;138;109;100;97;14;83;3;3;0;0;0;90;74;55;19;16;9;7;9;10;8.8;29;79.3;72.3
1697;Total male and female;21 years;In formal education;2016 3rd quarter;130;102;93;90;15;76;3;2;0;0;0;82;62;44;19;20;11;9;11;9;8.9;28;78.3;71.4
1698;Total male and female;21 years;In formal education;2016 4th quarter;128;94;85;80;13;68;4;4;0;1;0;76;60;43;17;16;7;9;9;10;10.2;34;73.6;66.1
1699;Total male and female;21 years;In formal education;2016;132;102;92;89;13;75;3;3;0;0;0;82;66;48;18;16;8;8;10;10;10.0;30;77.1;69.4
1700;Total male and female;21 years;In formal education;2017 1st quarter;139;107;95;90;13;77;5;4;0;0;0;86;64;47;17;22;12;10;8;13;11.8;32;77.2;68.1
1701;Total male and female;21 years;In formal education;2017 2nd quarter;147;120;109;105;15;89;5;4;0;0;0;97;76;54;21;21;11;10;12;11;8.9;27;81.4;74.1
1702;Total male and female;21 years;In formal education;2017 3rd quarter;143;118;106;104;16;88;2;2;0;0;0;90;66;46;20;24;14;9;16;12;10.1;25;82.4;74.1
1703;Total male and female;21 years;In formal education;2017 4th quarter;133;100;93;91;14;77;2;2;0;0;0;82;66;47;19;16;9;7;11;6;6.5;34;74.7;69.8
1704;Total male and female;21 years;In formal education;2017;141;111;101;97;14;83;3;3;0;0;0;89;68;49;19;21;12;9;12;10;9.4;30;79.0;71.6
1705;Total male and female;21 years;In formal education;2018 1st quarter;133;106;98;95;14;81;3;3;0;0;0;89;70;46;24;19;9;10;10;7;6.9;27;79.4;73.9
1706;Total male and female;21 years;In formal education;2018 2nd quarter;133;105;95;92;13;79;3;3;0;0;0;85;63;44;19;21;13;8;10;10;9.9;28;79.2;71.4
1707;Total male and female;21 years;In formal education;2018 3rd quarter;135;110;98;94;20;75;4;4;0;0;0;84;64;46;18;20;12;8;14;13;11.3;25;81.6;72.4
1708;Total male and female;21 years;In formal education;2018 4th quarter;139;106;94;91;16;76;3;3;0;0;0;84;67;47;20;17;10;7;10;12;10.9;33;76.2;67.9
1709;Total male and female;21 years;In formal education;2018;135;107;96;93;16;78;3;3;0;0;0;85;66;46;20;19;11;8;11;10;9.8;28;79.1;71.4
1710;Total male and female;21 years;In formal education;2019 1st quarter;144;113;102;98;19;79;4;4;0;0;0;93;73;54;19;20;12;8;10;10;9.1;32;78.0;70.9
1711;Total male and female;21 years;In formal education;2019 2nd quarter;144;117;105;100;17;83;5;5;0;0;0;92;69;47;22;23;14;9;13;11;9.8;27;81.2;73.3
1712;Total male and female;21 years;In formal education;2019 3rd quarter;149;122;113;109;18;91;4;4;0;0;0;96;71;54;17;25;15;10;17;8;7.0;27;81.6;75.9
1713;Total male and female;21 years;In formal education;2019 4th quarter;143;114;107;104;20;84;3;3;0;0;0;94;78;54;24;16;7;9;13;7;6.1;29;79.7;74.8
1714;Total male and female;21 years;In formal education;2019;145;116;107;103;18;84;4;4;0;0;0;94;73;52;20;21;12;9;13;9;8.0;29;80.1;73.7
1715;Total male and female;21 years;In formal education;2020 1st quarter;139;107;96;93;17;75;3;3;0;0;0;85;65;45;21;20;9;11;11;11;10.6;32;76.8;68.7
1716;Total male and female;21 years;In formal education;2020 2nd quarter;146;112;98;96;18;77;2;2;0;0;0;84;63;43;21;21;12;9;14;14;12.4;35;76.4;66.9
1717;Total male and female;21 years;In formal education;2020 3rd quarter;147;117;107;104;22;82;3;3;0;0;0;88;66;44;22;22;14;8;19;10;8.9;30;79.8;72.7
1718;Total male and female;21 years;In formal education;2020 4th quarter;150;114;103;98;23;76;4;4;0;0;0;90;67;48;19;23;13;10;13;11;9.4;36;75.9;68.7
1719;Total male and female;21 years;In formal education;2020;146;112;101;98;20;78;3;3;0;0;0;87;65;45;21;21;12;9;14;12;10.3;33;77.2;69.3
1720;Total male and female;21 years;In formal education;2021 1st quarter;156;122;114;110;14;96;4;3;0;1;0;99;70;39;31;29;16;12;15;8;6.9;34;78.1;72.7
1721;Total male and female;21 years;In formal education;2021 2nd quarter;161;126;119;114;18;96;5;5;0;0;0;95;71;42;29;24;14;10;24;7;5.5;35;78.1;73.8
1722;Total male and female;21 years;In formal education;2021 3rd quarter;168;132;121;118;18;100;3;2;1;0;0;102;72;38;34;30;18;13;19;11;8.3;36;78.8;72.3
1723;Total male and female;21 years;In formal education;2021 4th quarter;169;130;126;121;19;102;5;4;0;1;0;106;79;47;33;27;14;13;20;4;3.2;39;77.1;74.6
1724;Total male and female;21 years;In formal education;2021;164;128;120;116;17;99;4;4;0;0;0;100;73;41;32;27;15;12;20;8;6.0;36;78.0;73.4
1725;Total male and female;21 years;In formal education;2022 1st quarter;169;135;127;123;23;100;4;4;0;0;0;103;76;44;32;27;16;11;24;7;5.6;34;79.8;75.3
1726;Total male and female;21 years;In formal education;2022 2nd quarter;168;139;132;126;22;104;6;5;0;1;0;111;81;48;33;30;16;15;21;7;4.8;29;82.6;78.6
1727;Total male and female;21 years;In formal education;2022 3rd quarter;163;138;125;119;19;100;6;6;0;0;0;106;70;41;30;36;18;18;18;14;9.9;25;84.9;76.5
1728;Total male and female;21 years;In formal education;2022 4th quarter;163;137;130;120;14;106;10;10;0;0;0;113;85;52;32;28;15;13;17;8;5.8;26;84.2;79.3
1729;Total male and female;21 years;In formal education;2022;166;137;128;122;20;102;7;6;0;0;0;108;78;46;32;30;16;14;20;9;6.5;28;82.8;77.4
1730;Total male and female;21 years;In formal education;2023 1st quarter;165;142;128;120;18;102;8;7;0;1;0;110;81;46;35;29;15;14;18;13;9.3;24;85.6;77.6
1731;Total male and female;21 years;In formal education;2023 2nd quarter;167;141;131;126;20;106;5;5;0;0;0;116;81;45;36;35;20;15;15;10;6.9;27;84.1;78.3
1732;Total male and female;21 years;In formal education;2023 3rd quarter;161;136;127;121;21;100;6;5;0;0;0;106;70;36;34;36;22;14;21;9;6.7;26;84.2;78.6
1733;Total male and female;21 years;In formal education;2023 4th quarter;163;137;130;125;23;102;5;5;0;1;0;114;85;44;41;29;17;12;16;7;5.1;26;84.0;79.8
1734;Total male and female;21 years;In formal education;2023;164;139;129;123;20;103;6;5;0;1;0;111;79;43;37;32;18;14;18;10;7.0;25;84.5;78.6
1735;Total male and female;21 years;In formal education;2024 1st quarter;163;138;124;120;20;100;5;4;0;1;0;105;73;44;30;31;17;14;20;14;9.9;25;84.6;76.2
1736;Total male and female;21 years;In formal education;2024 2nd quarter;162;137;127;122;15;107;4;4;0;0;0;104;74;45;30;30;19;11;23;11;7.7;25;84.7;78.2
1737;Total male and female;21 years;In formal education;2024 3rd quarter;161;136;124;117;21;96;7;7;0;0;0;107;70;38;32;37;22;15;17;12;8.9;24;84.9;77.3
1738;Total male and female;21 years;In formal education;2024 4th quarter;156;128;121;114;18;96;7;6;0;1;0;103;72;43;30;30;15;15;18;7;5.5;28;82.2;77.7
1739;Total male and female;21 years;In formal education;2024;160;135;124;118;18;100;6;5;0;0;0;105;72;42;30;32;18;14;19;11;8.0;25;84.1;77.4
1740;Total male and female;21 years;Not in formal education;2013 1st quarter;75;68;58;55;20;35;3;2;0;0;0;32;13;6;7;19;12;7;27;10;15.1;7;90.7;77.0
1741;Total male and female;21 years;Not in formal education;2013 2nd quarter;75;69;58;55;17;39;2;2;0;0;0;30;12;8;4;18;8;10;28;11;15.9;6;91.7;77.1
1742;Total male and female;21 years;Not in formal education;2013 3rd quarter;75;67;57;54;22;32;3;2;0;0;0;28;10;5;5;18;8;10;29;11;15.8;7;90.4;76.1
1743;Total male and female;21 years;Not in formal education;2013 4th quarter;77;70;63;60;23;37;3;3;0;0;0;31;12;7;5;19;8;11;32;7;9.4;8;90.0;81.6
1744;Total male and female;21 years;Not in formal education;2013;76;69;59;56;20;36;3;2;0;0;0;30;12;6;5;18;9;9;29;10;14.0;7;90.7;78.0
1745;Total male and female;21 years;Not in formal education;2014 1st quarter;82;74;64;61;21;40;3;2;1;0;0;32;12;6;5;20;11;9;32;9;12.5;9;89.6;78.4
1746;Total male and female;21 years;Not in formal education;2014 2nd quarter;73;67;60;57;17;41;2;2;0;0;0;32;10;7;3;22;12;9;28;7;11.0;6;91.5;81.5
1747;Total male and female;21 years;Not in formal education;2014 3rd quarter;77;70;60;58;17;41;1;1;0;1;0;35;13;7;6;22;10;13;25;10;14.7;7;91.1;77.7
1748;Total male and female;21 years;Not in formal education;2014 4th quarter;81;73;67;64;22;43;2;1;0;1;0;37;10;7;3;27;14;12;30;7;9.2;8;90.2;81.9
1749;Total male and female;21 years;Not in formal education;2014;78;71;63;60;19;41;2;2;0;0;0;34;11;7;4;23;12;11;29;8;11.8;7;90.6;79.9
1750;Total male and female;21 years;Not in formal education;2015 1st quarter;74;70;63;60;22;38;2;2;0;0;0;34;12;7;5;22;12;10;28;7;9.8;4;94.0;84.8
1751;Total male and female;21 years;Not in formal education;2015 2nd quarter;68;64;56;53;17;36;3;2;0;0;0;29;11;8;3;18;10;8;27;8;12.2;5;93.0;81.6
1752;Total male and female;21 years;Not in formal education;2015 3rd quarter;65;61;53;50;16;34;3;3;0;1;0;27;6;3;3;21;11;10;26;8;12.5;4;93.7;82.0
1753;Total male and female;21 years;Not in formal education;2015 4th quarter;75;70;63;60;19;42;3;3;0;0;0;33;10;5;5;24;12;12;30;6;9.1;5;93.6;85.1
1754;Total male and female;21 years;Not in formal education;2015;70;66;59;56;18;37;3;2;0;0;0;31;10;6;4;21;11;10;28;7;10.8;5;93.6;83.4
1755;Total male and female;21 years;Not in formal education;2016 1st quarter;75;69;59;56;20;36;3;3;0;1;0;31;9;5;3;22;10;12;29;10;14.2;5;92.8;79.6
1756;Total male and female;21 years;Not in formal education;2016 2nd quarter;70;65;59;57;21;37;2;2;0;0;0;29;12;7;5;17;9;8;30;6;8.9;5;93.2;84.9
1757;Total male and female;21 years;Not in formal education;2016 3rd quarter;77;70;64;62;23;39;2;2;0;0;0;34;11;4;6;24;11;12;30;6;8.6;7;91.0;83.2
1758;Total male and female;21 years;Not in formal education;2016 4th quarter;79;72;67;65;21;44;2;2;0;0;0;34;12;7;5;23;9;14;33;5;6.7;7;91.2;85.1
1759;Total male and female;21 years;Not in formal education;2016;75;69;62;60;21;39;2;2;0;0;0;32;11;6;5;21;10;11;30;7;9.6;6;92.0;83.2
1760;Total male and female;21 years;Not in formal education;2017 1st quarter;68;63;58;54;19;35;3;3;0;0;0;27;8;5;3;18;8;10;31;6;8.9;5;93.0;84.7
1761;Total male and female;21 years;Not in formal education;2017 2nd quarter;60;54;51;47;17;29;4;4;0;0;0;25;7;4;3;18;9;9;26;3;5.3;6;89.5;84.8
1762;Total male and female;21 years;Not in formal education;2017 3rd quarter;65;58;56;53;17;36;3;2;0;0;0;27;8;4;4;19;10;9;29;3;5.0;6;90.6;86.1
1763;Total male and female;21 years;Not in formal education;2017 4th quarter;74;66;62;60;23;37;3;3;0;0;0;34;10;5;4;24;11;13;29;4;5.4;8;89.1;84.3
1764;Total male and female;21 years;Not in formal education;2017;67;60;57;53;19;34;3;3;0;0;0;28;8;5;4;20;9;10;29;4;6.2;6;90.6;84.9
1765;Total male and female;21 years;Not in formal education;2018 1st quarter;75;68;64;62;22;40;2;1;0;0;0;32;9;7;3;23;11;11;32;4;6.5;6;91.4;85.5
1766;Total male and female;21 years;Not in formal education;2018 2nd quarter;75;68;66;65;27;38;1;1;0;0;0;29;6;4;2;23;12;11;37;2;3.6;7;91.0;87.8
1767;Total male and female;21 years;Not in formal education;2018 3rd quarter;73;67;64;63;23;40;1;1;0;0;0;30;9;7;2;21;9;11;35;3;4.2;6;91.4;87.6
1768;Total male and female;21 years;Not in formal education;2018 4th quarter;70;63;60;58;24;34;2;1;1;0;0;25;6;4;2;19;9;11;35;4;5.8;7;90.3;85.1
1769;Total male and female;21 years;Not in formal education;2018;73;67;64;62;24;38;2;1;0;0;0;29;8;5;2;21;10;11;35;3;5.0;7;91.1;86.5
1770;Total male and female;21 years;Not in formal education;2019 1st quarter;67;60;56;55;22;33;1;1;0;0;0;25;5;3;2;20;10;10;31;4;6.9;6;90.3;84.1
1771;Total male and female;21 years;Not in formal education;2019 2nd quarter;70;64;59;56;23;33;3;3;0;0;0;25;5;3;2;20;10;11;34;5;7.7;6;91.4;84.4
1772;Total male and female;21 years;Not in formal education;2019 3rd quarter;68;61;56;53;24;29;3;3;0;0;0;25;5;3;2;20;7;13;30;6;9.1;6;90.4;82.1
1773;Total male and female;21 years;Not in formal education;2019 4th quarter;76;71;67;63;25;38;4;3;1;0;0;27;9;4;5;18;6;12;40;4;5.2;5;92.8;88.0
1774;Total male and female;21 years;Not in formal education;2019;70;64;59;57;24;33;3;2;0;0;0;26;6;3;3;20;8;11;34;5;7.2;6;91.3;84.8
1775;Total male and female;21 years;Not in formal education;2020 1st quarter;82;73;67;62;28;35;5;4;1;0;0;28;9;5;4;19;7;12;39;6;8.2;8;89.7;82.3
1776;Total male and female;21 years;Not in formal education;2020 2nd quarter;75;68;63;60;25;35;3;3;0;0;0;31;10;5;6;21;9;11;32;5;7.5;7;90.7;84.0
1777;Total male and female;21 years;Not in formal education;2020 3rd quarter;75;64;60;57;30;27;3;2;0;0;0;26;6;3;2;20;9;11;34;5;7.0;10;86.2;80.1
1778;Total male and female;21 years;Not in formal education;2020 4th quarter;72;63;57;55;28;27;2;2;0;0;0;25;4;2;3;21;8;13;32;5;8.7;10;86.7;79.1
1779;Total male and female;21 years;Not in formal education;2020;76;67;62;59;28;31;3;3;0;0;0;27;7;4;4;20;8;12;34;5;7.9;9;88.4;81.4
1780;Total male and female;21 years;Not in formal education;2021 1st quarter;66;60;57;53;20;33;4;4;0;0;0;32;12;6;6;21;8;12;25;3;4.5;6;91.5;87.4
1781;Total male and female;21 years;Not in formal education;2021 2nd quarter;62;56;55;52;18;35;2;2;0;0;0;28;6;1;6;21;6;15;27;1;2.2;6;89.8;87.8
1782;Total male and female;21 years;Not in formal education;2021 3rd quarter;55;51;48;44;15;29;4;3;1;0;0;20;6;2;4;14;5;9;28;3;5.9;4;92.2;86.8
1783;Total male and female;21 years;Not in formal education;2021 4th quarter;59;52;50;46;15;31;4;4;0;0;0;21;5;2;3;16;3;13;28;3;5.4;6;89.4;84.5
1784;Total male and female;21 years;Not in formal education;2021;60;55;52;49;17;32;3;3;0;0;0;25;7;3;5;18;6;13;27;2;4.5;6;90.7;86.7
1785;Total male and female;21 years;Not in formal education;2022 1st quarter;60;54;52;49;20;29;4;4;0;0;0;22;8;2;5;14;4;10;31;2;3.3;6;89.9;87.0
1786;Total male and female;21 years;Not in formal education;2022 2nd quarter;61;55;52;48;18;31;4;4;0;0;0;25;8;4;4;17;4;13;27;2;4.2;6;89.4;85.7
1787;Total male and female;21 years;Not in formal education;2022 3rd quarter;65;61;58;52;21;32;6;5;0;0;0;29;9;3;6;20;7;13;29;3;4.4;5;92.5;88.4
1788;Total male and female;21 years;Not in formal education;2022 4th quarter;68;61;59;53;22;30;6;6;0;0;0;27;9;4;4;19;7;12;31;2;3.5;7;89.3;86.2
1789;Total male and female;21 years;Not in formal education;2022;64;57;55;50;20;30;5;5;0;0;0;26;8;3;5;17;6;12;30;2;3.9;6;90.3;86.8
1790;Total male and female;21 years;Not in formal education;2023 1st quarter;64;57;53;48;21;27;4;4;0;0;0;26;3;3;1;22;10;13;27;4;7.1;7;88.5;82.1
1791;Total male and female;21 years;Not in formal education;2023 2nd quarter;63;58;51;47;17;30;4;4;0;0;0;25;5;1;3;21;7;14;26;6;11.2;6;91.3;81.1
1792;Total male and female;21 years;Not in formal education;2023 3rd quarter;66;60;54;49;21;27;5;5;0;0;0;22;5;2;3;17;7;11;32;6;10.1;6;90.5;81.3
1793;Total male and female;21 years;Not in formal education;2023 4th quarter;69;63;61;56;19;37;5;5;0;0;0;30;8;1;7;22;8;14;32;1;2.1;6;90.7;88.8
1794;Total male and female;21 years;Not in formal education;2023;66;59;55;50;20;30;5;5;0;0;0;26;5;2;3;20;8;13;29;4;7.5;6;90.2;83.4
1795;Total male and female;21 years;Not in formal education;2024 1st quarter;69;64;59;55;23;32;4;4;0;0;0;31;8;3;5;23;9;14;28;5;7.8;5;93.1;85.9
1796;Total male and female;21 years;Not in formal education;2024 2nd quarter;72;65;61;57;24;33;4;3;1;0;0;31;6;1;4;26;7;18;29;4;6.6;7;90.3;84.4
1797;Total male and female;21 years;Not in formal education;2024 3rd quarter;72;67;61;56;25;31;4;4;0;0;0;29;6;3;3;23;9;14;31;7;10.1;5;93.5;84.1
1798;Total male and female;21 years;Not in formal education;2024 4th quarter;78;68;64;59;25;34;5;5;0;0;0;30;7;2;5;23;7;16;34;4;5.8;9;87.9;82.8
1799;Total male and female;21 years;Not in formal education;2024;73;66;61;57;24;33;4;4;0;0;0;31;7;2;4;24;8;16;31;5;7.6;6;91.1;84.2
1800;Total male and female;22 years;Total;2013 1st quarter;215;186;166;159;47;112;7;6;0;1;0;104;66;48;18;38;22;16;61;20;11.0;28;86.8;77.2
1801;Total male and female;22 years;Total;2013 2nd quarter;215;189;172;163;48;115;8;8;0;0;0;110;67;46;21;43;24;20;62;17;9.0;26;87.8;80.0
1802;Total male and female;22 years;Total;2013 3rd quarter;215;188;171;165;48;117;6;6;0;0;0;111;63;44;19;48;25;23;60;17;9.0;27;87.6;79.7
1803;Total male and female;22 years;Total;2013 4th quarter;215;187;164;158;47;111;6;6;0;0;0;110;65;45;20;45;21;24;54;22;12.1;28;86.9;76.4
1804;Total male and female;22 years;Total;2013;215;187;168;161;48;114;7;7;0;0;0;109;65;46;19;44;23;21;60;19;10.2;27;87.3;78.3
1805;Total male and female;22 years;Total;2014 1st quarter;214;179;159;154;46;109;5;5;0;0;0;107;68;44;24;40;21;19;52;19;10.9;35;83.5;74.4
1806;Total male and female;22 years;Total;2014 2nd quarter;214;175;155;147;42;105;8;7;1;0;0;99;61;45;16;39;23;15;55;21;11.8;38;82.0;72.4
1807;Total male and female;22 years;Total;2014 3rd quarter;213;180;165;157;47;110;8;5;2;1;0;106;62;44;18;44;19;24;59;15;8.6;33;84.7;77.4
1808;Total male and female;22 years;Total;2014 4th quarter;212;180;162;154;45;110;8;7;1;0;0;114;70;53;17;44;22;21;48;18;9.9;32;84.7;76.3
1809;Total male and female;22 years;Total;2014;213;178;160;153;45;108;7;6;1;0;0;106;65;46;19;41;21;20;54;18;10.3;35;83.7;75.1
1810;Total male and female;22 years;Total;2015 1st quarter;211;179;162;155;43;112;7;6;0;1;0;112;70;48;22;42;21;21;50;16;9.2;33;84.5;76.7
1811;Total male and female;22 years;Total;2015 2nd quarter;211;180;159;153;43;110;6;6;0;0;0;107;65;45;20;42;21;21;53;20;11.3;31;85.1;75.5
1812;Total male and female;22 years;Total;2015 3rd quarter;211;177;163;158;41;117;5;5;0;0;0;108;63;41;22;44;24;21;55;14;7.9;33;84.2;77.6
1813;Total male and female;22 years;Total;2015 4th quarter;210;174;159;153;46;107;6;5;0;0;0;109;65;43;22;44;25;19;50;15;8.8;36;82.8;75.5
1814;Total male and female;22 years;Total;2015;211;177;161;155;43;112;6;6;0;0;0;109;66;44;22;43;23;20;52;17;9.3;33;84.1;76.3
1815;Total male and female;22 years;Total;2016 1st quarter;210;176;159;150;37;113;9;8;0;1;0;113;71;46;25;42;21;21;46;17;9.4;35;83.4;75.5
1816;Total male and female;22 years;Total;2016 2nd quarter;212;179;165;155;39;116;10;8;0;2;0;118;69;48;21;49;26;23;47;14;7.7;33;84.3;77.9
1817;Total male and female;22 years;Total;2016 3rd quarter;213;183;167;159;37;122;9;8;0;1;0;115;70;46;24;44;27;18;53;16;8.8;29;86.2;78.6
1818;Total male and female;22 years;Total;2016 4th quarter;214;180;161;155;44;111;6;6;0;0;0;108;66;45;21;42;20;22;52;20;10.9;34;84.2;75.0
1819;Total male and female;22 years;Total;2016;212;179;163;155;39;116;8;7;0;1;0;113;69;46;23;44;24;21;50;17;9.2;33;84.5;76.8
1820;Total male and female;22 years;Total;2017 1st quarter;214;175;158;153;39;114;5;5;0;0;0;106;61;45;16;45;20;25;52;17;9.7;39;81.9;74.0
1821;Total male and female;22 years;Total;2017 2nd quarter;213;172;160;154;38;116;7;6;0;0;0;108;70;47;23;38;16;22;53;12;6.8;41;80.8;75.3
1822;Total male and female;22 years;Total;2017 3rd quarter;212;176;163;156;36;120;7;7;0;0;0;108;66;46;20;42;17;25;55;13;7.3;36;82.9;76.8
1823;Total male and female;22 years;Total;2017 4th quarter;211;178;166;158;43;115;8;8;0;0;0;111;72;46;26;39;17;22;55;12;6.5;34;84.0;78.5
1824;Total male and female;22 years;Total;2017;213;175;162;155;39;116;7;6;0;0;0;108;67;46;21;41;18;23;54;13;7.6;38;82.4;76.1
1825;Total male and female;22 years;Total;2018 1st quarter;211;178;164;158;47;111;6;6;0;0;0;110;65;41;23;45;23;22;54;14;8.0;33;84.6;77.8
1826;Total male and female;22 years;Total;2018 2nd quarter;211;169;159;151;43;108;7;7;0;0;0;106;61;38;22;45;26;19;52;11;6.2;42;80.1;75.1
1827;Total male and female;22 years;Total;2018 3rd quarter;211;176;162;155;49;106;7;7;0;0;0;105;58;38;19;47;27;20;58;14;8.1;35;83.6;76.9
1828;Total male and female;22 years;Total;2018 4th quarter;211;184;172;165;48;117;7;7;0;0;0;112;69;46;23;44;21;22;60;12;6.8;27;87.3;81.4
1829;Total male and female;22 years;Total;2018;211;177;164;157;47;110;7;7;0;0;0;108;63;41;22;45;24;21;56;13;7.3;34;83.9;77.8
1830;Total male and female;22 years;Total;2019 1st quarter;212;175;165;157;50;108;7;7;0;0;0;114;66;43;23;49;24;25;50;11;6.1;36;82.9;77.8
1831;Total male and female;22 years;Total;2019 2nd quarter;213;178;167;160;46;114;7;7;0;0;0;111;65;45;20;45;23;23;56;11;6.2;34;83.8;78.6
1832;Total male and female;22 years;Total;2019 3rd quarter;214;184;175;167;49;117;8;7;1;0;0;121;66;44;21;56;26;29;53;10;5.3;29;86.3;81.8
1833;Total male and female;22 years;Total;2019 4th quarter;215;182;171;162;51;112;9;8;0;1;0;116;66;47;19;51;26;25;54;12;6.3;32;85.0;79.6
1834;Total male and female;22 years;Total;2019;213;180;169;162;49;112;8;7;0;0;0;116;66;45;21;50;25;26;54;11;6.0;33;84.5;79.4
1835;Total male and female;22 years;Total;2020 1st quarter;216;181;168;161;56;105;7;7;0;0;0;114;67;44;23;47;23;24;55;12;6.8;36;83.6;77.9
1836;Total male and female;22 years;Total;2020 2nd quarter;218;173;157;152;49;103;6;6;0;0;0;109;62;44;18;47;19;28;49;15;8.8;46;79.1;72.1
1837;Total male and female;22 years;Total;2020 3rd quarter;220;177;158;151;50;101;7;7;0;0;0;105;58;35;23;47;22;25;53;19;10.9;43;80.5;71.7
1838;Total male and female;22 years;Total;2020 4th quarter;223;184;164;157;49;108;7;7;0;0;0;110;66;45;21;44;23;21;54;20;10.8;39;82.6;73.7
1839;Total male and female;22 years;Total;2020;219;179;162;155;51;104;7;6;0;0;0;109;63;42;21;46;22;25;53;17;9.3;41;81.4;73.8
1840;Total male and female;22 years;Total;2021 1st quarter;220;186;168;157;39;118;11;11;0;0;0;106;63;36;27;43;18;24;62;18;9.7;33;84.9;76.6
