ID;RegioS;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
273;424;424;Muiden                            ; MUN;Muiden                    ;13;Amsterdam       ;4;Het Gooi en de Vechtstreek;23;Hilversum                      ;24;Het Gooi en Vechtstreek            ;65;Vechtstreek in Noord-Holland            ;10;Het Gooi/Flevoland;11;Het Gooi         ;36;GGD Gooi en Vechtstreek           ;45;Hilversum          ;10;Haarlem         ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;45;Hilversum             ;   NL3;West-Nederland ;NL32;Noord-Holland; NL327;Het Gooi en Vechtstreek            ;15;Zuid-Noord-Holland              ;14;Gooi en Vechtstreek      ;27;Noord-Holland;4;Amsterdam       ;16;Gooi & Vechtstreek     ;3;IJsselmeerkust                          ;20;Gooi en Vechtstreek            ;16;Zaanstreek/Waterland/Amstelland/Meerland;18;Het Gooi                                ;    ;    ;                              ;0;                ;10;Amsterdam       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6656;407
274;425;425;Naarden                           ; NDN;Naarden                   ;13;Amsterdam       ;4;Het Gooi en de Vechtstreek;23;Hilversum                      ;24;Het Gooi en Vechtstreek            ;67;Overige gemeenten in het Gooi           ;10;Het Gooi/Flevoland;11;Het Gooi         ;36;GGD Gooi en Vechtstreek           ;45;Hilversum          ;10;Haarlem         ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;45;Hilversum             ;   NL3;West-Nederland ;NL32;Noord-Holland; NL327;Het Gooi en Vechtstreek            ;15;Zuid-Noord-Holland              ;14;Gooi en Vechtstreek      ;27;Noord-Holland;4;Amsterdam       ;16;Gooi & Vechtstreek     ;7;Utrechtse Heuvelrug en 't Gooi          ;20;Gooi en Vechtstreek            ;16;Zaanstreek/Waterland/Amstelland/Meerland;18;Het Gooi                                ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;17031;1039
275;Neder-Betuwe;1740;Neder-Betuwe                      ; NBE;Neder-Betuwe              ;5;Arnhem          ;48;Gelderland-Zuid           ;18;Tiel                           ;16;Zuidwest-Gelderland                ;37;Oostelijke Betuwe                       ;9;Utrecht           ;8;Nijmegen         ;20;GGD Rivierenland                  ;16;Tiel               ;6;Nijmegen        ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied               ;2;Oost-Nederland ;31;Tiel                  ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL224;Zuidwest-Gelderland                ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;14;Rivierenland           ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ;    ;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;22289;343
276;643;643;Nederlek                          ; NLK;Nederlek                  ;9;'s-Gravenhage   ;16;Hollands-Midden           ;28;Rotterdam-Schiedam             ;29;Groot-Rijnmond                     ;75;Krimpenerwaard                          ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden-Holland                ;34;Gouda              ;15;Leiden          ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;54;Rotterdam             ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijnstreek             ;17;Overig Nederland                        ;27;Zuid-Holland-Oost              ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard; 281; 292;Overig Groot-Rijnmond         ;0;                ;14;Rotterdam       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;14831;844
277;946;946;Nederweert                        ; NWT;Nederweert                ;4;Roermond        ;42;Noord- en Midden-Limburg  ;47;Roermond-Weert                 ;38;Midden-Limburg                     ;123;Midden-Limburg ten westen van de Maas   ;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord- en Midden-Limburg      ;12;Roermond           ;19;Maastricht      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;75;Weert                 ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL422;Midden-Limburg                     ;22;Zuidoost-Noord-Brabant          ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;30;Weert                  ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;39;Midden-Limburg                 ;29;Noord-Limburg                           ;42;Midden-Limburg                          ; 472;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;16100;479
278;266;266;Neede                             ; NDE;Neede                     ;6;Zutphen         ;35;Twente                    ;10;Enschede-Hengelo               ;14;Achterhoek                         ;30;Overige gemeenten oostelijke Achterhoek ;5;Stedendriehoek    ;7;Arnhem           ;11;GGD Regio Twente                  ;21;Groenlo            ;7;Arnhem          ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;22;Enschede              ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL222;Achterhoek                         ;6;Twente                          ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;12;Achterhoek             ;10;Achterhoek                              ;12;Twente                         ;11;Achterhoek                              ;12;Achterhoek                              ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;10971;678
279;304;304;Neerijnen                         ; NRN;Neerijnen                 ;5;Arnhem          ;48;Gelderland-Zuid           ;41;'s-Hertogenbosch               ;16;Zuidwest-Gelderland                ;38;Westelijke Betuwe                       ;9;Utrecht           ;8;Nijmegen         ;20;GGD Rivierenland                  ;16;Tiel               ;6;Nijmegen        ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied               ;2;Oost-Nederland ;32;Zaltbommel            ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL224;Zuidwest-Gelderland                ;12;Noord-Noord-Brabant             ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;14;Rivierenland           ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ; 415;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11460;170
280;412;412;Niedorp                           ; NDP;Niedorp                   ;14;Alkmaar         ;6;Noord-Holland-Noord       ;27;Den Helder-Schagen             ;18;Kop van Noord-Holland              ;53;Westelijk West-Friesland                ;11;Alkmaar           ;12;Alkmaar          ;27;GGD Kop Van Noord-Holland         ;46;Alkmaar            ;11;Den Helder      ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ;37;Den Helder            ;   NL3;West-Nederland ;NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;17;Overig Nederland                        ;23;Kop van Noord-Holland          ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11617;221
281;571;571;Nieuw-Lekkerland                  ; NLD;Nieuw-Lekkerland          ;11;Dordrecht       ;10;Zuid-Holland Zuid         ;32;Dordrecht                      ;30;Zuidoost-Zuid-Holland              ;76;Industriegebied Alblasserwaard          ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Zuid-Holland Zuid       ;37;Dordrecht          ;14;Dordrecht       ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;53;Dordrecht/Zwijndrecht ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid              ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;9539;696
282;356;356;Nieuwegein                        ; NIN;Nieuwegein                ;16;Utrecht         ;50;Utrechtsland              ;19;Utrecht-Zeist-Woerden          ;17;Utrecht                            ;46;Nieuwegein, IJsselstein                 ;9;Utrecht           ;9;Utrecht          ;25;GGD Midden-Nederland              ;51;Utrecht            ;8;Utrecht         ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;36;Utrecht               ;   NL3;West-Nederland ;NL31;Utrecht      ; NL310;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;West Utrecht           ;17;Overig Nederland                        ;19;Utrecht                        ;14;West-Utrecht                            ;17;West-Utrecht                            ; 191;    ;                              ;9;Utrecht         ;9;Utrecht         ;5;50 000 - < 100 000 inwoners ;2;Sterk stedelijk     ;61803;1790
283;567;567;Nieuwerkerk aan den IJssel        ; NWL;Nieuwerkerk aan den IJssel;9;'s-Gravenhage   ;16;Hollands-Midden           ;28;Rotterdam-Schiedam             ;29;Groot-Rijnmond                     ;88;Oostelijk randgebied Rotterdam          ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden-Holland                ;34;Gouda              ;15;Leiden          ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland            ;3;West-Nederland ;54;Rotterdam             ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijnstreek             ;17;Overig Nederland                        ;27;Zuid-Holland-Oost              ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard; 281; 292;Overig Groot-Rijnmond         ;0;                ;14;Rotterdam       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;22344;1405
284;569;569;Nieuwkoop                         ; NKP;Nieuwkoop                 ;9;'s-Gravenhage   ;16;Hollands-Midden           ;31;Leiden-Alphen aan den Rijn     ;28;Oost-Zuid-Holland                  ;72;Noordelijke veenstreek in Zuid-Holland  ;14;Leiden            ;15;Leiden           ;37;GGD Zuid-Holland Noord            ;31;Alphen aan den Rijn;15;Leiden          ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;47;Alphen aan den Rijn   ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL334;Oost-Zuid-Holland                  ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijnstreek             ;6;Hollands-Utrechtse meren                ;27;Zuid-Holland-Oost              ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard; 312;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;11092;523
285;104;104;Nijefurd                          ; NFD;Nijefurd                  ;17;Leeuwarden      ;23;Fryslân                   ;4;Sneek                          ;5;Zuidwest-Friesland                 ;10;Fries weidegebied                       ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                     ;54;Sneek              ;2;Leeuwarden      ;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;9;Sneek                 ;   NL1;Noord-Nederland;NL12;Friesland    ; NL122;Zuidwest-Friesland                 ;3;Friesland                       ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Friesland              ;3;IJsselmeerkust                          ;5;Zuidwest-Friesland             ;4;Oost-Friesland/Zuidwest-Friesland       ;4;Oost-Friesland/Zuidwest Friesland       ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;10931;303
286;267;267;Nijkerk                           ; NKK;Nijkerk                   ;5;Arnhem          ;45;Gelderland-Midden         ;20;Amersfoort                     ;13;Veluwe                             ;31;Gelderse Vallei                         ;8;Amersfoort        ;9;Utrecht          ;23;GGD Eemland                       ;15;Wageningen         ;7;Arnhem          ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ;35;Amersfoort            ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL221;Veluwe                             ;10;Harderwijk-Amersfoort           ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;10;Valleiregio            ;8;Veluwe en Veluwerand                    ;16;Eem en Vallei                  ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ; 201;    ;                              ;0;                ;8;Amersfoort      ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;37983;942
287;268;268;Nijmegen                          ; NMN;Nijmegen                  ;5;Arnhem          ;48;Gelderland-Zuid           ;15;Nijmegen                       ;15;Arnhem/Nijmegen                    ;39;Nijmegen                                ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                ;17;Nijmegen           ;6;Nijmegen        ;2504;Oostelijke Betuwe en Nijmegen           ;10;Rivierengebied               ;2;Oost-Nederland ;30;Nijmegen              ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;13;Nijmegen               ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;14;Arnhem/Nijmegen                ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ; 151;    ;                              ;7;Nijmegen        ;7;Nijmegen        ;7;150 000 - < 250 000 inwoners;2;Sterk stedelijk     ;157466;2237
288;Noord-Beveland;1695;Noord-Beveland                    ; NBD;Noord-Beveland            ;12;Middelburg      ;5;Zeeland                   ;36;Goes                           ;32;Overig Zeeland                     ;97;Noord- en Zuid-Beveland                 ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                       ;40;Middelburg         ;16;Middelburg      ;2901;Noordelijk Zeeland                      ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ;60;Goes                  ;   NL3;West-Nederland ;NL34;Zeeland      ; NL342;Overig Zeeland                     ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland      ;3;'s-Gravenhage   ;24;Zeeland                ;4;Deltagebied                             ;31;Oosterschelde regio            ;24;Zeeland                                 ;32;Noord- en Midden-Zeeland                ;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;7124;203
