ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumption_1;FinalConsumptionRelative_2;AvoidedEnergy_3;AvoidedEnergyRelative_4;AvoidedEmission_5;AvoidedEmissionRelative_6
2990;Biomass households, inserts;Transport;2010;;;;;;
2991;Biomass households, inserts;Transport;2011;;;;;;
2992;Biomass households, inserts;Transport;2012;;;;;;
2993;Biomass households, inserts;Transport;2013;;;;;;
2994;Biomass households, inserts;Transport;2014;;;;;;
2995;Biomass households, inserts;Transport;2015;;;;;;
2996;Biomass households, inserts;Transport;2016;;;;;;
2997;Biomass households, inserts;Transport;2017;;;;;;
2998;Biomass households, inserts;Transport;2018;;;;;;
2999;Biomass households, inserts;Transport;2019;;;;;;
3000;Biomass households, wood stoves;Total energy applications;1990;6135.0;0.34;3394.0;0.12;193.0;0.12
3001;Biomass households, wood stoves;Total energy applications;1991;5756.0;0.3;3199.0;0.11;182.0;0.11
3002;Biomass households, wood stoves;Total energy applications;1992;5398.0;0.28;3015.0;0.1;171.0;0.1
3003;Biomass households, wood stoves;Total energy applications;1993;5070.0;0.25;2845.0;0.1;162.0;0.09
3004;Biomass households, wood stoves;Total energy applications;1994;4766.0;0.24;2688.0;0.09;153.0;0.09
3005;Biomass households, wood stoves;Total energy applications;1995;4479.0;0.22;2539.0;0.08;144.0;0.08
3006;Biomass households, wood stoves;Total energy applications;1996;4695.0;0.21;2795.0;0.09;159.0;0.09
3007;Biomass households, wood stoves;Total energy applications;1997;4897.0;0.23;3035.0;0.1;172.0;0.1
3008;Biomass households, wood stoves;Total energy applications;1998;5091.0;0.24;3262.0;0.1;185.0;0.1
3009;Biomass households, wood stoves;Total energy applications;1999;5267.0;0.25;3469.0;0.11;197.0;0.11
3010;Biomass households, wood stoves;Total energy applications;2000;5421.0;0.25;3654.0;0.12;208.0;0.12
3011;Biomass households, wood stoves;Total energy applications;2001;5453.0;0.25;3745.0;0.12;213.0;0.12
3012;Biomass households, wood stoves;Total energy applications;2002;5498.0;0.25;3844.0;0.12;218.0;0.12
3013;Biomass households, wood stoves;Total energy applications;2003;5972.0;0.27;4228.0;0.13;240.0;0.13
3014;Biomass households, wood stoves;Total energy applications;2004;6835.0;0.29;4898.0;0.14;278.0;0.15
3015;Biomass households, wood stoves;Total energy applications;2005;7750.0;0.34;5616.0;0.17;319.0;0.18
3016;Biomass households, wood stoves;Total energy applications;2006;8689.0;0.38;6362.0;0.19;361.0;0.21
3017;Biomass households, wood stoves;Total energy applications;2007;8875.0;0.39;6562.0;0.2;372.0;0.22
3018;Biomass households, wood stoves;Total energy applications;2008;9182.0;0.4;6862.0;0.21;389.0;0.22
3019;Biomass households, wood stoves;Total energy applications;2009;9563.0;0.44;7219.0;0.22;409.0;0.24
3020;Biomass households, wood stoves;Total energy applications;2010;10013.0;0.42;7631.0;0.22;432.0;0.24
3021;Biomass households, wood stoves;Total energy applications;2011;10439.0;0.48;8020.0;0.25;453.0;0.27
3022;Biomass households, wood stoves;Total energy applications;2012;10763.0;0.49;8252.0;0.25;466.0;0.28
3023;Biomass households, wood stoves;Total energy applications;2013;11113.0;0.5;8567.0;0.27;484.0;0.29
3024;Biomass households, wood stoves;Total energy applications;2014;11120.0;0.55;8608.0;0.28;485.0;0.31
3025;Biomass households, wood stoves;Total energy applications;2015;11092.0;0.54;8616.0;0.28;487.0;0.29
3026;Biomass households, wood stoves;Total energy applications;2016;11040.0;0.53;8603.0;0.27;486.0;0.29
3027;Biomass households, wood stoves;Total energy applications;2017;10875.0;0.51;8493.0;0.27;481.0;0.29
3028;Biomass households, wood stoves;Total energy applications;2018;10713.0;0.51;8382.0;0.27;474.0;0.3
3029;Biomass households, wood stoves;Total energy applications;2019;10421.0;0.5;8168.0;0.27;462.0;0.3
3030;Biomass households, wood stoves;Electricity;1990;;;;;;
3031;Biomass households, wood stoves;Electricity;1991;;;;;;
3032;Biomass households, wood stoves;Electricity;1992;;;;;;
3033;Biomass households, wood stoves;Electricity;1993;;;;;;
3034;Biomass households, wood stoves;Electricity;1994;;;;;;
3035;Biomass households, wood stoves;Electricity;1995;;;;;;
3036;Biomass households, wood stoves;Electricity;1996;;;;;;
3037;Biomass households, wood stoves;Electricity;1997;;;;;;
3038;Biomass households, wood stoves;Electricity;1998;;;;;;
3039;Biomass households, wood stoves;Electricity;1999;;;;;;
3040;Biomass households, wood stoves;Electricity;2000;;;;;;
3041;Biomass households, wood stoves;Electricity;2001;;;;;;
3042;Biomass households, wood stoves;Electricity;2002;;;;;;
3043;Biomass households, wood stoves;Electricity;2003;;;;;;
3044;Biomass households, wood stoves;Electricity;2004;;;;;;
3045;Biomass households, wood stoves;Electricity;2005;;;;;;
3046;Biomass households, wood stoves;Electricity;2006;;;;;;
3047;Biomass households, wood stoves;Electricity;2007;;;;;;
3048;Biomass households, wood stoves;Electricity;2008;;;;;;
3049;Biomass households, wood stoves;Electricity;2009;;;;;;
3050;Biomass households, wood stoves;Electricity;2010;;;;;;
3051;Biomass households, wood stoves;Electricity;2011;;;;;;
3052;Biomass households, wood stoves;Electricity;2012;;;;;;
3053;Biomass households, wood stoves;Electricity;2013;;;;;;
3054;Biomass households, wood stoves;Electricity;2014;;;;;;
3055;Biomass households, wood stoves;Electricity;2015;;;;;;
3056;Biomass households, wood stoves;Electricity;2016;;;;;;
3057;Biomass households, wood stoves;Electricity;2017;;;;;;
3058;Biomass households, wood stoves;Electricity;2018;;;;;;
3059;Biomass households, wood stoves;Electricity;2019;;;;;;
3060;Biomass households, wood stoves;Heat;1990;6135.0;0.34;3394.0;0.12;193.0;0.12
3061;Biomass households, wood stoves;Heat;1991;5756.0;0.3;3199.0;0.11;182.0;0.11
3062;Biomass households, wood stoves;Heat;1992;5398.0;0.28;3015.0;0.1;171.0;0.1
3063;Biomass households, wood stoves;Heat;1993;5070.0;0.25;2845.0;0.1;162.0;0.09
3064;Biomass households, wood stoves;Heat;1994;4766.0;0.24;2688.0;0.09;153.0;0.09
3065;Biomass households, wood stoves;Heat;1995;4479.0;0.22;2539.0;0.08;144.0;0.08
3066;Biomass households, wood stoves;Heat;1996;4695.0;0.21;2795.0;0.09;159.0;0.09
3067;Biomass households, wood stoves;Heat;1997;4897.0;0.23;3035.0;0.1;172.0;0.1
3068;Biomass households, wood stoves;Heat;1998;5091.0;0.24;3262.0;0.1;185.0;0.1
3069;Biomass households, wood stoves;Heat;1999;5267.0;0.25;3469.0;0.11;197.0;0.11
3070;Biomass households, wood stoves;Heat;2000;5421.0;0.25;3654.0;0.12;208.0;0.12
3071;Biomass households, wood stoves;Heat;2001;5453.0;0.25;3745.0;0.12;213.0;0.12
3072;Biomass households, wood stoves;Heat;2002;5498.0;0.25;3844.0;0.12;218.0;0.12
3073;Biomass households, wood stoves;Heat;2003;5972.0;0.27;4228.0;0.13;240.0;0.13
3074;Biomass households, wood stoves;Heat;2004;6835.0;0.29;4898.0;0.14;278.0;0.15
3075;Biomass households, wood stoves;Heat;2005;7750.0;0.34;5616.0;0.17;319.0;0.18
3076;Biomass households, wood stoves;Heat;2006;8689.0;0.38;6362.0;0.19;361.0;0.21
3077;Biomass households, wood stoves;Heat;2007;8875.0;0.39;6562.0;0.2;372.0;0.22
3078;Biomass households, wood stoves;Heat;2008;9182.0;0.4;6862.0;0.21;389.0;0.22
3079;Biomass households, wood stoves;Heat;2009;9563.0;0.44;7219.0;0.22;409.0;0.24
3080;Biomass households, wood stoves;Heat;2010;10013.0;0.42;7631.0;0.22;432.0;0.24
3081;Biomass households, wood stoves;Heat;2011;10439.0;0.48;8020.0;0.25;453.0;0.27
3082;Biomass households, wood stoves;Heat;2012;10763.0;0.49;8252.0;0.25;466.0;0.28
3083;Biomass households, wood stoves;Heat;2013;11113.0;0.5;8567.0;0.27;484.0;0.29
3084;Biomass households, wood stoves;Heat;2014;11120.0;0.55;8608.0;0.28;485.0;0.31
3085;Biomass households, wood stoves;Heat;2015;11092.0;0.54;8616.0;0.28;487.0;0.29
3086;Biomass households, wood stoves;Heat;2016;11040.0;0.53;8603.0;0.27;486.0;0.29
3087;Biomass households, wood stoves;Heat;2017;10875.0;0.51;8493.0;0.27;481.0;0.29
3088;Biomass households, wood stoves;Heat;2018;10713.0;0.51;8382.0;0.27;474.0;0.3
3089;Biomass households, wood stoves;Heat;2019;10421.0;0.5;8168.0;0.27;462.0;0.3
3090;Biomass households, wood stoves;Transport;1990;;;;;;
3091;Biomass households, wood stoves;Transport;1991;;;;;;
3092;Biomass households, wood stoves;Transport;1992;;;;;;
3093;Biomass households, wood stoves;Transport;1993;;;;;;
3094;Biomass households, wood stoves;Transport;1994;;;;;;
3095;Biomass households, wood stoves;Transport;1995;;;;;;
3096;Biomass households, wood stoves;Transport;1996;;;;;;
3097;Biomass households, wood stoves;Transport;1997;;;;;;
3098;Biomass households, wood stoves;Transport;1998;;;;;;
3099;Biomass households, wood stoves;Transport;1999;;;;;;
3100;Biomass households, wood stoves;Transport;2000;;;;;;
3101;Biomass households, wood stoves;Transport;2001;;;;;;
3102;Biomass households, wood stoves;Transport;2002;;;;;;
3103;Biomass households, wood stoves;Transport;2003;;;;;;
3104;Biomass households, wood stoves;Transport;2004;;;;;;
3105;Biomass households, wood stoves;Transport;2005;;;;;;
3106;Biomass households, wood stoves;Transport;2006;;;;;;
3107;Biomass households, wood stoves;Transport;2007;;;;;;
3108;Biomass households, wood stoves;Transport;2008;;;;;;
3109;Biomass households, wood stoves;Transport;2009;;;;;;
3110;Biomass households, wood stoves;Transport;2010;;;;;;
3111;Biomass households, wood stoves;Transport;2011;;;;;;
3112;Biomass households, wood stoves;Transport;2012;;;;;;
3113;Biomass households, wood stoves;Transport;2013;;;;;;
3114;Biomass households, wood stoves;Transport;2014;;;;;;
3115;Biomass households, wood stoves;Transport;2015;;;;;;
3116;Biomass households, wood stoves;Transport;2016;;;;;;
3117;Biomass households, wood stoves;Transport;2017;;;;;;
3118;Biomass households, wood stoves;Transport;2018;;;;;;
3119;Biomass households, wood stoves;Transport;2019;;;;;;
3120;Biomass households, pellet stoves;Total energy applications;1990;0.0;0.0;0.0;0.0;0.0;0.0
3121;Biomass households, pellet stoves;Total energy applications;1991;0.0;0.0;0.0;0.0;0.0;0.0
3122;Biomass households, pellet stoves;Total energy applications;1992;0.0;0.0;0.0;0.0;0.0;0.0
3123;Biomass households, pellet stoves;Total energy applications;1993;0.0;0.0;0.0;0.0;0.0;0.0
3124;Biomass households, pellet stoves;Total energy applications;1994;0.0;0.0;0.0;0.0;0.0;0.0
3125;Biomass households, pellet stoves;Total energy applications;1995;0.0;0.0;0.0;0.0;0.0;0.0
3126;Biomass households, pellet stoves;Total energy applications;1996;0.0;0.0;0.0;0.0;0.0;0.0
3127;Biomass households, pellet stoves;Total energy applications;1997;0.0;0.0;0.0;0.0;0.0;0.0
3128;Biomass households, pellet stoves;Total energy applications;1998;0.0;0.0;0.0;0.0;0.0;0.0
3129;Biomass households, pellet stoves;Total energy applications;1999;0.0;0.0;0.0;0.0;0.0;0.0
3130;Biomass households, pellet stoves;Total energy applications;2000;0.0;0.0;0.0;0.0;0.0;0.0
3131;Biomass households, pellet stoves;Total energy applications;2001;0.0;0.0;0.0;0.0;0.0;0.0
3132;Biomass households, pellet stoves;Total energy applications;2002;0.0;0.0;0.0;0.0;0.0;0.0
3133;Biomass households, pellet stoves;Total energy applications;2003;0.0;0.0;0.0;0.0;0.0;0.0
3134;Biomass households, pellet stoves;Total energy applications;2004;0.0;0.0;0.0;0.0;0.0;0.0
3135;Biomass households, pellet stoves;Total energy applications;2005;0.0;0.0;0.0;0.0;0.0;0.0
3136;Biomass households, pellet stoves;Total energy applications;2006;0.0;0.0;0.0;0.0;0.0;0.0
3137;Biomass households, pellet stoves;Total energy applications;2007;0.0;0.0;0.0;0.0;0.0;0.0
3138;Biomass households, pellet stoves;Total energy applications;2008;0.0;0.0;0.0;0.0;0.0;0.0
3139;Biomass households, pellet stoves;Total energy applications;2009;0.0;0.0;0.0;0.0;0.0;0.0
3140;Biomass households, pellet stoves;Total energy applications;2010;0.0;0.0;0.0;0.0;0.0;0.0
3141;Biomass households, pellet stoves;Total energy applications;2011;0.0;0.0;0.0;0.0;0.0;0.0
3142;Biomass households, pellet stoves;Total energy applications;2012;0.0;0.0;0.0;0.0;0.0;0.0
3143;Biomass households, pellet stoves;Total energy applications;2013;0.0;0.0;0.0;0.0;0.0;0.0
3144;Biomass households, pellet stoves;Total energy applications;2014;109.0;0.01;97.0;0.0;6.0;0.0
3145;Biomass households, pellet stoves;Total energy applications;2015;211.0;0.01;189.0;0.01;11.0;0.01
3146;Biomass households, pellet stoves;Total energy applications;2016;310.0;0.01;278.0;0.01;16.0;0.01
3147;Biomass households, pellet stoves;Total energy applications;2017;551.0;0.03;493.0;0.02;28.0;0.02
3148;Biomass households, pellet stoves;Total energy applications;2018;939.0;0.04;840.0;0.03;48.0;0.03
3149;Biomass households, pellet stoves;Total energy applications;2019;1313.0;0.06;1175.0;0.04;67.0;0.04
3150;Biomass households, pellet stoves;Electricity;1990;;;;;;
3151;Biomass households, pellet stoves;Electricity;1991;;;;;;
3152;Biomass households, pellet stoves;Electricity;1992;;;;;;
3153;Biomass households, pellet stoves;Electricity;1993;;;;;;
3154;Biomass households, pellet stoves;Electricity;1994;;;;;;
3155;Biomass households, pellet stoves;Electricity;1995;;;;;;
3156;Biomass households, pellet stoves;Electricity;1996;;;;;;
3157;Biomass households, pellet stoves;Electricity;1997;;;;;;
3158;Biomass households, pellet stoves;Electricity;1998;;;;;;
3159;Biomass households, pellet stoves;Electricity;1999;;;;;;
3160;Biomass households, pellet stoves;Electricity;2000;;;;;;
3161;Biomass households, pellet stoves;Electricity;2001;;;;;;
3162;Biomass households, pellet stoves;Electricity;2002;;;;;;
3163;Biomass households, pellet stoves;Electricity;2003;;;;;;
3164;Biomass households, pellet stoves;Electricity;2004;;;;;;
3165;Biomass households, pellet stoves;Electricity;2005;;;;;;
3166;Biomass households, pellet stoves;Electricity;2006;;;;;;
3167;Biomass households, pellet stoves;Electricity;2007;;;;;;
3168;Biomass households, pellet stoves;Electricity;2008;;;;;;
3169;Biomass households, pellet stoves;Electricity;2009;;;;;;
3170;Biomass households, pellet stoves;Electricity;2010;;;;;;
3171;Biomass households, pellet stoves;Electricity;2011;;;;;;
3172;Biomass households, pellet stoves;Electricity;2012;;;;;;
3173;Biomass households, pellet stoves;Electricity;2013;;;;;;
3174;Biomass households, pellet stoves;Electricity;2014;;;;;;
3175;Biomass households, pellet stoves;Electricity;2015;;;;;;
3176;Biomass households, pellet stoves;Electricity;2016;;;;;;
3177;Biomass households, pellet stoves;Electricity;2017;;;;;;
3178;Biomass households, pellet stoves;Electricity;2018;;;;;;
3179;Biomass households, pellet stoves;Electricity;2019;;;;;;
3180;Biomass households, pellet stoves;Heat;1990;0.0;0.0;0.0;0.0;0.0;0.0
3181;Biomass households, pellet stoves;Heat;1991;0.0;0.0;0.0;0.0;0.0;0.0
3182;Biomass households, pellet stoves;Heat;1992;0.0;0.0;0.0;0.0;0.0;0.0
3183;Biomass households, pellet stoves;Heat;1993;0.0;0.0;0.0;0.0;0.0;0.0
3184;Biomass households, pellet stoves;Heat;1994;0.0;0.0;0.0;0.0;0.0;0.0
3185;Biomass households, pellet stoves;Heat;1995;0.0;0.0;0.0;0.0;0.0;0.0
3186;Biomass households, pellet stoves;Heat;1996;0.0;0.0;0.0;0.0;0.0;0.0
3187;Biomass households, pellet stoves;Heat;1997;0.0;0.0;0.0;0.0;0.0;0.0
3188;Biomass households, pellet stoves;Heat;1998;0.0;0.0;0.0;0.0;0.0;0.0
3189;Biomass households, pellet stoves;Heat;1999;0.0;0.0;0.0;0.0;0.0;0.0
3190;Biomass households, pellet stoves;Heat;2000;0.0;0.0;0.0;0.0;0.0;0.0
3191;Biomass households, pellet stoves;Heat;2001;0.0;0.0;0.0;0.0;0.0;0.0
3192;Biomass households, pellet stoves;Heat;2002;0.0;0.0;0.0;0.0;0.0;0.0
3193;Biomass households, pellet stoves;Heat;2003;0.0;0.0;0.0;0.0;0.0;0.0
3194;Biomass households, pellet stoves;Heat;2004;0.0;0.0;0.0;0.0;0.0;0.0
3195;Biomass households, pellet stoves;Heat;2005;0.0;0.0;0.0;0.0;0.0;0.0
3196;Biomass households, pellet stoves;Heat;2006;0.0;0.0;0.0;0.0;0.0;0.0
3197;Biomass households, pellet stoves;Heat;2007;0.0;0.0;0.0;0.0;0.0;0.0
3198;Biomass households, pellet stoves;Heat;2008;0.0;0.0;0.0;0.0;0.0;0.0
3199;Biomass households, pellet stoves;Heat;2009;0.0;0.0;0.0;0.0;0.0;0.0
3200;Biomass households, pellet stoves;Heat;2010;0.0;0.0;0.0;0.0;0.0;0.0
3201;Biomass households, pellet stoves;Heat;2011;0.0;0.0;0.0;0.0;0.0;0.0
3202;Biomass households, pellet stoves;Heat;2012;0.0;0.0;0.0;0.0;0.0;0.0
3203;Biomass households, pellet stoves;Heat;2013;0.0;0.0;0.0;0.0;0.0;0.0
3204;Biomass households, pellet stoves;Heat;2014;109.0;0.01;97.0;0.0;6.0;0.0
3205;Biomass households, pellet stoves;Heat;2015;211.0;0.01;189.0;0.01;11.0;0.01
3206;Biomass households, pellet stoves;Heat;2016;310.0;0.01;278.0;0.01;16.0;0.01
3207;Biomass households, pellet stoves;Heat;2017;551.0;0.03;493.0;0.02;28.0;0.02
3208;Biomass households, pellet stoves;Heat;2018;939.0;0.04;840.0;0.03;48.0;0.03
3209;Biomass households, pellet stoves;Heat;2019;1313.0;0.06;1175.0;0.04;67.0;0.04
3210;Biomass households, pellet stoves;Transport;1990;;;;;;
3211;Biomass households, pellet stoves;Transport;1991;;;;;;
3212;Biomass households, pellet stoves;Transport;1992;;;;;;
3213;Biomass households, pellet stoves;Transport;1993;;;;;;
3214;Biomass households, pellet stoves;Transport;1994;;;;;;
3215;Biomass households, pellet stoves;Transport;1995;;;;;;
3216;Biomass households, pellet stoves;Transport;1996;;;;;;
3217;Biomass households, pellet stoves;Transport;1997;;;;;;
3218;Biomass households, pellet stoves;Transport;1998;;;;;;
3219;Biomass households, pellet stoves;Transport;1999;;;;;;
3220;Biomass households, pellet stoves;Transport;2000;;;;;;
3221;Biomass households, pellet stoves;Transport;2001;;;;;;
3222;Biomass households, pellet stoves;Transport;2002;;;;;;
3223;Biomass households, pellet stoves;Transport;2003;;;;;;
