ID;Geslacht;Leeftijd;BurgerlijkeStaat;KerkelijkeGezindte;Regio;Bewoners_1
1659;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Almelo;1269
1660;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Lonneker;968
1661;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Ede;2301
1662;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Helder (Den);1459
1663;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gouda;1047
1664;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Alkmaar;513
1665;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Vlaardingen;2572
1666;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Haarlemmermeer;3013
1667;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Helmond;90
1668;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Bussum;933
1669;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Zeist;1539
1670;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Rheden;1129
1671;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Venlo;85
1672;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Roosendaal en Nispen;52
1673;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Vlissingen;878
1674;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Bergen op Zoom;501
1675;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Nederland;1811129
1676;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Groningen (provincie);13154
1677;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Friesland;17688
1678;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Drenthe;8873
1679;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Overijssel;96715
1680;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gelderland;194838
1681;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Utrecht (provincie);78429
1682;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Noord-Holland;247163
1683;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Zuid-Holland;280348
1684;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Zeeland;36100
1685;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Noord-Brabant;510291
1686;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Limburg;327530
1687;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gemeenten met meer dan 100000 inwoners;305491
1688;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gemeenten met 50001 - 100000 inwoners;242784
1689;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gemeenten met 20001 - 50000 inwoners;229258
1690;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gemeenten met 10001 - 20000 inwoners;249311
1691;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gemeenten met 5001 - 10000 inwoners;322633
1692;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gemeenten met 2001 - 5000 inwoners;332567
1693;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gemeenten met 1001 - 2000 inwoners;103839
1694;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gemeenten met 501 - 1000 inwoners;23041
1695;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gemeenten met 500 of minder inwoners;2205
1696;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Amsterdam;95299
1697;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Rotterdam;76260
1698;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;'s-Gravenhage;72028
1699;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Utrecht;32994
1700;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Haarlem;23197
1701;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Groningen;5713
1702;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Eindhoven;46558
1703;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Nijmegen;37834
1704;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Tilburg;45983
1705;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Arnhem;18775
1706;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Leiden;10790
1707;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Maastricht;33613
1708;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Apeldoorn;5140
1709;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Hilversum;9300
1710;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Dordrecht;4691
1711;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Schiedam;10469
1712;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Enschede;8146
1713;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Delft;11485
1714;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Leeuwarden;3657
1715;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Heerlen;22844
1716;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Breda;22462
1717;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;'s-Hertogenbosch;24066
1718;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Velsen;6750
1719;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Emmen;4566
1720;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Zwolle;5428
1721;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Amersfoort;7957
1722;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Kerkrade;19980
1723;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Deventer;4621
1724;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Hengelo (O.);7818
1725;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Zaandam;2865
1726;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Almelo;4581
1727;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Lonneker;4638
1728;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Ede;961
1729;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Helder (Den);2658
1730;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Gouda;4621
1731;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Alkmaar;6391
1732;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Vlaardingen;1842
1733;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Haarlemmermeer;4455
1734;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Helmond;15258
1735;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Bussum;5671
1736;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Zeist;2307
1737;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Rheden;3028
1738;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Venlo;14392
1739;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Roosendaal en Nispen;12904
1740;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Vlissingen;1876
1741;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roomsch-Katholiek;Bergen op Zoom;10661
1742;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Nederland;5393
1743;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Groningen (provincie);9
1744;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Friesland;4
1745;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Drenthe;5
1746;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Overijssel;16
1747;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gelderland;155
1748;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Utrecht (provincie);983
1749;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Noord-Holland;3052
1750;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Zuid-Holland;1111
1751;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Zeeland;10
1752;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Noord-Brabant;34
1753;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Limburg;14
1754;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gemeenten met meer dan 100000 inwoners;1781
1755;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gemeenten met 50001 - 100000 inwoners;529
1756;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gemeenten met 20001 - 50000 inwoners;1564
1757;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gemeenten met 10001 - 20000 inwoners;151
1758;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gemeenten met 5001 - 10000 inwoners;272
1759;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gemeenten met 2001 - 5000 inwoners;1062
1760;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gemeenten met 1001 - 2000 inwoners;21
1761;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gemeenten met 501 - 1000 inwoners;12
1762;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gemeenten met 500 of minder inwoners;1
1763;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Amsterdam;268
1764;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Rotterdam;532
1765;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);'s-Gravenhage;182
1766;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Utrecht;698
1767;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Haarlem;92
1768;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Groningen;9
1769;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Eindhoven;6
1770;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Nijmegen;3
1771;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Tilburg;3
1772;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Arnhem;8
1773;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Leiden;46
1774;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Maastricht;1
1775;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Apeldoorn;0
1776;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Hilversum;286
1777;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Dordrecht;44
1778;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Schiedam;91
1779;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Enschede;0
1780;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Delft;41
1781;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Leeuwarden;1
1782;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Heerlen;3
1783;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Breda;10
1784;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);'s-Hertogenbosch;0
1785;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Velsen;1059
1786;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Emmen;0
1787;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Zwolle;1
1788;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Amersfoort;168
1789;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Kerkrade;0
1790;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Deventer;6
1791;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Hengelo (O.);0
1792;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Zaandam;29
1793;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Almelo;0
1794;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Lonneker;0
1795;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Ede;1
1796;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Helder (Den);143
1797;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Gouda;68
1798;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Alkmaar;19
1799;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Vlaardingen;0
1800;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Haarlemmermeer;23
1801;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Helmond;1
1802;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Bussum;4
1803;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Zeist;19
1804;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Rheden;4
1805;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Venlo;0
1806;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Roosendaal en Nispen;0
1807;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Vlissingen;5
1808;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Oud Bissch. Cleresie (Oud-Roomsch);Bergen op Zoom;0
1809;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Nederland;52482
1810;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Groningen (provincie);2132
1811;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Friesland;443
1812;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Drenthe;808
1813;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Overijssel;1846
1814;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Gelderland;2768
1815;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Utrecht (provincie);828
1816;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Noord-Holland;31543
1817;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Zuid-Holland;10812
1818;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Zeeland;90
1819;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Noord-Brabant;861
1820;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Limburg;351
1821;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Gemeenten met meer dan 100000 inwoners;41789
1822;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Gemeenten met 50001 - 100000 inwoners;3282
1823;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Gemeenten met 20001 - 50000 inwoners;2350
1824;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Gemeenten met 10001 - 20000 inwoners;2493
1825;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Gemeenten met 5001 - 10000 inwoners;1650
1826;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Gemeenten met 2001 - 5000 inwoners;840
1827;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Gemeenten met 1001 - 2000 inwoners;72
1828;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Gemeenten met 501 - 1000 inwoners;6
1829;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Gemeenten met 500 of minder inwoners;0
1830;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Amsterdam;29767
1831;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Rotterdam;5073
1832;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;'s-Gravenhage;4816
1833;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Utrecht;550
1834;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Haarlem;418
1835;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Groningen;1165
1836;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Eindhoven;236
1837;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Nijmegen;205
1838;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Tilburg;79
1839;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Arnhem;657
1840;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Leiden;175
1841;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Maastricht;109
1842;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Apeldoorn;712
1843;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Hilversum;449
1844;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Dordrecht;149
1845;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Schiedam;30
1846;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Enschede;457
1847;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Delft;24
1848;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Leeuwarden;343
1849;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Heerlen;39
1850;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Breda;71
1851;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;'s-Hertogenbosch;198
1852;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Velsen;42
1853;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Emmen;75
1854;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Zwolle;297
1855;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Amersfoort;179
1856;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Kerkrade;5
1857;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederlandsch Israëliet;Deventer;199
