ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;ListedShares_6;InvestmentFundSharesOrUnits_7
1734;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2003;407617.0;;;0.0;49874.0;;
1735;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2004 1st quarter;451133.0;;;0.0;49660.0;;
1736;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2004 2nd quarter;449534.0;;;0.0;51220.0;;
1737;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2004 3rd quarter;478774.0;;;0.0;50188.0;;
1738;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2004 4th quarter;469932.0;;;0.0;48795.0;;
1739;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2004;451133.0;;;0.0;49660.0;;
1740;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2005 1st quarter;480076.0;;;0.0;48428.0;;
1741;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2005 2nd quarter;487891.0;;;0.0;53709.0;;
1742;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2005 3rd quarter;517101.0;;;0.0;56174.0;;
1743;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2005 4th quarter;536733.0;;;0.0;55223.0;;
1744;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2005;480076.0;;;0.0;48428.0;;
1745;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2006 1st quarter;555263.0;;;0.0;48837.0;;
1746;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2006 2nd quarter;578396.0;;;0.0;51951.0;;
1747;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2006 3rd quarter;576359.0;;;0.0;50228.0;;
1748;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2006 4th quarter;597004.0;;;0.0;47712.0;;
1749;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2006;555263.0;;;0.0;48837.0;;
1750;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2007 1st quarter;599533.0;;;0.0;47422.0;;
1751;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2007 2nd quarter;629060.0;;;0.0;47187.0;;
1752;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2007 3rd quarter;661414.0;;;0.0;50770.0;;
1753;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2007 4th quarter;649011.0;;;0.0;47074.0;;
1754;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2007;599533.0;;;0.0;47422.0;;
1755;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2008 1st quarter;716633.0;;;0.0;48034.0;;
1756;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2008 2nd quarter;698739.0;;;0.0;45279.0;;
1757;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2008 3rd quarter;778716.0;;;0.0;45165.0;;
1758;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2008 4th quarter;812082.0;;;0.0;44735.0;;
1759;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2008;716633.0;;;0.0;48034.0;;
1760;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2009 1st quarter;796743.0;;;34000.0;54249.0;;
1761;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2009 2nd quarter;766607.0;;;29500.0;55116.0;;
1762;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2009 3rd quarter;828889.0;;;0.0;53936.0;;
1763;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2009 4th quarter;799508.0;;;0.0;52269.0;;
1764;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2009;796743.0;;;34000.0;54249.0;;
1765;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2010 1st quarter;813269.0;15431.0;41464.0;0.0;49040.0;1214.0;1120.0
1766;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2010 2nd quarter;826799.0;14245.0;42847.0;0.0;49003.0;1434.0;1632.0
1767;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2010 3rd quarter;863169.0;13094.0;43116.0;0.0;59716.0;-233.0;1693.0
1768;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2010 4th quarter;796694.0;12155.0;42854.0;0.0;55534.0;1344.0;1892.0
1769;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2010;813269.0;15431.0;41464.0;0.0;49040.0;1214.0;1120.0
1770;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2011 1st quarter;809001.0;12206.0;42536.0;0.0;55890.0;1182.0;2226.0
1771;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2011 2nd quarter;809196.0;12249.0;42235.0;0.0;54206.0;1265.0;2268.0
1772;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2011 3rd quarter;842365.0;12842.0;40112.0;0.0;55257.0;995.0;2239.0
1773;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2011 4th quarter;926721.0;13054.0;41117.0;0.0;50158.0;913.0;2226.0
1774;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2011;809001.0;12206.0;42536.0;0.0;55890.0;1182.0;2226.0
1775;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2012 1st quarter;969958.0;13333.0;41046.0;0.0;46789.0;896.0;2215.0
1776;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2012 2nd quarter;1014445.0;11951.0;41335.0;0.0;46582.0;998.0;3227.0
1777;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2012 3rd quarter;1000371.0;11122.0;39589.0;0.0;45874.0;1008.0;3522.0
1778;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2012 4th quarter;996501.0;12758.0;40396.0;0.0;44418.0;1015.0;3511.0
1779;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2012;969958.0;13333.0;41046.0;0.0;46789.0;896.0;2215.0
1780;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2013 1st quarter;990956.0;13036.0;39670.0;0.0;44348.0;1048.0;3393.0
1781;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2013 2nd quarter;945880.0;11725.0;37574.0;0.0;43682.0;1053.0;3435.0
1782;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2013 3rd quarter;945812.0;11106.0;35157.0;0.0;43442.0;1197.0;3468.0
1783;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2013 4th quarter;927648.0;11077.0;33074.0;0.0;43390.0;1236.0;3522.0
1784;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2013;990956.0;13036.0;39670.0;0.0;44348.0;1048.0;3393.0
1785;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2014 1st quarter;877142.0;11930.0;30781.0;0.0;41367.0;1287.0;3517.0
1786;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2014 2nd quarter;871840.0;12624.0;30124.0;0.0;41361.0;6706.0;3844.0
1787;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2014 3rd quarter;856474.0;13728.0;28431.0;0.0;39698.0;6793.0;6038.0
1788;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2014 4th quarter;848545.0;12279.0;27003.0;0.0;40996.0;6682.0;7409.0
1789;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2014;877142.0;11930.0;30781.0;0.0;41367.0;1287.0;3517.0
1790;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2015 1st quarter;951681.0;12352.0;27764.0;0.0;41593.0;6233.0;7562.0
1791;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2015 2nd quarter;980242.0;12361.0;29063.0;0.0;44478.0;6476.0;9019.0
1792;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2015 3rd quarter;1001635.0;12375.0;30903.0;0.0;45909.0;6207.0;8000.0
1793;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2015 4th quarter;1016844.0;11688.0;31293.0;0.0;43808.0;6081.0;8373.0
1794;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2015;951681.0;12352.0;27764.0;0.0;41593.0;6233.0;7562.0
1795;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2016 1st quarter;1019187.0;12029.0;32645.0;0.0;41217.0;6135.0;8230.0
1796;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2016 2nd quarter;1058485.0;12261.0;34589.0;0.0;39526.0;6260.0;7447.0
1797;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2016 3rd quarter;1066210.0;12308.0;36102.0;0.0;38965.0;6223.0;7421.0
1798;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2016 4th quarter;1118332.0;12430.0;36933.0;0.0;38419.0;6266.0;6812.0
1799;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2016;1019187.0;12029.0;32645.0;0.0;41217.0;6135.0;8230.0
1800;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2017 1st quarter;1102956.0;11019.0;36839.0;0.0;38350.0;6329.0;5973.0
1801;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2017 2nd quarter;1184786.0;12496.0;37161.0;0.0;39268.0;6482.0;4617.0
1802;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2017 3rd quarter;1142344.0;12386.0;39300.0;0.0;41860.0;6630.0;4907.0
1803;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2017 4th quarter;1176899.0;13102.0;40473.0;0.0;41247.0;6662.0;4561.0
1804;Total domestic sectors;Monetary financial institutions;Opening balance sheet;2017;1102956.0;11019.0;36839.0;0.0;38350.0;6329.0;5973.0
1805;Total domestic sectors;Monetary financial institutions;Financial transactions;1999 1st quarter;5992.0;;;0.0;696.0;;
1806;Total domestic sectors;Monetary financial institutions;Financial transactions;1999 2nd quarter;11664.0;;;0.0;-508.0;;
1807;Total domestic sectors;Monetary financial institutions;Financial transactions;1999 3rd quarter;-294.0;;;0.0;-468.0;;
1808;Total domestic sectors;Monetary financial institutions;Financial transactions;1999 4th quarter;4099.0;;;0.0;845.0;;
1809;Total domestic sectors;Monetary financial institutions;Financial transactions;1999;21461.0;;;0.0;565.0;;
1810;Total domestic sectors;Monetary financial institutions;Financial transactions;2000 1st quarter;19089.0;;;0.0;23.0;;
1811;Total domestic sectors;Monetary financial institutions;Financial transactions;2000 2nd quarter;-9280.0;;;0.0;-951.0;;
1812;Total domestic sectors;Monetary financial institutions;Financial transactions;2000 3rd quarter;18218.0;;;0.0;-931.0;;
1813;Total domestic sectors;Monetary financial institutions;Financial transactions;2000 4th quarter;-4311.0;;;0.0;463.0;;
1814;Total domestic sectors;Monetary financial institutions;Financial transactions;2000;23716.0;;;0.0;-1396.0;;
1815;Total domestic sectors;Monetary financial institutions;Financial transactions;2001 1st quarter;18271.0;;;0.0;72.0;;
1816;Total domestic sectors;Monetary financial institutions;Financial transactions;2001 2nd quarter;3156.0;;;0.0;-980.0;;
1817;Total domestic sectors;Monetary financial institutions;Financial transactions;2001 3rd quarter;9476.0;;;0.0;-956.0;;
1818;Total domestic sectors;Monetary financial institutions;Financial transactions;2001 4th quarter;14840.0;;;0.0;-52.0;;
1819;Total domestic sectors;Monetary financial institutions;Financial transactions;2001;45743.0;;;0.0;-1916.0;;
1820;Total domestic sectors;Monetary financial institutions;Financial transactions;2002 1st quarter;5644.0;;;0.0;800.0;;
1821;Total domestic sectors;Monetary financial institutions;Financial transactions;2002 2nd quarter;9833.0;;;0.0;-541.0;;
1822;Total domestic sectors;Monetary financial institutions;Financial transactions;2002 3rd quarter;5587.0;;;0.0;-373.0;;
1823;Total domestic sectors;Monetary financial institutions;Financial transactions;2002 4th quarter;3393.0;;;0.0;779.0;;
1824;Total domestic sectors;Monetary financial institutions;Financial transactions;2002;24457.0;;;0.0;665.0;;
1825;Total domestic sectors;Monetary financial institutions;Financial transactions;2003 1st quarter;22864.0;;;0.0;860.0;;
1826;Total domestic sectors;Monetary financial institutions;Financial transactions;2003 2nd quarter;418.0;;;0.0;-346.0;;
1827;Total domestic sectors;Monetary financial institutions;Financial transactions;2003 3rd quarter;15133.0;;;0.0;-686.0;;
1828;Total domestic sectors;Monetary financial institutions;Financial transactions;2003 4th quarter;6262.0;;;0.0;-235.0;;
1829;Total domestic sectors;Monetary financial institutions;Financial transactions;2003;44677.0;;;0.0;-407.0;;
1830;Total domestic sectors;Monetary financial institutions;Financial transactions;2004 1st quarter;-5159.0;;;0.0;1274.0;;
1831;Total domestic sectors;Monetary financial institutions;Financial transactions;2004 2nd quarter;29046.0;;;0.0;-839.0;;
1832;Total domestic sectors;Monetary financial institutions;Financial transactions;2004 3rd quarter;-3827.0;;;0.0;-1202.0;;
1833;Total domestic sectors;Monetary financial institutions;Financial transactions;2004 4th quarter;10212.0;;;0.0;-207.0;;
1834;Total domestic sectors;Monetary financial institutions;Financial transactions;2004;30272.0;;;0.0;-974.0;;
1835;Total domestic sectors;Monetary financial institutions;Financial transactions;2005 1st quarter;7201.0;;;0.0;5079.0;;
1836;Total domestic sectors;Monetary financial institutions;Financial transactions;2005 2nd quarter;28608.0;;;0.0;2138.0;;
1837;Total domestic sectors;Monetary financial institutions;Financial transactions;2005 3rd quarter;18984.0;;;0.0;-1171.0;;
1838;Total domestic sectors;Monetary financial institutions;Financial transactions;2005 4th quarter;18171.0;;;0.0;-2398.0;;
1839;Total domestic sectors;Monetary financial institutions;Financial transactions;2005;72964.0;;;0.0;3648.0;;
1840;Total domestic sectors;Monetary financial institutions;Financial transactions;2006 1st quarter;24134.0;;;0.0;3015.0;;
1841;Total domestic sectors;Monetary financial institutions;Financial transactions;2006 2nd quarter;-1959.0;;;0.0;-1581.0;;
1842;Total domestic sectors;Monetary financial institutions;Financial transactions;2006 3rd quarter;20890.0;;;0.0;-2525.0;;
1843;Total domestic sectors;Monetary financial institutions;Financial transactions;2006 4th quarter;2906.0;;;0.0;-205.0;;
1844;Total domestic sectors;Monetary financial institutions;Financial transactions;2006;45971.0;;;0.0;-1296.0;;
1845;Total domestic sectors;Monetary financial institutions;Financial transactions;2007 1st quarter;29562.0;;;0.0;-188.0;;
1846;Total domestic sectors;Monetary financial institutions;Financial transactions;2007 2nd quarter;32317.0;;;0.0;3611.0;;
1847;Total domestic sectors;Monetary financial institutions;Financial transactions;2007 3rd quarter;-12433.0;;;0.0;-3699.0;;
1848;Total domestic sectors;Monetary financial institutions;Financial transactions;2007 4th quarter;67595.0;;;0.0;1011.0;;
1849;Total domestic sectors;Monetary financial institutions;Financial transactions;2007;117041.0;;;0.0;735.0;;
1850;Total domestic sectors;Monetary financial institutions;Financial transactions;2008 1st quarter;-16555.0;;;0.0;-2774.0;;
1851;Total domestic sectors;Monetary financial institutions;Financial transactions;2008 2nd quarter;79842.0;;;0.0;-55.0;;
1852;Total domestic sectors;Monetary financial institutions;Financial transactions;2008 3rd quarter;31341.0;;;0.0;-436.0;;
1853;Total domestic sectors;Monetary financial institutions;Financial transactions;2008 4th quarter;-17072.0;;;34000.0;8574.0;;
1854;Total domestic sectors;Monetary financial institutions;Financial transactions;2008;77556.0;;;34000.0;5309.0;;
1855;Total domestic sectors;Monetary financial institutions;Financial transactions;2009 1st quarter;-30638.0;;;-4500.0;591.0;;
1856;Total domestic sectors;Monetary financial institutions;Financial transactions;2009 2nd quarter;62799.0;;;-29500.0;-992.0;;
1857;Total domestic sectors;Monetary financial institutions;Financial transactions;2009 3rd quarter;-28896.0;;;0.0;-1502.0;;
