ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
4029;Total 1 or more employed persons;433 Building completion;2014 January;60.8;13.1
4030;Total 1 or more employed persons;433 Building completion;2014 February;76.9;11.4
4031;Total 1 or more employed persons;433 Building completion;2014 March;88.0;3.2
4032;Total 1 or more employed persons;433 Building completion;2014 1st quarter;75.2;8.5
4033;Total 1 or more employed persons;433 Building completion;2014 April;90.1;5.4
4034;Total 1 or more employed persons;433 Building completion;2014 May;94.8;2.4
4035;Total 1 or more employed persons;433 Building completion;2014 June;99.6;-4.0
4036;Total 1 or more employed persons;433 Building completion;2014 2nd quarter;94.8;1.0
4037;Total 1 or more employed persons;433 Building completion;2014 July;98.2;-0.2
4038;Total 1 or more employed persons;433 Building completion;2014 August;68.0;-13.3
4039;Total 1 or more employed persons;433 Building completion;2014 September;108.5;3.6
4040;Total 1 or more employed persons;433 Building completion;2014 3rd quarter;91.5;-2.4
4041;Total 1 or more employed persons;433 Building completion;2014 October;117.2;7.6
4042;Total 1 or more employed persons;433 Building completion;2014 November;107.5;1.4
4043;Total 1 or more employed persons;433 Building completion;2014 December;120.7;7.2
4044;Total 1 or more employed persons;433 Building completion;2014 4th quarter;115.2;5.5
4045;Total 1 or more employed persons;433 Building completion;2014;94.2;2.9
4046;Total 1 or more employed persons;433 Building completion;2015 January;62.7;3.2
4047;Total 1 or more employed persons;433 Building completion;2015 February;75.8;-1.4
4048;Total 1 or more employed persons;433 Building completion;2015 March;99.9;13.6
4049;Total 1 or more employed persons;433 Building completion;2015 1st quarter;79.5;5.7
4050;Total 1 or more employed persons;433 Building completion;2015 April;97.3;8.0
4051;Total 1 or more employed persons;433 Building completion;2015 May;98.5;3.9
4052;Total 1 or more employed persons;433 Building completion;2015 June;134.2;34.7
4053;Total 1 or more employed persons;433 Building completion;2015 2nd quarter;110.0;16.0
4054;Total 1 or more employed persons;433 Building completion;2015 July;102.8;4.7
4055;Total 1 or more employed persons;433 Building completion;2015 August;70.2;3.3
4056;Total 1 or more employed persons;433 Building completion;2015 September;111.1;2.5
4057;Total 1 or more employed persons;433 Building completion;2015 3rd quarter;94.7;3.5
4058;Total 1 or more employed persons;433 Building completion;2015 October;111.7;-4.7
4059;Total 1 or more employed persons;433 Building completion;2015 November;113.5;5.5
4060;Total 1 or more employed persons;433 Building completion;2015 December;122.2;1.2
4061;Total 1 or more employed persons;433 Building completion;2015 4th quarter;115.8;0.5
4062;Total 1 or more employed persons;433 Building completion;2015;100.0;6.2
4063;Total 1 or more employed persons;433 Building completion;2016 January;67.2;7.1
4064;Total 1 or more employed persons;433 Building completion;2016 February;88.9;17.3
4065;Total 1 or more employed persons;433 Building completion;2016 March;103.8;3.8
4066;Total 1 or more employed persons;433 Building completion;2016 1st quarter;86.6;9.0
4067;Total 1 or more employed persons;433 Building completion;2016 April;105.4;8.3
4068;Total 1 or more employed persons;433 Building completion;2016 May;105.5;7.0
4069;Total 1 or more employed persons;433 Building completion;2016 June;122.8;-8.5
4070;Total 1 or more employed persons;433 Building completion;2016 2nd quarter;111.2;1.1
4071;Total 1 or more employed persons;433 Building completion;2016 July;121.3;18.0
4072;Total 1 or more employed persons;433 Building completion;2016 August;75.8;8.0
4073;Total 1 or more employed persons;433 Building completion;2016 September;123.3;10.9
4074;Total 1 or more employed persons;433 Building completion;2016 3rd quarter;106.8;12.8
4075;Total 1 or more employed persons;433 Building completion;2016 October;123.5;10.6
4076;Total 1 or more employed persons;433 Building completion;2016 November;128.9;13.6
4077;Total 1 or more employed persons;433 Building completion;2016 December;139.7;14.3
4078;Total 1 or more employed persons;433 Building completion;2016 4th quarter;130.7;12.9
4079;Total 1 or more employed persons;433 Building completion;2016;108.8;8.8
4080;Total 1 or more employed persons;433 Building completion;2017 January;69.3;3.1
4081;Total 1 or more employed persons;433 Building completion;2017 February;92.9;4.6
4082;Total 1 or more employed persons;433 Building completion;2017 March;119.5;15.2
4083;Total 1 or more employed persons;433 Building completion;2017 1st quarter;93.9;8.4
4084;Total 1 or more employed persons;433 Building completion;2017 April;109.3;3.7
4085;Total 1 or more employed persons;433 Building completion;2017 May;121.0;14.7
4086;Total 1 or more employed persons;433 Building completion;2017 June;131.9;7.5
4087;Total 1 or more employed persons;433 Building completion;2017 2nd quarter;120.7;8.6
4088;Total 1 or more employed persons;433 Building completion;2017 July;128.5;5.9
4089;Total 1 or more employed persons;433 Building completion;2017 August;84.0;10.8
4090;Total 1 or more employed persons;433 Building completion;2017 September;124.0;0.6
4091;Total 1 or more employed persons;433 Building completion;2017 3rd quarter;112.2;5.0
4092;Total 1 or more employed persons;433 Building completion;2017 October;135.6;9.7
4093;Total 1 or more employed persons;433 Building completion;2017 November;142.4;10.4
4094;Total 1 or more employed persons;433 Building completion;2017 December;143.2;2.5
4095;Total 1 or more employed persons;433 Building completion;2017 4th quarter;140.4;7.4
4096;Total 1 or more employed persons;433 Building completion;2017;116.8;7.3
4097;Total 1 or more employed persons;433 Building completion;2018 January;82.1;18.5
4098;Total 1 or more employed persons;433 Building completion;2018 February;103.3;11.2
4099;Total 1 or more employed persons;433 Building completion;2018 March;123.9;3.6
4100;Total 1 or more employed persons;433 Building completion;2018 1st quarter;103.1;9.8
4101;Total 1 or more employed persons;433 Building completion;2018 April;123.3;12.8
4102;Total 1 or more employed persons;433 Building completion;2018 May;132.7;9.7
4103;Total 1 or more employed persons;433 Building completion;2018 June;142.6;8.1
4104;Total 1 or more employed persons;433 Building completion;2018 2nd quarter;132.9;10.1
4105;Total 1 or more employed persons;433 Building completion;2018 July;137.6;7.1
4106;Total 1 or more employed persons;433 Building completion;2018 August;95.2;13.2
4107;Total 1 or more employed persons;433 Building completion;2018 September;135.5;9.3
4108;Total 1 or more employed persons;433 Building completion;2018 3rd quarter;122.7;9.4
4109;Total 1 or more employed persons;433 Building completion;2018 October;152.5;12.5
4110;Total 1 or more employed persons;433 Building completion;2018 November;150.5;5.7
4111;Total 1 or more employed persons;433 Building completion;2018 December;154.7;8.1
4112;Total 1 or more employed persons;433 Building completion;2018 4th quarter;152.6;8.7
4113;Total 1 or more employed persons;433 Building completion;2018;127.8;9.4
4114;Total 1 or more employed persons;433 Building completion;2019 January;89.1;8.5
4115;Total 1 or more employed persons;433 Building completion;2019 February;114.2;10.5
4116;Total 1 or more employed persons;433 Building completion;2019 March;131.0;5.8
4117;Total 1 or more employed persons;433 Building completion;2019 1st quarter;111.4;8.1
4118;Total 1 or more employed persons;433 Building completion;2019 April;137.7;11.7
4119;Total 1 or more employed persons;433 Building completion;2019 May;150.0;13.0
4120;Total 1 or more employed persons;433 Building completion;2019 June;141.6;-0.7
4121;Total 1 or more employed persons;433 Building completion;2019 2nd quarter;143.1;7.7
4122;Total 1 or more employed persons;433 Building completion;2019 July;150.5;9.3
4123;Total 1 or more employed persons;433 Building completion;2019 August;97.8;2.8
4124;Total 1 or more employed persons;433 Building completion;2019 September;143.5;5.9
4125;Total 1 or more employed persons;433 Building completion;2019 3rd quarter;130.6;6.4
4126;Total 1 or more employed persons;433 Building completion;2019 October;154.5;1.3
4127;Total 1 or more employed persons;433 Building completion;2019 November;154.9;2.9
4128;Total 1 or more employed persons;433 Building completion;2019 December;155.8;0.7
4129;Total 1 or more employed persons;433 Building completion;2019 4th quarter;155.1;1.6
4130;Total 1 or more employed persons;433 Building completion;2019;135.0;5.6
4131;Total 1 or more employed persons;433 Building completion;2020 January;106.1;19.1
4132;Total 1 or more employed persons;433 Building completion;2020 February;125.2;9.7
4133;Total 1 or more employed persons;433 Building completion;2020 March;150.5;14.9
4134;Total 1 or more employed persons;433 Building completion;2020 1st quarter;127.2;14.2
4135;Total 1 or more employed persons;433 Building completion;2020 April;136.4;-1.0
4136;Total 1 or more employed persons;433 Building completion;2020 May;139.1;-7.2
4137;Total 1 or more employed persons;433 Building completion;2020 June;159.2;12.4
4138;Total 1 or more employed persons;433 Building completion;2020 2nd quarter;144.9;1.3
4139;Total 1 or more employed persons;433 Building completion;2020 July;152.5;1.4
4140;Total 1 or more employed persons;433 Building completion;2020 August;106.1;8.5
4141;Total 1 or more employed persons;433 Building completion;2020 September;156.8;9.3
4142;Total 1 or more employed persons;433 Building completion;2020 3rd quarter;138.5;6.0
4143;Total 1 or more employed persons;433 Building completion;2020 October;162.4;5.1
4144;Total 1 or more employed persons;433 Building completion;2020 November;166.1;7.2
4145;Total 1 or more employed persons;433 Building completion;2020 December;167.9;7.7
4146;Total 1 or more employed persons;433 Building completion;2020 4th quarter;165.5;6.7
4147;Total 1 or more employed persons;433 Building completion;2020;144.0;6.7
4148;Total 1 or more employed persons;433 Building completion;2021 January;109.6;3.3
4149;Total 1 or more employed persons;433 Building completion;2021 February;129.0;3.1
4150;Total 1 or more employed persons;433 Building completion;2021 March;168.6;12.1
4151;Total 1 or more employed persons;433 Building completion;2021 1st quarter;135.7;6.7
4152;Total 1 or more employed persons;433 Building completion;2021 April;161.6;18.5
4153;Total 1 or more employed persons;433 Building completion;2021 May;157.0;12.9
4154;Total 1 or more employed persons;433 Building completion;2021 June;182.7;14.8
4155;Total 1 or more employed persons;433 Building completion;2021 2nd quarter;167.1;15.3
4156;Total 1 or more employed persons;433 Building completion;2021 July;174.5;14.4
4157;Total 1 or more employed persons;433 Building completion;2021  August;111.6;5.2
4158;Total 1 or more employed persons;433 Building completion;2021 September;174.4;11.2
4159;Total 1 or more employed persons;433 Building completion;2021 3rd quarter;153.5;10.9
4160;Total 1 or more employed persons;433 Building completion;2021 October;176.7;8.8
4161;Total 1 or more employed persons;433 Building completion;2021 November;189.2;13.9
4162;Total 1 or more employed persons;433 Building completion;2021 December;196.3;16.9
4163;Total 1 or more employed persons;433 Building completion;2021 4th quarter;187.4;13.3
