ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
6422;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2021;1
6423;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2022;2
6424;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2023;3
6425;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2024;2
6426;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2011;0
6427;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2012;0
6428;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2013;0
6429;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2014;0
6430;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2015;0
6431;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2016;0
6432;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2017;0
6433;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2018;0
6434;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2019;0
6435;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2020;0
6436;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2021;0
6437;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2022;0
6438;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2023;0
6439;Total male and female;5 to 9 years;St Kitts and Nevis;Saba;2024;0
6440;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2011;7
6441;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2012;7
6442;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2013;7
6443;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2014;7
6444;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2015;10
6445;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2016;6
6446;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2017;6
6447;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2018;10
6448;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2019;10
6449;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2020;10
6450;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2021;11
6451;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2022;12
6452;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2023;16
6453;Total male and female;5 to 9 years;Surinam;Caribbean Netherlands;2024;18
6454;Total male and female;5 to 9 years;Surinam;Bonaire;2011;6
6455;Total male and female;5 to 9 years;Surinam;Bonaire;2012;7
6456;Total male and female;5 to 9 years;Surinam;Bonaire;2013;7
6457;Total male and female;5 to 9 years;Surinam;Bonaire;2014;6
6458;Total male and female;5 to 9 years;Surinam;Bonaire;2015;7
6459;Total male and female;5 to 9 years;Surinam;Bonaire;2016;5
6460;Total male and female;5 to 9 years;Surinam;Bonaire;2017;4
6461;Total male and female;5 to 9 years;Surinam;Bonaire;2018;8
6462;Total male and female;5 to 9 years;Surinam;Bonaire;2019;9
6463;Total male and female;5 to 9 years;Surinam;Bonaire;2020;9
6464;Total male and female;5 to 9 years;Surinam;Bonaire;2021;8
6465;Total male and female;5 to 9 years;Surinam;Bonaire;2022;10
6466;Total male and female;5 to 9 years;Surinam;Bonaire;2023;13
6467;Total male and female;5 to 9 years;Surinam;Bonaire;2024;14
6468;Total male and female;5 to 9 years;Surinam;St. Eustatius;2011;0
6469;Total male and female;5 to 9 years;Surinam;St. Eustatius;2012;0
6470;Total male and female;5 to 9 years;Surinam;St. Eustatius;2013;0
6471;Total male and female;5 to 9 years;Surinam;St. Eustatius;2014;1
6472;Total male and female;5 to 9 years;Surinam;St. Eustatius;2015;1
6473;Total male and female;5 to 9 years;Surinam;St. Eustatius;2016;1
6474;Total male and female;5 to 9 years;Surinam;St. Eustatius;2017;2
6475;Total male and female;5 to 9 years;Surinam;St. Eustatius;2018;2
6476;Total male and female;5 to 9 years;Surinam;St. Eustatius;2019;1
6477;Total male and female;5 to 9 years;Surinam;St. Eustatius;2020;1
6478;Total male and female;5 to 9 years;Surinam;St. Eustatius;2021;1
6479;Total male and female;5 to 9 years;Surinam;St. Eustatius;2022;0
6480;Total male and female;5 to 9 years;Surinam;St. Eustatius;2023;0
6481;Total male and female;5 to 9 years;Surinam;St. Eustatius;2024;3
6482;Total male and female;5 to 9 years;Surinam;Saba;2011;1
6483;Total male and female;5 to 9 years;Surinam;Saba;2012;0
6484;Total male and female;5 to 9 years;Surinam;Saba;2013;0
6485;Total male and female;5 to 9 years;Surinam;Saba;2014;0
6486;Total male and female;5 to 9 years;Surinam;Saba;2015;2
6487;Total male and female;5 to 9 years;Surinam;Saba;2016;0
6488;Total male and female;5 to 9 years;Surinam;Saba;2017;0
6489;Total male and female;5 to 9 years;Surinam;Saba;2018;0
6490;Total male and female;5 to 9 years;Surinam;Saba;2019;0
6491;Total male and female;5 to 9 years;Surinam;Saba;2020;0
6492;Total male and female;5 to 9 years;Surinam;Saba;2021;2
6493;Total male and female;5 to 9 years;Surinam;Saba;2022;2
6494;Total male and female;5 to 9 years;Surinam;Saba;2023;3
6495;Total male and female;5 to 9 years;Surinam;Saba;2024;1
6496;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2011;202
6497;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2012;240
6498;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2013;233
6499;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2014;226
6500;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2015;224
6501;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2016;230
6502;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2017;243
6503;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2018;236
6504;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2019;222
6505;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2020;222
6506;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2021;212
6507;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2022;192
6508;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2023;193
6509;Total male and female;5 to 9 years;The Netherlands;Caribbean Netherlands;2024;182
6510;Total male and female;5 to 9 years;The Netherlands;Bonaire;2011;173
6511;Total male and female;5 to 9 years;The Netherlands;Bonaire;2012;207
6512;Total male and female;5 to 9 years;The Netherlands;Bonaire;2013;201
6513;Total male and female;5 to 9 years;The Netherlands;Bonaire;2014;194
6514;Total male and female;5 to 9 years;The Netherlands;Bonaire;2015;188
6515;Total male and female;5 to 9 years;The Netherlands;Bonaire;2016;194
6516;Total male and female;5 to 9 years;The Netherlands;Bonaire;2017;221
6517;Total male and female;5 to 9 years;The Netherlands;Bonaire;2018;213
6518;Total male and female;5 to 9 years;The Netherlands;Bonaire;2019;202
6519;Total male and female;5 to 9 years;The Netherlands;Bonaire;2020;206
6520;Total male and female;5 to 9 years;The Netherlands;Bonaire;2021;195
6521;Total male and female;5 to 9 years;The Netherlands;Bonaire;2022;175
6522;Total male and female;5 to 9 years;The Netherlands;Bonaire;2023;179
6523;Total male and female;5 to 9 years;The Netherlands;Bonaire;2024;171
6524;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2011;26
6525;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2012;30
6526;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2013;28
6527;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2014;30
6528;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2015;30
6529;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2016;26
6530;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2017;14
6531;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2018;16
6532;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2019;14
6533;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2020;13
6534;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2021;11
6535;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2022;10
6536;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2023;13
6537;Total male and female;5 to 9 years;The Netherlands;St. Eustatius;2024;9
6538;Total male and female;5 to 9 years;The Netherlands;Saba;2011;3
6539;Total male and female;5 to 9 years;The Netherlands;Saba;2012;3
6540;Total male and female;5 to 9 years;The Netherlands;Saba;2013;4
6541;Total male and female;5 to 9 years;The Netherlands;Saba;2014;2
6542;Total male and female;5 to 9 years;The Netherlands;Saba;2015;6
6543;Total male and female;5 to 9 years;The Netherlands;Saba;2016;10
6544;Total male and female;5 to 9 years;The Netherlands;Saba;2017;8
6545;Total male and female;5 to 9 years;The Netherlands;Saba;2018;7
6546;Total male and female;5 to 9 years;The Netherlands;Saba;2019;6
6547;Total male and female;5 to 9 years;The Netherlands;Saba;2020;3
6548;Total male and female;5 to 9 years;The Netherlands;Saba;2021;6
6549;Total male and female;5 to 9 years;The Netherlands;Saba;2022;7
6550;Total male and female;5 to 9 years;The Netherlands;Saba;2023;1
6551;Total male and female;5 to 9 years;The Netherlands;Saba;2024;2
6552;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2011;0
6553;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2012;0
6554;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2013;2
6555;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2014;2
6556;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2015;3
6557;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2016;2
6558;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2017;4
6559;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2018;3
6560;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2019;3
6561;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2020;2
6562;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2021;1
6563;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2022;0
6564;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2023;5
6565;Total male and female;5 to 9 years;Trinidad and Tobago;Caribbean Netherlands;2024;7
6566;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2011;0
6567;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2012;0
6568;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2013;0
6569;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2014;0
6570;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2015;1
6571;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2016;1
6572;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2017;1
6573;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2018;1
6574;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2019;1
6575;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2020;0
6576;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2021;0
6577;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2022;0
6578;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2023;3
6579;Total male and female;5 to 9 years;Trinidad and Tobago;Bonaire;2024;3
6580;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2011;0
6581;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2012;0
6582;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2013;2
6583;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2014;2
6584;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2015;2
6585;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2016;1
6586;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2017;1
6587;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2018;0
6588;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2019;0
6589;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2020;0
6590;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2021;0
6591;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2022;0
6592;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2023;2
6593;Total male and female;5 to 9 years;Trinidad and Tobago;St. Eustatius;2024;2
6594;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2011;0
6595;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2012;0
6596;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2013;0
6597;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2014;0
6598;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2015;0
6599;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2016;0
6600;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2017;2
6601;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2018;2
6602;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2019;2
6603;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2020;2
6604;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2021;1
6605;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2022;0
6606;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2023;0
6607;Total male and female;5 to 9 years;Trinidad and Tobago;Saba;2024;2
6608;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2011;13
6609;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2012;16
6610;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2013;20
6611;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2014;24
6612;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2015;20
6613;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2016;18
6614;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2017;16
6615;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2018;14
6616;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2019;12
6617;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2020;17
6618;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2021;16
6619;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2022;16
6620;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2023;14
6621;Total male and female;5 to 9 years;United States of America;Caribbean Netherlands;2024;10
6622;Total male and female;5 to 9 years;United States of America;Bonaire;2011;5
6623;Total male and female;5 to 9 years;United States of America;Bonaire;2012;9
6624;Total male and female;5 to 9 years;United States of America;Bonaire;2013;13
6625;Total male and female;5 to 9 years;United States of America;Bonaire;2014;16
6626;Total male and female;5 to 9 years;United States of America;Bonaire;2015;13
6627;Total male and female;5 to 9 years;United States of America;Bonaire;2016;13
6628;Total male and female;5 to 9 years;United States of America;Bonaire;2017;10
6629;Total male and female;5 to 9 years;United States of America;Bonaire;2018;8
6630;Total male and female;5 to 9 years;United States of America;Bonaire;2019;8
6631;Total male and female;5 to 9 years;United States of America;Bonaire;2020;12
6632;Total male and female;5 to 9 years;United States of America;Bonaire;2021;11
6633;Total male and female;5 to 9 years;United States of America;Bonaire;2022;10
6634;Total male and female;5 to 9 years;United States of America;Bonaire;2023;8
6635;Total male and female;5 to 9 years;United States of America;Bonaire;2024;7
6636;Total male and female;5 to 9 years;United States of America;St. Eustatius;2011;6
6637;Total male and female;5 to 9 years;United States of America;St. Eustatius;2012;5
6638;Total male and female;5 to 9 years;United States of America;St. Eustatius;2013;7
6639;Total male and female;5 to 9 years;United States of America;St. Eustatius;2014;7
6640;Total male and female;5 to 9 years;United States of America;St. Eustatius;2015;6
6641;Total male and female;5 to 9 years;United States of America;St. Eustatius;2016;3
6642;Total male and female;5 to 9 years;United States of America;St. Eustatius;2017;3
6643;Total male and female;5 to 9 years;United States of America;St. Eustatius;2018;1
6644;Total male and female;5 to 9 years;United States of America;St. Eustatius;2019;0
6645;Total male and female;5 to 9 years;United States of America;St. Eustatius;2020;0
6646;Total male and female;5 to 9 years;United States of America;St. Eustatius;2021;0
6647;Total male and female;5 to 9 years;United States of America;St. Eustatius;2022;0
6648;Total male and female;5 to 9 years;United States of America;St. Eustatius;2023;0
6649;Total male and female;5 to 9 years;United States of America;St. Eustatius;2024;1
6650;Total male and female;5 to 9 years;United States of America;Saba;2011;2
6651;Total male and female;5 to 9 years;United States of America;Saba;2012;2
6652;Total male and female;5 to 9 years;United States of America;Saba;2013;0
6653;Total male and female;5 to 9 years;United States of America;Saba;2014;1
6654;Total male and female;5 to 9 years;United States of America;Saba;2015;1
