ID;Population;Sex;PersonalCharacteristics;TravelMotives;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
1279;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Noord-Brabant (PV);2019;0.09;0.62;1.56;31.0;227.0;9.5
1280;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Noord-Brabant (PV);2020;0.08;0.65;1.27;28.0;239.0;7.7
1281;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Noord-Brabant (PV);2021;0.09;0.74;1.59;34.0;270.0;9.7
1282;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Noord-Brabant (PV);2022;0.09;0.74;1.7;34.0;270.0;10.3
1283;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Noord-Brabant (PV);2023;0.09;0.83;1.64;33.0;303.0;9.9
1284;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Limburg (PV);2018;0.09;0.74;1.46;31.0;270.0;8.9
1285;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Limburg (PV);2019;0.1;0.86;1.77;38.0;314.0;10.8
1286;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Limburg (PV);2020;0.08;0.71;1.51;30.0;258.0;9.2
1287;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Limburg (PV);2021;0.1;0.76;1.62;36.0;276.0;9.9
1288;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Limburg (PV);2022;0.11;0.93;1.99;39.0;340.0;12.1
1289;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Limburg (PV);2023;0.11;0.89;1.95;39.0;325.0;11.8
1290;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Extremely urbanised;2018;0.08;0.62;1.83;31.0;226.0;11.2
1291;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Extremely urbanised;2019;0.09;0.68;1.93;33.0;249.0;11.7
1292;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Extremely urbanised;2020;0.06;0.45;1.27;23.0;163.0;7.7
1293;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Extremely urbanised;2021;0.09;0.63;1.74;31.0;229.0;10.6
1294;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Extremely urbanised;2022;0.08;0.44;1.5;28.0;162.0;9.1
1295;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Extremely urbanised;2023;0.08;0.57;1.77;31.0;208.0;10.8
1296;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Strongly urbanised;2018;0.09;0.84;1.78;33.0;306.0;10.8
1297;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Strongly urbanised;2019;0.09;0.68;1.62;33.0;250.0;9.9
1298;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Strongly urbanised;2020;0.07;0.61;1.33;27.0;224.0;8.1
1299;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Strongly urbanised;2021;0.09;0.72;1.62;33.0;264.0;9.8
1300;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Strongly urbanised;2022;0.09;0.69;1.64;34.0;252.0;10.0
1301;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Strongly urbanised;2023;0.09;0.74;1.65;32.0;269.0;10.0
1302;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Moderately urbanised;2018;0.08;0.9;1.7;30.0;328.0;10.3
1303;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Moderately urbanised;2019;0.09;0.67;1.57;32.0;246.0;9.5
1304;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Moderately urbanised;2020;0.08;0.7;1.45;30.0;256.0;8.9
1305;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Moderately urbanised;2021;0.09;0.62;1.36;31.0;225.0;8.3
1306;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Moderately urbanised;2022;0.1;0.88;1.87;35.0;323.0;11.4
1307;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Moderately urbanised;2023;0.09;0.85;1.68;33.0;310.0;10.2
1308;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Hardly urbanised;2018;0.08;0.93;1.64;30.0;340.0;10.0
1309;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Hardly urbanised;2019;0.08;0.82;1.51;28.0;297.0;9.2
1310;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Hardly urbanised;2020;0.07;0.72;1.29;27.0;265.0;7.9
1311;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Hardly urbanised;2021;0.09;0.87;1.63;34.0;317.0;9.9
1312;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Hardly urbanised;2022;0.1;0.82;1.62;35.0;300.0;9.9
1313;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Hardly urbanised;2023;0.09;0.87;1.59;31.0;318.0;9.7
1314;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Not urbanised;2018;0.08;0.97;1.6;30.0;356.0;9.7
1315;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Not urbanised;2019;0.08;0.95;1.57;29.0;345.0;9.6
1316;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Not urbanised;2020;0.07;0.66;1.08;24.0;243.0;6.6
1317;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Not urbanised;2021;0.08;1.11;1.81;31.0;407.0;11.0
1318;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Not urbanised;2022;0.1;1.19;2.19;38.0;433.0;13.3
1319;Population 6 years or older;Total male and female;Total persons;Services/care;Value;Not urbanised;2023;0.09;0.81;1.58;32.0;295.0;9.6
1320;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;The Netherlands;2018;0.08;0.76;1.63;30.0;277.0;9.9
1321;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;The Netherlands;2019;0.08;0.67;1.56;30.0;243.0;9.5
1322;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;The Netherlands;2020;0.07;0.56;1.23;25.0;204.0;7.5
1323;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;The Netherlands;2021;0.08;0.69;1.55;31.0;251.0;9.4
1324;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;The Netherlands;2022;0.09;0.66;1.59;32.0;242.0;9.7
1325;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;The Netherlands;2023;0.08;0.68;1.58;30.0;250.0;9.6
1326;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Noord-Nederland (LD);2018;0.07;0.9;1.55;26.0;329.0;9.5
1327;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Noord-Nederland (LD);2019;0.06;0.5;1.14;23.0;182.0;6.9
1328;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Noord-Nederland (LD);2020;0.06;0.48;1.01;23.0;174.0;6.2
1329;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Noord-Nederland (LD);2021;0.07;0.63;1.25;27.0;231.0;7.6
1330;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Noord-Nederland (LD);2022;0.09;0.76;1.55;31.0;277.0;9.4
1331;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Noord-Nederland (LD);2023;0.07;0.58;1.27;26.0;211.0;7.7
1332;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Oost-Nederland (LD);2018;0.07;0.56;1.24;26.0;206.0;7.6
1333;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Oost-Nederland (LD);2019;0.08;0.68;1.45;28.0;247.0;8.8
1334;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Oost-Nederland (LD);2020;0.06;0.53;1.1;23.0;193.0;6.7
1335;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Oost-Nederland (LD);2021;0.07;0.62;1.28;27.0;225.0;7.8
1336;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Oost-Nederland (LD);2022;0.09;0.72;1.58;33.0;264.0;9.6
1337;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Oost-Nederland (LD);2023;0.08;0.69;1.52;31.0;252.0;9.2
1338;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;West-Nederland (LD);2018;0.08;0.7;1.72;30.0;256.0;10.5
1339;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;West-Nederland (LD);2019;0.08;0.63;1.59;29.0;229.0;9.6
1340;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;West-Nederland (LD);2020;0.06;0.48;1.21;23.0;177.0;7.4
1341;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;West-Nederland (LD);2021;0.08;0.65;1.62;31.0;239.0;9.9
1342;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;West-Nederland (LD);2022;0.08;0.51;1.43;28.0;188.0;8.7
1343;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;West-Nederland (LD);2023;0.08;0.56;1.53;28.0;206.0;9.3
1344;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Zuid-Nederland (LD);2018;0.08;0.71;1.46;29.0;260.0;8.9
1345;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Zuid-Nederland (LD);2019;0.08;0.54;1.38;30.0;198.0;8.4
1346;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Zuid-Nederland (LD);2020;0.07;0.55;1.17;26.0;201.0;7.2
1347;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Zuid-Nederland (LD);2021;0.09;0.61;1.42;31.0;223.0;8.7
1348;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Zuid-Nederland (LD);2022;0.09;0.64;1.56;32.0;234.0;9.5
1349;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Zuid-Nederland (LD);2023;0.09;0.72;1.53;32.0;263.0;9.3
1350;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Groningen (PV);2018;0.06;0.55;1.24;21.0;201.0;7.6
1351;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Groningen (PV);2019;0.06;0.45;1.15;23.0;165.0;7.0
1352;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Groningen (PV);2020;0.05;0.37;0.8;18.0;135.0;4.9
1353;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Groningen (PV);2021;0.07;0.5;1.17;24.0;183.0;7.1
1354;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Groningen (PV);2022;0.07;0.44;1.15;25.0;162.0;7.0
1355;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Groningen (PV);2023;0.07;;1.31;27.0;;8.0
1356;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Fryslân (PV);2018;0.06;0.91;1.47;23.0;333.0;9.0
1357;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Fryslân (PV);2019;0.04;0.37;0.81;15.0;133.0;4.9
1358;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Fryslân (PV);2020;0.05;;0.7;19.0;;4.3
1359;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Fryslân (PV);2021;0.06;0.41;0.91;22.0;151.0;5.6
1360;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Fryslân (PV);2022;0.08;0.65;1.43;28.0;237.0;8.7
1361;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Fryslân (PV);2023;0.05;0.39;0.88;19.0;144.0;5.3
1362;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Drenthe (PV);2018;0.07;0.64;1.2;25.0;235.0;7.3
1363;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Drenthe (PV);2019;0.06;;0.84;22.0;;5.1
1364;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Drenthe (PV);2020;0.07;0.52;1.06;25.0;191.0;6.5
1365;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Drenthe (PV);2021;0.07;0.58;1.09;24.0;213.0;6.6
1366;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Drenthe (PV);2022;0.08;0.76;1.4;30.0;279.0;8.5
1367;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Drenthe (PV);2023;0.07;0.48;1.01;24.0;175.0;6.2
1368;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Overijssel (PV);2018;0.06;0.47;1.08;24.0;170.0;6.6
1369;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Overijssel (PV);2019;0.07;0.55;1.2;24.0;201.0;7.3
1370;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Overijssel (PV);2020;0.05;0.34;0.9;20.0;126.0;5.5
1371;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Overijssel (PV);2021;0.06;0.52;1.15;23.0;191.0;7.0
1372;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Overijssel (PV);2022;0.08;0.59;1.35;28.0;216.0;8.2
1373;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Overijssel (PV);2023;0.07;0.48;1.26;26.0;176.0;7.7
1374;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Flevoland (PV);2018;0.06;0.32;0.85;20.0;115.0;5.2
1375;Population 6 years or older;Total male and female;Total persons;Services/care;Lower bound 95% confidence interval;Flevoland (PV);2019;0.04;0.3;0.65;15.0;111.0;3.9
