ID;TypeGefailleerde;RegioS;Perioden;UitgesprokenFaillissementen_1
4429;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 november;122
4430;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 december;167
4431;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 4e kwartaal;422
4432;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009;1560
4433;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 januari;117
4434;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 februari;138
4435;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 maart;168
4436;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 1e kwartaal;423
4437;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 april;125
4438;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 mei;102
4439;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 juni;157
4440;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 2e kwartaal;384
4441;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 juli;109
4442;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 augustus;128
4443;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 september;94
4444;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 3e kwartaal;331
4445;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 oktober;108
4446;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 november;152
4447;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 december;99
4448;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010 4e kwartaal;359
4449;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2010;1497
4450;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 januari;99
4451;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 februari;138
4452;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 maart;135
4453;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 1e kwartaal;372
4454;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 april;93
4455;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 mei;139
4456;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 juni;109
4457;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 2e kwartaal;341
4458;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 juli;123
4459;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 augustus;118
4460;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 september;138
4461;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 3e kwartaal;379
4462;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 oktober;102
4463;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 november;137
4464;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 december;98
4465;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011 4e kwartaal;337
4466;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2011;1429
4467;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 januari;147
4468;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 februari;116
4469;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 maart;144
4470;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 1e kwartaal;407
4471;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 april;108
4472;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 mei;137
4473;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 juni;126
4474;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 2e kwartaal;371
4475;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 juli;139
4476;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 augustus;95
4477;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 september;128
4478;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 3e kwartaal;362
4479;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 oktober;150
4480;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 november;113
4481;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 december;149
4482;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012 4e kwartaal;412
4483;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2012;1552
4484;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 januari;148
4485;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 februari;141
4486;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 maart;135
4487;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 1e kwartaal;424
4488;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 april;139
4489;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 mei;173
4490;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 juni;143
4491;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 2e kwartaal;455
4492;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 juli;180
4493;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 augustus;156
4494;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 september;136
4495;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 3e kwartaal;472
4496;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 oktober;154
4497;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 november;106
4498;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 december;147
4499;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013 4e kwartaal;407
4500;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2013;1758
4501;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 januari;119
4502;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 februari;126
4503;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 maart;121
4504;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 1e kwartaal;366
4505;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 april;174
4506;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 mei;132
4507;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 juni;104
4508;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 2e kwartaal;410
4509;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 juli;122
4510;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 augustus;95
4511;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 september;129
4512;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 3e kwartaal;346
4513;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 oktober;107
4514;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 november;115
4515;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 december;95
4516;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014 4e kwartaal;317
4517;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2014;1439
4518;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 januari;110
4519;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 februari;101
4520;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 maart;134
4521;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 1e kwartaal;345
4522;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 april;83
4523;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 mei;77
4524;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 juni;118
4525;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 2e kwartaal;278
4526;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 juli;87
4527;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 augustus;93
4528;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 september;63
4529;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 3e kwartaal;243
4530;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 oktober;81
4531;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 november;124
4532;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 december;114
4533;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015 4e kwartaal;319
4534;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2015;1185
4535;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 januari;83
4536;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 februari;104
4537;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 maart;77
4538;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 1e kwartaal;264
4539;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 april;78
4540;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 mei;80
4541;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 juni;70
4542;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 2e kwartaal;228
4543;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 juli;79
4544;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 augustus;58
4545;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 september;74
4546;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 3e kwartaal;211
4547;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 oktober;70
4548;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 november;111
4549;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 december;81
4550;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016 4e kwartaal;262
4551;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2016;965
4552;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 januari;85
4553;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 februari;74
4554;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 maart;66
4555;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 1e kwartaal;225
4556;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 april;71
4557;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 mei;65
4558;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 juni;66
4559;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 2e kwartaal;202
4560;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 juli;63
4561;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 augustus;69
4562;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 september;64
4563;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 3e kwartaal;196
4564;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 oktober;88
4565;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 november;55
4566;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 december;49
4567;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017 4e kwartaal;192
4568;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2017;815
4569;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 januari;83
4570;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 februari;60
4571;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 maart;53
4572;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 1e kwartaal;196
4573;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 april;52
4574;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 mei;64
4575;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 juni;47
4576;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 2e kwartaal;163
4577;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 juli;71
4578;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 augustus;57
4579;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 september;52
4580;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 3e kwartaal;180
4581;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 oktober;83
4582;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 november;63
4583;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 december;59
4584;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018 4e kwartaal;205
4585;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2018;744
4586;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 januari;69
4587;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 februari;43
4588;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 maart;60
4589;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 1e kwartaal;172
4590;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 april;89
4591;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 mei;58
4592;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 juni;68
4593;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 2e kwartaal;215
4594;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 juli;65
4595;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 augustus;73
4596;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 september;57
4597;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 3e kwartaal;195
4598;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 oktober;71
4599;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 november;53
4600;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 december;62
4601;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019 4e kwartaal;186
4602;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2019;768
4603;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 januari;53
4604;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 februari;65
4605;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 maart;59
4606;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 1e kwartaal;177
4607;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 april;78
4608;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 mei;62
4609;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 juni;69
4610;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 2e kwartaal;209
4611;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 juli;45
4612;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 augustus;40
4613;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 september;50
4614;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 3e kwartaal;135
4615;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 oktober;41
4616;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 november;29
4617;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 december;44
4618;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020 4e kwartaal;114
4619;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2020;635
4620;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 januari;19
4621;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 februari;28
4622;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 maart;28
4623;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 1e kwartaal;75
4624;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 april;27
4625;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 mei;29
4626;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 juni;36
4627;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 2e kwartaal;92
4628;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 juli;24
4629;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 augustus;25
4630;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 september;25
4631;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 3e kwartaal;74
4632;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 oktober;30
4633;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 november;41
4634;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 december;52
4635;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021 4e kwartaal;123
4636;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2021;364
4637;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 januari;24
4638;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 februari;32
4639;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 maart;38
4640;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 1e kwartaal;94
4641;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 april;29
4642;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 mei;48
4643;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 juni;42
4644;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 2e kwartaal;119
4645;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 juli;26
4646;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 augustus;37
4647;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 september;28
4648;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 3e kwartaal;91
4649;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 oktober;38
4650;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 november;60
4651;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 december;57
4652;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022 4e kwartaal;155
4653;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2022;459
4654;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 januari;53
4655;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 februari;46
4656;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 maart;45
4657;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 1e kwartaal;145
4658;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 april;45
4659;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 mei;64
4660;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 juni;61
4661;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 2e kwartaal;170
4662;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 juli;40
4663;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 augustus;51
4664;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 september;37
4665;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 3e kwartaal;128
4666;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 oktober;64
4667;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2023 november;60
