ID;KenmerkenVanHuishoudens;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Huishoudens_1;HuishoudensRelatief_2
703;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;115.5;45.8
704;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;117.2;45.5
705;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;121.4;45.8
706;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;108.2;40.3
707;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;107.8;39.2
708;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;105.2;38.4
709;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;102.0;36.8
710;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;99.0;35.6
711;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;97.6;35.1
712;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;92.8;33.6
713;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;85.8;31.4
714;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;89.3;32.2
715;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;56.3;25.4
716;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;58.6;25.5
717;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;60.0;25.3
718;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;55.8;22.8
719;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;53.8;21.7
720;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;54.6;21.6
721;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;55.2;22.1
722;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;54.7;21.7
723;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;53.8;21.3
724;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;53.0;20.9
725;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;51.5;20.4
726;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;48.5;19.5
727;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;47.5;19.3
728;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;15.7;7.6
729;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;19.9;9.4
730;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;22.1;10.2
731;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;21.8;9.8
732;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;21.1;9.4
733;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;20.7;9.0
734;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;19.7;8.3
735;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;20.0;8.2
736;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;19.4;7.6
737;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;19.1;7.3
738;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;17.0;6.3
739;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;14.7;5.4
740;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;12.8;4.5
741;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;3.5;1.8
742;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;4.1;2.0
743;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;4.9;2.3
744;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;5.1;2.4
745;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;5.7;2.6
746;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;5.6;2.5
747;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;5.1;2.2
748;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;5.1;2.1
749;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;5.2;2.1
750;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;5.0;2.0
751;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;4.7;1.8
752;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;4.0;1.5
753;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;3.0;1.1
754;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;14.8;7.2
755;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;17.6;8.3
756;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;19.0;8.8
757;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;19.5;8.8
758;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;11.0;4.9
759;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;10.7;4.6
760;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;9.7;4.1
761;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;9.0;3.7
762;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;8.6;3.4
763;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;9.1;3.5
764;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;8.1;3.0
765;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;7.4;2.7
766;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;7.9;2.8
767;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;3.4;1.7
768;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;4.1;2.0
769;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;4.7;2.3
770;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;5.0;2.3
771;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;3.6;1.6
772;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;2.9;1.3
773;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;2.6;1.1
774;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;2.3;1.0
775;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;2.2;0.9
776;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;2.2;0.9
777;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;2.0;0.8
778;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;1.9;0.7
779;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;1.9;0.7
780;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;21.5;10.4
781;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;25.0;11.8
782;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;26.8;12.4
783;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;27.9;12.6
784;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;17.4;7.7
785;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;17.3;7.5
786;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;16.1;6.8
787;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;14.9;6.1
788;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;14.5;5.7
789;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;15.2;5.8
790;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;13.2;4.9
791;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;12.1;4.4
792;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;12.5;4.4
793;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;7.7;3.9
794;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;9.1;4.4
795;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;10.2;4.9
796;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;10.5;4.8
797;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;7.8;3.6
798;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;7.1;3.2
799;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;6.5;2.8
800;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;5.9;2.5
801;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;5.6;2.3
802;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;5.6;2.2
803;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;5.2;2.0
804;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;4.7;1.8
805;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;4.4;1.6
806;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;29.9;14.5
807;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;34.0;16.0
808;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;36.6;16.9
809;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;38.3;17.2
810;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;24.7;11.0
811;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;25.1;10.9
812;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;23.6;10.0
813;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;22.2;9.0
814;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;21.5;8.5
815;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;22.5;8.6
816;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;20.2;7.5
817;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;18.2;6.6
818;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;18.1;6.4
819;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;13.5;6.9
820;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;15.7;7.7
821;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;17.3;8.2
822;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;17.8;8.3
823;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;13.5;6.2
824;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;12.7;5.7
825;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;11.9;5.2
826;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;10.9;4.6
827;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;10.7;4.4
828;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;10.7;4.2
829;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;10.0;3.9
830;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;8.8;3.4
831;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;8.2;3.0
832;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;126.5;3.1
833;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;145.0;3.6
834;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;158.7;3.9
835;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;150.0;3.7
836;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;146.6;3.6
837;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;132.4;3.2
838;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;128.7;3.1
839;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;135.5;3.3
840;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;126.5;3.1
841;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;120.0;2.9
842;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;110.6;2.6
843;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;92.1;2.2
844;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;91.9;2.2
845;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;34.7;0.9
846;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;38.8;1.0
847;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;42.3;1.1
848;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;43.3;1.1
849;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;48.6;1.2
850;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;47.9;1.2
851;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;45.7;1.1
852;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;45.5;1.1
853;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;46.2;1.2
854;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;46.7;1.2
855;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;45.2;1.1
856;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;35.0;0.9
857;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;29.5;0.7
858;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;94.1;2.3
859;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;103.6;2.5
860;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;106.0;2.6
861;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;103.2;2.5
862;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;103.7;2.5
863;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;100.4;2.5
864;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;97.4;2.4
865;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;95.6;2.3
866;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;92.5;2.2
867;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;94.3;2.3
868;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;89.9;2.1
869;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;86.7;2.1
870;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;90.4;2.1
871;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;16.9;0.4
872;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;19.6;0.5
873;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;21.2;0.5
874;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;23.3;0.6
875;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;26.5;0.7
876;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;27.8;0.7
877;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;28.6;0.7
878;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;29.2;0.7
879;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;30.6;0.8
880;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;32.2;0.8
881;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;31.8;0.8
882;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;31.5;0.8
883;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;31.9;0.8
884;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;153.2;3.8
885;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;158.7;3.9
886;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;160.7;3.9
887;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;157.9;3.9
888;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;158.9;3.9
889;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;154.6;3.8
890;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;150.4;3.7
891;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;147.4;3.6
892;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;142.3;3.4
893;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;142.4;3.4
894;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;136.2;3.3
895;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;131.8;3.1
896;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;135.7;3.2
897;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;52.6;1.3
898;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;57.3;1.4
899;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;60.3;1.5
900;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;61.2;1.5
901;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;63.0;1.6
902;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;64.1;1.6
903;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;64.0;1.6
904;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;64.1;1.6
905;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;65.7;1.6
906;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;67.4;1.7
907;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;65.8;1.6
908;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;63.2;1.6
909;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;62.4;1.5
910;Type: Paar, totaal;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;215.4;5.3
911;Type: Paar, totaal;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;218.5;5.4
