ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
1032;HP.2.1:Nursing care facilities;HF21: Private social insurance;2011;
1033;HP.2.1:Nursing care facilities;HF21: Private social insurance;2012;
1034;HP.2.1:Nursing care facilities;HF21: Private social insurance;2013;
1035;HP.2.1:Nursing care facilities;HF22: Private insurance;2005;40.0
1036;HP.2.1:Nursing care facilities;HF22: Private insurance;2006;0.0
1037;HP.2.1:Nursing care facilities;HF22: Private insurance;2007;0.0
1038;HP.2.1:Nursing care facilities;HF22: Private insurance;2008;0.0
1039;HP.2.1:Nursing care facilities;HF22: Private insurance;2009;0.0
1040;HP.2.1:Nursing care facilities;HF22: Private insurance;2010;0.0
1041;HP.2.1:Nursing care facilities;HF22: Private insurance;2011;0.0
1042;HP.2.1:Nursing care facilities;HF22: Private insurance;2012;0.0
1043;HP.2.1:Nursing care facilities;HF22: Private insurance;2013;0.0
1044;HP.2.1:Nursing care facilities;HF23: Out-of-pocket expenditure;2005;61.0
1045;HP.2.1:Nursing care facilities;HF23: Out-of-pocket expenditure;2006;79.0
1046;HP.2.1:Nursing care facilities;HF23: Out-of-pocket expenditure;2007;94.0
1047;HP.2.1:Nursing care facilities;HF23: Out-of-pocket expenditure;2008;88.0
1048;HP.2.1:Nursing care facilities;HF23: Out-of-pocket expenditure;2009;33.0
1049;HP.2.1:Nursing care facilities;HF23: Out-of-pocket expenditure;2010;30.0
1050;HP.2.1:Nursing care facilities;HF23: Out-of-pocket expenditure;2011;27.0
1051;HP.2.1:Nursing care facilities;HF23: Out-of-pocket expenditure;2012;21.0
1052;HP.2.1:Nursing care facilities;HF23: Out-of-pocket expenditure;2013;18.0
1053;HP.2.1:Nursing care facilities;HF24: Non-profit institutions;2005;0.0
1054;HP.2.1:Nursing care facilities;HF24: Non-profit institutions;2006;0.0
1055;HP.2.1:Nursing care facilities;HF24: Non-profit institutions;2007;0.0
1056;HP.2.1:Nursing care facilities;HF24: Non-profit institutions;2008;0.0
1057;HP.2.1:Nursing care facilities;HF24: Non-profit institutions;2009;0.0
1058;HP.2.1:Nursing care facilities;HF24: Non-profit institutions;2010;0.0
1059;HP.2.1:Nursing care facilities;HF24: Non-profit institutions;2011;0.0
1060;HP.2.1:Nursing care facilities;HF24: Non-profit institutions;2012;0.0
1061;HP.2.1:Nursing care facilities;HF24: Non-profit institutions;2013;0.0
1062;HP.2.1:Nursing care facilities;HF25: Enterprises;2005;0.0
1063;HP.2.1:Nursing care facilities;HF25: Enterprises;2006;0.0
1064;HP.2.1:Nursing care facilities;HF25: Enterprises;2007;0.0
1065;HP.2.1:Nursing care facilities;HF25: Enterprises;2008;0.0
1066;HP.2.1:Nursing care facilities;HF25: Enterprises;2009;0.0
1067;HP.2.1:Nursing care facilities;HF25: Enterprises;2010;0.0
1068;HP.2.1:Nursing care facilities;HF25: Enterprises;2011;0.0
1069;HP.2.1:Nursing care facilities;HF25: Enterprises;2012;0.0
1070;HP.2.1:Nursing care facilities;HF25: Enterprises;2013;0.0
1071;HP.2.1:Nursing care facilities;"Rest of the world; exports";2005;24.0
1072;HP.2.1:Nursing care facilities;"Rest of the world; exports";2006;12.0
1073;HP.2.1:Nursing care facilities;"Rest of the world; exports";2007;5.0
1074;HP.2.1:Nursing care facilities;"Rest of the world; exports";2008;5.0
1075;HP.2.1:Nursing care facilities;"Rest of the world; exports";2009;5.0
1076;HP.2.1:Nursing care facilities;"Rest of the world; exports";2010;5.0
1077;HP.2.1:Nursing care facilities;"Rest of the world; exports";2011;5.0
1078;HP.2.1:Nursing care facilities;"Rest of the world; exports";2012;5.0
1079;HP.2.1:Nursing care facilities;"Rest of the world; exports";2013;5.0
1080;HP22-29: Other long-term care facilities;Total financing of health & social care;2005;2692.0
1081;HP22-29: Other long-term care facilities;Total financing of health & social care;2006;2807.0
1082;HP22-29: Other long-term care facilities;Total financing of health & social care;2007;3035.0
1083;HP22-29: Other long-term care facilities;Total financing of health & social care;2008;3279.0
1084;HP22-29: Other long-term care facilities;Total financing of health & social care;2009;3587.0
1085;HP22-29: Other long-term care facilities;Total financing of health & social care;2010;3737.0
1086;HP22-29: Other long-term care facilities;Total financing of health & social care;2011;3858.0
1087;HP22-29: Other long-term care facilities;Total financing of health & social care;2012;4374.0
1088;HP22-29: Other long-term care facilities;Total financing of health & social care;2013;4425.0
1089;HP22-29: Other long-term care facilities;Total financing of residents;2005;2692.0
1090;HP22-29: Other long-term care facilities;Total financing of residents;2006;2807.0
1091;HP22-29: Other long-term care facilities;Total financing of residents;2007;3035.0
1092;HP22-29: Other long-term care facilities;Total financing of residents;2008;3279.0
1093;HP22-29: Other long-term care facilities;Total financing of residents;2009;3587.0
1094;HP22-29: Other long-term care facilities;Total financing of residents;2010;3737.0
1095;HP22-29: Other long-term care facilities;Total financing of residents;2011;3858.0
1096;HP22-29: Other long-term care facilities;Total financing of residents;2012;4374.0
1097;HP22-29: Other long-term care facilities;Total financing of residents;2013;4425.0
1098;HP22-29: Other long-term care facilities;HF1: General government;2005;2692.0
1099;HP22-29: Other long-term care facilities;HF1: General government;2006;2807.0
1100;HP22-29: Other long-term care facilities;HF1: General government;2007;3035.0
1101;HP22-29: Other long-term care facilities;HF1: General government;2008;3279.0
1102;HP22-29: Other long-term care facilities;HF1: General government;2009;3587.0
1103;HP22-29: Other long-term care facilities;HF1: General government;2010;3737.0
1104;HP22-29: Other long-term care facilities;HF1: General government;2011;3858.0
1105;HP22-29: Other long-term care facilities;HF1: General government;2012;4374.0
1106;HP22-29: Other long-term care facilities;HF1: General government;2013;4425.0
1107;HP22-29: Other long-term care facilities;HF11: Government excl. social security;2005;0.0
1108;HP22-29: Other long-term care facilities;HF11: Government excl. social security;2006;0.0
1109;HP22-29: Other long-term care facilities;HF11: Government excl. social security;2007;0.0
1110;HP22-29: Other long-term care facilities;HF11: Government excl. social security;2008;0.0
1111;HP22-29: Other long-term care facilities;HF11: Government excl. social security;2009;0.0
1112;HP22-29: Other long-term care facilities;HF11: Government excl. social security;2010;0.0
1113;HP22-29: Other long-term care facilities;HF11: Government excl. social security;2011;0.0
1114;HP22-29: Other long-term care facilities;HF11: Government excl. social security;2012;0.0
1115;HP22-29: Other long-term care facilities;HF11: Government excl. social security;2013;0.0
1116;HP22-29: Other long-term care facilities;HF12: Social security funds;2005;2692.0
1117;HP22-29: Other long-term care facilities;HF12: Social security funds;2006;2807.0
1118;HP22-29: Other long-term care facilities;HF12: Social security funds;2007;3035.0
1119;HP22-29: Other long-term care facilities;HF12: Social security funds;2008;3279.0
1120;HP22-29: Other long-term care facilities;HF12: Social security funds;2009;3587.0
1121;HP22-29: Other long-term care facilities;HF12: Social security funds;2010;3737.0
1122;HP22-29: Other long-term care facilities;HF12: Social security funds;2011;3858.0
1123;HP22-29: Other long-term care facilities;HF12: Social security funds;2012;4374.0
1124;HP22-29: Other long-term care facilities;HF12: Social security funds;2013;4425.0
1125;HP22-29: Other long-term care facilities;HF121a: Exceptional Medical Expenses Act;2005;2692.0
1126;HP22-29: Other long-term care facilities;HF121a: Exceptional Medical Expenses Act;2006;2807.0
1127;HP22-29: Other long-term care facilities;HF121a: Exceptional Medical Expenses Act;2007;3030.0
1128;HP22-29: Other long-term care facilities;HF121a: Exceptional Medical Expenses Act;2008;3272.0
1129;HP22-29: Other long-term care facilities;HF121a: Exceptional Medical Expenses Act;2009;3580.0
1130;HP22-29: Other long-term care facilities;HF121a: Exceptional Medical Expenses Act;2010;3731.0
1131;HP22-29: Other long-term care facilities;HF121a: Exceptional Medical Expenses Act;2011;3845.0
1132;HP22-29: Other long-term care facilities;HF121a: Exceptional Medical Expenses Act;2012;4366.0
1133;HP22-29: Other long-term care facilities;HF121a: Exceptional Medical Expenses Act;2013;4417.0
1134;HP22-29: Other long-term care facilities;HF121b: Health Insurance Fund;2005;0.0
1135;HP22-29: Other long-term care facilities;HF121b: Health Insurance Fund;2006;
1136;HP22-29: Other long-term care facilities;HF121b: Health Insurance Fund;2007;
1137;HP22-29: Other long-term care facilities;HF121b: Health Insurance Fund;2008;
1138;HP22-29: Other long-term care facilities;HF121b: Health Insurance Fund;2009;
1139;HP22-29: Other long-term care facilities;HF121b: Health Insurance Fund;2010;
1140;HP22-29: Other long-term care facilities;HF121b: Health Insurance Fund;2011;
1141;HP22-29: Other long-term care facilities;HF121b: Health Insurance Fund;2012;
1142;HP22-29: Other long-term care facilities;HF121b: Health Insurance Fund;2013;
1143;HP22-29: Other long-term care facilities;HF122: Health care insurance act;2005;
1144;HP22-29: Other long-term care facilities;HF122: Health care insurance act;2006;0.0
1145;HP22-29: Other long-term care facilities;HF122: Health care insurance act;2007;5.0
1146;HP22-29: Other long-term care facilities;HF122: Health care insurance act;2008;7.0
1147;HP22-29: Other long-term care facilities;HF122: Health care insurance act;2009;7.0
1148;HP22-29: Other long-term care facilities;HF122: Health care insurance act;2010;6.0
1149;HP22-29: Other long-term care facilities;HF122: Health care insurance act;2011;13.0
1150;HP22-29: Other long-term care facilities;HF122: Health care insurance act;2012;8.0
1151;HP22-29: Other long-term care facilities;HF122: Health care insurance act;2013;8.0
1152;HP22-29: Other long-term care facilities;HF2: Private sector;2005;0.0
1153;HP22-29: Other long-term care facilities;HF2: Private sector;2006;0.0
1154;HP22-29: Other long-term care facilities;HF2: Private sector;2007;0.0
1155;HP22-29: Other long-term care facilities;HF2: Private sector;2008;0.0
1156;HP22-29: Other long-term care facilities;HF2: Private sector;2009;0.0
1157;HP22-29: Other long-term care facilities;HF2: Private sector;2010;0.0
1158;HP22-29: Other long-term care facilities;HF2: Private sector;2011;0.0
1159;HP22-29: Other long-term care facilities;HF2: Private sector;2012;0.0
1160;HP22-29: Other long-term care facilities;HF2: Private sector;2013;0.0
1161;HP22-29: Other long-term care facilities;HF21: Private social insurance;2005;0.0
1162;HP22-29: Other long-term care facilities;HF21: Private social insurance;2006;
1163;HP22-29: Other long-term care facilities;HF21: Private social insurance;2007;
1164;HP22-29: Other long-term care facilities;HF21: Private social insurance;2008;
1165;HP22-29: Other long-term care facilities;HF21: Private social insurance;2009;
1166;HP22-29: Other long-term care facilities;HF21: Private social insurance;2010;
1167;HP22-29: Other long-term care facilities;HF21: Private social insurance;2011;
1168;HP22-29: Other long-term care facilities;HF21: Private social insurance;2012;
1169;HP22-29: Other long-term care facilities;HF21: Private social insurance;2013;
1170;HP22-29: Other long-term care facilities;HF22: Private insurance;2005;0.0
1171;HP22-29: Other long-term care facilities;HF22: Private insurance;2006;0.0
1172;HP22-29: Other long-term care facilities;HF22: Private insurance;2007;0.0
1173;HP22-29: Other long-term care facilities;HF22: Private insurance;2008;0.0
1174;HP22-29: Other long-term care facilities;HF22: Private insurance;2009;0.0
1175;HP22-29: Other long-term care facilities;HF22: Private insurance;2010;0.0
1176;HP22-29: Other long-term care facilities;HF22: Private insurance;2011;0.0
1177;HP22-29: Other long-term care facilities;HF22: Private insurance;2012;0.0
1178;HP22-29: Other long-term care facilities;HF22: Private insurance;2013;0.0
1179;HP22-29: Other long-term care facilities;HF23: Out-of-pocket expenditure;2005;0.0
1180;HP22-29: Other long-term care facilities;HF23: Out-of-pocket expenditure;2006;0.0
1181;HP22-29: Other long-term care facilities;HF23: Out-of-pocket expenditure;2007;0.0
1182;HP22-29: Other long-term care facilities;HF23: Out-of-pocket expenditure;2008;0.0
1183;HP22-29: Other long-term care facilities;HF23: Out-of-pocket expenditure;2009;0.0
1184;HP22-29: Other long-term care facilities;HF23: Out-of-pocket expenditure;2010;0.0
1185;HP22-29: Other long-term care facilities;HF23: Out-of-pocket expenditure;2011;0.0
1186;HP22-29: Other long-term care facilities;HF23: Out-of-pocket expenditure;2012;0.0
1187;HP22-29: Other long-term care facilities;HF23: Out-of-pocket expenditure;2013;0.0
1188;HP22-29: Other long-term care facilities;HF24: Non-profit institutions;2005;0.0
1189;HP22-29: Other long-term care facilities;HF24: Non-profit institutions;2006;0.0
1190;HP22-29: Other long-term care facilities;HF24: Non-profit institutions;2007;0.0
1191;HP22-29: Other long-term care facilities;HF24: Non-profit institutions;2008;0.0
1192;HP22-29: Other long-term care facilities;HF24: Non-profit institutions;2009;0.0
1193;HP22-29: Other long-term care facilities;HF24: Non-profit institutions;2010;0.0
1194;HP22-29: Other long-term care facilities;HF24: Non-profit institutions;2011;0.0
1195;HP22-29: Other long-term care facilities;HF24: Non-profit institutions;2012;0.0
1196;HP22-29: Other long-term care facilities;HF24: Non-profit institutions;2013;0.0
1197;HP22-29: Other long-term care facilities;HF25: Enterprises;2005;0.0
1198;HP22-29: Other long-term care facilities;HF25: Enterprises;2006;0.0
1199;HP22-29: Other long-term care facilities;HF25: Enterprises;2007;0.0
1200;HP22-29: Other long-term care facilities;HF25: Enterprises;2008;0.0
1201;HP22-29: Other long-term care facilities;HF25: Enterprises;2009;0.0
1202;HP22-29: Other long-term care facilities;HF25: Enterprises;2010;0.0
1203;HP22-29: Other long-term care facilities;HF25: Enterprises;2011;0.0
1204;HP22-29: Other long-term care facilities;HF25: Enterprises;2012;0.0
1205;HP22-29: Other long-term care facilities;HF25: Enterprises;2013;0.0
1206;HP22-29: Other long-term care facilities;"Rest of the world; exports";2005;0.0
