ID;ProvinciaalGefinancierdeZorg;ZvwGefinancierdeGGZ;IndicatieAWBZGefinancierdeZorg;RegioS;Perioden;JongerenInJeugdzorg_1
2362;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem (SG);2013;1485.0
2363;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem (SG);2014;1435.0
2364;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen (SG);2011;1365.0
2365;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen (SG);2012;1355.0
2366;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen (SG);2013;1310.0
2367;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen (SG);2014;1270.0
2368;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amersfoort (SG);2011;1375.0
2369;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amersfoort (SG);2012;1375.0
2370;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amersfoort (SG);2013;1300.0
2371;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amersfoort (SG);2014;1190.0
2372;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (SG);2011;2340.0
2373;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (SG);2012;2255.0
2374;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (SG);2013;2140.0
2375;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (SG);2014;1965.0
2376;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amsterdam (SG);2011;6365.0
2377;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amsterdam (SG);2012;6030.0
2378;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amsterdam (SG);2013;5810.0
2379;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amsterdam (SG);2014;5505.0
2380;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Haarlem (SG);2011;1280.0
2381;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Haarlem (SG);2012;1200.0
2382;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Haarlem (SG);2013;1170.0
2383;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Haarlem (SG);2014;1125.0
2384;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden (SG);2011;1300.0
2385;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden (SG);2012;1185.0
2386;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden (SG);2013;1070.0
2387;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden (SG);2014;1055.0
2388;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Gravenhage (SG);2011;3210.0
2389;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Gravenhage (SG);2012;3010.0
2390;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Gravenhage (SG);2013;2755.0
2391;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Gravenhage (SG);2014;2705.0
2392;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Rotterdam (SG);2011;4135.0
2393;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Rotterdam (SG);2012;3740.0
2394;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Rotterdam (SG);2013;3305.0
2395;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Rotterdam (SG);2014;3135.0
2396;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Dordrecht (SG);2011;1420.0
2397;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Dordrecht (SG);2012;1365.0
2398;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Dordrecht (SG);2013;1265.0
2399;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Dordrecht (SG);2014;1175.0
2400;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Breda (SG);2011;1350.0
2401;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Breda (SG);2012;1235.0
2402;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Breda (SG);2013;1165.0
2403;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Breda (SG);2014;1120.0
2404;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Tilburg (SG);2011;1785.0
2405;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Tilburg (SG);2012;1785.0
2406;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Tilburg (SG);2013;1730.0
2407;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Tilburg (SG);2014;1680.0
2408;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch (SG);2011;1130.0
2409;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch (SG);2012;1010.0
2410;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch (SG);2013;890.0
2411;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch (SG);2014;805.0
2412;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Eindhoven (SG);2011;2250.0
2413;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Eindhoven (SG);2012;2010.0
2414;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Eindhoven (SG);2013;1850.0
2415;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Eindhoven (SG);2014;1745.0
2416;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geleen/Sittard (SG);2011;1035.0
2417;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geleen/Sittard (SG);2012;985.0
2418;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geleen/Sittard (SG);2013;925.0
2419;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geleen/Sittard (SG);2014;870.0
2420;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen (SG);2011;1480.0
2421;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen (SG);2012;1415.0
2422;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen (SG);2013;1390.0
2423;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen (SG);2014;1335.0
2424;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht (SG);2011;1200.0
2425;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht (SG);2012;1090.0
2426;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht (SG);2013;1020.0
2427;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht (SG);2014;925.0
2428;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geen grootstedelijke agglomeratie (GA);2011;57000.0
2429;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geen grootstedelijke agglomeratie (GA);2012;54355.0
2430;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geen grootstedelijke agglomeratie (GA);2013;51150.0
2431;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geen grootstedelijke agglomeratie (GA);2014;48445.0
2432;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groningen (GA);2011;1215.0
2433;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groningen (GA);2012;1150.0
2434;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groningen (GA);2013;1050.0
2435;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groningen (GA);2014;1005.0
2436;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden (GA);2011;640.0
2437;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden (GA);2012;630.0
2438;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden (GA);2013;595.0
2439;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden (GA);2014;615.0
2440;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zwolle (GA);2011;885.0
2441;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zwolle (GA);2012;835.0
2442;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zwolle (GA);2013;790.0
2443;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zwolle (GA);2014;765.0
2444;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Enschede (GA);2011;770.0
2445;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Enschede (GA);2012;795.0
2446;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Enschede (GA);2013;765.0
2447;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Enschede (GA);2014;710.0
2448;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Apeldoorn (GA);2011;810.0
2449;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Apeldoorn (GA);2012;795.0
2450;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Apeldoorn (GA);2013;750.0
2451;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Apeldoorn (GA);2014;720.0
2452;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem (GA);2011;645.0
2453;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem (GA);2012;630.0
2454;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem (GA);2013;615.0
2455;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem (GA);2014;575.0
2456;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen (GA);2011;790.0
2457;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen (GA);2012;800.0
2458;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen (GA);2013;785.0
2459;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Nijmegen (GA);2014;780.0
2460;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amersfoort (GA);2011;845.0
2461;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amersfoort (GA);2012;855.0
2462;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amersfoort (GA);2013;805.0
2463;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amersfoort (GA);2014;745.0
2464;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (GA);2011;1645.0
2465;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (GA);2012;1580.0
2466;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (GA);2013;1530.0
2467;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (GA);2014;1410.0
2468;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amsterdam (GA);2011;3810.0
2469;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amsterdam (GA);2012;3595.0
2470;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amsterdam (GA);2013;3465.0
2471;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amsterdam (GA);2014;3325.0
2472;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Haarlem (GA);2011;575.0
2473;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Haarlem (GA);2012;535.0
2474;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Haarlem (GA);2013;525.0
2475;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Haarlem (GA);2014;525.0
2476;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden (GA);2011;960.0
2477;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden (GA);2012;870.0
2478;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden (GA);2013;790.0
2479;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leiden (GA);2014;785.0
2480;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Gravenhage (GA);2011;1765.0
2481;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Gravenhage (GA);2012;1665.0
2482;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Gravenhage (GA);2013;1560.0
2483;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Gravenhage (GA);2014;1545.0
2484;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Rotterdam (GA);2011;3560.0
2485;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Rotterdam (GA);2012;3225.0
2486;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Rotterdam (GA);2013;2840.0
2487;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Rotterdam (GA);2014;2725.0
2488;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Dordrecht (GA);2011;1170.0
2489;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Dordrecht (GA);2012;1105.0
2490;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Dordrecht (GA);2013;1020.0
2491;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Dordrecht (GA);2014;945.0
2492;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Breda (GA);2011;695.0
2493;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Breda (GA);2012;630.0
2494;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Breda (GA);2013;585.0
2495;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Breda (GA);2014;565.0
2496;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Tilburg (GA);2011;1405.0
2497;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Tilburg (GA);2012;1410.0
2498;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Tilburg (GA);2013;1360.0
2499;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Tilburg (GA);2014;1325.0
2500;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch (GA);2011;975.0
2501;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch (GA);2012;870.0
2502;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch (GA);2013;765.0
2503;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;'s-Hertogenbosch (GA);2014;695.0
2504;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Eindhoven (GA);2011;1820.0
2505;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Eindhoven (GA);2012;1640.0
2506;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Eindhoven (GA);2013;1520.0
2507;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Eindhoven (GA);2014;1445.0
2508;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geleen/Sittard (GA);2011;955.0
2509;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geleen/Sittard (GA);2012;915.0
2510;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geleen/Sittard (GA);2013;855.0
2511;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geleen/Sittard (GA);2014;805.0
2512;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen (GA);2011;1250.0
2513;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen (GA);2012;1175.0
2514;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen (GA);2013;1155.0
2515;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Heerlen (GA);2014;1105.0
2516;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht (GA);2011;830.0
2517;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht (GA);2012;760.0
2518;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht (GA);2013;715.0
2519;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Maastricht (GA);2014;640.0
2520;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aa en Hunze;2011;140.0
2521;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aa en Hunze;2012;140.0
2522;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aa en Hunze;2013;130.0
2523;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aa en Hunze;2014;110.0
2524;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalburg;2011;75.0
2525;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalburg;2012;55.0
2526;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalburg;2013;50.0
2527;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalburg;2014;50.0
2528;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalsmeer;2011;100.0
2529;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalsmeer;2012;100.0
2530;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalsmeer;2013;95.0
2531;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalsmeer;2014;95.0
2532;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalten;2011;175.0
2533;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalten;2012;165.0
2534;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalten;2013;155.0
2535;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Aalten;2014;160.0
2536;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Achtkarspelen;2011;210.0
2537;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Achtkarspelen;2012;200.0
2538;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Achtkarspelen;2013;190.0
2539;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Achtkarspelen;2014;185.0
2540;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alblasserdam;2011;115.0
2541;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alblasserdam;2012;125.0
2542;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alblasserdam;2013;120.0
2543;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alblasserdam;2014;110.0
2544;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Albrandswaard;2011;80.0
2545;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Albrandswaard;2012;75.0
2546;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Albrandswaard;2013;70.0
2547;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Albrandswaard;2014;60.0
2548;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alkmaar;2011;380.0
2549;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alkmaar;2012;355.0
2550;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alkmaar;2013;350.0
2551;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alkmaar;2014;335.0
2552;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Almelo;2011;445.0
2553;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Almelo;2012;435.0
2554;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Almelo;2013;395.0
2555;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Almelo;2014;370.0
2556;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Almere;2011;1605.0
2557;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Almere;2012;1525.0
2558;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Almere;2013;1450.0
2559;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Almere;2014;1310.0
2560;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alphen aan den Rijn;2011;370.0
2561;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alphen aan den Rijn;2012;330.0
2562;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alphen aan den Rijn;2013;295.0
2563;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alphen aan den Rijn;2014;385.0
2564;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alphen-Chaam;2011;30.0
2565;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alphen-Chaam;2012;30.0
2566;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alphen-Chaam;2013;30.0
2567;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alphen-Chaam;2014;35.0
2568;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Ameland;2011;15.0
2569;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Ameland;2012;15.0
2570;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Ameland;2013;20.0
2571;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Ameland;2014;15.0
2572;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amersfoort;2011;730.0
2573;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Amersfoort;2012;725.0
