ID;EarningGroups;CharacteristicsEmployee;CaribbeanNetherlands;Periods;JobsOfEmployees_1;AverageAnnualWage_2
5642;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Caribbean Netherlands;2013;;
5643;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Caribbean Netherlands;2014;;
5644;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Caribbean Netherlands;2015;;
5645;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Caribbean Netherlands;2016;;
5646;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Caribbean Netherlands;2017;;
5647;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Caribbean Netherlands;2018;;
5648;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Caribbean Netherlands;2019;;
5649;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Caribbean Netherlands;2020;;
5650;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Caribbean Netherlands;2021;;
5651;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Caribbean Netherlands;2022;;
5652;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2011;;
5653;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2012;;
5654;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2013;;
5655;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2014;;
5656;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2015;;
5657;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2016;;
5658;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2017;;
5659;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2018;;
5660;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2019;;
5661;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2020;;
5662;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2021;;
5663;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Bonaire;2022;;
5664;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2011;;
5665;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2012;;
5666;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2013;;
5667;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2014;;
5668;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2015;;
5669;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2016;;
5670;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2017;;
5671;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2018;;
5672;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2019;;
5673;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2020;;
5674;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2021;;
5675;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;St. Eustatius;2022;;
5676;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2011;;
5677;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2012;;
5678;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2013;;
5679;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2014;;
5680;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2015;;
5681;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2016;;
5682;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2017;;
5683;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2018;;
5684;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2019;;
5685;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2020;;
5686;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2021;;
5687;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Saba;2022;;
5688;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2011;;
5689;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2012;;
5690;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2013;;
5691;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2014;;
5692;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2015;;
5693;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2016;;
5694;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2017;;
5695;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2018;;
5696;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2019;;
5697;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2020;;
5698;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2021;;
5699;Gross annual wage: 30,000 to 39,999 d...;Age: younger than 15 years;Unclassificable;2022;;
5700;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2011;40.0;34760.0
5701;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2012;50.0;34110.0
5702;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2013;50.0;33940.0
5703;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2014;60.0;34480.0
5704;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2015;50.0;34240.0
5705;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2016;60.0;34160.0
5706;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2017;60.0;34630.0
5707;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2018;60.0;34070.0
5708;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2019;70.0;33810.0
5709;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2020;60.0;34130.0
5710;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2021;70.0;34610.0
5711;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Caribbean Netherlands;2022;80.0;34250.0
5712;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2011;30.0;34510.0
5713;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2012;30.0;33940.0
5714;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2013;30.0;33640.0
5715;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2014;40.0;34500.0
5716;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2015;40.0;33840.0
5717;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2016;40.0;34060.0
5718;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2017;50.0;34410.0
5719;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2018;50.0;33780.0
5720;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2019;60.0;33930.0
5721;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2020;50.0;34380.0
5722;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2021;60.0;34650.0
5723;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Bonaire;2022;70.0;34300.0
5724;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2011;10.0;34160.0
5725;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2012;10.0;34890.0
5726;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2013;10.0;35140.0
5727;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2014;10.0;34750.0
5728;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2015;10.0;36060.0
5729;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2016;10.0;34210.0
5730;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2017;10.0;35230.0
5731;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2018;10.0;36290.0
5732;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2019;10.0;34540.0
5733;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2020;;
5734;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2021;;
5735;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;St. Eustatius;2022;;
5736;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2011;;
5737;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2012;;
5738;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2013;;
5739;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2014;;
5740;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2015;;
5741;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2016;;
5742;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2017;10.0;35290.0
5743;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2018;10.0;33980.0
5744;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2019;10.0;31720.0
5745;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2020;;
5746;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2021;;
5747;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Saba;2022;;
5748;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2011;;
5749;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2012;;
5750;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2013;;
5751;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2014;;
5752;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2015;;
5753;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2016;;
5754;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2017;;
5755;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2018;;
5756;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2019;;
5757;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2020;;
5758;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2021;;
5759;Gross annual wage: 30,000 to 39,999 d...;Age: 15 to 24 years;Unclassificable;2022;;
5760;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2011;180.0;34320.0
5761;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2012;240.0;34050.0
5762;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2013;290.0;34170.0
5763;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2014;330.0;34580.0
5764;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2015;330.0;34570.0
5765;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2016;360.0;34600.0
5766;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2017;380.0;34480.0
5767;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2018;420.0;34300.0
5768;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2019;440.0;34640.0
5769;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2020;430.0;34510.0
5770;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2021;480.0;34290.0
5771;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Caribbean Netherlands;2022;500.0;34650.0
5772;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2011;140.0;34170.0
5773;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2012;180.0;34060.0
5774;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2013;220.0;34010.0
5775;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2014;260.0;34550.0
5776;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2015;250.0;34450.0
5777;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2016;290.0;34360.0
5778;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2017;300.0;34310.0
5779;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2018;350.0;34210.0
5780;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2019;390.0;34600.0
5781;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2020;380.0;34490.0
5782;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2021;420.0;34320.0
5783;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Bonaire;2022;420.0;34660.0
5784;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2011;20.0;35030.0
5785;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2012;40.0;34290.0
5786;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2013;50.0;35270.0
5787;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2014;50.0;35140.0
5788;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2015;50.0;35560.0
5789;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2016;50.0;35790.0
5790;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2017;50.0;35360.0
5791;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2018;40.0;34730.0
5792;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2019;30.0;34910.0
5793;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2020;30.0;34510.0
5794;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2021;30.0;33810.0
5795;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;St. Eustatius;2022;40.0;34620.0
5796;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2011;10.0;34230.0
5797;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2012;20.0;33630.0
5798;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2013;20.0;33160.0
5799;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2014;20.0;33530.0
5800;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2015;30.0;33870.0
5801;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2016;20.0;35090.0
5802;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2017;20.0;34760.0
5803;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2018;20.0;34960.0
5804;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2019;30.0;34850.0
5805;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2020;30.0;34860.0
5806;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2021;30.0;34470.0
5807;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Saba;2022;40.0;34500.0
5808;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2011;;
5809;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2012;;
5810;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2013;;
5811;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2014;;
5812;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2015;;
5813;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2016;;
5814;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2017;;
5815;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2018;;
5816;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2019;;
5817;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2020;;
5818;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2021;;
5819;Gross annual wage: 30,000 to 39,999 d...;Age: 25 to 34 years;Unclassificable;2022;;
5820;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2011;280.0;34480.0
5821;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2012;310.0;34620.0
5822;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2013;330.0;34810.0
5823;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2014;320.0;34890.0
5824;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2015;330.0;34920.0
5825;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2016;320.0;34640.0
5826;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2017;340.0;34730.0
5827;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2018;350.0;34550.0
5828;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2019;370.0;34500.0
5829;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2020;360.0;34760.0
5830;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2021;420.0;34670.0
5831;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Caribbean Netherlands;2022;430.0;34850.0
5832;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2011;240.0;34310.0
5833;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2012;240.0;34490.0
5834;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2013;260.0;34730.0
5835;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2014;240.0;34830.0
5836;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2015;250.0;34940.0
5837;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2016;240.0;34570.0
5838;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2017;260.0;34580.0
5839;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2018;270.0;34530.0
5840;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2019;310.0;34330.0
5841;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2020;300.0;34720.0
5842;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2021;340.0;34590.0
5843;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;Bonaire;2022;350.0;34850.0
5844;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2011;30.0;35900.0
5845;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2012;50.0;34950.0
5846;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2013;50.0;35450.0
5847;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2014;50.0;35660.0
5848;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2015;50.0;35360.0
5849;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2016;50.0;34960.0
5850;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2017;50.0;35150.0
5851;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2018;50.0;35050.0
5852;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2019;40.0;35110.0
5853;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2020;40.0;35000.0
5854;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2021;50.0;35060.0
5855;Gross annual wage: 30,000 to 39,999 d...;Age: 35 to 44 years;St. Eustatius;2022;50.0;35010.0
