ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
2660;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2006 1st quarter;;;;;;;;
2661;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2006 2nd quarter;;;;;;;;
2662;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2006 3rd quarter;;;;;;;;
2663;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2006 4th quarter;;;;;;;;
2664;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2006;;;;;;;;
2665;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2007 1st quarter;;;;;;;;
2666;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2007 2nd quarter;;;;;;;;
2667;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2007 3rd quarter;;;;;;;;
2668;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2007 4th quarter;;;;;;;;
2669;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2007;;;;;;;;
2670;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2008 1st quarter;;;;;;;;
2671;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2008 2nd quarter;;;;;;;;
2672;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2008 3rd quarter;;;;;;;;
2673;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2008 4th quarter;;;;;;;;
2674;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2008;;;;;;;;
2675;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2009 1st quarter;;;;;;;;
2676;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2009 2nd quarter;;;;;;;;
2677;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2009 3rd quarter;;;;;;;;
2678;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2009 4th quarter;;;;;;;;
2679;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2009;;;;;;;;
2680;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2010 1st quarter;;;;;;;;
2681;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2010 2nd quarter;;;;;;;;
2682;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2010 3rd quarter;;;;;;;;
2683;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2010 4th quarter;;;;;;;;
2684;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2010;;;;;;;;
2685;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2011 1st quarter;;;;;;;;
2686;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2011 2nd quarter;;;;;;;;
2687;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2011 3rd quarter;;;;;;;;
2688;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2011 4th quarter;;;;;;;;
2689;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2011;;;;;;;;
2690;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2012 1st quarter;-903.0;16.0;819.0;0.0;40.0;0.0;-40.0;35.0
2691;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2012 2nd quarter;1584.0;-102.0;426.0;0.0;38.0;0.0;-107.0;2.0
2692;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2012 3rd quarter;-490.0;-12.0;738.0;0.0;32.0;0.0;-84.0;12.0
2693;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2012 4th quarter;-663.0;-72.0;159.0;0.0;34.0;0.0;-41.0;6.0
2694;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2012;-472.0;-170.0;2142.0;0.0;144.0;0.0;-272.0;55.0
2695;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2013 1st quarter;349.0;-290.0;-688.0;0.0;76.0;0.0;6.0;1.0
2696;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2013 2nd quarter;-404.0;-185.0;-619.0;0.0;-73.0;0.0;17.0;-10.0
2697;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2013 3rd quarter;-497.0;-68.0;-112.0;0.0;-95.0;0.0;42.0;-7.0
2698;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2013 4th quarter;-446.0;-132.0;-544.0;0.0;-58.0;0.0;100.0;-11.0
2699;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2013;-998.0;-675.0;-1963.0;0.0;-150.0;0.0;165.0;-27.0
2700;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2014 1st quarter;43.0;66.0;481.0;0.0;12.0;0.0;3.0;15.0
2701;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2014 2nd quarter;308.0;16.0;488.0;0.0;23.0;0.0;-114.0;-29.0
2702;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2014 3rd quarter;1735.0;-31.0;244.0;0.0;234.0;0.0;-257.0;-11.0
2703;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2014 4th quarter;692.0;84.0;1035.0;0.0;154.0;0.0;-237.0;-11.0
2704;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2014;2778.0;135.0;2248.0;0.0;423.0;0.0;-605.0;-36.0
2705;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2015 1st quarter;4181.0;33.0;242.0;0.0;642.0;0.0;309.0;-326.0
2706;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2015 2nd quarter;-1369.0;-13.0;-421.0;0.0;-262.0;0.0;-167.0;198.0
2707;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2015 3rd quarter;-293.0;-72.0;-53.0;0.0;-36.0;0.0;-79.0;-261.0
2708;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2015 4th quarter;1114.0;86.0;-58.0;0.0;183.0;0.0;111.0;218.0
2709;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2015;3633.0;34.0;-290.0;0.0;527.0;0.0;174.0;-171.0
2710;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2016 1st quarter;-1786.0;-7.0;47.0;0.0;-310.0;0.0;-46.0;-41.0
2711;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2016 2nd quarter;750.0;81.0;275.0;0.0;133.0;0.0;-76.0;-32.0
2712;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2016 3rd quarter;-323.0;-1.0;93.0;0.0;-44.0;0.0;57.0;-11.0
2713;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2016 4th quarter;2159.0;17.0;-457.0;0.0;228.0;0.0;119.0;-29.0
2714;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2016;800.0;90.0;-42.0;0.0;7.0;0.0;54.0;-113.0
2715;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2017 1st quarter;-504.0;-31.0;32.0;0.0;-56.0;0.0;-23.0;-8.0
2716;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2017 2nd quarter;-2918.0;-6.0;-92.0;0.0;-325.0;0.0;241.0;-20.0
2717;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2017 3rd quarter;-1405.0;-5.0;106.0;0.0;-158.0;0.0;61.0;-13.0
2718;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2017 4th quarter;-619.0;-3.0;193.0;0.0;-131.0;0.0;194.0;-2.0
2719;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2017;-5446.0;-45.0;239.0;0.0;-670.0;0.0;473.0;-43.0
2720;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2018 1st quarter;-929.0;-17.0;-125.0;0.0;-189.0;0.0;-37.0;-10.0
2721;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2018 2nd quarter;1698.0;9.0;47.0;0.0;484.0;0.0;1231.0;-20.0
2722;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2018 3rd quarter;213.0;6.0;-260.0;0.0;64.0;0.0;1303.0;-15.0
2723;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2018 4th quarter;338.0;-30.0;-60.0;0.0;121.0;0.0;-1749.0;-17.0
2724;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2018;1320.0;-32.0;-398.0;0.0;480.0;0.0;748.0;-62.0
2725;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2019 1st quarter;690.0;7.0;686.0;0.0;340.0;0.0;1797.0;-14.0
2726;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2019 2nd quarter;-514.0;-6.0;732.0;0.0;-259.0;0.0;120.0;-18.0
2727;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2019 3rd quarter;1389.0;4.0;688.0;0.0;880.0;0.0;-905.0;-15.0
2728;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2019 4th quarter;-787.0;-3.0;-922.0;0.0;-597.0;0.0;965.0;-11.0
2729;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2019;778.0;2.0;1184.0;0.0;364.0;0.0;1977.0;-58.0
2730;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2020 1st quarter;683.0;1.0;32.0;0.0;468.0;0.0;-1976.0;-22.0
2731;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2020 2nd quarter;-873.0;-1.0;688.0;0.0;-474.0;0.0;3651.0;1.0
2732;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2020 3rd quarter;-1393.0;-2.0;220.0;0.0;-874.0;0.0;1964.0;4.0
2733;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2020 4th quarter;-1319.0;-3.0;-26.0;0.0;-865.0;0.0;2128.0;-3.0
2734;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2020;-2902.0;-5.0;914.0;0.0;-1745.0;0.0;5767.0;-20.0
2735;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2021 1st quarter;1566.0;7.0;-1364.0;0.0;893.0;0.0;245.0;-2.0
2736;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2021 2nd quarter;-427.0;39.0;-515.0;0.0;-302.0;0.0;248.0;-1.0
2737;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2021 3rd quarter;900.0;2.0;68.0;0.0;563.0;0.0;817.0;-3.0
2738;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2021 4th quarter;1037.0;1.0;-426.0;0.0;546.0;0.0;-351.0;-1.0
2739;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2021;3076.0;49.0;-2237.0;0.0;1700.0;0.0;959.0;-7.0
2740;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2022 1st quarter;627.0;0.0;-3749.0;0.0;-36.0;0.0;-1155.0;-4.0
2741;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2022 2nd quarter;2558.0;6.0;-4050.0;0.0;1320.0;0.0;-1065.0;-3.0
2742;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2022 3rd quarter;2570.0;-2.0;-3165.0;0.0;1349.0;0.0;-467.0;-1.0
2743;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2022 4th quarter;-4161.0;-20.0;-461.0;0.0;-1931.0;0.0;564.0;3.0
2744;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2022;1594.0;-16.0;-11425.0;0.0;702.0;0.0;-2123.0;-5.0
2745;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2023 1st quarter;-699.0;0.0;301.0;0.0;-420.0;0.0;343.0;8.0
2746;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2023 2nd quarter;416.0;-5.0;51.0;0.0;209.0;0.0;-77.0;6.0
2747;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2023 3rd quarter;799.0;12.0;-1236.0;0.0;503.0;0.0;-703.0;8.0
2748;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2023 4th quarter;-1156.0;-96.0;3630.0;0.0;-677.0;0.0;723.0;9.0
2749;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2023;-640.0;-89.0;2746.0;0.0;-385.0;0.0;286.0;31.0
2750;Total domestic sectors;Monetary financial institutions;Other volume changes;1999 1st quarter;;;;;;;;
2751;Total domestic sectors;Monetary financial institutions;Other volume changes;1999 2nd quarter;;;;;;;;
2752;Total domestic sectors;Monetary financial institutions;Other volume changes;1999 3rd quarter;;;;;;;;
2753;Total domestic sectors;Monetary financial institutions;Other volume changes;1999 4th quarter;;;;;;;;
2754;Total domestic sectors;Monetary financial institutions;Other volume changes;1999;;;;;;;;
2755;Total domestic sectors;Monetary financial institutions;Other volume changes;2000 1st quarter;;;;;;;;
2756;Total domestic sectors;Monetary financial institutions;Other volume changes;2000 2nd quarter;;;;;;;;
2757;Total domestic sectors;Monetary financial institutions;Other volume changes;2000 3rd quarter;;;;;;;;
2758;Total domestic sectors;Monetary financial institutions;Other volume changes;2000 4th quarter;;;;;;;;
2759;Total domestic sectors;Monetary financial institutions;Other volume changes;2000;;;;;;;;
2760;Total domestic sectors;Monetary financial institutions;Other volume changes;2001 1st quarter;;;;;;;;
2761;Total domestic sectors;Monetary financial institutions;Other volume changes;2001 2nd quarter;;;;;;;;
2762;Total domestic sectors;Monetary financial institutions;Other volume changes;2001 3rd quarter;;;;;;;;
2763;Total domestic sectors;Monetary financial institutions;Other volume changes;2001 4th quarter;;;;;;;;
2764;Total domestic sectors;Monetary financial institutions;Other volume changes;2001;;;;;;;;
2765;Total domestic sectors;Monetary financial institutions;Other volume changes;2002 1st quarter;;;;;;;;
2766;Total domestic sectors;Monetary financial institutions;Other volume changes;2002 2nd quarter;;;;;;;;
2767;Total domestic sectors;Monetary financial institutions;Other volume changes;2002 3rd quarter;;;;;;;;
2768;Total domestic sectors;Monetary financial institutions;Other volume changes;2002 4th quarter;;;;;;;;
2769;Total domestic sectors;Monetary financial institutions;Other volume changes;2002;;;;;;;;
2770;Total domestic sectors;Monetary financial institutions;Other volume changes;2003 1st quarter;;;;;;;;
2771;Total domestic sectors;Monetary financial institutions;Other volume changes;2003 2nd quarter;;;;;;;;
2772;Total domestic sectors;Monetary financial institutions;Other volume changes;2003 3rd quarter;;;;;;;;
2773;Total domestic sectors;Monetary financial institutions;Other volume changes;2003 4th quarter;;;;;;;;
2774;Total domestic sectors;Monetary financial institutions;Other volume changes;2003;;;;;;;;
2775;Total domestic sectors;Monetary financial institutions;Other volume changes;2004 1st quarter;;;;;;;;
2776;Total domestic sectors;Monetary financial institutions;Other volume changes;2004 2nd quarter;;;;;;;;
2777;Total domestic sectors;Monetary financial institutions;Other volume changes;2004 3rd quarter;;;;;;;;
2778;Total domestic sectors;Monetary financial institutions;Other volume changes;2004 4th quarter;;;;;;;;
2779;Total domestic sectors;Monetary financial institutions;Other volume changes;2004;;;;;;;;
2780;Total domestic sectors;Monetary financial institutions;Other volume changes;2005 1st quarter;;;;;;;;
2781;Total domestic sectors;Monetary financial institutions;Other volume changes;2005 2nd quarter;;;;;;;;
2782;Total domestic sectors;Monetary financial institutions;Other volume changes;2005 3rd quarter;;;;;;;;
2783;Total domestic sectors;Monetary financial institutions;Other volume changes;2005 4th quarter;;;;;;;;
2784;Total domestic sectors;Monetary financial institutions;Other volume changes;2005;;;;;;;;
2785;Total domestic sectors;Monetary financial institutions;Other volume changes;2006 1st quarter;;;;;;;;
2786;Total domestic sectors;Monetary financial institutions;Other volume changes;2006 2nd quarter;;;;;;;;
2787;Total domestic sectors;Monetary financial institutions;Other volume changes;2006 3rd quarter;;;;;;;;
2788;Total domestic sectors;Monetary financial institutions;Other volume changes;2006 4th quarter;;;;;;;;
2789;Total domestic sectors;Monetary financial institutions;Other volume changes;2006;;;;;;;;
2790;Total domestic sectors;Monetary financial institutions;Other volume changes;2007 1st quarter;;;;;;;;
2791;Total domestic sectors;Monetary financial institutions;Other volume changes;2007 2nd quarter;;;;;;;;
2792;Total domestic sectors;Monetary financial institutions;Other volume changes;2007 3rd quarter;;;;;;;;
2793;Total domestic sectors;Monetary financial institutions;Other volume changes;2007 4th quarter;;;;;;;;
2794;Total domestic sectors;Monetary financial institutions;Other volume changes;2007;;;;;;;;
2795;Total domestic sectors;Monetary financial institutions;Other volume changes;2008 1st quarter;;;;;;;;
2796;Total domestic sectors;Monetary financial institutions;Other volume changes;2008 2nd quarter;;;;;;;;
2797;Total domestic sectors;Monetary financial institutions;Other volume changes;2008 3rd quarter;;;;;;;;
