ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
784;Totaal mannen en vrouwen;80 jaar of ouder;4;4 grote gemeenten;2004;8355;9.28;1257;150;13.95
785;Totaal mannen en vrouwen;80 jaar of ouder;4;4 grote gemeenten;2005;4580;5.12;818;179;9.15
786;Totaal mannen en vrouwen;80 jaar of ouder;4;4 grote gemeenten;2006;3540;3.99;688;194;7.75
787;Totaal mannen en vrouwen;80 jaar of ouder;4;4 grote gemeenten;2007;3470;3.95;716;206;8.14
788;Totaal mannen en vrouwen;80 jaar of ouder;4;4 grote gemeenten;2008;4610;5.26;1053;229;12.01
789;Totaal mannen en vrouwen;80 jaar of ouder;4;4 grote gemeenten;2009;6455;7.42;1611;250;18.51
790;Totaal mannen en vrouwen;80 jaar of ouder;4;4 grote gemeenten;2010;6855;7.87;1915;279;21.99
791;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige gemeenten;2004;38140;6.93;6252;164;11.36
792;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige gemeenten;2005;26345;4.66;4930;187;8.72
793;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige gemeenten;2006;25345;4.37;5128;202;8.83
794;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige gemeenten;2007;30010;5.05;6493;216;10.92
795;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige gemeenten;2008;43660;7.11;10509;241;17.12
796;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige gemeenten;2009;53830;8.54;14142;263;22.44
797;Totaal mannen en vrouwen;80 jaar of ouder;4;Overige gemeenten;2010;59335;9.11;16413;277;25.2
798;Totaal mannen en vrouwen;80 jaar of ouder;5;Nederland;2004;8060;1.26;1077;134;1.68
799;Totaal mannen en vrouwen;80 jaar of ouder;5;Nederland;2005;10195;1.56;1399;137;2.14
800;Totaal mannen en vrouwen;80 jaar of ouder;5;Nederland;2006;11795;1.76;1706;145;2.55
801;Totaal mannen en vrouwen;80 jaar of ouder;5;Nederland;2007;9170;1.34;1373;150;2.01
802;Totaal mannen en vrouwen;80 jaar of ouder;5;Nederland;2008;6225;0.89;938;151;1.34
803;Totaal mannen en vrouwen;80 jaar of ouder;5;Nederland;2009;4785;0.67;739;154;1.03
804;Totaal mannen en vrouwen;80 jaar of ouder;5;Nederland;2010;4135;0.56;659;159;0.89
805;Totaal mannen en vrouwen;80 jaar of ouder;5;4 grote gemeenten;2004;950;1.05;116;122;1.29
806;Totaal mannen en vrouwen;80 jaar of ouder;5;4 grote gemeenten;2005;1930;2.16;285;148;3.18
807;Totaal mannen en vrouwen;80 jaar of ouder;5;4 grote gemeenten;2006;1940;2.19;284;146;3.2
808;Totaal mannen en vrouwen;80 jaar of ouder;5;4 grote gemeenten;2007;1630;1.85;229;141;2.61
809;Totaal mannen en vrouwen;80 jaar of ouder;5;4 grote gemeenten;2008;1120;1.28;158;141;1.81
810;Totaal mannen en vrouwen;80 jaar of ouder;5;4 grote gemeenten;2009;795;0.91;116;145;1.33
811;Totaal mannen en vrouwen;80 jaar of ouder;5;4 grote gemeenten;2010;670;0.77;110;164;1.26
812;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige gemeenten;2004;7110;1.29;961;135;1.75
813;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige gemeenten;2005;8270;1.46;1114;135;1.97
814;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige gemeenten;2006;9850;1.7;1422;144;2.45
815;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige gemeenten;2007;7540;1.27;1144;152;1.92
816;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige gemeenten;2008;5105;0.83;779;153;1.27
817;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige gemeenten;2009;3990;0.63;623;156;0.99
818;Totaal mannen en vrouwen;80 jaar of ouder;5;Overige gemeenten;2010;3465;0.53;550;159;0.84
819;Totaal mannen en vrouwen;80 jaar of ouder;6;Nederland;2004;32485;5.07;4743;146;7.41
820;Totaal mannen en vrouwen;80 jaar of ouder;6;Nederland;2005;30395;4.64;3811;125;5.82
821;Totaal mannen en vrouwen;80 jaar of ouder;6;Nederland;2006;30555;4.57;3986;130;5.96
822;Totaal mannen en vrouwen;80 jaar of ouder;6;Nederland;2007;35260;5.16;5362;152;7.85
823;Totaal mannen en vrouwen;80 jaar of ouder;6;Nederland;2008;32760;4.67;5162;158;7.36
824;Totaal mannen en vrouwen;80 jaar of ouder;6;Nederland;2009;29965;4.18;4763;159;6.64
825;Totaal mannen en vrouwen;80 jaar of ouder;6;Nederland;2010;30140;4.08;4946;164;6.7
826;Totaal mannen en vrouwen;80 jaar of ouder;6;4 grote gemeenten;2004;3190;3.54;426;133;4.73
827;Totaal mannen en vrouwen;80 jaar of ouder;6;4 grote gemeenten;2005;3060;3.42;431;141;4.82
828;Totaal mannen en vrouwen;80 jaar of ouder;6;4 grote gemeenten;2006;3165;3.56;411;130;4.63
829;Totaal mannen en vrouwen;80 jaar of ouder;6;4 grote gemeenten;2007;3610;4.11;519;144;5.9
830;Totaal mannen en vrouwen;80 jaar of ouder;6;4 grote gemeenten;2008;3710;4.23;568;153;6.47
831;Totaal mannen en vrouwen;80 jaar of ouder;6;4 grote gemeenten;2009;2940;3.38;478;163;5.49
832;Totaal mannen en vrouwen;80 jaar of ouder;6;4 grote gemeenten;2010;2865;3.29;489;171;5.61
833;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige gemeenten;2004;29290;5.32;4318;147;7.85
834;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige gemeenten;2005;27335;4.84;3380;124;5.98
835;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige gemeenten;2006;27390;4.72;3575;131;6.16
836;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige gemeenten;2007;31650;5.32;4842;153;8.14
837;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige gemeenten;2008;29050;4.73;4594;158;7.49
838;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige gemeenten;2009;27025;4.29;4285;159;6.8
839;Totaal mannen en vrouwen;80 jaar of ouder;6;Overige gemeenten;2010;27275;4.19;4458;163;6.84
840;Totaal mannen en vrouwen;80 jaar of ouder;7;Nederland;2004;71460;11.16;21932;307;34.26
841;Totaal mannen en vrouwen;80 jaar of ouder;7;Nederland;2005;75200;11.49;24326;323;37.15
842;Totaal mannen en vrouwen;80 jaar of ouder;7;Nederland;2006;77830;11.63;26551;341;39.67
843;Totaal mannen en vrouwen;80 jaar of ouder;7;Nederland;2007;68765;10.07;24421;355;35.77
844;Totaal mannen en vrouwen;80 jaar of ouder;7;Nederland;2008;56460;8.05;20392;361;29.07
845;Totaal mannen en vrouwen;80 jaar of ouder;7;Nederland;2009;46785;6.52;17358;371;24.2
846;Totaal mannen en vrouwen;80 jaar of ouder;7;Nederland;2010;41600;5.63;15644;376;21.19
847;Totaal mannen en vrouwen;80 jaar of ouder;7;4 grote gemeenten;2004;10925;12.13;3548;325;39.4
848;Totaal mannen en vrouwen;80 jaar of ouder;7;4 grote gemeenten;2005;9750;10.9;3404;349;38.06
849;Totaal mannen en vrouwen;80 jaar of ouder;7;4 grote gemeenten;2006;10530;11.86;3681;350;41.47
850;Totaal mannen en vrouwen;80 jaar of ouder;7;4 grote gemeenten;2007;9490;10.79;3355;353;38.13
851;Totaal mannen en vrouwen;80 jaar of ouder;7;4 grote gemeenten;2008;7770;8.86;2757;355;31.44
852;Totaal mannen en vrouwen;80 jaar of ouder;7;4 grote gemeenten;2009;5470;6.29;2044;374;23.49
853;Totaal mannen en vrouwen;80 jaar of ouder;7;4 grote gemeenten;2010;4740;5.44;1854;391;21.28
854;Totaal mannen en vrouwen;80 jaar of ouder;7;Overige gemeenten;2004;60535;11.0;18384;304;33.41
855;Totaal mannen en vrouwen;80 jaar of ouder;7;Overige gemeenten;2005;65450;11.58;20922;320;37.01
856;Totaal mannen en vrouwen;80 jaar of ouder;7;Overige gemeenten;2006;67300;11.59;22869;340;39.4
857;Totaal mannen en vrouwen;80 jaar of ouder;7;Overige gemeenten;2007;59275;9.97;21067;355;35.42
858;Totaal mannen en vrouwen;80 jaar of ouder;7;Overige gemeenten;2008;48690;7.93;17635;362;28.73
859;Totaal mannen en vrouwen;80 jaar of ouder;7;Overige gemeenten;2009;41315;6.55;15314;371;24.29
860;Totaal mannen en vrouwen;80 jaar of ouder;7;Overige gemeenten;2010;36860;5.66;13790;374;21.17
861;Totaal mannen en vrouwen;80 jaar of ouder;8;Nederland;2004;187470;29.28;18335;98;28.64
862;Totaal mannen en vrouwen;80 jaar of ouder;8;Nederland;2005;197780;30.21;23555;119;35.98
863;Totaal mannen en vrouwen;80 jaar of ouder;8;Nederland;2006;207165;30.96;25875;125;38.66
864;Totaal mannen en vrouwen;80 jaar of ouder;8;Nederland;2007;203035;29.74;26044;128;38.14
865;Totaal mannen en vrouwen;80 jaar of ouder;8;Nederland;2008;204220;29.11;26420;129;37.66
866;Totaal mannen en vrouwen;80 jaar of ouder;8;Nederland;2009;206525;28.79;27630;134;38.51
867;Totaal mannen en vrouwen;80 jaar of ouder;8;Nederland;2010;204245;27.66;28031;137;37.96
868;Totaal mannen en vrouwen;80 jaar of ouder;8;4 grote gemeenten;2004;28770;31.95;2817;98;31.29
869;Totaal mannen en vrouwen;80 jaar of ouder;8;4 grote gemeenten;2005;28375;31.73;3573;126;39.95
870;Totaal mannen en vrouwen;80 jaar of ouder;8;4 grote gemeenten;2006;29220;32.91;3741;128;42.14
871;Totaal mannen en vrouwen;80 jaar of ouder;8;4 grote gemeenten;2007;27835;31.64;3497;126;39.75
872;Totaal mannen en vrouwen;80 jaar of ouder;8;4 grote gemeenten;2008;26230;29.91;3245;124;37.01
873;Totaal mannen en vrouwen;80 jaar of ouder;8;4 grote gemeenten;2009;25835;29.69;3177;123;36.51
874;Totaal mannen en vrouwen;80 jaar of ouder;8;4 grote gemeenten;2010;24560;28.2;3257;133;37.39
875;Totaal mannen en vrouwen;80 jaar of ouder;8;Overige gemeenten;2004;158700;28.84;15517;98;28.2
876;Totaal mannen en vrouwen;80 jaar of ouder;8;Overige gemeenten;2005;169405;29.97;19983;118;35.35
877;Totaal mannen en vrouwen;80 jaar of ouder;8;Overige gemeenten;2006;177945;30.66;22134;124;38.13
878;Totaal mannen en vrouwen;80 jaar of ouder;8;Overige gemeenten;2007;175200;29.46;22548;129;37.91
879;Totaal mannen en vrouwen;80 jaar of ouder;8;Overige gemeenten;2008;177985;29.0;23174;130;37.76
880;Totaal mannen en vrouwen;80 jaar of ouder;8;Overige gemeenten;2009;180695;28.66;24453;135;38.79
881;Totaal mannen en vrouwen;80 jaar of ouder;8;Overige gemeenten;2010;179685;27.59;24774;138;38.04
882;Totaal mannen en vrouwen;80 jaar of ouder;9;Nederland;2004;164280;25.66;22034;134;34.41
883;Totaal mannen en vrouwen;80 jaar of ouder;9;Nederland;2005;150225;22.94;19092;127;29.16
884;Totaal mannen en vrouwen;80 jaar of ouder;9;Nederland;2006;152575;22.8;19659;129;29.38
885;Totaal mannen en vrouwen;80 jaar of ouder;9;Nederland;2007;160955;23.57;20933;130;30.66
886;Totaal mannen en vrouwen;80 jaar of ouder;9;Nederland;2008;171820;24.5;23047;134;32.86
887;Totaal mannen en vrouwen;80 jaar of ouder;9;Nederland;2009;179150;24.97;24428;136;34.05
888;Totaal mannen en vrouwen;80 jaar of ouder;9;Nederland;2010;187630;25.41;25666;137;34.76
889;Totaal mannen en vrouwen;80 jaar of ouder;9;4 grote gemeenten;2004;24055;26.72;2778;115;30.85
890;Totaal mannen en vrouwen;80 jaar of ouder;9;4 grote gemeenten;2005;18805;21.03;2071;110;23.16
891;Totaal mannen en vrouwen;80 jaar of ouder;9;4 grote gemeenten;2006;18495;20.83;2163;117;24.37
892;Totaal mannen en vrouwen;80 jaar of ouder;9;4 grote gemeenten;2007;18525;21.05;2251;122;25.58
893;Totaal mannen en vrouwen;80 jaar of ouder;9;4 grote gemeenten;2008;18980;21.64;2494;131;28.44
894;Totaal mannen en vrouwen;80 jaar of ouder;9;4 grote gemeenten;2009;18695;21.49;2496;134;28.69
895;Totaal mannen en vrouwen;80 jaar of ouder;9;4 grote gemeenten;2010;18780;21.56;2698;144;30.98
896;Totaal mannen en vrouwen;80 jaar of ouder;9;Overige gemeenten;2004;140225;25.49;19256;137;35.0
897;Totaal mannen en vrouwen;80 jaar of ouder;9;Overige gemeenten;2005;131420;23.25;17021;130;30.11
898;Totaal mannen en vrouwen;80 jaar of ouder;9;Overige gemeenten;2006;134080;23.1;17496;130;30.14
899;Totaal mannen en vrouwen;80 jaar of ouder;9;Overige gemeenten;2007;142430;23.95;18683;131;31.41
900;Totaal mannen en vrouwen;80 jaar of ouder;9;Overige gemeenten;2008;152840;24.9;20553;134;33.49
901;Totaal mannen en vrouwen;80 jaar of ouder;9;Overige gemeenten;2009;160455;25.45;21932;137;34.79
902;Totaal mannen en vrouwen;80 jaar of ouder;9;Overige gemeenten;2010;168850;25.93;22968;136;35.27
903;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Nederland;2004;126875;19.82;6061;48;9.47
904;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Nederland;2005;128625;19.65;5599;44;8.55
905;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Nederland;2006;133420;19.94;6001;45;8.97
906;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Nederland;2007;124560;18.24;5568;45;8.16
907;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Nederland;2008;104790;14.94;3833;37;5.46
908;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Nederland;2009;89475;12.47;3050;34;4.25
909;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Nederland;2010;83700;11.34;2840;34;3.85
910;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;4 grote gemeenten;2004;16740;18.59;757;45;8.4
911;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;4 grote gemeenten;2005;16535;18.49;862;52;9.63
912;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;4 grote gemeenten;2006;17325;19.52;819;47;9.22
913;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;4 grote gemeenten;2007;16235;18.45;733;45;8.33
914;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;4 grote gemeenten;2008;13875;15.82;481;35;5.49
915;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;4 grote gemeenten;2009;10190;11.71;365;36;4.19
916;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;4 grote gemeenten;2010;9225;10.59;338;37;3.88
917;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Overige gemeenten;2004;110130;20.02;5304;48;9.64
918;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Overige gemeenten;2005;112090;19.83;4738;42;8.38
919;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Overige gemeenten;2006;116095;20.0;5182;45;8.93
920;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Overige gemeenten;2007;108330;18.21;4836;45;8.13
921;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Overige gemeenten;2008;90915;14.81;3352;37;5.46
922;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Overige gemeenten;2009;79290;12.58;2686;34;4.26
923;Totaal mannen en vrouwen;80 jaar of ouder;Totaal verpleging;Overige gemeenten;2010;74475;11.44;2503;34;3.84
924;Mannen;Totaal 18 jaar of ouder;0;Nederland;2004;164890;2.64;20971;127;3.36
925;Mannen;Totaal 18 jaar of ouder;0;Nederland;2005;166515;2.66;21142;127;3.38
926;Mannen;Totaal 18 jaar of ouder;0;Nederland;2006;172160;2.75;22285;129;3.56
927;Mannen;Totaal 18 jaar of ouder;0;Nederland;2007;174870;2.79;22451;128;3.58
928;Mannen;Totaal 18 jaar of ouder;0;Nederland;2008;180575;2.85;23115;128;3.65
929;Mannen;Totaal 18 jaar of ouder;0;Nederland;2009;181605;2.84;24102;133;3.77
930;Mannen;Totaal 18 jaar of ouder;0;Nederland;2010;187075;2.91;25316;135;3.94
931;Mannen;Totaal 18 jaar of ouder;0;4 grote gemeenten;2004;19755;2.47;2624;133;3.28
932;Mannen;Totaal 18 jaar of ouder;0;4 grote gemeenten;2005;19845;2.48;2673;135;3.34
933;Mannen;Totaal 18 jaar of ouder;0;4 grote gemeenten;2006;20255;2.55;2757;136;3.47
934;Mannen;Totaal 18 jaar of ouder;0;4 grote gemeenten;2007;20350;2.57;2685;132;3.39
935;Mannen;Totaal 18 jaar of ouder;0;4 grote gemeenten;2008;20300;2.51;2710;134;3.35
936;Mannen;Totaal 18 jaar of ouder;0;4 grote gemeenten;2009;19880;2.43;2669;134;3.26
937;Mannen;Totaal 18 jaar of ouder;0;4 grote gemeenten;2010;20380;2.46;2935;144;3.54
938;Mannen;Totaal 18 jaar of ouder;0;Overige gemeenten;2004;145135;2.67;18347;126;3.38
939;Mannen;Totaal 18 jaar of ouder;0;Overige gemeenten;2005;146665;2.69;18470;126;3.39
940;Mannen;Totaal 18 jaar of ouder;0;Overige gemeenten;2006;151905;2.78;19529;129;3.57
941;Mannen;Totaal 18 jaar of ouder;0;Overige gemeenten;2007;154520;2.82;19766;128;3.61
942;Mannen;Totaal 18 jaar of ouder;0;Overige gemeenten;2008;160275;2.9;20405;127;3.69
943;Mannen;Totaal 18 jaar of ouder;0;Overige gemeenten;2009;161730;2.9;21433;133;3.85
944;Mannen;Totaal 18 jaar of ouder;0;Overige gemeenten;2010;166695;2.98;22381;134;4.0
945;Mannen;Totaal 18 jaar of ouder;1;Nederland;2004;31630;0.51;3070;97;0.49
946;Mannen;Totaal 18 jaar of ouder;1;Nederland;2005;43260;0.69;4618;107;0.74
947;Mannen;Totaal 18 jaar of ouder;1;Nederland;2006;47420;0.76;5151;109;0.82
948;Mannen;Totaal 18 jaar of ouder;1;Nederland;2007;49030;0.78;5351;109;0.85
949;Mannen;Totaal 18 jaar of ouder;1;Nederland;2008;50915;0.8;5665;111;0.89
950;Mannen;Totaal 18 jaar of ouder;1;Nederland;2009;53470;0.84;6196;116;0.97
951;Mannen;Totaal 18 jaar of ouder;1;Nederland;2010;55375;0.86;6573;119;1.02
952;Mannen;Totaal 18 jaar of ouder;1;4 grote gemeenten;2004;3550;0.44;332;93;0.42
953;Mannen;Totaal 18 jaar of ouder;1;4 grote gemeenten;2005;5770;0.72;615;107;0.77
954;Mannen;Totaal 18 jaar of ouder;1;4 grote gemeenten;2006;6550;0.82;691;106;0.87
955;Mannen;Totaal 18 jaar of ouder;1;4 grote gemeenten;2007;6745;0.85;707;105;0.89
956;Mannen;Totaal 18 jaar of ouder;1;4 grote gemeenten;2008;6875;0.85;712;103;0.88
957;Mannen;Totaal 18 jaar of ouder;1;4 grote gemeenten;2009;7365;0.9;755;102;0.92
958;Mannen;Totaal 18 jaar of ouder;1;4 grote gemeenten;2010;7715;0.93;830;108;1.0
959;Mannen;Totaal 18 jaar of ouder;1;Overige gemeenten;2004;28080;0.52;2738;98;0.5
960;Mannen;Totaal 18 jaar of ouder;1;Overige gemeenten;2005;37490;0.69;4003;107;0.73
961;Mannen;Totaal 18 jaar of ouder;1;Overige gemeenten;2006;40870;0.75;4459;109;0.82
962;Mannen;Totaal 18 jaar of ouder;1;Overige gemeenten;2007;42280;0.77;4644;110;0.85
963;Mannen;Totaal 18 jaar of ouder;1;Overige gemeenten;2008;44040;0.8;4953;112;0.9
964;Mannen;Totaal 18 jaar of ouder;1;Overige gemeenten;2009;46105;0.83;5441;118;0.98
965;Mannen;Totaal 18 jaar of ouder;1;Overige gemeenten;2010;47660;0.85;5743;120;1.03
966;Mannen;Totaal 18 jaar of ouder;2;Nederland;2004;11845;0.19;1633;138;0.26
967;Mannen;Totaal 18 jaar of ouder;2;Nederland;2005;11400;0.18;1316;115;0.21
968;Mannen;Totaal 18 jaar of ouder;2;Nederland;2006;13245;0.21;1223;92;0.2
969;Mannen;Totaal 18 jaar of ouder;2;Nederland;2007;19845;0.32;1525;77;0.24
970;Mannen;Totaal 18 jaar of ouder;2;Nederland;2008;28630;0.45;2092;73;0.33
971;Mannen;Totaal 18 jaar of ouder;2;Nederland;2009;34395;0.54;2611;76;0.41
972;Mannen;Totaal 18 jaar of ouder;2;Nederland;2010;40005;0.62;3016;75;0.47
973;Mannen;Totaal 18 jaar of ouder;2;4 grote gemeenten;2004;1500;0.19;82;55;0.1
974;Mannen;Totaal 18 jaar of ouder;2;4 grote gemeenten;2005;1220;0.15;72;59;0.09
975;Mannen;Totaal 18 jaar of ouder;2;4 grote gemeenten;2006;1090;0.14;58;53;0.07
976;Mannen;Totaal 18 jaar of ouder;2;4 grote gemeenten;2007;1590;0.2;77;48;0.1
977;Mannen;Totaal 18 jaar of ouder;2;4 grote gemeenten;2008;2250;0.28;134;59;0.17
978;Mannen;Totaal 18 jaar of ouder;2;4 grote gemeenten;2009;3020;0.37;208;69;0.25
979;Mannen;Totaal 18 jaar of ouder;2;4 grote gemeenten;2010;3365;0.41;271;81;0.33
980;Mannen;Totaal 18 jaar of ouder;2;Overige gemeenten;2004;10345;0.19;1550;150;0.29
981;Mannen;Totaal 18 jaar of ouder;2;Overige gemeenten;2005;10185;0.19;1243;122;0.23
982;Mannen;Totaal 18 jaar of ouder;2;Overige gemeenten;2006;12155;0.22;1165;96;0.21
983;Mannen;Totaal 18 jaar of ouder;2;Overige gemeenten;2007;18255;0.33;1448;79;0.26
984;Mannen;Totaal 18 jaar of ouder;2;Overige gemeenten;2008;26380;0.48;1958;74;0.35
985;Mannen;Totaal 18 jaar of ouder;2;Overige gemeenten;2009;31370;0.56;2404;77;0.43
986;Mannen;Totaal 18 jaar of ouder;2;Overige gemeenten;2010;36645;0.65;2745;75;0.49
987;Mannen;Totaal 18 jaar of ouder;3;Nederland;2004;33850;0.54;809;24;0.13
988;Mannen;Totaal 18 jaar of ouder;3;Nederland;2005;28985;0.46;491;17;0.08
989;Mannen;Totaal 18 jaar of ouder;3;Nederland;2006;29280;0.47;480;16;0.08
990;Mannen;Totaal 18 jaar of ouder;3;Nederland;2007;27095;0.43;472;17;0.08
991;Mannen;Totaal 18 jaar of ouder;3;Nederland;2008;24905;0.39;444;18;0.07
992;Mannen;Totaal 18 jaar of ouder;3;Nederland;2009;20440;0.32;359;18;0.06
993;Mannen;Totaal 18 jaar of ouder;3;Nederland;2010;18310;0.28;315;17;0.05
994;Mannen;Totaal 18 jaar of ouder;3;4 grote gemeenten;2004;2770;0.35;62;23;0.08
995;Mannen;Totaal 18 jaar of ouder;3;4 grote gemeenten;2005;2935;0.37;70;24;0.09
996;Mannen;Totaal 18 jaar of ouder;3;4 grote gemeenten;2006;2860;0.36;49;17;0.06
997;Mannen;Totaal 18 jaar of ouder;3;4 grote gemeenten;2007;2670;0.34;44;17;0.06
998;Mannen;Totaal 18 jaar of ouder;3;4 grote gemeenten;2008;2430;0.3;45;18;0.06
999;Mannen;Totaal 18 jaar of ouder;3;4 grote gemeenten;2009;1885;0.23;43;23;0.05
1000;Mannen;Totaal 18 jaar of ouder;3;4 grote gemeenten;2010;1640;0.2;39;24;0.05
1001;Mannen;Totaal 18 jaar of ouder;3;Overige gemeenten;2004;31085;0.57;747;24;0.14
1002;Mannen;Totaal 18 jaar of ouder;3;Overige gemeenten;2005;26050;0.48;421;16;0.08
1003;Mannen;Totaal 18 jaar of ouder;3;Overige gemeenten;2006;26420;0.48;431;16;0.08
1004;Mannen;Totaal 18 jaar of ouder;3;Overige gemeenten;2007;24425;0.45;427;17;0.08
1005;Mannen;Totaal 18 jaar of ouder;3;Overige gemeenten;2008;22475;0.41;399;18;0.07
1006;Mannen;Totaal 18 jaar of ouder;3;Overige gemeenten;2009;18555;0.33;316;17;0.06
1007;Mannen;Totaal 18 jaar of ouder;3;Overige gemeenten;2010;16670;0.3;276;17;0.05
1008;Mannen;Totaal 18 jaar of ouder;4;Nederland;2004;24475;0.39;3519;144;0.56
1009;Mannen;Totaal 18 jaar of ouder;4;Nederland;2005;13505;0.22;2095;155;0.34
1010;Mannen;Totaal 18 jaar of ouder;4;Nederland;2006;10725;0.17;1844;172;0.29
1011;Mannen;Totaal 18 jaar of ouder;4;Nederland;2007;10835;0.17;2070;191;0.33
1012;Mannen;Totaal 18 jaar of ouder;4;Nederland;2008;15340;0.24;3264;213;0.52
1013;Mannen;Totaal 18 jaar of ouder;4;Nederland;2009;19220;0.3;4502;234;0.7
1014;Mannen;Totaal 18 jaar of ouder;4;Nederland;2010;21900;0.34;5455;249;0.85
1015;Mannen;Totaal 18 jaar of ouder;4;4 grote gemeenten;2004;4260;0.53;571;134;0.71
1016;Mannen;Totaal 18 jaar of ouder;4;4 grote gemeenten;2005;2070;0.26;294;142;0.37
1017;Mannen;Totaal 18 jaar of ouder;4;4 grote gemeenten;2006;1440;0.18;229;159;0.29
1018;Mannen;Totaal 18 jaar of ouder;4;4 grote gemeenten;2007;1145;0.14;204;178;0.26
1019;Mannen;Totaal 18 jaar of ouder;4;4 grote gemeenten;2008;1550;0.19;313;202;0.39
1020;Mannen;Totaal 18 jaar of ouder;4;4 grote gemeenten;2009;2145;0.26;483;225;0.59
1021;Mannen;Totaal 18 jaar of ouder;4;4 grote gemeenten;2010;2525;0.3;625;248;0.75
1022;Mannen;Totaal 18 jaar of ouder;4;Overige gemeenten;2004;20215;0.37;2948;146;0.54
1023;Mannen;Totaal 18 jaar of ouder;4;Overige gemeenten;2005;11435;0.21;1801;158;0.33
1024;Mannen;Totaal 18 jaar of ouder;4;Overige gemeenten;2006;9285;0.17;1615;174;0.3
1025;Mannen;Totaal 18 jaar of ouder;4;Overige gemeenten;2007;9690;0.18;1866;193;0.34
1026;Mannen;Totaal 18 jaar of ouder;4;Overige gemeenten;2008;13790;0.25;2951;214;0.53
1027;Mannen;Totaal 18 jaar of ouder;4;Overige gemeenten;2009;17075;0.31;4019;235;0.72
