ID;ConsumptionByHouseholds;Periods;Indices_1;VolumeChanges_2;VolumeChangesShoppingdayAdjusted_3;Indices_4;ValueChanges_5;PriceChanges_6
1530;Durable consumer goods;2016 3rd quarter;99.1;-0.4;-0.4;98.1;0.0;0.4
1531;Durable consumer goods;2016 October;101.4;1.2;5.1;101.8;-0.8;-2.0
1532;Durable consumer goods;2016 November;97.1;5.8;2.1;97.4;4.3;-1.4
1533;Durable consumer goods;2016 December;110.0;1.7;0.4;108.4;0.9;-0.8
1534;Durable consumer goods;2016 4th quarter;102.8;2.8;2.5;102.5;1.4;-1.4
1535;Durable consumer goods;2017 January;110.0;3.7;5.9;108.1;3.8;0.1
1536;Durable consumer goods;2017 February;91.3;0.0;2.5;90.9;0.2;0.2
1537;Durable consumer goods;2017 March;107.9;8.1;7.2;110.8;5.9;-2.0
1538;Durable consumer goods;2017 1st quarter;103.1;4.0;5.3;103.3;3.4;-0.6
1539;Durable consumer goods;2017 April;99.6;2.7;5.6;102.4;2.6;-0.1
1540;Durable consumer goods;2017 May;107.0;8.1;5.2;109.7;7.8;-0.3
1541;Durable consumer goods;2017 June;111.8;5.1;5.4;112.4;5.5;0.3
1542;Durable consumer goods;2017 2nd quarter;106.2;5.3;5.4;108.2;5.3;0.0
1543;Durable consumer goods;2017 July;110.5;4.1;5.9;107.7;3.6;-0.4
1544;Durable consumer goods;2017 August;99.7;6.7;5.4;98.0;6.4;-0.3
1545;Durable consumer goods;2017 September;106.2;8.9;7.7;107.1;8.9;0.1
1546;Durable consumer goods;2017 3rd quarter;105.5;6.5;6.3;104.2;6.3;-0.2
1547;Durable consumer goods;2017 October;100.0;-1.3;-0.2;100.9;-0.8;0.5
1548;Durable consumer goods;2017 November;103.1;6.2;6.2;104.3;7.1;0.8
1549;Durable consumer goods;2017 December;107.7;-2.1;0.2;107.1;-1.1;1.0
1550;Durable consumer goods;2017 4th quarter;103.6;0.8;1.9;104.1;1.6;0.8
1551;Durable consumer goods;2018 January;118.8;8.0;6.8;117.6;8.7;0.7
1552;Durable consumer goods;2018 February;96.1;5.2;5.2;96.1;5.7;0.5
1553;Durable consumer goods;2018 March;113.5;5.2;4.7;116.6;5.2;0.0
1554;Durable consumer goods;2018 1st quarter;109.5;6.2;5.6;110.1;6.6;0.4
1555;Durable consumer goods;2018 April;106.2;6.6;8.9;109.0;6.4;-0.2
1556;Durable consumer goods;2018 May;113.2;5.7;5.4;115.1;5.0;-0.7
1557;Durable consumer goods;2018 June;119.2;6.6;4.7;120.2;6.9;0.2
1558;Durable consumer goods;2018 2nd quarter;112.9;6.3;6.3;114.7;6.1;-0.2
1559;Durable consumer goods;2018 July;113.6;2.8;3.9;112.2;4.1;1.3
1560;Durable consumer goods;2018 August;107.5;7.8;7.2;105.2;7.4;-0.3
1561;Durable consumer goods;2018 September;108.1;1.7;4.1;108.3;1.2;-0.5
1562;Durable consumer goods;2018 3rd quarter;109.7;4.0;5.0;108.6;4.1;0.1
1563;Durable consumer goods;2018 October;104.8;4.8;2.5;105.7;4.8;0.0
1564;Durable consumer goods;2018 November;108.0;4.8;4.6;109.0;4.5;-0.3
1565;Durable consumer goods;2018 December;109.2;1.4;3.1;109.3;2.0;0.6
1566;Durable consumer goods;2018 4th quarter;107.4;3.6;3.4;108.0;3.7;0.1
1567;Durable consumer goods;2019 January;116.4;-2.0;-3.2;115.7;-1.6;0.5
1568;Durable consumer goods;2019 February;98.4;2.4;2.4;99.7;3.7;1.4
1569;Durable consumer goods;2019 March;115.1;1.3;3.4;118.6;1.7;0.4
1570;Durable consumer goods;2019 1st quarter;110.0;0.4;0.7;111.3;1.1;0.7
1571;Durable consumer goods;2019 April;108.8;2.5;0.1;111.4;2.2;-0.2
1572;Durable consumer goods;2019 May;118.4;4.6;3.0;120.7;4.9;0.2
1573;Durable consumer goods;2019 June;118.7;-0.5;2.9;119.4;-0.6;-0.1
1574;Durable consumer goods;2019 2nd quarter;115.3;2.1;2.1;117.2;2.1;0.0
1575;Durable consumer goods;2019 July;116.2;2.3;0.1;115.0;2.5;0.2
1576;Durable consumer goods;2019 August;107.1;-0.3;-0.9;107.3;2.0;2.3
1577;Durable consumer goods;2019 September;109.6;1.4;3.6;111.2;2.7;1.2
1578;Durable consumer goods;2019 3rd quarter;111.0;1.2;0.9;111.2;2.4;1.2
1579;Durable consumer goods;2019 October;110.1;5.0;3.7;112.5;6.4;1.3
1580;Durable consumer goods;2019 November;111.2;3.0;2.2;114.1;4.7;1.7
1581;Durable consumer goods;2019 December;116.9;7.0;8.1;118.7;8.6;1.4
1582;Durable consumer goods;2019 4th quarter;112.7;5.0;4.7;115.1;6.5;1.5
1583;Durable consumer goods;2020 January;120.3;3.3;2.8;121.0;4.6;1.2
1584;Durable consumer goods;2020 February;105.0;6.7;2.1;106.8;7.1;0.3
1585;Durable consumer goods;2020 March;103.6;-10.0;-7.9;107.0;-9.8;0.2
1586;Durable consumer goods;2020 1st quarter;109.6;-0.3;-1.2;111.6;0.2;0.5
1587;Durable consumer goods;2020 April;93.1;-14.5;-15.4;96.2;-13.6;1.0
1588;Durable consumer goods;2020 May;113.9;-3.8;-2.3;117.8;-2.4;1.4
1589;Durable consumer goods;2020 June;123.2;3.8;4.1;126.6;6.0;2.1
1590;Durable consumer goods;2020 2nd quarter;110.1;-4.5;-4.2;113.6;-3.1;1.5
1591;Durable consumer goods;2020 July;130.0;11.9;10.0;131.1;14.0;1.9
1592;Durable consumer goods;2020 August;112.3;4.9;8.5;113.0;5.3;0.4
1593;Durable consumer goods;2020 September;116.8;6.6;3.1;120.1;8.0;1.4
1594;Durable consumer goods;2020 3rd quarter;119.7;7.9;7.3;121.4;9.2;1.2
1595;Durable consumer goods;2020 October;115.5;4.9;4.0;120.5;7.1;2.1
1596;Durable consumer goods;2020 November;115.3;3.7;8.0;119.7;5.0;1.2
1597;Durable consumer goods;2020 December;104.7;-10.5;-14.2;107.9;-9.0;1.6
1598;Durable consumer goods;2020 4th quarter;111.8;-0.8;-0.9;116.0;0.8;1.7
1599;Durable consumer goods;2021 January;92.4;-23.2;-21.9;95.7;-20.9;2.9
1600;Durable consumer goods;2021 February;86.4;-17.8;-14.1;90.1;-15.7;2.5
1601;Durable consumer goods;2021 March;117.8;13.7;11.2;124.4;16.3;2.3
1602;Durable consumer goods;2021 1st quarter;98.9;-9.8;-8.9;103.4;-7.3;2.7
1603;Durable consumer goods;2021 April;112.9;21.3;21.3;119.8;24.4;2.6
1604;Durable consumer goods;2021 May;137.1;20.4;23.6;144.7;22.8;2.0
1605;Durable consumer goods;2021 June;140.9;14.4;11.4;148.2;17.1;2.3
1606;Durable consumer goods;2021 2nd quarter;130.3;18.4;18.4;137.6;21.1;2.3
1607;Durable consumer goods;2021 July;136.6;5.0;4.7;140.2;7.0;1.9
1608;Durable consumer goods;2021 August;119.6;6.4;7.3;123.2;9.0;2.4
1609;Durable consumer goods;2021 September;125.1;7.1;7.0;132.1;10.0;2.7
1610;Durable consumer goods;2021 3rd quarter;127.1;6.1;6.3;131.9;8.6;2.3
1611;Durable consumer goods;2021 October;125.7;8.8;10.8;135.6;12.5;3.4
1612;Durable consumer goods;2021 November;125.2;8.5;6.7;134.8;12.6;3.7
1613;Durable consumer goods;2021 December;115.3;10.2;8.6;123.6;14.5;3.9
1614;Durable consumer goods;2021 4th quarter;122.1;9.2;8.7;131.3;13.2;3.7
1615;Durable consumer goods;2021;119.6;6.0;6.1;126.0;9.0;2.8
1616;Durable consumer goods;2022 January;119.3;29.1;30.2;126.9;32.5;2.7
1617;Durable consumer goods;2022 February;114.4;32.4;32.4;123.5;37.1;3.5
1618;Durable consumer goods;2022 March;134.9;14.5;13.1;148.4;19.3;4.2
1619;Durable consumer goods;2022 1st quarter;122.8;24.2;24.0;132.9;28.5;3.4
1620;Durable consumer goods;2022 April;124.6;10.3;9.5;137.1;14.5;3.8
1621;Durable consumer goods;2022 May;128.7;-6.2;-6.2;141.7;-2.0;4.4
1622;Durable consumer goods;2022 June;131.0;-7.1;-6.2;144.0;-2.9;4.5
1623;Durable consumer goods;2022 2nd quarter;128.1;-1.7;-1.7;141.0;2.5;4.3
1624;Durable consumer goods;2022 July;131.6;-3.6;-2.0;140.6;0.3;4.1
1625;Durable consumer goods;2022 August;113.6;-5.0;-7.1;122.9;-0.2;5.0
1626;Durable consumer goods;2022 September;123.5;-1.3;-1.2;138.8;5.0;6.4
1627;Durable consumer goods;2022 3rd quarter;122.9;-3.3;-3.3;134.1;1.7;5.2
1628;Durable consumer goods;2022 October;119.6;-4.8;-3.3;137.9;1.7;6.8
1629;Durable consumer goods;2022 November;125.2;0.0;-1.7;142.7;5.9;5.9
1630;Durable consumer goods;2022 December;123.5;7.1;7.4;143.0;15.7;8.1
1631;Durable consumer goods;2022 4th quarter;122.8;0.6;0.6;141.2;7.5;6.9
1632;Durable consumer goods;2022;124.1;3.8;3.8;137.3;8.9;4.9
1633;Durable consumer goods;2023 January;126.9;6.3;6.8;144.7;14.1;7.3
1634;Durable consumer goods;2023 February;112.1;-2.0;-2.0;130.8;6.0;8.1
1635;Durable consumer goods;2023 March;131.4;-2.6;-3.0;155.8;5.0;7.7
1636;Durable consumer goods;2023 1st quarter;123.4;0.5;0.5;143.8;8.2;7.6
1637;Durable consumer goods;2023 April;117.5;-5.7;-3.6;138.4;0.9;7.0
1638;Durable consumer goods;2023 May;125.7;-2.3;-3.5;148.8;4.9;7.5
1639;Durable consumer goods;2023 June;134.1;2.4;1.4;155.2;7.8;5.3
1640;Durable consumer goods;2023 2nd quarter;125.8;-1.8;-1.9;147.5;4.6;6.5
1641;Durable consumer goods;2023 July;126.0;-4.3;-2.7;142.7;1.5;6.0
1642;Durable consumer goods;2023 August;114.0;0.4;-0.9;131.4;6.9;6.5
1643;Durable consumer goods;2023 September;118.6;-3.9;-4.6;139.3;0.4;4.4
1644;Durable consumer goods;2023 3rd quarter;119.5;-2.7;-2.8;137.8;2.8;5.6
1645;Durable consumer goods;2023 October;117.6;-1.7;-0.9;141.2;2.4;4.2
1646;Durable consumer goods;2023 November;125.1;-0.1;-0.2;147.0;3.0;3.1
1647;Durable consumer goods;2023 December;121.8;-1.4;1.4;143.3;0.2;1.6
1648;Durable consumer goods;2023 4th quarter;121.5;-1.0;0.1;143.8;1.9;2.9
1649;Durable consumer goods;2023;122.6;-1.3;-1.0;143.2;4.3;5.7
1650;Durable consumer goods;2024 January;126.0;-0.7;-1.9;146.2;1.0;1.7
1651;Durable consumer goods;2024 February;117.5;4.8;1.0;137.8;5.3;0.5
1652;Durable consumer goods;2024 March;135.5;3.1;4.7;161.2;3.5;0.4
1653;Durable consumer goods;2024 1st quarter;126.3;2.3;1.3;148.4;3.2;0.8
1654;Durable consumer goods;2024 April;121.1;3.0;2.8;140.6;1.5;-1.4
1655;Durable consumer goods;2024 May;132.1;5.1;3.4;152.2;2.3;-2.6
1656;Textiles and clothing;2000;81.1;4.5;;77.6;5.1;0.5
1657;Textiles and clothing;2001;81.8;0.9;;81.5;5.0;4.1
1658;Textiles and clothing;2002;82.1;0.3;;83.7;2.8;2.5
1659;Textiles and clothing;2003;80.2;-2.3;;80.3;-4.2;-1.9
1660;Textiles and clothing;2004;80.6;0.6;;79.8;-0.6;-1.2
1661;Textiles and clothing;2005;80.9;0.3;;79.3;-0.5;-0.8
1662;Textiles and clothing;2006;86.9;7.4;;85.4;7.7;0.2
1663;Textiles and clothing;2007;91.2;5.0;;90.6;6.0;1.0
1664;Textiles and clothing;2008;91.3;0.1;;90.5;-0.1;-0.2
1665;Textiles and clothing;2009;89.9;-1.6;;88.1;-2.6;-1.0
1666;Textiles and clothing;2010;91.5;1.9;;90.0;2.2;0.3
1667;Textiles and clothing;2011;92.2;0.7;;92.0;2.2;1.4
1668;Textiles and clothing;2012;91.1;-1.2;;91.5;-0.5;0.7
1669;Textiles and clothing;2013;90.5;-0.7;;91.6;0.1;0.8
1670;Textiles and clothing;2014;94.8;4.8;;95.6;4.3;-0.4
1671;Textiles and clothing;2015;100.0;5.5;;100.0;4.6;-0.8
1672;Textiles and clothing;2016;99.9;-0.1;;100.8;0.8;0.9
1673;Textiles and clothing;2017;103.5;3.5;;104.8;3.9;0.4
1674;Textiles and clothing;2018;103.9;0.4;;105.3;0.5;0.1
1675;Textiles and clothing;2019;105.0;1.0;;108.6;3.1;2.0
1676;Textiles and clothing;2020;88.8;-15.4;;92.8;-14.6;1.0
1677;Textiles and clothing;2000 January;84.6;2.5;;68.4;2.5;0.0
1678;Textiles and clothing;2000 February;70.8;15.2;;61.1;13.7;-1.3
1679;Textiles and clothing;2000 March;82.4;-0.7;;79.3;0.3;1.0
1680;Textiles and clothing;2000 1st quarter;79.3;4.8;;69.6;4.7;-0.1
1681;Textiles and clothing;2000 April;78.4;3.2;;74.6;5.0;1.8
1682;Textiles and clothing;2000 May;85.6;7.6;;82.4;8.6;0.9
1683;Textiles and clothing;2000 June;77.0;-5.0;;70.0;-2.9;2.2
1684;Textiles and clothing;2000 2nd quarter;80.4;1.8;;75.7;3.6;1.8
1685;Textiles and clothing;2000 July;79.8;2.6;;70.4;1.9;-0.6
1686;Textiles and clothing;2000 August;71.6;12.2;;65.6;7.1;-4.5
1687;Textiles and clothing;2000 September;87.2;18.0;;88.9;18.0;0.0
1688;Textiles and clothing;2000 3rd quarter;79.5;10.7;;75.0;9.4;-1.2
1689;Textiles and clothing;2000 October;84.4;-2.0;;92.3;0.0;2.0
1690;Textiles and clothing;2000 November;77.3;8.0;;83.0;9.6;1.5
1691;Textiles and clothing;2000 December;94.2;0.1;;94.6;1.5;1.5
1692;Textiles and clothing;2000 4th quarter;85.3;1.6;;90.0;3.3;1.7
1693;Textiles and clothing;2001 January;87.2;3.0;;72.7;6.3;3.2
1694;Textiles and clothing;2001 February;70.4;-0.5;;62.9;2.9;3.4
1695;Textiles and clothing;2001 March;86.4;4.9;;86.4;8.9;3.9
1696;Textiles and clothing;2001 1st quarter;81.4;2.6;;74.0;6.3;3.6
1697;Textiles and clothing;2001 April;75.6;-3.6;;74.3;-0.4;3.4
1698;Textiles and clothing;2001 May;89.5;4.6;;89.1;8.1;3.3
1699;Textiles and clothing;2001 June;81.5;5.7;;77.2;10.2;4.2
1700;Textiles and clothing;2001 2nd quarter;82.2;2.3;;80.2;6.0;3.6
1701;Textiles and clothing;2001 July;77.0;-3.5;;70.4;0.0;3.6
1702;Textiles and clothing;2001 August;73.5;2.7;;69.6;6.0;3.2
1703;Textiles and clothing;2001 September;92.5;6.1;;97.6;9.8;3.4
1704;Textiles and clothing;2001 3rd quarter;81.0;1.9;;79.2;5.6;3.7
1705;Textiles and clothing;2001 October;80.1;-5.1;;92.2;-0.2;5.1
1706;Textiles and clothing;2001 November;76.3;-1.2;;86.1;3.7;5.0
1707;Textiles and clothing;2001 December;91.9;-2.4;;99.1;4.8;7.3
1708;Textiles and clothing;2001 4th quarter;82.8;-2.9;;92.4;2.8;5.8
1709;Textiles and clothing;2002 January;79.6;-8.7;;71.8;-1.3;8.1
1710;Textiles and clothing;2002 February;69.7;-1.1;;66.1;5.0;6.1
1711;Textiles and clothing;2002 March;88.8;2.7;;92.7;7.2;4.4
1712;Textiles and clothing;2002 1st quarter;79.4;-2.5;;76.8;3.8;6.4
1713;Textiles and clothing;2002 April;82.1;8.6;;80.0;7.6;-0.9
1714;Textiles and clothing;2002 May;86.5;-3.4;;84.3;-5.3;-2.0
1715;Textiles and clothing;2002 June;88.0;8.0;;81.7;5.9;-1.9
1716;Textiles and clothing;2002 2nd quarter;85.5;4.1;;82.0;2.3;-1.7
1717;Textiles and clothing;2002 July;76.1;-1.3;;74.2;5.3;6.7
1718;Textiles and clothing;2002 August;72.2;-1.7;;73.8;6.0;7.9
1719;Textiles and clothing;2002 September;81.8;-11.6;;92.5;-5.2;7.2
1720;Textiles and clothing;2002 3rd quarter;76.7;-5.3;;80.1;1.2;6.9
1721;Textiles and clothing;2002 October;89.8;12.1;;103.3;12.1;0.1
1722;Textiles and clothing;2002 November;76.0;-0.4;;85.2;-1.1;-0.7
1723;Textiles and clothing;2002 December;94.1;2.4;;99.3;0.3;-2.1
1724;Textiles and clothing;2002 4th quarter;86.6;4.7;;96.0;3.8;-0.8
1725;Textiles and clothing;2003 January;84.4;6.0;;74.2;3.3;-2.5
1726;Textiles and clothing;2003 February;73.5;5.5;;68.1;3.1;-2.3
1727;Textiles and clothing;2003 March;84.0;-5.3;;88.5;-4.5;0.9
1728;Textiles and clothing;2003 1st quarter;80.6;1.6;;76.9;0.1;-1.5
1729;Textiles and clothing;2003 April;83.4;1.5;;79.9;-0.1;-1.6
1730;Textiles and clothing;2003 May;85.0;-1.7;;82.3;-2.4;-0.7
1731;Textiles and clothing;2003 June;84.2;-4.3;;75.4;-7.8;-3.7
1732;Textiles and clothing;2003 2nd quarter;84.2;-1.6;;79.2;-3.4;-1.9
1733;Textiles and clothing;2003 July;73.8;-3.0;;70.3;-5.2;-2.2
1734;Textiles and clothing;2003 August;69.2;-4.2;;67.9;-7.9;-3.9
1735;Textiles and clothing;2003 September;77.0;-5.8;;85.3;-7.8;-2.1
1736;Textiles and clothing;2003 3rd quarter;73.3;-4.4;;74.5;-7.0;-2.7
1737;Textiles and clothing;2003 October;89.8;0.0;;100.9;-2.3;-2.3
1738;Textiles and clothing;2003 November;69.9;-8.1;;77.8;-8.7;-0.7
1739;Textiles and clothing;2003 December;88.2;-6.3;;92.5;-6.9;-0.6
1740;Textiles and clothing;2003 4th quarter;82.6;-4.6;;90.4;-5.8;-1.2
1741;Textiles and clothing;2004 January;85.3;1.1;;72.8;-1.8;-2.8
1742;Textiles and clothing;2004 February;67.8;-7.8;;62.9;-7.7;0.1
1743;Textiles and clothing;2004 March;80.9;-3.8;;84.1;-5.0;-1.2
1744;Textiles and clothing;2004 1st quarter;78.0;-3.3;;73.3;-4.8;-1.5
1745;Textiles and clothing;2004 April;87.1;4.5;;82.0;2.7;-1.7
1746;Textiles and clothing;2004 May;85.4;0.5;;81.4;-1.1;-1.6
1747;Textiles and clothing;2004 June;88.1;4.7;;77.0;2.1;-2.4
1748;Textiles and clothing;2004 2nd quarter;86.9;3.2;;80.1;1.2;-1.9
1749;Textiles and clothing;2004 July;80.8;9.5;;74.5;6.0;-3.2
1750;Textiles and clothing;2004 August;69.4;0.4;;68.6;1.0;0.7
1751;Textiles and clothing;2004 September;79.1;2.6;;88.0;3.1;0.5
1752;Textiles and clothing;2004 3rd quarter;76.4;4.2;;77.0;3.4;-0.8
1753;Textiles and clothing;2004 October;83.2;-7.4;;95.2;-5.7;1.8
1754;Textiles and clothing;2004 November;67.6;-3.3;;75.7;-2.7;0.6
1755;Textiles and clothing;2004 December;93.1;5.6;;95.0;2.7;-2.8
1756;Textiles and clothing;2004 4th quarter;81.3;-1.6;;88.6;-2.0;-0.4
1757;Textiles and clothing;2005 January;81.9;-3.9;;68.3;-6.2;-2.4
1758;Textiles and clothing;2005 February;65.6;-3.3;;59.8;-4.9;-1.7
1759;Textiles and clothing;2005 March;84.6;4.6;;86.2;2.4;-2.0
1760;Textiles and clothing;2005 1st quarter;77.4;-0.8;;71.4;-2.5;-1.8
1761;Textiles and clothing;2005 April;80.6;-7.5;;75.3;-8.2;-0.7
1762;Textiles and clothing;2005 May;77.5;-9.3;;72.9;-10.4;-1.2
1763;Textiles and clothing;2005 June;89.3;1.3;;76.9;0.0;-1.3
1764;Textiles and clothing;2005 2nd quarter;82.4;-5.1;;75.1;-6.3;-1.3
1765;Textiles and clothing;2005 July;79.1;-2.1;;72.9;-2.2;-0.1
1766;Textiles and clothing;2005 August;74.6;7.4;;70.9;3.3;-3.8
1767;Textiles and clothing;2005 September;78.5;-0.7;;87.0;-1.1;-0.4
1768;Textiles and clothing;2005 3rd quarter;77.4;1.3;;76.9;-0.2;-1.4
1769;Textiles and clothing;2005 October;85.2;2.4;;96.7;1.5;-0.9
1770;Textiles and clothing;2005 November;74.4;10.1;;82.9;9.5;-0.6
1771;Textiles and clothing;2005 December;99.5;6.9;;102.5;7.9;0.9
1772;Textiles and clothing;2005 4th quarter;86.4;6.2;;94.0;6.1;-0.2
1773;Textiles and clothing;2006 January;88.1;7.6;;73.0;6.8;-0.7
1774;Textiles and clothing;2006 February;71.0;8.3;;63.4;6.0;-2.1
1775;Textiles and clothing;2006 March;85.3;0.9;;86.3;0.1;-0.7
1776;Textiles and clothing;2006 1st quarter;81.5;5.3;;74.2;3.9;-1.3
1777;Textiles and clothing;2006 April;86.2;7.0;;80.2;6.5;-0.5
1778;Textiles and clothing;2006 May;91.3;17.8;;85.6;17.4;-0.3
1779;Textiles and clothing;2006 June;91.7;2.7;;79.6;3.4;0.7
1780;Textiles and clothing;2006 2nd quarter;89.7;8.8;;81.8;9.0;0.1
1781;Textiles and clothing;2006 July;84.5;6.8;;77.5;6.3;-0.4
1782;Textiles and clothing;2006 August;86.9;16.5;;86.5;22.0;4.8
1783;Textiles and clothing;2006 September;83.2;5.9;;92.4;6.2;0.3
1784;Textiles and clothing;2006 3rd quarter;84.8;9.6;;85.5;11.1;1.4
1785;Textiles and clothing;2006 October;87.4;2.7;;99.5;3.0;0.3
1786;Textiles and clothing;2006 November;82.1;10.3;;92.0;11.1;0.7
1787;Textiles and clothing;2006 December;105.0;5.5;;109.1;6.4;0.8
1788;Textiles and clothing;2006 4th quarter;91.5;6.0;;100.2;6.6;0.6
1789;Textiles and clothing;2007 January;93.3;5.8;;78.0;6.9;1.0
1790;Textiles and clothing;2007 February;80.4;13.2;;71.1;12.2;-0.9
1791;Textiles and clothing;2007 March;97.9;14.7;;102.4;18.7;3.5
1792;Textiles and clothing;2007 1st quarter;90.5;11.1;;83.8;13.0;1.7
1793;Textiles and clothing;2007 April;94.8;10.0;;91.3;13.9;3.5
1794;Textiles and clothing;2007 May;87.2;-4.5;;83.2;-2.8;1.7
1795;Textiles and clothing;2007 June;98.6;7.6;;87.1;9.5;1.8
1796;Textiles and clothing;2007 2nd quarter;93.5;4.3;;87.2;6.6;2.3
1797;Textiles and clothing;2007 July;88.9;5.2;;84.0;8.3;2.9
1798;Textiles and clothing;2007 August;84.7;-2.5;;85.1;-1.6;1.0
1799;Textiles and clothing;2007 September;92.8;11.5;;103.0;11.6;0.0
1800;Textiles and clothing;2007 3rd quarter;88.8;4.6;;90.7;6.1;1.4
1801;Textiles and clothing;2007 October;91.5;4.7;;104.3;4.8;0.1
1802;Textiles and clothing;2007 November;80.0;-2.6;;89.2;-3.0;-0.4
1803;Textiles and clothing;2007 December;104.5;-0.5;;107.9;-1.0;-0.6
1804;Textiles and clothing;2007 4th quarter;92.0;0.5;;100.5;0.3;-0.2
1805;Textiles and clothing;2008 January;96.6;3.6;;82.6;6.0;2.3
1806;Textiles and clothing;2008 February;86.0;7.0;;79.1;11.2;3.9
1807;Textiles and clothing;2008 March;87.7;-10.4;;92.9;-9.3;1.2
1808;Textiles and clothing;2008 1st quarter;90.1;-0.5;;84.9;1.2;1.7
1809;Textiles and clothing;2008 April;89.8;-5.3;;85.5;-6.4;-1.1
1810;Textiles and clothing;2008 May;100.3;14.9;;94.4;13.4;-1.3
1811;Textiles and clothing;2008 June;92.6;-6.0;;80.7;-7.4;-1.5
1812;Textiles and clothing;2008 2nd quarter;94.2;0.7;;86.8;-0.4;-1.2
1813;Textiles and clothing;2008 July;91.1;2.5;;84.7;0.9;-1.6
1814;Textiles and clothing;2008 August;87.1;2.8;;86.6;1.8;-1.0
1815;Textiles and clothing;2008 September;91.7;-1.2;;101.9;-1.2;0.0
1816;Textiles and clothing;2008 3rd quarter;89.9;1.3;;91.1;0.4;-0.9
1817;Textiles and clothing;2008 October;93.2;1.8;;105.6;1.3;-0.5
1818;Textiles and clothing;2008 November;79.5;-0.6;;88.5;-0.9;-0.3
1819;Textiles and clothing;2008 December;100.4;-4.0;;103.3;-4.3;-0.3
1820;Textiles and clothing;2008 4th quarter;91.0;-1.1;;99.1;-1.3;-0.3
1821;Textiles and clothing;2009 January;100.6;4.1;;82.6;0.0;-4.0
1822;Textiles and clothing;2009 February;80.4;-6.5;;71.6;-9.5;-3.2
1823;Textiles and clothing;2009 March;84.0;-4.2;;89.9;-3.2;1.0
1824;Textiles and clothing;2009 1st quarter;88.3;-2.0;;81.4;-4.1;-2.2
1825;Textiles and clothing;2009 April;94.1;4.8;;89.6;4.8;0.0
1826;Textiles and clothing;2009 May;90.7;-9.6;;85.1;-9.8;-0.3
1827;Textiles and clothing;2009 June;92.4;-0.3;;79.8;-1.1;-0.8
1828;Textiles and clothing;2009 2nd quarter;92.4;-1.9;;84.8;-2.3;-0.4
1829;Textiles and clothing;2009 July;96.1;5.6;;88.0;3.8;-1.6
1830;Textiles and clothing;2009 August;79.7;-8.5;;78.8;-9.1;-0.7
1831;Textiles and clothing;2009 September;88.8;-3.2;;98.4;-3.4;-0.2
1832;Textiles and clothing;2009 3rd quarter;88.2;-1.9;;88.4;-2.9;-1.0
1833;Textiles and clothing;2009 October;95.2;2.2;;108.4;2.6;0.4
1834;Textiles and clothing;2009 November;73.7;-7.2;;82.4;-6.8;0.5
1835;Textiles and clothing;2009 December;102.7;2.3;;102.9;-0.4;-2.7
1836;Textiles and clothing;2009 4th quarter;90.5;-0.5;;97.9;-1.2;-0.7
1837;Textiles and clothing;2010 January;93.1;-7.4;;77.8;-5.8;1.7
1838;Textiles and clothing;2010 February;79.5;-1.2;;70.4;-1.6;-0.4
1839;Textiles and clothing;2010 March;89.9;7.1;;95.7;6.4;-0.7
1840;Textiles and clothing;2010 1st quarter;87.5;-0.9;;81.3;-0.1;0.9
1841;Textiles and clothing;2010 April;90.9;-3.4;;89.6;0.0;3.5
1842;Textiles and clothing;2010 May;88.8;-2.0;;86.5;1.6;3.7
1843;Textiles and clothing;2010 June;101.0;9.3;;89.0;11.5;2.0
1844;Textiles and clothing;2010 2nd quarter;93.6;1.3;;88.4;4.1;2.8
1845;Textiles and clothing;2010 July;97.8;1.7;;91.2;3.7;2.0
1846;Textiles and clothing;2010 August;87.3;9.5;;84.1;6.8;-2.5
1847;Textiles and clothing;2010 September;98.9;11.4;;107.5;9.2;-1.9
1848;Textiles and clothing;2010 3rd quarter;94.7;7.3;;94.3;6.7;-0.6
1849;Textiles and clothing;2010 October;93.5;-1.8;;103.1;-4.9;-3.1
1850;Textiles and clothing;2010 November;79.8;8.2;;87.5;6.2;-1.9
1851;Textiles and clothing;2010 December;97.8;-4.7;;98.0;-4.8;0.0
1852;Textiles and clothing;2010 4th quarter;90.4;-0.2;;96.2;-1.7;-1.6
1853;Textiles and clothing;2011 January;97.5;4.8;;85.5;9.9;4.9
1854;Textiles and clothing;2011 February;83.9;5.5;;78.7;11.8;5.9
1855;Textiles and clothing;2011 March;91.7;2.0;;103.2;7.9;5.8
1856;Textiles and clothing;2011 1st quarter;91.0;4.0;;89.1;9.6;5.4
1857;Textiles and clothing;2011 April;97.7;7.4;;99.1;10.7;3.0
1858;Textiles and clothing;2011 May;91.5;3.1;;91.7;6.0;2.8
1859;Textiles and clothing;2011 June;99.3;-1.8;;90.8;2.1;3.9
1860;Textiles and clothing;2011 2nd quarter;96.2;2.7;;93.9;6.3;3.4
1861;Textiles and clothing;2011 July;100.6;2.9;;92.8;1.8;-1.1
1862;Textiles and clothing;2011 August;88.4;1.3;;85.6;1.8;0.5
1863;Textiles and clothing;2011 September;87.6;-11.4;;97.4;-9.4;2.2
1864;Textiles and clothing;2011 3rd quarter;92.2;-2.6;;91.9;-2.5;0.1
1865;Textiles and clothing;2011 October;87.0;-7.0;;94.8;-8.0;-1.1
1866;Textiles and clothing;2011 November;80.1;0.4;;85.4;-2.4;-2.8
1867;Textiles and clothing;2011 December;101.0;3.3;;98.7;0.7;-2.5
