ID;Sources;Emissions;Periods;EmissionsDutchTerritory_1
1271;Road traffic, passenger cars;VOC emission by evaporation;2013;1.104
1272;Road traffic, passenger cars;VOC emission by evaporation;2014;0.975
1273;Road traffic, passenger cars;VOC emission by evaporation;2015;0.982
1274;Road traffic, passenger cars;VOC emission by evaporation;2016;1.076
1275;Road traffic, passenger cars;VOC emission by evaporation;2017;1.07
1276;Road traffic, passenger cars;VOC emission by evaporation;2018;1.039
1277;Road traffic, passenger cars;VOC emission by evaporation;2019;1.074
1278;Road traffic, passenger cars;VOC emission by evaporation;2020;0.949
1279;Road traffic, passenger cars;VOC emission by evaporation;2021;1.011
1280;Road traffic, passenger cars;Volatile organic compounds (VOC);1990;139.86
1281;Road traffic, passenger cars;Volatile organic compounds (VOC);1991;117.73
1282;Road traffic, passenger cars;Volatile organic compounds (VOC);1992;108.73
1283;Road traffic, passenger cars;Volatile organic compounds (VOC);1993;95.692
1284;Road traffic, passenger cars;Volatile organic compounds (VOC);1994;86.781
1285;Road traffic, passenger cars;Volatile organic compounds (VOC);1995;78.196
1286;Road traffic, passenger cars;Volatile organic compounds (VOC);1996;71.027
1287;Road traffic, passenger cars;Volatile organic compounds (VOC);1997;62.737
1288;Road traffic, passenger cars;Volatile organic compounds (VOC);1998;55.62
1289;Road traffic, passenger cars;Volatile organic compounds (VOC);1999;49.793
1290;Road traffic, passenger cars;Volatile organic compounds (VOC);2000;40.417
1291;Road traffic, passenger cars;Volatile organic compounds (VOC);2001;35.296
1292;Road traffic, passenger cars;Volatile organic compounds (VOC);2002;31.206
1293;Road traffic, passenger cars;Volatile organic compounds (VOC);2003;27.997
1294;Road traffic, passenger cars;Volatile organic compounds (VOC);2004;25.668
1295;Road traffic, passenger cars;Volatile organic compounds (VOC);2005;22.713
1296;Road traffic, passenger cars;Volatile organic compounds (VOC);2006;20.958
1297;Road traffic, passenger cars;Volatile organic compounds (VOC);2007;20.121
1298;Road traffic, passenger cars;Volatile organic compounds (VOC);2008;19.217
1299;Road traffic, passenger cars;Volatile organic compounds (VOC);2009;18.197
1300;Road traffic, passenger cars;Volatile organic compounds (VOC);2010;17.616
1301;Road traffic, passenger cars;Volatile organic compounds (VOC);2011;17.294
1302;Road traffic, passenger cars;Volatile organic compounds (VOC);2012;16.423
1303;Road traffic, passenger cars;Volatile organic compounds (VOC);2013;16.286
1304;Road traffic, passenger cars;Volatile organic compounds (VOC);2014;15.809
1305;Road traffic, passenger cars;Volatile organic compounds (VOC);2015;15.991
1306;Road traffic, passenger cars;Volatile organic compounds (VOC);2016;16.18
1307;Road traffic, passenger cars;Volatile organic compounds (VOC);2017;16.518
1308;Road traffic, passenger cars;Volatile organic compounds (VOC);2018;15.167
1309;Road traffic, passenger cars;Volatile organic compounds (VOC);2019;14.85
1310;Road traffic, passenger cars;Volatile organic compounds (VOC);2020;12.941
1311;Road traffic, passenger cars;Volatile organic compounds (VOC);2021;13.246
1312;Road traffic, passenger cars;Methane (CH4);1990;5.242
1313;Road traffic, passenger cars;Methane (CH4);1991;4.38
1314;Road traffic, passenger cars;Methane (CH4);1992;4.105
1315;Road traffic, passenger cars;Methane (CH4);1993;3.653
1316;Road traffic, passenger cars;Methane (CH4);1994;3.375
1317;Road traffic, passenger cars;Methane (CH4);1995;3.183
1318;Road traffic, passenger cars;Methane (CH4);1996;3.01
1319;Road traffic, passenger cars;Methane (CH4);1997;2.759
1320;Road traffic, passenger cars;Methane (CH4);1998;2.542
1321;Road traffic, passenger cars;Methane (CH4);1999;2.398
1322;Road traffic, passenger cars;Methane (CH4);2000;2.174
1323;Road traffic, passenger cars;Methane (CH4);2001;2.125
1324;Road traffic, passenger cars;Methane (CH4);2002;2.107
1325;Road traffic, passenger cars;Methane (CH4);2003;2.096
1326;Road traffic, passenger cars;Methane (CH4);2004;2.081
1327;Road traffic, passenger cars;Methane (CH4);2005;1.98
1328;Road traffic, passenger cars;Methane (CH4);2006;1.946
1329;Road traffic, passenger cars;Methane (CH4);2007;1.966
1330;Road traffic, passenger cars;Methane (CH4);2008;1.937
1331;Road traffic, passenger cars;Methane (CH4);2009;1.872
1332;Road traffic, passenger cars;Methane (CH4);2010;1.854
1333;Road traffic, passenger cars;Methane (CH4);2011;1.826
1334;Road traffic, passenger cars;Methane (CH4);2012;1.764
1335;Road traffic, passenger cars;Methane (CH4);2013;1.789
1336;Road traffic, passenger cars;Methane (CH4);2014;1.794
1337;Road traffic, passenger cars;Methane (CH4);2015;1.839
1338;Road traffic, passenger cars;Methane (CH4);2016;1.881
1339;Road traffic, passenger cars;Methane (CH4);2017;1.933
1340;Road traffic, passenger cars;Methane (CH4);2018;1.818
1341;Road traffic, passenger cars;Methane (CH4);2019;1.769
1342;Road traffic, passenger cars;Methane (CH4);2020;1.516
1343;Road traffic, passenger cars;Methane (CH4);2021;1.524
1344;Road traffic, passenger cars;NMVOS;1990;134.62
1345;Road traffic, passenger cars;NMVOS;1991;113.35
1346;Road traffic, passenger cars;NMVOS;1992;104.62
1347;Road traffic, passenger cars;NMVOS;1993;92.039
1348;Road traffic, passenger cars;NMVOS;1994;83.406
1349;Road traffic, passenger cars;NMVOS;1995;75.013
1350;Road traffic, passenger cars;NMVOS;1996;68.017
1351;Road traffic, passenger cars;NMVOS;1997;59.978
1352;Road traffic, passenger cars;NMVOS;1998;53.079
1353;Road traffic, passenger cars;NMVOS;1999;47.395
1354;Road traffic, passenger cars;NMVOS;2000;38.243
1355;Road traffic, passenger cars;NMVOS;2001;33.172
1356;Road traffic, passenger cars;NMVOS;2002;29.098
1357;Road traffic, passenger cars;NMVOS;2003;25.901
1358;Road traffic, passenger cars;NMVOS;2004;23.587
1359;Road traffic, passenger cars;NMVOS;2005;20.733
1360;Road traffic, passenger cars;NMVOS;2006;19.012
1361;Road traffic, passenger cars;NMVOS;2007;18.155
1362;Road traffic, passenger cars;NMVOS;2008;17.28
1363;Road traffic, passenger cars;NMVOS;2009;16.324
1364;Road traffic, passenger cars;NMVOS;2010;15.762
1365;Road traffic, passenger cars;NMVOS;2011;15.468
1366;Road traffic, passenger cars;NMVOS;2012;14.659
1367;Road traffic, passenger cars;NMVOS;2013;14.496
1368;Road traffic, passenger cars;NMVOS;2014;14.015
1369;Road traffic, passenger cars;NMVOS;2015;14.151
1370;Road traffic, passenger cars;NMVOS;2016;14.299
1371;Road traffic, passenger cars;NMVOS;2017;14.585
1372;Road traffic, passenger cars;NMVOS;2018;13.349
1373;Road traffic, passenger cars;NMVOS;2019;13.081
1374;Road traffic, passenger cars;NMVOS;2020;11.425
1375;Road traffic, passenger cars;NMVOS;2021;11.721
1376;Road traffic, passenger cars;Nitrogen oxides (NOx);1990;142.66
1377;Road traffic, passenger cars;Nitrogen oxides (NOx);1991;130.44
1378;Road traffic, passenger cars;Nitrogen oxides (NOx);1992;121.93
1379;Road traffic, passenger cars;Nitrogen oxides (NOx);1993;109.3
1380;Road traffic, passenger cars;Nitrogen oxides (NOx);1994;100.63
1381;Road traffic, passenger cars;Nitrogen oxides (NOx);1995;91.193
1382;Road traffic, passenger cars;Nitrogen oxides (NOx);1996;86.17
1383;Road traffic, passenger cars;Nitrogen oxides (NOx);1997;79.467
1384;Road traffic, passenger cars;Nitrogen oxides (NOx);1998;73.764
1385;Road traffic, passenger cars;Nitrogen oxides (NOx);1999;70.112
1386;Road traffic, passenger cars;Nitrogen oxides (NOx);2000;62.964
1387;Road traffic, passenger cars;Nitrogen oxides (NOx);2001;57.528
1388;Road traffic, passenger cars;Nitrogen oxides (NOx);2002;53.146
1389;Road traffic, passenger cars;Nitrogen oxides (NOx);2003;49.535
1390;Road traffic, passenger cars;Nitrogen oxides (NOx);2004;46.853
1391;Road traffic, passenger cars;Nitrogen oxides (NOx);2005;42.267
1392;Road traffic, passenger cars;Nitrogen oxides (NOx);2006;39.423
1393;Road traffic, passenger cars;Nitrogen oxides (NOx);2007;37.224
1394;Road traffic, passenger cars;Nitrogen oxides (NOx);2008;34.561
1395;Road traffic, passenger cars;Nitrogen oxides (NOx);2009;32.081
1396;Road traffic, passenger cars;Nitrogen oxides (NOx);2010;30.742
1397;Road traffic, passenger cars;Nitrogen oxides (NOx);2011;30.111
1398;Road traffic, passenger cars;Nitrogen oxides (NOx);2012;29.251
1399;Road traffic, passenger cars;Nitrogen oxides (NOx);2013;28.114
1400;Road traffic, passenger cars;Nitrogen oxides (NOx);2014;27.05
1401;Road traffic, passenger cars;Nitrogen oxides (NOx);2015;27.61
1402;Road traffic, passenger cars;Nitrogen oxides (NOx);2016;26.377
1403;Road traffic, passenger cars;Nitrogen oxides (NOx);2017;26.583
1404;Road traffic, passenger cars;Nitrogen oxides (NOx);2018;26.451
1405;Road traffic, passenger cars;Nitrogen oxides (NOx);2019;24.648
1406;Road traffic, passenger cars;Nitrogen oxides (NOx);2020;19.243
1407;Road traffic, passenger cars;Nitrogen oxides (NOx);2021;18.723
1408;Road traffic, passenger cars;Dinitrogen oxide (N2O);1990;0.245
1409;Road traffic, passenger cars;Dinitrogen oxide (N2O);1991;0.324
1410;Road traffic, passenger cars;Dinitrogen oxide (N2O);1992;0.427
1411;Road traffic, passenger cars;Dinitrogen oxide (N2O);1993;0.492
1412;Road traffic, passenger cars;Dinitrogen oxide (N2O);1994;0.573
1413;Road traffic, passenger cars;Dinitrogen oxide (N2O);1995;0.628
1414;Road traffic, passenger cars;Dinitrogen oxide (N2O);1996;0.649
1415;Road traffic, passenger cars;Dinitrogen oxide (N2O);1997;0.66
1416;Road traffic, passenger cars;Dinitrogen oxide (N2O);1998;0.659
1417;Road traffic, passenger cars;Dinitrogen oxide (N2O);1999;0.664
1418;Road traffic, passenger cars;Dinitrogen oxide (N2O);2000;0.694
1419;Road traffic, passenger cars;Dinitrogen oxide (N2O);2001;0.683
1420;Road traffic, passenger cars;Dinitrogen oxide (N2O);2002;0.673
1421;Road traffic, passenger cars;Dinitrogen oxide (N2O);2003;0.651
1422;Road traffic, passenger cars;Dinitrogen oxide (N2O);2004;0.637
1423;Road traffic, passenger cars;Dinitrogen oxide (N2O);2005;0.613
1424;Road traffic, passenger cars;Dinitrogen oxide (N2O);2006;0.605
1425;Road traffic, passenger cars;Dinitrogen oxide (N2O);2007;0.603
1426;Road traffic, passenger cars;Dinitrogen oxide (N2O);2008;0.595
1427;Road traffic, passenger cars;Dinitrogen oxide (N2O);2009;0.59
1428;Road traffic, passenger cars;Dinitrogen oxide (N2O);2010;0.598
1429;Road traffic, passenger cars;Dinitrogen oxide (N2O);2011;0.618
1430;Road traffic, passenger cars;Dinitrogen oxide (N2O);2012;0.669
1431;Road traffic, passenger cars;Dinitrogen oxide (N2O);2013;0.694
1432;Road traffic, passenger cars;Dinitrogen oxide (N2O);2014;0.654
1433;Road traffic, passenger cars;Dinitrogen oxide (N2O);2015;0.694
1434;Road traffic, passenger cars;Dinitrogen oxide (N2O);2016;0.694
1435;Road traffic, passenger cars;Dinitrogen oxide (N2O);2017;0.79
1436;Road traffic, passenger cars;Dinitrogen oxide (N2O);2018;0.746
1437;Road traffic, passenger cars;Dinitrogen oxide (N2O);2019;0.762
1438;Road traffic, passenger cars;Dinitrogen oxide (N2O);2020;0.673
1439;Road traffic, passenger cars;Dinitrogen oxide (N2O);2021;0.702
1440;Road traffic, passenger cars;Sulphur dioxide (SO2);1990;4.617
1441;Road traffic, passenger cars;Sulphur dioxide (SO2);1991;4.458
1442;Road traffic, passenger cars;Sulphur dioxide (SO2);1992;4.453
1443;Road traffic, passenger cars;Sulphur dioxide (SO2);1993;4.17
1444;Road traffic, passenger cars;Sulphur dioxide (SO2);1994;3.99
1445;Road traffic, passenger cars;Sulphur dioxide (SO2);1995;3.551
1446;Road traffic, passenger cars;Sulphur dioxide (SO2);1996;2.695
1447;Road traffic, passenger cars;Sulphur dioxide (SO2);1997;1.493
1448;Road traffic, passenger cars;Sulphur dioxide (SO2);1998;1.586
1449;Road traffic, passenger cars;Sulphur dioxide (SO2);1999;1.736
1450;Road traffic, passenger cars;Sulphur dioxide (SO2);2000;1.263
1451;Road traffic, passenger cars;Sulphur dioxide (SO2);2001;0.484
1452;Road traffic, passenger cars;Sulphur dioxide (SO2);2002;0.542
1453;Road traffic, passenger cars;Sulphur dioxide (SO2);2003;0.286
1454;Road traffic, passenger cars;Sulphur dioxide (SO2);2004;0.329
1455;Road traffic, passenger cars;Sulphur dioxide (SO2);2005;0.17
1456;Road traffic, passenger cars;Sulphur dioxide (SO2);2006;0.203
1457;Road traffic, passenger cars;Sulphur dioxide (SO2);2007;0.205
1458;Road traffic, passenger cars;Sulphur dioxide (SO2);2008;0.109
1459;Road traffic, passenger cars;Sulphur dioxide (SO2);2009;0.109
1460;Road traffic, passenger cars;Sulphur dioxide (SO2);2010;0.11
1461;Road traffic, passenger cars;Sulphur dioxide (SO2);2011;0.111
1462;Road traffic, passenger cars;Sulphur dioxide (SO2);2012;0.11
1463;Road traffic, passenger cars;Sulphur dioxide (SO2);2013;0.109
1464;Road traffic, passenger cars;Sulphur dioxide (SO2);2014;0.109
1465;Road traffic, passenger cars;Sulphur dioxide (SO2);2015;0.111
1466;Road traffic, passenger cars;Sulphur dioxide (SO2);2016;0.113
1467;Road traffic, passenger cars;Sulphur dioxide (SO2);2017;0.113
1468;Road traffic, passenger cars;Sulphur dioxide (SO2);2018;0.115
1469;Road traffic, passenger cars;Sulphur dioxide (SO2);2019;0.115
1470;Road traffic, passenger cars;Sulphur dioxide (SO2);2020;0.097
1471;Road traffic, passenger cars;Sulphur dioxide (SO2);2021;0.1
1472;Road traffic, passenger cars;PM10;1990;6.888
1473;Road traffic, passenger cars;PM10;1991;6.22
1474;Road traffic, passenger cars;PM10;1992;6.026
1475;Road traffic, passenger cars;PM10;1993;5.511
1476;Road traffic, passenger cars;PM10;1994;5.298
1477;Road traffic, passenger cars;PM10;1995;5.015
1478;Road traffic, passenger cars;PM10;1996;4.823
1479;Road traffic, passenger cars;PM10;1997;4.621
1480;Road traffic, passenger cars;PM10;1998;4.521
1481;Road traffic, passenger cars;PM10;1999;4.544
1482;Road traffic, passenger cars;PM10;2000;4.362
1483;Road traffic, passenger cars;PM10;2001;4.169
1484;Road traffic, passenger cars;PM10;2002;4.031
1485;Road traffic, passenger cars;PM10;2003;3.898
1486;Road traffic, passenger cars;PM10;2004;3.84
1487;Road traffic, passenger cars;PM10;2005;3.645
1488;Road traffic, passenger cars;PM10;2006;3.504
1489;Road traffic, passenger cars;PM10;2007;3.399
1490;Road traffic, passenger cars;PM10;2008;3.189
1491;Road traffic, passenger cars;PM10;2009;3.018
1492;Road traffic, passenger cars;PM10;2010;2.914
1493;Road traffic, passenger cars;PM10;2011;2.764
1494;Road traffic, passenger cars;PM10;2012;2.61
1495;Road traffic, passenger cars;PM10;2013;2.484
1496;Road traffic, passenger cars;PM10;2014;2.365
1497;Road traffic, passenger cars;PM10;2015;2.334
1498;Road traffic, passenger cars;PM10;2016;2.287
1499;Road traffic, passenger cars;PM10;2017;2.309
1500;Road traffic, passenger cars;PM10;2018;2.264
1501;Road traffic, passenger cars;PM10;2019;2.219
1502;Road traffic, passenger cars;PM10;2020;1.842
1503;Road traffic, passenger cars;PM10;2021;1.887
1504;Road traffic, passenger cars;PM2.5 (Particulate matter);1990;5.727
1505;Road traffic, passenger cars;PM2.5 (Particulate matter);1991;5.106
1506;Road traffic, passenger cars;PM2.5 (Particulate matter);1992;4.864
1507;Road traffic, passenger cars;PM2.5 (Particulate matter);1993;4.373
1508;Road traffic, passenger cars;PM2.5 (Particulate matter);1994;4.137
1509;Road traffic, passenger cars;PM2.5 (Particulate matter);1995;3.848
1510;Road traffic, passenger cars;PM2.5 (Particulate matter);1996;3.647
1511;Road traffic, passenger cars;PM2.5 (Particulate matter);1997;3.429
1512;Road traffic, passenger cars;PM2.5 (Particulate matter);1998;3.312
1513;Road traffic, passenger cars;PM2.5 (Particulate matter);1999;3.299
1514;Road traffic, passenger cars;PM2.5 (Particulate matter);2000;3.118
1515;Road traffic, passenger cars;PM2.5 (Particulate matter);2001;2.911
1516;Road traffic, passenger cars;PM2.5 (Particulate matter);2002;2.746
1517;Road traffic, passenger cars;PM2.5 (Particulate matter);2003;2.598
1518;Road traffic, passenger cars;PM2.5 (Particulate matter);2004;2.505
1519;Road traffic, passenger cars;PM2.5 (Particulate matter);2005;2.29
1520;Road traffic, passenger cars;PM2.5 (Particulate matter);2006;2.134
1521;Road traffic, passenger cars;PM2.5 (Particulate matter);2007;2.004
1522;Road traffic, passenger cars;PM2.5 (Particulate matter);2008;1.806
1523;Road traffic, passenger cars;PM2.5 (Particulate matter);2009;1.632
1524;Road traffic, passenger cars;PM2.5 (Particulate matter);2010;1.518
1525;Road traffic, passenger cars;PM2.5 (Particulate matter);2011;1.36
1526;Road traffic, passenger cars;PM2.5 (Particulate matter);2012;1.202
1527;Road traffic, passenger cars;PM2.5 (Particulate matter);2013;1.077
1528;Road traffic, passenger cars;PM2.5 (Particulate matter);2014;0.953
1529;Road traffic, passenger cars;PM2.5 (Particulate matter);2015;0.903
1530;Road traffic, passenger cars;PM2.5 (Particulate matter);2016;0.814
1531;Road traffic, passenger cars;PM2.5 (Particulate matter);2017;0.813
1532;Road traffic, passenger cars;PM2.5 (Particulate matter);2018;0.743
1533;Road traffic, passenger cars;PM2.5 (Particulate matter);2019;0.688
