ID;Geslacht;LeeftijdOp31December;InkomenEnWelvaart;Marges;Perioden;Levensverwachting_1;InAlsGoedErvarenGezondheid_2;ZonderLichamelijkeBeperkingen_3;ZonderPsychischeKlachten_4;ZonderGALIBeperkingen_5
923;Totaal mannen en vrouwen;70 jaar;1014755;Bovengrens 95%-interval;2019/2022;17.3;11.6;13.7;15.9;8.8
924;Totaal mannen en vrouwen;70 jaar;1014756;Waarde;2017/2020;17.2;12.5;13.3;16.0;9.3
925;Totaal mannen en vrouwen;70 jaar;1014756;Waarde;2019/2022;17.1;12.5;13.3;15.9;9.2
926;Totaal mannen en vrouwen;70 jaar;1014756;Ondergrens 95%-interval;2017/2020;17.1;11.9;12.7;15.7;8.7
927;Totaal mannen en vrouwen;70 jaar;1014756;Ondergrens 95%-interval;2019/2022;17.1;11.9;12.7;15.5;8.5
928;Totaal mannen en vrouwen;70 jaar;1014756;Bovengrens 95%-interval;2017/2020;17.2;13.1;13.9;16.4;10.0
929;Totaal mannen en vrouwen;70 jaar;1014756;Bovengrens 95%-interval;2019/2022;17.2;13.1;13.9;16.3;9.9
930;Totaal mannen en vrouwen;70 jaar;2021770;Waarde;2017/2020;14.3;6.8;7.0;11.5;5.1
931;Totaal mannen en vrouwen;70 jaar;2021770;Waarde;2019/2022;14.2;6.8;7.1;11.9;5.6
932;Totaal mannen en vrouwen;70 jaar;2021770;Ondergrens 95%-interval;2017/2020;14.3;6.2;6.4;11.0;4.6
933;Totaal mannen en vrouwen;70 jaar;2021770;Ondergrens 95%-interval;2019/2022;14.2;6.3;6.6;11.5;5.1
934;Totaal mannen en vrouwen;70 jaar;2021770;Bovengrens 95%-interval;2017/2020;14.3;7.4;7.5;12.0;5.7
935;Totaal mannen en vrouwen;70 jaar;2021770;Bovengrens 95%-interval;2019/2022;14.2;7.3;7.6;12.3;6.1
936;Totaal mannen en vrouwen;70 jaar;2021780;Waarde;2017/2020;15.7;8.2;8.5;13.4;5.9
937;Totaal mannen en vrouwen;70 jaar;2021780;Waarde;2019/2022;15.5;8.5;8.9;13.5;6.1
938;Totaal mannen en vrouwen;70 jaar;2021780;Ondergrens 95%-interval;2017/2020;15.7;7.8;8.1;13.1;5.5
939;Totaal mannen en vrouwen;70 jaar;2021780;Ondergrens 95%-interval;2019/2022;15.5;8.1;8.5;13.3;5.8
940;Totaal mannen en vrouwen;70 jaar;2021780;Bovengrens 95%-interval;2017/2020;15.7;8.6;8.9;13.7;6.3
941;Totaal mannen en vrouwen;70 jaar;2021780;Bovengrens 95%-interval;2019/2022;15.5;8.9;9.3;13.8;6.4
942;Totaal mannen en vrouwen;70 jaar;2021790;Waarde;2017/2020;16.6;10.2;10.4;15.1;7.5
943;Totaal mannen en vrouwen;70 jaar;2021790;Waarde;2019/2022;16.5;10.3;11.1;14.7;7.4
944;Totaal mannen en vrouwen;70 jaar;2021790;Ondergrens 95%-interval;2017/2020;16.6;9.7;9.9;14.7;7.0
945;Totaal mannen en vrouwen;70 jaar;2021790;Ondergrens 95%-interval;2019/2022;16.5;9.8;10.6;14.3;6.9
946;Totaal mannen en vrouwen;70 jaar;2021790;Bovengrens 95%-interval;2017/2020;16.6;10.8;10.9;15.4;8.0
947;Totaal mannen en vrouwen;70 jaar;2021790;Bovengrens 95%-interval;2019/2022;16.5;10.8;11.6;15.1;7.8
948;Totaal mannen en vrouwen;70 jaar;2021800;Waarde;2017/2020;17.2;10.6;11.6;15.5;8.1
949;Totaal mannen en vrouwen;70 jaar;2021800;Waarde;2019/2022;17.2;10.9;12.5;15.4;8.2
950;Totaal mannen en vrouwen;70 jaar;2021800;Ondergrens 95%-interval;2017/2020;17.1;10.0;11.1;15.2;7.6
951;Totaal mannen en vrouwen;70 jaar;2021800;Ondergrens 95%-interval;2019/2022;17.2;10.4;12.0;15.1;7.7
952;Totaal mannen en vrouwen;70 jaar;2021800;Bovengrens 95%-interval;2017/2020;17.2;11.1;12.1;15.8;8.7
953;Totaal mannen en vrouwen;70 jaar;2021800;Bovengrens 95%-interval;2019/2022;17.2;11.4;13.0;15.8;8.8
954;Totaal mannen en vrouwen;70 jaar;2021810;Waarde;2017/2020;17.5;12.5;13.5;16.1;9.3
955;Totaal mannen en vrouwen;70 jaar;2021810;Waarde;2019/2022;17.6;12.5;13.5;16.0;9.4
956;Totaal mannen en vrouwen;70 jaar;2021810;Ondergrens 95%-interval;2017/2020;17.5;12.0;13.0;15.8;8.8
957;Totaal mannen en vrouwen;70 jaar;2021810;Ondergrens 95%-interval;2019/2022;17.6;12.0;13.1;15.7;8.7
958;Totaal mannen en vrouwen;70 jaar;2021810;Bovengrens 95%-interval;2017/2020;17.6;13.0;14.0;16.4;9.8
959;Totaal mannen en vrouwen;70 jaar;2021810;Bovengrens 95%-interval;2019/2022;17.6;13.0;14.0;16.3;10.1
960;Totaal mannen en vrouwen;75 jaar;1014752;Waarde;2017/2020;11.2;5.6;5.2;9.1;5.6
961;Totaal mannen en vrouwen;75 jaar;1014752;Waarde;2019/2022;11.1;5.5;5.3;9.5;6.3
962;Totaal mannen en vrouwen;75 jaar;1014752;Ondergrens 95%-interval;2017/2020;11.1;5.0;4.7;8.7;5.0
963;Totaal mannen en vrouwen;75 jaar;1014752;Ondergrens 95%-interval;2019/2022;11.0;5.0;4.8;9.2;5.2
964;Totaal mannen en vrouwen;75 jaar;1014752;Bovengrens 95%-interval;2017/2020;11.2;6.1;5.7;9.5;6.1
965;Totaal mannen en vrouwen;75 jaar;1014752;Bovengrens 95%-interval;2019/2022;11.1;6.0;5.8;9.9;7.5
966;Totaal mannen en vrouwen;75 jaar;1014753;Waarde;2017/2020;12.5;6.5;6.1;10.7;4.7
967;Totaal mannen en vrouwen;75 jaar;1014753;Waarde;2019/2022;12.4;6.7;6.6;10.8;4.5
968;Totaal mannen en vrouwen;75 jaar;1014753;Ondergrens 95%-interval;2017/2020;12.5;6.1;5.8;10.4;4.3
969;Totaal mannen en vrouwen;75 jaar;1014753;Ondergrens 95%-interval;2019/2022;12.4;6.3;6.3;10.6;4.1
970;Totaal mannen en vrouwen;75 jaar;1014753;Bovengrens 95%-interval;2017/2020;12.6;6.9;6.5;10.9;5.0
971;Totaal mannen en vrouwen;75 jaar;1014753;Bovengrens 95%-interval;2019/2022;12.4;7.0;6.9;11.1;4.8
972;Totaal mannen en vrouwen;75 jaar;1014754;Waarde;2017/2020;12.9;7.7;7.3;11.7;5.3
973;Totaal mannen en vrouwen;75 jaar;1014754;Waarde;2019/2022;12.9;7.9;7.8;11.3;5.3
974;Totaal mannen en vrouwen;75 jaar;1014754;Ondergrens 95%-interval;2017/2020;12.9;7.2;6.8;11.4;4.8
975;Totaal mannen en vrouwen;75 jaar;1014754;Ondergrens 95%-interval;2019/2022;12.9;7.4;7.3;10.9;4.8
976;Totaal mannen en vrouwen;75 jaar;1014754;Bovengrens 95%-interval;2017/2020;12.9;8.2;7.8;12.0;5.8
977;Totaal mannen en vrouwen;75 jaar;1014754;Bovengrens 95%-interval;2019/2022;12.9;8.4;8.3;11.6;5.8
978;Totaal mannen en vrouwen;75 jaar;1014755;Waarde;2017/2020;13.3;8.5;9.0;11.7;5.8
979;Totaal mannen en vrouwen;75 jaar;1014755;Waarde;2019/2022;13.3;8.2;9.5;11.7;5.8
980;Totaal mannen en vrouwen;75 jaar;1014755;Ondergrens 95%-interval;2017/2020;13.3;7.9;8.4;11.2;5.2
981;Totaal mannen en vrouwen;75 jaar;1014755;Ondergrens 95%-interval;2019/2022;13.3;7.6;9.0;11.3;5.2
982;Totaal mannen en vrouwen;75 jaar;1014755;Bovengrens 95%-interval;2017/2020;13.3;9.1;9.6;12.1;6.4
983;Totaal mannen en vrouwen;75 jaar;1014755;Bovengrens 95%-interval;2019/2022;13.3;8.7;10.1;12.1;6.4
984;Totaal mannen en vrouwen;75 jaar;1014756;Waarde;2017/2020;13.1;9.3;9.5;12.2;6.5
985;Totaal mannen en vrouwen;75 jaar;1014756;Waarde;2019/2022;13.1;9.1;9.4;12.0;6.3
986;Totaal mannen en vrouwen;75 jaar;1014756;Ondergrens 95%-interval;2017/2020;13.1;8.7;8.9;11.8;5.9
987;Totaal mannen en vrouwen;75 jaar;1014756;Ondergrens 95%-interval;2019/2022;13.1;8.5;8.8;11.6;5.6
988;Totaal mannen en vrouwen;75 jaar;1014756;Bovengrens 95%-interval;2017/2020;13.2;10.0;10.1;12.5;7.2
989;Totaal mannen en vrouwen;75 jaar;1014756;Bovengrens 95%-interval;2019/2022;13.1;9.8;10.1;12.5;7.0
990;Totaal mannen en vrouwen;75 jaar;2021770;Waarde;2017/2020;11.1;5.4;4.7;8.9;3.9
991;Totaal mannen en vrouwen;75 jaar;2021770;Waarde;2019/2022;11.1;5.3;5.1;9.4;4.0
992;Totaal mannen en vrouwen;75 jaar;2021770;Ondergrens 95%-interval;2017/2020;11.1;4.9;4.2;8.4;3.3
993;Totaal mannen en vrouwen;75 jaar;2021770;Ondergrens 95%-interval;2019/2022;11.0;4.8;4.6;9.1;3.6
994;Totaal mannen en vrouwen;75 jaar;2021770;Bovengrens 95%-interval;2017/2020;11.1;6.0;5.2;9.3;4.4
995;Totaal mannen en vrouwen;75 jaar;2021770;Bovengrens 95%-interval;2019/2022;11.1;5.8;5.6;9.8;4.5
996;Totaal mannen en vrouwen;75 jaar;2021780;Waarde;2017/2020;12.2;6.0;5.8;10.3;4.3
997;Totaal mannen en vrouwen;75 jaar;2021780;Waarde;2019/2022;12.0;6.2;6.1;10.5;4.3
998;Totaal mannen en vrouwen;75 jaar;2021780;Ondergrens 95%-interval;2017/2020;12.2;5.6;5.4;10.0;4.0
999;Totaal mannen en vrouwen;75 jaar;2021780;Ondergrens 95%-interval;2019/2022;12.0;5.9;5.7;10.2;4.0
1000;Totaal mannen en vrouwen;75 jaar;2021780;Bovengrens 95%-interval;2017/2020;12.2;6.4;6.2;10.6;4.7
1001;Totaal mannen en vrouwen;75 jaar;2021780;Bovengrens 95%-interval;2019/2022;12.0;6.6;6.4;10.7;4.7
1002;Totaal mannen en vrouwen;75 jaar;2021790;Waarde;2017/2020;12.8;7.6;7.0;11.5;5.1
1003;Totaal mannen en vrouwen;75 jaar;2021790;Waarde;2019/2022;12.7;7.5;7.7;11.1;5.2
1004;Totaal mannen en vrouwen;75 jaar;2021790;Ondergrens 95%-interval;2017/2020;12.8;7.1;6.5;11.2;4.6
1005;Totaal mannen en vrouwen;75 jaar;2021790;Ondergrens 95%-interval;2019/2022;12.7;6.9;7.2;10.8;4.8
1006;Totaal mannen en vrouwen;75 jaar;2021790;Bovengrens 95%-interval;2017/2020;12.8;8.2;7.5;11.9;5.6
1007;Totaal mannen en vrouwen;75 jaar;2021790;Bovengrens 95%-interval;2019/2022;12.7;8.0;8.2;11.5;5.7
1008;Totaal mannen en vrouwen;75 jaar;2021800;Waarde;2017/2020;13.3;8.0;8.1;11.9;5.8
1009;Totaal mannen en vrouwen;75 jaar;2021800;Waarde;2019/2022;13.3;8.2;8.9;11.8;5.8
1010;Totaal mannen en vrouwen;75 jaar;2021800;Ondergrens 95%-interval;2017/2020;13.3;7.4;7.6;11.5;5.3
1011;Totaal mannen en vrouwen;75 jaar;2021800;Ondergrens 95%-interval;2019/2022;13.3;7.6;8.4;11.4;5.2
1012;Totaal mannen en vrouwen;75 jaar;2021800;Bovengrens 95%-interval;2017/2020;13.3;8.5;8.6;12.2;6.4
1013;Totaal mannen en vrouwen;75 jaar;2021800;Bovengrens 95%-interval;2019/2022;13.3;8.7;9.4;12.1;6.4
1014;Totaal mannen en vrouwen;75 jaar;2021810;Waarde;2017/2020;13.5;9.4;9.7;12.2;6.5
1015;Totaal mannen en vrouwen;75 jaar;2021810;Waarde;2019/2022;13.5;9.3;9.7;12.1;6.5
1016;Totaal mannen en vrouwen;75 jaar;2021810;Ondergrens 95%-interval;2017/2020;13.5;8.9;9.2;11.9;6.0
1017;Totaal mannen en vrouwen;75 jaar;2021810;Ondergrens 95%-interval;2019/2022;13.5;8.8;9.2;11.8;5.7
1018;Totaal mannen en vrouwen;75 jaar;2021810;Bovengrens 95%-interval;2017/2020;13.5;9.9;10.2;12.5;7.0
1019;Totaal mannen en vrouwen;75 jaar;2021810;Bovengrens 95%-interval;2019/2022;13.5;9.8;10.2;12.5;7.2
1020;Totaal mannen en vrouwen;80 jaar;1014752;Waarde;2017/2020;8.2;4.1;3.0;6.4;4.1
1021;Totaal mannen en vrouwen;80 jaar;1014752;Waarde;2019/2022;8.1;4.0;3.1;6.9;3.9
1022;Totaal mannen en vrouwen;80 jaar;1014752;Ondergrens 95%-interval;2017/2020;8.2;3.6;2.5;5.9;3.6
1023;Totaal mannen en vrouwen;80 jaar;1014752;Ondergrens 95%-interval;2019/2022;8.1;3.5;2.7;6.5;2.7
1024;Totaal mannen en vrouwen;80 jaar;1014752;Bovengrens 95%-interval;2017/2020;8.2;4.6;3.5;6.8;4.6
1025;Totaal mannen en vrouwen;80 jaar;1014752;Bovengrens 95%-interval;2019/2022;8.2;4.5;3.6;7.2;5.0
1026;Totaal mannen en vrouwen;80 jaar;1014753;Waarde;2017/2020;9.3;4.6;3.5;7.8;2.9
1027;Totaal mannen en vrouwen;80 jaar;1014753;Waarde;2019/2022;9.2;4.7;4.0;8.0;2.9
1028;Totaal mannen en vrouwen;80 jaar;1014753;Ondergrens 95%-interval;2017/2020;9.3;4.2;3.1;7.6;2.5
1029;Totaal mannen en vrouwen;80 jaar;1014753;Ondergrens 95%-interval;2019/2022;9.2;4.3;3.6;7.8;2.6
1030;Totaal mannen en vrouwen;80 jaar;1014753;Bovengrens 95%-interval;2017/2020;9.3;5.0;3.8;8.1;3.2
1031;Totaal mannen en vrouwen;80 jaar;1014753;Bovengrens 95%-interval;2019/2022;9.2;5.0;4.3;8.3;3.2
1032;Totaal mannen en vrouwen;80 jaar;1014754;Waarde;2017/2020;9.5;5.2;4.4;8.4;3.4
1033;Totaal mannen en vrouwen;80 jaar;1014754;Waarde;2019/2022;9.4;5.3;4.7;8.0;3.2
1034;Totaal mannen en vrouwen;80 jaar;1014754;Ondergrens 95%-interval;2017/2020;9.4;4.7;3.9;8.1;2.9
1035;Totaal mannen en vrouwen;80 jaar;1014754;Ondergrens 95%-interval;2019/2022;9.4;4.8;4.2;7.6;2.7
1036;Totaal mannen en vrouwen;80 jaar;1014754;Bovengrens 95%-interval;2017/2020;9.5;5.8;4.9;8.8;3.8
1037;Totaal mannen en vrouwen;80 jaar;1014754;Bovengrens 95%-interval;2019/2022;9.5;5.9;5.2;8.4;3.7
1038;Totaal mannen en vrouwen;80 jaar;1014755;Waarde;2017/2020;9.7;6.1;5.8;8.3;3.7
1039;Totaal mannen en vrouwen;80 jaar;1014755;Waarde;2019/2022;9.7;5.6;6.2;8.4;3.8
1040;Totaal mannen en vrouwen;80 jaar;1014755;Ondergrens 95%-interval;2017/2020;9.7;5.5;5.1;7.8;3.1
1041;Totaal mannen en vrouwen;80 jaar;1014755;Ondergrens 95%-interval;2019/2022;9.7;5.0;5.7;8.0;3.2
1042;Totaal mannen en vrouwen;80 jaar;1014755;Bovengrens 95%-interval;2017/2020;9.7;6.7;6.4;8.7;4.3
1043;Totaal mannen en vrouwen;80 jaar;1014755;Bovengrens 95%-interval;2019/2022;9.7;6.2;6.8;8.8;4.4
1044;Totaal mannen en vrouwen;80 jaar;1014756;Waarde;2017/2020;9.5;6.3;6.2;8.7;3.8
1045;Totaal mannen en vrouwen;80 jaar;1014756;Waarde;2019/2022;9.5;6.3;6.2;8.6;3.9
1046;Totaal mannen en vrouwen;80 jaar;1014756;Ondergrens 95%-interval;2017/2020;9.5;5.6;5.6;8.3;3.1
1047;Totaal mannen en vrouwen;80 jaar;1014756;Ondergrens 95%-interval;2019/2022;9.5;5.6;5.5;8.2;3.2
1048;Totaal mannen en vrouwen;80 jaar;1014756;Bovengrens 95%-interval;2017/2020;9.5;6.9;6.8;9.1;4.5
1049;Totaal mannen en vrouwen;80 jaar;1014756;Bovengrens 95%-interval;2019/2022;9.5;7.0;6.9;9.0;4.6
1050;Totaal mannen en vrouwen;80 jaar;2021770;Waarde;2017/2020;8.2;4.0;2.6;6.1;2.3
1051;Totaal mannen en vrouwen;80 jaar;2021770;Waarde;2019/2022;8.2;3.8;2.8;6.8;2.4
1052;Totaal mannen en vrouwen;80 jaar;2021770;Ondergrens 95%-interval;2017/2020;8.2;3.4;2.1;5.7;1.8
1053;Totaal mannen en vrouwen;80 jaar;2021770;Ondergrens 95%-interval;2019/2022;8.2;3.3;2.4;6.4;2.0
1054;Totaal mannen en vrouwen;80 jaar;2021770;Bovengrens 95%-interval;2017/2020;8.2;4.6;3.1;6.6;2.8
1055;Totaal mannen en vrouwen;80 jaar;2021770;Bovengrens 95%-interval;2019/2022;8.2;4.3;3.3;7.2;2.8
1056;Totaal mannen en vrouwen;80 jaar;2021780;Waarde;2017/2020;9.1;4.2;3.3;7.6;2.6
1057;Totaal mannen en vrouwen;80 jaar;2021780;Waarde;2019/2022;9.0;4.4;3.7;7.8;2.8
1058;Totaal mannen en vrouwen;80 jaar;2021780;Ondergrens 95%-interval;2017/2020;9.1;3.8;2.9;7.3;2.2
1059;Totaal mannen en vrouwen;80 jaar;2021780;Ondergrens 95%-interval;2019/2022;9.0;4.0;3.3;7.5;2.5
1060;Totaal mannen en vrouwen;80 jaar;2021780;Bovengrens 95%-interval;2017/2020;9.1;4.6;3.7;7.9;2.9
1061;Totaal mannen en vrouwen;80 jaar;2021780;Bovengrens 95%-interval;2019/2022;9.0;4.8;4.1;8.1;3.1
1062;Totaal mannen en vrouwen;80 jaar;2021790;Waarde;2017/2020;9.4;5.3;4.0;8.2;3.1
1063;Totaal mannen en vrouwen;80 jaar;2021790;Waarde;2019/2022;9.3;5.0;4.6;7.9;3.2
1064;Totaal mannen en vrouwen;80 jaar;2021790;Ondergrens 95%-interval;2017/2020;9.4;4.8;3.5;7.8;2.6
1065;Totaal mannen en vrouwen;80 jaar;2021790;Ondergrens 95%-interval;2019/2022;9.3;4.4;4.1;7.5;2.7
1066;Totaal mannen en vrouwen;80 jaar;2021790;Bovengrens 95%-interval;2017/2020;9.4;5.9;4.5;8.6;3.6
1067;Totaal mannen en vrouwen;80 jaar;2021790;Bovengrens 95%-interval;2019/2022;9.3;5.6;5.2;8.3;3.7
1068;Totaal mannen en vrouwen;80 jaar;2021800;Waarde;2017/2020;9.7;5.6;5.0;8.5;4.0
1069;Totaal mannen en vrouwen;80 jaar;2021800;Waarde;2019/2022;9.8;5.9;5.7;8.5;3.8
1070;Totaal mannen en vrouwen;80 jaar;2021800;Ondergrens 95%-interval;2017/2020;9.7;5.1;4.4;8.1;3.4
1071;Totaal mannen en vrouwen;80 jaar;2021800;Ondergrens 95%-interval;2019/2022;9.8;5.3;5.2;8.1;3.2
1072;Totaal mannen en vrouwen;80 jaar;2021800;Bovengrens 95%-interval;2017/2020;9.7;6.1;5.5;8.9;4.5
1073;Totaal mannen en vrouwen;80 jaar;2021800;Bovengrens 95%-interval;2019/2022;9.8;6.4;6.3;8.9;4.4
1074;Totaal mannen en vrouwen;80 jaar;2021810;Waarde;2017/2020;9.8;6.5;6.4;8.8;3.9
1075;Totaal mannen en vrouwen;80 jaar;2021810;Waarde;2019/2022;9.9;6.4;6.3;8.7;4.0
1076;Totaal mannen en vrouwen;80 jaar;2021810;Ondergrens 95%-interval;2017/2020;9.8;6.0;5.9;8.4;3.4
1077;Totaal mannen en vrouwen;80 jaar;2021810;Ondergrens 95%-interval;2019/2022;9.9;5.9;5.8;8.4;3.3
1078;Totaal mannen en vrouwen;80 jaar;2021810;Bovengrens 95%-interval;2017/2020;9.8;7.0;6.9;9.1;4.4
1079;Totaal mannen en vrouwen;80 jaar;2021810;Bovengrens 95%-interval;2019/2022;9.9;6.9;6.9;9.1;4.8
1080;Mannen;0 jaar;1014752;Waarde;2017/2020;74.3;50.5;62.4;61.5;46.7
1081;Mannen;0 jaar;1014752;Waarde;2019/2022;74.1;52.1;62.7;59.4;47.4
1082;Mannen;0 jaar;1014752;Ondergrens 95%-interval;2017/2020;74.2;49.2;;;45.3
1083;Mannen;0 jaar;1014752;Ondergrens 95%-interval;2019/2022;74.0;50.7;;58.0;
1084;Mannen;0 jaar;1014752;Bovengrens 95%-interval;2017/2020;74.4;51.9;;;48.1
1085;Mannen;0 jaar;1014752;Bovengrens 95%-interval;2019/2022;74.1;53.5;;60.7;
1086;Mannen;0 jaar;1014753;Waarde;2017/2020;78.4;59.2;68.8;70.2;54.8
1087;Mannen;0 jaar;1014753;Waarde;2019/2022;78.2;58.8;69.0;69.4;54.2
1088;Mannen;0 jaar;1014753;Ondergrens 95%-interval;2017/2020;78.3;58.0;;;53.6
1089;Mannen;0 jaar;1014753;Ondergrens 95%-interval;2019/2022;78.1;57.5;;68.4;
1090;Mannen;0 jaar;1014753;Bovengrens 95%-interval;2017/2020;78.5;60.4;;;56.1
1091;Mannen;0 jaar;1014753;Bovengrens 95%-interval;2019/2022;78.3;60.1;;70.5;
1092;Mannen;0 jaar;1014754;Waarde;2017/2020;80.7;65.9;73.9;74.7;60.1
1093;Mannen;0 jaar;1014754;Waarde;2019/2022;80.7;65.4;73.9;73.6;60.3
1094;Mannen;0 jaar;1014754;Ondergrens 95%-interval;2017/2020;80.6;65.0;;;59.0
1095;Mannen;0 jaar;1014754;Ondergrens 95%-interval;2019/2022;80.6;64.4;;72.8;
1096;Mannen;0 jaar;1014754;Bovengrens 95%-interval;2017/2020;80.8;66.9;;;61.1
1097;Mannen;0 jaar;1014754;Bovengrens 95%-interval;2019/2022;80.8;66.4;;74.3;
1098;Mannen;0 jaar;1014755;Waarde;2017/2020;82.0;69.3;77.2;77.2;63.5
1099;Mannen;0 jaar;1014755;Waarde;2019/2022;82.0;69.2;77.5;76.2;63.1
1100;Mannen;0 jaar;1014755;Ondergrens 95%-interval;2017/2020;81.9;68.5;;;62.5
1101;Mannen;0 jaar;1014755;Ondergrens 95%-interval;2019/2022;81.9;68.3;;75.5;
1102;Mannen;0 jaar;1014755;Bovengrens 95%-interval;2017/2020;82.1;70.2;;;64.5
1103;Mannen;0 jaar;1014755;Bovengrens 95%-interval;2019/2022;82.0;70.1;;76.9;
1104;Mannen;0 jaar;1014756;Waarde;2017/2020;82.9;73.2;79.0;79.4;67.2
1105;Mannen;0 jaar;1014756;Waarde;2019/2022;82.9;72.9;79.0;78.1;66.5
1106;Mannen;0 jaar;1014756;Ondergrens 95%-interval;2017/2020;82.8;72.3;;;66.2
1107;Mannen;0 jaar;1014756;Ondergrens 95%-interval;2019/2022;82.8;72.1;;77.5;
1108;Mannen;0 jaar;1014756;Bovengrens 95%-interval;2017/2020;83.0;74.1;;;68.2
1109;Mannen;0 jaar;1014756;Bovengrens 95%-interval;2019/2022;83.0;73.8;;78.8;
1110;Mannen;0 jaar;2021770;Waarde;2017/2020;73.8;49.0;61.1;60.3;45.1
1111;Mannen;0 jaar;2021770;Waarde;2019/2022;73.5;50.5;61.0;58.0;47.2
1112;Mannen;0 jaar;2021770;Ondergrens 95%-interval;2017/2020;73.7;47.6;;;43.6
1113;Mannen;0 jaar;2021770;Ondergrens 95%-interval;2019/2022;73.4;49.1;;56.6;
1114;Mannen;0 jaar;2021770;Bovengrens 95%-interval;2017/2020;73.9;50.4;;;46.5
1115;Mannen;0 jaar;2021770;Bovengrens 95%-interval;2019/2022;73.6;52.0;;59.4;
1116;Mannen;0 jaar;2021780;Waarde;2017/2020;78.0;58.5;68.5;69.7;54.6
1117;Mannen;0 jaar;2021780;Waarde;2019/2022;77.8;58.4;68.7;68.9;54.0
1118;Mannen;0 jaar;2021780;Ondergrens 95%-interval;2017/2020;77.9;57.3;;;53.4
1119;Mannen;0 jaar;2021780;Ondergrens 95%-interval;2019/2022;77.7;57.2;;67.9;
1120;Mannen;0 jaar;2021780;Bovengrens 95%-interval;2017/2020;78.1;59.7;;;55.8
1121;Mannen;0 jaar;2021780;Bovengrens 95%-interval;2019/2022;77.9;59.6;;69.8;
1122;Mannen;0 jaar;2021790;Waarde;2017/2020;80.6;66.0;74.0;75.3;60.6
1123;Mannen;0 jaar;2021790;Waarde;2019/2022;80.5;65.5;74.1;74.1;60.2
1124;Mannen;0 jaar;2021790;Ondergrens 95%-interval;2017/2020;80.5;65.0;;;59.6
1125;Mannen;0 jaar;2021790;Ondergrens 95%-interval;2019/2022;80.4;64.5;;73.3;
1126;Mannen;0 jaar;2021790;Bovengrens 95%-interval;2017/2020;80.6;67.0;;;61.6
1127;Mannen;0 jaar;2021790;Bovengrens 95%-interval;2019/2022;80.6;66.5;;74.8;
1128;Mannen;0 jaar;2021800;Waarde;2017/2020;81.9;68.4;76.1;76.9;62.7
1129;Mannen;0 jaar;2021800;Waarde;2019/2022;82.0;68.7;76.7;75.9;63.1
1130;Mannen;0 jaar;2021800;Ondergrens 95%-interval;2017/2020;81.8;67.6;;;61.8
1131;Mannen;0 jaar;2021800;Ondergrens 95%-interval;2019/2022;81.9;67.8;;75.2;
1132;Mannen;0 jaar;2021800;Bovengrens 95%-interval;2017/2020;82.0;69.3;;;63.7
1133;Mannen;0 jaar;2021800;Bovengrens 95%-interval;2019/2022;82.0;69.6;;76.6;
1134;Mannen;0 jaar;2021810;Waarde;2017/2020;83.1;73.9;79.4;79.7;67.5
1135;Mannen;0 jaar;2021810;Waarde;2019/2022;83.2;73.5;79.4;78.7;66.7
1136;Mannen;0 jaar;2021810;Ondergrens 95%-interval;2017/2020;83.0;73.1;;;66.6
1137;Mannen;0 jaar;2021810;Ondergrens 95%-interval;2019/2022;83.1;72.7;;78.1;
1138;Mannen;0 jaar;2021810;Bovengrens 95%-interval;2017/2020;83.2;74.6;;;68.4
1139;Mannen;0 jaar;2021810;Bovengrens 95%-interval;2019/2022;83.3;74.3;;79.3;
1140;Mannen;1 jaar;1014752;Waarde;2017/2020;74.2;50.3;62.2;61.3;46.4
1141;Mannen;1 jaar;1014752;Waarde;2019/2022;73.9;51.8;62.4;59.2;47.1
1142;Mannen;1 jaar;1014752;Ondergrens 95%-interval;2017/2020;74.2;48.9;;;45.0
1143;Mannen;1 jaar;1014752;Ondergrens 95%-interval;2019/2022;73.8;50.4;;57.8;45.6
1144;Mannen;1 jaar;1014752;Bovengrens 95%-interval;2017/2020;74.3;51.7;;;47.8
1145;Mannen;1 jaar;1014752;Bovengrens 95%-interval;2019/2022;73.9;53.2;;60.5;48.6
1146;Mannen;1 jaar;1014753;Waarde;2017/2020;78.3;59.0;68.7;70.0;54.6
1147;Mannen;1 jaar;1014753;Waarde;2019/2022;78.1;58.6;68.7;69.2;53.9
1148;Mannen;1 jaar;1014753;Ondergrens 95%-interval;2017/2020;78.2;57.8;;;53.4
1149;Mannen;1 jaar;1014753;Ondergrens 95%-interval;2019/2022;78.0;57.3;;68.2;52.6
1150;Mannen;1 jaar;1014753;Bovengrens 95%-interval;2017/2020;78.3;60.2;;;55.9
1151;Mannen;1 jaar;1014753;Bovengrens 95%-interval;2019/2022;78.1;59.9;;70.3;55.2
1152;Mannen;1 jaar;1014754;Waarde;2017/2020;80.4;65.7;73.6;74.4;59.8
1153;Mannen;1 jaar;1014754;Waarde;2019/2022;80.4;65.1;73.6;73.3;60.0
1154;Mannen;1 jaar;1014754;Ondergrens 95%-interval;2017/2020;80.4;64.7;;;58.7
1155;Mannen;1 jaar;1014754;Ondergrens 95%-interval;2019/2022;80.4;64.1;;72.5;58.9
1156;Mannen;1 jaar;1014754;Bovengrens 95%-interval;2017/2020;80.5;66.6;;;60.8
1157;Mannen;1 jaar;1014754;Bovengrens 95%-interval;2019/2022;80.5;66.1;;74.1;61.1
1158;Mannen;1 jaar;1014755;Waarde;2017/2020;81.7;69.1;76.9;76.9;63.2
