ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
3219;HP21: Nursing care facilities;HF2: Voluntary schemes;2017;0.0
3220;HP21: Nursing care facilities;HF2: Voluntary schemes;2018;0.0
3221;HP21: Nursing care facilities;HF2: Voluntary schemes;2019;0.0
3222;HP21: Nursing care facilities;HF2: Voluntary schemes;2020;0.0
3223;HP21: Nursing care facilities;HF2: Voluntary schemes;2021;0.0
3224;HP21: Nursing care facilities;HF2: Voluntary schemes;2022;0.0
3225;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;1998;21.0
3226;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;1999;29.0
3227;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2000;34.0
3228;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2001;44.0
3229;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2002;58.0
3230;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2003;72.0
3231;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2004;82.0
3232;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2005;92.0
3233;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2006;0.0
3234;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2007;0.0
3235;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2008;0.0
3236;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2009;0.0
3237;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2010;0.0
3238;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2011;0.0
3239;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2012;0.0
3240;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2013;0.0
3241;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2014;0.0
3242;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2015;0.0
3243;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2016;0.0
3244;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2017;0.0
3245;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2018;0.0
3246;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2019;0.0
3247;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2020;0.0
3248;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2021;0.0
3249;HP21: Nursing care facilities;HF21: Voluntary health insurance schemes;2022;0.0
3250;HP21: Nursing care facilities;HF22: Financing schemes NPI;1998;0.0
3251;HP21: Nursing care facilities;HF22: Financing schemes NPI;1999;0.0
3252;HP21: Nursing care facilities;HF22: Financing schemes NPI;2000;0.0
3253;HP21: Nursing care facilities;HF22: Financing schemes NPI;2001;0.0
3254;HP21: Nursing care facilities;HF22: Financing schemes NPI;2002;0.0
3255;HP21: Nursing care facilities;HF22: Financing schemes NPI;2003;0.0
3256;HP21: Nursing care facilities;HF22: Financing schemes NPI;2004;0.0
3257;HP21: Nursing care facilities;HF22: Financing schemes NPI;2005;0.0
3258;HP21: Nursing care facilities;HF22: Financing schemes NPI;2006;0.0
3259;HP21: Nursing care facilities;HF22: Financing schemes NPI;2007;0.0
3260;HP21: Nursing care facilities;HF22: Financing schemes NPI;2008;0.0
3261;HP21: Nursing care facilities;HF22: Financing schemes NPI;2009;0.0
3262;HP21: Nursing care facilities;HF22: Financing schemes NPI;2010;0.0
3263;HP21: Nursing care facilities;HF22: Financing schemes NPI;2011;0.0
3264;HP21: Nursing care facilities;HF22: Financing schemes NPI;2012;0.0
3265;HP21: Nursing care facilities;HF22: Financing schemes NPI;2013;0.0
3266;HP21: Nursing care facilities;HF22: Financing schemes NPI;2014;0.0
3267;HP21: Nursing care facilities;HF22: Financing schemes NPI;2015;0.0
3268;HP21: Nursing care facilities;HF22: Financing schemes NPI;2016;0.0
3269;HP21: Nursing care facilities;HF22: Financing schemes NPI;2017;0.0
3270;HP21: Nursing care facilities;HF22: Financing schemes NPI;2018;0.0
3271;HP21: Nursing care facilities;HF22: Financing schemes NPI;2019;0.0
3272;HP21: Nursing care facilities;HF22: Financing schemes NPI;2020;0.0
3273;HP21: Nursing care facilities;HF22: Financing schemes NPI;2021;0.0
3274;HP21: Nursing care facilities;HF22: Financing schemes NPI;2022;0.0
3275;HP21: Nursing care facilities;HF23: Enterprise financing schemes;1998;0.0
3276;HP21: Nursing care facilities;HF23: Enterprise financing schemes;1999;0.0
3277;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2000;0.0
3278;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2001;0.0
3279;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2002;0.0
3280;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2003;0.0
3281;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2004;0.0
3282;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2005;0.0
3283;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2006;0.0
3284;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2007;0.0
3285;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2008;0.0
3286;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2009;0.0
3287;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2010;0.0
3288;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2011;0.0
3289;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2012;0.0
3290;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2013;0.0
3291;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2014;0.0
3292;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2015;0.0
3293;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2016;0.0
3294;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2017;0.0
3295;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2018;0.0
3296;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2019;0.0
3297;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2020;0.0
3298;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2021;0.0
3299;HP21: Nursing care facilities;HF23: Enterprise financing schemes;2022;0.0
3300;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;1998;964.0
3301;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;1999;996.0
3302;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2000;1010.0
3303;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2001;1033.0
3304;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2002;1071.0
3305;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2003;1058.0
3306;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2004;1154.0
3307;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2005;1173.0
3308;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2006;1289.0
3309;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2007;1156.0
3310;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2008;1139.0
3311;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2009;1191.0
3312;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2010;1133.0
3313;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2011;1173.0
3314;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2012;1228.0
3315;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2013;1391.0
3316;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2014;1443.0
3317;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2015;1248.0
3318;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2016;1267.0
3319;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2017;1196.0
3320;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2018;1151.0
3321;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2019;1186.0
3322;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2020;1213.0
3323;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2021;1266.0
3324;HP21: Nursing care facilities;HF3: Household out-of-pocket payments;2022;1352.0
3325;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;1998;18.0
3326;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;1999;14.0
3327;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2000;14.0
3328;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2001;14.0
3329;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2002;18.0
3330;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2003;23.0
3331;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2004;22.0
3332;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2005;25.0
3333;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2006;21.0
3334;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2007;20.0
3335;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2008;18.0
3336;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2009;20.0
3337;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2010;22.0
3338;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2011;21.0
3339;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2012;21.0
3340;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2013;21.0
3341;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2014;40.0
3342;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2015;61.0
3343;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2016;57.0
3344;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2017;55.0
3345;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2018;56.0
3346;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2019;56.0
3347;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2020;57.0
3348;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2021;58.0
3349;HP21: Nursing care facilities;HF31: Out-of-pocket excl cost sharing;2022;57.0
3350;HP21: Nursing care facilities;HF32: Cost sharing;1998;946.0
3351;HP21: Nursing care facilities;HF32: Cost sharing;1999;982.0
3352;HP21: Nursing care facilities;HF32: Cost sharing;2000;996.0
3353;HP21: Nursing care facilities;HF32: Cost sharing;2001;1019.0
3354;HP21: Nursing care facilities;HF32: Cost sharing;2002;1052.0
3355;HP21: Nursing care facilities;HF32: Cost sharing;2003;1035.0
3356;HP21: Nursing care facilities;HF32: Cost sharing;2004;1132.0
3357;HP21: Nursing care facilities;HF32: Cost sharing;2005;1148.0
3358;HP21: Nursing care facilities;HF32: Cost sharing;2006;1267.0
3359;HP21: Nursing care facilities;HF32: Cost sharing;2007;1136.0
3360;HP21: Nursing care facilities;HF32: Cost sharing;2008;1121.0
3361;HP21: Nursing care facilities;HF32: Cost sharing;2009;1171.0
3362;HP21: Nursing care facilities;HF32: Cost sharing;2010;1112.0
3363;HP21: Nursing care facilities;HF32: Cost sharing;2011;1151.0
3364;HP21: Nursing care facilities;HF32: Cost sharing;2012;1207.0
3365;HP21: Nursing care facilities;HF32: Cost sharing;2013;1370.0
3366;HP21: Nursing care facilities;HF32: Cost sharing;2014;1402.0
3367;HP21: Nursing care facilities;HF32: Cost sharing;2015;1187.0
3368;HP21: Nursing care facilities;HF32: Cost sharing;2016;1210.0
3369;HP21: Nursing care facilities;HF32: Cost sharing;2017;1141.0
3370;HP21: Nursing care facilities;HF32: Cost sharing;2018;1096.0
3371;HP21: Nursing care facilities;HF32: Cost sharing;2019;1130.0
3372;HP21: Nursing care facilities;HF32: Cost sharing;2020;1157.0
3373;HP21: Nursing care facilities;HF32: Cost sharing;2021;1208.0
3374;HP21: Nursing care facilities;HF32: Cost sharing;2022;1295.0
3375;HP21: Nursing care facilities;"Rest of the world; exports";1998;15.0
3376;HP21: Nursing care facilities;"Rest of the world; exports";1999;14.0
3377;HP21: Nursing care facilities;"Rest of the world; exports";2000;17.0
3378;HP21: Nursing care facilities;"Rest of the world; exports";2001;16.0
3379;HP21: Nursing care facilities;"Rest of the world; exports";2002;33.0
3380;HP21: Nursing care facilities;"Rest of the world; exports";2003;25.0
3381;HP21: Nursing care facilities;"Rest of the world; exports";2004;23.0
3382;HP21: Nursing care facilities;"Rest of the world; exports";2005;24.0
3383;HP21: Nursing care facilities;"Rest of the world; exports";2006;12.0
3384;HP21: Nursing care facilities;"Rest of the world; exports";2007;5.0
3385;HP21: Nursing care facilities;"Rest of the world; exports";2008;5.0
3386;HP21: Nursing care facilities;"Rest of the world; exports";2009;5.0
3387;HP21: Nursing care facilities;"Rest of the world; exports";2010;4.0
3388;HP21: Nursing care facilities;"Rest of the world; exports";2011;8.0
3389;HP21: Nursing care facilities;"Rest of the world; exports";2012;6.0
3390;HP21: Nursing care facilities;"Rest of the world; exports";2013;8.0
3391;HP21: Nursing care facilities;"Rest of the world; exports";2014;8.0
3392;HP21: Nursing care facilities;"Rest of the world; exports";2015;9.0
3393;HP21: Nursing care facilities;"Rest of the world; exports";2016;11.0
3394;HP21: Nursing care facilities;"Rest of the world; exports";2017;11.0
3395;HP21: Nursing care facilities;"Rest of the world; exports";2018;10.0
3396;HP21: Nursing care facilities;"Rest of the world; exports";2019;11.0
3397;HP21: Nursing care facilities;"Rest of the world; exports";2020;11.0
3398;HP21: Nursing care facilities;"Rest of the world; exports";2021;11.0
3399;HP21: Nursing care facilities;"Rest of the world; exports";2022;11.0
3400;HP22-29: Facilities for the disabled;Total financ schemes health,social care;1998;1775.0
3401;HP22-29: Facilities for the disabled;Total financ schemes health,social care;1999;1922.0
3402;HP22-29: Facilities for the disabled;Total financ schemes health,social care;2000;2066.0
3403;HP22-29: Facilities for the disabled;Total financ schemes health,social care;2001;2259.0
3404;HP22-29: Facilities for the disabled;Total financ schemes health,social care;2002;2525.0
3405;HP22-29: Facilities for the disabled;Total financ schemes health,social care;2003;2751.0
3406;HP22-29: Facilities for the disabled;Total financ schemes health,social care;2004;2908.0
3407;HP22-29: Facilities for the disabled;Total financ schemes health,social care;2005;3037.0
3408;HP22-29: Facilities for the disabled;Total financ schemes health,social care;2006;3021.0
3409;HP22-29: Facilities for the disabled;Total financ schemes health,social care;2007;3130.0
3410;HP22-29: Facilities for the disabled;Total financ schemes health,social care;2008;3456.0
3411;HP22-29: Facilities for the disabled;Total financ schemes health,social care;2009;3733.0
