ID;Geslacht;GeboortelandOuders;Herkomstland;VoortijdigSchoolverlater;Perioden;Jongeren18Tot25Jaar_1
810;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2019;
811;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2020;
812;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2021;
813;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2022;
814;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2023;
815;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2024;
816;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2013;50.0
817;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2014;48.0
818;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2015;53.0
819;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2016;56.0
820;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2017;64.0
821;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2018;67.0
822;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2019;77.0
823;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2020;72.0
824;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2021;63.0
825;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2022;77.0
826;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2023;76.0
827;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2024;74.0
828;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2013;5.0
829;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2014;5.0
830;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2015;4.0
831;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2016;4.0
832;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2017;6.0
833;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2018;6.0
834;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2019;7.0
835;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2020;5.0
836;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2021;4.0
837;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2022;6.0
838;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2023;4.0
839;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2024;5.0
840;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2013;43.0
841;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2014;43.0
842;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2015;49.0
843;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2016;52.0
844;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2017;59.0
845;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2018;60.0
846;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2019;69.0
847;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2020;67.0
848;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2021;60.0
849;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2022;71.0
850;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2023;72.0
851;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2024;70.0
852;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2013;1.0
853;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2014;0.0
854;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2015;0.0
855;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2016;0.0
856;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2017;0.0
857;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2018;0.0
858;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2019;1.0
859;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2020;0.0
860;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2021;0.0
861;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2022;0.0
862;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2023;0.0
863;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2024;0.0
864;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2013;182.0
865;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2014;192.0
866;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2015;189.0
867;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2016;196.0
868;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2017;182.0
869;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2018;187.0
870;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2019;193.0
871;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2020;208.0
872;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2021;200.0
873;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2022;231.0
874;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2023;253.0
875;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2024;240.0
876;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2013;20.0
877;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2014;21.0
878;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2015;20.0
879;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2016;19.0
880;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2017;15.0
881;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2018;17.0
882;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2019;17.0
883;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2020;18.0
884;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2021;14.0
885;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2022;15.0
886;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2023;21.0
887;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2024;20.0
888;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2013;158.0
889;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2014;170.0
890;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2015;169.0
891;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2016;176.0
892;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2017;165.0
893;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2018;170.0
894;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2019;176.0
895;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2020;189.0
896;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2021;186.0
897;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2022;216.0
898;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2023;232.0
899;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2024;220.0
900;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2013;4.0
901;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2014;2.0
902;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2015;0.0
903;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2016;1.0
904;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2017;2.0
905;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2018;1.0
906;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2019;1.0
907;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2020;0.0
908;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2021;0.0
909;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2022;0.0
910;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2023;0.0
911;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2024;0.0
912;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2013;
913;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2014;
914;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2015;
915;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2016;
916;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2017;
917;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2018;
918;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2019;
919;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2020;
920;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2021;
921;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2022;
922;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2023;
923;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2024;
924;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2013;
925;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2014;
926;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2015;
927;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2016;
928;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2017;
929;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2018;
930;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2019;
931;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2020;
932;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2021;
933;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2022;
934;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2023;
935;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2024;
936;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2013;
937;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2014;
938;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2015;
939;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2016;
940;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2017;
941;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2018;
942;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2019;
943;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2020;
944;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2021;
945;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2022;
946;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2023;
947;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2024;
948;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2013;
949;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2014;
950;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2015;
951;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2016;
952;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2017;
953;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2018;
954;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2019;
955;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2020;
956;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2021;
957;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2022;
958;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2023;
959;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2024;
960;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2013;102.0
961;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2014;106.0
962;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2015;99.0
963;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2016;96.0
964;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2017;99.0
965;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2018;113.0
966;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2019;111.0
967;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2020;112.0
968;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2021;147.0
969;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2022;137.0
970;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2023;171.0
971;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Totaal;2024;185.0
972;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2013;12.0
973;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2014;10.0
974;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2015;10.0
975;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2016;7.0
976;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2017;7.0
977;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2018;12.0
978;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2019;13.0
979;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2020;13.0
980;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2021;11.0
981;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2022;10.0
982;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2023;17.0
983;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2024;24.0
984;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2013;86.0
985;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2014;93.0
986;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2015;88.0
987;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2016;88.0
988;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2017;91.0
989;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2018;97.0
990;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2019;96.0
991;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2020;97.0
992;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2021;134.0
993;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2022;125.0
994;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2023;152.0
995;Totaal mannen en vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2024;159.0
