ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalBudgetsIn1000Euros_1;MunicipalBudgetsEuroInhabitant_2
2953;Total property tax;Gennep;2018;2971.0;174.0
2954;Total property tax;Gennep;2019;3022.0;177.0
2955;Total property tax;Gennep;2020;3126.0;185.0
2956;Total property tax;Gennep;2021;3306.0;194.0
2957;Total property tax;Gennep;2022;3456.0;200.0
2958;Total property tax;Gennep;2023;3812.0;215.0
2959;Total property tax;Gennep;2024;3952.0;222.0
2960;Total property tax;Gennep;2025;4098.0;230.0
2961;Total property tax;Giessenlanden;2005;1851.0;128.0
2962;Total property tax;Giessenlanden;2006;1492.0;103.0
2963;Total property tax;Giessenlanden;2007;1669.0;115.0
2964;Total property tax;Giessenlanden;2008;1710.0;118.0
2965;Total property tax;Giessenlanden;2009;1834.0;127.0
2966;Total property tax;Giessenlanden;2010;1959.0;136.0
2967;Total property tax;Giessenlanden;2011;2103.0;146.0
2968;Total property tax;Giessenlanden;2012;2140.0;147.0
2969;Total property tax;Giessenlanden;2013;2533.0;176.0
2970;Total property tax;Giessenlanden;2014;2647.0;183.0
2971;Total property tax;Giessenlanden;2015;2667.0;184.0
2972;Total property tax;Giessenlanden;2016;2678.0;184.0
2973;Total property tax;Giessenlanden;2017;2688.0;184.0
2974;Total property tax;Giessenlanden;2018;2736.0;188.0
2975;Total property tax;Giessenlanden;2019;;
2976;Total property tax;Giessenlanden;2020;;
2977;Total property tax;Giessenlanden;2021;;
2978;Total property tax;Giessenlanden;2022;;
2979;Total property tax;Giessenlanden;2023;;
2980;Total property tax;Giessenlanden;2024;;
2981;Total property tax;Giessenlanden;2025;;
2982;Total property tax;Gilze en Rijen;2005;4013.0;160.0
2983;Total property tax;Gilze en Rijen;2006;2717.0;107.0
2984;Total property tax;Gilze en Rijen;2007;2848.0;113.0
2985;Total property tax;Gilze en Rijen;2008;2971.0;116.0
2986;Total property tax;Gilze en Rijen;2009;3071.0;119.0
2987;Total property tax;Gilze en Rijen;2010;3297.0;126.0
2988;Total property tax;Gilze en Rijen;2011;3490.0;136.0
2989;Total property tax;Gilze en Rijen;2012;4354.0;170.0
2990;Total property tax;Gilze en Rijen;2013;4686.0;182.0
2991;Total property tax;Gilze en Rijen;2014;5073.0;195.0
2992;Total property tax;Gilze en Rijen;2015;5247.0;201.0
2993;Total property tax;Gilze en Rijen;2016;5422.0;207.0
2994;Total property tax;Gilze en Rijen;2017;5446.0;208.0
2995;Total property tax;Gilze en Rijen;2018;5664.0;215.0
2996;Total property tax;Gilze en Rijen;2019;6080.0;230.0
2997;Total property tax;Gilze en Rijen;2020;7190.0;272.0
2998;Total property tax;Gilze en Rijen;2021;7643.0;286.0
2999;Total property tax;Gilze en Rijen;2022;7811.0;294.0
3000;Total property tax;Gilze en Rijen;2023;8732.0;325.0
3001;Total property tax;Gilze en Rijen;2024;9027.0;330.0
3002;Total property tax;Gilze en Rijen;2025;9262.0;326.0
3003;Total property tax;Goedereede;2005;2183.0;189.0
3004;Total property tax;Goedereede;2006;1520.0;130.0
3005;Total property tax;Goedereede;2007;1529.0;131.0
3006;Total property tax;Goedereede;2008;1590.0;137.0
3007;Total property tax;Goedereede;2009;1665.0;145.0
3008;Total property tax;Goedereede;2010;2043.0;178.0
3009;Total property tax;Goedereede;2011;2066.0;181.0
3010;Total property tax;Goedereede;2012;2149.0;189.0
3011;Total property tax;Goedereede;2013;;
3012;Total property tax;Goedereede;2014;;
3013;Total property tax;Goedereede;2015;;
3014;Total property tax;Goedereede;2016;;
3015;Total property tax;Goedereede;2017;;
3016;Total property tax;Goedereede;2018;;
3017;Total property tax;Goedereede;2019;;
3018;Total property tax;Goedereede;2020;;
3019;Total property tax;Goedereede;2021;;
3020;Total property tax;Goedereede;2022;;
3021;Total property tax;Goedereede;2023;;
3022;Total property tax;Goedereede;2024;;
3023;Total property tax;Goedereede;2025;;
3024;Total property tax;Goeree-Overflakkee;2005;;
3025;Total property tax;Goeree-Overflakkee;2006;;
3026;Total property tax;Goeree-Overflakkee;2007;;
3027;Total property tax;Goeree-Overflakkee;2008;;
3028;Total property tax;Goeree-Overflakkee;2009;;
3029;Total property tax;Goeree-Overflakkee;2010;;
3030;Total property tax;Goeree-Overflakkee;2011;;
3031;Total property tax;Goeree-Overflakkee;2012;;
3032;Total property tax;Goeree-Overflakkee;2013;;
3033;Total property tax;Goeree-Overflakkee;2014;;
3034;Total property tax;Goeree-Overflakkee;2015;;
3035;Total property tax;Goeree-Overflakkee;2016;7680.0;159.0
3036;Total property tax;Goeree-Overflakkee;2017;7882.0;162.0
3037;Total property tax;Goeree-Overflakkee;2018;8207.0;167.0
3038;Total property tax;Goeree-Overflakkee;2019;8507.0;171.0
3039;Total property tax;Goeree-Overflakkee;2020;9209.0;184.0
3040;Total property tax;Goeree-Overflakkee;2021;9742.0;193.0
3041;Total property tax;Goeree-Overflakkee;2022;9951.0;195.0
3042;Total property tax;Goeree-Overflakkee;2023;10484.0;203.0
3043;Total property tax;Goeree-Overflakkee;2024;11332.0;219.0
3044;Total property tax;Goeree-Overflakkee;2025;11823.0;226.0
3045;Total property tax;Goes;2005;10273.0;279.0
3046;Total property tax;Goes;2006;;
3047;Total property tax;Goes;2007;7887.0;215.0
3048;Total property tax;Goes;2008;8203.0;223.0
3049;Total property tax;Goes;2009;8607.0;234.0
3050;Total property tax;Goes;2010;8933.0;243.0
3051;Total property tax;Goes;2011;9116.0;249.0
3052;Total property tax;Goes;2012;9281.0;252.0
3053;Total property tax;Goes;2013;9048.0;244.0
3054;Total property tax;Goes;2014;9267.0;251.0
3055;Total property tax;Goes;2015;9448.0;254.0
3056;Total property tax;Goes;2016;9631.0;259.0
3057;Total property tax;Goes;2017;9639.0;259.0
3058;Total property tax;Goes;2018;10076.0;268.0
3059;Total property tax;Goes;2019;10270.0;273.0
3060;Total property tax;Goes;2020;10480.0;275.0
3061;Total property tax;Goes;2021;10598.0;275.0
3062;Total property tax;Goes;2022;11267.0;289.0
3063;Total property tax;Goes;2023;11809.0;299.0
3064;Total property tax;Goes;2024;12445.0;314.0
3065;Total property tax;Goes;2025;12811.0;320.0
3066;Total property tax;Goirle;2005;3388.0;151.0
3067;Total property tax;Goirle;2006;2343.0;106.0
3068;Total property tax;Goirle;2007;2559.0;116.0
3069;Total property tax;Goirle;2008;2729.0;122.0
3070;Total property tax;Goirle;2009;3122.0;139.0
3071;Total property tax;Goirle;2010;3480.0;152.0
3072;Total property tax;Goirle;2011;3553.0;156.0
3073;Total property tax;Goirle;2012;3771.0;165.0
3074;Total property tax;Goirle;2013;4032.0;176.0
3075;Total property tax;Goirle;2014;4032.0;175.0
3076;Total property tax;Goirle;2015;4101.0;178.0
3077;Total property tax;Goirle;2016;4125.0;178.0
3078;Total property tax;Goirle;2017;4316.0;185.0
3079;Total property tax;Goirle;2018;4523.0;192.0
3080;Total property tax;Goirle;2019;4773.0;201.0
3081;Total property tax;Goirle;2020;4762.0;199.0
3082;Total property tax;Goirle;2021;5772.0;241.0
3083;Total property tax;Goirle;2022;6527.0;272.0
3084;Total property tax;Goirle;2023;6537.0;270.0
3085;Total property tax;Goirle;2024;7084.0;291.0
3086;Total property tax;Goirle;2025;7407.0;303.0
3087;Total property tax;Gooise Meren;2005;;
3088;Total property tax;Gooise Meren;2006;;
3089;Total property tax;Gooise Meren;2007;;
3090;Total property tax;Gooise Meren;2008;;
3091;Total property tax;Gooise Meren;2009;;
3092;Total property tax;Gooise Meren;2010;;
3093;Total property tax;Gooise Meren;2011;;
3094;Total property tax;Gooise Meren;2012;;
3095;Total property tax;Gooise Meren;2013;;
3096;Total property tax;Gooise Meren;2014;;
3097;Total property tax;Gooise Meren;2015;;
3098;Total property tax;Gooise Meren;2016;;
3099;Total property tax;Gooise Meren;2017;9918.0;174.0
3100;Total property tax;Gooise Meren;2018;10057.0;175.0
3101;Total property tax;Gooise Meren;2019;10358.0;179.0
3102;Total property tax;Gooise Meren;2020;10676.0;184.0
3103;Total property tax;Gooise Meren;2021;10905.0;186.0
3104;Total property tax;Gooise Meren;2022;11245.0;191.0
3105;Total property tax;Gooise Meren;2023;11870.0;197.0
3106;Total property tax;Gooise Meren;2024;12877.0;213.0
3107;Total property tax;Gooise Meren;2025;13203.0;217.0
3108;Total property tax;Gorinchem;2005;5935.0;173.0
3109;Total property tax;Gorinchem;2006;6251.0;182.0
3110;Total property tax;Gorinchem;2007;4407.0;129.0
3111;Total property tax;Gorinchem;2008;4608.0;133.0
3112;Total property tax;Gorinchem;2009;5013.0;145.0
3113;Total property tax;Gorinchem;2010;5121.0;148.0
3114;Total property tax;Gorinchem;2011;5889.0;169.0
3115;Total property tax;Gorinchem;2012;7208.0;205.0
3116;Total property tax;Gorinchem;2013;7505.0;214.0
3117;Total property tax;Gorinchem;2014;8349.0;237.0
3118;Total property tax;Gorinchem;2015;8470.0;240.0
3119;Total property tax;Gorinchem;2016;8903.0;253.0
3120;Total property tax;Gorinchem;2017;9091.0;254.0
3121;Total property tax;Gorinchem;2018;9400.0;259.0
3122;Total property tax;Gorinchem;2019;9710.0;265.0
3123;Total property tax;Gorinchem;2020;9932.0;268.0
3124;Total property tax;Gorinchem;2021;9912.0;265.0
3125;Total property tax;Gorinchem;2022;10140.0;270.0
3126;Total property tax;Gorinchem;2023;10454.0;272.0
3127;Total property tax;Gorinchem;2024;11054.0;286.0
3128;Total property tax;Gorinchem;2025;12000.0;309.0
3129;Total property tax;Gouda;2005;15086.0;211.0
3130;Total property tax;Gouda;2006;10440.0;146.0
3131;Total property tax;Gouda;2007;10573.0;150.0
3132;Total property tax;Gouda;2008;10955.0;155.0
3133;Total property tax;Gouda;2009;11406.0;161.0
3134;Total property tax;Gouda;2010;11690.0;164.0
3135;Total property tax;Gouda;2011;11864.0;167.0
3136;Total property tax;Gouda;2012;14190.0;200.0
3137;Total property tax;Gouda;2013;14442.0;203.0
3138;Total property tax;Gouda;2014;15090.0;213.0
3139;Total property tax;Gouda;2015;15343.0;216.0
3140;Total property tax;Gouda;2016;15553.0;218.0
3141;Total property tax;Gouda;2017;15575.0;217.0
3142;Total property tax;Gouda;2018;14205.0;195.0
3143;Total property tax;Gouda;2019;14508.0;198.0
3144;Total property tax;Gouda;2020;14728.0;201.0
3145;Total property tax;Gouda;2021;16004.0;217.0
3146;Total property tax;Gouda;2022;17239.0;233.0
3147;Total property tax;Gouda;2023;17666.0;235.0
3148;Total property tax;Gouda;2024;19696.0;260.0
3149;Total property tax;Gouda;2025;20581.0;269.0
3150;Total property tax;Graafstroom;2005;1665.0;172.0
3151;Total property tax;Graafstroom;2006;;
3152;Total property tax;Graafstroom;2007;1127.0;116.0
3153;Total property tax;Graafstroom;2008;1145.0;117.0
3154;Total property tax;Graafstroom;2009;1174.0;119.0
3155;Total property tax;Graafstroom;2010;1211.0;124.0
3156;Total property tax;Graafstroom;2011;1385.0;141.0
3157;Total property tax;Graafstroom;2012;1483.0;152.0
3158;Total property tax;Graafstroom;2013;;
3159;Total property tax;Graafstroom;2014;;
3160;Total property tax;Graafstroom;2015;;
3161;Total property tax;Graafstroom;2016;;
3162;Total property tax;Graafstroom;2017;;
3163;Total property tax;Graafstroom;2018;;
3164;Total property tax;Graafstroom;2019;;
3165;Total property tax;Graafstroom;2020;;
3166;Total property tax;Graafstroom;2021;;
3167;Total property tax;Graafstroom;2022;;
3168;Total property tax;Graafstroom;2023;;
3169;Total property tax;Graafstroom;2024;;
3170;Total property tax;Graafstroom;2025;;
3171;Total property tax;Graft-De Rijp;2005;1003.0;154.0
3172;Total property tax;Graft-De Rijp;2006;663.0;101.0
3173;Total property tax;Graft-De Rijp;2007;696.0;106.0
3174;Total property tax;Graft-De Rijp;2008;743.0;113.0
3175;Total property tax;Graft-De Rijp;2009;739.0;115.0
3176;Total property tax;Graft-De Rijp;2010;751.0;115.0
3177;Total property tax;Graft-De Rijp;2011;797.0;123.0
3178;Total property tax;Graft-De Rijp;2012;839.0;131.0
3179;Total property tax;Graft-De Rijp;2013;892.0;139.0
3180;Total property tax;Graft-De Rijp;2014;978.0;152.0
3181;Total property tax;Graft-De Rijp;2015;;
3182;Total property tax;Graft-De Rijp;2016;;
3183;Total property tax;Graft-De Rijp;2017;;
3184;Total property tax;Graft-De Rijp;2018;;
3185;Total property tax;Graft-De Rijp;2019;;
3186;Total property tax;Graft-De Rijp;2020;;
3187;Total property tax;Graft-De Rijp;2021;;
3188;Total property tax;Graft-De Rijp;2022;;
3189;Total property tax;Graft-De Rijp;2023;;
3190;Total property tax;Graft-De Rijp;2024;;
3191;Total property tax;Graft-De Rijp;2025;;
3192;Total property tax;Grave;2005;2264.0;176.0
3193;Total property tax;Grave;2006;;
3194;Total property tax;Grave;2007;;
3195;Total property tax;Grave;2008;;
3196;Total property tax;Grave;2009;1756.0;139.0
3197;Total property tax;Grave;2010;1760.0;136.0
3198;Total property tax;Grave;2011;1791.0;137.0
3199;Total property tax;Grave;2012;1883.0;147.0
3200;Total property tax;Grave;2013;2023.0;159.0
3201;Total property tax;Grave;2014;2073.0;163.0
3202;Total property tax;Grave;2015;;
3203;Total property tax;Grave;2016;2211.0;175.0
3204;Total property tax;Grave;2017;2263.0;183.0
3205;Total property tax;Grave;2018;2428.0;196.0
3206;Total property tax;Grave;2019;2618.0;210.0
3207;Total property tax;Grave;2020;2736.0;220.0
3208;Total property tax;Grave;2021;2976.0;238.0
3209;Total property tax;Grave;2022;;
3210;Total property tax;Grave;2023;;
3211;Total property tax;Grave;2024;;
3212;Total property tax;Grave;2025;;
3213;Total property tax;'s-Gravendeel;2005;1816.0;205.0
3214;Total property tax;'s-Gravendeel;2006;1307.0;145.0
3215;Total property tax;'s-Gravendeel;2007;;
3216;Total property tax;'s-Gravendeel;2008;;
3217;Total property tax;'s-Gravendeel;2009;;
3218;Total property tax;'s-Gravendeel;2010;;
3219;Total property tax;'s-Gravendeel;2011;;
3220;Total property tax;'s-Gravendeel;2012;;
3221;Total property tax;'s-Gravendeel;2013;;
3222;Total property tax;'s-Gravendeel;2014;;
3223;Total property tax;'s-Gravendeel;2015;;
3224;Total property tax;'s-Gravendeel;2016;;
3225;Total property tax;'s-Gravendeel;2017;;
3226;Total property tax;'s-Gravendeel;2018;;
3227;Total property tax;'s-Gravendeel;2019;;
3228;Total property tax;'s-Gravendeel;2020;;
3229;Total property tax;'s-Gravendeel;2021;;
3230;Total property tax;'s-Gravendeel;2022;;
3231;Total property tax;'s-Gravendeel;2023;;
3232;Total property tax;'s-Gravendeel;2024;;
3233;Total property tax;'s-Gravendeel;2025;;
3234;Total property tax;'s-Gravenhage (municipality);2005;106552.0;227.0
3235;Total property tax;'s-Gravenhage (municipality);2006;79268.0;167.0
3236;Total property tax;'s-Gravenhage (municipality);2007;82285.0;174.0
3237;Total property tax;'s-Gravenhage (municipality);2008;79085.0;167.0
3238;Total property tax;'s-Gravenhage (municipality);2009;79885.0;165.0
3239;Total property tax;'s-Gravenhage (municipality);2010;78685.0;161.0
3240;Total property tax;'s-Gravenhage (municipality);2011;78685.0;159.0
3241;Total property tax;'s-Gravenhage (municipality);2012;78985.0;158.0
3242;Total property tax;'s-Gravenhage (municipality);2013;80135.0;159.0
3243;Total property tax;'s-Gravenhage (municipality);2014;73085.0;144.0
3244;Total property tax;'s-Gravenhage (municipality);2015;80495.0;156.0
3245;Total property tax;'s-Gravenhage (municipality);2016;83155.0;160.0
3246;Total property tax;'s-Gravenhage (municipality);2017;84690.0;162.0
3247;Total property tax;'s-Gravenhage (municipality);2018;85941.0;162.0
3248;Total property tax;'s-Gravenhage (municipality);2019;91469.0;170.0
3249;Total property tax;'s-Gravenhage (municipality);2020;95643.0;175.0
3250;Total property tax;'s-Gravenhage (municipality);2021;109282.0;200.0
3251;Total property tax;'s-Gravenhage (municipality);2022;112136.0;203.0
3252;Total property tax;'s-Gravenhage (municipality);2023;138900.0;247.0
3253;Total property tax;'s-Gravenhage (municipality);2024;146222.0;258.0
3254;Total property tax;'s-Gravenhage (municipality);2025;151911.0;267.0
3255;Total property tax;Groenlo;2005;;
3256;Total property tax;Groenlo;2006;3149.0;105.0
3257;Total property tax;Groenlo;2007;;
3258;Total property tax;Groenlo;2008;;
3259;Total property tax;Groenlo;2009;;
3260;Total property tax;Groenlo;2010;;
3261;Total property tax;Groenlo;2011;;
3262;Total property tax;Groenlo;2012;;
3263;Total property tax;Groenlo;2013;;
3264;Total property tax;Groenlo;2014;;
3265;Total property tax;Groenlo;2015;;
3266;Total property tax;Groenlo;2016;;
3267;Total property tax;Groenlo;2017;;
3268;Total property tax;Groenlo;2018;;
3269;Total property tax;Groenlo;2019;;
3270;Total property tax;Groenlo;2020;;
3271;Total property tax;Groenlo;2021;;
3272;Total property tax;Groenlo;2022;;
3273;Total property tax;Groenlo;2023;;
3274;Total property tax;Groenlo;2024;;
3275;Total property tax;Groenlo;2025;;
3276;Total property tax;Groesbeek;2005;2451.0;131.0
3277;Total property tax;Groesbeek;2006;1663.0;88.0
3278;Total property tax;Groesbeek;2007;1700.0;90.0
3279;Total property tax;Groesbeek;2008;1769.0;93.0
3280;Total property tax;Groesbeek;2009;1894.0;100.0
3281;Total property tax;Groesbeek;2010;1919.0;102.0
3282;Total property tax;Groesbeek;2011;2006.0;106.0
3283;Total property tax;Groesbeek;2012;2203.0;117.0
3284;Total property tax;Groesbeek;2013;2411.0;127.0
3285;Total property tax;Groesbeek;2014;2405.0;127.0
3286;Total property tax;Groesbeek;2015;;
3287;Total property tax;Groesbeek;2016;;
3288;Total property tax;Groesbeek;2017;;
3289;Total property tax;Groesbeek;2018;;
3290;Total property tax;Groesbeek;2019;;
3291;Total property tax;Groesbeek;2020;;
3292;Total property tax;Groesbeek;2021;;
3293;Total property tax;Groesbeek;2022;;
3294;Total property tax;Groesbeek;2023;;
3295;Total property tax;Groesbeek;2024;;
3296;Total property tax;Groesbeek;2025;;
3297;Total property tax;Groningen (municipality);2005;;
3298;Total property tax;Groningen (municipality);2006;;
3299;Total property tax;Groningen (municipality);2007;41498.0;229.0
3300;Total property tax;Groningen (municipality);2008;43649.0;239.0
3301;Total property tax;Groningen (municipality);2009;;
3302;Total property tax;Groningen (municipality);2010;47791.0;255.0
3303;Total property tax;Groningen (municipality);2011;48840.0;257.0
3304;Total property tax;Groningen (municipality);2012;55109.0;285.0
3305;Total property tax;Groningen (municipality);2013;57212.0;293.0
3306;Total property tax;Groningen (municipality);2014;59937.0;302.0
3307;Total property tax;Groningen (municipality);2015;;
3308;Total property tax;Groningen (municipality);2016;62533.0;311.0
3309;Total property tax;Groningen (municipality);2017;63877.0;317.0
3310;Total property tax;Groningen (municipality);2018;65724.0;324.0
3311;Total property tax;Groningen (municipality);2019;79053.0;342.0
3312;Total property tax;Groningen (municipality);2020;87258.0;375.0
3313;Total property tax;Groningen (municipality);2021;94505.0;405.0
3314;Total property tax;Groningen (municipality);2022;97941.0;417.0
3315;Total property tax;Groningen (municipality);2023;105587.0;443.0
3316;Total property tax;Groningen (municipality);2024;114580.0;470.0
3317;Total property tax;Groningen (municipality);2025;119494.0;488.0
3318;Total property tax;Grootegast;2005;1907.0;158.0
3319;Total property tax;Grootegast;2006;1323.0;109.0
3320;Total property tax;Grootegast;2007;1280.0;105.0
3321;Total property tax;Grootegast;2008;1289.0;105.0
3322;Total property tax;Grootegast;2009;1338.0;110.0
