ID;Logiesvormen;WoonlandVanGasten;RegioS;Perioden;Gasten_1;Overnachtingen_2
1107;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 3e kwartaal;2990;10367
1108;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 oktober;845;2319
1109;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 november;647;1538
1110;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 december;713;1617
1111;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 4e kwartaal;2205;5473
1112;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024;9755;28045
1113;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2025 januari;555;1315
1114;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2025 februari;540;1300
1115;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 januari;35;72
1116;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 februari;35;68
1117;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 maart;39;76
1118;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 1e kwartaal;108;215
1119;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 april;50;109
1120;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 mei;63;160
1121;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 juni;56;140
1122;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 2e kwartaal;169;409
1123;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 juli;65;202
1124;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 augustus;78;274
1125;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 september;58;130
1126;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 3e kwartaal;201;606
1127;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 oktober;50;111
1128;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 november;38;76
1129;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 december;34;72
1130;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012 4e kwartaal;122;259
1131;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2012;600;1489
1132;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 januari;28;55
1133;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 februari;31;54
1134;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 maart;34;60
1135;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 1e kwartaal;92;169
1136;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 april;45;105
1137;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 mei;54;140
1138;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 juni;50;115
1139;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 2e kwartaal;149;360
1140;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 juli;60;178
1141;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 augustus;80;263
1142;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 september;53;121
1143;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 3e kwartaal;194;562
1144;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 oktober;46;107
1145;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 november;33;59
1146;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 december;35;67
1147;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013 4e kwartaal;114;232
1148;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2013;550;1324
1149;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 januari;30;60
1150;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 februari;32;60
1151;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 maart;34;68
1152;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 1e kwartaal;96;188
1153;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 april;47;100
1154;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 mei;57;123
1155;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 juni;64;157
1156;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 2e kwartaal;168;379
1157;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 juli;58;153
1158;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 augustus;74;238
1159;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 september;55;122
1160;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 3e kwartaal;188;513
1161;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 oktober;49;108
1162;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 november;38;71
1163;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 december;31;61
1164;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014 4e kwartaal;117;240
1165;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2014;569;1321
1166;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 januari;37;72
1167;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 februari;36;69
1168;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 maart;42;78
1169;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 1e kwartaal;115;220
1170;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 april;48;103
1171;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 mei;71;168
1172;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 juni;66;146
1173;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 2e kwartaal;185;417
1174;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 juli;70;199
1175;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 augustus;84;246
1176;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 september;58;128
1177;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 3e kwartaal;212;573
1178;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 oktober;56;124
1179;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 november;48;88
1180;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 december;37;75
1181;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015 4e kwartaal;141;286
1182;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2015;653;1496
1183;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 januari;40;72
1184;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 februari;43;73
1185;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 maart;47;84
1186;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 1e kwartaal;130;229
1187;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 april;51;95
1188;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 mei;66;138
1189;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 juni;62;136
1190;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 2e kwartaal;178;369
1191;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 juli;71;190
1192;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 augustus;80;228
1193;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 september;65;141
1194;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 3e kwartaal;215;560
1195;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 oktober;60;139
1196;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 november;44;79
1197;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 december;40;78
1198;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016 4e kwartaal;144;296
1199;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2016;667;1454
1200;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 januari;43;81
1201;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 februari;37;69
1202;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 maart;42;81
1203;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 1e kwartaal;121;231
1204;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 april;60;121
1205;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 mei;63;141
1206;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 juni;68;150
1207;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 2e kwartaal;191;412
1208;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 juli;74;198
1209;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 augustus;73;222
1210;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 september;60;145
1211;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 3e kwartaal;207;565
1212;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 oktober;57;133
1213;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 november;41;81
1214;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 december;44;84
1215;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017 4e kwartaal;142;299
1216;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2017;661;1506
1217;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 januari;44;83
1218;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 februari;43;75
1219;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 maart;56;100
1220;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 1e kwartaal;143;258
1221;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 april;74;143
1222;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 mei;91;200
1223;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 juni;86;183
1224;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 2e kwartaal;251;526
1225;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 juli;89;232
1226;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 augustus;110;289
1227;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 september;73;165
1228;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 3e kwartaal;272;687
1229;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 oktober;82;166
1230;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 november;53;97
1231;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 december;49;93
1232;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018 4e kwartaal;184;356
1233;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2018;850;1826
1234;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 januari;46;82
1235;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 februari;45;80
1236;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 maart;52;92
1237;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 1e kwartaal;143;253
1238;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 april;69;149
1239;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 mei;77;152
1240;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 juni;83;191
1241;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 2e kwartaal;230;492
1242;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 juli;96;234
1243;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 augustus;87;251
1244;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 september;71;157
1245;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 3e kwartaal;254;642
1246;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 oktober;68;150
1247;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 november;53;100
1248;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 december;56;103
1249;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019 4e kwartaal;177;353
1250;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2019;804;1740
1251;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 januari;48;93
1252;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 februari;49;88
1253;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 maart;26;59
1254;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 1e kwartaal;123;240
1255;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 april;12;34
1256;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 mei;23;66
1257;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 juni;48;133
1258;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 2e kwartaal;82;233
1259;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 juli;97;340
1260;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 augustus;103;361
1261;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 september;70;183
1262;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 3e kwartaal;271;885
1263;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 oktober;36;97
1264;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 november;28;60
1265;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 december;21;53
1266;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020 4e kwartaal;86;210
1267;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2020;561;1569
1268;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 januari;12;33
1269;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 februari;16;40
1270;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 maart;20;53
1271;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 1e kwartaal;48;126
1272;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 april;27;80
1273;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 mei;49;144
1274;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 juni;61;179
1275;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 2e kwartaal;138;403
1276;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 juli;75;245
1277;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 augustus;91;317
1278;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 september;64;168
1279;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 3e kwartaal;230;730
1280;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 oktober;59;140
1281;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 november;40;89
1282;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 december;23;53
1283;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021 4e kwartaal;122;282
1284;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2021;537;1540
1285;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 januari;22;54
1286;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 februari;29;68
1287;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 maart;42;86
1288;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 1e kwartaal;93;207
1289;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 april;68;165
1290;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 mei;77;191
1291;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 juni;93;221
1292;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 2e kwartaal;238;576
1293;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 juli;84;262
1294;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 augustus;101;337
1295;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 september;73;190
1296;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 3e kwartaal;259;790
1297;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 oktober;73;166
1298;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 november;49;103
1299;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 december;46;92
1300;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022 4e kwartaal;167;362
1301;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2022;757;1935
1302;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 januari;41;80
1303;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 februari;47;88
1304;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 maart;58;108
1305;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 1e kwartaal;146;276
1306;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 april;70;137
1307;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 mei;78;179
1308;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 juni;79;191
1309;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 2e kwartaal;227;506
1310;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 juli;88;246
1311;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 augustus;90;283
1312;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 september;74;167
1313;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 3e kwartaal;252;695
1314;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 oktober;65;145
1315;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 november;53;98
1316;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 december;45;88
1317;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023 4e kwartaal;163;331
1318;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2023;787;1809
1319;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 januari;49;108
1320;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 februari;49;94
1321;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 maart;60;127
1322;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 1e kwartaal;158;329
1323;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 april;67;138
1324;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 mei;90;226
1325;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 juni;87;203
1326;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 2e kwartaal;244;567
1327;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 juli;99;247
1328;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 augustus;106;312
1329;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 september;88;196
1330;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 3e kwartaal;292;749
1331;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 oktober;72;160
1332;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 november;57;109
1333;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 december;55;107
1334;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024 4e kwartaal;184;376
1335;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2024;877;2018
1336;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2025 januari;50;92
1337;Totaal logiesaccommodaties;Totaal landen;Groningen (PV);2025 februari;53;107
1338;Totaal logiesaccommodaties;Totaal landen;Fryslân (PV);2012 januari;58;137
1339;Totaal logiesaccommodaties;Totaal landen;Fryslân (PV);2012 februari;52;120
1340;Totaal logiesaccommodaties;Totaal landen;Fryslân (PV);2012 maart;76;177
1341;Totaal logiesaccommodaties;Totaal landen;Fryslân (PV);2012 1e kwartaal;186;434
1342;Totaal logiesaccommodaties;Totaal landen;Fryslân (PV);2012 april;121;358
1343;Totaal logiesaccommodaties;Totaal landen;Fryslân (PV);2012 mei;193;578
1344;Totaal logiesaccommodaties;Totaal landen;Fryslân (PV);2012 juni;206;632
1345;Totaal logiesaccommodaties;Totaal landen;Fryslân (PV);2012 2e kwartaal;520;1568
