ID;Geslacht;Leeftijd;Herkomstgroepering;MateVanArbeidsongeschiktheid;DiagnoseArbeidsongeschiktheid;Perioden;TotaalArbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WAZUitkeringen_3;WajongUitkeringen_4;IVAUitkeringen_5;WGAUitkeringen_6
965;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 juni;56670;36200;1450;10440;0;8580
966;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 juli;56420;35840;1420;10470;0;8680
967;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 augustus;56330;35570;1410;10500;0;8860
968;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 september;56500;35320;1390;10760;0;9040
969;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 oktober;56660;35040;1360;11030;0;9230
970;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 november;56720;34760;1350;11230;0;9380
971;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 december;56810;34520;1330;11450;0;9510
972;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 januari;57020;34420;1330;11580;0;9690
973;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 februari;57040;34130;1320;11760;0;9830
974;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 maart;57210;33890;1300;12040;0;9980
975;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 april;57300;33620;1290;12290;0;10110
976;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 mei;57390;33360;1260;12540;0;10220
977;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 juni;57480;33080;1240;12820;0;10340
978;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 juli;57310;32820;1230;12790;0;10470
979;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 augustus;57150;32570;1210;12720;0;10650
980;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 september;60320;32300;1200;13180;0;13630
981;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 oktober;60530;32030;1190;13550;0;13770
982;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 november;60650;31770;1180;13750;0;13950
983;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2013 december;60770;31510;1170;14010;0;14080
984;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 januari;60820;31410;1160;14020;0;14230
985;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 februari;60860;31160;1150;14170;0;14380
986;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 maart;60940;30890;1140;14370;0;14530
987;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 april;61040;30640;1120;14590;0;14700
988;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 mei;61210;30360;1100;14900;0;14850
989;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 juni;61390;30150;1090;15150;0;14990
990;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 juli;61100;29870;1080;15110;0;15040
991;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 augustus;60800;29610;1070;14840;0;15280
992;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 september;61420;29390;1050;15520;0;15450
993;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 oktober;61620;29140;1050;15780;0;15650
994;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 november;61780;28910;1030;16020;0;15810
995;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2014 december;62120;28690;1030;16440;0;15960
996;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 januari;62020;28620;1020;16210;0;16170
997;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 februari;61740;28370;1020;16050;0;16300
998;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 maart;61340;28130;1000;15780;0;16430
999;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 april;61100;27900;990;15630;0;16580
1000;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 mei;60860;27690;980;15490;0;16700
1001;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 juni;60640;27450;960;15420;0;16810
1002;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 juli;60120;27220;950;15040;0;16910
1003;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 augustus;59630;26980;940;14670;0;17040
1004;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 september;59700;26760;930;14800;0;17200
1005;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 oktober;59570;26550;920;14660;0;17440
1006;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 november;59410;26320;900;14550;0;17630
1007;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2015 december;59310;26100;890;14540;0;17770
1008;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 januari;78780;67340;6600;370;0;4470
1009;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 februari;78340;66830;6520;370;0;4620
1010;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 maart;77840;66260;6470;370;0;4750
1011;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 april;77370;65710;6380;360;0;4910
1012;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 mei;76920;65230;6310;360;0;5020
1013;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 juni;76560;64800;6250;360;0;5140
1014;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 juli;76050;64120;6180;440;0;5300
1015;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 augustus;75760;63750;6120;440;0;5440
1016;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 september;75430;63320;6070;440;0;5600
1017;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 oktober;75210;62880;6020;500;0;5800
1018;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 november;74920;62450;5970;520;0;5970
1019;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2010 december;74730;62150;5910;540;0;6120
1020;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 januari;74330;61610;5830;570;0;6320
1021;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 februari;73970;61110;5760;580;0;6520
1022;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 maart;73490;60560;5680;590;0;6660
1023;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 april;72990;60000;5590;600;0;6800
1024;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 mei;72520;59430;5500;620;0;6980
1025;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 juni;72000;58870;5420;620;0;7090
1026;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 juli;71570;58340;5360;630;0;7240
1027;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 augustus;71230;57910;5290;650;0;7380
1028;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 september;70920;57480;5210;650;0;7580
1029;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 oktober;70570;57000;5140;650;0;7790
1030;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 november;70190;56530;5070;660;0;7930
1031;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2011 december;69680;55990;5010;660;0;8020
1032;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 januari;69010;55230;4890;680;0;8200
1033;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 februari;68620;54720;4820;690;0;8390
1034;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 maart;68280;54280;4750;710;0;8540
1035;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 april;67820;53720;4690;710;0;8700
1036;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 mei;67420;53250;4630;730;0;8820
1037;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 juni;65860;53200;4620;720;0;7320
1038;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 juli;65360;52740;4560;730;0;7340
1039;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 augustus;64970;52290;4510;730;0;7440
1040;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 september;64560;51810;4430;750;0;7580
1041;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 oktober;64190;51330;4370;760;0;7730
1042;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 november;63900;50920;4310;770;0;7890
1043;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2012 december;63570;50510;4270;780;0;8010
1044;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 januari;63560;50370;4250;790;0;8160
1045;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 februari;63130;49870;4190;790;0;8290
1046;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 maart;62820;49470;4130;790;0;8420
1047;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 april;62410;49020;4070;800;0;8520
1048;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 mei;62050;48590;4010;820;0;8630
1049;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 juni;61710;48180;3970;830;0;8730
1050;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 juli;61370;47790;3920;840;0;8820
1051;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 augustus;60980;47370;3870;840;0;8900
1052;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 september;62500;46950;3820;850;0;10890
1053;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 oktober;62090;46490;3750;860;0;10990
1054;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 november;61760;46060;3710;870;0;11120
1055;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2013 december;61490;45700;3660;880;0;11240
1056;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 januari;61360;45520;3650;890;0;11290
1057;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 februari;60910;45060;3600;890;0;11350
1058;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 maart;60600;44650;3550;910;0;11480
1059;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 april;60230;44220;3500;920;0;11600
1060;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 mei;59910;43830;3470;940;0;11680
1061;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 juni;59610;43420;3430;960;0;11800
1062;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 juli;59200;43000;3410;970;0;11820
1063;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 augustus;58980;42650;3360;970;0;12000
1064;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 september;58610;42210;3320;980;0;12100
1065;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 oktober;58270;41800;3280;980;0;12200
1066;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 november;57950;41380;3240;1000;0;12330
1067;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2014 december;57690;41040;3220;1010;0;12430
1068;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 januari;57630;40920;3210;1000;0;12500
1069;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 februari;57270;40540;3170;1000;0;12560
1070;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 maart;56930;40150;3140;990;0;12650
1071;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 april;56570;39790;3100;990;0;12700
1072;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 mei;56230;39430;3070;990;0;12740
1073;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 juni;55900;39100;3040;980;0;12780
1074;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 juli;55500;38740;3010;970;0;12780
1075;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 augustus;55160;38390;2970;950;0;12860
1076;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 september;54830;38000;2930;950;0;12950
1077;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 oktober;54510;37600;2900;950;0;13060
1078;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 november;54210;37260;2880;930;0;13140
1079;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;3;2015 december;53930;36920;2850;930;0;13220
1080;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 januari;13570;10540;840;650;0;1540
1081;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 februari;13530;10470;840;650;0;1580
1082;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 maart;13500;10410;820;640;0;1630
1083;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 april;13470;10330;810;640;0;1690
1084;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 mei;13430;10260;810;640;0;1720
1085;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 juni;13410;10180;800;650;0;1780
1086;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 juli;13640;10220;810;790;0;1830
1087;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 augustus;13620;10160;800;790;0;1880
1088;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 september;13590;10100;800;780;0;1920
1089;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 oktober;13720;10020;790;940;0;1970
1090;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 november;13750;9950;790;990;0;2020
1091;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2010 december;13800;9910;780;1050;0;2070
1092;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 januari;13800;9810;770;1100;0;2130
1093;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 februari;13810;9740;760;1140;0;2180
1094;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 maart;13800;9650;750;1190;0;2210
1095;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 april;13830;9590;740;1230;0;2270
1096;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 mei;13810;9490;730;1280;0;2320
1097;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 juni;13790;9400;720;1310;0;2360
1098;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 juli;13770;9320;710;1330;0;2410
1099;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 augustus;13780;9250;700;1370;0;2450
1100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 september;13780;9180;700;1400;0;2510
1101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 oktober;13790;9090;690;1420;0;2580
1102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 november;13780;9030;680;1450;0;2610
1103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2011 december;13800;8970;670;1480;0;2680
1104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2012 januari;13750;8820;670;1520;0;2740
1105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2012 februari;13710;8750;660;1530;0;2770
1106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2012 maart;13700;8680;650;1550;0;2820
1107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;4;2012 april;13690;8610;630;1600;0;2850
