ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
1008;61 Telecommunicatie;Ondergrens 95%-interval;2021;0.2;0.5;0.3;;0.9;0.0;0.0;0.0;0.1;0.4;0.0;0.1;0.0;0.0;0.0;2.6;2.2;2.4;3.1;;;;;;;;;2.4;10.2;6.9
1009;61 Telecommunicatie;Ondergrens 95%-interval;2022;0.7;0.6;0.3;;0.4;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;;;;0.0;36.6;0.2;35.3;0.3;0.5;0.0;0.0;3.2;16.7;6.9
1010;61 Telecommunicatie;Ondergrens 95%-interval;2023;1.4;1.5;0.8;;1.2;0.2;0.0;0.0;0.2;0.5;0.0;0.1;0.0;0.0;0.1;;;;;0.0;31.5;0.1;31.5;0.5;0.0;0.0;0.1;3.4;15.8;6.9
1011;61 Telecommunicatie;Ondergrens 95%-interval;2024;1.7;1.5;0.3;;2.1;0.3;0.6;0.1;0.6;1.0;0.0;0.0;0.1;0.0;0.1;;;;;0.1;24.9;0.1;24.9;0.9;0.1;0.0;0.2;1.7;12.0;6.8
1012;61 Telecommunicatie;Bovengrens 95%-interval;2014;2.7;;3.6;;;;;;;;;;;;;5.8;5.3;5.3;6.4;;;;;;;;;7.8;33.3;7.0
1013;61 Telecommunicatie;Bovengrens 95%-interval;2015;1.5;2.4;3.8;3.0;;;;;;;;;;;;4.6;4.6;5.0;5.8;;;;;;;;;6.5;30.6;6.8
1014;61 Telecommunicatie;Bovengrens 95%-interval;2016;2.2;4.2;;;;;;;;;;;;;;4.1;4.1;4.7;5.6;;;;;;;;;4.9;25.4;6.7
1015;61 Telecommunicatie;Bovengrens 95%-interval;2017;6.5;5.9;7.2;2.7;;;;;;;;;;;;4.7;3.3;3.3;5.9;;;;;;;;;6.5;30.7;6.9
1016;61 Telecommunicatie;Bovengrens 95%-interval;2018;3.2;7.7;3.1;;5.1;4.2;4.2;;2.5;4.8;;2.4;;;;5.5;3.6;4.4;3.6;;;;;;;;;7.8;24.7;6.9
1017;61 Telecommunicatie;Bovengrens 95%-interval;2019;7.7;8.4;5.0;;7.9;6.7;6.4;;3.1;3.9;;4.4;;;4.4;11.2;10.7;10.2;10.6;;;;;;;;;11.9;30.0;6.9
1018;61 Telecommunicatie;Bovengrens 95%-interval;2020;5.4;4.6;3.6;;4.8;;3.2;;;3.6;;;;;4.2;7.6;6.7;6.7;9.1;;;;;;;;;7.7;22.2;7.4
1019;61 Telecommunicatie;Bovengrens 95%-interval;2021;4.2;5.7;4.6;;5.2;;2.4;;2.7;4.5;;2.7;;;2.5;10.7;10.0;10.3;11.5;;;;;;;;;9.4;21.0;7.4
1020;61 Telecommunicatie;Bovengrens 95%-interval;2022;4.3;4.4;3.2;;3.5;;1.0;;;1.7;;2.0;;3.6;;;;;;;48.4;3.4;47.1;4.1;3.3;;;9.4;26.4;7.3
1021;61 Telecommunicatie;Bovengrens 95%-interval;2023;6.4;6.9;5.8;;6.2;4.0;2.0;;3.9;4.4;;3.0;;;3.0;;;;;;44.1;3.8;44.1;4.5;;;3.8;10.0;26.6;7.3
1022;61 Telecommunicatie;Bovengrens 95%-interval;2024;6.7;7.1;4.7;;7.4;3.1;4.9;3.5;4.6;5.4;;2.3;3.5;;4.7;;;;;3.6;36.6;3.9;36.6;5.8;3.5;;3.3;7.0;21.4;7.2
1023;62-63 IT- en informatiedienstverlening;Waarde;2014;1.3;0.8;0.2;0.1;;;;;;;;;;;;1.3;1.5;1.2;1.3;;;;;;;;;2.0;25.8;7.2
1024;62-63 IT- en informatiedienstverlening;Waarde;2015;1.1;1.0;0.6;0.4;;;;;;;;;;;;1.6;1.6;2.0;1.5;;;;;;;;;1.9;28.3;7.0
1025;62-63 IT- en informatiedienstverlening;Waarde;2016;2.1;1.4;1.1;0.0;;;;;;;;;;;;1.5;1.4;1.2;1.3;;;;;;;;;1.4;27.8;7.1
1026;62-63 IT- en informatiedienstverlening;Waarde;2017;1.6;1.1;0.5;0.2;;;;;;;;;;;;2.0;2.1;2.0;2.0;;;;;;;;;1.7;23.3;7.1
1027;62-63 IT- en informatiedienstverlening;Waarde;2018;1.7;1.0;0.7;;2.5;0.2;0.5;0.1;0.6;1.0;0.0;0.2;0.1;0.1;1.0;3.1;2.8;3.1;2.7;;;;;;;;;1.9;20.4;7.1
1028;62-63 IT- en informatiedienstverlening;Waarde;2019;1.0;0.6;0.5;;1.4;0.1;0.1;0.1;0.2;0.3;0.0;0.2;0.2;0.1;0.4;2.5;2.3;2.3;1.9;;;;;;;;;1.2;18.6;7.2
1029;62-63 IT- en informatiedienstverlening;Waarde;2020;0.8;0.4;0.4;;0.5;0.1;0.1;0.1;0.2;0.1;0.0;0.1;0.0;0.0;0.1;4.4;3.8;3.8;4.4;;;;;;;;;1.5;20.3;7.6
1030;62-63 IT- en informatiedienstverlening;Waarde;2021;0.8;0.5;0.2;;1.2;0.2;0.2;0.0;0.2;0.3;0.0;0.0;0.1;0.0;0.5;5.8;5.8;5.7;5.6;;;;;;;;;1.6;19.0;7.5
1031;62-63 IT- en informatiedienstverlening;Waarde;2022;1.2;1.2;0.4;;1.4;0.2;0.1;0.0;0.3;0.8;0.0;0.1;0.1;0.0;0.5;;;;;0.4;27.8;0.7;27.3;0.0;0.2;0.0;0.6;1.9;17.6;7.4
1032;62-63 IT- en informatiedienstverlening;Waarde;2023;1.3;0.7;0.6;;1.0;0.1;0.3;0.1;0.4;0.4;0.0;0.0;0.0;0.0;0.3;;;;;0.3;24.0;0.5;23.5;0.1;0.3;0.0;0.1;1.3;16.5;7.4
1033;62-63 IT- en informatiedienstverlening;Waarde;2024;2.1;1.1;0.7;;2.1;0.4;0.5;0.2;0.6;1.0;0.3;0.1;0.2;0.0;0.8;;;;;0.5;24.2;0.8;23.0;0.3;0.3;0.0;0.5;1.9;15.3;7.4
1034;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2014;0.6;0.3;0.1;0.0;;;;;;;;;;;;0.6;0.8;0.6;0.6;;;;;;;;;1.2;22.9;7.1
1035;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2015;0.6;0.5;0.2;0.1;;;;;;;;;;;;0.9;0.9;1.2;0.8;;;;;;;;;1.1;25.2;6.9
1036;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2016;1.2;0.7;0.5;0.0;;;;;;;;;;;;0.9;0.8;0.6;0.7;;;;;;;;;0.8;24.8;6.9
1037;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2017;0.8;0.6;0.2;0.1;;;;;;;;;;;;1.3;1.4;1.3;1.3;;;;;;;;;1.0;20.6;7.0
1038;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2018;1.0;0.6;0.3;;1.7;0.0;0.2;0.0;0.3;0.5;0.0;0.0;0.0;0.0;0.5;2.2;1.9;2.2;1.9;;;;;;;;;1.2;18.1;7.0
1039;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2019;0.6;0.3;0.2;;0.9;0.0;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.2;1.7;1.5;1.5;1.2;;;;;;;;;0.7;16.4;7.1
1040;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2020;0.4;0.2;0.2;;0.3;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;3.3;2.8;2.9;3.4;;;;;;;;;0.9;18.2;7.5
1041;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2021;0.4;0.2;0.0;;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;4.4;4.5;4.4;4.3;;;;;;;;;1.0;16.7;7.4
1042;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2022;0.7;0.7;0.2;;0.9;0.0;0.0;0.0;0.1;0.4;0.0;0.0;0.0;0.0;0.2;;;;;0.2;25.5;0.3;25.0;0.0;0.1;0.0;0.2;1.2;15.7;7.3
1043;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2023;0.8;0.4;0.3;;0.6;0.0;0.1;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.1;;;;;0.1;21.9;0.2;21.5;0.0;0.1;0.0;0.0;0.7;14.7;7.3
1044;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2024;1.4;0.7;0.4;;1.4;0.2;0.3;0.1;0.3;0.6;0.1;0.0;0.1;0.0;0.4;;;;;0.2;22.1;0.4;21.1;0.1;0.1;0.0;0.2;1.3;13.7;7.3
1045;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2014;2.8;1.8;0.9;1.0;;;;;;;;;;;;2.6;2.9;2.6;2.7;;;;;;;;;3.4;28.9;7.3
1046;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2015;2.4;2.2;1.6;1.3;;;;;;;;;;;;3.0;3.0;3.5;2.9;;;;;;;;;3.1;31.7;7.1
1047;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2016;3.6;2.9;2.3;;;;;;;;;;;;;2.5;2.4;2.2;2.3;;;;;;;;;2.5;31.1;7.2
1048;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2017;3.1;2.1;1.3;0.9;;;;;;;;;;;;3.2;3.3;3.2;3.1;;;;;;;;;2.9;26.1;7.2
1049;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2018;2.9;1.8;1.4;;3.7;0.8;1.2;0.5;1.3;1.8;;0.8;0.6;0.5;2.1;4.4;4.1;4.4;4.0;;;;;;;;;3.0;22.9;7.2
1050;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2019;1.8;1.3;1.2;;2.3;0.8;0.4;0.5;0.6;0.9;;0.9;0.7;0.6;1.0;3.7;3.4;3.5;3.0;;;;;;;;;2.0;20.9;7.3
1051;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2020;1.5;0.9;0.9;;1.1;0.5;0.5;0.6;0.6;0.5;;0.7;;;0.5;5.8;5.0;5.1;5.8;;;;;;;;;2.2;22.5;7.7
1052;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2021;1.6;1.2;0.8;;2.4;0.7;0.7;;0.8;1.9;;;0.6;;1.3;7.5;7.6;7.4;7.3;;;;;;;;;2.7;21.4;7.6
1053;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2022;2.0;2.0;0.9;;2.2;0.8;0.5;;0.8;1.4;;0.5;0.7;;1.1;;;;;1.0;30.3;1.3;29.7;;0.6;;1.3;2.8;19.8;7.5
1054;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2023;2.2;1.4;1.4;;1.8;0.6;0.8;0.7;1.1;1.0;;;;;0.9;;;;;0.7;26.3;1.0;25.8;0.7;0.8;;0.4;2.2;18.5;7.5
1055;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2024;2.9;1.8;1.3;;3.0;0.9;1.1;0.8;1.2;1.7;0.7;0.4;0.8;;1.4;;;;;1.0;26.3;1.4;25.1;0.7;0.7;;1.0;2.7;17.2;7.5
1056;K Financiële dienstverlening;Waarde;2014;1.7;1.5;0.8;0.1;;;;;;;;;;;;1.5;1.4;1.0;1.3;;;;;;;;;1.3;26.3;6.5
1057;K Financiële dienstverlening;Waarde;2015;1.4;0.7;0.6;0.3;;;;;;;;;;;;2.8;1.9;1.8;1.5;;;;;;;;;1.7;25.7;6.5
1058;K Financiële dienstverlening;Waarde;2016;1.7;1.9;0.6;0.1;;;;;;;;;;;;2.1;1.7;1.3;1.4;;;;;;;;;1.7;26.6;6.5
1059;K Financiële dienstverlening;Waarde;2017;1.5;2.0;1.1;0.4;;;;;;;;;;;;3.0;2.6;2.0;1.8;;;;;;;;;2.2;24.5;6.6
1060;K Financiële dienstverlening;Waarde;2018;1.3;1.7;1.0;;1.4;0.1;0.3;0.0;0.2;0.8;0.0;0.2;0.0;0.0;0.2;3.6;2.6;2.8;2.2;;;;;;;;;1.6;20.0;6.5
1061;K Financiële dienstverlening;Waarde;2019;2.0;1.2;0.9;;1.8;0.2;0.4;0.0;0.2;0.9;0.1;0.2;0.5;0.1;0.3;3.8;3.2;3.3;3.0;;;;;;;;;1.9;19.5;6.6
1062;K Financiële dienstverlening;Waarde;2020;1.0;0.4;0.7;;1.2;0.2;0.2;0.0;0.1;0.4;0.0;0.1;0.1;0.0;0.3;4.6;4.0;4.1;4.5;;;;;;;;;2.4;16.6;7.3
1063;K Financiële dienstverlening;Waarde;2021;1.4;0.6;0.9;;1.4;0.3;0.6;0.2;0.2;0.4;0.3;0.1;0.2;0.1;0.2;5.5;4.2;4.0;3.9;;;;;;;;;1.5;15.8;7.0
1064;K Financiële dienstverlening;Waarde;2022;1.1;0.6;0.4;;1.0;0.2;0.3;0.1;0.1;0.4;0.1;0.1;0.1;0.1;0.5;;;;;0.5;35.8;1.1;34.9;0.3;0.4;0.1;0.2;1.0;17.1;7.1
1065;K Financiële dienstverlening;Waarde;2023;1.2;0.8;0.7;;1.2;0.0;0.4;0.1;0.1;0.5;0.1;0.0;0.1;0.0;0.2;;;;;0.5;31.3;0.7;30.1;0.7;0.4;0.2;0.3;1.4;16.9;7.0
1066;K Financiële dienstverlening;Waarde;2024;0.6;0.6;0.2;;1.0;0.1;0.2;0.0;0.3;0.4;0.2;0.0;0.0;0.0;0.3;;;;;0.4;27.0;0.4;26.3;0.2;0.8;0.0;0.1;1.3;15.3;7.3
1067;K Financiële dienstverlening;Ondergrens 95%-interval;2014;1.1;0.9;0.4;0.0;;;;;;;;;;;;1.0;0.9;0.6;0.8;;;;;;;;;0.8;24.0;6.4
1068;K Financiële dienstverlening;Ondergrens 95%-interval;2015;0.9;0.4;0.3;0.1;;;;;;;;;;;;2.1;1.3;1.2;1.0;;;;;;;;;1.2;23.7;6.4
1069;K Financiële dienstverlening;Ondergrens 95%-interval;2016;1.1;1.3;0.3;0.0;;;;;;;;;;;;1.5;1.2;0.9;0.9;;;;;;;;;1.1;24.5;6.5
1070;K Financiële dienstverlening;Ondergrens 95%-interval;2017;1.0;1.4;0.7;0.2;;;;;;;;;;;;2.2;1.8;1.4;1.2;;;;;;;;;1.5;22.3;6.5
1071;K Financiële dienstverlening;Ondergrens 95%-interval;2018;0.9;1.2;0.7;;1.0;0.0;0.1;0.0;0.0;0.5;0.0;0.1;0.0;0.0;0.1;2.9;2.0;2.2;1.7;;;;;;;;;1.2;18.3;6.4
1072;K Financiële dienstverlening;Ondergrens 95%-interval;2019;1.4;0.8;0.5;;1.3;0.1;0.2;0.0;0.1;0.5;0.0;0.1;0.2;0.0;0.1;3.0;2.5;2.5;2.2;;;;;;;;;1.3;17.7;6.5
1073;K Financiële dienstverlening;Ondergrens 95%-interval;2020;0.6;0.2;0.4;;0.8;0.1;0.1;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2;3.7;3.1;3.2;3.6;;;;;;;;;1.7;15.0;7.2
1074;K Financiële dienstverlening;Ondergrens 95%-interval;2021;1.0;0.3;0.6;;0.9;0.1;0.3;0.1;0.1;0.2;0.1;0.0;0.1;0.0;0.1;4.4;3.3;3.1;3.0;;;;;;;;;1.0;14.0;6.9
1075;K Financiële dienstverlening;Ondergrens 95%-interval;2022;0.8;0.3;0.2;;0.6;0.0;0.1;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2;;;;;0.3;33.6;0.7;32.7;0.1;0.2;0.0;0.1;0.6;15.4;7.0
1076;K Financiële dienstverlening;Ondergrens 95%-interval;2023;0.8;0.4;0.4;;0.8;0.0;0.2;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.1;;;;;0.2;29.1;0.4;27.9;0.4;0.2;0.1;0.1;0.9;15.2;6.9
1077;K Financiële dienstverlening;Ondergrens 95%-interval;2024;0.3;0.3;0.1;;0.7;0.0;0.1;0.0;0.1;0.2;0.1;0.0;0.0;0.0;0.1;;;;;0.2;24.9;0.2;24.2;0.1;0.4;0.0;0.0;0.8;13.7;7.2
1078;K Financiële dienstverlening;Bovengrens 95%-interval;2014;2.7;2.4;1.6;0.4;;;;;;;;;;;;2.2;2.1;1.7;2.0;;;;;;;;;2.0;28.7;6.6
1079;K Financiële dienstverlening;Bovengrens 95%-interval;2015;2.2;1.2;1.1;0.8;;;;;;;;;;;;3.8;2.7;2.6;2.3;;;;;;;;;2.4;27.9;6.6
1080;K Financiële dienstverlening;Bovengrens 95%-interval;2016;2.4;2.7;1.1;0.6;;;;;;;;;;;;3.0;2.5;2.0;2.1;;;;;;;;;2.4;28.8;6.6
1081;K Financiële dienstverlening;Bovengrens 95%-interval;2017;2.4;2.9;1.8;1.1;;;;;;;;;;;;4.1;3.6;2.9;2.6;;;;;;;;;3.1;26.8;6.7
1082;K Financiële dienstverlening;Bovengrens 95%-interval;2018;1.9;2.5;1.6;;2.1;0.3;0.6;0.3;0.5;1.3;;0.5;0.3;;0.5;4.5;3.4;3.7;3.0;;;;;;;;;2.3;21.8;6.6
1083;K Financiële dienstverlening;Bovengrens 95%-interval;2019;2.8;1.9;1.6;;2.6;0.6;0.9;;0.6;1.4;0.4;0.6;1.0;0.4;0.7;4.9;4.3;4.3;3.9;;;;;;;;;2.7;21.5;6.7
1084;K Financiële dienstverlening;Bovengrens 95%-interval;2020;1.6;0.9;1.3;;1.8;0.6;0.5;0.3;0.4;0.8;;0.4;0.4;;0.8;5.7;5.0;5.1;5.7;;;;;;;;;3.2;18.4;7.4
1085;K Financiële dienstverlening;Bovengrens 95%-interval;2021;2.2;1.2;1.5;;2.1;0.8;1.1;0.6;0.7;0.9;0.7;0.5;0.7;0.5;0.6;6.9;5.4;5.2;5.1;;;;;;;;;2.2;17.7;7.1
1086;K Financiële dienstverlening;Bovengrens 95%-interval;2022;1.7;1.1;0.9;;1.7;0.7;0.8;0.7;0.4;0.8;0.4;0.5;0.5;0.6;1.0;;;;;1.1;38.1;1.7;37.2;0.7;0.7;0.4;0.6;1.6;18.9;7.2
1087;K Financiële dienstverlening;Bovengrens 95%-interval;2023;1.9;1.3;1.2;;1.9;;0.9;0.5;0.6;1.0;0.4;0.3;0.4;;0.7;;;;;1.0;33.5;1.2;32.3;1.2;0.8;0.5;0.7;2.1;18.8;7.1
1088;K Financiële dienstverlening;Bovengrens 95%-interval;2024;1.1;1.1;0.6;;1.6;0.4;0.5;;0.7;0.8;0.5;;;;0.7;;;;;0.9;29.2;0.9;28.5;0.8;1.4;;0.5;1.9;17.1;7.4
1089;L Verhuur en handel van onroerend goed;Waarde;2014;4.6;0.8;2.6;0.2;;;;;;;;;;;;5.4;2.5;1.3;1.7;;;;;;;;;4.3;22.9;5.4
1090;L Verhuur en handel van onroerend goed;Waarde;2015;4.7;1.0;3.8;0.7;;;;;;;;;;;;5.1;2.4;1.0;1.3;;;;;;;;;4.0;21.2;5.4
1091;L Verhuur en handel van onroerend goed;Waarde;2016;6.8;2.9;3.2;0.4;;;;;;;;;;;;6.4;4.4;5.7;3.6;;;;;;;;;4.4;24.2;5.3
1092;L Verhuur en handel van onroerend goed;Waarde;2017;6.0;2.5;4.6;1.4;;;;;;;;;;;;6.7;4.9;3.9;2.5;;;;;;;;;7.1;22.2;5.3
1093;L Verhuur en handel van onroerend goed;Waarde;2018;4.5;2.1;1.8;;6.1;0.3;1.5;0.2;1.8;1.5;0.0;1.8;0.7;0.0;0.5;6.4;5.3;2.9;2.8;;;;;;;;;3.3;19.4;5.5
1094;L Verhuur en handel van onroerend goed;Waarde;2019;6.7;2.6;2.5;;6.1;1.2;3.0;0.2;1.9;1.6;1.0;1.3;0.7;0.0;0.5;3.7;2.4;2.6;1.7;;;;;;;;;2.6;19.1;5.6
1095;L Verhuur en handel van onroerend goed;Waarde;2020;2.8;1.0;1.9;;3.2;0.4;1.1;0.0;0.5;0.7;0.3;1.3;0.0;0.0;0.4;4.3;3.2;2.4;4.3;;;;;;;;;3.2;15.9;6.1
1096;L Verhuur en handel van onroerend goed;Waarde;2021;3.9;0.4;3.6;;2.2;0.2;0.7;0.0;0.3;0.6;0.3;0.8;0.0;0.0;0.8;4.1;4.2;3.5;4.6;;;;;;;;;2.8;15.1;6.0
1097;L Verhuur en handel van onroerend goed;Waarde;2022;3.0;1.0;1.6;;1.3;0.4;0.4;0.4;0.3;0.3;0.0;0.5;0.0;0.0;0.2;;;;;1.2;39.5;0.5;37.4;0.6;1.9;0.0;2.4;2.6;13.5;5.8
1098;L Verhuur en handel van onroerend goed;Waarde;2023;5.5;0.9;2.5;;3.0;0.6;1.7;0.0;1.4;0.9;0.2;0.1;0.5;0.1;0.6;;;;;0.2;39.7;0.8;37.5;1.1;2.5;0.0;3.0;3.7;13.5;5.6
1099;L Verhuur en handel van onroerend goed;Waarde;2024;4.8;1.2;3.0;;4.7;0.8;1.8;0.0;1.1;1.5;0.4;1.7;0.2;0.0;0.6;;;;;1.4;32.4;1.4;29.9;1.0;1.4;0.9;1.6;2.5;13.5;5.7
1100;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2014;2.7;0.3;1.3;0.0;;;;;;;;;;;;3.3;1.2;0.5;0.7;;;;;;;;;2.5;18.6;5.2
1101;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2015;2.8;0.3;2.0;0.1;;;;;;;;;;;;3.1;1.1;0.3;0.5;;;;;;;;;2.2;16.9;5.1
1102;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2016;4.6;1.6;1.8;0.1;;;;;;;;;;;;4.3;2.7;3.6;2.2;;;;;;;;;2.8;20.0;5.0
1103;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2017;3.8;1.1;2.7;0.5;;;;;;;;;;;;4.2;2.8;2.1;1.3;;;;;;;;;4.6;17.9;5.0
1104;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2018;3.0;1.1;0.9;;4.4;0.1;0.8;0.0;0.9;0.8;0.0;0.9;0.3;0.0;0.2;4.5;3.6;1.7;1.5;;;;;;;;;2.0;16.3;5.3
1105;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2019;4.6;1.4;1.2;;4.1;0.5;1.8;0.0;0.8;0.8;0.4;0.6;0.2;0.0;0.1;2.3;1.3;1.4;0.8;;;;;;;;;1.3;15.6;5.4
1106;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2020;1.6;0.3;0.9;;1.8;0.1;0.5;0.0;0.1;0.2;0.0;0.5;0.0;0.0;0.1;2.6;1.8;1.3;2.7;;;;;;;;;1.7;12.6;5.8
1107;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2021;2.4;0.1;2.0;;1.1;0.0;0.2;0.0;0.0;0.2;0.0;0.3;0.0;0.0;0.2;2.5;2.5;1.9;2.9;;;;;;;;;1.5;11.8;5.7
1108;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2022;1.7;0.4;0.7;;0.6;0.1;0.1;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.0;;;;;0.4;34.7;0.1;32.6;0.1;0.9;0.0;1.2;1.4;10.4;5.5
1109;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2023;3.7;0.3;1.4;;1.8;0.2;0.9;0.0;0.7;0.4;0.0;0.0;0.2;0.0;0.2;;;;;0.0;35.4;0.3;33.2;0.5;1.4;0.0;1.8;2.2;10.7;5.4
1110;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2024;3.1;0.5;1.7;;3.0;0.3;0.9;0.0;0.5;0.8;0.1;0.7;0.0;0.0;0.1;;;;;0.6;28.1;0.6;25.7;0.4;0.6;0.3;0.7;1.4;10.5;5.5
1111;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2014;7.8;2.6;5.0;1.7;;;;;;;;;;;;8.8;5.3;3.1;4.1;;;;;;;;;7.3;27.9;5.7
1112;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2015;7.8;3.2;7.1;4.7;;;;;;;;;;;;8.3;5.2;3.2;3.5;;;;;;;;;7.2;26.3;5.6
1113;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2016;9.9;5.4;5.6;2.6;;;;;;;;;;;;9.4;7.0;8.7;6.0;;;;;;;;;7.1;28.9;5.6
1114;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2017;9.3;5.3;7.7;3.7;;;;;;;;;;;;10.5;8.6;7.0;4.7;;;;;;;;;10.8;27.2;5.5
1115;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2018;6.6;4.0;3.3;;8.5;1.3;2.9;1.1;3.5;2.9;;3.3;1.9;;1.5;8.8;7.7;4.9;5.1;;;;;;;;;5.2;23.1;5.8
1116;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2019;9.7;5.0;5.0;;9.0;2.9;5.2;1.5;4.4;3.4;2.8;3.0;3.5;;2.0;5.9;4.5;4.6;3.5;;;;;;;;;5.0;23.2;5.8
1117;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2020;4.9;3.0;4.1;;5.5;1.8;2.7;;1.9;2.7;1.9;3.4;;;2.8;7.1;5.6;4.5;6.8;;;;;;;;;5.7;19.8;6.3
1118;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2021;6.4;2.5;6.3;;4.2;1.3;2.1;;1.8;1.9;1.8;2.5;;;2.4;6.8;7.1;6.3;7.4;;;;;;;;;4.9;19.0;6.2
1119;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2022;5.2;2.5;3.5;;3.0;1.7;1.7;1.8;1.8;1.3;;1.9;;;1.7;;;;;3.3;44.6;1.9;42.4;2.3;3.9;;4.6;4.7;17.3;6.0
1120;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2023;8.1;2.4;4.4;;4.7;1.8;3.3;;3.0;2.1;1.1;1.0;1.7;0.8;1.6;;;;;1.2;44.2;2.2;41.9;2.4;4.5;;5.1;6.0;17.0;5.9
1121;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2024;7.3;2.8;5.1;;7.4;2.1;3.6;;2.7;3.1;1.7;3.7;1.6;;2.8;;;;;3.1;37.0;3.1;34.4;2.4;3.1;2.8;3.4;4.4;17.2;5.9
1122;M-N Zakelijke dienstverlening;Waarde;2014;12.3;5.0;6.7;3.2;;;;;;;;;;;;16.5;8.4;7.1;3.1;;;;;;;;;7.3;33.0;4.9
1123;M-N Zakelijke dienstverlening;Waarde;2015;12.9;5.5;7.1;3.5;;;;;;;;;;;;15.8;9.1;6.7;3.5;;;;;;;;;8.3;32.7;4.8
1124;M-N Zakelijke dienstverlening;Waarde;2016;13.1;5.6;7.0;2.9;;;;;;;;;;;;16.8;9.3;7.1;3.6;;;;;;;;;8.1;32.8;4.8
1125;M-N Zakelijke dienstverlening;Waarde;2017;14.6;5.6;7.6;3.9;;;;;;;;;;;;16.6;10.0;7.1;4.3;;;;;;;;;8.6;31.3;5.0
